Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
1081,UBER,Scheduled Standard Delivery,38,Executive Review,Degrading,Store Focus,202229,60.06%,59.18%,30.9,12.20%,45.10%,75.50%,85.90%
3877,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,69.17%,65.08%,12.3,70.20%,57.20%,60.60%,86.10%
5326,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,74.68%,64.34%,20.1,85.00%,66.00%,64.50%,83.90%
563,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,69.10%,66.90%,23.8,71.40%,67.90%,73.80%,49.00%
579,UBER,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202229,84.58%,86.88%,13.1,91.10%,82.80%,83.60%,81.50%
582,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202229,75.95%,60.00%,18.1,82.60%,88.20%,57.40%,90.00%
582,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202229,81.81%,68.65%,17.2,80.00%,86.50%,70.20%,90.00%
857,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202229,83.98%,77.41%,14.5,84.40%,68.70%,89.60%,93.90%
1391,DOORDASH,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202229,66.81%,57.65%,28,73.70%,88.40%,48.80%,71.40%
1391,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202229,63.37%,60.71%,17.4,82.30%,65.10%,46.50%,67.60%
1223,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,80.92%,69.83%,14.3,89.10%,92.20%,78.50%,76.50%
928,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,85.51%,79.01%,11.8,84.30%,80.80%,89.40%,87.20%
928,UBER,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202229,86.25%,75.63%,13.9,87.10%,90.30%,88.20%,80.40%
1444,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,77.33%,69.48%,21.1,75.40%,77.80%,66.10%,94.00%
3309,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202229,68.51%,75.88%,13.6,54.70%,75.40%,57.00%,84.80%
3309,UBER,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202229,77.09%,71.82%,18.4,76.20%,82.80%,54.50%,91.40%
4444,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,93.09%,84.06%,10.8,86.30%,92.90%,95.00%,97.60%
5037,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,202229,87.80%,61.51%,16.4,94.70%,88.50%,83.90%,87.60%
5037,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202229,80.83%,66.85%,12.5,88.10%,81.70%,77.10%,75.30%
1083,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202229,80.20%,81.98%,14.8,73.60%,78.00%,84.00%,85.90%
1083,UBER,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202229,85.49%,78.93%,18,78.50%,85.30%,87.60%,86.90%
1219,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202229,71.56%,72.19%,15.2,53.00%,58.30%,84.00%,88.50%
1219,UBER,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202229,85.90%,70.82%,15.7,77.20%,82.50%,87.90%,90.70%
2801,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202229,60.00%,61.90%,32.3,100.00%,50.00%,100.00%,36.40%
4517,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202229,90.00%,90.00%,8.2,100.00%,0.00%,100.00%,100.00%
3629,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,79.17%,85.19%,9.3,66.70%,100.00%,75.00%,78.60%
2631,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,79.59%,83.83%,11.3,78.00%,83.40%,86.50%,73.50%
2872,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202229,81.52%,92.62%,8.4,83.60%,74.60%,82.20%,84.00%
3336,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202229,84.98%,84.80%,12,80.30%,85.50%,87.90%,87.60%
3476,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202229,80.71%,78.43%,13.9,68.00%,81.10%,83.00%,87.10%
3476,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202229,80.48%,78.37%,12.7,71.60%,74.20%,86.10%,94.30%
4383,DOORDASH,Scheduled Standard Delivery,40,Executive Review,Degrading,Store Focus,202229,65.00%,72.57%,23.4,68.80%,70.40%,50.00%,66.70%
4383,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202229,76.32%,83.66%,13,74.10%,73.40%,73.70%,80.90%
5761,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,83.08%,76.70%,13.3,82.30%,80.90%,85.20%,83.60%
5842,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202229,88.85%,86.30%,12.4,86.40%,89.20%,91.50%,89.10%
2238,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,76.98%,82.43%,12.2,78.30%,80.00%,78.30%,70.00%
3453,SPARK,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202229,84.79%,77.35%,9.9,71.60%,90.10%,88.70%,82.70%
3876,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202229,77.48%,81.90%,11.9,75.80%,84.40%,87.00%,60.90%
2061,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202229,65.79%,76.74%,12.1,85.70%,66.70%,73.70%,54.10%
2678,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202229,66.23%,68.24%,20.3,68.10%,64.30%,63.60%,70.10%
2678,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,75.34%,69.75%,16.7,62.60%,77.40%,79.90%,80.20%
5280,SPARK,Scheduled Standard Delivery,41,Executive Review,Degrading,Store Focus,202229,78.07%,81.33%,10.9,56.50%,87.10%,85.10%,76.60%
5160,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,78.27%,64.32%,15.4,55.30%,85.00%,87.10%,84.70%
5472,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202229,83.97%,92.67%,9.9,79.70%,86.40%,83.70%,85.80%
1733,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202229,75.82%,93.01%,7.2,67.00%,85.40%,69.90%,79.60%
2618,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202229,83.40%,92.48%,8.6,77.10%,88.10%,87.20%,83.10%
2700,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202229,83.50%,92.70%,8.5,74.60%,86.10%,87.60%,86.20%
2869,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202229,80.00%,74.47%,20,62.70%,79.00%,86.70%,84.70%
2869,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,84.23%,76.42%,15.1,77.40%,86.10%,88.10%,85.80%
4540,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202229,88.80%,89.39%,7.5,75.00%,93.30%,91.10%,86.80%
5048,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202229,84.05%,91.19%,9.7,83.80%,86.10%,86.60%,79.90%
5893,DOORDASH,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202229,83.58%,83.94%,14.5,83.90%,77.50%,81.00%,92.70%
2619,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202229,87.72%,87.60%,10.4,70.80%,96.70%,90.90%,87.50%
2644,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,82.09%,94.29%,12,78.60%,83.30%,82.30%,83.60%
5097,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202229,84.93%,93.63%,6.3,88.60%,90.20%,81.10%,76.50%
1611,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202229,89.09%,90.43%,7.9,69.60%,93.10%,96.30%,93.50%
2354,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,72.41%,63.08%,22,84.40%,74.10%,80.00%,48.10%
2354,SPARK,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,202229,69.87%,70.87%,16.1,71.60%,59.00%,70.40%,73.40%
3726,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202229,84.99%,67.92%,15.5,91.80%,73.00%,78.70%,94.10%
2559,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202229,77.96%,73.05%,13.7,68.10%,76.60%,86.80%,80.30%
2873,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,82.16%,82.03%,15.1,72.00%,87.80%,82.00%,85.00%
2873,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202229,63.85%,83.68%,12.9,56.60%,57.20%,69.60%,72.50%
3487,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,84.81%,95.87%,9.3,74.20%,81.70%,90.50%,95.60%
4424,SPARK,Scheduled Standard Delivery,42,Executive Review,Degrading,Store Focus,202229,70.30%,81.83%,13.7,47.50%,63.60%,85.10%,81.90%
5844,DOORDASH,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,202229,86.45%,84.52%,14.1,77.60%,90.40%,90.80%,84.50%
5844,SPARK,Scheduled Standard Delivery,43,Executive Review,Degrading,Store Focus,202229,80.00%,84.00%,12.8,73.80%,85.20%,88.50%,76.10%
2350,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202229,82.76%,96.70%,8.5,66.70%,75.00%,87.90%,85.20%
5028,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202229,79.43%,95.02%,10.8,73.40%,81.80%,77.80%,83.30%
5030,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,72.58%,73.74%,14.3,50.40%,79.60%,68.90%,90.60%
1576,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202229,85.96%,94.21%,8,88.60%,85.70%,81.00%,87.00%
2276,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202229,83.97%,63.62%,18.6,63.30%,85.30%,92.50%,89.60%
5404,SPARK,Scheduled Standard Delivery,40,Executive Review,Degrading,Store Focus,202229,61.63%,63.04%,18.8,26.80%,40.20%,71.40%,74.00%
150,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Driver Supply Focus,202229,78.87%,99.23%,6.7,86.70%,75.00%,81.00%,73.70%
246,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202229,80.00%,97.21%,7.8,76.20%,77.70%,80.20%,85.70%
838,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202229,87.04%,79.82%,14.4,83.30%,86.00%,84.10%,93.30%
838,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,83.17%,82.43%,13.8,73.40%,76.10%,89.80%,89.20%
185,SPARK,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Store Focus,202229,90.00%,85.00%,13.3,100.00%,100.00%,85.70%,75.00%
103,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202229,88.55%,83.91%,14,80.00%,96.90%,86.70%,88.90%
389,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202229,78.55%,67.49%,17.5,86.50%,65.30%,83.10%,73.50%
389,UBER,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202229,72.58%,60.21%,19.8,89.60%,57.80%,75.00%,67.70%
1626,UBER,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202229,72.22%,76.98%,21,54.20%,69.80%,83.30%,88.20%
2804,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,84.17%,80.27%,14.9,77.60%,78.70%,91.40%,84.50%
544,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,68.78%,64.55%,16.3,81.50%,61.20%,51.40%,84.70%
743,UBER,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202229,81.46%,65.13%,15.6,100.00%,88.20%,64.20%,90.40%
4637,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202229,85.71%,87.41%,15.2,87.20%,85.50%,84.90%,86.50%
1221,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202229,73.30%,53.70%,17.8,76.20%,78.50%,62.70%,86.50%
3283,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,81.97%,66.13%,14.2,84.20%,75.60%,84.10%,82.90%
5307,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,Degrading,Store Focus,202229,0.00%,100.00%,11,0.00%,0.00%,0.00%,
5307,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202229,28.57%,90.91%,6.4,100.00%,0.00%,,33.30%
449,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,84.78%,87.68%,12.4,83.50%,79.80%,88.30%,87.70%
1204,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,80.38%,71.52%,18.9,78.00%,89.30%,81.20%,79.20%
909,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,82.20%,82.86%,18.1,87.90%,70.70%,84.50%,86.00%
1163,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202229,84.47%,80.61%,15.9,94.10%,83.00%,70.70%,90.00%
5022,SPARK,Scheduled Standard Delivery,43,Executive Review,Degrading,Store Focus,202229,74.43%,79.15%,19.2,72.90%,60.90%,74.30%,84.70%
489,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,75.11%,57.89%,19.7,77.30%,67.40%,75.90%,79.30%
541,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202229,48.15%,38.34%,26.8,50.00%,51.90%,59.20%,25.60%
989,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202229,70.29%,50.15%,19,74.80%,59.50%,63.50%,90.50%
1342,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,202229,89.69%,88.32%,15.9,93.20%,84.10%,92.40%,89.00%
4129,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,67.58%,63.78%,21.7,68.00%,79.30%,70.10%,50.20%
1016,DOORDASH,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202229,56.30%,44.44%,23.4,72.10%,56.50%,35.20%,84.20%
428,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202229,89.67%,88.54%,10.7,96.50%,89.30%,85.30%,88.30%
839,DOORDASH,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202229,80.48%,83.61%,18.9,68.50%,75.40%,77.70%,93.50%
839,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202229,73.30%,86.12%,13,74.90%,54.70%,72.10%,88.70%
935,DOORDASH,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202229,72.44%,54.53%,18.3,81.50%,85.20%,63.60%,73.00%
935,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,72.19%,66.67%,13.8,81.10%,80.70%,65.70%,62.40%
1102,DOORDASH,Scheduled Standard Delivery,29,Executive Review,Recovering,Store Focus,202229,83.57%,81.77%,20.2,90.80%,81.80%,71.10%,92.90%
1102,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202229,75.86%,81.85%,14.8,78.20%,56.80%,74.00%,93.70%
1206,DOORDASH,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202229,67.51%,80.96%,13.3,42.60%,61.00%,68.70%,81.00%
1206,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202229,71.49%,82.40%,10.4,61.10%,57.00%,69.10%,87.80%
1266,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202229,86.99%,85.43%,11.8,85.30%,81.40%,95.10%,86.20%
1266,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202229,81.47%,89.55%,8.7,89.30%,78.40%,75.50%,82.80%
4683,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Recovering,Store Focus,202229,89.06%,65.48%,16,91.90%,93.70%,82.20%,95.20%
1136,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202229,82.17%,88.81%,8,89.60%,56.70%,80.30%,86.50%
2132,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202229,79.83%,84.00%,12.3,85.60%,69.10%,77.00%,87.50%
2132,UBER,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202229,90.16%,77.04%,18.2,100.00%,85.70%,91.30%,87.90%
3288,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202229,71.49%,63.40%,17.3,78.90%,60.50%,71.00%,76.00%
4679,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202229,83.39%,73.99%,12.7,86.90%,80.60%,84.50%,81.70%
5056,DOORDASH,Scheduled Standard Delivery,36,Executive Review,Degrading,Store Focus,202229,55.12%,47.66%,40.3,76.20%,69.60%,27.10%,76.80%
5056,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202229,61.58%,66.39%,19.8,75.00%,55.10%,20.80%,80.90%
415,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,202229,81.73%,82.62%,9.3,92.30%,62.50%,79.00%,90.30%
539,POINTPICKUP,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202229,72.73%,68.18%,16.8,66.70%,75.00%,,71.40%
539,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202229,76.11%,73.09%,11.3,78.30%,74.70%,72.90%,78.00%
365,POINTPICKUP,Scheduled Standard Delivery,38,Executive Review,Degrading,Store Focus,202229,87.70%,83.69%,13.3,75.90%,89.10%,84.20%,94.40%
708,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,81.93%,77.84%,15.9,85.40%,68.30%,86.00%,87.80%
708,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,77.31%,82.32%,11,85.60%,72.40%,63.00%,86.90%
875,POINTPICKUP,Scheduled Standard Delivery,38,Executive Review,Recovering,Store Focus,202229,86.27%,90.91%,15.3,100.00%,88.90%,84.60%,82.60%
875,SPARK,Scheduled Standard Delivery,38,Executive Review,Degrading,Store Focus,202229,80.65%,86.07%,13.2,77.80%,72.00%,82.10%,89.70%
1710,POINTPICKUP,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202229,81.25%,82.86%,15.5,87.50%,80.00%,70.00%,100.00%
1710,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202229,87.67%,85.88%,13.1,79.70%,87.10%,89.10%,96.00%
2720,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,67.70%,61.97%,19.9,76.50%,59.20%,60.00%,76.10%
2755,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,202229,69.46%,70.21%,24,100.00%,78.80%,48.30%,77.30%
3059,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,69.35%,85.29%,12.2,71.40%,69.20%,64.30%,71.40%
3059,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202229,81.00%,88.64%,8.1,77.40%,75.30%,73.70%,97.50%
6469,POINTPICKUP,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202229,79.63%,75.20%,11.6,50.00%,92.90%,77.10%,80.00%
501,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202229,76.60%,83.33%,14.9,80.00%,77.30%,78.80%,70.80%
916,SPARK,Scheduled Standard Delivery,29,Executive Review,Degrading,Store Focus,202229,71.31%,58.22%,19.2,77.30%,74.70%,60.40%,75.80%
1025,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202229,81.26%,92.13%,20.2,89.30%,68.30%,75.40%,91.80%
969,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,74.68%,73.50%,18.9,82.50%,79.60%,52.20%,85.90%
1346,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,85.86%,68.32%,17.6,81.60%,91.00%,78.80%,92.20%
4048,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202229,85.71%,75.12%,12.6,88.70%,71.10%,96.90%,87.30%
4659,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202229,80.97%,85.83%,9.1,77.00%,62.60%,81.30%,91.10%
5327,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,202229,82.44%,85.32%,9.8,90.70%,71.20%,87.40%,80.70%
7262,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202229,77.35%,73.17%,7.9,85.80%,75.00%,74.50%,75.70%
118,POINTPICKUP,Scheduled Express Delivery ,13,Executive Review,Degrading,Driver Supply Focus,202229,71.21%,96.55%,6,83.30%,71.40%,61.30%,86.70%
332,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202229,75.09%,72.13%,14.8,75.20%,84.30%,62.10%,80.80%
375,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202229,82.35%,45.00%,27.9,50.00%,75.00%,100.00%,100.00%
375,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,74.33%,59.05%,17,76.60%,75.60%,60.10%,90.00%
712,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202229,89.09%,72.57%,18.7,100.00%,100.00%,90.00%,85.20%
7324,POINTPICKUP,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202229,77.83%,72.18%,21.3,80.90%,77.40%,72.50%,80.00%
7324,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202229,78.31%,70.34%,16.5,74.00%,84.00%,72.70%,82.30%
155,SPARK,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202229,86.29%,69.81%,12.5,85.90%,78.60%,90.10%,91.20%
182,POINTPICKUP,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202229,70.00%,100.00%,12.7,80.00%,100.00%,0.00%,0.00%
699,POINTPICKUP,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202229,53.85%,57.14%,29.1,50.00%,33.30%,100.00%,66.70%
699,SPARK,Scheduled Standard Delivery,36,Executive Review,Degrading,Store Focus,202229,62.72%,56.47%,19.9,43.80%,51.40%,75.50%,72.10%
1074,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,Recovering,Store Focus,202229,86.15%,93.02%,11.8,94.70%,85.70%,71.40%,88.90%
661,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202229,78.77%,72.78%,20.2,76.30%,77.80%,80.00%,80.00%
661,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,82.82%,76.76%,15.4,83.80%,78.10%,82.20%,88.70%
662,POINTPICKUP,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202229,81.25%,73.53%,14.8,70.00%,92.30%,66.70%,83.30%
766,POINTPICKUP,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202229,81.08%,77.50%,12.1,85.70%,71.40%,84.60%,80.00%
766,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202229,87.31%,78.73%,11.4,88.80%,87.10%,82.90%,92.20%
1124,POINTPICKUP,Scheduled Standard Delivery,37,Executive Review,Recovering,Store Focus,202229,73.33%,81.25%,10.3,100.00%,25.00%,87.50%,100.00%
2690,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,76.44%,67.31%,17.6,88.60%,86.80%,45.50%,79.50%
175,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202229,85.35%,77.48%,15,81.70%,86.70%,82.50%,91.80%
848,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202229,76.10%,75.97%,18.7,72.40%,82.20%,80.50%,69.70%
1248,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202229,72.29%,70.65%,16.2,61.60%,61.60%,78.80%,88.40%
2846,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202229,64.38%,53.34%,19.8,61.30%,79.40%,50.70%,67.00%
94,SPARK,Scheduled Standard Delivery,30,Executive Review,Degrading,Store Focus,202229,79.47%,67.89%,18.8,82.10%,66.30%,78.30%,91.40%
950,SPARK,Scheduled Standard Delivery,44,Executive Review,Degrading,Store Focus,202229,66.07%,64.73%,17.4,67.10%,64.00%,53.70%,74.70%
1561,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202229,62.35%,68.46%,18.7,50.00%,64.50%,53.80%,78.30%
1561,UBER,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,202229,64.42%,56.64%,22.6,66.70%,68.20%,55.60%,67.90%
2322,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,70.09%,69.26%,22.1,71.70%,44.00%,60.80%,80.90%
6807,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,66.26%,57.14%,23.2,61.50%,63.70%,63.30%,69.80%
192,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202229,88.50%,83.48%,11,86.70%,87.30%,89.70%,89.20%
264,SPARK,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Store Focus,202229,91.67%,91.67%,10.1,100.00%,71.40%,100.00%,100.00%
673,POINTPICKUP,Scheduled Standard Delivery,35,Executive Review,Degrading,Store Focus,202229,65.29%,62.96%,18.1,60.60%,60.00%,58.50%,85.20%
673,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,65.49%,66.74%,15.6,74.40%,57.70%,45.20%,82.80%
3137,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202229,65.15%,97.62%,8.3,50.00%,66.70%,61.90%,67.50%
