Store,Market,Region,Feature Name ,"Feature Size (Half pallet, pallet, endcap, etc..)",Delivery Week
1,323,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
2,322,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
3,21,2,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
4,323,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
5,326,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
7,326,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
8,326,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
9,335,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
10,347,44,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
11,328,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
12,347,44,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
13,334,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
14,357,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
15,333,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
16,321,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
17,334,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
18,328,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
19,335,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
20,357,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
21,336,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
22,347,44,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
23,135,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
24,326,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
25,359,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
26,411,47,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
27,357,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
28,347,44,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
29,359,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
30,335,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
31,351,44,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
32,333,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
33,325,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
34,334,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
35,407,47,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
36,329,12,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
37,335,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
38,47,44,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
39,410,44,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
40,359,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
41,345,44,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
42,410,44,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
43,407,47,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
44,336,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
45,329,12,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
46,357,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
47,351,44,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
48,334,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
49,47,44,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
50,347,44,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
51,339,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
52,325,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
54,322,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
55,321,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
56,333,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
57,328,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
58,325,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
59,334,42,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
60,339,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
61,361,40,Hefty Slider Half Gallon Freezer Bags,Modular Relay,6
