Store,Market,Store Type,Impl. Date
978,406,SUP,04/09/2024
979,438,SUP,04/09/2024
980,378,SUP,04/11/2024
981,138,SUP,04/09/2024
982,425,SUP,04/09/2024
984,376,SUP,04/11/2024
985,418,SUP,04/09/2024
986,388,W/M,04/11/2024
987,105,SUP,04/11/2024
988,104,SUP,04/11/2024
989,128,SUP,04/09/2024
990,14,SUP,04/09/2024
991,1,SUP,04/09/2024
992,356,SUP,04/09/2024
993,407,SUP,04/09/2024
994,104,SUP,04/11/2024
995,251,SUP,04/11/2024
996,251,W/M,04/11/2024
998,485,WNM,04/09/2024
999,86,SUP,04/09/2024
1000,569,SUP,04/09/2024
1001,389,SUP,04/11/2024
1002,580,SUP,04/11/2024
1003,262,SUP,04/09/2024
1004,115,SUP,04/11/2024
1005,426,SUP,04/09/2024
1006,27,SUP,04/11/2024
1007,438,SUP,04/09/2024
1008,378,SUP,04/11/2024
1009,333,SUP,04/09/2024
1010,309,SUP,04/11/2024
1011,29,SUP,04/11/2024
1012,444,SUP,04/09/2024
1013,251,W/M,04/11/2024
1014,361,SUP,04/09/2024
1015,505,SUP,04/11/2024
1016,129,SUP,04/09/2024
1017,38,SUP,04/11/2024
1018,28,SUP,04/11/2024
1019,389,SUP,04/11/2024
1020,425,SUP,04/09/2024
1021,339,SUP,04/09/2024
1022,45,SUP,04/09/2024
1023,311,SUP,04/11/2024
1024,30,SUP,04/11/2024
1025,141,SUP,04/09/2024
1026,580,SUP,04/11/2024
1027,306,SUP,04/11/2024
1028,278,SUP,04/09/2024
1029,104,SUP,04/11/2024
1030,38,SUP,04/11/2024
1032,15,SUP,04/09/2024
1033,243,SUP,04/11/2024
1034,305,SUP,04/11/2024
1035,42,SUP,04/11/2024
1036,294,SUP,04/11/2024
1037,36,SUP,04/11/2024
1038,425,SUP,04/09/2024
1039,304,SUP,04/11/2024
1040,65,SUP,04/09/2024
1041,569,SUP,04/09/2024
1042,85,SUP,04/09/2024
1043,350,SUP,04/09/2024
1044,45,SUP,04/09/2024
1045,379,SUP,04/11/2024
1046,88,W/M,04/09/2024
1047,20,SUP,04/11/2024
1048,257,SUP,04/11/2024
1051,71,SUP,04/09/2024
1052,11,SUP,04/09/2024
1053,242,SUP,04/11/2024
1054,411,SUP,04/09/2024
1055,583,SUP,04/02/2024
1056,353,SUP,04/09/2024
1057,10,SUP,04/09/2024
1058,388,SUP,04/11/2024
1059,138,SUP,04/09/2024
1060,304,SUP,04/11/2024
1061,28,SUP,04/11/2024
1062,63,SUP,04/09/2024
1063,7,W/M,04/09/2024
1064,304,SUP,04/11/2024
1065,325,SUP,04/09/2024
1066,143,SUP,04/09/2024
1067,84,W/M,04/09/2024
1068,92,SUP,04/11/2024
1069,138,SUP,04/09/2024
1070,18,SUP,04/11/2024
1071,341,SUP,04/09/2024
1072,27,SUP,04/11/2024
1073,81,SUP,04/09/2024
1074,136,SUP,04/09/2024
1075,149,SUP,04/09/2024
1076,32,SUP,04/11/2024
1077,97,SUP,04/11/2024
1078,74,W/M,04/09/2024
1079,94,SUP,04/11/2024
1080,124,SUP,04/11/2024
1081,93,SUP,04/11/2024
1082,98,SUP,04/11/2024
1083,101,SUP,04/11/2024
1084,91,W/M,04/11/2024
1085,104,SUP,04/11/2024
1086,90,SUP,04/11/2024
1087,107,SUP,04/11/2024
1088,143,SUP,04/09/2024
1089,119,SUP,04/09/2024
1090,101,SUP,04/11/2024
1091,7,SUP,04/09/2024
1093,273,SUP,04/09/2024
1094,361,SUP,04/09/2024
1095,388,W/M,04/11/2024
1096,304,SUP,04/11/2024
1097,309,SUP,04/11/2024
1098,84,SUP,04/09/2024
1099,409,SUP,04/09/2024
1100,137,SUP,04/09/2024
1101,8,SUP,04/09/2024
1102,130,SUP,04/09/2024
1103,59,SUP,04/09/2024
1104,104,SUP,04/11/2024
1105,326,SUP,04/09/2024
1106,141,SUP,04/09/2024
1107,134,SUP,04/09/2024
1108,135,SUP,04/09/2024
1109,135,SUP,04/09/2024
1110,135,SUP,04/09/2024
1111,21,SUP,04/11/2024
1112,16,SUP,04/11/2024
1113,258,SUP,04/11/2024
1114,328,SUP,04/09/2024
1115,147,SUP,04/09/2024
1116,349,SUP,04/09/2024
1117,51,SUP,04/09/2024
1118,55,SUP,04/09/2024
1119,105,W/M,04/11/2024
1120,360,SUP,04/09/2024
1121,21,SUP,04/11/2024
1122,18,SUP,04/11/2024
1123,35,SUP,04/11/2024
1124,137,SUP,04/09/2024
1125,278,SUP,04/09/2024
1126,506,SUP,04/09/2024
1128,134,SUP,04/09/2024
1129,82,SUP,04/09/2024
1130,39,SUP,04/11/2024
1131,304,SUP,04/11/2024
1132,298,SUP,04/11/2024
1133,306,SUP,04/11/2024
1134,7,SUP,04/09/2024
1135,38,SUP,04/11/2024
1136,131,SUP,04/09/2024
1137,60,SUP,04/09/2024
1138,441,W/M,04/09/2024
1139,259,SUP,04/11/2024
1140,259,SUP,04/11/2024
1141,249,SUP,04/11/2024
1142,243,SUP,04/11/2024
1143,30,SUP,04/11/2024
1144,42,SUP,04/11/2024
1146,36,SUP,04/11/2024
1147,328,SUP,04/09/2024
1148,349,SUP,04/09/2024
1149,367,SUP,04/11/2024
1150,85,SUP,04/09/2024
1151,362,SUP,04/09/2024
1152,426,SUP,04/09/2024
1153,32,SUP,04/11/2024
1154,506,SUP,04/09/2024
1155,310,SUP,04/11/2024
1156,306,SUP,04/11/2024
1157,243,SUP,04/11/2024
1158,2,SUP,04/09/2024
1159,123,W/M,04/11/2024
1160,243,SUP,04/11/2024
1161,339,SUP,04/09/2024
1162,580,SUP,04/11/2024
1163,125,SUP,04/09/2024
1164,41,SUP,04/11/2024
1165,256,SUP,04/11/2024
1166,300,W/M,04/11/2024
1167,435,SUP,04/09/2024
1168,141,SUP,04/09/2024
1169,127,SUP,04/09/2024
1170,256,SUP,04/11/2024
1171,115,SUP,04/11/2024
1172,98,SUP,04/11/2024
1173,98,SUP,04/11/2024
1174,14,SUP,04/09/2024
1175,364,W/M,04/11/2024
1176,441,SUP,04/09/2024
1177,340,SUP,04/09/2024
1178,50,SUP,04/09/2024
1179,294,SUP,04/11/2024
1180,243,SUP,04/11/2024
1181,26,SUP,04/11/2024
1182,94,SUP,04/11/2024
1183,41,SUP,04/11/2024
1184,23,SUP,04/11/2024
1185,83,SUP,04/09/2024
1186,60,SUP,04/09/2024
1187,410,SUP,04/09/2024
1188,339,SUP,04/09/2024
1189,258,W/M,04/11/2024
1190,257,SUP,04/11/2024
1191,296,SUP,04/11/2024
1192,141,SUP,04/09/2024
1193,135,SUP,04/09/2024
1194,122,SUP,04/11/2024
1195,143,SUP,04/09/2024
1196,131,SUP,04/09/2024
1197,301,SUP,04/11/2024
1198,506,SUP,04/09/2024
1199,388,SUP,04/11/2024
1200,391,SUP,04/11/2024
1201,3,SUP,04/09/2024
1202,439,SUP,04/09/2024
1203,116,SUP,04/11/2024
1204,66,SUP,04/09/2024
1205,101,SUP,04/11/2024
1206,130,SUP,04/09/2024
1207,15,SUP,04/09/2024
1209,305,SUP,04/11/2024
1210,260,SUP,04/11/2024
1211,270,SUP,04/09/2024
1212,1,SUP,04/09/2024
1213,104,SUP,04/11/2024
1214,406,SUP,04/09/2024
1215,120,SUP,04/11/2024
1216,53,SUP,04/09/2024
1217,294,SUP,04/11/2024
1218,366,SUP,04/11/2024
1219,101,SUP,04/11/2024
1220,90,SUP,04/11/2024
1221,409,SUP,04/09/2024
1222,14,SUP,04/09/2024
1223,97,SUP,04/11/2024
1224,14,SUP,04/09/2024
1225,101,SUP,04/11/2024
1226,149,SUP,04/09/2024
1227,30,SUP,04/11/2024
1228,269,SUP,04/09/2024
1229,13,SUP,04/09/2024
1230,364,SUP,04/11/2024
1231,379,SUP,04/11/2024
1232,81,SUP,04/09/2024
1233,258,SUP,04/11/2024
1234,257,SUP,04/11/2024
1235,86,SUP,04/09/2024
1236,302,SUP,04/11/2024
1237,299,SUP,04/11/2024
1238,310,SUP,04/11/2024
1239,217,SUP,04/11/2024
1240,367,SUP,04/11/2024
1241,418,SUP,04/09/2024
1242,294,SUP,04/11/2024
1243,312,SUP,04/11/2024
1244,35,SUP,04/11/2024
1245,114,SUP,04/11/2024
1247,258,SUP,04/11/2024
1248,144,SUP,04/09/2024
1249,74,SUP,04/09/2024
1252,380,SUP,04/11/2024
1253,82,SUP,04/09/2024
1254,76,SUP,04/09/2024
1255,309,SUP,04/11/2024
1256,266,SUP,04/09/2024
1257,74,SUP,04/09/2024
1259,258,SUP,04/11/2024
1260,143,SUP,04/09/2024
1261,310,SUP,04/11/2024
1263,254,SUP,04/09/2024
1264,222,SUP,04/11/2024
1265,339,SUP,04/09/2024
1266,130,SUP,04/09/2024
1267,441,SUP,04/09/2024
1268,300,SUP,04/11/2024
1270,39,SUP,04/11/2024
1271,138,SUP,04/09/2024
1272,74,SUP,04/09/2024
1273,389,SUP,04/11/2024
1274,441,SUP,04/09/2024
1275,482,SUP,04/11/2024
1276,444,SUP,04/09/2024
1277,438,SUP,04/09/2024
1279,59,SUP,04/09/2024
1280,388,SUP,04/11/2024
1281,42,SUP,04/11/2024
1282,407,SUP,04/09/2024
1283,93,SUP,04/11/2024
1284,16,SUP,04/11/2024
1285,418,SUP,04/09/2024
1286,41,SUP,04/11/2024
1287,296,SUP,04/11/2024
1288,296,SUP,04/11/2024
1289,221,SUP,04/11/2024
1290,304,SUP,04/11/2024
1291,367,SUP,04/11/2024
1292,312,SUP,04/11/2024
1293,30,SUP,04/11/2024
1294,247,SUP,04/11/2024
1295,350,SUP,04/09/2024
1296,569,SUP,04/09/2024
1297,93,SUP,04/11/2024
1298,302,SUP,04/11/2024
1299,364,SUP,04/11/2024
1300,302,SUP,04/11/2024
1301,312,SUP,04/11/2024
1302,311,SUP,04/11/2024
1303,81,SUP,04/09/2024
1304,247,SUP,04/11/2024
1305,441,SUP,04/09/2024
1306,387,SUP,04/11/2024
1307,262,SUP,04/09/2024
1308,380,SUP,04/11/2024
1309,312,SUP,04/11/2024
1310,251,SUP,04/11/2024
1311,16,SUP,04/11/2024
1312,310,SUP,04/11/2024
1313,77,SUP,04/09/2024
1314,24,SUP,04/11/2024
1315,381,SUP,04/11/2024
1316,439,SUP,04/09/2024
1317,294,SUP,04/11/2024
1318,122,SUP,04/11/2024
1319,122,SUP,04/11/2024
1320,122,SUP,04/11/2024
1321,299,SUP,04/11/2024
1322,308,SUP,04/11/2024
1323,278,W/M,04/09/2024
1324,366,SUP,04/11/2024
1325,366,W/M,04/11/2024
1326,429,SUP,04/09/2024
1327,243,SUP,04/11/2024
1328,364,SUP,04/11/2024
1329,246,SUP,04/11/2024
1330,222,SUP,04/11/2024
1331,223,SUP,04/11/2024
1332,426,SUP,04/09/2024
1333,222,SUP,04/11/2024
1334,372,SUP,04/11/2024
1335,315,SUP,04/11/2024
1336,311,W/M,04/11/2024
1337,304,SUP,04/11/2024
1338,16,SUP,04/11/2024
1339,41,SUP,04/11/2024
1340,25,SUP,04/11/2024
1341,254,SUP,04/09/2024
1342,128,SUP,04/09/2024
1344,315,SUP,04/11/2024
1345,314,SUP,04/11/2024
1346,143,SUP,04/09/2024
1347,87,SUP,04/09/2024
1348,300,SUP,04/11/2024
1349,109,SUP,04/11/2024
1350,315,SUP,04/11/2024
1351,317,SUP,04/11/2024
1352,300,SUP,04/11/2024
1353,128,SUP,04/09/2024
1354,301,SUP,04/11/2024
1355,302,SUP,04/11/2024
1356,251,SUP,04/11/2024
1357,387,SUP,04/11/2024
1358,36,SUP,04/11/2024
1359,36,SUP,04/11/2024
1360,317,SUP,04/11/2024
1361,426,SUP,04/09/2024
1362,15,SUP,04/09/2024
1363,21,SUP,04/11/2024
1364,365,SUP,04/11/2024
1365,436,W/M,04/09/2024
1366,440,SUP,04/09/2024
1367,32,SUP,04/11/2024
1368,218,SUP,04/11/2024
1369,364,SUP,04/11/2024
1370,365,SUP,04/11/2024
1371,580,SUP,04/11/2024
1372,299,SUP,04/11/2024
1373,23,SUP,04/11/2024
1374,91,W/M,04/11/2024
1375,97,SUP,04/11/2024
1376,152,SUP,04/09/2024
1377,270,SUP,04/09/2024
1378,247,SUP,04/11/2024
1379,301,SUP,04/11/2024
1380,375,SUP,04/11/2024
1381,372,SUP,04/11/2024
1382,39,SUP,04/11/2024
1383,29,SUP,04/11/2024
1384,389,SUP,04/11/2024
1385,305,SUP,04/11/2024
1386,262,SUP,04/09/2024
1387,108,SUP,04/11/2024
1388,248,SUP,04/11/2024
1389,414,SUP,04/09/2024
1390,111,SUP,04/11/2024
1391,94,SUP,04/11/2024
1392,300,SUP,04/11/2024
1393,413,SUP,04/09/2024
1394,435,SUP,04/09/2024
1395,272,SUP,04/09/2024
1396,441,SUP,04/09/2024
1397,384,SUP,04/11/2024
1398,108,SUP,04/11/2024
1399,315,SUP,04/11/2024
1400,21,SUP,04/11/2024
1401,265,SUP,04/09/2024
1403,18,SUP,04/11/2024
1404,269,SUP,04/09/2024
1405,61,SUP,04/09/2024
1406,286,SUP,04/11/2024
1407,221,SUP,04/11/2024
1408,97,SUP,04/11/2024
1409,65,SUP,04/09/2024
1410,223,SUP,04/11/2024
1411,366,SUP,04/11/2024
1412,381,SUP,04/11/2024
1413,270,SUP,04/09/2024
1414,384,SUP,04/11/2024
1415,421,SUP,04/09/2024
1416,207,SUP,04/11/2024
1417,364,SUP,04/11/2024
1418,341,SUP,04/09/2024
1419,248,SUP,04/11/2024
1420,264,SUP,04/09/2024
1421,278,SUP,04/09/2024
1422,204,SUP,04/11/2024
1423,203,SUP,04/11/2024
1424,290,SUP,04/11/2024
1425,247,SUP,04/11/2024
1426,259,SUP,04/11/2024
1427,218,SUP,04/11/2024
1428,204,SUP,04/11/2024
1429,213,SUP,04/11/2024
1430,439,SUP,04/09/2024
1431,418,SUP,04/09/2024
1432,204,SUP,04/11/2024
1433,222,SUP,04/11/2024
1434,391,SUP,04/11/2024
1435,413,SUP,04/09/2024
1436,107,SUP,04/11/2024
1437,406,SUP,04/09/2024
1438,405,SUP,04/11/2024
1439,405,SUP,04/11/2024
1440,403,SUP,04/11/2024
1441,221,SUP,04/11/2024
1442,405,SUP,04/11/2024
1443,225,SUP,04/11/2024
1444,98,SUP,04/11/2024
1445,213,SUP,04/11/2024
1446,436,SUP,04/09/2024
1447,419,SUP,04/09/2024
1448,213,SUP,04/11/2024
1449,439,SUP,04/09/2024
1450,316,SUP,04/11/2024
1451,275,SUP,04/09/2024
1452,309,SUP,04/11/2024
1453,440,SUP,04/09/2024
1454,275,SUP,04/09/2024
1455,44,SUP,04/09/2024
1456,381,SUP,04/11/2024
1457,381,SUP,04/11/2024
1458,120,SUP,04/11/2024
1459,249,SUP,04/11/2024
1460,429,SUP,04/09/2024
1461,381,SUP,04/11/2024
1462,7,SUP,04/09/2024
1463,223,SUP,04/11/2024
1464,305,SUP,04/11/2024
1465,314,SUP,04/11/2024
1466,121,SUP,04/11/2024
1467,121,SUP,04/09/2024
1468,136,SUP,04/09/2024
1469,120,SUP,04/11/2024
1470,421,SUP,04/09/2024
1471,439,W/M,04/09/2024
1472,423,SUP,04/09/2024
1473,421,SUP,04/09/2024
1474,365,SUP,04/11/2024
1475,418,SUP,04/09/2024
1476,243,SUP,04/11/2024
1477,317,SUP,04/11/2024
1478,259,SUP,04/11/2024
1479,238,SUP,04/09/2024
1480,239,SUP,04/11/2024
1481,13,SUP,04/09/2024
1482,112,W/M,04/11/2024
1483,430,SUP,04/09/2024
1485,382,SUP,04/11/2024
1486,314,SUP,04/11/2024
1487,238,SUP,04/09/2024
1488,22,SUP,04/11/2024
1489,269,W/M,04/09/2024
1490,263,SUP,04/09/2024
1491,413,SUP,04/09/2024
1492,376,SUP,04/11/2024
1493,14,SUP,04/09/2024
1494,78,SUP,04/09/2024
1495,223,SUP,04/11/2024
1496,415,SUP,04/09/2024
1497,266,SUP,04/09/2024
1498,298,SUP,04/11/2024
1499,317,SUP,04/11/2024
1500,430,SUP,04/09/2024
1501,112,W/M,04/11/2024
1502,301,SUP,04/11/2024
1503,221,SUP,04/11/2024
1504,221,SUP,04/11/2024
1505,258,SUP,04/11/2024
1506,415,SUP,04/09/2024
1507,409,SUP,04/09/2024
1508,382,SUP,04/11/2024
1509,415,SUP,04/09/2024
1510,225,SUP,04/11/2024
1511,553,SUP,04/11/2024
1512,371,SUP,04/11/2024
1513,111,SUP,04/11/2024
1514,340,SUP,04/09/2024
1515,442,SUP,04/09/2024
1516,70,SUP,04/09/2024
1517,108,SUP,04/11/2024
1518,482,SUP,04/11/2024
1519,218,SUP,04/11/2024
1520,430,SUP,04/09/2024
1521,225,SUP,04/11/2024
1522,320,SUP,04/11/2024
1523,287,SUP,04/11/2024
1524,290,SUP,04/11/2024
1525,287,SUP,04/11/2024
1526,426,SUP,04/09/2024
1527,301,SUP,04/11/2024
1528,415,SUP,04/09/2024
1529,233,SUP,04/11/2024
1530,136,SUP,04/09/2024
1531,270,SUP,04/09/2024
1532,369,SUP,04/11/2024
1533,369,SUP,04/11/2024
1534,427,SUP,04/09/2024
1535,430,SUP,04/09/2024
1536,111,SUP,04/11/2024
1537,234,W/M,04/11/2024
1538,430,SUP,04/09/2024
1539,213,SUP,04/11/2024
1540,201,SUP,04/11/2024
1541,107,SUP,04/11/2024
1542,196,SUP,04/11/2024
1543,430,SUP,04/11/2024
1544,320,SUP,04/11/2024
1545,412,SUP,04/09/2024
1546,426,W/M,04/09/2024
1547,246,SUP,04/11/2024
1548,262,SUP,04/09/2024
1549,368,SUP,04/11/2024
1550,388,W/M,04/11/2024
1551,435,SUP,04/09/2024
1552,308,SUP,04/11/2024
1553,264,SUP,04/09/2024
1554,452,SUP,04/04/2024
1555,463,SUP,04/04/2024
1556,266,SUP,04/09/2024
1557,482,SUP,04/11/2024
1558,298,SUP,04/11/2024
1559,394,W/M,04/11/2024
1560,396,SUP,04/11/2024
1561,145,SUP,04/09/2024
1562,424,W/M,04/09/2024
1563,448,SUP,04/04/2024
1564,218,SUP,04/11/2024
1565,427,SUP,04/09/2024
1566,247,SUP,04/11/2024
1567,427,SUP,04/11/2024
1568,229,SUP,04/11/2024
1569,259,SUP,04/11/2024
1570,248,SUP,04/11/2024
1571,435,SUP,04/09/2024
1572,582,SUP,04/11/2024
1573,405,SUP,04/11/2024
1574,447,SUP,04/04/2024
1575,457,SUP,04/04/2024
1576,238,W/M,04/09/2024
1577,424,SUP,04/09/2024
1578,24,SUP,04/11/2024
1579,296,SUP,04/11/2024
1580,249,SUP,04/11/2024
1581,427,SUP,04/09/2024
1583,449,W/M,04/04/2024
1584,396,SUP,04/11/2024
1585,429,SUP,04/09/2024
1586,26,SUP,04/11/2024
1587,450,W/M,04/04/2024
1588,445,SUP,04/04/2024
1589,108,SUP,04/11/2024
1590,553,SUP,04/11/2024
1591,234,SUP,04/11/2024
1592,205,SUP,04/11/2024
1593,202,SUP,04/11/2024
1594,219,SUP,04/11/2024
1595,217,SUP,04/11/2024
1596,265,SUP,04/09/2024
1597,356,SUP,04/09/2024
1598,370,SUP,04/11/2024
1599,362,SUP,04/09/2024
1600,447,SUP,04/04/2024
1601,482,SUP,04/11/2024
1602,275,SUP,04/09/2024
1603,42,SUP,04/11/2024
1604,430,SUP,04/11/2024
1605,14,SUP,04/09/2024
1606,119,SUP,04/11/2024
1607,237,SUP,04/11/2024
1608,457,SUP,04/04/2024
1609,419,SUP,04/09/2024
1610,192,W/M,04/11/2024
1611,205,SUP,04/11/2024
1612,366,SUP,04/11/2024
1613,308,SUP,04/11/2024
1614,297,SUP,04/11/2024
1615,452,W/M,04/04/2024
1616,392,W/M,04/04/2024
1617,381,SUP,04/11/2024
1618,238,SUP,04/09/2024
1619,192,SUP,04/11/2024
1620,14,SUP,04/09/2024
1621,418,SUP,04/09/2024
1622,213,SUP,04/11/2024
1623,226,SUP,04/11/2024
1624,447,SUP,04/04/2024
1625,426,SUP,04/09/2024
1626,352,SUP,04/09/2024
1627,427,SUP,04/09/2024
1628,213,SUP,04/11/2024
1629,251,W/M,04/11/2024
1630,468,SUP,04/04/2024
1631,288,SUP,04/11/2024
1632,412,SUP,04/09/2024
1633,424,SUP,04/09/2024
1634,419,SUP,04/09/2024
1635,442,SUP,04/09/2024
1636,427,SUP,04/09/2024
1637,432,SUP,04/09/2024
1638,7,SUP,04/09/2024
1639,247,SUP,04/11/2024
1640,237,SUP,04/11/2024
1641,301,SUP,04/11/2024
1642,202,SUP,04/11/2024
1643,444,SUP,04/09/2024
1644,232,SUP,04/11/2024
1645,581,SUP,04/04/2024
1646,372,SUP,04/11/2024
1647,248,SUP,04/11/2024
1648,455,SUP,04/11/2024
1649,427,SUP,04/09/2024
1650,444,SUP,04/09/2024
1651,452,SUP,04/04/2024
1652,312,SUP,04/11/2024
1653,320,SUP,04/11/2024
1654,419,SUP,04/09/2024
1655,482,SUP,04/11/2024
1656,228,SUP,04/11/2024
1657,425,SUP,04/09/2024
1658,30,SUP,04/11/2024
1659,379,SUP,04/11/2024
1660,448,SUP,04/04/2024
1661,302,SUP,04/11/2024
1662,304,SUP,04/11/2024
1663,294,SUP,04/11/2024
1664,299,SUP,04/11/2024
1665,239,SUP,04/11/2024
1666,309,SUP,04/11/2024
1667,247,SUP,04/11/2024
1668,269,SUP,04/09/2024
1669,438,SUP,04/09/2024
1670,168,W/M,04/11/2024
1671,433,SUP,04/09/2024
1672,436,SUP,04/09/2024
1673,192,SUP,04/11/2024
1674,280,SUP,04/11/2024
1675,256,SUP,04/11/2024
1676,254,SUP,04/09/2024
1677,189,SUP,04/11/2024
1678,442,SUP,04/09/2024
1679,438,SUP,04/09/2024
1680,110,SUP,04/11/2024
1681,268,SUP,04/09/2024
1682,288,SUP,04/11/2024
1683,413,SUP,04/09/2024
1684,237,W/M,04/11/2024
1685,430,SUP,04/09/2024
1686,403,SUP,04/11/2024
1687,288,SUP,04/11/2024
1688,289,SUP,04/11/2024
1689,376,SUP,04/11/2024
1690,275,SUP,04/09/2024
1691,362,W/M,04/09/2024
1692,445,SUP,04/04/2024
1693,445,W/M,04/04/2024
1694,124,SUP,04/11/2024
1695,427,SUP,04/09/2024
1696,412,SUP,04/09/2024
1697,454,W/M,04/04/2024
1698,183,SUP,04/11/2024
1699,401,SUP,04/11/2024
1700,459,SUP,04/04/2024
1701,21,W/M,04/11/2024
1702,92,SUP,04/11/2024
1703,280,SUP,04/11/2024
1704,453,SUP,04/04/2024
1705,191,SUP,04/11/2024
1707,208,SUP,04/11/2024
1708,401,SUP,04/11/2024
1709,248,SUP,04/11/2024
1710,140,SUP,04/09/2024
1711,2,SUP,04/09/2024
1712,111,SUP,04/11/2024
1713,278,W/M,04/09/2024
1714,320,SUP,04/11/2024
1715,285,W/M,04/11/2024
1716,508,W/M,04/11/2024
1717,508,W/M,04/11/2024
1718,222,SUP,04/11/2024
1719,204,SUP,04/11/2024
1720,25,SUP,04/11/2024
1721,418,SUP,04/09/2024
1722,421,SUP,04/09/2024
1723,413,SUP,04/09/2024
1724,216,SUP,04/11/2024
1726,315,SUP,04/11/2024
1727,439,SUP,04/09/2024
1728,239,SUP,04/11/2024
1729,239,SUP,04/11/2024
1730,287,SUP,04/11/2024
1731,192,SUP,04/11/2024
1732,414,SUP,04/09/2024
1733,203,SUP,04/11/2024
1734,273,SUP,04/09/2024
1735,269,SUP,04/09/2024
1736,284,SUP,04/11/2024
1737,268,SUP,04/09/2024
1738,421,SUP,04/09/2024
1739,235,SUP,04/11/2024
1740,263,SUP,04/09/2024
1741,284,SUP,04/11/2024
1742,165,SUP,04/11/2024
1743,258,W/M,04/11/2024
1744,192,SUP,04/11/2024
1745,239,SUP,04/11/2024
1746,371,SUP,04/11/2024
1747,461,SUP,04/04/2024
1748,36,SUP,04/11/2024
1749,183,SUP,04/11/2024
1750,222,SUP,04/11/2024
1751,297,W/M,04/11/2024
1752,204,SUP,04/11/2024
1753,184,SUP,04/02/2024
1754,203,SUP,04/11/2024
1755,452,W/M,04/04/2024
1756,462,W/M,04/04/2024
1757,419,SUP,04/09/2024
1758,239,SUP,04/11/2024
1759,288,SUP,04/11/2024
1760,455,SUP,04/04/2024
1761,341,SUP,04/09/2024
1762,157,SUP,04/11/2024
1763,311,SUP,04/11/2024
1764,413,SUP,04/09/2024
1765,231,SUP,04/11/2024
1766,24,SUP,04/11/2024
1767,300,SUP,04/11/2024
1768,582,SUP,04/11/2024
1769,237,SUP,04/11/2024
1770,229,SUP,04/11/2024
1771,202,SUP,04/11/2024
1772,468,SUP,04/04/2024
1773,288,SUP,04/11/2024
1774,310,SUP,04/11/2024
1775,478,SUP,04/04/2024
1776,442,SUP,04/09/2024
1777,168,SUP,04/11/2024
1778,382,SUP,04/11/2024
1779,265,W/M,04/09/2024
1780,315,SUP,04/11/2024
1781,190,SUP,04/11/2024
1782,216,SUP,04/11/2024
1783,580,SUP,04/09/2024
1784,477,SUP,04/04/2024
1785,184,W/M,04/11/2024
1786,423,W/M,04/09/2024
1787,414,SUP,04/09/2024
1788,183,SUP,04/11/2024
1789,454,SUP,04/04/2024
1790,197,SUP,04/11/2024
1791,200,SUP,04/11/2024
1792,237,SUP,04/11/2024
1793,477,SUP,04/04/2024
1794,232,SUP,04/11/2024
1795,294,W/M,04/11/2024
1796,184,SUP,04/11/2024
1797,179,SUP,04/11/2024
1798,205,SUP,04/11/2024
1799,441,SUP,04/09/2024
1800,583,SUP,04/09/2024
1801,44,SUP,04/09/2024
1802,411,SUP,04/09/2024
1803,87,SUP,04/09/2024
1804,248,SUP,04/11/2024
1805,463,SUP,04/04/2024
1806,189,SUP,04/11/2024
1807,558,SUP,04/11/2024
1808,388,W/M,04/11/2024
1809,202,SUP,04/11/2024
1810,164,SUP,04/11/2024
1811,289,SUP,04/11/2024
1812,215,SUP,04/11/2024
1813,192,SUP,04/11/2024
1814,264,SUP,04/09/2024
1815,449,SUP,04/04/2024
1816,297,W/M,04/11/2024
1817,475,SUP,04/04/2024
1819,436,SUP,04/09/2024
1820,229,SUP,04/11/2024
1821,306,W/M,04/11/2024
1822,811,W/M,04/11/2024
1823,234,SUP,04/11/2024
1825,286,SUP,04/11/2024
1826,581,SUP,04/04/2024
1827,582,SUP,04/11/2024
1828,439,SUP,04/09/2024
1829,37,SUP,04/11/2024
1830,191,SUP,04/11/2024
1831,191,SUP,04/11/2024
1832,463,SUP,04/04/2024
1833,291,SUP,04/11/2024
1834,468,SUP,04/04/2024
1835,190,SUP,04/11/2024
1836,202,SUP,04/11/2024
1837,59,SUP,04/09/2024
1838,394,W/M,04/11/2024
1839,214,SUP,04/11/2024
1840,450,SUP,04/04/2024
1841,289,SUP,04/11/2024
1842,298,SUP,04/11/2024
1843,477,W/M,04/04/2024
1844,178,W/M,04/11/2024
1845,109,SUP,04/11/2024
1846,366,SUP,04/11/2024
1847,93,SUP,04/11/2024
1848,264,SUP,04/09/2024
1849,308,SUP,04/11/2024
1850,234,SUP,04/11/2024
1851,109,SUP,04/11/2024
1852,291,SUP,04/11/2024
1853,461,SUP,04/04/2024
1854,801,SUP,04/11/2024
1855,423,SUP,04/09/2024
1856,179,SUP,04/11/2024
1857,209,W/M,04/11/2024
1858,421,SUP,04/09/2024
1859,463,SUP,04/04/2024
1860,284,SUP,04/11/2024
1861,422,SUP,04/09/2024
1862,462,SUP,04/04/2024
1863,209,SUP,04/11/2024
1864,422,SUP,04/09/2024
1865,421,SUP,04/09/2024
1866,180,SUP,04/11/2024
1867,293,W/M,04/11/2024
1868,180,SUP,04/11/2024
1869,558,W/M,04/11/2024
1870,475,SUP,04/04/2024
1871,187,SUP,04/11/2024
1872,383,SUP,04/11/2024
1873,161,SUP,04/11/2024
1874,118,SUP,04/11/2024
1875,282,SUP,04/11/2024
1876,476,W/M,04/04/2024
