Store,,MAY,73,YTD,74,MAY,75,YTD,76,MAY,77,YTD,78,MAY,79,YTD,80,MAY,81,YTD,82,MAY,83,YTD,84,MAY,85,YTD,86,MAY,87,YTD,88,MAY,89,YTD,90,MAY,91,YTD,92
1949,,4.57%,,3.61%,,4.05%,,11.61%,,-12.36%,R,-5.62%,,6.90%,,20.60%,,5,,14,,20.24%,R,22.49%,R,18,G,67,G,37.17%,,35.65%,,0:41:48,,0:41:34,,1829/2577,,1686/2577,
1966,,-2.69%,R,-2.50%,R,-4.58%,R,-5.86%,R,-7.72%,R,-12.98%,R,24.23%,,5.31%,,10,,51,,14.56%,R,16.35%,R,17,G,83,G,26.24%,R,35.53%,,1:07:14,R,1:06:22,R,2292/2577,R,2461/2577,R
1973,,5.43%,,2.86%,,14.99%,,20.00%,,4.80%,,0.93%,,21.85%,,34.09%,G,3,,24,,19.10%,R,20.60%,R,2,,29,,70.57%,,62.00%,,0:44:17,,0:39:46,,1241/2577,,1148/2577,
2159,,2.86%,,1.27%,,8.15%,,6.95%,,15.63%,,-3.94%,,6.21%,,10.14%,,19,,38,,15.84%,R,20.08%,R,16,G,21,,38.96%,,29.53%,R,0:49:53,,0:45:16,,1571/2577,,2095/2577,R
2164,,12.21%,G,12.14%,G,24.35%,,28.52%,,18.05%,,23.06%,G,26.44%,,38.36%,G,4,,26,,18.10%,R,20.42%,R,5,,20,,88.93%,G,81.26%,G,0:37:50,,0:36:25,,385/2577,G,257/2577,G
2326,,-1.33%,,4.44%,,-0.10%,R,10.07%,,-4.63%,,1.07%,,4.79%,,15.70%,,3,,25,,24.65%,R,28.28%,R,4,,27,,28.84%,R,26.43%,R,0:57:41,,0:48:51,,2311/2577,R,1755/2577,
2405,,-5.89%,R,-5.27%,R,-35.16%,R,-33.82%,R,-41.20%,R,-45.45%,R,-47.64%,R,-45.52%,R,11,,57,,30.00%,,28.45%,R,2,,13,,93.33%,G,85.09%,G,0:46:57,,0:58:54,,2477/2577,R,2515/2577,R
2859,,2.88%,,1.96%,,-2.52%,R,-2.02%,R,-34.91%,R,-20.52%,R,35.98%,G,22.39%,,5,,27,,35.72%,,38.02%,,1,R,5,R,4.33%,R,3.87%,R,0:51:22,,0:49:31,,2074/2577,R,2260/2577,R
Total,B,1.66%,,1.86%,R,0.14%,R,3.85%,R,-7.51%,R,-7.99%,R,8.27%,,11.04%,,0.24,,0.27,,21.76%,R,24.26%,R,0.26,,0.28,,42.94%,,39.90%,R,0:49:58,,0:47:30,,372/394,R,382/394,R
1909,,9.23%,G,9.72%,G,14.07%,,29.16%,,-40.51%,R,-4.68%,,27.95%,,28.44%,,28,G,137,G,29.24%,,31.42%,,4,,23,,77.59%,,77.86%,,0:57:50,,0:50:23,,1220/2577,,571/2577,
1993,,2.06%,,6.10%,,12.52%,,12.97%,,9.32%,,-0.34%,,10.90%,,15.53%,,41,G,94,,22.05%,R,26.18%,R,52,G,86,G,53.78%,,51.96%,,0:36:47,,0:38:44,,1226/2577,,1228/2577,
2088,,14.10%,G,7.49%,,37.95%,G,20.81%,,5.85%,,-8.67%,R,34.57%,G,21.27%,,8,,34,,23.09%,R,20.96%,R,3,,7,,81.46%,G,78.58%,,0:49:36,,0:51:09,,349/2577,G,1186/2577,
2107,,7.98%,,2.57%,,28.17%,,20.87%,,1.18%,,0.15%,,42.36%,G,18.85%,,12,,60,,21.63%,R,28.46%,R,1,R,9,,67.13%,,58.81%,,0:54:52,,0:53:23,,729/2577,,1395/2577,
2355,,23.08%,G,9.21%,G,61.98%,G,37.29%,G,15.42%,,-2.34%,,84.10%,G,47.68%,G,21,,47,,29.81%,,29.02%,R,6,,17,,74.51%,,72.18%,,0:43:58,,0:44:26,,54/2577,G,425/2577,G
3607,,11.82%,G,9.01%,,43.22%,G,30.19%,G,11.83%,,4.73%,,45.58%,G,32.42%,G,2,,4,R,26.20%,R,24.72%,R,12,G,27,,81.15%,,75.52%,,0:33:53,G,0:38:31,,146/2577,G,492/2577,G
Total,B,10.48%,G,7.09%,G,29.86%,G,24.29%,G,1.58%,,-2.06%,R,36.06%,G,26.27%,,0.60,,0.52,,25.57%,R,27.28%,R,0.42,G,0.23,,71.71%,G,68.87%,G,0:44:26,,0:45:36,,25/394,G,70/394,G
2597,,-8.34%,R,-3.44%,R,-47.70%,R,-10.79%,R,-98.84%,R,-27.53%,R,-12.64%,R,-1.30%,R,0,R,30,,25.53%,R,33.16%,,0,R,31,,47.37%,,53.97%,,0:34:30,G,0:36:41,,2527/2577,R,2371/2577,R
2674,,7.77%,,3.06%,,26.97%,,19.58%,,3.45%,,1.16%,,14.66%,,11.45%,,98,G,387,G,36.06%,,33.08%,,18,G,52,G,108.95%,G,94.44%,G,0:40:46,,0:38:38,,391/2577,G,1035/2577,
3253,,6.66%,,5.08%,,26.56%,,19.86%,,7.93%,,7.39%,,12.38%,,16.07%,,7,,22,,20.62%,R,22.84%,R,4,,9,,55.65%,,54.02%,,0:31:40,G,0:31:16,G,658/2577,,1091/2577,
3281,,5.13%,,6.95%,,12.86%,,14.89%,,8.17%,,2.83%,,14.78%,,19.25%,,6,,31,,30.91%,,36.64%,,4,,32,,30.56%,,37.07%,,0:26:10,G,0:29:01,G,1142/2577,,1023/2577,
3429,,-0.42%,,1.58%,,-1.05%,R,4.10%,R,0.73%,,1.48%,,-2.53%,,1.47%,R,4,,19,,20.28%,R,22.06%,R,2,,13,,78.86%,,79.53%,G,0:32:32,G,0:31:42,G,2066/2577,R,1988/2577,
3514,,16.35%,G,5.44%,,25.18%,,13.36%,,8.39%,,1.92%,,33.33%,G,19.60%,,0,R,4,R,33.99%,,30.95%,,6,,10,,104.50%,G,86.47%,G,0:43:00,,0:45:32,,388/2577,G,1425/2577,
5445,,4.18%,,0.87%,,17.17%,,17.43%,,18.13%,,19.61%,G,12.53%,,8.56%,,0,R,2,R,29.15%,,31.09%,,1,R,5,R,7.29%,R,5.83%,R,0:38:58,,0:43:07,,1283/2577,,1703/2577,
Total,B,3.86%,,2.82%,,10.23%,,12.08%,,-1.69%,R,2.13%,,10.06%,,11.52%,,0.53,,0.59,,27.73%,R,30.05%,R,0.16,,0.18,,58.91%,,56.64%,,0:34:10,G,0:35:57,G,245/394,,274/394,
1765,,-2.27%,,2.31%,,21.94%,,18.76%,,7.49%,,0.10%,,-13.42%,R,6.36%,,53,G,96,,11.04%,R,9.52%,R,18,G,81,G,54.35%,,47.17%,,0:26:14,G,0:28:33,G,1311/2577,,1290/2577,
1935,,5.37%,,7.63%,,7.46%,,22.88%,,-14.17%,R,-0.46%,,23.79%,,31.40%,G,4,,25,,22.57%,R,20.56%,R,37,G,100,G,78.54%,,78.58%,,0:54:39,,0:53:33,,1579/2577,,811/2577,
2059,,5.88%,,4.93%,,29.60%,,27.38%,,8.77%,,9.39%,,18.53%,,16.24%,,29,G,98,,25.33%,R,24.77%,R,2,,21,,77.09%,,75.16%,,0:33:10,G,0:33:54,G,485/2577,G,652/2577,
2318,,3.09%,,5.79%,,14.94%,,15.03%,,6.19%,,3.17%,,5.82%,,10.52%,,38,G,73,,31.40%,,28.07%,R,17,G,39,,36.30%,,31.76%,,0:34:06,G,0:36:29,,1166/2577,,1254/2577,
2502,,-0.84%,,-0.36%,R,9.19%,,17.69%,,-10.53%,R,-1.89%,,-0.56%,,9.99%,,2,,22,,27.67%,R,29.79%,R,2,,23,,37.23%,,36.54%,,0:29:42,G,0:30:34,G,2007/2577,,1631/2577,
2663,,9.33%,G,6.43%,,21.18%,,20.94%,,2.54%,,-1.74%,,34.83%,G,22.61%,,10,,189,G,14.32%,R,15.64%,R,2,,21,,65.98%,,66.27%,,0:35:46,,0:35:54,G,699/2577,,818/2577,
3228,,8.19%,,10.73%,G,47.08%,G,45.22%,G,40.87%,G,26.96%,G,27.79%,,28.37%,,5,,28,,21.94%,R,27.53%,R,1,R,15,,63.30%,,68.46%,,0:50:23,,0:51:59,,374/2577,G,312/2577,G
5241,,3.19%,,1.97%,,5.94%,,11.00%,,-4.82%,,6.02%,,9.45%,,10.47%,,5,,12,,22.12%,R,24.66%,R,1,R,3,R,37.41%,,37.70%,,0:26:55,G,0:26:43,G,1749/2577,,1789/2577,
Total,B,3.43%,,4.62%,,17.70%,,20.56%,,1.29%,,2.35%,,9.97%,,15.15%,,0.59,,0.57,,23.81%,R,23.83%,R,0.32,,0.32,,54.00%,,52.38%,,0:35:01,G,0:36:07,G,156/394,,126/394,
1674,,9.84%,G,12.91%,G,28.39%,,38.07%,G,31.80%,G,30.20%,G,7.48%,,28.56%,,76,G,200,G,17.24%,R,18.67%,R,1,R,8,,23.06%,R,24.49%,R,0:41:35,,0:42:17,,568/2577,,293/2577,G
2233,,2.85%,,5.53%,,23.23%,,20.87%,,-3.88%,,1.81%,,17.26%,,24.04%,,0,R,1,R,35.71%,,30.57%,,1,R,8,,44.61%,,42.89%,,0:57:04,,0:59:33,,1428/2577,,1363/2577,
2357,,10.23%,G,12.61%,G,22.30%,,49.46%,G,16.73%,,19.35%,G,63.50%,G,34.89%,G,0,R,0,R,13.84%,R,17.63%,R,5,,6,R,33.04%,,30.69%,,1:33:08,R,1:32:14,R,886/2577,,595/2577,
2551,,8.43%,G,5.31%,,25.00%,,21.05%,,9.82%,,8.61%,,23.89%,,26.89%,,0,R,6,R,27.45%,R,29.01%,R,0,R,7,,35.62%,,35.88%,,0:33:08,G,0:28:34,G,722/2577,,973/2577,
2756,,9.83%,G,8.11%,,19.08%,,51.90%,G,-6.19%,,14.32%,,31.51%,G,53.14%,G,5,,52,,22.40%,R,21.27%,R,0,R,9,,27.78%,R,32.86%,,1:03:33,R,1:08:12,R,1315/2577,,522/2577,
Total,B,8.22%,G,9.24%,G,24.25%,G,35.01%,G,12.87%,G,16.69%,G,26.60%,G,32.21%,G,0.52,,0.43,,22.41%,R,22.60%,R,0.05,R,0.06,R,32.42%,R,32.51%,R,0:55:20,,0:55:25,,78/394,G,56/394,G
2194,,-7.08%,R,-2.00%,R,4.67%,,11.47%,,-3.52%,,8.79%,,8.05%,,8.18%,,0,R,9,R,20.66%,R,21.34%,R,2,,20,,26.47%,R,29.03%,R,1:28:01,R,1:19:58,R,2434/2577,R,2198/2577,R
5129,,5.85%,,11.40%,G,65.98%,G,59.79%,G,31.38%,G,32.21%,G,20.48%,,26.86%,,19,,70,,14.31%,R,14.72%,R,2,,4,R,14.31%,R,13.04%,R,0:51:07,,0:41:32,,493/2577,G,306/2577,G
Total,B,-1.16%,R,4.08%,,22.30%,,25.79%,G,13.13%,G,20.05%,G,12.14%,,14.15%,,0.31,,0.33,,18.42%,R,18.99%,R,0.06,R,0.10,R,22.17%,R,23.35%,R,1:00:26,R,0:58:06,,243/394,,179/394,
1406,,4.96%,,-0.33%,R,7.47%,,5.05%,R,2.74%,,-13.43%,R,-0.77%,,2.16%,R,12,,17,,29.17%,,29.34%,R,9,,32,,37.29%,,42.00%,,1:36:13,R,1:42:23,R,1866/2577,,2404/2577,R
2437,,5.71%,,8.17%,,-6.30%,R,-2.96%,R,-4.32%,,-13.55%,R,-2.83%,,17.41%,,2,,4,R,31.02%,,27.48%,R,3,,12,,31.66%,,27.22%,R,0:56:38,,1:07:05,R,2166/2577,R,2156/2577,R
3344,,11.17%,G,11.91%,G,13.04%,,37.85%,G,3.81%,,41.28%,G,2.72%,,12.21%,,21,,72,,27.15%,R,28.21%,R,15,G,54,G,51.01%,,46.74%,,1:03:17,R,0:54:26,,1276/2577,,374/2577,G
5105,,-2.40%,,5.20%,,0.65%,R,19.99%,,3.85%,,8.14%,,-6.03%,R,16.98%,,3,,10,,26.99%,R,30.88%,,2,,11,,29.54%,,34.65%,,0:56:59,,1:05:35,R,2347/2577,R,1416/2577,
6952,,-7.94%,R,-4.04%,R,3.72%,,-10.58%,R,-1.87%,,-25.17%,R,-20.10%,R,-0.35%,R,24,,57,,14.97%,R,12.62%,R,17,G,50,G,50.00%,,42.40%,,0:44:52,,0:46:04,,2263/2577,R,2448/2577,R
Total,B,3.22%,,5.14%,,3.25%,R,11.12%,,1.02%,,-2.87%,R,-4.38%,R,10.84%,,0.40,,0.27,,27.06%,R,27.33%,R,0.30,,0.27,,38.03%,R,38.29%,R,1:07:08,R,1:10:35,R,365/394,R,341/394,R
1904,,3.31%,,10.12%,G,9.03%,,24.25%,,8.64%,,4.63%,,21.24%,,29.38%,,0,R,13,,37.66%,,36.45%,,11,,24,,32.00%,,38.25%,,1:14:43,R,1:11:22,R,1650/2577,,859/2577,
2038,,6.57%,,9.39%,G,18.92%,,20.40%,,4.03%,,2.50%,,20.80%,,28.65%,,35,G,66,,27.50%,R,26.20%,R,3,,12,,59.89%,,50.96%,,1:33:16,R,1:30:29,R,1157/2577,,1074/2577,
Total,B,5.39%,,9.65%,G,15.26%,,21.69%,,5.97%,,3.33%,,20.92%,,28.85%,G,0.56,,0.33,,30.46%,,29.08%,R,0.23,,0.15,,51.75%,,47.39%,,1:25:17,R,1:23:06,R,183/394,,118/394,
1544,,-3.02%,R,4.08%,,3.33%,,2.38%,R,18.34%,,10.33%,,0.37%,,10.37%,,30,G,83,,15.72%,R,15.81%,R,8,,25,,29.96%,,20.19%,R,0:33:14,G,0:40:17,,1861/2577,,1835/2577,
2027,,10.95%,G,7.17%,,35.25%,G,38.64%,G,14.29%,,20.82%,G,16.73%,,11.68%,,4,,22,,16.82%,R,23.35%,R,9,,33,,46.05%,,35.64%,,0:56:39,,0:46:20,,545/2577,,620/2577,
2083,,1.07%,,3.22%,,29.50%,,24.32%,,4.69%,,3.24%,,13.31%,,10.81%,,74,G,354,G,36.75%,,37.19%,,47,G,201,G,103.31%,G,96.83%,G,0:33:30,G,0:33:28,G,552/2577,,717/2577,
2474,,0.91%,,-0.86%,R,17.11%,,5.12%,R,3.72%,,-3.88%,,-5.92%,R,-4.17%,R,94,G,562,G,35.49%,,32.74%,,48,G,248,G,86.71%,G,72.24%,,0:46:44,,0:46:50,,1295/2577,,2039/2577,
2809,,-8.19%,R,1.65%,,4.12%,,9.73%,,-7.76%,R,-6.46%,,-8.67%,R,9.20%,,17,,44,,22.70%,R,23.80%,R,10,,26,,54.47%,,37.22%,,0:39:07,,0:38:25,,2225/2577,R,1916/2577,
2894,,3.71%,,6.10%,,18.37%,,30.07%,,-2.81%,,9.65%,,-3.00%,,8.50%,,42,G,54,,27.81%,,27.69%,R,26,G,37,,90.73%,G,83.73%,G,0:50:23,,0:48:37,,1279/2577,,728/2577,
3215,,7.03%,,-0.68%,R,34.47%,G,15.41%,,4.63%,,-16.60%,R,25.22%,,10.08%,,19,,57,,28.75%,,31.25%,,12,G,36,,80.33%,,77.74%,,0:40:23,,0:46:49,,361/2577,G,1806/2577,
4372,,1.37%,,2.95%,,33.61%,G,19.14%,,5.85%,,-5.52%,,2.42%,,-3.70%,R,6,,59,,29.20%,,30.85%,,9,,34,,97.35%,G,87.55%,G,0:50:47,,0:46:54,,969/2577,,1500/2577,
Total,B,2.12%,,3.21%,,21.31%,,17.26%,,5.08%,,1.45%,,5.68%,,7.79%,R,1.15,G,1.29,G,25.74%,R,26.99%,R,0.68,G,0.67,G,68.66%,G,58.30%,,0:45:26,,0:44:05,,137/394,,224/394,
&nbsp;,B,3.21%,,4.71%,,14.45%,,17.27%,,2.12%,R,2.11%,,11.66%,,15.23%,,0.54,,0.55,,25.00%,R,26.37%,R,0.31,,0.30,,50.62%,,47.96%,,0:47:55,,0:47:53,,25/34,,17/34,
&nbsp;,B,3.11%,,4.57%,,15.73%,,17.16%,G,5.86%,G,3.57%,,13.20%,,17.31%,,0.41,,0.45,,29.34%,R,31.06%,R,0.21,R,0.24,,48.07%,R,48.12%,R,0:45:47,,0:46:35,,2/5,,2/5,
1315,,0.03%,,-1.64%,R,29.37%,,19.46%,,9.68%,,7.01%,,4.62%,,8.03%,,65,G,117,G,44.12%,,47.87%,,27,G,54,G,125.29%,G,113.87%,G,0:55:44,,1:00:14,,816/2577,,1357/2577,
1412,,7.50%,,0.89%,,-12.19%,R,6.70%,,-35.84%,R,-0.54%,,7.69%,,2.70%,R,3,,17,,24.29%,R,34.65%,,3,,13,,38.29%,,36.63%,,1:02:31,R,0:46:32,,2187/2577,R,2141/2577,R
1456,,9.14%,G,-0.03%,,-3.06%,R,-0.36%,R,-10.76%,R,-8.67%,R,4.89%,,3.78%,,64,G,238,G,43.73%,,50.32%,G,34,G,134,G,104.66%,G,105.46%,G,0:41:22,,0:36:56,,1376/2577,,1856/2577,
1457,,12.99%,G,8.70%,,15.33%,,20.05%,,-8.92%,R,3.24%,,31.18%,G,24.16%,,3,,23,,26.87%,R,36.36%,,2,,7,,53.75%,,49.02%,,1:01:19,,0:51:07,,1252/2577,,1011/2577,
1461,,12.00%,G,9.10%,,10.30%,,17.70%,,1.53%,,2.88%,,2.49%,,16.01%,,9,,86,,45.98%,,51.57%,G,6,,7,,55.70%,,44.74%,,0:38:53,,0:42:02,,1064/2577,,874/2577,
3778,,15.47%,G,12.46%,G,35.72%,G,37.41%,G,14.73%,,14.84%,,36.46%,G,39.57%,G,7,,27,,33.95%,,35.90%,,3,,20,,102.60%,G,96.40%,G,0:31:00,G,0:32:09,G,105/2577,G,118/2577,G
4653,,7.17%,,5.98%,,33.64%,G,33.70%,G,4.88%,,11.87%,,40.65%,G,40.21%,G,52,G,150,G,52.16%,G,45.41%,,29,G,84,G,80.73%,,91.97%,G,0:46:02,,0:49:00,,223/2577,G,279/2577,G
Total,B,9.30%,G,5.35%,,15.95%,,19.41%,,-1.58%,R,5.09%,,17.33%,,19.45%,,0.94,G,0.78,,37.70%,,42.54%,,0.48,G,0.38,,77.48%,G,73.09%,G,0:46:25,,0:45:59,,104/394,,86/394,
1485,,9.21%,G,7.77%,,0.23%,R,2.21%,R,8.84%,,4.63%,,-8.81%,R,-7.26%,R,5,,23,,45.67%,,46.77%,,6,,12,,90.34%,G,84.18%,G,0:36:49,,0:37:07,,1353/2577,,1580/2577,
1778,,17.50%,G,7.57%,,22.00%,,11.54%,,22.74%,G,0.51%,,23.98%,,15.53%,,19,,68,,42.15%,,45.23%,,13,G,32,,89.42%,G,80.46%,G,0:48:14,,0:43:04,,291/2577,G,1101/2577,
1956,,4.81%,,-3.46%,R,27.80%,,12.29%,,8.49%,,-2.03%,,63.64%,G,31.98%,G,38,G,116,G,30.25%,,34.58%,,7,,11,,74.69%,,73.30%,,0:49:18,,0:41:45,,522/2577,,1672/2577,
2084,,8.84%,G,-2.83%,R,22.10%,,3.87%,R,12.13%,,-2.72%,,17.21%,,10.27%,,44,G,209,G,55.29%,G,60.06%,G,3,,10,,114.68%,G,99.90%,G,0:49:59,,0:42:58,,476/2577,G,1924/2577,
2608,,8.17%,,8.64%,,21.67%,,19.31%,,14.80%,,9.07%,,-2.28%,,19.76%,,4,,20,,50.00%,G,49.75%,G,3,,14,,96.73%,G,85.79%,G,0:25:05,G,0:24:52,G,552/2577,,528/2577,
2923,,6.62%,,5.39%,,6.01%,,5.00%,R,3.01%,,-7.38%,R,10.53%,,16.97%,,11,,35,,44.76%,,40.99%,,6,,26,,111.75%,G,101.23%,G,0:41:29,,0:38:36,,1195/2577,,1524/2577,
Total,B,8.81%,G,3.15%,,15.52%,,7.37%,R,11.53%,,-0.59%,,15.19%,,12.14%,,0.65,,0.65,,45.10%,G,46.23%,G,0.20,,0.15,,98.37%,G,88.94%,G,0:42:37,,0:38:34,G,66/394,G,284/394,
1872,,16.03%,G,8.38%,,-5.89%,R,-5.38%,R,-1.40%,,-5.63%,,-15.71%,R,-8.44%,R,48,G,97,,31.53%,,39.22%,,1,R,5,R,74.24%,,67.89%,,1:03:43,R,0:50:21,,1844/2577,,1961/2577,
1901,,18.96%,G,5.46%,,27.75%,,3.59%,R,10.42%,,-0.57%,,24.08%,,-7.11%,R,33,G,147,G,35.58%,,41.59%,,62,G,251,G,85.18%,G,84.19%,G,0:40:23,,0:41:54,,177/2577,G,1603/2577,
2455,,12.85%,G,5.37%,,4.65%,,1.97%,R,-13.06%,R,-3.33%,,14.99%,,10.44%,,44,G,198,G,31.91%,,38.20%,,5,,11,,94.38%,G,85.46%,G,0:38:50,,0:31:41,G,1179/2577,,1595/2577,
3259,,6.69%,,4.03%,,17.84%,,11.99%,,-2.37%,,-3.26%,,18.31%,,16.83%,,35,G,64,,40.27%,,39.64%,,0,R,8,,45.21%,,39.13%,,0:52:37,,0:44:56,,1126/2577,,1613/2577,
4247,,15.46%,G,4.34%,,10.96%,,9.64%,,6.61%,,-2.26%,,4.09%,,-3.98%,R,16,,95,,51.83%,G,49.00%,G,17,G,94,G,90.31%,G,86.38%,G,0:50:15,,0:47:11,,869/2577,,1548/2577,
7199,,15.03%,G,11.78%,G,31.13%,G,27.42%,,32.95%,G,14.29%,,11.01%,,35.29%,G,87,G,210,G,37.19%,,37.84%,,0,R,19,,39.12%,,37.52%,,0:35:46,,0:43:17,,274/2577,G,321/2577,G
Total,B,13.90%,G,6.43%,,12.88%,,6.76%,R,3.47%,,-1.02%,,10.18%,,7.60%,R,1.41,G,1.13,G,38.44%,,40.82%,,0.46,G,0.54,G,68.52%,G,63.35%,,0:47:22,,0:42:47,,133/394,,243/394,
369,,3.78%,,1.64%,,22.22%,,6.16%,,36.16%,G,4.53%,,0.00%,,-1.14%,R,13,,78,,34.17%,,35.79%,,6,,27,,72.21%,,74.56%,,0:51:02,,1:09:20,R,938/2577,,2035/2577,
372,,2.80%,,7.42%,,-9.75%,R,-8.74%,R,-22.32%,R,-23.39%,R,11.59%,,15.16%,,2,,13,,32.91%,,33.41%,,0,R,7,,42.17%,,44.53%,,1:05:37,R,1:15:02,R,2313/2577,R,2218/2577,R
419,,2.69%,,-0.42%,R,15.02%,,11.15%,,-0.60%,,-2.48%,,20.93%,,18.65%,,0,R,1,R,51.28%,G,48.99%,G,0,R,2,R,59.29%,,66.55%,,0:26:52,G,0:28:34,G,1218/2577,,1741/2577,
592,,10.41%,G,9.66%,G,41.14%,G,40.32%,G,7.60%,,9.64%,,39.18%,G,35.74%,G,22,,163,G,38.51%,,38.17%,,12,G,67,G,82.38%,G,91.65%,G,1:06:46,R,1:10:57,R,282/2577,G,277/2577,G
652,,8.42%,G,2.42%,,22.60%,,0.62%,R,2.55%,,-12.19%,R,17.12%,,-2.57%,R,9,,26,,28.93%,,31.10%,,1,R,2,R,27.22%,R,35.86%,,0:45:55,,1:01:53,,980/2577,,2420/2577,R
664,,1.69%,,2.18%,,6.76%,,3.75%,R,1.30%,,-4.86%,,2.60%,,6.05%,,17,,18,,47.96%,G,40.36%,,1,R,4,R,84.67%,G,80.72%,G,0:52:55,,0:45:03,,1727/2577,,2073/2577,R
770,,-5.50%,R,-4.21%,R,-8.41%,R,-5.22%,R,-10.28%,R,-3.41%,,-5.19%,R,-3.11%,R,13,,89,,42.60%,,45.03%,,16,G,98,G,84.18%,G,77.41%,,1:39:08,R,1:29:17,R,2388/2577,R,2332/2577,R
799,,3.03%,,5.58%,,6.72%,,15.45%,,-2.69%,,5.85%,,9.71%,,20.87%,,16,,106,G,37.24%,,40.07%,,17,G,100,G,40.10%,,47.81%,,0:42:14,,0:36:10,,1577/2577,,901/2577,
978,,-2.11%,,-0.16%,,-3.44%,R,1.61%,R,-3.49%,,-3.50%,,-16.82%,R,-1.33%,R,11,,30,,62.92%,G,61.90%,G,7,,17,,105.62%,G,95.13%,G,0:52:20,,0:56:26,,2130/2577,R,2158/2577,R
1437,,-9.77%,R,-2.58%,R,0.14%,R,8.02%,,-0.45%,,2.72%,,-12.52%,R,-2.02%,R,3,,26,,38.66%,,34.99%,,5,,12,,17.84%,R,22.28%,R,0:36:55,,0:41:20,,2303/2577,R,2185/2577,R
Total,B,1.73%,,2.49%,,6.36%,R,5.47%,R,-2.45%,R,-4.31%,R,4.74%,,6.70%,R,0.34,,0.46,,40.75%,,40.41%,,0.21,,0.28,,61.03%,,63.09%,,0:54:04,,0:57:02,,346/394,R,360/394,R
35,,-2.13%,,-2.53%,R,23.18%,,19.19%,,13.19%,,7.02%,,13.91%,,10.00%,,30,G,111,G,46.50%,,45.91%,,12,G,35,,62.14%,,58.85%,,1:04:11,R,1:05:05,R,1152/2577,,1533/2577,
43,,-0.71%,,-2.25%,R,8.97%,,-5.62%,R,-8.23%,R,-26.09%,R,16.43%,,6.85%,,7,,18,,31.05%,,33.67%,,2,,9,,48.79%,,48.61%,,0:59:43,,0:56:59,,2025/2577,,2480/2577,R
557,,7.49%,,11.51%,G,52.50%,G,43.62%,G,37.72%,G,36.39%,G,44.70%,G,41.81%,G,10,,25,,47.14%,G,46.39%,,10,,32,,71.62%,,64.20%,,0:33:43,G,0:34:53,G,35/2577,G,54/2577,G
558,,2.52%,,2.59%,,1.62%,R,4.61%,R,12.13%,,5.20%,,-0.87%,,-0.47%,R,56,G,335,G,36.93%,,42.76%,,48,G,242,G,57.54%,,58.18%,,0:47:02,,0:48:10,,1610/2577,,1752/2577,
993,,-11.48%,R,-6.74%,R,-26.09%,R,-28.29%,R,-23.82%,R,-35.59%,R,-30.43%,R,-19.09%,R,12,,57,,31.21%,,35.20%,,1,R,3,R,52.31%,,53.90%,,0:45:58,,0:59:28,,2519/2577,R,2545/2577,R
2784,,4.27%,,7.01%,,11.23%,,12.36%,,-7.54%,R,0.39%,,4.14%,,9.92%,,38,G,169,G,62.62%,G,70.69%,G,4,,26,,100.93%,G,96.31%,G,0:29:30,G,0:26:52,G,1114/2577,,891/2577,
4209,,17.90%,G,11.36%,G,28.50%,,20.78%,,8.94%,,9.79%,,28.72%,,18.52%,,64,G,86,,46.71%,,42.80%,,12,G,17,,67.74%,,61.99%,,0:37:32,,0:32:06,G,134/2577,G,433/2577,G
Total,B,1.72%,,2.11%,,12.38%,,8.38%,R,5.70%,,0.52%,,6.56%,,6.15%,R,1.00,G,0.95,G,42.73%,,44.67%,,0.41,G,0.43,G,64.53%,,61.94%,,0:46:47,,0:45:47,,226/394,,307/394,
26,,18.29%,G,17.38%,G,28.52%,,25.19%,,11.57%,,12.02%,,33.92%,G,32.53%,G,5,,14,,51.32%,G,49.67%,G,5,,18,,78.10%,,64.65%,,0:58:24,,1:00:02,,312/2577,G,430/2577,G
342,,11.11%,G,7.83%,,22.23%,,18.91%,,6.81%,,8.23%,,26.96%,,15.74%,,0,R,18,,37.90%,,39.97%,,3,,29,,73.97%,,80.78%,G,0:41:24,,0:43:07,,613/2577,,805/2577,
484,,14.77%,G,11.34%,G,17.71%,,6.64%,,-7.55%,R,-20.94%,R,17.11%,,23.25%,,12,,21,,33.71%,,32.06%,,8,,15,,60.03%,,70.01%,,2:18:59,R,2:10:51,R,1105/2577,,1726/2577,
1054,,0.08%,,0.20%,,7.11%,,6.44%,,0.00%,,6.39%,,1.45%,,-1.70%,R,2,,6,R,27.62%,R,35.61%,,3,,9,,93.33%,G,81.04%,G,1:18:28,R,1:08:08,R,2087/2577,R,2211/2577,R
1802,,10.25%,G,14.19%,G,43.15%,G,83.32%,G,-0.73%,,40.77%,G,50.38%,G,86.78%,G,96,G,176,G,35.75%,,35.39%,,25,G,36,,47.00%,,44.08%,,1:08:37,R,0:58:40,,352/2577,G,89/2577,G
2131,,-1.57%,,-1.40%,R,4.58%,,-4.50%,R,-1.56%,,-9.87%,R,-1.39%,,-6.28%,R,41,G,108,G,49.86%,G,46.24%,,6,,16,,80.85%,,78.83%,,0:40:33,,0:45:32,,1775/2577,,2240/2577,R
5441,,11.66%,G,7.11%,,45.83%,G,21.76%,,38.16%,G,9.62%,,24.87%,,5.73%,,35,G,105,G,42.92%,,46.43%,,2,,10,,46.82%,,44.70%,,0:31:06,G,0:34:02,G,69/2577,G,737/2577,
