Store #,Format,City,State,Rx Freq,October Rx,November Rx,December Rx,Service Provider,Phone Number
3167,SUP,NEW ORLEANS,LA,180,,11,,CLEAN EARTH,877-406-5295
3169,SUP,MANOR,TX,180,,,9,CLEAN EARTH,877-406-5295
3170,SUP,ELGIN,TX,180,,,16,CLEAN EARTH,877-406-5295
3198,NHM,CARROLLTON,TX,180,14,,,CLEAN EARTH,877-406-5295
3199,NHM,PLANO,TX,180,14,,,CLEAN EARTH,877-406-5295
3202,NHM,DEL CITY,OK,180,,,16,CLEAN EARTH,877-406-5295
3204,WNM,CEDAR HILL,TX,180,,,16,CLEAN EARTH,877-406-5295
3206,SUP,Lima,OH,180,,25,,CLEAN EARTH,877-406-5295
3210,SUP,SPRINGFIELD,IL,180,,,9,CLEAN EARTH,877-406-5295
3213,SUP,THE WOODLANDS,TX,180,14,,,CLEAN EARTH,877-406-5295
3215,SUP,Granville,WV,180,,,2,CLEAN EARTH,877-406-5295
3224,SUP,GARLAND,TX,180,7,,,CLEAN EARTH,877-406-5295
3225,SUP,ROWLETT,TX,180,,25,,CLEAN EARTH,877-406-5295
3226,SUP,KATY,TX,180,14,,,CLEAN EARTH,877-406-5295
3229,SUP,VERNON,TX,180,7,,,CLEAN EARTH,877-406-5295
3234,SUP,Rogersville,TN,180,,,16,CLEAN EARTH,877-406-5295
3237,SUP,SIOUX FALLS,SD,180,14,,,CLEAN EARTH,877-406-5295
3238,WNM,SPRINGFIELD (E. SUNSHINE),MO,180,,,9,CLEAN EARTH,877-406-5295
3250,SUP,Aurora,OH,180,,11,,CLEAN EARTH,877-406-5295
3251,SUP,Washington Court House,OH,180,21,,,CLEAN EARTH,877-406-5295
3255,SUP,SAVOY,IL,180,,18,,CLEAN EARTH,877-406-5295
3259,SUP,MISSOULA,MT,180,,4,,CLEAN EARTH,877-406-5295
3262,SUP,Cambridge,OH,180,,18,,CLEAN EARTH,877-406-5295
3273,SUP,OVERLAND PARK,KS,180,,25,,CLEAN EARTH,877-406-5295
3274,SUP,NORTH RICHLAND HILL,TX,180,,,9,CLEAN EARTH,877-406-5295
3275,NHM,OKLAHOMA CITY (N),OK,180,,,9,CLEAN EARTH,877-406-5295
3279,SUP,SAN ANTONIO,TX,180,7,,,CLEAN EARTH,877-406-5295
3282,SUP,Logan,OH,180,21,,,CLEAN EARTH,877-406-5295
3283,SUP,WICHITA,KS,180,,4,,CLEAN EARTH,877-406-5295
3284,SUP,ARLINGTON,TX,180,,,2,CLEAN EARTH,877-406-5295
3285,SUP,CEDAR HILL,TX,180,,18,,CLEAN EARTH,877-406-5295
3286,SUP,HICKORY CREEK,TX,180,,25,,CLEAN EARTH,877-406-5295
3287,NHM,LEWISVILLE,TX,180,14,,,CLEAN EARTH,877-406-5295
3288,SUP,Baton Rouge,LA,180,21,,,CLEAN EARTH,877-406-5295
3290,WMT,KAHULUI,HI,180,14,,,CLEAN EARTH,877-406-5295
3293,SUP,Chardon,OH,180,14,,,CLEAN EARTH,877-406-5295
3294,SUP,LOUISVILLE,KY,180,,11,,CLEAN EARTH,877-406-5295
3295,SUP,BROKEN ARROW,OK,180,,25,,CLEAN EARTH,877-406-5295
3296,SUP,HOUSTON,TX,180,,11,,CLEAN EARTH,877-406-5295
3297,SUP,HOUSTON,TX,180,,11,,CLEAN EARTH,877-406-5295
3298,SUP,KEMAH,TX,180,,25,,CLEAN EARTH,877-406-5295
3300,SUP,Wapakoneta,OH,180,,,2,CLEAN EARTH,877-406-5295
3302,SUP,HOUSTON,TX,180,7,,,CLEAN EARTH,877-406-5295
3319,SUP,HARKER HEIGHTS,TX,180,28,,,CLEAN EARTH,877-406-5295
3320,SUP,PALMHURST,TX,180,28,,,CLEAN EARTH,877-406-5295
3327,WNM,OKLAHOMA CITY ,OK,180,,,9,CLEAN EARTH,877-406-5295
3340,NHM,Tulsa,OK,180,,,9,CLEAN EARTH,877-406-5295
3341,NHM,DALLAS,TX,180,28,,,CLEAN EARTH,877-406-5295
3342,SUP,Amelia,OH,180,,,9,CLEAN EARTH,877-406-5295
3362,SUP,Oak Grove,KY,180,7,,,CLEAN EARTH,877-406-5295
3363,SUP,Owensboro,KY,180,,,2,CLEAN EARTH,877-406-5295
3381,SUP,SWEETWATER,TX,180,,18,,CLEAN EARTH,877-406-5295
3383,SUP,AMARILLO,TX,180,,,9,CLEAN EARTH,877-406-5295
3384,SUP,HEREFORD,TX,180,,,9,CLEAN EARTH,877-406-5295
3390,SUP,SPRING,TX,180,14,,,CLEAN EARTH,877-406-5295
3391,SUP,SCHERTZ,TX,180,,18,,CLEAN EARTH,877-406-5295
3392,NHM,BEDFORD,TX,180,,,2,CLEAN EARTH,877-406-5295
3400,SUP,OSWEGO,IL,180,,4,,CLEAN EARTH,877-406-5295
3406,SUP,DALLAS,TX,180,,11,,CLEAN EARTH,877-406-5295
3419,NHM,FORT WORTH,TX,180,,18,,CLEAN EARTH,877-406-5295
3425,SUP,HOUSTON,TX,180,7,,,CLEAN EARTH,877-406-5295
3430,SUP,MIDWEST CITY,OK,180,,18,,CLEAN EARTH,877-406-5295
3431,SUP,HUDSON OAKS,TX,180,7,,,CLEAN EARTH,877-406-5295
3432,SUP,DESOTO,TX,180,7,,,CLEAN EARTH,877-406-5295
3433,SUP,RED OAK,TX,180,7,,,CLEAN EARTH,877-406-5295
3434,SUP,WOODSTOCK,IL,180,,,9,CLEAN EARTH,877-406-5295
3445,SUP,Holland,OH,180,7,,,CLEAN EARTH,877-406-5295
3447,SUP,Whitehall,OH,180,21,,,CLEAN EARTH,877-406-5295
3449,WNM,KILLEEN,TX,180,,,16,CLEAN EARTH,877-406-5295
3450,WNM,Killeen,TX,180,,,16,CLEAN EARTH,877-406-5295
3452,NHM,HOUSTON,TX,180,,,16,CLEAN EARTH,877-406-5295
3457,NHM,Tulsa,OK,180,,,9,CLEAN EARTH,877-406-5295
3459,SUP,BLOOMINGTON,IL,180,7,,,CLEAN EARTH,877-406-5295
3460,SUP,PEORIA,IL,180,,,16,CLEAN EARTH,877-406-5295
3478,WMT,Honolulu,HI,180,,25,,CLEAN EARTH,877-406-5295
3482,SUP,PLANO,TX,180,,11,,CLEAN EARTH,877-406-5295
3483,SUP,Houma,LA,180,,18,,CLEAN EARTH,877-406-5295
3486,SUP,Athens,OH,180,,18,,CLEAN EARTH,877-406-5295
3492,SUP,WICHITA,KS,180,,4,,CLEAN EARTH,877-406-5295
3495,SUP,Clarksville,TN,180,,25,,CLEAN EARTH,877-406-5295
3500,SUP,HOUSTON,TX,180,7,,,CLEAN EARTH,877-406-5295
3502,SUP,Hamilton,OH,180,,4,,CLEAN EARTH,877-406-5295
3508,NHM,BROKEN ARROW (N),OK,180,,,16,CLEAN EARTH,877-406-5295
3509,NHM,HOUSTON,TX,180,,,16,CLEAN EARTH,877-406-5295
3510,SUP,PEARLAND,TX,180,,25,,CLEAN EARTH,877-406-5295
3515,SUP,Hillsboro,OH,180,,,2,CLEAN EARTH,877-406-5295
3518,SUP,LAREDO,TX,180,14,,,CLEAN EARTH,877-406-5295
3521,WNM,SHERMAN,TX,180,,,9,CLEAN EARTH,877-406-5295
3530,NHM,ROCKWALL,TX,180,28,,,CLEAN EARTH,877-406-5295
3542,NHM,HOUSTON,TX,180,,,2,CLEAN EARTH,877-406-5295
3567,SUP,HIDALGO,TX,180,,11,,CLEAN EARTH,877-406-5295
3569,SUP,AUSTIN,TX,180,,25,,CLEAN EARTH,877-406-5295
3571,SUP,Middletown,OH,180,,,9,CLEAN EARTH,877-406-5295
3572,SUP,PEARLAND,TX,180,,25,,CLEAN EARTH,877-406-5295
3574,NHM,ALLEN,TX,180,,11,,CLEAN EARTH,877-406-5295
3579,NHM,KINGWOOD,TX,180,,,2,CLEAN EARTH,877-406-5295
3580,SUP,Newark,OH,180,21,,,CLEAN EARTH,877-406-5295
3581,SUP,Zanesville,OH,180,21,,,CLEAN EARTH,877-406-5295
3584,SUP,HOUSTON,TX,180,,11,,CLEAN EARTH,877-406-5295
3585,SUP,SPRING,TX,180,14,,,CLEAN EARTH,877-406-5295
3591,SUP,CONROE,TX,180,,18,,CLEAN EARTH,877-406-5295
3594,NHM,PANTEGO,TX,180,,18,,CLEAN EARTH,877-406-5295
3597,SUP,BELVIDERE,IL,180,21,,,CLEAN EARTH,877-406-5295
3599,NHM,Bartlett,TN,180,,,2,CLEAN EARTH,877-406-5295
3601,SUP,CRESTWOOD,IL,180,28,,,CLEAN EARTH,877-406-5295
3602,SUP,SPRINGFIELD,IL,180,7,,,CLEAN EARTH,877-406-5295
3608,SUP,MADISON,OH,180,,11,,CLEAN EARTH,877-406-5295
3615,NHM,OKLAHOMA CITY (23RD),OK,180,,,2,CLEAN EARTH,877-406-5295
3616,SUP,Amite,LA,180,,18,,CLEAN EARTH,877-406-5295
3619,NHM,Chattanooga,TN,180,,,16,CLEAN EARTH,877-406-5295
3623,SUP,LAREDO ( SOUTH ),TX,180,,,2,CLEAN EARTH,877-406-5295
3631,WMT,CROWLEY,TX,180,,18,,CLEAN EARTH,877-406-5295
3637,NHM,Yukon,OK,180,,,2,CLEAN EARTH,877-406-5295
3640,SUP,HOUSTON,TX,180,7,,,CLEAN EARTH,877-406-5295
3641,SUP,SPRINGFIELD (E),OH,180,28,,,CLEAN EARTH,877-406-5295
3645,SUP,MIDLAND,TX,180,21,,,CLEAN EARTH,877-406-5295
3648,SUP,BISMARCK,ND,No Rx,,,,CLEAN EARTH,877-406-5295
3653,WNM,BURLESON ,TX,180,,,2,CLEAN EARTH,877-406-5295
3656,SUP,Cincinnati,OH,180,7,,,CLEAN EARTH,877-406-5295
3659,SUP,Chattanooga,TN,180,,18,,CLEAN EARTH,877-406-5295
3660,SUP,Chattanooga,TN,180,,18,,CLEAN EARTH,877-406-5295
3661,NHM,EL PASO,TX,180,,,2,CLEAN EARTH,877-406-5295
3703,NHM,Kenner,LA,180,,,16,CLEAN EARTH,877-406-5295
3717,SUP,Nashville,TN,180,,,16,CLEAN EARTH,877-406-5295
3722,SUP,Kent,OH,180,,11,,CLEAN EARTH,877-406-5295
3723,NHM,Locust Grove,OK,180,,,9,CLEAN EARTH,877-406-5295
3725,SUP,NILES,IL,180,,4,,CLEAN EARTH,877-406-5295
3727,NHM,Alexandria,LA,180,,,9,CLEAN EARTH,877-406-5295
3734,SUP,VERMILLION,SD,180,,,2,CLEAN EARTH,877-406-5295
3736,NHM,Pineville,LA,180,,,16,CLEAN EARTH,877-406-5295
3743,NHM,West Monroe,LA,180,,,2,CLEAN EARTH,877-406-5295
3745,NHM,Monroe,LA,180,,,2,CLEAN EARTH,877-406-5295
3746,NHM,Shreveport,LA,180,,,2,CLEAN EARTH,877-406-5295
3749,SUP,Cincinnati,OH,180,,4,,CLEAN EARTH,877-406-5295
3752,NHM,Bossier City,LA,180,,,2,CLEAN EARTH,877-406-5295
3763,SUP,EL PASO,TX,180,,,2,CLEAN EARTH,877-406-5295
3764,SUP,LINDALE,TX,180,,25,,CLEAN EARTH,877-406-5295
3765,SUP,Piqua,OH,180,28,,,CLEAN EARTH,877-406-5295
3773,SUP,FORT WORTH,TX,180,,18,,CLEAN EARTH,877-406-5295
3777,SUP,FRISCO,TX,180,,25,,CLEAN EARTH,877-406-5295
3783,SUP,Dayton,OH,180,,11,,CLEAN EARTH,877-406-5295
3784,SUP,Franklin,OH,180,,,16,CLEAN EARTH,877-406-5295
3790,SUP,LOCKPORT,IL,180,28,,,CLEAN EARTH,877-406-5295
3792,SUP,Lancaster,OH,180,,18,,CLEAN EARTH,877-406-5295
3809,SUP,Upper Sandusky,OH,180,,,2,CLEAN EARTH,877-406-5295
3812,SUP,Columbus,OH,180,,18,,CLEAN EARTH,877-406-5295
3826,SUP,LUBBOCK,TX,180,,11,,CLEAN EARTH,877-406-5295
3827,SUP,RICHMOND,TX,180,,,2,CLEAN EARTH,877-406-5295
3828,SUP,LONGVIEW,TX,180,,4,,CLEAN EARTH,877-406-5295
3829,SUP,Johnson City,TN,180,21,,,CLEAN EARTH,877-406-5295
3835,SUP,COLLEGE DALE,TN,180,,11,,CLEAN EARTH,877-406-5295
3837,SUP,ROSCOE,IL,180,,,9,CLEAN EARTH,877-406-5295
3840,SUP,FINDLAY (W),OH,180,7,,,CLEAN EARTH,877-406-5295
3852,SUP,Unicoi,TN,180,21,,,CLEAN EARTH,877-406-5295
3853,SUP,HURON,SD,180,,,2,CLEAN EARTH,877-406-5295
3860,SUP,Youngstown,OH,180,,11,,CLEAN EARTH,877-406-5295
3868,SUP,Shreveport,LA,180,21,,,CLEAN EARTH,877-406-5295
3870,NHM,ARLINGTON,TX,180,,,2,CLEAN EARTH,877-406-5295
3872,SUP,RAPID CITY,SD,180,,,2,CLEAN EARTH,877-406-5295
3875,SUP,WAHPETON,ND,No Rx,,,,CLEAN EARTH,877-406-5295
3883,WMT,KAPOLEI,HI,180,21,,,CLEAN EARTH,877-406-5295
3886,SUP,EDINBURG,TX,180,28,,,CLEAN EARTH,877-406-5295
3888,SUP,SAN ANTONIO,TX,180,,,9,CLEAN EARTH,877-406-5295
3891,SUP,WAUKEGAN,IL,180,21,,,CLEAN EARTH,877-406-5295
3893,SUP,ZION,IL,180,,,9,CLEAN EARTH,877-406-5295
3894,SUP,Lexington,KY,180,28,,,CLEAN EARTH,877-406-5295
3959,WNM,KNOXVILLE,TN,180,,,16,CLEAN EARTH,877-406-5295
4046,NHM,GARLAND,TX,180,,,9,CLEAN EARTH,877-406-5295
4048,NHM,Prairieville,LA,180,,,2,CLEAN EARTH,877-406-5295
4049,SUP,Olympia Fields,IL,180,,4,,CLEAN EARTH,877-406-5295
4055,SUP,UNIVERSAL CITY,TX,180,,,9,CLEAN EARTH,877-406-5295
4056,WNM,Converse,TX,180,,,9,CLEAN EARTH,877-406-5295
4057,WNM,JOPLIN,MO,180,,,2,CLEAN EARTH,877-406-5295
4102,WMT,CASTROVILLE,TX,180,,,9,CLEAN EARTH,877-406-5295
4103,SUP,DEVINE,TX,180,14,,,CLEAN EARTH,877-406-5295
4104,WNM,DENTON,TX,180,,,16,CLEAN EARTH,877-406-5295
4105,WNM,EL PASO,TX,180,,,16,CLEAN EARTH,877-406-5295
4109,SAM,Bossier City,LA,180,,,2,CLEAN EARTH,877-406-5295
4111,SUP,Richmond,TX,180,,4,,CLEAN EARTH,877-406-5295
4112,SUP,BROWNSVILLE,TX,180,,11,,CLEAN EARTH,877-406-5295
4114,WNM,LONGVIEW (GILMER),TX,180,,,9,CLEAN EARTH,877-406-5295
4115,SUP,CIBOLO,TX,180,,4,,CLEAN EARTH,877-406-5295
4118,SUP,Shepherdsville,KY,180,14,,,CLEAN EARTH,877-406-5295
4129,SUP,Pochatoula,LA,180,,18,,CLEAN EARTH,877-406-5295
4130,SUP,KYLE,TX,180,,25,,CLEAN EARTH,877-406-5295
4131,SUP,SAN ANTONIO,TX,180,7,,,CLEAN EARTH,877-406-5295
4162,SUP,SAN ANTONIO,TX,180,21,,,CLEAN EARTH,877-406-5295
4163,SUP,CEDAR PARK,TX,180,28,,,CLEAN EARTH,877-406-5295
4164,SUP,KAUFMAN,TX,180,,25,,CLEAN EARTH,877-406-5295
4165,SUP,FT. WORTH,TX,180,,18,,CLEAN EARTH,877-406-5295
4166,SUP,SWEETWATER,TN,180,14,,,CLEAN EARTH,877-406-5295
4177,WMT,LINCOLNWOOD,IL,180,,,2,CLEAN EARTH,877-406-5295
4182,WNM,PLANO,TX,180,,,16,CLEAN EARTH,877-406-5295
4183,SUP,BRYAN,TX,180,,18,,CLEAN EARTH,877-406-5295
4193,NHM,TYLER,TX,180,,,16,CLEAN EARTH,877-406-5295
4194,SUP,VICTORIA,TX,180,28,,,CLEAN EARTH,877-406-5295
4195,SUP,Choctaw,OK,180,,18,,CLEAN EARTH,877-406-5295
4198,WNM,OLATHE,KS,180,,,2,CLEAN EARTH,877-406-5295
4215,SUP,QUINLAN,TX,180,7,,,CLEAN EARTH,877-406-5295
4219,SUP,BUDA,TX,180,,,9,CLEAN EARTH,877-406-5295
4223,SUP,Maryville,TN,180,,,16,CLEAN EARTH,877-406-5295
4226,SUP,Dunlap,TN,180,14,,,CLEAN EARTH,877-406-5295
4240,SUP,HIGHLAND VILLAGE,TX,180,,25,,CLEAN EARTH,877-406-5295
4241,SUP,Stillwater,OK,180,14,,,CLEAN EARTH,877-406-5295
4247,SUP,HAVRE,MT,180,,25,,CLEAN EARTH,877-406-5295
4255,SUP,Elyria,OH,180,28,,,CLEAN EARTH,877-406-5295
4259,SUP,SHELBYVILLE,IL,180,,,2,CLEAN EARTH,877-406-5295
4277,SUP,Hurricane,WV,180,,18,,CLEAN EARTH,877-406-5295
4278,SUP,Quincy,WV,180,,,16,CLEAN EARTH,877-406-5295
4279,SUP,MIDLOTHIAN,TX,180,,,2,CLEAN EARTH,877-406-5295
4285,SUP,Cleveland,OH,180,,11,,CLEAN EARTH,877-406-5295
4286,SUP,MONTGOMERY,IL,180,7,,,CLEAN EARTH,877-406-5295
4295,SUP,Alexandria,LA,180,28,,,CLEAN EARTH,877-406-5295
4298,SUP,HUMBLE,TX,180,,4,,CLEAN EARTH,877-406-5295
4299,SUP,LUBBOCK,TX,180,14,,,CLEAN EARTH,877-406-5295
4321,SUP,WICHITA,KS,180,28,,,CLEAN EARTH,877-406-5295
4323,SUP,KANKAKEE,IL,180,,,9,CLEAN EARTH,877-406-5295
4352,SUP,FARGO,ND,No Rx,,,,CLEAN EARTH,877-406-5295
4359,SUP,ANCHORAGE,AK,180,,4,,CLEAN EARTH,877-406-5295
4366,NHM,EL PASO,TX,180,,,2,CLEAN EARTH,877-406-5295
4367,WNM,TEXARKANA,TX,180,,,16,CLEAN EARTH,877-406-5295
4371,WNM,TEXARKANA,TX,180,,,16,CLEAN EARTH,877-406-5295
4372,SUP,Kingwood,WV,180,,,2,CLEAN EARTH,877-406-5295
4373,WNM,WAKE VILLAGE ,TX,180,,,16,CLEAN EARTH,877-406-5295
4381,SUP,BRANSON,MO,180,,25,,CLEAN EARTH,877-406-5295
4390,NHM,Enid,OK,180,,,2,CLEAN EARTH,877-406-5295
4405,SUP,AURORA,IL,180,,11,,CLEAN EARTH,877-406-5295
4412,SUP,LAUREL,MT,180,14,,,CLEAN EARTH,877-406-5295
4413,NHM,Lexington,KY,180,,,2,CLEAN EARTH,877-406-5295
4414,SUP,Smithville,TN,180,28,,,CLEAN EARTH,877-406-5295
4415,NHM,EL PASO,TX,180,,,2,CLEAN EARTH,877-406-5295
4416,WMT,HOUSTON,TX,180,7,,,CLEAN EARTH,877-406-5295
4423,SUP,Martinsburg,WV,180,7,,,CLEAN EARTH,877-406-5295
4435,SUP,Nashville,TN,180,,11,,CLEAN EARTH,877-406-5295
4450,SUP,Middletown,KY,180,14,,,CLEAN EARTH,877-406-5295
4453,WNM,GREENVILLE ,TX,180,,,16,CLEAN EARTH,877-406-5295
4461,SUP,LOUISA,KY,180,14,,,CLEAN EARTH,877-406-5295
4464,WNM,Amarillo,TX,180,,,16,CLEAN EARTH,877-406-5295
4465,WNM,CYPRESS,TX,180,,,9,CLEAN EARTH,877-406-5295
4466,NHM,SUGAR LAND,TX,180,,4,,CLEAN EARTH,877-406-5295
4468,WNM,KATY,TX,180,,,16,CLEAN EARTH,877-406-5295
4469,NHM,Clarksville,TN,180,,,16,CLEAN EARTH,877-406-5295
4470,WNM,JOPLIN,MO,180,,,16,CLEAN EARTH,877-406-5295
4474,SUP,KENAI,AK,180,,,16,CLEAN EARTH,877-406-5295
4475,SUP,OLATHE,KS,180,,25,,CLEAN EARTH,877-406-5295
4478,WNM,JOPLIN,MO,180,,,16,CLEAN EARTH,877-406-5295
4479,SUP,Perrysburg,OH,180,28,,,CLEAN EARTH,877-406-5295
4482,WMT,Mt. Juliet,TN,180,,11,,CLEAN EARTH,877-406-5295
4483,SUP,White House,TN,180,,11,,CLEAN EARTH,877-406-5295
4503,SUP,Grand Prairie,TX,180,,25,,CLEAN EARTH,877-406-5295
4508,SUP,PENITAS,TX,180,,,2,CLEAN EARTH,877-406-5295
4509,SUP,BENBROOK,TX,180,,,9,CLEAN EARTH,877-406-5295
4511,SUP,SILVIS,IL,180,7,,,CLEAN EARTH,877-406-5295
4512,SUP,KATY,TX,180,,25,,CLEAN EARTH,877-406-5295
4524,NHM,Louisville,KY,180,,,9,CLEAN EARTH,877-406-5295
4526,SUP,HOUSTON,TX,180,7,,,CLEAN EARTH,877-406-5295
4529,SUP,NEW LENOX,IL,180,28,,,CLEAN EARTH,877-406-5295
4531,SUP,ROMEOVILLE,IL,180,,,2,CLEAN EARTH,877-406-5295
4533,SUP,Oakland,TN,180,,,2,CLEAN EARTH,877-406-5295
4538,SUP,KATY,TX,180,14,,,CLEAN EARTH,877-406-5295
4553,SUP,KANSAS CITY,MO,180,14,,,CLEAN EARTH,877-406-5295
4554,SUP,AUSTIN,TX,180,,,9,CLEAN EARTH,877-406-5295
4569,SUP,BOTTINEAU,ND,No Rx,,,,CLEAN EARTH,877-406-5295
4577,NHM,Ruston,LA,180,,,2,CLEAN EARTH,877-406-5295
4585,NHM,Owasso,OK,180,,,9,CLEAN EARTH,877-406-5295
4589,NHM,Clarksville,TN,180,,,16,CLEAN EARTH,877-406-5295
4590,SUP,LEES SUMMIT,MO,180,,4,,CLEAN EARTH,877-406-5295
4591,NHM,Clarksville,TN,180,,,16,CLEAN EARTH,877-406-5295
4605,NHM,TYLER,TX,180,,,9,CLEAN EARTH,877-406-5295
4607,NHM,Lexington,KY,180,,,2,CLEAN EARTH,877-406-5295
4609,SUP,Cincinnati,OH,180,7,,,CLEAN EARTH,877-406-5295
4611,SUP,SHAWNEE,KS,180,,11,,CLEAN EARTH,877-406-5295
4615,SUP,Glenpool,OK,180,,25,,CLEAN EARTH,877-406-5295
4618,WNM,LEAGUE CITY,TX,180,,,9,CLEAN EARTH,877-406-5295
4625,WNM,GARDEN CITY,KS,180,,,9,CLEAN EARTH,877-406-5295
4626,WNM,JUNCTION CITY,KS,180,,,2,CLEAN EARTH,877-406-5295
4627,SUP,DENTON,TX,180,,11,,CLEAN EARTH,877-406-5295
4635,SUP,Clinton,TN,180,,4,,CLEAN EARTH,877-406-5295
4637,SUP,Broken Arrow,OK,180,21,,,CLEAN EARTH,877-406-5295
4641,SUP,HUNTLEY,IL,180,,,9,CLEAN EARTH,877-406-5295
4655,NHM,Broken Arrow,OK,180,,,16,CLEAN EARTH,877-406-5295
4659,NHM,Baton Rouge,LA,180,,,2,CLEAN EARTH,877-406-5295
4674,WNM,NACOGDOCHES,TX,180,,,2,CLEAN EARTH,877-406-5295
4679,SUP,Denham Springs,LA,180,21,,,CLEAN EARTH,877-406-5295
4683,SUP,Baton Rouge,LA,180,7,,,CLEAN EARTH,877-406-5295
4692,NHM,East Ridge,TN,180,,,9,CLEAN EARTH,877-406-5295
4695,SUP,GODFREY,IL,180,,4,,CLEAN EARTH,877-406-5295
4699,SUP,STREATOR,IL,180,7,,,CLEAN EARTH,877-406-5295
4702,SAM,FRIENDSWOOD,TX,180,,,2,CLEAN EARTH,877-406-5295
4707,SAM,OVERLAND PARK,KS,180,,,2,CLEAN EARTH,877-406-5295
4712,SAM,HOUSTON(MEM),TX,180,,,16,CLEAN EARTH,877-406-5295
4713,SAM,SHENANDOAH,TX,180,14,,,CLEAN EARTH,877-406-5295
4720,SAM,AUSTIN,TX,180,,,9,CLEAN EARTH,877-406-5295
4721,SAM,HOUSTON,TX,180,14,,,CLEAN EARTH,877-406-5295
4728,SAM,Nicholasville,KY,180,,,2,CLEAN EARTH,877-406-5295
4731,SAM,Oklahoma City (Warr Acres),OK,180,,,2,CLEAN EARTH,877-406-5295
4741,SAM,SAINT LOUIS,MO,180,,,2,CLEAN EARTH,877-406-5295
4742,SAM,FORT WORTH,TX,180,,,9,CLEAN EARTH,877-406-5295
4743,SAM,PLANO,TX,180,,11,,CLEAN EARTH,877-406-5295
4750,SAM,Cuyahoga Falls,OH,180,,,16,CLEAN EARTH,877-406-5295
4755,SAM,HONOLULU,HI,180,,25,,CLEAN EARTH,877-406-5295
4761,SAM,Norman,OK,180,,,2,CLEAN EARTH,877-406-5295
4763,SAM,SUGAR LAND,TX,180,,,2,CLEAN EARTH,877-406-5295
4764,SAM,KATY,TX,180,,,16,CLEAN EARTH,877-406-5295
4769,SAM,HOUSTON(WESTPARK),TX,180,,,2,CLEAN EARTH,877-406-5295
4775,SAM,Metairie,LA,180,,,16,CLEAN EARTH,877-406-5295
4783,SAM,GARLAND,TX,180,,,9,CLEAN EARTH,877-406-5295
4791,SAM,GARDEN CITY,KS,180,,,2,CLEAN EARTH,877-406-5295
4795,SAM,GRAPEVINE,TX,180,,,2,CLEAN EARTH,877-406-5295
4805,SAM,BILLINGS,MT,180,,,2,CLEAN EARTH,877-406-5295
4815,SAM,NORMAL,IL,180,,,2,CLEAN EARTH,877-406-5295
4837,SAM,Denham Springs,LA,180,,,2,CLEAN EARTH,877-406-5295
4839,SAM,Tulsa,OK,180,,,9,CLEAN EARTH,877-406-5295
4843,SAM,PEARLAND,TX,180,,,2,CLEAN EARTH,877-406-5295
4846,SAM,Mentor,OH,180,,,2,CLEAN EARTH,877-406-5295
4850,SAM,MCALLEN,TX,180,,,2,CLEAN EARTH,877-406-5295
4860,SAM,Beckley,WV,180,,,16,CLEAN EARTH,877-406-5295
4865,SUP,SIOUX FALLS,SD,180,14,,,CLEAN EARTH,877-406-5295
4870,SAM,KANSAS CITY,KS,180,,,2,CLEAN EARTH,877-406-5295
4874,SAM,Covington,LA,180,,,2,CLEAN EARTH,877-406-5295
4875,SAM,WENTZVILLE,MO,180,,,9,CLEAN EARTH,877-406-5295
4876,SAM,Bowling Green,KY,180,,,16,CLEAN EARTH,877-406-5295
4878,SAM,GLEN CARBON,IL,180,7,,,CLEAN EARTH,877-406-5295
4905,SAM,DENTON,TX,180,,,2,CLEAN EARTH,877-406-5295
4906,SAM,MCKINNEY,TX,180,,,2,CLEAN EARTH,877-406-5295
4908,SAM,Owensboro,KY,180,,,2,CLEAN EARTH,877-406-5295
4911,SAM,MANSFIELD,TX,180,,,9,CLEAN EARTH,877-406-5295
4914,SAM,SAN ANTONIO,TX,180,,,9,CLEAN EARTH,877-406-5295
4920,SAM,SAINT JOSEPH,MO,180,,,9,CLEAN EARTH,877-406-5295
4930,SAM,Cookeville,TN,180,,,2,CLEAN EARTH,877-406-5295
4933,SAM,BISMARCK,ND,No Rx,,,,CLEAN EARTH,877-406-5295
4936,SAM,Granville,WV,180,,,2,CLEAN EARTH,877-406-5295
4939,SAM,SAN ANTONIO,TX,180,,,9,CLEAN EARTH,877-406-5295
4942,SAM,ELGIN,IL,180,,,9,CLEAN EARTH,877-406-5295
4947,SAM,Zanesville,OH,180,,,9,CLEAN EARTH,877-406-5295
4948,SAM,SAN ANGELO,TX,180,,,16,CLEAN EARTH,877-406-5295
4958,SAM,SAN MARCOS,TX,180,,,9,CLEAN EARTH,877-406-5295
4962,SAM,Sandusky,OH,180,,,9,CLEAN EARTH,877-406-5295
4963,SAM,Chillicothe,OH,180,,,9,CLEAN EARTH,877-406-5295
4985,SAM,SPRINGFIELD,MO,180,7,,,CLEAN EARTH,877-406-5295
4992,SAM,Elizabethtown,KY,180,,,9,CLEAN EARTH,877-406-5295
4999,SAM,QUINCY,IL,180,,,16,CLEAN EARTH,877-406-5295
5021,NHM,DALLAS,TX,180,28,,,CLEAN EARTH,877-406-5295
5022,SUP,New Orleans,LA,180,,11,,CLEAN EARTH,877-406-5295
5028,SUP,TOLEDO (C),OH,180,,4,,CLEAN EARTH,877-406-5295
5029,SUP,Oregon,OH,180,28,,,CLEAN EARTH,877-406-5295
5030,SUP,TOLEDO (NW),OH,180,,4,,CLEAN EARTH,877-406-5295
