Market ID,Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
366,46,5031,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202344,88.70%,83.60%,15,88.20%,87.70%,89.60%,89.10%
367,46,3884,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202344,83.20%,81.90%,22,80.10%,76.30%,87.80%,86.00%
385,46,835,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202344,88.80%,86.90%,17.7,91.00%,85.90%,90.80%,87.20%
385,46,850,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202344,93.10%,94.90%,13.9,96.20%,95.10%,92.90%,87.70%
385,46,5491,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202344,86.10%,86.40%,19.6,90.50%,85.50%,81.50%,86.70%
387,46,868,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202344,91.10%,84.40%,11.2,95.90%,95.80%,83.30%,94.40%
254,41,1341,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202344,91.50%,91.70%,15.1,94.10%,83.30%,93.50%,93.90%
494,59,5767,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202344,92.00%,82.80%,8.3,94.60%,86.00%,94.80%,92.00%
494,59,5804,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,84.10%,76.50%,13.5,75.30%,87.50%,79.30%,94.20%
580,41,870,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202344,73.40%,83.10%,22.5,57.90%,74.60%,83.10%,82.50%
249,41,1580,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,80.90%,91.20%,23.4,76.40%,78.90%,84.80%,83.00%
249,41,2787,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202344,81.80%,92.10%,19.4,62.90%,85.10%,88.60%,91.60%
249,41,3529,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202344,80.80%,88.70%,19,70.00%,81.60%,85.50%,85.60%
249,41,5443,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,75.00%,82.00%,25.6,63.30%,73.70%,79.30%,85.70%
260,41,720,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202344,85.80%,83.00%,16,84.50%,79.70%,83.20%,94.20%
260,41,2628,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,82.00%,82.80%,20.3,66.30%,84.90%,81.80%,91.40%
482,41,1518,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202344,88.90%,93.50%,15.7,88.10%,87.60%,93.30%,86.30%
242,41,526,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202344,88.20%,87.90%,12.7,81.10%,87.90%,93.00%,90.70%
242,41,3294,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,69.30%,78.90%,27.9,38.50%,75.30%,70.00%,89.00%
242,41,5418,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202344,49.90%,68.80%,44.7,29.50%,38.40%,49.50%,73.70%
243,41,1160,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202344,79.60%,92.80%,16.6,66.80%,61.00%,91.30%,94.90%
243,41,1476,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202344,72.60%,72.10%,21.1,55.80%,62.00%,83.40%,89.80%
256,41,589,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,78.40%,85.30%,21.5,61.90%,74.20%,88.10%,89.00%
256,41,709,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,84.40%,89.70%,18.9,85.80%,84.40%,79.50%,88.50%
256,41,729,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202344,70.60%,83.00%,29,54.90%,69.50%,68.10%,89.30%
197,19,1790,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202344,85.60%,83.80%,12.3,73.10%,85.50%,85.90%,96.30%
197,19,2631,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202344,80.00%,90.70%,12.7,66.70%,78.70%,83.30%,86.60%
197,19,2912,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,80.40%,91.20%,23,77.40%,69.30%,87.20%,85.50%
197,19,4383,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,58.80%,75.10%,31.1,46.30%,63.90%,55.90%,67.20%
206,19,5844,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,84.60%,89.10%,16.4,72.20%,80.00%,89.10%,95.60%
207,19,5030,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202344,74.70%,78.90%,17.1,53.30%,80.00%,81.10%,82.40%
202,19,2080,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,87.90%,84.90%,16.1,89.40%,80.90%,89.60%,89.90%
202,19,3791,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202344,90.60%,87.90%,7.7,90.80%,94.00%,86.60%,91.90%
202,19,5160,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202344,87.70%,86.70%,18.5,87.80%,86.30%,88.60%,87.80%
202,19,5472,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,86.00%,98.20%,13,75.10%,85.20%,91.10%,91.50%
203,19,5893,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202344,90.50%,91.00%,14.1,85.20%,90.00%,94.30%,92.30%
204,19,1432,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202344,89.80%,93.20%,15.5,86.00%,93.90%,89.80%,90.90%
205,19,1928,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202344,88.50%,91.20%,15.9,88.80%,87.30%,87.80%,89.90%
205,19,2354,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202344,84.90%,87.50%,13.1,77.00%,91.30%,92.60%,79.40%
205,19,2693,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202344,82.10%,86.60%,15.5,78.40%,73.30%,85.20%,89.30%
205,19,3726,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202344,81.60%,81.80%,18.1,77.00%,82.60%,92.00%,76.10%
200,19,1923,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202344,70.30%,61.60%,14.4,63.30%,79.90%,60.30%,87.80%
200,19,2493,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202344,73.10%,69.40%,19,66.20%,74.20%,77.00%,75.60%
200,19,3453,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202344,75.40%,65.20%,18.1,55.30%,84.10%,79.50%,78.70%
200,19,3876,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202344,84.50%,76.40%,14.3,84.70%,85.00%,88.50%,79.50%
201,19,2678,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202344,91.70%,92.40%,11.9,94.20%,95.40%,90.00%,87.70%
201,19,5064,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202344,84.70%,83.50%,11.2,76.20%,78.60%,90.10%,91.50%
201,19,5065,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202344,87.50%,86.80%,11.6,85.10%,85.30%,88.90%,90.90%
201,19,5280,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,89.30%,78.30%,10.9,89.40%,82.80%,89.00%,92.00%
238,19,1487,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,84.20%,98.20%,14.9,74.40%,85.40%,89.50%,87.90%
238,19,1618,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202344,82.60%,92.60%,18.6,75.00%,87.70%,79.90%,89.20%
238,19,2544,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,71.00%,85.40%,30.3,38.20%,68.80%,81.30%,90.60%
238,19,2817,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,75.60%,88.20%,21.5,63.60%,81.00%,66.50%,87.50%
238,19,2818,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202344,64.20%,82.40%,25.6,47.60%,78.80%,57.60%,71.10%
238,19,4631,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,57.20%,85.70%,33,14.90%,66.60%,60.90%,61.40%
273,25,1734,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202344,80.70%,85.60%,16.3,83.90%,93.60%,64.00%,78.30%
275,25,200,,Scheduled Delivery Standard,7,Active Monitoring,Degrading,Store Focus,202344,88.60%,84.10%,13.9,84.80%,91.80%,93.10%,85.30%
275,25,1454,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,83.90%,79.70%,14.5,75.70%,92.60%,96.20%,72.90%
275,25,1690,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202344,83.30%,92.50%,17.9,78.50%,85.50%,85.80%,83.60%
275,25,2728,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202344,86.10%,81.20%,13.8,80.60%,93.00%,88.00%,83.50%
275,25,3210,,Scheduled Delivery Standard,39,Executive Review,Degrading,Store Focus,202344,81.60%,79.00%,15.3,75.00%,84.10%,91.00%,77.40%
275,25,3602,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202344,81.20%,85.40%,20.5,78.40%,81.70%,81.90%,83.10%
278,25,603,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202344,86.60%,91.60%,16.3,80.00%,90.30%,89.40%,88.10%
278,25,1028,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202344,82.80%,90.00%,16.9,73.40%,82.40%,90.50%,85.20%
278,25,3459,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202344,87.70%,93.40%,14.5,88.90%,90.40%,86.30%,85.60%
278,25,3460,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202344,87.50%,91.70%,11.7,85.60%,85.40%,90.60%,86.50%
267,25,5402,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,83.30%,94.00%,14,86.40%,85.30%,84.60%,76.40%
267,25,5617,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,87.40%,95.20%,12.4,87.50%,84.50%,90.40%,86.30%
268,25,1938,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,77.50%,86.10%,21.4,73.50%,87.20%,84.50%,67.40%
268,25,3004,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202344,83.70%,87.50%,20.4,77.90%,85.10%,89.80%,81.30%
268,25,5485,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,84.70%,96.20%,20.7,77.10%,84.70%,91.40%,84.90%
265,25,4286,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,79.60%,76.40%,22.6,78.00%,67.20%,82.50%,88.60%
265,25,4531,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,77.00%,82.60%,25.7,71.90%,67.40%,81.90%,84.50%
208,20,2063,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,89.60%,92.80%,16,90.00%,89.20%,87.70%,91.70%
208,20,2197,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,79.10%,93.80%,22.4,71.10%,67.40%,84.20%,92.50%
208,20,2211,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,81.40%,82.30%,18.8,73.50%,81.20%,83.30%,87.50%
208,20,2541,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202344,83.70%,74.90%,16,81.90%,83.70%,83.70%,85.90%
227,20,1739,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,85.70%,91.10%,14.7,83.40%,77.20%,87.90%,91.40%
227,20,2300,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202344,84.40%,83.40%,15.9,92.20%,89.20%,79.90%,77.30%
227,20,3838,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202344,85.60%,86.60%,16.1,87.40%,89.40%,82.80%,83.60%
229,20,1883,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202344,88.60%,92.10%,18.5,87.70%,91.60%,88.60%,87.00%
229,20,2287,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202344,87.50%,95.00%,18.5,93.60%,89.10%,79.60%,87.00%
235,20,2588,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,83.30%,81.00%,17,83.50%,83.10%,75.00%,92.30%
209,20,1863,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202344,75.90%,75.10%,25.5,77.40%,85.50%,64.10%,81.40%
209,20,1927,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202344,77.80%,83.60%,20.2,75.40%,60.20%,81.30%,91.50%
209,20,2506,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202344,89.80%,98.30%,12.6,86.30%,90.30%,90.30%,92.20%
209,20,5387,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,85.00%,91.80%,10.1,76.70%,88.10%,85.90%,90.00%
214,20,1839,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,84.80%,85.30%,19.4,80.10%,83.60%,89.40%,86.30%
214,20,2266,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202344,86.90%,90.10%,15,82.10%,84.80%,90.30%,89.70%
214,20,2362,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,59.00%,86.30%,37.6,36.20%,73.00%,41.60%,75.20%
214,20,4255,,Scheduled Delivery Standard,11,At Risk,Degrading,Store Focus,202344,85.60%,82.10%,19.4,84.30%,78.50%,87.20%,90.50%
214,20,4285,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202344,73.80%,90.00%,17.3,54.70%,77.30%,81.30%,79.50%
215,20,1894,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202344,82.80%,89.70%,16.4,72.30%,86.60%,87.60%,86.00%
215,20,5285,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202344,87.40%,92.80%,17.7,92.00%,90.50%,90.50%,76.10%
216,20,2149,,Scheduled Delivery Standard,14,At Risk,Degrading,Store Focus,202344,90.80%,95.50%,12.3,82.60%,92.30%,90.90%,98.50%
216,20,3262,,Scheduled Delivery Standard,10,At Risk,Degrading,Store Focus,202344,85.20%,84.50%,13.5,81.60%,78.90%,86.60%,92.80%
316,20,2244,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202344,91.80%,97.00%,12.7,91.70%,90.40%,95.20%,89.50%
221,21,1407,,Scheduled Delivery Standard,38,Executive Review,Degrading,Store Focus,202344,88.20%,87.00%,13.9,85.10%,90.70%,88.40%,89.20%
221,21,3502,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,69.80%,77.60%,25.7,43.50%,76.40%,77.30%,80.30%
221,21,3571,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202344,77.40%,71.60%,23.7,59.50%,84.40%,84.50%,82.90%
223,21,3783,,Scheduled Delivery Standard,10,At Risk,Degrading,Store Focus,202344,73.30%,88.90%,28,53.70%,68.70%,77.60%,92.10%
223,21,5104,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202344,63.10%,75.30%,27.7,51.50%,49.50%,67.00%,77.90%
223,21,5409,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,79.20%,81.70%,18.5,70.50%,86.30%,73.00%,88.30%
225,21,1510,,Scheduled Delivery Standard,9,At Risk,Degrading,Store Focus,202344,77.30%,80.10%,21.4,57.10%,80.50%,80.20%,84.60%
225,21,2250,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202344,84.50%,94.60%,19.7,83.60%,80.70%,85.60%,88.00%
225,21,3749,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,76.80%,68.60%,18.9,63.60%,80.40%,76.70%,87.50%
225,21,4609,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202344,63.90%,81.00%,30,35.60%,64.80%,61.50%,88.50%
259,21,1140,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,85.30%,90.20%,17.2,79.00%,88.50%,85.80%,89.20%
259,21,3894,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,77.30%,81.90%,19.4,74.50%,75.00%,75.90%,83.70%
359,40,159,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202344,84.00%,84.20%,16.3,80.50%,84.80%,83.10%,88.70%
359,40,451,,Scheduled Delivery Standard,7,Active Monitoring,Degrading,Store Focus,202344,92.40%,89.60%,13.7,88.40%,92.00%,95.20%,94.10%
360,40,195,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,80.90%,89.40%,17.9,61.50%,77.10%,91.20%,92.00%
360,40,234,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202344,83.60%,90.70%,18.3,74.70%,80.30%,91.10%,86.70%
360,40,560,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202344,83.00%,82.50%,15.9,85.40%,72.00%,87.80%,85.50%
360,40,2857,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202344,86.70%,86.80%,16.4,79.40%,80.80%,93.60%,90.10%
361,40,319,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202344,86.50%,86.40%,14.7,82.20%,81.40%,91.20%,90.10%
361,40,573,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202344,80.70%,73.50%,19.4,77.90%,77.10%,83.00%,84.30%
361,40,1014,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,87.90%,92.40%,12.6,83.40%,84.20%,89.50%,94.20%
361,40,1094,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202344,76.70%,80.40%,19.3,65.70%,76.30%,86.00%,77.90%
361,40,4553,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202344,83.10%,83.90%,20,74.50%,76.30%,88.60%,90.30%
362,40,2490,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202344,69.80%,69.50%,17.7,59.40%,71.50%,74.30%,74.50%
362,40,2855,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202344,85.80%,78.50%,14.5,69.90%,90.00%,90.10%,92.10%
362,40,2955,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,76.00%,80.00%,18.1,69.20%,72.40%,78.30%,83.20%
485,59,5207,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,87.50%,81.10%,9.8,85.60%,89.40%,92.10%,82.80%
485,59,6500,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202344,91.00%,80.00%,8.9,84.70%,87.50%,93.20%,97.30%
246,21,854,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202344,93.70%,97.60%,11.9,95.90%,94.20%,89.80%,94.90%
246,21,1547,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202344,93.20%,83.70%,11.2,93.10%,94.90%,97.30%,87.70%
246,21,1962,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202344,89.80%,83.70%,15.2,93.10%,95.20%,86.80%,84.90%
247,21,1294,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202344,76.60%,83.40%,23.7,74.10%,77.60%,79.60%,75.70%
248,21,4231,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,78.50%,72.30%,19.1,67.90%,74.90%,86.70%,85.50%
217,21,2471,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,80.80%,70.60%,16.8,81.60%,87.70%,76.20%,78.50%
218,21,1564,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,73.50%,86.70%,19.9,79.30%,83.40%,74.10%,57.90%
218,21,2400,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,83.60%,91.20%,16.2,79.70%,88.10%,80.50%,87.50%
219,21,2726,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202344,77.80%,80.80%,19.3,76.90%,75.10%,72.60%,85.90%
219,21,3447,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,65.80%,76.70%,30.2,50.20%,58.90%,62.10%,86.70%
219,21,5466,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202344,86.00%,80.70%,15.9,79.10%,86.80%,90.10%,88.30%
333,40,379,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202344,78.30%,68.00%,19.5,82.30%,74.10%,80.10%,76.00%
333,40,2221,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202344,93.40%,94.30%,13.3,90.70%,89.30%,96.40%,97.50%
333,40,4381,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202344,81.90%,82.40%,20.3,80.60%,78.60%,79.30%,88.30%
357,40,179,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202344,81.90%,67.50%,20.4,77.80%,82.10%,82.80%,84.90%
339,40,60,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202344,80.90%,79.90%,21.1,74.90%,79.50%,80.50%,89.00%
339,40,1161,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202344,84.30%,77.40%,14.6,80.70%,74.30%,85.80%,91.60%
339,40,1188,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,82.10%,81.30%,21.7,82.10%,75.90%,81.40%,87.10%
339,40,1265,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202344,76.00%,87.40%,20.3,82.40%,82.40%,62.70%,79.30%
339,40,2616,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202344,73.80%,78.90%,31.7,59.00%,74.30%,84.30%,77.10%
339,40,5313,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202344,90.20%,87.40%,14,84.40%,89.10%,93.30%,93.90%
339,40,5927,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,87.80%,96.20%,16.4,88.30%,88.70%,86.50%,88.50%
340,40,1177,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,84.10%,94.70%,16.9,76.00%,79.30%,89.30%,91.30%
340,40,1514,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202344,87.60%,83.00%,14.6,88.80%,85.60%,92.10%,83.30%
340,40,2213,,Scheduled Delivery Standard,32,Executive Review,Degrading,Store Focus,202344,70.60%,90.50%,30.5,76.60%,58.70%,69.60%,74.30%
340,40,2694,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202344,91.40%,96.00%,15.1,89.20%,86.20%,95.10%,95.00%
340,40,3061,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202344,74.70%,83.40%,20.4,63.50%,62.20%,85.60%,83.00%
340,40,5150,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,84.30%,92.90%,12.9,75.80%,84.60%,89.30%,88.40%
341,40,201,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202344,86.60%,88.20%,18,92.50%,95.10%,83.70%,80.20%
341,40,1071,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202344,90.50%,94.40%,17.4,93.20%,88.10%,92.00%,88.30%
263,53,1490,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202344,88.30%,89.60%,13.4,88.80%,89.90%,85.40%,89.20%
263,53,1955,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202344,88.70%,89.00%,16.3,93.10%,90.30%,88.80%,83.10%
263,53,5398,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202344,83.40%,89.30%,18.3,88.90%,81.40%,84.60%,78.00%
425,53,1971,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202344,89.40%,87.10%,15.8,82.10%,87.20%,95.40%,94.80%
441,53,3857,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202344,82.20%,88.40%,12.3,74.50%,85.20%,81.00%,88.20%
442,53,1515,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202344,75.50%,88.90%,12.4,75.20%,75.80%,74.40%,76.80%
435,53,2668,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,86.90%,84.80%,14.6,86.80%,81.90%,89.90%,87.90%
444,53,1012,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202344,88.80%,94.80%,10.7,87.30%,89.80%,87.20%,91.40%
444,53,2452,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202344,67.90%,86.30%,29.9,77.80%,66.40%,64.70%,63.30%
444,53,2658,,Scheduled Delivery Standard,11,At Risk,Degrading,Store Focus,202344,79.90%,85.90%,15.8,61.10%,75.60%,90.10%,91.80%
444,53,5438,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,81.60%,86.20%,20.2,83.20%,77.10%,81.30%,83.70%
444,53,6394,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202344,76.10%,87.70%,21.9,64.50%,76.70%,90.80%,74.90%
438,53,5127,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202344,87.00%,87.80%,12.3,87.90%,85.30%,88.70%,85.60%
440,53,1453,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,90.50%,87.60%,13,88.60%,95.00%,90.60%,88.80%
1,14,991,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,70.20%,90.80%,20.6,38.00%,88.10%,75.30%,72.70%
8,14,930,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202344,86.60%,90.40%,14.2,89.90%,79.80%,85.50%,89.90%
8,14,938,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202344,78.40%,81.40%,17.8,75.80%,64.90%,80.70%,91.50%
8,14,5348,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,70.60%,68.60%,21.2,79.10%,54.60%,71.90%,74.90%
13,14,1229,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202344,80.20%,91.80%,16,72.90%,68.90%,88.20%,88.60%
13,14,1481,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,53.00%,74.50%,40.7,52.70%,48.80%,44.30%,62.20%
13,14,2111,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,59.60%,69.60%,30.1,56.30%,53.20%,55.00%,72.40%
13,14,4497,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,64.80%,80.40%,26.1,80.20%,67.30%,31.70%,77.50%
544,72,4504,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202344,74.70%,81.30%,17.9,82.70%,64.70%,70.90%,79.50%
14,14,990,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,83.50%,90.60%,18.6,85.70%,69.50%,88.00%,85.90%
15,14,3439,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,85.80%,91.90%,24.3,83.50%,82.40%,89.30%,87.90%
