Store,XS Men ,S Men ,M Men ,L Men ,XL Men ,2X Men ,3X Men ,4X Men ,5X Men ,6X Men ,7X Men ,8X Men ,XS Women ,S Women ,M Women ,L Women ,XL Women ,2X Women ,3X Women ,4X Women ,5X Women ,6X Women ,7X Women ,8X Women 
5108,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5109,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5110,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5111,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5122,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5125,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5131,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5132,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5135,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5143,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5149,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5170,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5178,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5179,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5182,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5183,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5188,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5200,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5201,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5204,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5205,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5206,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5207,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5219,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5221,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5228,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5229,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5246,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5255,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5256,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5257,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5258,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5259,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5265,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5267,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5269,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5273,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5279,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5286,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5290,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5291,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5294,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5297,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5306,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5308,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5310,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5314,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5323,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5327,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5328,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5336,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5340,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5341,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5345,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5353,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5356,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5360,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5364,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5365,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5366,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5367,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5371,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5372,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5378,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5381,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5383,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5392,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5408,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5421,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5423,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5427,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5433,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5440,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5444,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5446,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5448,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5451,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5452,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5453,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5459,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5460,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5464,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5467,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5482,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5483,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5490,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5492,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5498,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5601,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5602,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5604,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5608,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5610,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5613,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5614,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5615,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5616,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5622,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5623,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5624,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5627,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5629,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5633,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5634,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5635,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5641,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5654,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5658,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5659,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5661,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5664,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5668,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5675,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5676,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5678,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5683,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5684,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5689,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5691,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5692,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5693,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5695,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5700,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5704,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5715,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5716,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5719,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5722,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5725,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5726,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5731,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5734,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5737,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5738,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5741,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5744,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5754,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5758,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5759,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5760,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5766,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5769,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5771,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5773,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5774,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5776,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5779,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5780,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5782,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5787,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5789,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5790,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5791,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5799,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5805,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5814,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5816,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5817,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5819,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5824,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5828,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5829,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5832,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5835,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5840,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5846,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5847,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5848,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5853,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5858,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5861,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5869,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5871,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5876,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5880,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5889,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5894,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5903,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5907,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5908,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5911,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5923,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5925,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5938,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5944,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5945,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5960,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5962,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5963,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5969,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5979,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5988,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5991,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5994,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
5996,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6078,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6098,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6149,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6159,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6165,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6166,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6170,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6172,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6174,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6207,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6226,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6233,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6243,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6263,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6323,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6395,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6470,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6476,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6500,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6531,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6578,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6583,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6585,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6587,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6588,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6590,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6732,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6798,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6813,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6814,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6828,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6849,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6850,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6876,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6894,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6936,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6937,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6941,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6942,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6943,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6951,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6953,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6960,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6962,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6966,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6968,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6971,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
6975,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7004,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7043,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7062,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7072,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7127,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7129,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7137,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7146,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7162,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7168,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7174,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7177,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7180,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7181,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7188,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7194,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7206,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7222,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7224,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7229,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7232,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7233,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7235,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7240,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7241,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7242,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7243,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
7246,0,1,3,2,3,2,1,1,1,1,0,0,2,1,5,4,2,2,2,0,1,1,0,0
