Store Number,Link,Number of Scales,Tracking for Scales Shipment,Power/Data Install Date,Power/Data Install Vendor,Scale Install Date,Scale Install Vendor,Floorplan,Give Feedback
4420,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4420_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/28/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4421,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4421_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,8/3/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4423,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4423_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/20/2023,Wachter,9/8/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4424,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4424_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,#N/A,,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
4425,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4425_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/31/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4426,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4426_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,8/2/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4427,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4427_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/31/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4428,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4428_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,781558935262; 781558937287; 781558938386; 781558939154,7/30/2023,Wachter,8/3/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4430,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4430_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/10/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4431,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4431_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,6/22/2023,Wachter,8/21/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4432,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4432_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,9/27/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4434,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4434_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,8/6/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4435,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4435_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,#N/A,,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4436,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4436_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,781447764138; 781447765627; 781447767104; 781447767310,7/11/2023,Wachter,8/9/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4438,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4438_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,7/25/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4439,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4439_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/11/2023,Telaid,9/12/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4440,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4440_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/13/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4441,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4441_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,781561934814; 781561935821; 781561936390,8/2/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4443,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4443_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,8/29/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4444,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4444_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,780577007370; 780577010870; 780577011535; 780577012440,6/21/2023,Wachter,7/14/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4445,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4445_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,9/5/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4446,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4446_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,781454303229; 781454304534; 781454308404; 781454309168; 781454310920,7/31/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4450,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4450_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/10/2023,Wachter,9/19/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4451,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4451_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,8/15/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4452,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4452_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,9/13/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4453,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4453_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,9/18/2023,Telaid,10/12/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4456,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4456_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/28/2023,Telaid,9/7/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4457,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4457_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/29/2023,Wachter,9/12/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4458,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4458_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/9/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4459,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4459_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/24/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4460,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4460_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/13/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4461,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4461_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/5/2023,Wachter,10/12/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4464,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4464_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,8/8/2023,Telaid,8/11/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4465,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4465_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,781539231847; 781539234044; 781539235246,7/25/2023,Telaid,8/4/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4466,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4466_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,10/11/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4468,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4468_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,8/9/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4469,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4469_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,8/14/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4470,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4470_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,11/20/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
4471,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4471_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/14/2023,Telaid,9/21/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4472,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4472_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/15/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4473,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4473_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/26/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4474,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4474_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,TBD,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
4475,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4475_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,12/14/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
4476,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4476_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,8/22/2023,Wachter,9/7/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4477,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4477_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/18/2023,Wachter,10/18/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4478,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4478_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,11/22/2023,Telaid,12/4/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4479,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4479_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/5/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
4482,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4482_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/2/2023,Wachter,10/25/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4483,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4483_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/17/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4484,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4484_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/21/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4487,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4487_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/3/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4488,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4488_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/21/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
4490,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4490_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,9/27/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4491,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4491_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,9/19/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4494,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4494_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,8/24/2023,Telaid,9/6/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4497,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4497_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/24/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4498,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4498_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/30/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4499,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4499_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/23/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4501,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4501_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/9/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
4503,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4503_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,9/14/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4504,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4504_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/5/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4506,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4506_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/7/2023,Wachter,10/27/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4508,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4508_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/26/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
