STORE,Effective Week,D3 C70 Moving Ftg,D3 C231 Soho Ftg,D12 C72 Moving Ftg,D12 Flooring Ftg
1184,37,0,20,24,0
1185,37,0,20,16,0
1186,37,0,20,32,0
1187,37,0,12,16,0
1188,37,0,20,8,0
1189,37,0,12,12,0
1190,37,0,20,20,0
1191,37,0,20,16,0
1192,37,24,0,0,0
1193,37,0,20,20,0
1194,37,0,20,12,0
1195,37,0,20,20,0
1196,37,0,12,8,0
1197,37,0,20,16,0
1198,37,0,20,32,0
1199,37,0,20,20,0
1200,37,0,20,32,0
1201,37,0,12,12,0
1202,37,0,12,16,0
1203,37,0,12,24,0
1204,37,0,0,8,0
1205,37,0,20,12,0
1206,37,0,20,32,0
1207,37,0,20,24,0
1209,37,0,20,8,0
1210,37,0,12,16,0
1211,37,0,20,20,0
1212,37,0,20,24,0
1213,37,0,12,32,0
1214,37,0,12,16,0
1215,37,0,20,8,0
1216,37,0,20,32,0
1217,37,0,12,16,0
1218,37,0,20,32,0
1219,37,0,20,20,0
1220,37,0,12,32,0
1221,37,0,20,20,0
1222,37,0,12,20,0
1223,37,0,12,24,0
1224,37,0,20,24,0
1225,37,0,20,16,0
1226,37,0,12,20,0
1227,37,0,20,24,0
1228,37,0,20,16,0
1229,37,32,0,0,0
1230,37,0,12,28,0
1231,37,0,12,20,0
1232,37,0,20,32,0
1233,37,0,20,16,0
1234,37,0,12,20,0
1235,37,0,12,8,0
1236,37,0,0,8,0
1237,37,0,20,20,0
1238,37,0,20,32,0
1239,37,0,20,16,0
1240,37,0,12,32,0
1241,37,0,20,12,0
1242,37,0,20,20,0
1243,37,0,20,20,0
1244,37,0,0,12,0
1245,37,0,20,28,0
1247,37,0,12,20,0
1248,37,0,20,20,0
1249,37,0,20,20,0
1252,37,28,0,0,0
1253,37,0,20,28,0
1254,37,0,20,28,8
1255,37,0,12,20,0
1256,37,0,20,20,0
1257,37,0,12,16,8
1259,37,0,20,16,0
1260,37,0,8,24,0
1261,37,0,20,28,0
1263,37,0,12,12,0
1264,37,0,20,16,0
1265,37,0,12,8,0
1266,37,0,20,20,0
1267,37,0,20,16,0
1268,37,0,20,12,0
1270,37,0,20,20,0
1271,37,0,12,20,0
1272,37,0,12,8,0
1273,37,0,12,20,0
1274,37,0,20,20,0
1275,37,0,20,20,0
1276,37,0,20,24,0
1277,37,28,0,0,0
1279,37,0,12,20,0
1280,37,0,20,32,0
1281,37,0,20,20,0
1282,37,0,12,8,0
1283,37,0,20,28,8
1284,37,0,20,32,0
1285,37,0,20,20,0
1286,37,0,20,16,0
1287,37,0,20,20,0
1288,37,0,12,8,0
1289,37,0,20,24,0
1290,37,0,20,32,0
1291,37,0,20,32,0
1292,37,0,20,32,0
1293,37,0,20,12,0
1294,37,0,20,20,0
1295,37,0,12,8,0
1296,37,0,20,12,0
1297,37,0,20,32,8
1298,37,0,20,32,0
1299,37,0,20,20,0
1300,37,0,20,20,0
1301,37,0,20,20,0
1302,37,0,12,20,0
1303,37,0,20,32,0
1304,37,0,20,20,0
1305,37,0,20,8,0
1306,37,0,12,24,0
1307,37,0,20,12,0
1308,37,0,20,20,0
1309,37,0,20,20,0
1310,37,0,20,20,0
1311,37,0,20,20,0
1312,37,0,20,16,0
1313,37,0,12,16,0
1314,37,0,20,20,0
1315,37,0,20,28,0
1316,37,24,0,0,0
1317,37,0,20,20,0
1318,37,0,0,8,0
1319,37,0,12,24,0
1320,37,0,20,32,0
1321,37,0,20,16,0
1322,37,0,20,12,0
1323,37,0,20,16,0
1324,37,0,12,12,0
1325,37,0,20,20,0
1326,37,0,20,32,0
1327,37,0,20,16,0
1328,37,0,20,8,0
1329,37,0,12,16,0
1330,37,0,12,12,0
1331,37,0,20,28,0
1332,37,0,20,12,0
1333,37,0,20,16,0
1334,37,0,20,16,0
1335,37,0,12,12,0
1336,37,0,20,8,0
1337,37,0,12,16,0
1338,37,0,20,16,0
1339,37,0,20,16,0
1340,37,0,12,20,0
1341,37,0,20,8,0
1342,37,0,20,20,0
1344,37,0,20,8,0
1345,37,0,20,16,0
1346,37,0,20,12,0
1347,37,0,20,24,0
1348,37,0,20,24,0
1349,37,0,20,32,0
1350,37,0,20,24,0
1351,37,0,20,28,8
1352,37,0,12,12,0
1353,37,0,20,24,0
1354,37,0,20,20,0
1355,37,0,20,24,0
1356,37,0,20,20,8
1357,37,0,12,24,0
1358,37,0,20,28,0
1359,37,0,20,8,0
1360,37,0,20,20,0
1361,37,0,20,20,0
1362,37,0,20,20,0
1363,37,0,12,8,0
1364,37,0,20,20,0
1365,37,24,0,0,0
1366,37,16,0,0,0
1367,37,0,20,16,0
1368,37,24,0,0,0
1369,37,0,12,20,0
1370,37,0,12,20,0
1371,37,28,0,0,0
1372,37,0,20,24,0
1373,37,0,20,8,0
1374,37,0,20,32,0
1375,37,0,12,20,0
1376,37,0,20,20,0
1377,37,0,20,20,0
1378,37,0,20,8,0
1379,37,0,0,12,0
1380,37,0,20,16,0
1381,37,0,20,28,8
1382,37,0,20,16,0
1383,37,0,12,12,0
1384,37,0,12,20,0
1385,37,0,20,20,0
1386,37,0,20,20,0
1387,37,0,20,28,0
1388,37,0,20,12,0
1389,37,0,12,20,0
1390,37,0,20,32,0
1391,37,0,20,20,0
1392,37,0,20,16,0
1393,37,0,20,12,0
1394,37,0,20,16,0
1395,37,0,20,16,0
1396,37,0,20,20,0
1397,37,0,20,32,0
1398,37,0,20,24,0
1399,37,0,20,20,0
1400,37,0,20,8,0
1401,37,0,20,24,0
1403,37,0,20,16,0
1404,37,0,20,28,0
1405,37,0,20,12,0
1406,37,0,20,32,0
1407,37,0,20,20,0
1408,37,0,20,24,0
1409,37,0,20,32,0
1410,37,0,20,32,0
1411,37,0,12,32,0
1412,37,0,20,32,0
1413,37,0,20,20,0
1414,37,0,20,24,0
1415,37,0,12,8,0
1416,37,0,20,28,0
1417,37,0,12,24,0
1418,37,0,20,28,0
1419,37,0,20,20,0
1420,37,0,20,20,0
1421,37,0,20,12,0
1422,37,0,20,28,0
1423,37,0,20,12,0
1424,37,0,20,20,0
1425,37,0,20,24,0
1426,37,0,20,20,0
1427,37,0,20,32,0
1428,37,0,12,20,0
1429,37,0,20,12,0
1430,37,0,20,32,0
1431,37,0,20,24,0
1432,37,0,20,16,0
1433,37,0,20,16,0
1434,37,0,20,32,0
1435,37,0,12,8,0
1436,37,0,20,20,0
1437,37,0,12,8,0
1438,37,36,0,0,0
1439,37,0,12,24,0
1440,37,0,20,32,0
1441,37,0,20,8,0
1442,37,0,20,24,0
1443,37,0,12,12,0
1444,37,0,20,32,0
1445,37,0,20,24,0
1446,37,0,20,32,0
1447,37,0,12,20,0
1448,37,0,20,16,0
1449,37,0,20,16,0
1450,37,0,20,20,0
1451,37,0,12,12,0
1452,37,0,12,24,0
1453,37,0,20,16,0
1454,37,0,20,24,0
1455,37,0,20,12,0
1456,37,0,20,12,0
1457,37,0,20,28,8
1458,37,0,20,8,0
1459,37,0,20,12,0
1460,37,0,20,8,0
1461,37,0,20,16,0
1462,37,0,12,12,0
1463,37,0,20,12,0
1464,37,0,20,24,0
1465,37,0,20,24,0
1466,37,0,12,20,0
1467,37,0,12,20,0
1468,37,0,20,16,0
1469,37,0,20,20,0
1470,37,0,12,16,0
1471,37,0,12,8,0
1472,37,0,20,20,0
1473,37,32,0,0,0
1474,37,0,20,16,0
1475,37,12,0,0,0
1476,37,0,20,24,0
1477,37,0,20,28,8
1478,37,0,20,28,0
1479,37,0,20,12,0
1480,37,16,0,0,0
1481,37,0,0,8,0
1482,37,0,20,28,0
1483,37,0,20,24,0
1485,37,0,20,20,0
1486,37,0,20,20,0
1487,37,0,20,16,0
1488,37,0,20,28,0
1489,37,0,20,8,0
1490,37,0,20,16,0
1491,37,0,20,16,0
1492,37,0,20,16,0
1493,37,0,12,20,0
1494,37,0,20,32,0
1495,37,0,20,12,0
1496,37,0,12,24,0
1497,37,0,20,8,0
1498,37,36,0,0,0
1499,37,0,12,8,0
1500,37,0,12,12,0
1501,37,0,12,32,0
1502,37,0,12,20,0
1503,37,36,0,0,0
1504,37,0,20,12,0
1505,37,0,20,12,0
1506,37,0,12,16,0
1507,37,0,20,8,0
1508,37,0,12,32,0
1509,37,0,12,16,0
1510,37,0,20,28,0
1511,37,0,20,24,0
1512,37,20,0,0,0
1513,37,0,12,28,0
1514,37,0,20,20,0
1515,37,0,20,8,0
1516,37,0,20,24,0
1517,37,0,12,20,0
1518,37,0,20,24,0
1519,37,0,20,20,0
1520,37,0,12,12,0
1521,37,0,20,16,0
1522,37,0,20,28,0
1523,37,0,0,8,0
1524,37,0,20,20,0
1525,37,0,20,20,0
1526,37,0,20,8,0
1527,37,0,20,16,0
1528,37,0,20,24,0
1529,37,0,20,20,0
1530,37,0,20,16,0
1531,37,0,20,12,0
1532,37,0,20,32,0
1533,37,0,20,32,0
1534,37,0,20,12,0
1535,37,0,20,20,0
1536,37,0,20,32,0
1537,37,0,12,12,0
1538,37,0,20,32,0
1539,37,0,20,12,0
1540,37,0,0,8,0
1541,37,0,20,28,0
1542,37,0,12,24,0
1543,37,0,12,16,0
1544,37,24,0,0,0
1545,37,0,20,20,0
1546,37,0,12,8,0
1547,37,0,20,16,0
1548,37,0,20,8,0
1549,37,0,20,16,0
1550,37,8,0,0,0
1551,37,0,20,20,0
1552,37,0,20,20,0
1553,37,36,0,0,0
1554,37,0,20,32,0
1555,37,0,20,24,0
1556,37,0,20,20,0
1557,37,0,20,8,0
1558,37,0,20,28,8
1559,37,20,0,0,0
1560,37,0,20,32,0
1561,37,0,20,16,0
1562,37,0,12,8,0
1563,37,0,20,8,0
1564,37,0,20,16,0
1565,37,0,20,20,0
1566,37,0,20,32,0
1567,37,0,20,20,0
1568,37,0,20,20,0
1569,37,0,12,32,0
1570,37,0,20,8,0
1571,37,0,20,16,0
1572,37,0,20,12,0
1573,37,0,20,20,0
1574,37,0,20,24,0
1575,37,0,20,20,0
1576,37,20,0,0,0
1577,37,0,12,24,0
1578,37,0,20,32,0
1579,37,0,20,12,0
1580,37,0,20,20,0
1581,37,0,20,16,0
1583,37,0,12,20,0
1584,37,0,20,32,0
1585,37,0,12,12,0
1586,37,0,20,32,0
1587,37,0,12,16,0
1588,37,0,20,20,0
1589,37,0,12,8,0
1590,37,0,20,32,0
1591,37,0,20,16,8
1592,37,0,12,20,0
1593,37,24,0,0,0
1594,37,0,20,20,0
1595,37,0,20,20,0
1596,37,0,20,12,0
1597,37,0,20,28,0
1598,37,0,20,16,0
1599,37,0,12,20,0
1600,37,0,12,28,0
1601,37,32,0,0,0
1602,37,0,20,20,0
1603,37,0,8,8,0
1604,37,0,20,32,0
1605,37,0,20,20,8
1606,37,0,20,16,0
1607,37,0,20,16,0
1608,37,0,12,20,0
1609,37,0,12,12,0
1610,37,0,20,16,0
1611,37,0,20,24,0
1612,37,0,20,28,8
1613,37,0,20,24,0
1614,37,0,20,16,0
1615,37,0,20,20,0
1616,37,0,20,8,0
1617,37,0,20,32,0
1618,37,32,0,0,0
1619,37,0,20,32,0
1620,37,0,20,20,0
1621,37,0,20,12,0
1622,37,0,20,24,0
1623,37,0,20,8,0
1624,37,0,20,20,0
1625,37,0,20,20,0
1626,37,0,20,24,0
1627,37,0,20,16,0
1628,37,0,20,16,0
1629,37,12,0,0,0
1630,37,0,20,20,0
1631,37,0,20,24,0
1632,37,0,12,32,0
1633,37,0,20,20,0
1634,37,0,12,20,0
1635,37,36,0,0,0
1636,37,0,20,16,0
1637,37,0,20,24,0
1638,37,0,12,20,0
1639,37,0,12,20,0
1640,37,0,20,20,0
1641,37,0,20,16,0
1642,37,0,20,12,0
1643,37,0,20,24,0
1644,37,0,20,8,0
1645,37,0,20,20,0
1646,37,0,20,12,0
1647,37,0,12,28,0
1648,37,0,20,16,0
1649,37,0,20,16,0
1650,37,0,12,20,0
1651,37,28,0,0,0
1652,37,0,0,16,0
1653,37,0,12,20,0
1654,37,0,20,16,0
1655,37,0,20,24,0
1656,37,0,12,24,0
1657,37,0,20,12,0
1658,37,0,8,16,0
1659,37,0,12,20,0
1660,37,0,20,32,0
1661,37,0,20,8,0
1662,37,0,20,12,0
1663,37,0,20,28,8
1664,37,0,20,20,0
1665,37,0,20,32,0
1666,37,0,20,16,0
1667,37,28,0,0,0
1668,37,0,20,20,0
1669,37,0,20,32,0
1670,37,0,20,16,0
1671,37,0,20,16,0
1672,37,0,0,8,0
1673,37,0,20,8,0
1674,37,0,20,24,0
1675,37,0,20,20,0
1676,37,0,20,28,0
1677,37,0,20,16,0
1678,37,0,20,12,0
1679,37,0,20,28,0
1680,37,0,12,20,0
1681,37,0,20,8,0
1682,37,0,20,8,0
1683,37,0,20,16,0
1684,37,0,12,12,8
1685,37,0,12,12,0
1686,37,0,20,12,0
1687,37,0,20,12,0
1688,37,0,20,16,0
1689,37,36,0,0,0
1690,37,0,20,20,0
1691,37,0,20,16,0
1692,37,0,20,20,0
1693,37,0,12,20,0
1694,37,0,12,12,0
1695,37,0,8,24,0
1696,37,0,12,16,0
1697,37,0,20,16,0
1698,37,0,20,20,0
1699,37,0,20,24,0
1700,37,32,0,0,0
1701,37,0,12,8,0
1702,37,0,12,20,0
1703,37,0,0,20,0
1704,37,0,20,24,0
1705,37,0,20,20,0
1707,37,0,20,28,0
1708,37,0,20,24,0
1709,37,0,20,12,0
1710,37,0,20,24,0
1711,37,0,20,24,0
1712,37,0,20,24,0
1713,37,0,12,24,8
1714,37,0,20,32,0
1715,37,0,12,12,0
1716,37,0,12,16,8
1717,37,0,20,32,0
1718,37,0,20,28,0
1719,37,0,20,20,0
1720,37,0,12,20,0
1721,37,0,20,20,0
1722,37,0,20,8,0
1723,37,0,20,28,0
1724,37,0,12,20,0
1726,37,0,20,16,0
1727,37,0,20,8,0
1728,37,0,20,24,0
1729,37,0,20,12,0
1730,37,0,12,20,0
1731,37,0,20,20,0
1732,37,0,12,12,0
1733,37,0,20,32,0
1734,37,32,0,0,0
1735,37,0,20,32,0
1736,37,0,20,8,0
1737,37,0,20,20,0
1738,37,0,12,20,0
1739,37,0,20,20,0
1740,37,0,12,16,0
1741,37,0,20,24,0
1742,37,0,20,20,0
1743,37,0,20,20,0
1744,37,0,20,16,0
1745,37,0,20,12,8
1746,37,0,20,28,0
1747,37,0,0,8,0
1748,37,0,20,20,0
1749,37,0,12,20,0
1750,37,0,20,24,0
1751,37,0,20,20,0
1752,37,0,20,12,0
1753,37,0,20,12,0
1754,37,0,20,16,0
1755,37,0,20,24,0
1756,37,0,20,8,0
1757,37,0,20,20,0
1758,37,0,20,20,0
1759,37,0,20,20,0
1760,37,0,20,20,0
1761,37,0,20,12,0
1762,37,0,20,24,0
1763,37,0,20,16,0
1764,37,0,20,8,0
1765,37,0,12,24,0
1766,37,0,20,20,0
1767,37,0,20,20,0
1768,37,0,20,32,0
1769,37,0,20,24,0
1770,37,0,20,20,0
1771,37,0,20,16,0
1772,37,0,20,8,0
1773,37,0,20,28,0
1774,37,0,20,24,0
1775,37,0,12,20,0
1776,37,0,20,20,0
1777,37,0,20,24,0
1778,37,0,12,28,0
1779,37,32,0,0,0
1780,37,0,20,16,0
1781,37,0,20,32,0
1782,37,0,20,12,0
1783,37,0,20,16,0
1784,37,0,20,32,0
1785,37,0,20,20,0
1786,37,0,20,20,0
1787,37,36,0,0,0
1788,37,0,20,32,0
1789,37,0,20,24,0
1790,37,0,20,24,0
1791,37,0,20,20,8
1792,37,0,20,28,0
1793,37,0,20,12,0
1794,37,0,20,24,0
1795,37,0,12,12,0
1796,37,0,20,32,0
1797,37,0,20,20,0
1798,37,28,0,0,0
1799,37,0,20,16,0
1800,37,0,20,20,0
1801,37,32,0,0,0
1802,37,0,20,28,0
1803,37,0,20,20,0
1804,37,0,20,20,0
1805,37,0,12,24,0
1806,37,0,20,16,0
1807,37,0,20,12,0
1808,37,12,0,0,0
1809,37,0,20,28,8
1810,37,0,12,20,0
1811,37,0,20,8,0
1812,37,20,0,0,0
1813,37,0,20,24,8
1814,37,0,20,16,0
1815,37,0,20,28,0
1816,37,16,0,0,0
1817,37,0,20,8,0
1819,37,0,12,32,0
1820,37,0,12,12,0
1821,37,0,20,8,0
1822,37,0,0,0,0
1823,37,0,20,20,8
1825,37,0,20,32,0
1826,37,28,0,0,0
1827,37,0,20,20,0
1828,37,0,20,8,0
1829,37,16,0,0,0
1830,37,0,20,20,0
1831,37,0,12,12,0
1832,37,0,20,20,0
1833,37,0,20,28,0
1834,37,0,12,20,0
1835,37,0,20,32,0
1836,37,0,20,20,0
1837,37,0,20,20,0
1838,37,0,20,32,0
1839,37,0,20,16,8
1840,37,0,20,20,0
1841,37,0,20,20,0
1842,37,0,20,20,0
1843,37,0,20,12,0
1844,37,0,20,20,0
1845,37,0,12,20,0
1846,37,0,20,24,0
1847,37,0,20,20,0
1848,37,0,20,16,0
1849,37,0,20,8,0
1850,37,0,20,24,0
1851,37,0,20,12,0
1852,37,0,20,32,0
1853,37,0,20,32,0
1854,37,0,0,0,0
1855,37,0,12,12,0
1856,37,0,20,24,0
1857,37,0,20,16,0
1858,37,0,12,12,0
1859,37,0,20,28,0
1860,37,0,20,20,0
1861,37,0,20,20,0
1862,37,0,20,16,0
1863,37,0,20,8,0
1864,37,0,20,20,0
1865,37,0,12,20,0
1866,37,0,12,12,0
1867,37,0,20,20,0
1868,37,0,20,32,0
1869,37,0,20,20,0
1870,37,0,20,32,0
1871,37,0,20,16,0
1872,37,0,12,24,0
1873,37,0,20,20,0
1874,37,0,12,16,0
1875,37,0,20,8,0
1876,37,0,12,20,0
1877,37,0,20,20,0
1878,37,0,20,24,0
1879,37,0,20,20,0
1880,37,0,20,28,0
1881,37,0,20,28,0
1882,37,0,12,8,0
1883,37,0,20,24,0
1884,37,0,20,24,0
1885,37,0,20,12,0
1886,37,0,20,20,0
1887,37,0,20,20,0
1888,37,0,20,32,0
1889,37,0,20,28,0
1890,37,0,12,20,0
1891,37,0,20,20,0
1892,37,0,20,16,0
1893,37,0,20,32,0
1894,37,0,20,12,0
1895,37,0,20,8,0
1896,37,0,12,0,0
1897,37,0,20,8,0
1898,37,0,20,8,0
1899,37,0,20,20,0
1900,37,0,20,24,0
1901,37,0,20,24,0
1902,37,0,20,32,0
1903,37,0,20,12,0
1904,37,0,20,28,0
1905,37,0,20,20,0
1906,37,0,12,8,0
1907,37,0,20,16,0
1908,37,0,20,16,0
1909,37,0,20,24,0
1910,37,24,0,0,0
1911,37,0,20,16,0
1912,37,32,0,0,0
1913,37,0,20,16,0
1914,37,0,20,12,0
1915,37,0,12,32,0
1916,37,0,12,20,0
1917,37,0,20,20,0
1918,37,0,20,12,0
1919,37,12,0,0,0
1920,37,0,20,20,0
1921,37,0,12,20,0
1922,37,0,20,12,0
1923,37,0,12,8,0
1924,37,0,20,8,0
1925,37,0,20,16,0
1926,37,0,12,12,0
1927,37,0,12,20,0
1928,37,0,20,16,0
1929,37,0,20,20,0
1930,37,0,20,32,0
1931,37,0,12,16,0
1932,37,0,12,8,0
1933,37,0,12,20,0
1934,37,24,0,0,0
1935,37,0,12,8,0
1936,37,0,12,16,0
1937,37,0,20,28,0
1938,37,0,20,8,0
1939,37,0,20,12,0
1940,37,0,12,16,0
1941,37,0,20,12,0
1942,37,0,20,20,0
1943,37,0,20,20,0
1945,37,0,12,20,0
1946,37,0,20,20,0
1947,37,0,20,24,0
1948,37,0,20,16,0
1949,37,0,20,12,0
1950,37,0,12,16,0
1951,37,0,20,24,0
1952,37,0,20,20,0
1953,37,0,12,8,0
1954,37,0,20,20,0
1955,37,0,20,24,0
1956,37,0,20,12,0
1957,37,0,12,20,0
1958,37,0,12,20,8
1959,37,0,20,24,0
1960,37,0,20,32,0
1961,37,0,20,24,8
1962,37,0,20,32,8
1963,37,0,20,16,0
1964,37,0,20,20,0
1965,37,0,20,12,0
1966,37,0,20,20,0
1967,37,0,20,20,0
1968,37,0,20,16,0
1969,37,36,0,0,0
1970,37,0,12,20,0
1971,37,0,20,20,0
1972,37,0,20,28,0
1973,37,0,12,24,0
1974,37,0,12,12,0
1975,37,0,12,12,0
1976,37,0,20,20,0
1977,37,0,20,20,0
1978,37,0,20,20,0
1979,37,0,20,12,0
1980,37,0,20,20,0
1981,37,0,20,0,0
1982,37,0,20,8,0
1983,37,0,20,16,0
1984,37,0,20,20,0
1985,37,32,0,0,0
1986,37,0,20,24,0
1987,37,0,20,24,0
1988,37,0,20,32,0
1989,37,0,20,20,0
1990,37,0,20,20,0
1991,37,0,20,32,0
1992,37,0,20,20,0
1993,37,0,20,20,0
1994,37,0,20,20,0
1995,37,0,20,32,0
1996,37,16,0,0,0
1997,37,0,20,24,0
1998,37,0,20,32,0
1999,37,0,20,20,0
2000,37,0,20,12,0
2001,37,0,12,16,0
2002,37,0,20,16,0
2003,37,0,20,28,0
2004,37,0,20,20,0
2005,37,0,20,20,0
2006,37,0,12,20,0
2007,37,0,20,20,0
2008,37,16,0,0,0
2009,37,0,20,20,0
2010,37,0,20,20,0
2012,37,0,20,20,0
2013,37,0,12,24,0
2014,37,32,0,0,0
2015,37,0,12,20,0
2016,37,0,12,20,0
2019,37,0,20,8,0
2020,37,0,20,16,0
2021,37,36,0,0,0
2022,37,0,20,20,0
2023,37,0,20,8,0
2024,37,0,20,24,8
2025,37,0,20,12,0
2026,37,0,0,0,0
2027,37,0,20,28,0
2028,37,0,20,20,0
2030,37,0,20,32,0
2031,37,0,20,32,0
2032,37,0,12,12,0
2033,37,0,20,12,0
2035,37,0,20,16,0
2036,37,0,20,28,0
2037,37,0,20,32,0
2038,37,0,20,24,0
2039,37,0,20,8,0
2040,37,0,20,16,0
2041,37,0,12,20,0
2043,37,0,12,12,0
2044,37,0,20,20,0
2045,37,0,12,24,0
2046,37,0,20,20,0
2047,37,36,0,0,0
2048,37,0,20,20,0
2049,37,0,20,28,8
2050,37,36,0,0,0
2051,37,0,20,32,0
2052,37,0,12,20,0
2053,37,0,20,20,0
2054,37,0,20,20,0
2055,37,0,20,32,0
2056,37,0,20,12,0
2057,37,0,12,20,8
2058,37,0,20,8,0
2059,37,0,12,16,0
2061,37,0,12,20,0
2062,37,0,12,16,0
2063,37,0,20,24,0
2064,37,0,12,24,0
2065,37,0,20,32,0
2066,37,28,0,0,0
2067,37,0,0,0,0
2068,37,0,20,20,0
2069,37,0,20,32,0
2070,37,0,20,16,0
2071,37,0,20,24,0
2072,37,0,0,0,0
2073,37,0,20,16,0
2074,37,0,12,28,0
2075,37,0,12,12,0
2077,37,20,0,0,0
2078,37,0,20,28,8
2079,37,0,12,16,0
2080,37,0,20,20,0
2081,37,0,20,28,0
2082,37,0,20,8,0
2083,37,0,20,16,0
2084,37,0,20,20,0
2085,37,0,0,0,0
2086,37,0,20,32,0
2087,37,0,20,20,0
2088,37,0,20,28,0
2089,37,0,20,16,0
2090,37,0,20,20,0
2091,37,0,12,32,0
2092,37,0,20,24,0
2093,37,0,20,32,0
2094,37,0,20,20,0
2095,37,0,20,24,0
2096,37,0,20,12,0
2097,37,0,20,16,0
2098,37,0,12,16,0
2099,37,0,20,24,0
2100,37,0,12,20,0
2101,37,0,12,20,0
2102,37,0,0,8,0
2103,37,0,20,24,0
2104,37,0,20,28,0
2105,37,0,20,28,0
2106,37,0,12,20,0
2107,37,0,20,32,0
2108,37,28,0,0,0
2109,37,0,12,8,0
2110,37,0,12,8,0
2111,37,0,12,32,0
2112,37,0,20,24,0
2113,37,24,0,0,0
2114,37,0,20,12,8
2115,37,0,20,12,0
2116,37,0,20,24,8
2117,37,0,20,24,0
2118,37,0,20,24,0
2119,37,0,20,20,0
2120,37,0,20,20,0
2121,37,0,20,8,0
2122,37,0,20,8,0
2123,37,0,20,16,0
2124,37,0,20,16,0
2125,37,36,0,0,0
2126,37,32,0,0,0
2127,37,0,20,24,0
2128,37,28,0,0,0
2129,37,0,12,8,0
2130,37,0,12,20,0
2131,37,0,20,28,0
2132,37,0,20,16,0
2133,37,0,20,20,0
2134,37,0,20,20,0
2135,37,0,20,20,0
2136,37,28,0,0,0
2137,37,0,20,8,0
2138,37,0,20,24,0
2139,37,0,20,8,0
2140,37,0,20,20,0
2141,37,0,20,32,0
2142,37,0,20,20,0
2143,37,20,0,0,0
2144,37,0,20,16,0
2145,37,0,20,20,0
2146,37,0,20,20,0
2147,37,0,20,32,0
2149,37,0,20,28,0
2150,37,0,20,24,8
2151,37,0,20,32,0
2152,37,0,20,16,0
2153,37,0,20,20,0
2154,37,0,20,32,0
2155,37,0,20,20,0
2156,37,0,20,24,0
2157,37,0,20,16,0
2158,37,0,0,8,0
2159,37,0,20,16,0
2160,37,0,12,20,0
2161,37,0,20,12,0
2163,37,0,20,20,0
2164,37,0,12,8,0
2166,37,24,0,0,0
2167,37,0,20,28,0
2169,37,0,20,32,0
2170,37,0,20,20,0
2174,37,0,20,28,0
2175,37,0,12,16,0
2176,37,0,12,20,0
2177,37,0,20,32,0
2178,37,16,0,0,0
2180,37,0,20,20,0
2181,37,0,20,12,0
2183,37,0,20,12,0
2184,37,0,20,20,0
2185,37,0,12,20,0
2187,37,0,20,20,0
2188,37,0,20,8,0
2189,37,0,20,12,0
2190,37,0,20,20,0
2191,37,0,20,16,0
2192,37,0,12,24,8
2193,37,0,20,24,0
2194,37,0,20,28,0
2195,37,0,20,16,0
2196,37,0,20,16,0
2197,37,0,20,20,0
2198,37,20,0,0,0
2199,37,0,20,20,0
2200,37,0,20,32,0
2201,37,0,12,20,0
2202,37,0,20,24,0
2204,37,0,20,16,0
2205,37,0,20,20,0
2206,37,0,12,32,0
2207,37,0,20,20,0
2208,37,0,12,28,0
2209,37,0,20,28,0
2210,37,0,20,28,8
2211,37,0,20,28,0
2213,37,0,20,16,0
2214,37,0,20,20,0
2215,37,0,20,20,0
2218,37,0,12,32,0
2221,37,0,20,12,0
2222,37,0,20,16,0
2223,37,0,20,32,0
2224,37,0,20,20,0
2225,37,0,20,20,8
2227,37,0,20,20,0
2228,37,0,20,20,0
2230,37,0,12,20,0
2231,37,0,20,8,0
2232,37,0,20,20,0
2233,37,0,20,32,0
2234,37,36,0,0,0
2236,37,0,12,20,0
2237,37,0,12,0,0
2238,37,0,20,12,0
2239,37,0,12,20,0
2240,37,0,0,0,0
2241,37,0,20,16,0
2242,37,0,20,24,0
2243,37,0,20,28,0
2244,37,0,12,16,0
2245,37,0,20,32,0
2247,37,0,20,20,0
2248,37,0,20,24,0
2249,37,0,20,32,0
2250,37,0,20,20,0
2251,37,0,20,20,0
2252,37,0,20,32,0
2253,37,0,12,16,0
2254,37,0,12,20,0
2255,37,0,20,12,0
2256,37,0,20,12,0
2257,37,0,20,20,0
2258,37,0,20,28,0
2259,37,0,20,32,0
2261,37,0,20,20,0
2262,37,0,20,8,0
2263,37,0,20,28,0
2264,37,0,20,20,0
2265,37,0,20,12,0
2266,37,0,20,32,0
2267,37,0,12,20,0
2269,37,0,12,16,0
2270,37,0,0,8,0
2271,37,0,12,16,0
2272,37,0,12,12,0
2273,37,36,0,0,0
2274,37,0,20,24,0
2275,37,0,20,20,0
2276,37,0,20,20,0
2277,37,0,12,20,0
2278,37,0,20,32,0
2279,37,0,20,16,0
2280,37,0,20,20,0
2281,37,0,20,28,0
2282,37,0,20,28,0
2283,37,0,20,12,0
2284,37,0,20,20,0
2285,37,0,20,28,0
2286,37,32,0,0,0
2287,37,0,20,8,0
2288,37,0,20,24,0
2289,37,12,0,0,0
2291,37,0,20,16,0
2292,37,0,12,16,0
2293,37,0,12,20,0
2294,37,0,20,20,0
2295,37,0,20,24,0
2297,37,0,20,20,0
2299,37,0,20,28,0
2300,37,0,20,28,0
2302,37,0,0,0,0
2306,37,0,20,8,0
2307,37,0,20,24,0
2308,37,16,0,0,0
2309,37,0,20,28,0
