STORE,Effective Week,D3 C70 Moving Ftg,D3 C231 Soho Ftg,D12 C72 Moving Ftg,D12 Flooring Ftg
2310,37,0,20,12,0
2311,37,0,12,12,0
2312,37,0,20,28,0
2313,37,0,20,16,0
2314,37,0,12,12,0
2315,37,0,20,20,0
2316,37,0,20,32,0
2317,37,0,20,16,0
2318,37,0,12,16,0
2319,37,0,20,20,0
2320,37,0,20,20,0
2321,37,36,0,0,0
2322,37,0,20,28,0
2323,37,0,20,8,0
2325,37,0,20,16,0
2326,37,0,20,28,0
2329,37,0,12,12,0
2330,37,0,20,24,8
2331,37,0,20,16,0
2332,37,0,20,24,0
2333,37,0,12,12,0
2334,37,0,20,16,0
2335,37,0,20,24,0
2336,37,0,20,24,0
2337,37,0,20,20,0
2338,37,0,20,20,0
2339,37,0,20,24,0
2340,37,0,20,28,0
2341,37,0,20,32,0
2346,37,0,0,0,0
2348,37,0,0,8,0
2350,37,0,20,20,0
2351,37,0,0,8,0
2352,37,0,12,24,0
2354,37,32,0,0,0
2355,37,0,20,20,0
2357,37,0,20,16,0
2358,37,0,20,16,0
2359,37,0,20,28,0
2360,37,0,20,24,0
2361,37,0,20,20,0
2362,37,0,20,20,0
2365,37,0,20,16,0
2366,37,0,20,32,0
2367,37,0,12,12,0
2368,37,0,20,32,0
2369,37,0,20,28,0
2370,37,0,20,16,0
2371,37,0,20,24,0
2373,37,0,20,12,0
2379,37,0,0,0,0
2381,37,0,0,0,0
2385,37,0,20,20,0
2386,37,0,20,20,0
2387,37,0,20,32,0
2388,37,0,20,16,0
2398,37,0,20,20,0
2399,37,0,20,32,0
2400,37,0,12,20,0
2401,37,0,20,20,0
2402,37,0,20,20,0
2403,37,0,20,32,0
2404,37,0,12,12,0
2405,37,0,20,24,0
2412,37,0,20,24,0
2417,37,24,0,0,0
2418,37,0,20,20,0
2419,37,0,12,16,0
2420,37,28,0,0,0
2421,37,0,12,24,0
2422,37,0,20,20,0
2423,37,0,0,0,0
2424,37,0,8,16,0
2426,37,0,20,28,0
2427,37,0,20,24,0
2428,37,0,20,28,0
2429,37,0,20,24,0
2432,37,32,0,0,0
2434,37,0,12,24,0
2435,37,0,12,8,0
2436,37,0,20,20,0
2437,37,24,0,0,0
2438,37,0,20,32,0
2439,37,0,20,16,0
2440,37,0,20,12,0
2441,37,0,20,16,0
2443,37,0,12,28,0
2444,37,0,20,16,0
2445,37,0,20,20,0
2446,37,0,20,32,0
2447,37,0,20,16,0
2448,37,0,20,20,0
2449,37,0,0,0,0
2450,37,0,12,20,0
2452,37,0,20,20,0
2453,37,0,20,16,0
2455,37,32,0,0,0
2457,37,0,20,32,0
2458,37,0,8,20,0
2459,37,0,12,20,0
2460,37,0,12,12,0
2463,37,0,20,28,0
2464,37,0,20,20,0
2469,37,0,12,12,0
2471,37,0,20,8,0
2472,37,0,20,32,0
2473,37,0,12,28,0
2474,37,32,0,0,0
2475,37,0,12,20,0
2476,37,0,12,16,0
2477,37,0,20,20,0
2479,37,0,20,32,0
2480,37,0,20,12,0
2481,37,0,20,20,0
2482,37,0,20,32,0
2483,37,0,20,32,0
2484,37,0,20,16,8
2485,37,0,12,16,0
2490,37,0,20,20,0
2491,37,0,20,16,0
2492,37,0,20,32,0
2493,37,24,0,0,0
2494,37,32,0,0,0
2495,37,0,20,20,0
2496,37,0,20,20,0
2497,37,0,20,32,0
2501,37,0,0,0,0
2502,37,0,12,20,0
2503,37,0,20,24,0
2504,37,24,0,0,0
2505,37,0,20,20,0
2506,37,0,20,20,0
2507,37,0,20,28,0
2508,37,0,20,32,0
2509,37,0,12,20,0
2510,37,0,0,8,0
2511,37,0,20,20,0
2512,37,0,20,32,0
2513,37,20,0,0,0
2514,37,0,20,20,0
2515,37,0,20,32,0
2516,37,28,0,0,0
2517,37,0,20,24,0
2518,37,0,20,16,0
2519,37,0,12,20,0
2520,37,0,20,20,0
2522,37,0,20,12,0
2523,37,0,20,20,0
2526,37,0,20,28,0
2527,37,0,20,32,0
2528,37,0,12,28,0
2529,37,0,20,12,0
2530,37,0,20,16,0
2531,37,0,20,28,0
2532,37,0,20,16,0
2533,37,0,12,32,0
2534,37,0,20,8,0
2535,37,0,12,24,0
2536,37,0,20,24,0
2537,37,0,20,28,0
2538,37,0,20,12,0
2539,37,0,20,32,0
2540,37,0,12,20,0
2541,37,0,20,12,0
2542,37,0,20,20,0
2543,37,0,20,20,0
2544,37,0,20,16,0
2545,37,0,20,8,0
2546,37,0,20,20,0
2547,37,0,20,16,0
2548,37,0,20,24,0
2549,37,0,20,32,0
2550,37,0,0,8,0
2551,37,0,20,20,0
2553,37,0,20,20,0
2554,37,0,20,8,0
2555,37,0,20,8,0
2556,37,0,20,20,0
2557,37,0,20,32,0
2558,37,0,20,20,0
2559,37,24,0,0,0
2560,37,0,20,12,0
2561,37,0,20,12,0
2562,37,0,0,24,0
2563,37,0,20,16,0
2564,37,0,12,12,0
2565,37,0,20,16,0
2566,37,0,20,12,0
2567,37,0,20,12,0
2568,37,0,20,20,0
2571,37,0,20,24,0
2572,37,0,12,20,0
2574,37,0,12,12,0
2575,37,0,20,20,0
2576,37,0,20,8,0
2577,37,0,20,20,0
2579,37,20,0,0,0
2580,37,32,0,0,0
2581,37,0,20,20,0
2582,37,0,20,28,0
2583,37,0,12,20,0
2584,37,0,20,8,0
2585,37,0,20,20,0
2586,37,0,20,24,0
2587,37,0,20,16,0
2588,37,0,12,12,0
2591,37,0,12,32,0
2592,37,0,20,32,0
2593,37,0,20,16,0
2594,37,0,20,20,0
2595,37,0,20,28,0
2596,37,0,20,32,0
2597,37,0,12,24,0
2598,37,0,20,32,0
2599,37,0,20,32,0
2600,37,0,20,16,0
2603,37,0,12,12,0
2604,37,0,20,24,0
2605,37,0,20,16,0
2607,37,0,20,20,0
2608,37,0,0,8,0
2609,37,0,12,20,0
2610,37,0,20,20,0
2611,37,0,12,12,0
2612,37,0,20,32,0
2613,37,0,12,8,0
2614,37,0,20,20,0
2615,37,0,20,32,0
2616,37,0,20,16,0
2617,37,0,20,24,8
2618,37,0,20,20,0
2619,37,0,12,16,0
2620,37,0,0,8,0
2621,37,0,20,12,0
2623,37,0,0,0,0
2626,37,0,12,12,0
2627,37,0,20,32,0
2628,37,0,20,32,0
2629,37,0,12,20,0
2630,37,0,20,16,0
2631,37,0,20,28,0
2633,37,0,20,32,0
2634,37,0,20,12,0
2636,37,0,20,20,0
2637,37,0,20,20,0
2638,37,0,20,8,0
2639,37,0,20,16,0
2640,37,0,20,16,0
2641,37,0,20,28,8
2642,37,0,20,20,0
2643,37,0,0,12,0
2644,37,0,0,8,0
2645,37,0,12,12,0
2646,37,0,20,20,0
2647,37,0,20,20,0
2648,37,0,20,20,0
2649,37,0,20,28,0
2650,37,0,20,16,0
2651,37,0,20,24,0
2652,37,0,20,20,8
2653,37,0,20,8,0
2654,37,0,12,16,8
2656,37,0,20,16,0
2658,37,0,20,16,0
2659,37,0,12,20,0
2660,37,0,12,20,0
2662,37,0,0,8,0
2663,37,28,0,0,0
2664,37,0,12,12,0
2665,37,0,20,24,0
2667,37,0,20,16,0
2668,37,0,20,20,0
2671,37,0,0,16,0
2672,37,0,12,8,0
2674,37,0,20,16,0
2678,37,0,20,16,0
2679,37,0,20,8,0
2681,37,0,20,8,0
2682,37,0,0,8,0
2683,37,0,12,20,0
2684,37,24,0,0,0
2687,37,0,12,16,0
2688,37,0,20,32,0
2690,37,0,20,28,0
2691,37,0,20,28,0
2692,37,0,20,16,0
2693,37,32,0,0,0
2694,37,0,20,16,0
2695,37,0,12,28,0
2696,37,20,0,0,0
2697,37,0,12,12,0
2700,37,0,20,12,0
2702,37,0,20,12,0
2703,37,0,20,12,0
2704,37,0,20,20,0
2705,37,0,8,12,0
2706,37,0,20,16,0
2708,37,0,20,32,0
2710,37,0,12,24,0
2711,37,0,12,24,0
2712,37,0,20,16,0
2713,37,0,12,16,0
2714,37,28,0,0,0
2715,37,0,12,24,0
2716,37,0,20,20,0
2717,37,0,12,8,0
2718,37,0,20,12,0
2719,37,0,12,20,0
2720,37,0,20,16,0
2721,37,0,0,0,0
2722,37,0,20,32,0
2723,37,0,0,12,0
2724,37,0,20,28,0
2725,37,0,20,16,0
2726,37,0,20,8,0
2727,37,36,0,0,0
2728,37,0,20,12,0
2729,37,0,20,20,0
2730,37,0,12,8,0
2732,37,0,20,16,0
2733,37,0,12,20,0
2734,37,0,20,20,0
2735,37,0,20,32,0
2739,37,0,20,12,0
2740,37,0,20,24,0
2747,37,0,20,20,0
2748,37,0,12,20,0
2749,37,32,0,0,0
2751,37,0,20,32,0
2752,37,0,12,20,0
2753,37,0,12,16,0
2754,37,24,0,0,0
2755,37,0,20,32,0
2756,37,0,20,32,0
2757,37,0,12,20,0
2758,37,0,20,28,0
2760,37,0,20,8,0
2761,37,0,20,24,0
2762,37,0,20,20,0
2763,37,0,20,24,8
2764,37,0,20,8,0
2765,37,0,12,20,0
2766,37,0,12,20,0
2767,37,0,12,24,0
2768,37,0,20,24,0
2769,37,0,20,20,0
2771,37,20,0,0,0
2772,37,0,12,20,0
2774,37,20,0,0,0
2777,37,0,20,20,0
2778,37,0,20,24,0
2780,37,0,20,28,0
2781,37,0,20,32,0
2782,37,0,8,20,0
2783,37,0,20,12,0
2784,37,0,12,8,0
2785,37,0,20,20,0
2786,37,0,20,20,0
2787,37,0,20,32,0
2788,37,0,20,16,0
2789,37,0,20,32,0
2790,37,0,20,8,0
2791,37,0,20,8,0
2792,37,0,12,20,0
2793,37,0,20,16,0
2794,37,24,0,0,0
2795,37,0,20,12,0
2796,37,0,20,32,0
2797,37,0,20,12,0
2799,37,0,20,16,0
2803,37,0,20,28,0
2804,37,0,0,24,0
2805,37,0,12,24,0
2806,37,0,20,24,0
2807,37,0,20,8,0
2808,37,0,20,16,0
2809,37,0,12,20,0
2810,37,0,12,12,0
2811,37,24,0,0,0
2812,37,0,20,8,0
2813,37,24,0,0,0
2814,37,0,12,32,0
2815,37,0,20,16,0
2816,37,0,20,24,0
2817,37,0,20,12,0
2818,37,0,20,12,0
2819,37,0,20,8,0
2820,37,0,20,12,0
2821,37,0,12,20,0
2822,37,0,20,8,0
2823,37,28,0,0,0
2825,37,0,20,16,0
2827,37,36,0,0,0
2828,37,0,20,20,0
2830,37,0,20,12,0
2831,37,0,12,20,0
2832,37,0,20,32,0
2833,37,0,12,20,0
2834,37,0,20,32,0
2836,37,0,20,32,0
2838,37,0,20,32,0
2841,37,0,20,8,0
2842,37,0,20,32,0
2843,37,0,20,32,0
2844,37,0,20,20,0
2845,37,0,20,20,0
2846,37,28,0,0,0
2847,37,0,20,32,0
2849,37,0,20,16,0
2850,37,0,20,20,0
2852,37,0,20,20,0
2853,37,0,20,32,0
2854,37,0,20,20,0
2855,37,0,20,12,0
2856,37,0,20,20,0
2857,37,0,20,28,0
2859,37,0,20,20,0
2860,37,0,20,12,0
2861,37,20,0,0,0
2862,37,28,0,0,0
2864,37,0,20,32,0
2865,37,0,20,24,0
2866,37,0,20,20,0
2867,37,0,20,16,0
2869,37,0,20,20,0
2871,37,0,20,32,0
2872,37,0,20,16,0
2873,37,0,12,12,0
2874,37,0,20,32,0
2881,37,0,20,32,0
2882,37,0,20,20,0
2883,37,0,20,28,0
2884,37,0,20,32,0
2885,37,0,20,16,0
2886,37,0,20,16,0
2888,37,0,20,20,0
2889,37,0,20,24,0
2890,37,0,20,28,0
2891,37,0,12,24,0
2892,37,0,20,24,0
2893,37,0,12,24,8
2894,37,0,12,12,0
2897,37,24,0,0,0
2898,37,0,12,20,0
2899,37,0,20,8,0
2900,37,0,20,20,0
2901,37,0,12,16,0
2902,37,0,20,24,0
2903,37,0,20,16,0
2904,37,0,20,16,0
2905,37,0,20,20,0
2906,37,0,12,16,0
2908,37,0,12,20,8
2909,37,0,12,12,8
2910,37,0,12,20,0
2911,37,0,12,8,0
2912,37,0,12,16,0
2913,37,0,20,8,0
2914,37,0,20,20,0
2915,37,0,20,28,0
2916,37,0,20,12,0
2917,37,0,12,20,0
2918,37,0,20,12,0
2920,37,0,12,28,0
2921,37,0,20,24,0
2922,37,0,20,32,0
2923,37,0,20,20,0
2924,37,0,12,16,0
2925,37,0,12,20,0
2926,37,28,0,0,0
2927,37,0,12,20,0
2928,37,0,20,20,0
2929,37,0,20,28,0
2931,37,0,20,12,0
2932,37,0,20,24,0
2933,37,0,20,20,0
2934,37,0,12,24,8
2935,37,24,0,0,0
2937,37,0,12,24,0
2938,37,0,20,28,0
2939,37,0,20,20,0
2941,37,0,20,24,0
2945,37,36,0,0,0
2946,37,0,12,12,0
2947,37,0,20,24,0
2948,37,0,20,8,0
2950,37,0,20,16,0
2951,37,0,20,20,0
2952,37,0,20,12,0
2953,37,0,20,8,0
2954,37,0,20,28,0
2955,37,28,0,0,0
2956,37,0,20,8,0
2957,37,0,12,8,0
2958,37,28,0,0,0
2959,37,0,20,20,0
2962,37,0,12,28,0
2963,37,0,20,24,0
2964,37,0,20,20,0
2965,37,0,12,16,0
2966,37,0,20,16,0
2967,37,0,20,24,0
2968,37,0,12,12,0
2973,37,0,20,16,0
2978,37,0,20,20,0
2980,37,0,20,32,0
2985,37,0,20,32,0
2986,37,0,20,16,0
2987,37,0,20,32,0
2988,37,0,20,20,0
2989,37,0,20,24,0
2990,37,24,0,0,0
2991,37,0,20,16,0
2992,37,0,20,16,8
2993,37,0,20,32,0
2994,37,0,20,8,0
2996,37,0,20,24,0
2997,37,0,0,0,0
3004,37,0,12,24,0
3014,37,0,20,20,0
3017,37,0,20,28,0
3018,37,0,12,32,0
3035,37,0,20,20,0
3044,37,0,20,20,0
3053,37,12,0,0,0
3055,37,0,20,20,0
3056,37,0,20,12,0
3057,37,0,12,16,0
3058,37,0,8,16,0
3059,37,0,20,20,0
3060,37,0,20,16,0
3061,37,20,0,0,0
3067,37,0,20,16,0
3069,37,0,0,0,0
3075,37,0,0,16,0
3077,37,0,20,32,0
3078,37,0,20,16,0
3081,37,0,20,32,0
3087,37,0,12,12,0
3088,37,0,0,16,0
3093,37,0,20,16,0
3102,37,0,12,20,0
3103,37,0,20,12,0
3106,37,0,20,20,0
3107,37,0,0,8,0
3112,37,0,20,16,0
3114,37,0,20,32,0
3118,37,0,12,32,0
3119,37,0,20,16,0
3136,37,0,12,32,0
3137,37,0,12,16,0
3150,37,0,20,12,0
3151,37,0,20,20,0
3159,37,0,20,32,0
3163,37,0,12,32,0
3167,37,0,12,8,0
3169,37,0,20,20,0
3170,37,0,20,16,0
3177,37,0,12,20,0
3180,37,0,12,12,0
3182,37,32,0,0,0
3188,37,0,20,16,0
3191,37,0,12,20,0
3192,37,0,12,12,0
3197,37,0,20,12,0
3200,37,0,20,16,0
3201,37,0,20,12,0
3205,37,0,20,24,0
3206,37,28,0,0,0
3207,37,0,20,32,0
3208,37,0,20,20,0
3209,37,0,20,24,0
3210,37,0,20,20,0
3212,37,0,20,16,0
3213,37,0,20,24,0
3214,37,0,20,24,0
3215,37,0,20,20,0
3216,37,0,20,28,0
3217,37,0,20,8,0
3218,37,0,20,32,0
3219,37,0,20,24,0
3220,37,0,12,32,0
3221,37,0,12,20,0
3222,37,0,20,20,0
3223,37,0,12,16,0
3224,37,28,0,0,0
3225,37,0,20,12,0
3226,37,0,20,28,0
3227,37,0,20,16,0
3228,37,0,12,12,0
3229,37,0,20,20,8
3230,37,0,20,8,0
3231,37,0,20,16,0
3232,37,0,20,16,0
3233,37,0,20,16,0
3234,37,0,12,16,0
3235,37,0,12,32,0
3236,37,0,20,24,0
3237,37,0,20,0,0
3239,37,0,20,32,0
3241,37,0,12,0,0
3243,37,0,20,20,0
3245,37,0,12,8,0
3247,37,0,12,28,0
3248,37,0,20,20,0
3250,37,0,20,20,0
3251,37,0,20,12,0
3252,37,0,20,16,0
3253,37,0,20,16,0
3254,37,36,0,0,0
3255,37,0,20,12,0
3258,37,0,20,32,0
3259,37,0,20,28,0
3260,37,0,12,20,0
3261,37,0,20,32,0
3262,37,0,20,24,0
3265,37,0,20,24,0
3266,37,0,20,24,0
3267,37,0,20,20,0
3268,37,0,12,12,0
3269,37,0,12,16,0
3270,37,0,20,8,0
3271,37,0,20,20,0
3273,37,0,20,24,0
3274,37,0,20,32,0
3276,37,0,20,8,0
3277,37,0,20,8,0
3278,37,0,20,12,0
3279,37,0,20,12,0
3280,37,0,20,24,0
3281,37,0,20,20,0
3282,37,0,20,16,0
3283,37,0,20,20,0
3284,37,0,20,24,0
3285,37,0,20,20,0
3286,37,0,20,16,0
3288,37,0,20,8,0
3289,37,0,20,12,0
3290,37,0,20,32,0
3291,37,0,20,28,0
3292,37,0,20,20,0
3293,37,0,20,8,0
3294,37,0,20,24,0
3295,37,0,20,12,0
3296,37,0,20,16,0
3297,37,0,20,20,0
3298,37,0,20,32,0
3300,37,0,12,20,0
3301,37,0,20,20,0
3302,37,0,20,20,0
3303,37,0,12,8,0
3304,37,0,20,16,0
3305,37,0,20,16,0
3307,37,0,20,28,8
3308,37,0,20,16,0
3309,37,0,20,28,0
3310,37,0,12,20,0
3311,37,0,20,8,0
3313,37,0,20,20,0
3319,37,0,20,32,0
3320,37,0,20,32,8
3322,37,0,20,12,0
3324,37,0,20,24,0
3328,37,0,20,20,0
3329,37,0,0,8,0
3331,37,0,20,20,0
3332,37,0,20,12,0
3334,37,0,20,20,0
3336,37,0,20,16,0
3337,37,0,20,20,0
3339,37,0,20,8,0
3342,37,0,20,20,0
3344,37,0,12,20,0
3347,37,0,20,16,0
3348,37,0,12,24,0
3349,37,0,12,12,0
3350,37,0,20,16,0
3351,37,0,20,32,0
3352,37,0,20,12,0
3360,37,0,20,32,0
3362,37,0,20,8,0
3363,37,0,20,20,0
3364,37,0,20,16,0
3366,37,0,20,20,0
3367,37,0,12,16,0
3370,37,0,20,28,0
3371,37,0,20,24,0
3372,37,0,20,12,0
3379,37,0,12,28,0
3380,37,0,20,24,0
3381,37,0,12,20,8
3382,37,0,20,24,0
3383,37,0,20,24,0
3384,37,0,20,12,0
3386,37,0,12,8,0
3387,37,0,12,32,0
3388,37,0,12,8,0
3389,37,0,12,32,0
3390,37,0,20,32,0
3391,37,0,20,32,0
3394,37,0,20,24,0
3395,37,0,20,16,0
3397,37,0,12,16,0
3400,37,0,20,28,0
3401,37,0,12,32,0
3402,37,0,20,32,0
3403,37,0,20,16,0
3404,37,0,20,28,0
3406,37,0,20,32,0
3407,37,0,20,32,0
3408,37,0,20,24,0
3409,37,0,20,24,0
3412,37,0,12,24,0
3415,37,16,0,0,0
3417,37,0,20,12,0
3418,37,0,20,32,0
3420,37,0,12,24,8
3422,37,0,20,28,0
3423,37,0,12,28,0
3425,37,0,20,16,0
3427,37,0,20,12,0
3428,37,0,20,8,0
3429,37,0,12,24,0
3430,37,0,0,8,0
3431,37,0,20,24,0
3432,37,0,20,12,0
3433,37,0,12,16,0
3434,37,0,20,20,0
3435,37,0,20,16,0
3436,37,0,20,8,0
3439,37,0,12,28,0
3443,37,0,20,32,0
3445,37,0,20,16,0
3447,37,0,20,16,0
3453,37,0,8,20,0
3454,37,0,20,32,0
3455,37,0,20,16,0
3458,37,0,20,16,0
3459,37,0,20,12,0
3460,37,0,20,16,0
3461,37,0,20,16,0
3462,37,0,20,12,0
3463,37,0,20,32,0
3464,37,0,20,20,0
3465,37,0,20,20,0
3469,37,0,20,32,0
3471,37,0,12,16,0
3472,37,0,20,32,0
3473,37,0,12,32,0
3474,37,0,20,12,0
3475,37,0,20,28,0
3476,37,36,0,0,0
3477,37,0,20,16,0
3478,37,28,0,0,0
3480,37,0,20,28,0
3481,37,0,20,20,0
3482,37,0,20,32,0
3483,37,0,20,24,0
3484,37,0,12,32,0
3485,37,0,12,20,0
3486,37,0,20,24,0
3487,37,0,20,16,0
3488,37,0,12,20,0
3489,37,0,20,20,0
3490,37,0,20,28,0
3491,37,0,12,24,0
3492,37,0,20,32,0
3493,37,0,20,20,0
3494,37,0,20,20,0
3495,37,0,20,20,0
3497,37,0,12,8,0
3498,37,0,20,8,0
3499,37,0,20,8,0
3500,37,0,20,16,0
3501,37,0,12,20,0
3502,37,0,20,28,0
3503,37,0,20,20,0
3505,37,12,0,0,0
3510,37,0,20,16,0
3511,37,0,20,32,0
3513,37,0,20,20,0
3514,37,0,8,16,8
3515,37,0,20,20,0
3516,37,0,20,32,0
3518,37,0,12,20,0
3520,37,0,12,32,0
3522,37,0,20,8,0
3523,37,0,12,20,0
3525,37,36,0,0,0
3526,37,0,12,24,0
3527,37,0,12,28,0
3528,37,0,20,20,0
3529,37,24,0,0,0
3531,37,0,20,28,0
3533,37,0,20,28,0
3534,37,0,12,20,0
3535,37,0,20,24,0
3537,37,0,20,20,0
3538,37,0,12,32,0
3541,37,0,20,32,0
3543,37,0,20,20,0
3545,37,0,12,16,0
3546,37,0,12,16,0
3548,37,0,12,24,0
3549,37,0,12,20,0
3560,37,0,20,24,0
3561,37,0,12,0,0
3562,37,0,20,8,0
3563,37,0,20,20,0
3564,37,0,20,20,0
3566,37,0,20,32,0
3567,37,0,20,24,0
3568,37,0,20,8,0
3569,37,0,20,32,0
3570,37,0,20,28,0
3571,37,0,20,20,0
3572,37,0,12,16,0
3573,37,0,20,24,0
3580,37,0,20,24,0
3581,37,0,20,20,0
3582,37,0,12,24,0
3583,37,0,20,16,0
3584,37,0,20,32,0
3585,37,0,20,32,0
3587,37,0,12,16,0
3588,37,0,20,12,0
3589,37,28,0,0,0
3590,37,24,0,0,0
3591,37,0,20,20,0
3595,37,0,20,24,0
3596,37,0,20,20,0
3597,37,0,20,8,0
3598,37,0,20,20,0
3601,37,0,20,12,0
3602,37,0,20,32,0
3607,37,0,20,16,0
3608,37,0,20,32,0
3609,37,0,20,16,0
3611,37,0,20,20,0
3612,37,0,0,8,0
3616,37,0,20,16,0
3620,37,0,20,24,0
3621,37,0,20,32,0
3623,37,0,12,20,0
3624,37,0,20,28,0
3625,37,0,20,20,0
3626,37,0,20,16,0
3627,37,0,20,8,0
3630,37,0,20,16,0
3631,37,16,0,0,0
3632,37,0,20,8,0
3633,37,0,20,28,0
3634,37,0,20,24,0
3639,37,0,20,32,0
3640,37,0,20,24,0
3641,37,0,20,24,0
3643,37,0,12,20,0
3644,37,0,20,8,0
3645,37,20,0,0,0
3648,37,0,20,16,0
3650,37,20,0,0,0
3652,37,0,20,20,0
3658,37,0,20,12,0
3659,37,0,20,20,0
3660,37,0,20,16,0
3693,37,0,0,0,0
3700,37,0,20,8,0
3701,37,0,20,16,0
3702,37,0,20,32,0
3705,37,0,20,24,0
3708,37,0,20,20,0
3709,37,0,20,20,0
3710,37,28,0,0,0
3712,37,0,20,8,0
3716,37,0,0,0,0
3717,37,0,20,12,0
3720,37,0,12,20,0
3722,37,0,20,12,0
3725,37,0,20,20,0
3726,37,0,20,24,0
3728,37,0,20,20,0
3729,37,0,20,32,0
3730,37,0,12,8,0
3731,37,0,20,28,0
3732,37,0,20,16,0
3733,37,0,20,24,0
3734,37,0,12,24,0
3738,37,24,0,0,0
3739,37,0,20,24,0
3741,37,0,20,12,0
3742,37,0,12,0,0
3747,37,0,20,20,0
3748,37,0,20,32,0
3749,37,0,20,20,0
3750,37,0,20,20,0
3751,37,0,20,32,0
3754,37,0,12,12,0
3757,37,0,20,8,0
3758,37,0,20,20,0
3760,37,0,12,12,0
3761,37,0,20,12,0
3762,37,0,20,24,0
3763,37,0,20,32,0
3764,37,36,0,0,0
3765,37,0,20,16,0
3768,37,0,20,20,0
3770,37,16,0,0,0
3771,37,0,12,20,0
3772,37,0,12,8,0
3773,37,0,20,16,0
3774,37,0,20,16,0
3777,37,0,20,16,0
3778,37,0,20,16,0
3780,37,0,20,20,0
3781,37,0,20,12,0
3782,37,0,20,32,0
3783,37,0,20,20,0
3784,37,0,20,32,0
3785,37,0,12,16,0
3786,37,0,20,24,0
3789,37,0,20,32,0
3790,37,0,20,16,0
3791,37,0,20,16,0
3792,37,0,20,12,0
3794,37,0,20,8,0
3795,37,0,20,28,8
3796,37,0,20,12,0
3799,37,0,20,32,0
3801,37,0,12,20,0
3802,37,0,12,20,0
3803,37,0,20,24,0
3804,37,0,12,20,0
3805,37,0,12,20,0
3806,37,0,12,24,8
3807,37,0,12,28,8
3809,37,0,8,20,0
3810,37,0,20,20,0
3812,37,0,20,20,0
3823,37,0,20,32,0
3824,37,0,20,12,0
3825,37,0,12,12,0
3826,37,0,20,24,0
3827,37,0,20,32,0
3828,37,0,12,20,0
3829,37,0,20,24,0
3830,37,0,20,8,0
3831,37,0,20,24,0
3833,37,0,20,28,0
3835,37,0,20,32,0
3837,37,0,20,24,0
3838,37,0,20,8,0
3840,37,0,20,24,0
3842,37,0,20,16,0
3843,37,0,12,20,0
3847,37,0,12,28,0
3848,37,0,20,20,0
3850,37,0,20,28,0
3851,37,32,0,0,0
3852,37,0,8,20,0
3853,37,24,0,0,0
3857,37,0,20,24,0
3858,37,0,12,20,0
3860,37,0,20,16,0
3861,37,0,20,8,0
3864,37,0,20,12,0
3867,37,0,20,8,0
3868,37,0,20,24,0
3869,37,0,12,8,0
3872,37,0,20,32,0
3874,37,0,20,16,0
3875,37,0,12,20,0
3876,37,0,20,20,0
3877,37,0,20,16,0
3883,37,0,20,24,0
3884,37,36,0,0,0
3886,37,0,12,24,0
3887,37,0,12,16,0
3888,37,0,20,28,0
3889,37,0,12,16,0
3891,37,0,20,24,0
3893,37,0,20,16,0
3894,37,0,20,32,0
3896,37,0,12,24,0
3897,37,0,20,28,0
3912,37,0,20,32,0
3913,37,0,0,0,0
3946,37,0,0,0,0
3947,37,0,20,24,0
4049,37,0,20,20,0
4055,37,0,20,32,0
4063,37,0,0,0,0
4064,37,0,20,24,0
4065,37,0,20,28,0
4068,37,0,20,32,0
4101,37,0,20,16,0
4102,37,20,0,0,0
4103,37,0,12,20,0
4108,37,0,20,28,0
4111,37,0,20,32,0
4112,37,0,20,32,0
4115,37,28,0,0,0
4118,37,0,20,32,0
4129,37,0,20,16,0
4130,37,0,20,32,0
4131,37,0,20,12,0
4132,37,0,20,12,0
4137,37,0,20,24,0
4144,37,0,20,12,0
4153,37,0,20,20,0
4156,37,0,20,24,8
4161,37,0,20,24,0
4162,37,0,12,28,0
4163,37,0,20,32,0
4164,37,0,20,24,0
4165,37,0,20,24,0
4166,37,0,20,20,0
4168,37,0,12,20,0
4171,37,0,12,16,0
4176,37,0,12,20,0
4183,37,0,20,16,0
4185,37,0,20,28,0
4187,37,36,0,0,0
4191,37,20,0,0,0
4194,37,0,20,8,0
4195,37,0,20,16,0
4200,37,0,20,20,0
4201,37,0,20,8,0
4202,37,0,20,20,0
4203,37,0,12,16,0
4208,37,0,20,32,0
4209,37,0,20,16,0
4215,37,0,20,24,0
4216,37,0,20,8,0
4219,37,0,20,32,0
4221,37,0,20,8,0
4223,37,0,20,12,0
4224,37,0,12,12,0
4226,37,16,0,0,0
4230,37,0,0,8,0
4231,37,0,20,24,0
4232,37,24,0,0,0
4235,37,0,12,20,0
4237,37,36,0,0,0
4238,37,0,20,12,0
4239,37,0,20,28,0
4240,37,0,20,28,0
4241,37,0,20,20,0
4243,37,0,12,20,0
4244,37,0,12,20,0
4246,37,0,12,16,0
4247,37,0,12,20,0
4249,37,0,12,8,0
4250,37,0,0,8,0
4252,37,0,20,24,0
4253,37,0,12,12,0
4255,37,0,20,8,0
4256,37,0,20,24,0
4257,37,0,12,28,8
4258,37,0,20,20,0
4259,37,16,0,0,0
4260,37,0,20,24,0
4262,37,0,12,12,0
4272,37,0,20,24,0
4273,37,0,12,28,0
4274,37,0,20,28,0
4276,37,0,8,20,0
4277,37,0,20,28,0
4278,37,0,20,12,0
4279,37,0,20,32,0
4281,37,16,0,0,0
4283,37,0,20,28,0
4284,37,0,20,24,0
