Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
146,41,97,UBER,Scheduled Standard Delivery,2,Active Monitoring,-,Store Focus,202227,75.00%,100.00%,10.9,,,100.00%,50.00%
146,41,335,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202227,75.89%,64.13%,19.1,68.20%,77.40%,79.50%,79.20%
152,41,671,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202227,82.74%,73.67%,16.1,60.90%,85.70%,90.10%,94.00%
242,41,1053,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,202227,87.64%,77.28%,9.3,91.90%,87.50%,85.90%,85.20%
242,41,3294,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202227,73.03%,49.07%,30.9,79.70%,90.20%,80.00%,63.50%
242,41,3294,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202227,74.93%,57.69%,18.8,75.90%,89.00%,81.30%,64.40%
242,41,5418,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202227,74.93%,65.96%,20.8,53.20%,87.40%,84.60%,76.20%
242,41,5418,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202227,75.04%,69.82%,17.9,53.10%,85.80%,76.90%,82.30%
242,41,7290,UBER,Scheduled Standard Delivery,29,Executive Review,Degrading,Store Focus,202227,77.33%,85.00%,11,66.70%,73.20%,80.00%,90.90%
253,41,491,POINTPICKUP,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202227,46.88%,81.08%,11.2,66.70%,20.00%,85.70%,16.70%
253,41,3362,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202227,78.03%,65.46%,12.4,66.50%,80.10%,88.00%,88.00%
254,41,299,POINTPICKUP,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202227,89.13%,89.36%,16.2,85.00%,100.00%,87.50%,88.90%
256,41,709,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202227,71.04%,67.36%,15.9,66.70%,64.80%,80.60%,81.50%
256,41,1165,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202227,80.02%,57.44%,19.3,77.50%,85.10%,82.30%,75.70%
256,41,1165,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202227,72.53%,51.52%,18.6,78.90%,70.40%,66.70%,66.70%
257,41,689,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202227,79.97%,77.44%,13,72.90%,75.70%,83.70%,90.50%
257,41,825,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202227,79.31%,100.00%,5.2,66.70%,83.30%,66.70%,100.00%
258,41,1113,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202227,88.09%,84.45%,11.1,80.80%,87.80%,92.50%,93.20%
258,41,1259,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202227,89.26%,84.40%,16.8,88.60%,98.10%,91.30%,82.20%
