sn,Procedure,Equipment,Compliance,Compliance2,Compliance3,Compliance4,Operational,Operational2,Operational3,Operational4
2978,1,1,1,1,1,1,1,1,1,1
2985,1,1,1,1,1,1,1,1,1,1
2986,1,1,1,1,1,1,1,1,1,1
2988,1,1,1,1,1,1,1,1,1,1
2989,1,1,1,1,1,1,1,1,1,1
2990,1,1,1,1,1,1,1,1,1,1
2991,1,1,1,1,1,1,1,1,0,1
2992,1,1,1,1,1,1,1,1,1,1
2993,1,1,1,1,1,1,1,1,1,1
2994,1,0,1,1,0,0,1,1,0,0
2996,1,1,1,1,1,1,1,1,1,1
3018,1,1,1,1,1,1,1,1,1,1
3056,1,1,1,1,1,1,1,1,1,0
3057,1,1,1,1,1,1,1,1,1,1
3058,1,1,1,1,1,0,1,1,1,0
3059,1,1,1,1,0,1,1,1,0,1
3060,1,0,0,0,0,1,0,0,0,1
3093,1,1,1,1,1,1,1,1,1,1
3106,1,1,1,1,1,1,1,1,1,1
3112,1,1,1,1,1,1,1,1,1,1
3136,1,1,1,1,1,1,1,1,1,1
3137,1,1,1,1,1,1,1,1,1,1
3201,0,0,0,0,0,0,0,0,0,0
3205,0,0,0,1,0,0,0,1,0,0
3206,1,1,1,1,1,1,1,1,1,1
3207,1,1,1,1,1,1,1,1,1,0
3208,1,1,1,1,1,1,1,1,1,1
3209,0,1,0,1,0,1,0,1,0,1
3210,1,1,1,1,1,1,1,1,1,1
3213,1,1,1,1,1,1,1,1,0,0
3214,1,1,1,1,1,1,1,1,1,1
3215,1,1,1,1,1,1,1,1,1,1
3216,1,1,1,1,1,1,1,1,1,1
3218,1,1,1,1,1,1,1,1,1,1
3219,1,1,1,1,1,1,1,1,1,1
3220,1,1,1,1,1,1,1,1,1,1
3221,1,1,1,1,1,1,1,1,1,1
3222,1,1,1,1,1,1,1,1,1,1
3223,1,1,1,1,1,1,1,1,1,1
3224,1,1,1,1,1,1,1,1,1,1
3225,1,1,1,1,1,1,1,1,1,1
3226,1,1,1,0,1,1,1,0,0,1
3227,1,1,1,1,1,1,1,1,1,1
3228,1,1,1,1,1,1,1,1,1,1
3229,1,1,1,1,1,1,1,1,1,1
3230,1,0,1,1,1,1,1,1,1,1
3232,1,1,1,1,1,1,0,1,1,1
3233,1,1,1,1,1,1,1,1,1,1
3234,1,1,1,1,1,0,1,1,1,0
3237,1,1,1,1,1,1,1,1,1,1
3239,1,1,1,1,1,1,1,1,1,1
3241,1,1,1,1,1,1,1,1,1,1
3243,1,1,1,1,1,1,1,1,1,1
3247,1,1,1,1,1,1,1,1,1,1
3250,1,1,1,1,1,1,1,1,1,1
3251,1,1,1,1,1,1,1,1,1,1
3253,1,1,1,1,1,1,1,1,1,1
3254,1,1,1,1,1,1,1,1,1,1
3255,0,1,1,0,1,1,1,0,1,1
3258,1,1,1,1,1,1,1,1,1,1
3259,1,1,1,1,0,1,1,1,0,1
3260,1,1,1,1,1,1,0,1,0,0
3261,1,1,1,1,1,1,1,1,1,1
3262,1,1,1,1,1,1,1,1,1,1
3265,1,1,1,1,1,1,0,1,1,1
3266,1,1,1,1,1,1,1,1,1,1
3267,1,1,1,1,1,1,1,1,1,1
3268,1,1,1,1,1,1,1,1,1,1
3270,1,1,1,1,1,1,1,1,1,1
3271,1,1,1,1,1,1,1,1,1,1
3273,1,1,1,1,1,1,1,0,1,1
3274,1,1,1,1,1,1,1,1,1,1
3277,1,1,1,1,1,1,1,1,1,1
3278,1,1,1,1,1,1,1,1,1,1
3279,1,1,1,1,1,1,1,1,1,1
3280,0,0,1,1,1,1,1,1,1,1
3281,1,1,1,1,1,1,1,1,1,1
3282,1,1,1,1,0,1,1,1,0,1
3283,1,1,1,1,1,1,1,1,1,1
3285,1,1,0,1,1,1,0,1,1,1
3286,1,1,1,1,1,1,1,1,1,1
3288,1,1,1,1,1,1,1,1,1,1
3289,1,1,1,1,1,1,1,1,1,1
3290,1,1,1,1,1,1,1,1,1,1
3291,1,1,1,1,1,1,1,1,1,1
3293,1,1,1,1,1,1,1,1,1,1
3294,0,0,0,0,0,0,0,0,0,0
3295,1,1,1,1,1,1,1,1,1,1
3296,1,1,1,0,1,1,1,0,1,1
3297,1,1,1,1,0,1,1,1,0,1
3298,1,1,1,1,1,1,1,1,1,1
3300,1,1,1,1,1,1,1,1,1,1
3302,1,1,1,1,1,1,1,1,1,1
3304,0,0,0,1,1,1,0,1,1,1
3305,1,0,1,1,0,1,1,1,0,1
3307,1,1,1,1,1,1,1,1,1,1
3308,1,1,1,1,1,1,1,1,0,1
3310,1,1,1,1,1,1,1,1,1,1
3311,1,1,1,0,1,0,1,0,1,0
3313,1,1,1,1,1,1,1,1,1,1
3319,1,0,1,1,1,1,1,1,1,1
3320,1,1,1,0,1,1,1,0,1,1
3322,0,0,1,0,1,1,1,0,1,1
3324,1,1,1,1,1,1,1,1,1,1
3328,1,1,1,1,1,1,1,1,1,1
3329,1,1,1,1,0,1,1,1,0,1
3331,1,1,1,1,1,1,1,1,1,1
3332,1,1,1,1,1,1,1,1,1,1
3334,1,1,1,1,1,0,1,1,1,0
3336,1,1,1,1,1,1,1,1,1,1
3337,1,0,0,1,0,1,0,1,0,1
3342,1,1,1,1,1,1,1,1,1,1
3344,1,1,1,1,1,1,1,1,1,1
3347,1,1,1,1,1,1,1,1,1,1
3348,0,0,1,0,0,0,0,0,0,0
3349,0,0,0,0,0,0,0,0,0,0
3350,1,1,1,1,1,0,1,0,1,0
3351,1,1,1,1,1,1,1,1,1,1
3360,1,1,0,1,1,1,0,1,1,1
3362,1,1,1,1,1,1,1,1,1,1
3363,1,0,1,1,0,0,1,1,0,0
3364,1,1,1,1,1,1,1,1,1,1
3366,1,1,1,1,1,1,1,1,1,1
3367,1,1,1,1,1,1,1,1,1,1
3370,1,1,1,1,1,1,1,1,1,1
3371,1,0,0,0,0,0,0,0,0,0
3380,1,1,1,1,1,1,1,1,1,1
3382,1,1,1,1,1,1,1,1,1,1
3383,1,1,1,1,1,1,1,1,1,1
3384,1,1,1,1,1,1,1,1,1,1
3386,1,1,1,1,1,1,1,1,1,1
3387,1,1,0,1,1,1,0,1,1,1
3388,1,1,1,1,1,1,1,1,1,1
3389,1,1,1,1,1,1,1,1,1,1
3390,1,1,1,1,1,1,1,1,1,1
3391,1,1,0,0,1,0,0,0,1,0
3394,1,1,1,1,1,1,1,1,1,1
3395,1,1,1,0,0,1,0,1,0,0
3397,1,1,1,0,1,1,1,0,0,1
3400,1,1,1,1,1,1,1,1,1,1
3401,1,1,0,1,1,1,0,1,1,1
3402,1,1,0,1,1,1,0,1,1,1
3403,1,0,0,0,0,0,0,0,0,0
3406,1,1,1,1,1,1,1,1,1,1
3407,1,0,1,0,0,1,1,0,0,1
3408,1,1,1,1,1,1,1,1,1,1
3409,1,0,0,1,1,1,0,1,1,1
3412,1,1,1,1,1,1,1,1,1,1
3417,1,1,1,1,1,1,1,1,1,1
3425,1,0,1,1,1,1,1,1,0,1
3427,1,1,1,1,1,1,1,1,1,1
3429,1,1,1,1,1,1,1,1,1,1
3430,1,1,1,1,1,1,1,1,1,1
3431,1,1,1,1,1,1,1,1,1,1
3432,1,1,1,1,1,1,0,1,1,1
3434,1,1,1,1,1,1,1,1,1,1
3435,1,1,1,1,1,1,1,1,1,1
3436,1,1,1,1,0,1,1,1,0,1
3439,1,1,1,1,1,1,1,1,1,1
3445,1,1,1,1,1,1,1,1,1,1
3447,1,1,1,1,1,1,1,1,1,1
3454,1,1,0,1,0,1,0,1,0,1
3458,1,1,1,1,1,1,1,1,1,1
3459,0,1,1,1,1,1,1,1,1,1
3460,1,1,1,0,1,0,1,0,1,0
3461,0,0,0,0,0,0,0,0,0,0
3462,1,1,1,1,1,1,1,1,1,1
3463,1,1,1,1,1,1,1,1,1,1
3464,0,1,1,1,1,1,1,0,1,1
3465,1,1,1,1,1,1,1,1,1,1
3472,1,1,1,1,1,1,1,1,1,1
3473,1,1,1,1,1,1,1,1,1,1
3474,1,1,1,1,1,1,1,1,1,1
3477,1,1,1,1,1,1,1,1,1,1
3480,1,1,1,1,1,1,1,1,1,1
3481,1,1,1,1,1,1,1,1,1,1
3482,1,1,1,1,1,1,1,1,1,1
3483,0,1,0,1,1,1,1,1,1,1
3484,1,1,1,1,0,1,1,1,0,1
3485,1,1,1,1,1,1,1,1,1,1
3486,1,1,1,1,1,1,1,1,1,1
3487,1,0,0,1,1,1,0,1,1,1
3488,1,1,1,1,1,1,1,1,1,1
3490,1,1,1,1,1,1,1,1,1,1
3492,1,1,1,1,1,1,1,1,1,1
3495,1,1,1,1,1,1,1,1,1,1
3497,1,1,1,1,1,1,1,1,1,1
3500,1,1,1,1,1,1,1,1,1,1
3501,1,1,1,1,1,1,1,1,1,1
3502,1,1,1,1,1,1,1,1,1,1
3503,1,1,1,1,1,1,1,1,1,1
3505,1,1,1,1,1,1,1,1,1,1
3510,1,1,1,1,1,0,1,1,0,0
3513,1,1,1,1,1,1,1,1,1,1
3514,1,1,1,1,1,1,1,1,1,1
3515,0,0,1,0,1,0,0,0,0,0
3518,1,1,1,1,1,1,1,1,1,1
3523,1,1,1,1,1,1,1,1,1,1
3525,1,1,1,1,1,1,1,1,1,1
3526,1,1,1,1,1,1,1,1,1,1
3527,0,0,0,0,0,0,0,0,0,0
3528,1,1,1,1,1,1,1,1,1,1
3529,1,1,1,1,1,1,1,1,1,1
3533,1,1,1,1,1,1,1,1,1,1
3534,1,1,1,1,1,1,1,1,1,1
3535,1,1,1,1,1,1,1,1,1,1
3537,1,1,0,1,1,1,0,1,0,0
3538,1,1,1,1,1,1,1,1,1,1
3548,1,0,1,1,0,1,1,1,0,1
3566,1,1,1,1,1,1,1,1,1,1
3567,1,1,1,1,1,1,1,1,1,1
3568,1,1,1,1,1,1,1,1,1,1
3569,1,1,1,1,1,1,1,1,1,1
3570,0,0,0,0,0,0,0,0,0,0
3571,1,1,1,1,1,1,1,1,1,1
3572,0,0,1,1,0,0,1,1,0,0
3580,1,1,1,1,1,1,1,1,1,1
3581,1,1,1,1,1,1,1,1,1,1
3582,1,1,1,0,1,0,1,0,1,0
3583,1,1,1,1,1,0,1,1,1,0
3585,1,1,1,0,1,1,1,0,1,1
3590,1,1,1,1,1,1,1,1,1,1
3591,1,1,1,1,1,1,1,1,1,1
3595,1,1,1,1,1,1,1,1,1,1
3596,1,1,1,1,1,1,1,1,1,1
3597,1,1,1,1,1,1,1,1,1,1
3602,0,0,1,1,1,0,1,1,1,0
3607,1,1,1,1,1,1,1,1,1,1
3608,1,1,1,1,1,1,1,1,1,1
3612,1,1,1,1,1,1,1,1,1,1
3616,1,0,0,0,1,0,0,0,1,0
3620,1,1,1,1,1,1,1,1,1,1
3623,1,1,1,0,1,1,1,0,1,1
3624,1,1,1,1,1,1,1,1,1,1
3625,1,1,1,1,1,1,1,1,1,1
3626,1,1,1,1,1,1,1,1,1,1
3627,0,0,0,0,0,0,0,0,0,0
3630,1,1,1,1,1,1,1,1,1,1
3632,1,1,1,1,1,1,1,1,1,1
3633,1,1,1,1,1,1,1,1,1,1
3634,1,1,0,1,0,1,0,1,0,0
3641,1,1,1,1,1,1,1,1,1,1
3645,1,1,1,1,1,1,1,1,1,1
3648,1,1,1,1,1,1,1,1,1,1
3652,1,1,1,1,1,1,1,1,1,1
3658,1,1,1,1,1,1,0,1,1,1
3659,1,0,1,1,0,0,1,1,0,0
3660,0,1,1,1,1,1,1,1,1,1
3700,1,1,1,1,1,1,1,1,1,1
3701,0,0,0,1,1,0,0,1,1,0
3702,0,1,1,1,1,1,1,1,0,1
3705,1,1,1,1,1,1,1,1,1,0
3709,1,1,1,1,1,1,0,1,1,1
3720,0,0,1,1,1,0,1,1,1,0
3722,1,1,1,1,1,1,1,1,1,1
3726,1,1,1,1,0,1,1,1,0,1
3728,1,1,1,1,1,1,1,1,1,1
3731,1,1,1,1,1,1,1,1,1,1
3732,1,1,1,1,1,1,1,1,1,1
3733,1,1,1,1,1,1,1,1,1,1
3734,1,1,1,1,1,1,1,1,1,1
3738,1,1,1,0,0,1,1,0,0,1
3739,1,1,1,1,1,1,1,1,1,1
3747,1,1,1,1,1,1,1,1,1,1
3749,0,0,0,0,0,0,0,0,0,0
3750,1,1,1,1,1,1,1,1,1,1
3751,1,1,1,1,1,1,1,1,1,1
3754,1,1,0,0,1,1,0,0,1,1
3757,1,1,1,1,1,1,1,1,1,1
3760,1,1,0,1,1,1,0,1,1,1
3761,1,1,0,0,1,1,0,0,1,1
3762,1,1,1,1,1,1,1,1,0,1
3763,1,1,1,1,1,1,1,1,1,1
3764,1,1,0,1,1,1,0,1,1,1
3765,1,1,1,1,1,1,1,0,1,1
3768,1,1,1,1,1,1,1,1,1,1
3771,1,1,1,1,0,1,1,1,0,1
3772,1,1,1,1,1,1,1,1,1,1
3773,1,1,1,1,1,1,1,1,1,1
3777,1,1,1,1,1,1,1,1,1,1
3778,1,1,1,1,1,1,1,1,1,1
3782,1,1,1,1,1,1,1,1,1,1
3783,1,1,0,1,1,1,0,1,1,1
3784,1,1,1,1,1,1,1,1,1,1
3786,0,0,0,0,0,0,0,0,0,0
3790,1,1,1,1,1,1,1,1,1,1
3791,1,1,1,1,1,1,1,1,1,1
3792,1,1,1,1,1,1,1,1,1,1
3794,1,1,1,0,1,1,1,0,1,1
3799,1,1,1,1,1,1,1,1,1,1
3803,1,1,1,1,1,1,1,1,1,1
3805,1,1,1,1,1,1,1,1,1,1
3806,1,1,1,1,1,1,1,1,1,1
3809,1,1,1,0,1,1,1,0,1,1
3810,1,1,1,1,1,1,1,1,1,1
3823,1,1,1,1,1,1,1,1,1,1
3826,0,1,1,1,1,1,1,1,1,1
3828,1,1,1,1,1,1,1,1,1,1
3829,1,1,1,1,1,1,1,1,1,1
3831,1,0,0,1,1,1,0,1,1,0
3833,1,1,1,1,1,1,1,1,1,1
3835,1,1,1,1,1,1,1,1,1,1
3837,1,1,1,1,1,1,1,1,1,1
3838,0,0,0,1,0,1,0,1,0,1
3840,1,1,1,1,1,1,1,1,1,1
3842,1,1,1,1,1,1,1,1,1,1
3847,1,1,1,1,1,1,1,1,1,1
3848,1,0,1,0,1,1,1,0,1,1
3851,1,1,1,1,1,1,1,1,1,1
3853,1,1,1,1,1,1,1,1,1,1
3857,0,0,1,1,1,1,1,1,1,1
3860,1,1,1,1,1,1,1,1,1,1
3861,1,1,0,1,1,1,0,1,1,1
3867,1,1,1,1,1,1,1,1,1,1
3868,1,0,1,1,1,1,1,1,0,1
3872,1,1,1,1,1,1,1,1,0,1
3874,1,1,1,1,1,1,1,1,1,1
3876,0,1,1,1,1,1,1,1,1,1
3886,0,0,1,1,1,1,1,1,0,1
3887,1,1,0,1,1,1,0,1,1,1
3888,1,1,0,1,1,1,0,0,1,1
3891,1,1,1,1,1,1,1,1,1,1
3893,1,1,1,1,1,1,1,1,1,1
3894,1,1,1,1,1,1,1,1,1,1
3897,1,1,1,1,1,1,1,1,1,1
4055,1,1,1,1,1,1,1,1,1,1
4065,1,1,1,1,1,1,0,0,0,1
4068,1,1,1,1,1,1,1,1,1,1
4102,1,1,1,1,1,1,1,1,1,1
4103,1,1,1,1,1,1,1,0,0,1
4108,1,1,1,1,1,1,1,1,1,1
4111,1,1,0,1,0,1,0,1,0,1
4112,1,1,1,1,1,1,1,1,1,1
4115,1,1,1,1,1,1,1,1,1,1
4118,1,1,1,1,0,1,1,1,0,1
4129,1,1,1,1,1,1,1,1,1,1
4130,1,1,1,1,1,1,1,1,1,1
4131,1,1,1,1,1,1,1,1,1,1
4156,1,1,1,1,1,1,1,1,1,1
4163,1,1,1,1,1,1,1,1,1,1
4164,1,1,1,1,1,0,1,1,1,1
4168,1,1,1,1,1,1,1,1,1,1
4183,1,1,1,0,1,1,1,0,0,1
4194,1,1,1,1,1,1,1,1,1,1
4195,1,1,1,1,1,1,1,1,1,1
4200,1,1,0,0,0,1,0,0,0,1
4201,1,1,0,1,1,1,0,1,1,1
4202,1,1,1,1,1,1,1,1,1,1
4203,1,1,1,1,1,1,1,1,1,1
4209,1,1,1,1,1,1,1,1,1,1
4215,1,1,1,1,1,1,1,1,1,1
4216,1,1,1,1,1,1,1,1,1,1
4219,1,1,1,1,1,1,1,1,1,1
4223,1,1,1,0,1,0,1,0,1,0
4224,1,1,1,1,1,1,1,1,1,1
4230,1,1,1,1,1,1,1,1,1,1
4231,1,1,1,1,1,1,1,1,1,1
4235,1,1,1,1,1,1,1,1,1,1
4239,1,1,1,1,1,1,1,1,1,1
4241,1,1,1,1,1,1,1,1,1,1
4243,1,1,1,1,1,1,1,1,1,1
4244,1,1,0,1,1,1,0,1,1,1
4247,1,1,1,1,1,1,1,1,1,1
4253,1,1,1,1,1,1,1,1,1,1
4255,1,1,1,1,1,1,1,1,1,1
4256,1,1,1,1,1,1,1,1,1,1
4260,0,0,0,0,0,0,0,0,0,0
4262,1,1,1,1,1,1,1,1,1,1
4273,1,1,0,1,1,1,0,1,1,1
4274,0,1,1,1,1,1,1,1,1,1
4277,1,1,1,1,1,1,1,1,1,1
4279,1,1,1,1,1,1,1,1,1,1
4284,1,1,1,1,1,1,1,1,1,1
4285,1,1,1,1,1,1,1,1,1,1
4286,1,1,1,1,1,1,1,1,1,1
4295,1,1,1,1,1,1,1,1,1,1
4298,1,1,1,1,1,1,1,1,1,1
4299,1,1,1,1,1,1,1,1,1,1
4318,1,1,1,1,1,1,1,1,1,1
4321,1,1,1,1,1,1,1,1,1,1
4323,1,1,1,1,1,1,1,1,1,1
4325,1,1,1,1,1,1,1,1,1,1
4330,1,1,1,1,1,1,1,1,1,1
4332,0,1,0,0,0,1,0,0,0,1
4333,1,1,1,1,1,1,1,1,1,1
4335,1,1,1,1,1,1,1,1,1,1
4340,1,1,1,1,1,1,1,1,1,1
4341,1,1,1,1,1,0,1,1,1,0
4356,1,1,1,1,1,1,1,1,1,1
4365,1,1,1,1,1,1,1,1,1,1
4368,1,1,1,1,1,1,1,1,1,1
4372,1,1,1,1,1,1,1,1,1,1
4374,1,1,1,1,1,1,1,1,1,1
4381,1,1,1,1,1,1,1,1,1,1
4384,1,1,0,1,0,0,0,1,0,0
4387,0,1,0,1,1,1,0,1,1,1
4389,1,1,1,1,1,1,1,1,1,1
4399,1,1,1,1,1,1,1,1,1,1
4405,0,1,1,0,1,1,1,0,1,1
4407,1,1,1,1,1,1,1,1,1,1
4409,1,1,1,1,1,1,1,1,1,1
4410,1,1,1,1,1,1,1,1,1,1
4414,1,1,1,1,1,1,1,1,1,1
4417,1,1,1,0,1,1,1,0,1,1
4420,1,1,1,1,1,1,1,1,1,1
4424,1,1,1,1,0,1,1,1,0,1
4435,0,0,0,0,0,0,0,0,0,0
4436,1,1,1,0,0,1,1,0,0,1
4438,1,1,1,1,1,1,1,1,1,1
4450,0,1,1,1,1,1,1,1,1,1
4451,1,1,1,1,1,1,1,1,1,1
4460,0,1,1,1,1,1,1,1,1,1
4475,1,1,1,1,1,1,0,1,1,1
4483,1,1,1,1,1,0,1,1,1,0
4487,1,1,1,1,1,0,1,1,1,0
4497,0,0,0,1,0,0,0,1,0,0
4503,1,1,1,1,1,1,1,1,1,1
4506,1,1,0,0,0,1,0,0,0,1
4508,1,1,1,1,1,1,1,1,1,1
4511,1,1,1,1,0,1,1,1,0,1
4512,1,1,1,1,1,1,1,1,1,1
4521,1,1,1,1,1,1,1,1,1,1
4531,0,0,1,1,1,1,1,1,1,1
4533,1,0,1,1,1,1,1,1,1,1
4538,1,1,1,0,1,1,1,0,1,1
4540,1,1,1,1,1,1,1,1,1,1
4553,1,1,1,1,1,1,1,1,1,1
4590,1,1,1,1,1,1,1,1,1,1
4601,0,1,1,1,1,1,1,0,1,0
4615,1,1,1,1,1,1,1,1,1,1
4616,1,1,1,1,0,1,1,1,0,1
4631,0,1,1,0,1,1,1,0,1,1
4635,0,0,0,1,1,1,0,1,1,1
4643,1,1,1,1,1,1,1,1,1,1
4653,1,1,1,1,1,1,1,1,1,1
4678,1,1,1,0,1,1,1,0,1,1
4682,1,1,1,1,1,1,1,1,1,1
4696,1,1,1,1,1,1,1,1,1,1
4734,1,1,1,1,1,1,1,1,1,1
4849,1,1,1,1,1,1,1,1,1,1
4865,1,1,1,1,1,1,1,1,1,1
5025,1,1,1,1,1,1,1,1,1,1
5028,1,1,0,0,0,0,0,0,0,0
5029,1,1,1,0,1,1,1,0,1,1
5030,0,0,1,1,1,1,1,1,1,1
5031,1,1,1,1,1,1,1,1,1,1
5032,1,1,1,1,1,1,1,1,1,1
5033,1,1,1,1,1,1,1,1,1,1
5034,1,1,1,1,1,1,1,1,1,1
5035,1,1,1,1,1,1,1,1,1,1
5036,1,1,1,0,0,1,1,0,0,1
5037,1,1,1,1,1,1,1,1,1,1
5038,1,1,1,1,1,0,1,1,1,0
5039,1,1,1,1,1,1,1,1,1,1
5041,1,1,1,1,1,1,1,1,1,1
5045,1,1,1,1,1,1,1,1,1,1
5046,1,1,1,1,1,1,1,1,1,1
5048,1,1,1,1,1,1,1,1,1,1
5049,1,1,1,1,1,1,1,1,1,1
5051,1,1,1,1,1,1,1,1,1,1
5054,1,1,1,1,0,1,1,1,0,1
5055,1,0,1,0,0,0,0,0,0,0
5056,1,1,1,1,1,1,1,1,1,1
5057,1,1,1,1,1,1,1,1,1,1
5058,1,1,1,1,0,1,0,1,0,1
5060,1,1,1,1,1,1,1,1,1,1
5063,1,1,0,1,1,1,0,1,1,1
5064,0,0,0,0,0,0,0,0,0,0
5065,0,0,1,0,0,0,1,0,0,0
5066,1,1,1,1,1,1,1,1,1,1
5070,1,1,1,1,1,0,1,1,1,0
5071,1,1,1,1,1,1,1,1,1,1
5072,1,1,1,0,1,1,1,0,0,1
5076,0,1,1,1,1,1,1,1,1,1
5078,1,1,1,1,1,1,1,1,1,1
5080,1,1,1,1,0,1,1,1,0,1
5082,1,0,0,0,1,1,0,0,1,0
5085,1,1,0,0,1,0,0,0,1,0
5087,1,1,1,1,1,1,1,1,1,1
5088,0,0,1,1,0,1,1,1,0,1
5090,1,1,1,0,1,1,1,0,1,1
5091,0,0,0,0,0,0,0,0,0,0
5092,1,1,1,0,1,1,0,0,1,1
5097,1,1,1,1,1,1,1,1,1,1
5099,1,1,1,1,1,1,1,1,1,1
5101,1,1,0,1,0,1,0,1,0,0
5104,1,1,1,1,0,1,1,1,0,1
5105,0,1,1,1,0,1,1,1,0,1
5113,1,1,1,0,1,0,1,0,1,0
5115,1,1,1,1,1,1,1,1,1,1
5116,1,1,1,1,1,1,1,1,1,1
5117,1,1,1,1,1,1,1,1,1,1
5118,0,1,1,1,1,0,1,1,1,0
5123,1,1,1,1,1,1,1,1,1,1
5124,1,1,1,1,1,1,1,1,1,1
5126,1,1,1,1,1,1,1,1,1,1
5127,1,1,1,1,1,0,1,1,1,0
5129,1,1,1,1,1,1,1,1,1,1
5130,1,1,1,1,1,1,1,1,1,1
5131,1,1,1,1,1,1,1,1,1,1
5133,1,1,1,1,1,1,1,1,1,1
5134,1,1,1,1,1,1,1,1,1,1
5136,1,1,1,1,1,1,1,1,1,1
5137,0,1,1,1,0,1,1,1,0,1
5139,1,1,1,1,1,1,1,1,1,1
5141,1,1,1,1,1,1,1,1,1,1
5144,1,1,1,1,1,1,1,1,1,1
5145,1,1,1,1,1,1,1,1,1,1
5146,1,0,0,1,1,1,0,1,1,1
5147,1,1,1,1,1,1,1,1,1,1
5150,1,1,0,1,1,1,0,1,1,1
5151,1,1,1,1,1,1,1,1,1,1
5155,1,1,1,1,0,1,1,1,0,1
5156,1,1,1,1,1,1,1,1,1,1
5157,1,1,1,1,1,1,1,1,1,1
5159,1,1,1,1,1,1,1,1,1,1
5165,1,1,1,1,1,1,1,1,1,1
5166,1,1,1,1,1,1,1,1,1,1
5167,1,1,1,1,1,1,1,1,1,1
5168,0,0,0,1,1,1,0,1,1,1
5172,1,1,1,1,0,1,1,1,0,1
5173,1,1,0,1,1,1,0,1,1,1
5174,1,1,1,1,1,0,1,0,1,1
5175,1,1,1,1,1,1,1,1,1,1
5184,0,1,1,1,1,1,1,1,1,1
5185,1,1,1,1,1,1,1,1,1,1
5186,1,1,1,1,1,1,0,1,1,1
5189,1,1,1,1,1,1,1,1,1,1
5190,1,1,1,1,1,1,1,1,1,1
5191,1,0,1,1,1,0,1,1,1,0
5192,1,1,1,1,1,1,1,1,1,1
5193,1,1,1,1,1,1,1,1,1,1
5195,1,1,1,1,1,1,1,1,1,1
5196,1,1,0,1,1,1,0,1,1,1
5197,1,1,1,1,1,1,1,1,1,1
5199,1,1,1,1,1,0,1,1,1,0
5201,1,1,1,0,1,1,1,0,1,1
5202,1,0,1,1,1,1,1,1,1,1
5203,1,1,1,1,1,1,1,1,1,1
5210,1,0,1,1,1,1,1,1,1,1
5211,1,1,1,1,1,1,1,1,1,1
5214,1,1,1,1,1,1,1,1,1,1
5215,1,1,0,1,1,1,0,1,1,1
5216,1,1,1,1,1,1,1,1,1,1
5218,1,1,0,1,1,1,0,1,1,1
5232,1,1,1,1,1,1,1,1,1,1
5233,1,1,1,1,1,1,1,1,1,1
5234,1,1,1,1,1,1,1,1,1,1
5235,1,1,1,1,1,1,1,1,1,1
5236,1,1,1,1,1,1,1,1,1,1
5239,1,1,1,1,1,1,1,1,1,1
5240,0,1,1,1,1,1,1,1,1,1
5241,0,0,1,1,1,0,1,1,1,0
5242,0,0,1,1,1,0,1,1,1,0
5244,1,1,1,1,1,1,1,1,1,1
5245,1,1,1,1,1,1,1,1,1,1
5246,1,1,1,1,1,1,1,1,1,1
5247,1,1,1,1,1,1,1,1,1,1
5250,1,1,1,0,0,0,1,0,0,0
5251,0,1,1,1,1,1,0,0,1,0
5252,0,0,0,0,0,0,0,0,0,0
5253,1,1,1,1,1,1,1,1,1,1
5254,1,1,1,1,1,1,1,1,1,1
5260,1,1,1,1,1,1,1,1,1,1
5261,1,1,1,0,1,0,1,0,0,0
5262,1,1,1,1,1,1,1,1,1,1
5263,0,1,1,1,0,1,1,1,0,1
5264,0,1,1,0,0,1,1,0,0,1
5266,1,1,1,1,1,1,1,1,1,1
5270,1,1,1,1,1,1,1,1,1,1
5272,1,1,1,1,1,1,1,1,1,1
5273,1,1,1,1,1,1,1,1,1,1
5275,0,0,0,0,0,0,0,0,0,0
5276,1,1,1,1,1,1,1,1,1,1
5278,1,1,1,0,1,1,1,0,0,1
5280,0,0,1,1,1,0,1,1,1,0
5285,1,1,1,1,1,1,1,1,1,1
5287,1,1,1,1,1,1,1,1,1,1
5288,1,1,1,1,1,1,1,1,1,1
5292,1,1,1,1,1,1,1,1,1,1
5294,1,1,1,1,1,1,1,1,1,1
5295,0,0,0,0,0,0,0,0,0,0
5296,1,1,1,1,1,1,1,1,1,1
5298,0,0,0,0,0,0,0,0,0,0
5299,1,1,1,1,1,1,1,1,1,1
5300,1,1,1,1,1,1,1,1,1,1
5303,1,1,1,1,1,1,1,1,1,1
5307,1,0,1,1,1,0,1,1,1,0
5309,1,1,0,0,1,1,1,0,1,1
5311,1,1,1,1,1,1,1,1,1,1
5312,1,1,1,1,1,1,1,1,1,1
5313,1,1,1,1,1,1,1,1,1,1
5316,1,1,1,1,1,1,1,1,1,1
5317,1,1,1,1,1,1,1,1,1,1
5319,1,1,1,1,1,1,1,1,1,1
5320,0,0,0,1,0,0,0,0,0,0
5326,1,1,1,1,1,1,1,1,1,1
5329,1,1,1,1,1,1,1,1,1,1
5330,1,1,1,1,1,1,1,1,1,1
5331,1,1,1,1,1,1,1,1,1,1
5334,0,1,1,1,0,1,1,1,0,0
5335,1,1,1,1,1,1,1,1,1,1
5340,0,0,1,1,1,1,1,1,1,1
5341,1,1,1,1,1,1,1,1,1,1
5342,1,1,1,1,1,1,1,1,1,1
5343,0,1,1,1,1,1,1,1,1,1
