4109,Hot,Large,8,15,12,2,4,2
4702,Hot,Large,8,15,12,2,4,2
4703,Mild,Large,8,15,12,2,4,2
4704,Hot,Large,8,15,12,2,4,2
4707,Mild,Large,8,15,12,2,4,2
4709,Tropical,Small,7,10,8,2,3,1
4710,Mild,Large,8,15,12,2,4,2
4711,Mild,Large,8,15,12,2,4,2
4712,Hot,Large,8,15,12,2,4,2
4713,Hot,Medium,7,12,11,2,3,2
4718,Cold,Large,8,15,12,2,4,2
4720,Hot,Large,8,15,12,2,4,2
4721,Hot,Medium,7,12,11,2,3,2
4722,Mild,Large,8,15,12,2,4,2
4724,Mild,Extra Large,9,16,15,2,4,3
4728,Mild,Large,8,15,12,2,4,2
4729,Mild,Large,8,15,12,2,4,2
4730,Cold,Large,8,15,12,2,4,2
4731,Mild,Large,8,15,12,2,4,2
4732,Tropical,Large,8,15,12,2,4,2
4735,Tropical,Large,8,15,12,2,4,2
4736,Cold,Extra Large,9,16,15,2,4,3
4738,Cold,Large,8,15,12,2,4,2
4739,Mild,Medium,7,12,11,2,3,2
4740,Mild,Large,8,15,12,2,4,2
4741,Mild,Large,8,15,12,2,4,2
4742,Hot,Medium,7,12,11,2,3,2
4743,Hot,Large,8,15,12,2,4,2
4745,Cold,Large,8,15,12,2,4,2
4749,Mild,Small,7,10,8,2,3,1
4750,Cold,Large,8,15,12,2,4,2
4755,Tropical,Large,8,15,12,2,4,2
4761,Mild,Large,8,15,12,2,4,2
4763,Hot,Large,8,15,12,2,4,2
4764,Hot,Large,8,15,12,2,4,2
4767,Tropical,Large,8,15,12,2,4,2
4768,Mild,Large,8,15,12,2,4,2
4769,Hot,Large,8,15,12,2,4,2
4770,Cold,Large,8,15,12,2,4,2
4771,Mild,Large,8,15,12,2,4,2
4772,Tropical,Large,8,15,12,2,4,2
4774,Mild,Large,8,15,12,2,4,2
4775,Hot,Medium,7,12,11,2,3,2
4776,Mild,Large,8,15,12,2,4,2
4777,Cold,Large,8,15,12,2,4,2
4778,Cold,Large,8,15,12,2,4,2
4780,Mild,Large,8,15,12,2,4,2
4781,Cold,Large,8,15,12,2,4,2
4782,Tropical,Large,8,15,12,2,4,2
4783,Hot,Medium,7,12,11,2,3,2
4784,Hot,Large,8,15,12,2,4,2
4785,Tropical,Large,8,15,12,2,4,2
4786,Cold,Large,8,15,12,2,4,2
4787,Cold,Extra Large,9,16,15,2,4,3
4789,Mild,Large,8,15,12,2,4,2
4790,Hot,Large,8,15,12,2,4,2
4791,Mild,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4794,Tropical,Large,8,15,12,2,4,2
4797,Mild,Large,8,15,12,2,4,2
4798,Mild,Large,8,15,12,2,4,2
4799,Mild,Large,8,15,12,2,4,2
4801,Tropical,Large,8,15,12,2,4,2
4802,Mild,Large,8,15,12,2,4,2
4804,Mild,Medium,7,12,11,2,3,2
4805,Cold,Large,8,15,12,2,4,2
4808,Mild,Medium,7,12,11,2,3,2
4815,Mild,Small,7,10,8,2,3,1
4816,Cold,Large,8,15,12,2,4,2
4817,Mild,Large,8,15,12,2,4,2
4818,Tropical,Large,8,15,12,2,4,2
4819,Tropical,Large,8,15,12,2,4,2
4820,Hot,Large,8,15,12,2,4,2
4822,Tropical,Extra Large,9,16,15,2,4,3
4824,Tropical,Extra Large,9,16,15,2,4,3
4825,Mild,Large,8,15,12,2,4,2
4828,Tropical,Medium,7,12,11,2,3,2
4829,Tropical,Large,8,15,12,2,4,2
4830,Tropical,Large,8,15,12,2,4,2
4831,Mild,Large,8,15,12,2,4,2
