Store #,Type,City,State,Start Selling Date,Stop Selling Date,Return Type
5780,Walmart,PARAGOULD,AR,21-Apr,11-Jul,UPS Ground Return
230,Walmart,PARIS,AR,21-Apr,11-Jul,UPS Ground Return
6971,Walmart,PEA RIDGE,AR,21-Apr,11-Jul,UPS Ground Return
3331,Walmart,PINE BLUFF,AR,21-Apr,11-Jul,UPS Ground Return
71,Walmart,POCAHONTAS,AR,21-Apr,11-Jul,UPS Ground Return
1,Walmart,ROGERS,AR,21-Apr,11-Jul,UPS Ground Return
5260,Walmart,ROGERS,AR,21-Apr,11-Jul,UPS Ground Return
3654,Walmart,ROGERS,AR,21-Apr,11-Jul,UPS Ground Return
5837,Walmart,ROGERS,AR,21-Apr,11-Jul,UPS Ground Return
58,Walmart,RUSSELLVILLE,AR,21-Apr,11-Jul,UPS Ground Return
157,Walmart,SEARCY,AR,21-Apr,11-Jul,UPS Ground Return
336,Walmart,SHERIDAN,AR,21-Apr,11-Jul,UPS Ground Return
7,Walmart,SHERWOOD,AR,21-Apr,11-Jul,UPS Ground Return
2743,Walmart,SHERWOOD,AR,21-Apr,11-Jul,UPS Ground Return
4,Walmart,SILOAM SPRINGS,AR,21-Apr,11-Jul,UPS Ground Return
6960,Walmart,SILOAM SPRINGS,AR,21-Apr,11-Jul,UPS Ground Return
54,Walmart,SPRINGDALE,AR,21-Apr,11-Jul,UPS Ground Return
4108,Walmart,SPRINGDALE,AR,21-Apr,11-Jul,UPS Ground Return
5738,Walmart,SPRINGDALE,AR,21-Apr,11-Jul,UPS Ground Return
4808,Sam's Club,SPRINGDALE,AR,21-Apr,11-Jul,TNT Driver Pickup
102,Walmart,STUTTGART,AR,21-Apr,11-Jul,UPS Ground Return
468,Walmart,TEXARKANA,AR,21-Apr,11-Jul,UPS Ground Return
229,Walmart,TRUMANN,AR,21-Apr,11-Jul,UPS Ground Return
57,Walmart,WALNUT RIDGE,AR,21-Apr,11-Jul,UPS Ground Return
714,Walmart,WEST HELENA,AR,21-Apr,11-Jul,UPS Ground Return
70,Walmart,WEST MEMPHIS,AR,21-Apr,11-Jul,UPS Ground Return
68,Walmart,WYNNE,AR,21-Apr,11-Jul,UPS Ground Return
5329,Walmart,ANTHEM,AZ,20-May,6-Jul,TNT Driver Pickup
1381,Walmart,APACHE JUNCTION,AZ,20-May,6-Jul,TNT Driver Pickup
2554,Walmart,AVONDALE,AZ,20-May,6-Jul,TNT Driver Pickup
4830,Sam's Club,AVONDALE,AZ,20-May,6-Jul,TNT Driver Pickup
3807,Walmart,BENSON,AZ,20-May,6-Jul,TNT Driver Pickup
3407,Walmart,BUCKEYE,AZ,20-May,6-Jul,TNT Driver Pickup
1370,Walmart,BULLHEAD CITY,AZ,20-May,6-Jul,TNT Driver Pickup
4915,Sam's Club,BULLHEAD CITY,AZ,20-May,6-Jul,TNT Driver Pickup
1218,Walmart,CASA GRANDE,AZ,20-May,6-Jul,TNT Driver Pickup
1512,Walmart,CHANDLER,AZ,20-May,6-Jul,TNT Driver Pickup
2671,Walmart,CHANDLER,AZ,20-May,6-Jul,TNT Driver Pickup
3360,Walmart,CHANDLER,AZ,20-May,6-Jul,TNT Driver Pickup
6480,Walmart,CHANDLER,AZ,20-May,6-Jul,TNT Driver Pickup
4324,Walmart,CHANDLER,AZ,20-May,6-Jul,TNT Driver Pickup
6213,Sam's Club,CHANDLER,AZ,20-May,6-Jul,TNT Driver Pickup
1334,Walmart,CLAYPOOL,AZ,20-May,6-Jul,TNT Driver Pickup
2778,Walmart,COOLIDGE,AZ,20-May,6-Jul,TNT Driver Pickup
1846,Walmart,DOUGLAS,AZ,20-May,6-Jul,TNT Driver Pickup
4336,Walmart,EL MIRAGE,AZ,20-May,6-Jul,TNT Driver Pickup
3861,Walmart,GILBERT,AZ,20-May,6-Jul,TNT Driver Pickup
5186,Walmart,GILBERT,AZ,20-May,6-Jul,TNT Driver Pickup
4829,Sam's Club,GILBERT,AZ,20-May,6-Jul,TNT Driver Pickup
6605,Sam's Club,GILBERT,AZ,20-May,6-Jul,TNT Driver Pickup
1532,Walmart,GLENDALE,AZ,20-May,6-Jul,TNT Driver Pickup
3241,Walmart,GLENDALE,AZ,20-May,6-Jul,TNT Driver Pickup
3465,Walmart,GLENDALE,AZ,20-May,6-Jul,TNT Driver Pickup
5124,Walmart,GLENDALE,AZ,20-May,6-Jul,TNT Driver Pickup
3315,Walmart,GLENDALE,AZ,20-May,6-Jul,TNT Driver Pickup
4233,Walmart,GLENDALE,AZ,20-May,6-Jul,TNT Driver Pickup
4732,Sam's Club,GLENDALE,AZ,20-May,6-Jul,TNT Driver Pickup
5369,Walmart,GOODYEAR,AZ,20-May,6-Jul,TNT Driver Pickup
1411,Walmart,GREEN VALLEY,AZ,20-May,6-Jul,TNT Driver Pickup
2051,Walmart,KINGMAN,AZ,20-May,6-Jul,TNT Driver Pickup
1364,Walmart,LAKE HAVASU CITY,AZ,20-May,6-Jul,TNT Driver Pickup
4430,Walmart,MARICOPA,AZ,20-May,6-Jul,TNT Driver Pickup
1646,Walmart,MESA,AZ,20-May,6-Jul,TNT Driver Pickup
2482,Walmart,MESA,AZ,20-May,6-Jul,TNT Driver Pickup
2767,Walmart,MESA,AZ,20-May,6-Jul,TNT Driver Pickup
2768,Walmart,MESA,AZ,20-May,6-Jul,TNT Driver Pickup
3799,Walmart,MESA,AZ,20-May,6-Jul,TNT Driver Pickup
3833,Walmart,MESA,AZ,20-May,6-Jul,TNT Driver Pickup
5428,Walmart,MESA,AZ,20-May,6-Jul,TNT Driver Pickup
3846,Walmart,MESA,AZ,20-May,6-Jul,TNT Driver Pickup
5257,Walmart,MESA,AZ,20-May,6-Jul,TNT Driver Pickup
5304,Walmart,MESA,AZ,20-May,6-Jul,TNT Driver Pickup
5332,Walmart,MESA,AZ,20-May,6-Jul,TNT Driver Pickup
5349,Walmart,MESA,AZ,20-May,6-Jul,TNT Driver Pickup
1324,Walmart,NOGALES,AZ,20-May,6-Jul,TNT Driver Pickup
3379,Walmart,ORO VALLEY,AZ,20-May,6-Jul,TNT Driver Pickup
4264,Walmart,ORO VALLEY,AZ,20-May,6-Jul,TNT Driver Pickup
1442,Walmart,PAGE,AZ,20-May,6-Jul,TNT Driver Pickup
4543,Walmart,PARKER,AZ,20-May,6-Jul,UPS Ground Return
1533,Walmart,PEORIA,AZ,20-May,6-Jul,TNT Driver Pickup
3896,Walmart,PEORIA,AZ,20-May,6-Jul,TNT Driver Pickup
4275,Walmart,PEORIA,AZ,20-May,6-Jul,TNT Driver Pickup
1598,Walmart,PHOENIX,AZ,20-May,6-Jul,TNT Driver Pickup
2113,Walmart,PHOENIX,AZ,20-May,6-Jul,TNT Driver Pickup
2515,Walmart,PHOENIX,AZ,20-May,6-Jul,TNT Driver Pickup
3771,Walmart,PHOENIX,AZ,20-May,6-Jul,TNT Driver Pickup
4232,Walmart,PHOENIX,AZ,20-May,6-Jul,TNT Driver Pickup
5190,Walmart,PHOENIX,AZ,20-May,6-Jul,TNT Driver Pickup
5330,Walmart,PHOENIX,AZ,20-May,6-Jul,TNT Driver Pickup
5331,Walmart,PHOENIX,AZ,20-May,6-Jul,TNT Driver Pickup
6477,Walmart,PHOENIX,AZ,20-May,6-Jul,TNT Driver Pickup
2632,Walmart,PHOENIX,AZ,20-May,6-Jul,TNT Driver Pickup
4293,Walmart,PHOENIX,AZ,20-May,6-Jul,TNT Driver Pickup
6606,Sam's Club,PHOENIX,AZ,20-May,6-Jul,TNT Driver Pickup
6608,Sam's Club,PHOENIX,AZ,20-May,6-Jul,TNT Driver Pickup
5303,Walmart,PRESCOTT,AZ,20-May,6-Jul,UPS Ground Return
3730,Walmart,PRESCOTT VALLEY,AZ,20-May,6-Jul,UPS Ground Return
4451,Walmart,QUEEN CREEK,AZ,20-May,6-Jul,TNT Driver Pickup
1149,Walmart,SAFFORD,AZ,20-May,6-Jul,TNT Driver Pickup
4337,Walmart,SAN LUIS,AZ,20-May,6-Jul,TNT Driver Pickup
3751,Walmart,SAN TAN VALLEY,AZ,20-May,6-Jul,TNT Driver Pickup
2766,Walmart,SCOTTSDALE,AZ,20-May,6-Jul,TNT Driver Pickup
2777,Walmart,SURPRISE,AZ,20-May,6-Jul,TNT Driver Pickup
5429,Walmart,SURPRISE,AZ,20-May,6-Jul,TNT Driver Pickup
4218,Walmart,SURPRISE,AZ,20-May,6-Jul,TNT Driver Pickup
4955,Sam's Club,SURPRISE,AZ,20-May,6-Jul,TNT Driver Pickup
1746,Walmart,TEMPE,AZ,20-May,6-Jul,TNT Driver Pickup
1291,Walmart,TUCSON,AZ,20-May,6-Jul,TNT Driver Pickup
1325,Walmart,TUCSON,AZ,20-May,6-Jul,TNT Driver Pickup
1612,Walmart,TUCSON,AZ,20-May,6-Jul,TNT Driver Pickup
2922,Walmart,Tucson,AZ,20-May,6-Jul,TNT Driver Pickup
3884,Walmart,TUCSON,AZ,20-May,6-Jul,TNT Driver Pickup
5031,Walmart,TUCSON,AZ,20-May,6-Jul,TNT Driver Pickup
5626,Walmart,TUCSON,AZ,20-May,6-Jul,TNT Driver Pickup
5799,Walmart,TUCSON,AZ,20-May,6-Jul,TNT Driver Pickup
5858,Walmart,TUCSON,AZ,20-May,6-Jul,TNT Driver Pickup
3049,Walmart,TUCSON,AZ,20-May,6-Jul,TNT Driver Pickup
3143,Walmart,TUCSON,AZ,20-May,6-Jul,TNT Driver Pickup
3357,Walmart,TUCSON,AZ,20-May,6-Jul,TNT Driver Pickup
3377,Walmart,Tucson,AZ,20-May,6-Jul,TNT Driver Pickup
4473,Walmart,Tucson,AZ,20-May,6-Jul,TNT Driver Pickup
4490,Walmart,TUCSON,AZ,20-May,6-Jul,TNT Driver Pickup
4603,Walmart,TUCSON,AZ,20-May,6-Jul,TNT Driver Pickup
6692,Sam's Club,TUCSON,AZ,20-May,6-Jul,TNT Driver Pickup
1328,Walmart,WINSLOW,AZ,20-May,6-Jul,TNT Driver Pickup
1474,Walmart,YUMA,AZ,20-May,6-Jul,TNT Driver Pickup
4325,Walmart,YUMA,AZ,20-May,6-Jul,TNT Driver Pickup
5342,Walmart,YUMA,AZ,20-May,6-Jul,TNT Driver Pickup
7320,Walmart,YUMA,AZ,20-May,6-Jul,TNT Driver Pickup
6205,Sam's Club,YUMA,AZ,20-May,6-Jul,TNT Driver Pickup
2242,Walmart,ANAHEIM,CA,21-Apr,11-Jul,UPS Ground Return
5930,Walmart,ANAHEIM,CA,21-Apr,11-Jul,UPS Ground Return
3101,Walmart,ANAHEIM,CA,21-Apr,11-Jul,UPS Ground Return
5640,Walmart,ANAHEIM,CA,21-Apr,11-Jul,UPS Ground Return
1881,Walmart,ANTELOPE,CA,21-Apr,11-Jul,UPS Ground Return
2556,Walmart,ARROYO GRANDE,CA,21-Apr,11-Jul,UPS Ground Return
5890,Walmart,ATWATER,CA,21-Apr,11-Jul,UPS Ground Return
1574,Walmart,BAKERSFIELD,CA,21-Apr,11-Jul,UPS Ground Return
1624,Walmart,BAKERSFIELD,CA,21-Apr,11-Jul,UPS Ground Return
2557,Walmart,BAKERSFIELD,CA,21-Apr,11-Jul,UPS Ground Return
5134,Walmart,BAKERSFIELD,CA,21-Apr,11-Jul,UPS Ground Return
3138,Walmart,BAKERSFIELD,CA,21-Apr,11-Jul,UPS Ground Return
3140,Walmart,BAKERSFIELD,CA,21-Apr,11-Jul,UPS Ground Return
3141,Walmart,BAKERSFIELD,CA,21-Apr,11-Jul,UPS Ground Return
4819,Sam's Club,BAKERSFIELD,CA,21-Apr,11-Jul,UPS Ground Return
3522,Walmart,BALDWIN PARK,CA,21-Apr,11-Jul,UPS Ground Return
1879,Walmart,BARSTOW,CA,21-Apr,11-Jul,UPS Ground Return
5156,Walmart,BEAUMONT,CA,21-Apr,11-Jul,UPS Ground Return
5335,Walmart,BRAWLEY,CA,21-Apr,11-Jul,UPS Ground Return
2523,Walmart,BREA,CA,21-Apr,11-Jul,UPS Ground Return
5032,Walmart,BUENA PARK,CA,21-Apr,11-Jul,UPS Ground Return
1859,Walmart,CALEXICO,CA,21-Apr,11-Jul,UPS Ground Return
5664,Walmart,CAMARILLO,CA,21-Apr,11-Jul,UPS Ground Return
5981,Walmart,CARMICHAEL,CA,21-Apr,11-Jul,UPS Ground Return
1983,Walmart,CERES,CA,21-Apr,11-Jul,UPS Ground Return
2082,Walmart,CERRITOS,CA,21-Apr,11-Jul,UPS Ground Return
2044,Walmart,CHICO,CA,21-Apr,11-Jul,UPS Ground Return
3464,Walmart,CHINO,CA,21-Apr,11-Jul,UPS Ground Return
6610,Sam's Club,CHINO,CA,21-Apr,11-Jul,UPS Ground Return
3712,Walmart,CITRUS HEIGHTS,CA,21-Apr,11-Jul,UPS Ground Return
4759,Walmart,CITRUS HEIGHTS,CA,21-Apr,11-Jul,UPS Ground Return
4799,Sam's Club,CITRUS HEIGHTS,CA,21-Apr,11-Jul,UPS Ground Return
2251,Walmart,CITY OF INDUSTRY,CA,21-Apr,11-Jul,UPS Ground Return
1979,Walmart,CLEARLAKE,CA,21-Apr,11-Jul,UPS Ground Return
2277,Walmart,CLOVIS,CA,21-Apr,11-Jul,UPS Ground Return
5337,Walmart,CLOVIS,CA,21-Apr,11-Jul,UPS Ground Return
5633,Walmart,CLOVIS,CA,21-Apr,11-Jul,UPS Ground Return
1692,Walmart,COLTON,CA,21-Apr,11-Jul,UPS Ground Return
6612,Sam's Club,CONCORD,CA,21-Apr,11-Jul,UPS Ground Return
2292,Walmart,COVINA,CA,21-Apr,11-Jul,UPS Ground Return
1910,Walmart,CRESCENT CITY,CA,21-Apr,11-Jul,UPS Ground Return
5215,Walmart,DELANO,CA,21-Apr,11-Jul,UPS Ground Return
5394,Walmart,DINUBA,CA,21-Apr,11-Jul,UPS Ground Return
5139,Walmart,DIXON,CA,21-Apr,11-Jul,UPS Ground Return
4132,Walmart,DOWNEY,CA,21-Apr,11-Jul,UPS Ground Return
5603,Walmart,DOWNEY,CA,21-Apr,11-Jul,UPS Ground Return
2401,Walmart,DUARTE,CA,21-Apr,11-Jul,UPS Ground Return
1555,Walmart,EL CENTRO,CA,21-Apr,11-Jul,UPS Ground Return
6614,Sam's Club,EL MONTE,CA,21-Apr,11-Jul,UPS Ground Return
5848,Walmart,ELK GROVE,CA,21-Apr,11-Jul,UPS Ground Return
5683,Walmart,ELK GROVE,CA,21-Apr,11-Jul,UPS Ground Return
5629,Walmart,EUREKA,CA,21-Apr,11-Jul,UPS Ground Return
1760,Walmart,FOLSOM,CA,21-Apr,11-Jul,UPS Ground Return
6620,Sam's Club,FOLSOM,CA,21-Apr,11-Jul,UPS Ground Return
1756,Walmart,FONTANA,CA,21-Apr,11-Jul,UPS Ground Return
2218,Walmart,FOOTHILL RANCH,CA,21-Apr,11-Jul,UPS Ground Return
6615,Sam's Club,FOUNTAIN VALLEY,CA,21-Apr,11-Jul,UPS Ground Return
2989,Walmart,FREMONT,CA,21-Apr,11-Jul,UPS Ground Return
5426,Walmart,FREMONT,CA,21-Apr,11-Jul,UPS Ground Return
1815,Walmart,FRESNO,CA,21-Apr,11-Jul,UPS Ground Return
2001,Walmart,FRESNO,CA,21-Apr,11-Jul,UPS Ground Return
2985,Walmart,FRESNO,CA,21-Apr,11-Jul,UPS Ground Return
5632,Walmart,FRESNO,CA,21-Apr,11-Jul,UPS Ground Return
2689,Walmart,FRESNO,CA,21-Apr,11-Jul,UPS Ground Return
5634,Walmart,FRESNO,CA,21-Apr,11-Jul,UPS Ground Return
4704,Sam's Club,FRESNO,CA,21-Apr,11-Jul,UPS Ground Return
6616,Sam's Club,FULLERTON,CA,21-Apr,11-Jul,UPS Ground Return
5231,Walmart,GALT,CA,21-Apr,11-Jul,UPS Ground Return
6617,Sam's Club,GARDENA,CA,21-Apr,11-Jul,UPS Ground Return
2002,Walmart,GILROY,CA,21-Apr,11-Jul,UPS Ground Return
1941,Walmart,GLENDORA,CA,21-Apr,11-Jul,UPS Ground Return
6240,Sam's Club,GLENDORA,CA,21-Apr,11-Jul,UPS Ground Return
1645,Walmart,HANFORD,CA,21-Apr,11-Jul,UPS Ground Return
5604,Walmart,HAWTHORNE,CA,21-Apr,11-Jul,UPS Ground Return
1914,Walmart,HIGHLAND,CA,21-Apr,11-Jul,UPS Ground Return
2636,Walmart,HUNTINGTON BEACH,CA,21-Apr,11-Jul,UPS Ground Return
5601,Walmart,HUNTINGTON BEACH,CA,21-Apr,11-Jul,UPS Ground Return
2181,Walmart,INDIO,CA,21-Apr,11-Jul,UPS Ground Return
5644,Walmart,IRVINE,CA,21-Apr,11-Jul,UPS Ground Return
5663,Walmart,JURUPA VALLEY,CA,21-Apr,11-Jul,UPS Ground Return
5701,Walmart,KERMAN,CA,21-Apr,11-Jul,UPS Ground Return
3248,Walmart,LA HABRA,CA,21-Apr,11-Jul,UPS Ground Return
5641,Walmart,LA HABRA,CA,21-Apr,11-Jul,UPS Ground Return
4735,Sam's Club,LA HABRA,CA,21-Apr,11-Jul,UPS Ground Return
5661,Walmart,LA MIRADA,CA,21-Apr,11-Jul,UPS Ground Return
3133,Walmart,LA PUENTE,CA,21-Apr,11-Jul,UPS Ground Return
2206,Walmart,LAGUNA NIGUEL,CA,21-Apr,11-Jul,UPS Ground Return
2077,Walmart,LAKE ELSINORE,CA,21-Apr,11-Jul,UPS Ground Return
2609,Walmart,LAKEWOOD,CA,21-Apr,11-Jul,UPS Ground Return
1563,Walmart,LANCASTER,CA,21-Apr,11-Jul,UPS Ground Return
2951,Walmart,LANCASTER,CA,21-Apr,11-Jul,UPS Ground Return
5979,Walmart,LINCOLN,CA,21-Apr,11-Jul,UPS Ground Return
1972,Walmart,LIVERMORE,CA,21-Apr,11-Jul,UPS Ground Return
1789,Walmart,LODI,CA,21-Apr,11-Jul,UPS Ground Return
2998,Walmart,LOMA LINDA,CA,21-Apr,11-Jul,UPS Ground Return
1989,Walmart,LOMPOC,CA,21-Apr,11-Jul,UPS Ground Return
3477,Walmart,LONG BEACH,CA,21-Apr,11-Jul,UPS Ground Return
4101,Walmart,LONG BEACH,CA,21-Apr,11-Jul,UPS Ground Return
6613,Sam's Club,LONG BEACH,CA,21-Apr,11-Jul,UPS Ground Return
1583,Walmart,MADERA,CA,21-Apr,11-Jul,UPS Ground Return
1840,Walmart,MANTECA,CA,21-Apr,11-Jul,UPS Ground Return
3493,Walmart,MARTINEZ,CA,21-Apr,11-Jul,UPS Ground Return
5136,Walmart,MARYSVILLE,CA,21-Apr,11-Jul,UPS Ground Return
2039,Walmart,MERCED,CA,21-Apr,11-Jul,UPS Ground Return
2119,Walmart,MILPITAS,CA,21-Apr,11-Jul,UPS Ground Return
1587,Walmart,MODESTO,CA,21-Apr,11-Jul,UPS Ground Return
5710,Walmart,MODESTO,CA,21-Apr,11-Jul,UPS Ground Return
3046,Walmart,MODESTO,CA,21-Apr,11-Jul,UPS Ground Return
5766,Walmart,MORGAN HILL,CA,21-Apr,11-Jul,UPS Ground Return
2280,Walmart,MOUNTAIN VIEW,CA,21-Apr,11-Jul,UPS Ground Return
2952,Walmart,MURRIETA,CA,21-Apr,11-Jul,UPS Ground Return
4822,Sam's Club,MURRIETA,CA,21-Apr,11-Jul,UPS Ground Return
2925,Walmart,NAPA,CA,21-Apr,11-Jul,UPS Ground Return
4393,Walmart,NORTH HIGHLANDS,CA,21-Apr,11-Jul,UPS Ground Return
3796,Walmart,ONTARIO,CA,21-Apr,11-Jul,UPS Ground Return
6619,Sam's Club,ONTARIO,CA,21-Apr,11-Jul,UPS Ground Return
2546,Walmart,ORANGE,CA,21-Apr,11-Jul,UPS Ground Return
4309,Walmart,ORANGEVALE,CA,21-Apr,11-Jul,UPS Ground Return
1575,Walmart,OROVILLE,CA,21-Apr,11-Jul,UPS Ground Return
3087,Walmart,OXNARD,CA,21-Apr,11-Jul,UPS Ground Return
5643,Walmart,OXNARD,CA,21-Apr,11-Jul,UPS Ground Return
6455,Sam's Club,OXNARD,CA,21-Apr,11-Jul,UPS Ground Return
5096,Walmart,PALM DESERT,CA,21-Apr,11-Jul,UPS Ground Return
6609,Sam's Club,PALM DESERT,CA,21-Apr,11-Jul,UPS Ground Return
1832,Walmart,PALM SPRINGS,CA,21-Apr,11-Jul,UPS Ground Return
1660,Walmart,PALMDALE,CA,21-Apr,11-Jul,UPS Ground Return
2950,Walmart,PALMDALE,CA,21-Apr,11-Jul,UPS Ground Return
5689,Walmart,PALMDALE,CA,21-Apr,11-Jul,UPS Ground Return
4767,Sam's Club,PALMDALE,CA,21-Apr,11-Jul,UPS Ground Return
2568,Walmart,PANORAMA CITY,CA,21-Apr,11-Jul,UPS Ground Return
5605,Walmart,PANORAMA CITY,CA,21-Apr,11-Jul,UPS Ground Return
