Store,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments
1,8,Doggie Brands Plush Dog Toy 60pc,SDK,1,6,Delivery delay - store will receive wk 11
1,8,VL 2pack Dino Dog Toy Plush 24 pack,SDK,1,6,
1,16,Garden assorted concrete statuaries,Full Stack,1,6,
1,31,Piranha PFS Sunglasses High Volume/574 PC,Full Stack,1,6,
1,40,EQ Ibuprofen Tab 100,Full EC,1,6,
1,92,Heinz Art of the Burger 484 units,Full Stack,1,6,
1,92,"Malt O Meal $5 Bag Cereal, 138 units",Full Stack,1,6,
1,95,OTB Café Style 16.5oz,Full Stack,1,6,
2,8,Doggie Brands Plush Dog Toy 60pc,SDK,1,6,Delivery delay - store will receive wk 11
2,8,VL 2pack Dino Dog Toy Plush 24 pack,SDK,1,6,
2,9,Blitzball and Bat - 100 pieces,Half Stack,1,6,
2,9,"Red, White & Blue MiUSA Igloo 5 Gallon Jug",Full EC,1,6,
2,12,"3pcGood Brush Set,5pc Good Brush Set Asmt",SDK,2,6,Cancel - item no longer part of mod. New items not available for this time frame.
2,12,Best Brushes 2pc set & 4pc set Asmt,SDK,2,6,Cancel - item no longer part of mod. New items not available for this time frame.
2,14,MainStays 12Cup Programmable Coffee,Full EC,1,6,
2,16,96 PCS SHEPHERD HOOK DISPLAY,Half Stack,1,6,
2,17,BHG Plugin/ 454 pcs,Quarter Stack,1,6,
2,21,2024 Road Atlas/36 pc feature,Quarter Stack,1,6,
2,40,Claritin 24HR Allergy Relief 14PC PDQ,Full EC,1,6,
2,92,Heinz Art of the Burger 484 units,Full Stack,1,6,
2,95,OTB Café Style 16.5oz,Full Stack,1,6,
3,8,Doggie Brands Plush Dog Toy 60pc,SDK,1,6,Delivery delay - store will receive wk 11
3,9,Neon Volleyball/120 units,Full Stack,1,6,
3,40,17pc Pepto,Full EC,1,6,
3,40,24pc Icy Hot PRO + Aspercreme Wellness PDQ,4ft Wall Section,1,6,
3,40,EQ Ibuprofen Tab 100,Full EC,1,6,
3,40,ZYRTEC 10MG TAB 30CT - 14PC PDQ,4-way,1,6,
3,92,Heinz Art of the Burger 484 units,Full Stack,1,6,
3,95,OTB Café Style 16.5oz,Full Stack,1,6,
4,9,"Red, White & Blue MiUSA Igloo 5 Gallon Jug",Full EC,1,6,
4,16,Garden assorted concrete statuaries,Full Stack,1,6,
4,74,COKE 6 CAN FRIDGE,Half EC,2,6,
4,80,FC DILL PICKLE HUMS - 96 Units,Bunker,1,6,
4,92,Heinz Art of the Burger 484 units,Full Stack,1,6,
4,95,GV Cones  244ct,Half Stack,1,6,
5,8,Doggie Brands Plush Dog Toy 60pc,SDK,1,6,Delivery delay - store will receive wk 11
5,8,VL 2pack Dino Dog Toy Plush 24 pack,SDK,1,6,
5,9,Blitzball and Bat - 100 pieces,Half Stack,2,6,
5,9,ESPN $5 Ball Bin - 120 units,Full Stack,1,6,
5,9,Neon Volleyball/120 units,Full Stack,1,6,
5,9,"Red, White & Blue MiUSA Igloo 5 Gallon Jug",Full EC,1,6,
5,16,96 PCS SHEPHERD HOOK DISPLAY,Half Stack,1,6,
5,16,Garden assorted concrete statuaries,Full Stack,1,6,
5,17,BHG Plugin/ 454 pcs,Quarter Stack,1,6,
5,40,10PC ALLEGRA KIDS,SDK,1,6,
5,40,"Allegra, Nasacort & Xyzal 42pc PDQ",Full EC,1,6,
5,40,Astepro Allergy Relief 12PC PDQ,SDK,1,6,
5,40,Claritin 24HR Allergy Relief 14PC PDQ,Full EC,1,6,
