DC,DATE,ITEM,ITEM NBR,DESCRIPTION,CASES/FPP,CASES,PALLETS,BANNER
6074,3/16/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,240,10,WM
6074,3/17/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,264,11,WM
6074,3/19/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,504,21,WM
6074,3/19/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,216,9,WM
6074,3/20/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,120,5,WM
6074,3/20/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,108,3,WM
6074,3/20/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6074,3/20/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,180,5,WM
6074,3/20/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,108,3,WM
6074,3/20/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
6074,3/20/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,126,3,WM
6074,3/20/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,168,4,WM
6074,3/20/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,168,4,WM
6074,3/24/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
6074,3/25/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
6074,3/26/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,96,4,WM
6074,3/26/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,504,21,WM
6074,3/26/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,180,5,WM
6074,3/26/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,5,SAMS
6074,3/27/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6074,3/27/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,180,5,WM
6074,3/27/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,144,4,WM
6074,3/27/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,144,4,WM
6074,3/27/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,210,5,WM
6074,3/27/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,252,6,WM
6074,3/27/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,252,6,WM
6074,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,36,18,WM
6074,3/27/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,26,SAMS
6074,3/28/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,372,19,WM
6074,3/28/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,61,31,WM
6074,3/29/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,216,9,WM
6074,3/29/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,288,8,WM
6074,3/29/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,108,3,WM
6074,3/29/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,288,8,WM
6074,3/29/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,216,6,WM
6074,3/29/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,144,4,WM
6074,3/29/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,336,8,WM
6074,3/29/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,336,8,WM
6074,3/29/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,294,7,WM
6074,3/30/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
6074,3/30/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,144,6,WM
6074,3/30/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,576,24,WM
6074,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
6074,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
6077,3/20/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,288,12,WM
6077,3/20/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,72,3,WM
6077,3/20/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,72,2,WM
6077,3/20/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6077,3/20/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,144,4,WM
6077,3/20/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,72,2,WM
6077,3/20/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
6077,3/20/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,84,2,WM
6077,3/20/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,42,1,WM
6077,3/20/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,42,1,WM
6077,3/26/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6077,3/26/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,108,3,WM
6077,3/26/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
6077,3/26/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,84,2,WM
6077,3/26/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,42,1,WM
6077,3/26/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,84,2,WM
6077,3/26/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,220,11,WM
6077,3/27/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,408,17,WM
6077,3/27/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,96,4,WM
6077,3/27/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,144,4,WM
6077,3/27/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,180,5,WM
6077,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,100,5,WM
6077,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,93,47,WM
6077,3/30/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,168,7,WM
6077,3/30/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6077,3/30/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,252,7,WM
6077,3/30/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,180,5,WM
6077,3/30/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,108,3,WM
6077,3/30/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,84,2,WM
6077,3/30/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,126,3,WM
6077,3/30/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,84,2,WM
6077,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,576,24,WM
6077,3/31/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,216,6,WM
6082,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,456,19,WM
6082,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,1056,35,WM
6082,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,344,11,WM
6082,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,508,25,WM
6082,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,135,68,WM
6082,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,1030,43,WM
6082,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,2457,82,WM
6082,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,782,26,WM
6083,3/19/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,456,19,WM
6083,3/20/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,96,4,WM
6083,3/20/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,192,8,WM
6083,3/20/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,144,4,WM
6083,3/20/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6083,3/20/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,216,6,WM
6083,3/20/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,144,4,WM
6083,3/20/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
6083,3/25/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
6083,3/26/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,240,10,WM
6083,3/26/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,216,6,WM
6083,3/26/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6083,3/26/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,252,7,WM
6083,3/26/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,180,5,WM
6083,3/27/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,96,4,WM
6083,3/27/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,180,5,WM
6083,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,28,14,WM
6083,3/28/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,460,23,WM
6083,3/28/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,116,58,WM
6083,3/29/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,384,16,WM
6083,3/29/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,108,3,WM
6083,3/29/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,396,11,WM
6083,3/30/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,504,21,WM
6083,3/30/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,324,9,WM
6083,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
6083,3/31/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,252,7,WM
6083,3/31/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,180,5,WM
6084,3/21/2023,WM-LIVE PLANTS,658378289,PDC EASTER LILY,CASE PICK,740,26,WM
6084,3/24/2023,WM-LIVE PLANTS,658381390,PDC SHIPPER TULIP 8,CASE PICK,600,15,WM
6084,3/24/2023,WM-LIVE PLANTS,658437174,PDC SHIPPER HYACINTH,CASE PICK,448,8,WM
6084,3/25/2023,WM-LIVE PLANTS,658378289,PDC EASTER LILY,CASE PICK,740,26,WM
6084,3/26/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,31,16,WM
6084,3/27/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,42,1,WM
6084,3/27/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,42,1,WM
6084,3/27/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,42,1,WM
6084,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,220,11,WM
6084,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,54,27,WM
6084,3/29/2023,WM-LIVE PLANTS,658437174,PDC SHIPPER HYACINTH,CASE PICK,448,8,WM
6084,3/29/2023,WM-LIVE PLANTS,658378289,PDC EASTER LILY,CASE PICK,740,26,WM
6084,3/31/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,84,2,WM
6084,3/31/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,42,1,WM
6084,3/31/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,84,2,WM
6084,3/31/2023,WM-LIVE PLANTS,658381390,PDC SHIPPER TULIP 8,CASE PICK,600,15,WM
6085,3/20/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,72,2,WM
6085,3/20/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,72,2,WM
6085,3/20/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6085,3/20/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,252,7,WM
6085,3/20/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,144,4,WM
6085,3/20/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,108,3,WM
6085,3/20/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,168,4,WM
6085,3/20/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,168,4,WM
6085,3/20/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,168,4,WM
6085,3/26/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,216,6,WM
6085,3/26/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6085,3/26/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,324,9,WM
6085,3/26/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,216,6,WM
6085,3/26/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,252,6,WM
6085,3/26/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,26,13,WM
6085,3/27/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,144,4,WM
6085,3/27/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,210,5,WM
6085,3/27/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,252,6,WM
6085,3/27/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,252,6,WM
6085,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,360,18,WM
6085,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,70,35,WM
6085,3/29/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,288,8,WM
6085,3/30/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,108,3,WM
6085,3/30/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,336,8,WM
6085,3/30/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,336,8,WM
6085,3/30/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,378,9,WM
6085,3/31/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,396,11,WM
6085,3/31/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,468,13,WM
6085,3/31/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,216,6,WM
6090,3/21/2023,WM-LIVE PLANTS,658378289,PDC EASTER LILY,CASE PICK,448,16,WM
6090,3/23/2023,WM-LIVE PLANTS,658381390,PDC SHIPPER TULIP 8,CASE PICK,622,16,WM
6090,3/24/2023,WM-LIVE PLANTS,658381390,PDC SHIPPER TULIP 8,CASE PICK,640,16,WM
6090,3/24/2023,WM-LIVE PLANTS,658437174,PDC SHIPPER HYACINTH,CASE PICK,625,11,WM
6090,3/25/2023,WM-LIVE PLANTS,658378289,PDC EASTER LILY,CASE PICK,1568,56,WM
6090,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,216,11,WM
6090,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,81,41,WM
6090,3/28/2023,WM-LIVE PLANTS,658381390,PDC SHIPPER TULIP 8,CASE PICK,1285,32,WM
6090,3/29/2023,WM-LIVE PLANTS,658437174,PDC SHIPPER HYACINTH,CASE PICK,625,11,WM
6090,3/29/2023,WM-LIVE PLANTS,658378289,PDC EASTER LILY,CASE PICK,2247,80,WM
6091,3/26/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,196,10,WM
6091,3/26/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,34,17,WM
6091,3/26/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,684,19,WM
6091,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,228,10,WM
6091,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,0,0,WM
6091,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,34,17,WM
6091,3/27/2023,WM-LIVE PLANTS,658165389,EG 11OZ VIOLET,CASE PICK,140,7,WM
6091,3/27/2023,WM-LIVE PLANTS,658225104,EG 6IN HYC 8PC BOX,CASE PICK,540,15,WM
6091,3/27/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,19,SAMS
6091,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,525,22,WM
6091,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,1,0,WM
6091,4/1/2023,WM-LIVE PLANTS,651166178,EG 6IN EASTER LILY,CASE PICK,30,2,WM
6091,4/1/2023,WM-LIVE PLANTS,658225104,EG 6IN HYC 8PC BOX,CASE PICK,828,23,WM
6091,4/2/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,1008,28,WM
6095,3/26/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,256,13,WM
6095,3/26/2023,WM-LIVE PLANTS,658165389,EG 11OZ VIOLET,CASE PICK,220,11,WM
6095,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,464,19,WM
6095,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,967,32,WM
6095,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,252,8,WM
6095,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,20,1,WM
6095,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,101,51,WM
6095,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,1069,45,WM
6095,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,2231,74,WM
6095,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,579,19,WM
6096,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,268,13,WM
6096,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,81,41,WM
6096,3/27/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,24,SAMS
6097,3/19/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,288,12,WM
6097,3/19/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,96,4,WM
6097,3/19/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,36,1,WM
6097,3/19/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,108,3,WM
6097,3/19/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,72,2,WM
6097,3/19/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,36,1,WM
6097,3/19/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,42,1,WM
6097,3/19/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,84,2,WM
6097,3/19/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,42,1,WM
6097,3/25/2023,WM-LIVE PLANTS,658165389,EG 11OZ VIOLET,CASE PICK,220,11,WM
6097,3/26/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,108,3,WM
6097,3/26/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,72,2,WM
6097,3/26/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,36,1,WM
6097,3/26/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,84,2,WM
6097,3/26/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,84,2,WM
6097,3/26/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,84,2,WM
6097,3/27/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,480,20,WM
6097,3/27/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,168,7,WM
6097,3/27/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,72,2,WM
6097,3/27/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6097,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,80,4,WM
6097,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,100,50,WM
6097,3/28/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,216,11,WM
6097,3/30/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,216,9,WM
6097,3/30/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,108,3,WM
6097,3/30/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6097,3/30/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,144,4,WM
6097,3/30/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,72,2,WM
6097,3/30/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,36,1,WM
6097,3/30/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,126,3,WM
6097,3/30/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,84,2,WM
6097,3/30/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,84,2,WM
6097,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,696,29,WM
6099,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,667,28,WM
6099,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,967,32,WM
6099,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,235,8,WM
6099,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,248,12,WM
6099,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,96,48,WM
6099,3/28/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,140,7,WM
6099,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,1542,64,WM
6099,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,2243,75,WM
6099,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,526,18,WM
6858,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,311,13,WM
6858,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,4,0,WM
6858,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,1,0,WM
6858,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,320,16,WM
6858,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,100,50,WM
6858,3/27/2023,WM-LIVE PLANTS,658165389,EG 11OZ VIOLET,CASE PICK,200,10,WM
6858,3/27/2023,WM-LIVE PLANTS,658225104,EG 6IN HYC 8PC BOX,CASE PICK,504,14,WM
6858,3/28/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,828,23,WM
6858,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,727,30,WM
6858,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,8,0,WM
6858,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,2,0,WM
6858,4/1/2023,WM-LIVE PLANTS,651166178,EG 6IN EASTER LILY,CASE PICK,15,1,WM
6858,4/1/2023,WM-LIVE PLANTS,658225104,EG 6IN HYC 8PC BOX,CASE PICK,756,20,WM
6858,4/1/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,1008,28,WM
7010,3/20/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,144,6,WM
7010,3/20/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,24,1,WM
7010,3/20/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,312,13,WM
7010,3/20/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,144,6,WM
