Store #,Tier Name,Article #
2398,Tier 04,100673608
2399,Tier 04,100673608
2400,Tier 05,100673609
2401,Tier 05,100673609
2403,Tier 05,100673609
2404,Tier 03,100673607
2405,Tier 02 ,100673606
2406,Tier 03,100673607
2412,Tier 04,100673608
2414,Tier 04,100673608
2417,Tier 05,100673609
2418,Tier 05,100673609
2419,Tier 05,100673609
2420,Tier 03,100673607
2421,Tier 05,100673609
2422,Tier 05,100673609
2423,Tier 04,100673608
2424,Tier 02 ,100673606
2425,Tier 05,100673609
2426,Tier 05,100673609
2427,Tier 03,100673607
2428,Tier 05,100673609
2429,Tier 04,100673608
2431,Tier 03,100673607
2432,Tier 05,100673609
2433,Tier 03,100673607
2434,Tier 05,100673609
2435,Tier 04,100673608
2436,Tier 04,100673608
2437,Tier 04,100673608
2438,Tier 03,100673607
2439,Tier 03,100673607
2440,Tier 04,100673608
2441,Tier 04,100673608
2442,Tier 05,100673609
2443,Tier 04,100673608
2444,Tier 02 ,100673606
2445,Tier 03,100673607
2446,Tier 03,100673607
2447,Tier 04,100673608
2448,Tier 04,100673608
2449,Tier 04,100673608
2450,Tier 05,100673609
2451,Tier 05,100673609
2452,Tier 05,100673609
2453,Tier 05,100673609
2455,Tier 05,100673609
2457,Tier 05,100673609
2458,Tier 04,100673608
2459,Tier 01 ,100673605
2460,Tier 05,100673609
2463,Tier 03,100673607
2464,Tier 05,100673609
2465,Tier 01 ,100673605
2467,Tier 02 ,100673606
2468,Tier 05,100673609
2469,Tier 02 ,100673606
2471,Tier 05,100673609
2472,Tier 03,100673607
2473, Tier HIAK,100674085
2474,Tier 04,100673608
2475,Tier 01 ,100673605
2476,Tier 05,100673609
2477,Tier 05,100673609
2479,Tier 05,100673609
2480,Tier 02 ,100673606
2481,Tier 05,100673609
2482,Tier 04,100673608
2483,Tier 04,100673608
2484,Tier 03,100673607
2485,Tier 05,100673609
2486,Tier 05,100673609
2487,Tier 05,100673609
2488,Tier 01 ,100673605
2490,Tier 05,100673609
2491,Tier 05,100673609
2492,Tier 05,100673609
2493,Tier 05,100673609
2494,Tier 05,100673609
2495,Tier 05,100673609
2496,Tier 03,100673607
2497,Tier 05,100673609
2499,Tier 02 ,100673606
2500,Tier 02 ,100673606
2501,Tier 04,100673608
2502,Tier 02 ,100673606
2503,Tier 05,100673609
2504,Tier 02 ,100673606
2505,Tier 03,100673607
2506,Tier 05,100673609
2507,Tier 04,100673608
2508,Tier 04,100673608
2509,Tier 05,100673609
2510,Tier 05,100673609
2511,Tier 04,100673608
2512,Tier 04,100673608
2513,Tier 02 ,100673606
2514,Tier 03,100673607
2515,Tier 04,100673608
2517,Tier 05,100673609
2518,Tier 03,100673607
2519,Tier 03,100673607
2520,Tier 04,100673608
2522,Tier 05,100673609
2523,Tier 05,100673609
2526,Tier 05,100673609
2527,Tier 04,100673608
2528,Tier 05,100673609
2529,Tier 03,100673607
2530,Tier 02 ,100673606
2531,Tier 05,100673609
2532,Tier 03,100673607
2533,Tier 02 ,100673606
2534,Tier 01 ,100673605
2535,Tier 05,100673609
2536,Tier 04,100673608
2537,Tier 05,100673609
2538,Tier 05,100673609
2539,Tier 04,100673608
2540,Tier 04,100673608
2541,Tier 05,100673609
2542,Tier 05,100673609
2543,Tier 02 ,100673606
2544,Tier 05,100673609
2545,Tier 05,100673609
2546,Tier 05,100673609
2547,Tier 04,100673608
2548,Tier 04,100673608
2549,Tier 05,100673609
2550,Tier 05,100673609
2551,Tier 04,100673608
2552,Tier 05,100673609
2553,Tier 05,100673609
2554,Tier 04,100673608
2555,Tier 05,100673609
2556,Tier 05,100673609
2557,Tier 05,100673609
2558,Tier 03,100673607
2559,Tier 04,100673608
2560,Tier 03,100673607
2561,Tier 02 ,100673606
2562,Tier 05,100673609
2563,Tier 04,100673608
2564,Tier 03,100673607
2565,Tier 04,100673608
2566,Tier 05,100673609
2567,Tier 05,100673609
2568,Tier 05,100673609
2571,Tier 05,100673609
2572,Tier 05,100673609
2574,Tier 05,100673609
2575,Tier 03,100673607
2576,Tier 04,100673608
2577,Tier 04,100673608
2579,Tier 05,100673609
2580,Tier 03,100673607
2581,Tier 02 ,100673606
2582,Tier 05,100673609
2584,Tier 02 ,100673606
2586,Tier 02 ,100673606
2587,Tier 03,100673607
2588,Tier 03,100673607
2590,Tier 05,100673609
2591,Tier 03,100673607
2592,Tier 04,100673608
2593,Tier 04,100673608
2594,Tier 05,100673609
2595,Tier 05,100673609
2596,Tier 05,100673609
2597,Tier 04,100673608
2598,Tier 05,100673609
2599,Tier 03,100673607
2600,Tier 03,100673607
2603,Tier 02 ,100673606
2604,Tier 03,100673607
2605,Tier 04,100673608
2607,Tier 05,100673609
2608,Tier 05,100673609
2609,Tier 05,100673609
2610,Tier 04,100673608
2611,Tier 03,100673607
2612,Tier 05,100673609
2613,Tier 05,100673609
2614,Tier 05,100673609
2615,Tier 01 ,100673605
2616,Tier 04,100673608
2617,Tier 04,100673608
2618,Tier 04,100673608
2619,Tier 05,100673609
2620,Tier 05,100673609
2621,Tier 05,100673609
2626,Tier 01 ,100673605
2627,Tier 01 ,100673605
2628,Tier 03,100673607
2629,Tier 05,100673609
2630,Tier 01 ,100673605
2631,Tier 04,100673608
2632,Tier 04,100673608
2633,Tier 05,100673609
2634,Tier 02 ,100673606
2636,Tier 05,100673609
2637,Tier 05,100673609
2638,Tier 04,100673608
2639,Tier 02 ,100673606
2640,Tier 04,100673608
2641,Tier 05,100673609
2642,Tier 04,100673608
2643,Tier 04,100673608
2644,Tier 05,100673609
2645,Tier 04,100673608
2646,Tier 04,100673608
2647,Tier 04,100673608
2648,Tier 05,100673609
2649,Tier 03,100673607
2650,Tier 03,100673607
2651,Tier 05,100673609
2652,Tier 05,100673609
2653,Tier 05,100673609
2654,Tier 04,100673608
2656,Tier 05,100673609
2658,Tier 05,100673609
2659,Tier 03,100673607
2660,Tier 04,100673608
2662,Tier 03,100673607
2663,Tier 04,100673608
2664,Tier 04,100673608
2665,Tier 05,100673609
2666,Tier 05,100673609
2667,Tier 03,100673607
2668,Tier 05,100673609
2671,Tier 04,100673608
2672,Tier 05,100673609
2674,Tier 05,100673609
2678,Tier 04,100673608
2679,Tier 04,100673608
2680,Tier 04,100673608
2681,Tier 02 ,100673606
2682,Tier 02 ,100673606
2683,Tier 04,100673608
2684,Tier 04,100673608
2685,Tier 03,100673607
2686,Tier 03,100673607
2687,Tier 04,100673608
2688,Tier 04,100673608
2689,Tier 04,100673608
2690,Tier 04,100673608
2691,Tier 03,100673607
2692,Tier 04,100673608
2693,Tier 04,100673608
2694,Tier 03,100673607
2695,Tier 01 ,100673605
2696,Tier 04,100673608
2697,Tier 05,100673609
2699,Tier 01 ,100673605
2700,Tier 04,100673608
2702,Tier 05,100673609
2703,Tier 04,100673608
2704,Tier 04,100673608
2705,Tier 03,100673607
2706,Tier 05,100673609
2708,Tier 05,100673609
2710, Tier HIAK,100674085
2711, Tier HIAK,100674085
2712,Tier 03,100673607
2713,Tier 01 ,100673605
2714,Tier 04,100673608
2715,Tier 01 ,100673605
2716,Tier 05,100673609
2717,Tier 01 ,100673605
2718,Tier 03,100673607
2719,Tier 05,100673609
2720,Tier 01 ,100673605
2721,Tier 04,100673608
2722, Tier HIAK,100674085
2723,Tier 01 ,100673605
2724,Tier 03,100673607
2725,Tier 05,100673609
2726,Tier 05,100673609
2727,Tier 01 ,100673605
2728,Tier 05,100673609
2729,Tier 05,100673609
2730,Tier 03,100673607
2731,Tier 02 ,100673606
2732,Tier 01 ,100673605
2733,Tier 01 ,100673605
2734,Tier 03,100673607
2735,Tier 05,100673609
2739,Tier 01 ,100673605
2740,Tier 02 ,100673606
2741,Tier 03,100673607
2742,Tier 04,100673608
2743,Tier 04,100673608
2744,Tier 03,100673607
2745,Tier 03,100673607
2747,Tier 04,100673608
2748,Tier 02 ,100673606
2749,Tier 04,100673608
2751,Tier 05,100673609
2752,Tier 05,100673609
2753,Tier 01 ,100673605
2754,Tier 02 ,100673606
2755,Tier 01 ,100673605
2756,Tier 04,100673608
2757,Tier 03,100673607
2758,Tier 02 ,100673606
2760,Tier 02 ,100673606
2761,Tier 03,100673607
2762,Tier 04,100673608
2763,Tier 03,100673607
2764,Tier 05,100673609
2765,Tier 03,100673607
2766,Tier 04,100673608
2767,Tier 04,100673608
2768,Tier 04,100673608
2769,Tier 03,100673607
2771,Tier 05,100673609
2772,Tier 04,100673608
2773,Tier 02 ,100673606
2774,Tier 03,100673607
2777,Tier 04,100673608
2778,Tier 05,100673609
2780,Tier 04,100673608
2781,Tier 04,100673608
2782,Tier 05,100673609
2783,Tier 05,100673609
2784,Tier 04,100673608
2785,Tier 02 ,100673606
2786,Tier 04,100673608
2787,Tier 04,100673608
2788,Tier 04,100673608
2789,Tier 03,100673607
2790,Tier 04,100673608
2791,Tier 05,100673609
2792,Tier 05,100673609
2793,Tier 03,100673607
2794,Tier 04,100673608
2795,Tier 04,100673608
2796,Tier 01 ,100673605
2797,Tier 02 ,100673606
2799,Tier 05,100673609
2801,Tier 01 ,100673605
2803,Tier 03,100673607
2804,Tier 05,100673609
2805,Tier 01 ,100673605
2806,Tier 03,100673607
2807,Tier 03,100673607
2808,Tier 03,100673607
2809,Tier 04,100673608
2810,Tier 04,100673608
2811,Tier 01 ,100673605
2812,Tier 05,100673609
2813,Tier 05,100673609
2814,Tier 01 ,100673605
2815,Tier 02 ,100673606
2816,Tier 02 ,100673606
2817,Tier 02 ,100673606
2818,Tier 05,100673609
2819,Tier 04,100673608
2820,Tier 04,100673608
2821,Tier 04,100673608
2822,Tier 05,100673609
2823,Tier 04,100673608
2825,Tier 05,100673609
2826,Tier 04,100673608
2827,Tier 05,100673609
2828,Tier 05,100673609
2830,Tier 03,100673607
2831,Tier 04,100673608
2832,Tier 03,100673607
2833,Tier 04,100673608
2834,Tier 03,100673607
2835,Tier 03,100673607
2836,Tier 03,100673607
2838,Tier 04,100673608
2839,Tier 05,100673609
2840,Tier 02 ,100673606
2841,Tier 03,100673607
2842,Tier 05,100673609
2843,Tier 02 ,100673606
2844,Tier 02 ,100673606
2845,Tier 03,100673607
2846,Tier 03,100673607
2847,Tier 04,100673608
2849,Tier 04,100673608
2850,Tier 03,100673607
2852,Tier 05,100673609
2853,Tier 05,100673609
2854,Tier 05,100673609
2855,Tier 05,100673609
2856,Tier 05,100673609
2857,Tier 05,100673609
2858,Tier 02 ,100673606
2859,Tier 02 ,100673606
2860,Tier 01 ,100673605
2861,Tier 04,100673608
2862,Tier 04,100673608
2864,Tier 03,100673607
2865,Tier 05,100673609
2866,Tier 01 ,100673605
2867,Tier 05,100673609
2869,Tier 04,100673608
2870,Tier 04,100673608
2871,Tier 03,100673607
2872,Tier 04,100673608
2873,Tier 04,100673608
2874,Tier 02 ,100673606
2875,Tier 03,100673607
2876,Tier 03,100673607
2877,Tier 03,100673607
2878,Tier 03,100673607
2880,Tier 03,100673607
2881,Tier 01 ,100673605
2882,Tier 04,100673608
2883,Tier 03,100673607
2884,Tier 04,100673608
2885,Tier 03,100673607
2886,Tier 05,100673609
2887,Tier 04,100673608
2888,Tier 05,100673609
2889,Tier 05,100673609
2890,Tier 02 ,100673606
2891,Tier 05,100673609
2892,Tier 05,100673609
2893,Tier 05,100673609
2894,Tier 04,100673608
2897,Tier 05,100673609
2898,Tier 05,100673609
2899,Tier 01 ,100673605
2900,Tier 05,100673609
2901,Tier 04,100673608
2902,Tier 02 ,100673606
2903,Tier 04,100673608
2904,Tier 05,100673609
2905,Tier 05,100673609
2907,Tier 02 ,100673606
2908,Tier 03,100673607
2909,Tier 02 ,100673606
2910,Tier 05,100673609
2911,Tier 02 ,100673606
2912,Tier 04,100673608
2913,Tier 05,100673609
2914,Tier 04,100673608
2918,Tier 03,100673607
2919,Tier 03,100673607
2920,Tier 02 ,100673606
2921,Tier 04,100673608
2922,Tier 05,100673609
2923,Tier 05,100673609
2924,Tier 05,100673609
2925,Tier 05,100673609
2926,Tier 03,100673607
2927,Tier 05,100673609
2928,Tier 01 ,100673605
2929,Tier 03,100673607
2930,Tier 02 ,100673606
2931,Tier 03,100673607
2932,Tier 02 ,100673606
2933,Tier 04,100673608
2934,Tier 05,100673609
2935,Tier 03,100673607
2936,Tier 05,100673609
2937,Tier 05,100673609
2938,Tier 05,100673609
2939,Tier 01 ,100673605
2940,Tier 03,100673607
2941,Tier 02 ,100673606
2944,Tier 02 ,100673606
2945,Tier 04,100673608
2946,Tier 03,100673607
2947,Tier 05,100673609
2948,Tier 05,100673609
2950,Tier 05,100673609
2951,Tier 04,100673608
2952,Tier 05,100673609
2953,Tier 04,100673608
2954,Tier 05,100673609
2955,Tier 05,100673609
2956,Tier 05,100673609
2957,Tier 05,100673609
2958,Tier 05,100673609
2959,Tier 02 ,100673606
2962,Tier 03,100673607
2963,Tier 03,100673607
2964,Tier 02 ,100673606
2965,Tier 05,100673609
2966,Tier 03,100673607
2967,Tier 04,100673608
2968,Tier 05,100673609
2973,Tier 03,100673607
2974,Tier 03,100673607
2975,Tier 03,100673607
2976,Tier 03,100673607
2977,Tier 03,100673607
2978,Tier 03,100673607
2979,Tier 03,100673607
2980,Tier 03,100673607
2981,Tier 04,100673608
2983,Tier 04,100673608
2984,Tier 03,100673607
2985,Tier 04,100673608
2986,Tier 05,100673609
2987,Tier 02 ,100673606
2988,Tier 01 ,100673605
2989,Tier 05,100673609
2990,Tier 04,100673608
2991,Tier 03,100673607
2992,Tier 02 ,100673606
2993,Tier 05,100673609
2994,Tier 05,100673609
2995,Tier 03,100673607
2996,Tier 04,100673608
2998,Tier 02 ,100673606
3004,Tier 02 ,100673606
3008,Tier 02 ,100673606
3011,Tier 03,100673607
3013,Tier 02 ,100673606
3014,Tier 04,100673608
3015,Tier 03,100673607
3017,Tier 02 ,100673606
3018,Tier 05,100673609
3019,Tier 05,100673609
3022,Tier 05,100673609
3023,Tier 05,100673609
3026,Tier 05,100673609
3035,Tier 04,100673608
3042,Tier 04,100673608
3043,Tier 03,100673607
3044,Tier 03,100673607
3046,Tier 05,100673609
3047,Tier 05,100673609
3049,Tier 05,100673609
3050,Tier 05,100673609
3053,Tier 05,100673609
3055,Tier 03,100673607
3056,Tier 03,100673607
3057,Tier 03,100673607
3058,Tier 03,100673607
3059,Tier 01 ,100673605
3060,Tier 05,100673609
3061,Tier 05,100673609
3062,Tier 05,100673609
3066,Tier 01 ,100673605
3067,Tier 01 ,100673605
3069,Tier 02 ,100673606
3070,Tier 02 ,100673606
3071,Tier 02 ,100673606
3072,Tier 02 ,100673606
3074,Tier 02 ,100673606
3075,Tier 01 ,100673605
3077,Tier 04,100673608
3078,Tier 05,100673609
3081,Tier 05,100673609
3082,Tier 05,100673609
3083,Tier 05,100673609
3084,Tier 05,100673609
3087,Tier 05,100673609
3088,Tier 04,100673608
3090,Tier 05,100673609
3093,Tier 04,100673608
3094,Tier 05,100673609
3098,Tier 05,100673609
3099,Tier 05,100673609
3101,Tier 05,100673609
3102,Tier 05,100673609
3103,Tier 05,100673609
3104,Tier 02 ,100673606
3106,Tier 03,100673607
3107,Tier 03,100673607
3110,Tier 02 ,100673606
3111,Tier 05,100673609
3112,Tier 03,100673607
3114,Tier 02 ,100673606
3118,Tier 02 ,100673606
3119,Tier 02 ,100673606
3123,Tier 05,100673609
3126,Tier 05,100673609
3127,Tier 05,100673609
3128,Tier 05,100673609
3131,Tier 05,100673609
3132,Tier 05,100673609
3133,Tier 05,100673609
3135,Tier 03,100673607
3136,Tier 05,100673609
3137,Tier 02 ,100673606
3138,Tier 05,100673609
3139,Tier 05,100673609
3140,Tier 05,100673609
3141,Tier 05,100673609
3143,Tier 05,100673609
3144,Tier 05,100673609
3145,Tier 05,100673609
3146,Tier 05,100673609
3147,Tier 05,100673609
3149, Tier HIAK,100674085
3150,Tier 04,100673608
3151,Tier 04,100673608
3152,Tier 04,100673608
3153,Tier 04,100673608
3154,Tier 04,100673608
3155,Tier 05,100673609
3156,Tier 01 ,100673605
3157,Tier 04,100673608
3159,Tier 05,100673609
3161,Tier 02 ,100673606
3162,Tier 02 ,100673606
3163,Tier 02 ,100673606
3164,Tier 03,100673607
3166,Tier 02 ,100673606
3167,Tier 05,100673609
3168,Tier 04,100673608
3169,Tier 03,100673607
3170,Tier 03,100673607
3172,Tier 04,100673608
3173,Tier 04,100673608
3175,Tier 05,100673609
3176,Tier 05,100673609
3177,Tier 05,100673609
3178,Tier 05,100673609
3179,Tier 05,100673609
3180,Tier 05,100673609
3182,Tier 04,100673608
3183,Tier 02 ,100673606
3184,Tier 02 ,100673606
3185,Tier 02 ,100673606
3188,Tier 02 ,100673606
3191,Tier 04,100673608
3192,Tier 04,100673608
3197,Tier 02 ,100673606
3198,Tier 04,100673608
3199,Tier 04,100673608
3200,Tier 05,100673609
3201,Tier 01 ,100673605
3202,Tier 03,100673607
3204,Tier 03,100673607
3205,Tier 01 ,100673605
3206,Tier 03,100673607
3207,Tier 01 ,100673605
3208,Tier 04,100673608
3209,Tier 04,100673608
3210,Tier 05,100673609
3212,Tier 05,100673609
3213,Tier 03,100673607
3214,Tier 03,100673607
3215,Tier 04,100673608
3216,Tier 03,100673607
3217,Tier 05,100673609
3218,Tier 05,100673609
3219,Tier 03,100673607
3220,Tier 04,100673608
3221,Tier 02 ,100673606
3222,Tier 03,100673607
3223,Tier 02 ,100673606
3224,Tier 03,100673607
3225,Tier 03,100673607
3226,Tier 03,100673607
3227,Tier 05,100673609
3228,Tier 02 ,100673606
3229,Tier 05,100673609
3230,Tier 03,100673607
3231,Tier 03,100673607
3232,Tier 04,100673608
3233,Tier 05,100673609
3234,Tier 02 ,100673606
3235,Tier 01 ,100673605
3236,Tier 03,100673607
3237,Tier 04,100673608
3238,Tier 05,100673609
3239,Tier 05,100673609
3241,Tier 04,100673608
3243,Tier 04,100673608
3245,Tier 05,100673609
3247,Tier 03,100673607
3248,Tier 05,100673609
3250,Tier 03,100673607
3251,Tier 05,100673609
3252,Tier 03,100673607
3253,Tier 02 ,100673606
3254,Tier 05,100673609
3255,Tier 05,100673609
3258,Tier 05,100673609
3259,Tier 05,100673609
3260,Tier 05,100673609
3261,Tier 04,100673608
3262,Tier 04,100673608
3265,Tier 03,100673607
3266,Tier 03,100673607
3267,Tier 04,100673608
3268,Tier 05,100673609
3269,Tier 04,100673608
3270,Tier 04,100673608
3271,Tier 01 ,100673605
3273,Tier 05,100673609
3274,Tier 04,100673608
3275,Tier 03,100673607
3276,Tier 05,100673609
3277,Tier 05,100673609
3278,Tier 04,100673608
3279,Tier 03,100673607
3280,Tier 03,100673607
3281,Tier 02 ,100673606
3282,Tier 04,100673608
3283,Tier 05,100673609
3284,Tier 03,100673607
3285,Tier 04,100673608
3286,Tier 04,100673608
3287,Tier 03,100673607
3288,Tier 05,100673609
3289,Tier 04,100673608
3290, Tier HIAK,100674085
3291,Tier 05,100673609
3292,Tier 05,100673609
3293,Tier 04,100673608
3294,Tier 04,100673608
3295,Tier 03,100673607
3296,Tier 04,100673608
3297,Tier 04,100673608
3298,Tier 04,100673608
3299,Tier 04,100673608
3300,Tier 03,100673607
3301,Tier 04,100673608
3302,Tier 03,100673607
3303,Tier 03,100673607
3304,Tier 03,100673607
3305,Tier 03,100673607
3307,Tier 01 ,100673605
3308,Tier 01 ,100673605
3309,Tier 01 ,100673605
3310,Tier 01 ,100673605
3311,Tier 02 ,100673606
3313,Tier 05,100673609
3314,Tier 04,100673608
3315,Tier 04,100673608
3317,Tier 05,100673609
3319,Tier 03,100673607
3320,Tier 03,100673607
3322,Tier 05,100673609
3324,Tier 05,100673609
3327,Tier 03,100673607
3328,Tier 05,100673609
3329,Tier 02 ,100673606
3330,Tier 04,100673608
3331,Tier 03,100673607
3332,Tier 02 ,100673606
3334,Tier 02 ,100673606
3336,Tier 04,100673608
3337,Tier 03,100673607
3338,Tier 03,100673607
3339,Tier 03,100673607
3340,Tier 03,100673607
3341,Tier 03,100673607
3342,Tier 04,100673608
3344,Tier 04,100673608
3347,Tier 01 ,100673605
3348,Tier 03,100673607
3349,Tier 02 ,100673606
3350,Tier 04,100673608
3351,Tier 04,100673608
3352,Tier 05,100673609
3354,Tier 04,100673608
3355,Tier 04,100673608
3356,Tier 04,100673608
3357,Tier 05,100673609
3359,Tier 04,100673608
3360,Tier 04,100673608
3362,Tier 04,100673608
3363,Tier 04,100673608
3364,Tier 04,100673608
3366,Tier 04,100673608
3367,Tier 03,100673607
3370,Tier 01 ,100673605
3371,Tier 03,100673607
3372,Tier 02 ,100673606
3377,Tier 05,100673609
3379,Tier 05,100673609
3380,Tier 04,100673608
3381,Tier 05,100673609
3382,Tier 05,100673609
3383,Tier 05,100673609
3384,Tier 05,100673609
3385,Tier 05,100673609
3386,Tier 02 ,100673606
3387,Tier 01 ,100673605
3388,Tier 01 ,100673605
3389,Tier 01 ,100673605
3390,Tier 02 ,100673606
3391,Tier 03,100673607
3392,Tier 04,100673608
3394,Tier 04,100673608
3395,Tier 05,100673609
3397,Tier 01 ,100673605
3400,Tier 05,100673609
3401,Tier 01 ,100673605
3402,Tier 01 ,100673605
3403,Tier 02 ,100673606
3404,Tier 04,100673608
3406,Tier 03,100673607
3407,Tier 04,100673608
3408,Tier 05,100673609
3409,Tier 02 ,100673606
3411,Tier 04,100673608
3412,Tier 05,100673609
3414,Tier 02 ,100673606
3415,Tier 02 ,100673606
3417,Tier 02 ,100673606
3418,Tier 02 ,100673606
3419,Tier 03,100673607
3422,Tier 03,100673607
3423,Tier 05,100673609
3424,Tier 02 ,100673606
3425,Tier 04,100673608
3427,Tier 05,100673609
3428,Tier 05,100673609
3429,Tier 02 ,100673606
3430,Tier 03,100673607
3431,Tier 03,100673607
3432,Tier 04,100673608
3433,Tier 04,100673608
3434,Tier 02 ,100673606
3435,Tier 04,100673608
3436,Tier 04,100673608
3439,Tier 02 ,100673606
3442,Tier 04,100673608
3443,Tier 02 ,100673606
3445,Tier 04,100673608
3447,Tier 05,100673609
3449,Tier 03,100673607
3450,Tier 03,100673607
3452,Tier 04,100673608
3453,Tier 05,100673609
3454,Tier 04,100673608
3455,Tier 05,100673609
3456,Tier 04,100673608
3457,Tier 03,100673607
3458,Tier 05,100673609
3459,Tier 01 ,100673605
3460,Tier 05,100673609
3461,Tier 01 ,100673605
3462,Tier 01 ,100673605
3463,Tier 01 ,100673605
3464,Tier 05,100673609
3465,Tier 04,100673608
3469,Tier 05,100673609
3471,Tier 02 ,100673606
3472,Tier 05,100673609
3473,Tier 04,100673608
3474,Tier 01 ,100673605
3475,Tier 03,100673607
3476,Tier 04,100673608
3477,Tier 05,100673609
3478, Tier HIAK,100674085
3479,Tier 03,100673607
3480,Tier 03,100673607
3481,Tier 03,100673607
3482,Tier 03,100673607
3483,Tier 05,100673609
3484,Tier 01 ,100673605
3485,Tier 02 ,100673606
3486,Tier 04,100673608
3487,Tier 04,100673608
3488,Tier 03,100673607
3489,Tier 03,100673607
3490,Tier 01 ,100673605
3491,Tier 04,100673608
3492,Tier 05,100673609
3493,Tier 05,100673609
3494,Tier 04,100673608
3495,Tier 03,100673607
3497,Tier 05,100673609
3498,Tier 04,100673608
3499,Tier 05,100673609
3500,Tier 03,100673607
3501,Tier 05,100673609
3502,Tier 04,100673608
3503,Tier 03,100673607
3504,Tier 03,100673607
3505,Tier 05,100673609
3508,Tier 03,100673607
3509,Tier 04,100673608
3510,Tier 04,100673608
3511,Tier 05,100673609
3512,Tier 05,100673609
3513,Tier 04,100673608
3514,Tier 02 ,100673606
3515,Tier 05,100673609
3516,Tier 05,100673609
3517,Tier 05,100673609
3518,Tier 03,100673607
3520,Tier 05,100673609
3521,Tier 03,100673607
3522,Tier 05,100673609
3523,Tier 05,100673609
3524,Tier 05,100673609
3525,Tier 05,100673609
3526,Tier 01 ,100673605
3527,Tier 03,100673607
3528,Tier 01 ,100673605
3529,Tier 04,100673608
3530,Tier 03,100673607
3531,Tier 05,100673609
3533,Tier 05,100673609
3534,Tier 05,100673609
3535,Tier 02 ,100673606
3537,Tier 05,100673609
3538,Tier 01 ,100673605
3541,Tier 03,100673607
3542,Tier 04,100673608
3543,Tier 05,100673609
3544,Tier 05,100673609
3545,Tier 05,100673609
3546,Tier 05,100673609
3547,Tier 05,100673609
3548,Tier 05,100673609
3549,Tier 02 ,100673606
3560,Tier 03,100673607
3561,Tier 05,100673609
3562,Tier 05,100673609
3563,Tier 05,100673609
3564,Tier 03,100673607
3566,Tier 05,100673609
3567,Tier 01 ,100673605
3568,Tier 04,100673608
3569,Tier 03,100673607
3570,Tier 02 ,100673606
3571,Tier 04,100673608
3572,Tier 04,100673608
3573,Tier 04,100673608
3574,Tier 04,100673608
3579,Tier 04,100673608
3580,Tier 04,100673608
3581,Tier 04,100673608
3582,Tier 05,100673609
3583,Tier 02 ,100673606
3584,Tier 03,100673607
3585,Tier 04,100673608
3587,Tier 05,100673609
3588,Tier 03,100673607
3589,Tier 04,100673608
3590,Tier 04,100673608
3591,Tier 03,100673607
3593,Tier 03,100673607
3594,Tier 04,100673608
3595,Tier 03,100673607
3596,Tier 05,100673609
3597,Tier 03,100673607
3598,Tier 03,100673607
3599,Tier 03,100673607
3600,Tier 03,100673607
3601,Tier 02 ,100673606
3602,Tier 05,100673609
3603,Tier 04,100673608
3604,Tier 04,100673608
3605,Tier 04,100673608
3606,Tier 02 ,100673606
3607,Tier 02 ,100673606
3608,Tier 04,100673608
3609,Tier 01 ,100673605
3610,Tier 04,100673608
3611,Tier 02 ,100673606
3612,Tier 03,100673607
3614,Tier 04,100673608
3615,Tier 03,100673607
3616,Tier 04,100673608
3617,Tier 01 ,100673605
3619,Tier 04,100673608
3620,Tier 04,100673608
3621,Tier 02 ,100673606
3622,Tier 04,100673608
3623,Tier 03,100673607
3624,Tier 04,100673608
3625,Tier 03,100673607
3626,Tier 03,100673607
3627,Tier 01 ,100673605
3628,Tier 04,100673608
3629,Tier 02 ,100673606
3630,Tier 05,100673609
3631,Tier 03,100673607
3632,Tier 05,100673609
3633,Tier 03,100673607
3634,Tier 02 ,100673606
3635,Tier 02 ,100673606
3637,Tier 03,100673607
3638,Tier 04,100673608
3639,Tier 04,100673608
3640,Tier 03,100673607
3641,Tier 04,100673608
3643,Tier 05,100673609
3644,Tier 03,100673607
3645,Tier 04,100673608
3646,Tier 03,100673607
3648,Tier 05,100673609
3650,Tier 05,100673609
3652,Tier 05,100673609
3653,Tier 04,100673608
3654,Tier 04,100673608
3655,Tier 04,100673608
3656,Tier 03,100673607
3658,Tier 04,100673608
3659,Tier 04,100673608
3660,Tier 04,100673608
3661,Tier 05,100673609
3693,Tier 04,100673608
3700,Tier 03,100673607
3701,Tier 03,100673607
3702,Tier 02 ,100673606
3703,Tier 05,100673609
3705,Tier 05,100673609
3708,Tier 05,100673609
3709,Tier 01 ,100673605
3710,Tier 02 ,100673606
3712,Tier 05,100673609
3713,Tier 03,100673607
3716,Tier 04,100673608
3717,Tier 03,100673607
3720,Tier 03,100673607
3722,Tier 04,100673608
3723,Tier 03,100673607
3724,Tier 04,100673608
3725,Tier 02 ,100673606
3726,Tier 05,100673609
3727,Tier 03,100673607
3728,Tier 04,100673608
3729,Tier 04,100673608
3730,Tier 05,100673609
3731,Tier 05,100673609
3732,Tier 05,100673609
3733,Tier 04,100673608
3734,Tier 04,100673608
3736,Tier 05,100673609
3738,Tier 02 ,100673606
3739,Tier 04,100673608
3740,Tier 05,100673609
3741,Tier 02 ,100673606
3742,Tier 02 ,100673606
3743,Tier 03,100673607
3745,Tier 03,100673607
3746,Tier 04,100673608
3747,Tier 04,100673608
3748,Tier 01 ,100673605
3749,Tier 04,100673608
3750,Tier 01 ,100673605
3751,Tier 05,100673609
3752,Tier 04,100673608
3754,Tier 05,100673609
3757,Tier 05,100673609
