Store #,Tier Name,Article #
2293,Tier 05,100673609
2294,Tier 03,100673607
2295,Tier 03,100673607
2297,Tier 05,100673609
2299,Tier 05,100673609
2300,Tier 02 ,100673606
2302,Tier 04,100673608
2306,Tier 01 ,100673605
2307,Tier 04,100673608
2308, Tier HIAK,100674085
2309,Tier 04,100673608
2310,Tier 02 ,100673606
2311,Tier 04,100673608
2312,Tier 03,100673607
2313,Tier 05,100673609
2314, Tier HIAK,100674085
2315,Tier 05,100673609
2316,Tier 05,100673609
2317,Tier 05,100673609
2318,Tier 03,100673607
2319,Tier 05,100673609
2320,Tier 05,100673609
2321, Tier HIAK,100674085
2322,Tier 03,100673607
2323,Tier 05,100673609
2325,Tier 05,100673609
2326,Tier 02 ,100673606
2328,Tier 04,100673608
2329,Tier 02 ,100673606
2330,Tier 04,100673608
2331,Tier 05,100673609
2332,Tier 02 ,100673606
2333,Tier 05,100673609
2334,Tier 05,100673609
2335,Tier 05,100673609
2336,Tier 05,100673609
2337,Tier 04,100673608
2338,Tier 05,100673609
2339,Tier 05,100673609
2340,Tier 04,100673608
2341,Tier 05,100673609
2346,Tier 04,100673608
2348,Tier 04,100673608
2350,Tier 05,100673609
2351,Tier 02 ,100673606
2352,Tier 04,100673608
2354,Tier 04,100673608
2355,Tier 02 ,100673606
2357,Tier 03,100673607
2358,Tier 05,100673609
2359,Tier 03,100673607
2360,Tier 02 ,100673606
2361,Tier 04,100673608
2362,Tier 05,100673609
2365,Tier 02 ,100673606
2366,Tier 04,100673608
2367,Tier 05,100673609
2368,Tier 03,100673607
2369,Tier 02 ,100673606
2370,Tier 02 ,100673606
2371,Tier 05,100673609
2373,Tier 04,100673608
2385,Tier 05,100673609
2386,Tier 04,100673608
2387,Tier 01 ,100673605
2388,Tier 04,100673608
2391,Tier 02 ,100673606
2392,Tier 02 ,100673606
2393,Tier 03,100673607
2394,Tier 03,100673607
2395,Tier 03,100673607
2396,Tier 03,100673607
2397,Tier 04,100673608
