Store,Curr Total Baseline TL HC,Curr Total Budgeted TL HC,New Total Baseline TL HC,New Total Budgeted TL HC,Curr F&C TL Baseline HC,Curr F&C TL Budgeted HC,New F&C Baseline HC,New F&C Budgeted HC,Total Added Budgeted HC
728,25,25,25,25,2,2,2,2,0
729,26,26,26,26,2,2,2,2,0
730,26,26,26,26,2,2,2,2,0
731,25,25,25,25,2,3,2,3,0
733,25,25,25,25,2,2,2,2,0
734,26,27,28,28,2,3,4,4,1
735,26,26,26,26,2,2,2,2,0
736,25,25,25,25,2,2,2,2,0
737,25,25,25,25,2,2,2,2,0
738,23,23,23,23,2,2,2,2,0
739,24,24,24,24,2,2,2,2,0
740,25,25,25,25,2,2,2,2,0
741,26,28,26,28,2,3,2,3,0
742,26,25,27,26,2,2,3,3,1
743,26,27,26,27,2,2,2,2,0
744,26,26,27,27,2,2,3,3,1
745,24,26,24,26,2,4,2,4,0
746,26,27,26,27,2,2,2,2,0
748,23,23,23,23,2,2,2,2,0
749,23,23,23,23,2,2,2,2,0
750,21,21,21,21,2,2,2,2,0
751,19,19,19,19,2,2,2,2,0
752,26,26,26,26,2,2,2,2,0
753,26,26,28,28,2,2,4,4,2
754,26,26,28,28,2,2,4,4,2
755,26,27,28,28,2,2,4,4,1
756,23,23,23,23,2,2,2,2,0
757,25,25,25,25,2,2,2,2,0
758,25,25,25,25,2,2,2,2,0
759,21,21,21,21,2,2,2,2,0
760,12,12,12,12,2,2,2,2,0
761,25,25,25,25,2,2,2,2,0
762,25,25,25,25,2,2,2,2,0
764,25,25,25,25,2,2,2,2,0
765,26,26,26,26,2,2,2,2,0
766,26,27,27,27,2,2,3,3,0
767,26,26,28,28,2,2,4,4,2
768,26,29,26,29,2,3,2,3,0
769,26,26,27,27,2,2,3,3,1
770,26,26,26,26,2,2,2,2,0
771,26,26,26,26,2,2,2,2,0
772,26,26,26,26,2,2,2,2,0
773,26,27,26,27,2,2,2,2,0
774,26,26,26,26,2,2,2,2,0
775,26,27,27,27,2,3,3,3,0
776,26,26,27,27,2,2,3,3,1
777,26,26,27,27,2,2,3,3,1
778,26,27,27,27,2,2,3,3,0
779,24,24,24,24,2,2,2,2,0
780,26,26,27,27,2,2,3,3,1
781,26,26,26,26,2,2,2,2,0
782,25,25,25,25,2,2,2,2,0
783,19,19,19,19,2,2,2,2,0
784,23,23,23,23,2,2,2,2,0
785,25,25,25,25,2,2,2,2,0
786,26,26,26,26,2,2,2,2,0
787,26,26,26,26,2,2,2,2,0
788,23,23,23,23,2,2,2,2,0
789,28,29,30,30,2,2,4,4,1
790,25,25,25,25,2,2,2,2,0
791,25,25,25,25,2,2,2,2,0
792,12,12,12,12,2,2,2,2,0
793,25,25,25,25,2,2,2,2,0
794,26,26,27,27,2,2,3,3,1
795,21,21,21,21,2,2,2,2,0
796,26,26,26,26,2,2,2,2,0
797,26,27,26,27,2,3,2,3,0
798,19,19,19,19,2,2,2,2,0
799,26,27,26,27,2,2,2,2,0
800,24,24,25,25,2,2,3,3,1
801,25,25,25,25,2,2,2,2,0
802,25,25,25,25,2,2,2,2,0
803,21,21,21,21,2,2,2,2,0
804,26,26,26,26,2,2,2,2,0
805,26,26,26,26,2,2,2,2,0
806,26,26,27,27,2,2,3,3,1
807,26,26,27,27,2,2,3,3,1
808,26,26,27,27,2,2,3,3,1
809,26,26,27,27,2,2,3,3,1
810,26,26,27,27,2,2,3,3,1
811,25,25,25,25,2,2,2,2,0
812,25,25,25,25,2,2,2,2,0
813,26,26,28,28,2,2,4,4,2
814,26,26,27,27,2,2,3,3,1
815,25,25,25,25,2,2,2,2,0
816,26,27,27,27,2,2,3,3,0
817,26,27,28,28,2,2,4,4,1
818,26,26,28,28,2,2,4,4,2
819,28,28,30,30,2,2,4,4,2
820,23,23,23,23,2,2,2,2,0
821,26,26,26,26,2,2,2,2,0
822,26,27,26,27,2,2,2,2,0
823,26,26,27,27,2,2,3,3,1
824,23,23,23,23,2,2,2,2,0
825,21,21,21,21,2,2,2,2,0
826,26,26,28,28,2,2,4,4,2
827,26,26,27,27,2,2,3,3,1
828,26,26,26,26,2,2,2,2,0
829,18,18,18,18,2,2,2,2,0
830,17,17,17,17,2,2,2,2,0
833,21,21,21,21,2,2,2,2,0
834,21,21,21,21,2,2,2,2,0
835,24,24,24,24,2,2,2,2,0
836,26,26,27,27,2,2,3,3,1
837,12,12,12,12,2,2,2,2,0
838,26,26,28,28,2,2,4,4,2
839,26,26,26,26,2,2,2,2,0
841,12,12,12,12,2,2,2,2,0
842,27,27,29,29,2,2,4,4,2
843,19,20,19,20,2,2,2,2,0
844,26,26,27,27,2,2,3,3,1
845,12,12,12,12,2,2,2,2,0
846,21,21,21,21,2,2,2,2,0
847,23,23,23,23,2,2,2,2,0
848,26,27,26,27,2,3,2,3,0
849,26,26,26,26,2,2,2,2,0
850,26,26,27,27,2,2,3,3,1
851,25,26,25,26,2,2,2,2,0
852,26,26,26,26,2,2,2,2,0
853,26,26,26,26,2,2,2,2,0
854,25,25,25,25,2,2,2,2,0
855,26,26,26,26,2,2,2,2,0
856,25,25,25,25,2,2,2,2,0
857,24,24,24,24,2,2,2,2,0
858,21,21,21,21,2,3,2,3,0
859,26,26,27,27,2,2,3,3,1
860,26,26,28,28,2,2,4,4,2
861,26,26,26,26,2,2,2,2,0
862,28,28,30,30,2,2,4,4,2
863,23,23,23,23,2,2,2,2,0
864,26,26,27,27,2,2,3,3,1
865,26,28,28,29,2,2,4,4,1
866,26,26,27,26,2,3,3,3,0
867,26,26,28,28,2,2,4,4,2
868,28,28,30,29,2,3,4,4,1
869,26,27,26,27,2,2,2,2,0
870,26,27,28,28,2,3,4,4,1
871,14,14,14,14,2,2,2,2,0
872,26,26,26,26,2,2,2,2,0
873,18,18,18,18,2,2,2,2,0
874,25,25,25,25,2,2,2,2,0
875,23,23,23,23,2,2,2,2,0
876,21,21,21,21,2,2,2,2,0
877,26,26,27,27,2,2,3,3,1
878,26,27,26,27,2,2,2,2,0
879,25,25,25,25,2,2,2,2,0
880,28,28,30,30,2,2,4,4,2
881,26,26,27,27,2,2,3,3,1
882,25,25,25,25,2,2,2,2,0
884,26,26,27,27,2,2,3,3,1
885,21,21,21,21,2,2,2,2,0
886,26,26,26,26,2,2,2,2,0
887,23,23,23,23,2,2,2,2,0
888,21,21,21,21,2,2,2,2,0
889,26,26,26,26,2,2,2,2,0
890,35,35,37,37,2,2,4,4,2
891,26,26,26,26,2,2,2,2,0
892,26,25,27,26,2,2,3,3,1
893,12,9,12,9,2,2,2,2,0
894,26,26,27,27,2,2,3,3,1
895,12,12,12,12,2,2,2,2,0
896,26,26,28,28,2,2,4,4,2
897,24,24,24,24,2,2,2,2,0
898,18,19,18,19,2,2,2,2,0
899,26,26,26,26,2,2,2,2,0
900,21,21,21,21,2,2,2,2,0
901,25,25,25,25,2,2,2,2,0
902,25,25,25,25,2,2,2,2,0
903,23,23,23,23,2,2,2,2,0
904,26,26,27,27,2,2,3,3,1
905,24,24,24,24,2,2,2,2,0
906,35,35,37,37,2,2,4,4,2
907,23,22,23,22,2,2,2,2,0
908,26,26,27,27,2,2,3,3,1
909,24,25,24,25,2,3,2,3,0
910,26,26,26,26,2,2,2,2,0
911,26,27,27,27,2,2,3,3,0
912,24,25,24,25,2,2,2,2,0
913,25,24,25,24,2,2,2,2,0
914,25,25,25,25,2,2,2,2,0
915,26,26,26,26,2,2,2,2,0
916,26,27,27,27,2,2,3,3,0
917,19,19,19,19,2,2,2,2,0
918,26,26,26,26,2,2,2,2,0
919,35,35,37,37,2,2,4,4,2
921,23,23,23,23,2,2,2,2,0
922,26,26,27,27,2,2,3,3,1
923,26,26,26,26,2,2,2,2,0
924,26,26,26,26,2,2,2,2,0
925,18,18,18,18,2,2,2,2,0
927,26,26,26,26,2,2,2,2,0
928,26,26,28,28,2,2,4,4,2
929,26,26,27,27,2,2,3,3,1
930,23,24,23,24,2,2,2,2,0
931,26,26,27,27,2,2,3,3,1
932,26,26,27,27,2,2,3,3,1
933,21,21,21,21,2,2,2,2,0
934,26,26,26,26,2,2,2,2,0
935,26,26,26,26,2,2,2,2,0
936,26,25,28,27,2,2,4,4,2
937,26,26,26,26,2,2,2,2,0
938,25,25,25,25,2,2,2,2,0
939,26,27,26,27,2,2,2,2,0
940,26,26,26,26,2,2,2,2,0
941,24,24,24,24,2,2,2,2,0
942,26,26,28,28,2,2,4,4,2
943,26,26,27,27,2,2,3,3,1
944,28,28,30,30,2,2,4,4,2
945,26,26,27,27,2,2,3,3,1
947,26,26,28,28,2,2,4,4,2
948,24,24,24,24,2,3,2,3,0
950,26,27,26,27,2,2,2,2,0
951,17,17,17,17,2,2,2,2,0
952,25,25,25,25,2,2,2,2,0
953,26,26,27,27,2,2,3,3,1
954,23,23,23,23,2,2,2,2,0
955,26,26,28,28,2,2,4,4,2
956,18,18,18,18,2,2,2,2,0
957,12,12,12,12,2,2,2,2,0
958,26,26,26,26,2,2,2,2,0
959,25,25,25,25,2,2,2,2,0
960,26,26,27,27,2,2,3,3,1
961,26,26,26,26,2,2,2,2,0
962,25,25,25,25,2,2,2,2,0
963,26,26,28,28,2,2,4,4,2
964,28,28,30,30,2,2,4,4,2
965,26,26,26,26,2,2,2,2,0
966,26,26,26,26,2,2,2,2,0
967,26,26,28,28,2,2,4,4,2
968,24,24,26,26,2,2,4,4,2
969,26,26,27,27,2,2,3,3,1
970,26,26,28,28,2,2,4,4,2
971,21,21,21,21,2,2,2,2,0
972,26,26,27,27,2,2,3,3,1
973,26,26,27,27,2,2,3,3,1
974,26,26,27,27,2,2,3,3,1
975,26,26,28,28,2,2,4,4,2
976,23,23,23,23,2,2,2,2,0
977,17,17,17,17,2,2,2,2,0
978,23,23,23,23,2,2,2,2,0
979,23,23,23,23,2,2,2,2,0
980,26,26,27,27,2,2,3,3,1
981,26,27,27,27,2,2,3,3,0
982,23,23,23,23,2,2,2,2,0
984,26,26,26,26,2,2,2,2,0
985,21,21,21,21,2,2,2,2,0
986,17,17,17,17,2,2,2,2,0
987,26,26,26,26,2,2,2,2,0
988,25,25,27,27,2,2,4,4,2
989,33,33,35,35,2,2,4,4,2
990,35,35,37,37,2,2,4,4,2
991,26,26,26,26,2,2,2,2,0
992,26,26,26,26,2,2,2,2,0
993,25,25,25,25,2,3,2,3,0
994,28,28,30,30,2,2,4,4,2
995,25,25,25,25,2,2,2,2,0
996,17,17,17,17,2,2,2,2,0
999,27,28,27,28,2,2,2,2,0
1000,26,26,26,26,2,2,2,2,0
1001,27,28,29,29,2,2,4,4,1
1002,25,25,25,25,2,2,2,2,0
1003,26,26,26,26,2,2,2,2,0
1004,27,28,29,29,2,2,4,4,1
1005,25,25,25,25,2,2,2,2,0
1006,25,25,25,25,2,2,2,2,0
1007,25,25,25,25,2,2,2,2,0
1008,26,26,26,26,2,2,2,2,0
1009,26,26,27,27,2,2,3,3,1
1010,26,26,26,26,2,2,2,2,0
1011,26,26,26,26,2,2,2,2,0
1012,26,26,27,27,2,2,3,3,1
1013,17,17,17,17,2,2,2,2,0
1014,26,26,27,27,2,2,3,3,1
1015,24,24,26,26,2,2,4,4,2
1016,26,27,27,27,2,2,3,3,0
1017,25,25,25,25,2,2,2,2,0
1018,23,23,23,23,2,2,2,2,0
1019,24,24,25,25,2,2,3,3,1
1020,25,25,25,25,2,2,2,2,0
1021,25,25,25,25,2,2,2,2,0
1022,26,26,26,26,2,2,2,2,0
1023,26,26,27,27,2,2,3,3,1
1024,25,25,25,25,2,2,2,2,0
1025,26,26,27,27,2,2,3,3,1
1026,26,27,28,28,2,3,4,4,1
1027,26,26,26,26,2,2,2,2,0
1028,26,26,26,26,2,2,2,2,0
1029,21,22,21,22,2,2,2,2,0
1030,26,26,27,27,2,2,3,3,1
1032,24,24,26,26,2,2,4,4,2
1033,26,26,27,27,2,2,3,3,1
1034,26,26,27,27,2,2,3,3,1
1035,26,26,27,27,2,2,3,3,1
1036,26,26,27,27,2,2,3,3,1
1037,26,26,27,27,2,2,3,3,1
1038,21,21,21,21,2,2,2,2,0
1039,26,26,27,27,2,2,3,3,1
1040,26,26,27,27,2,2,3,3,1
1041,26,26,27,27,2,2,3,3,1
1042,26,27,26,27,2,2,2,2,0
1043,23,23,23,23,2,2,2,2,0
1044,26,27,26,27,2,2,2,2,0
1045,25,25,25,25,2,2,2,2,0
1046,12,12,12,12,2,2,2,2,0
1047,24,24,24,24,2,2,2,2,0
1048,25,25,25,25,2,2,2,2,0
1051,25,25,25,25,2,2,2,2,0
1052,21,21,21,21,2,2,2,2,0
1053,25,25,25,25,2,2,2,2,0
1054,23,23,23,23,2,2,2,2,0
1055,26,26,28,28,2,2,4,4,2
1056,25,25,25,25,2,2,2,2,0
1057,19,19,19,19,2,2,2,2,0
1058,26,26,26,26,2,2,2,2,0
1059,25,25,25,25,2,2,2,2,0
1060,24,24,24,24,2,2,2,2,0
1061,21,22,21,22,2,2,2,2,0
1062,26,27,26,27,2,2,2,2,0
1063,17,17,17,17,2,2,2,2,0
1064,26,26,26,26,2,3,2,3,0
1065,25,25,25,25,2,2,2,2,0
1066,27,27,28,28,2,2,3,3,1
1067,17,17,17,17,2,2,2,2,0
1068,26,26,26,26,2,2,2,2,0
1069,19,19,19,19,2,2,2,2,0
1070,26,26,26,26,2,2,2,2,0
1071,26,26,27,27,2,2,3,3,1
1072,26,26,27,27,2,2,3,3,1
1073,21,21,21,21,2,2,2,2,0
1074,26,26,26,26,2,2,2,2,0
1075,26,26,28,28,2,2,4,4,2
1076,25,25,25,25,2,2,2,2,0
1077,23,24,23,24,2,3,2,3,0
1078,12,12,12,12,2,2,2,2,0
1079,24,24,24,24,2,2,2,2,0
1080,26,26,27,27,2,2,3,3,1
1081,26,26,27,27,2,2,3,3,1
1082,24,24,24,24,2,2,2,2,0
1083,24,24,26,26,2,2,4,4,2
1084,18,19,18,19,2,2,2,2,0
1085,26,26,27,27,2,2,3,3,1
1086,26,26,28,28,2,2,4,4,2
1087,28,28,30,30,2,2,4,4,2
1088,23,24,23,24,2,2,2,2,0
1089,25,25,25,25,2,2,2,2,0
1090,26,26,26,26,2,2,2,2,0
1091,26,26,27,27,2,2,3,3,1
1093,23,23,23,23,2,2,2,2,0
1094,24,24,24,24,2,2,2,2,0
1095,18,18,18,18,2,2,2,2,0
1096,25,25,25,25,2,2,2,2,0
1097,26,26,27,27,2,2,3,3,1
1098,25,25,25,25,2,2,2,2,0
1099,26,26,26,26,2,2,2,2,0
1100,23,23,23,23,2,2,2,2,0
1101,26,27,26,27,2,2,2,2,0
1102,25,25,25,25,2,2,2,2,0
1103,26,26,28,28,2,2,4,4,2
1104,26,26,28,28,2,2,4,4,2
1105,26,27,26,27,2,3,2,3,0
1106,21,21,21,21,2,2,2,2,0
1107,23,23,23,23,2,2,2,2,0
1108,19,19,19,19,2,2,2,2,0
1109,21,21,21,21,2,2,2,2,0
1110,19,19,19,19,2,2,2,2,0
1111,25,25,25,25,2,2,2,2,0
1112,25,25,25,25,2,2,2,2,0
1113,26,26,28,28,2,2,4,4,2
1114,23,23,23,23,2,2,2,2,0
1115,21,21,21,21,2,2,2,2,0
1116,26,26,28,28,2,2,4,4,2
1117,26,26,26,26,2,2,2,2,0
1118,26,26,28,28,2,2,4,4,2
1119,17,17,17,17,2,2,2,2,0
1120,26,27,27,27,2,4,3,4,0
1121,26,26,26,26,2,2,2,2,0
1122,26,26,26,26,2,2,2,2,0
1123,26,26,27,27,2,2,3,3,1
1124,25,25,25,25,2,2,2,2,0
1125,26,26,28,28,2,2,4,4,2
1126,25,25,25,25,2,2,2,2,0
1128,25,26,25,26,2,2,2,2,0
1129,25,25,25,25,2,2,2,2,0
1130,23,23,23,23,2,2,2,2,0
1131,21,21,21,21,2,2,2,2,0
1132,26,26,28,28,2,2,4,4,2
1133,26,26,26,26,2,2,2,2,0
1134,26,28,27,28,2,4,3,4,0
1135,25,25,25,25,2,2,2,2,0
1136,25,25,25,25,2,2,2,2,0
1137,25,25,25,25,2,2,2,2,0
1138,18,18,18,18,2,2,2,2,0
1139,26,26,27,27,2,2,3,3,1
1140,26,27,26,27,2,3,2,3,0
1141,26,26,28,28,2,2,4,4,2
1142,25,25,25,25,2,2,2,2,0
1143,23,23,23,23,2,2,2,2,0
1144,25,25,25,25,2,2,2,2,0
1146,26,26,28,28,2,2,4,4,2
1147,23,23,23,23,2,2,2,2,0
1148,26,26,27,27,2,2,3,3,1
1149,26,26,28,28,2,2,4,4,2
1150,26,27,26,27,2,2,2,2,0
1151,26,27,26,27,2,2,2,2,0
1152,21,21,21,21,2,2,2,2,0
1153,23,24,23,24,2,2,2,2,0
1154,25,25,25,25,2,2,2,2,0
1155,26,26,27,27,2,2,3,3,1
1156,26,26,27,27,2,2,3,3,1
1157,23,23,23,23,2,2,2,2,0
1158,25,25,25,25,2,2,2,2,0
1159,17,17,17,17,2,2,2,2,0
1160,26,26,27,27,2,2,3,3,1
1161,26,26,27,27,2,2,3,3,1
1162,26,26,26,26,2,2,2,2,0
1163,26,26,26,26,2,2,2,2,0
1164,25,25,25,25,2,2,2,2,0
1165,26,26,26,26,2,2,2,2,0
1166,17,17,17,17,2,2,2,2,0
1167,24,24,24,24,2,2,2,2,0
1168,25,25,25,25,2,2,2,2,0
1169,19,19,19,19,2,2,2,2,0
1170,21,21,21,21,2,2,2,2,0
1171,24,24,24,24,2,2,2,2,0
1172,24,24,24,24,2,2,2,2,0
1173,26,26,26,26,2,2,2,2,0
1174,23,23,23,23,2,2,2,2,0
1175,18,18,18,18,2,2,2,2,0
1176,23,23,23,23,2,2,2,2,0
1177,26,26,26,26,2,2,2,2,0
1178,26,26,26,26,2,2,2,2,0
1179,24,24,24,24,2,2,2,2,0
1180,26,26,26,26,2,2,2,2,0
1181,23,23,23,23,2,2,2,2,0
1182,28,28,30,30,2,2,4,4,2
1183,26,26,27,27,2,2,3,3,1
1184,25,26,25,26,2,2,2,2,0
1185,25,27,25,27,2,3,2,3,0
1186,26,26,26,26,2,2,2,2,0
1187,23,23,23,23,2,2,2,2,0
1188,24,24,24,24,2,2,2,2,0
1189,17,17,17,17,2,2,2,2,0
1190,26,26,26,26,2,2,2,2,0
1191,26,26,26,26,2,2,2,2,0
1192,25,25,25,25,2,2,2,2,0
1193,25,25,25,25,2,2,2,2,0
1194,24,24,25,25,2,2,3,3,1
1195,26,26,27,27,2,2,3,3,1
1196,23,23,23,23,2,2,2,2,0
1197,26,26,26,26,2,2,2,2,0
1198,25,25,25,25,2,2,2,2,0
1199,25,25,25,25,2,2,2,2,0
1200,26,27,26,27,2,3,2,3,0
1201,26,26,27,27,2,2,3,3,1
1202,26,27,27,27,2,2,3,3,0
1203,28,28,30,30,2,2,4,4,2
1204,26,26,26,26,2,2,2,2,0
1205,26,26,26,26,2,2,2,2,0
1206,26,26,26,26,2,2,2,2,0
1207,26,26,27,27,2,2,3,3,1
1209,26,26,26,26,2,2,2,2,0
1210,26,26,26,26,2,2,2,2,0
1211,21,21,21,21,2,2,2,2,0
1212,26,26,27,27,2,2,3,3,1
1213,26,27,28,28,2,2,4,4,1
1214,21,21,21,21,2,2,2,2,0
1215,26,26,28,28,2,2,4,4,2
1216,26,26,26,26,2,2,2,2,0
1217,23,23,23,23,2,2,2,2,0
1218,35,35,37,37,2,2,4,4,2
1219,26,26,26,26,2,2,2,2,0
1220,26,26,27,27,2,2,3,3,1
1221,26,26,26,26,2,2,2,2,0
1222,26,26,28,28,2,2,4,4,2
1223,26,26,26,26,2,2,2,2,0
1224,26,27,27,27,2,2,3,3,0
1225,26,26,26,26,2,2,2,2,0
1226,25,25,25,25,2,3,2,3,0
1227,26,26,26,26,2,2,2,2,0
1228,24,24,24,24,2,2,2,2,0
1229,26,26,26,26,2,2,2,2,0
1230,28,28,30,30,2,2,4,4,2
1231,26,27,28,28,2,2,4,4,1
1232,25,25,25,25,2,2,2,2,0
1233,26,26,27,27,2,2,3,3,1
1234,25,25,25,25,2,2,2,2,0
1235,23,23,23,23,2,2,2,2,0
1236,23,23,23,23,2,2,2,2,0
1237,26,26,27,27,2,2,3,3,1
1238,26,26,27,27,2,2,3,3,1
1239,25,25,25,25,2,2,2,2,0
1240,33,33,35,35,2,2,4,4,2
1241,26,27,27,27,2,3,3,3,0
1242,26,26,27,27,2,2,3,3,1
1243,25,25,25,25,2,2,2,2,0
1244,25,25,25,25,2,2,2,2,0
1245,35,35,37,36,2,3,4,4,1
1247,26,26,27,27,2,2,3,3,1
1248,26,27,26,27,2,2,2,2,0
1249,26,26,26,26,2,2,2,2,0
1252,25,26,25,26,2,2,2,2,0
1253,26,26,26,26,2,2,2,2,0
1254,26,26,26,26,2,2,2,2,0
1255,25,25,25,25,2,2,2,2,0
1256,26,26,26,26,2,2,2,2,0
1257,20,20,20,20,2,2,2,2,0
1259,26,26,26,26,2,2,2,2,0
1260,26,26,26,26,2,2,2,2,0
1261,26,26,27,27,2,2,3,3,1
1263,26,27,27,27,2,2,3,3,0
1264,26,27,26,27,2,2,2,2,0
1265,21,21,21,21,2,2,2,2,0
1266,25,25,25,25,2,2,2,2,0
1267,23,24,23,24,2,2,2,2,0
1268,26,26,26,26,2,2,2,2,0
1270,26,26,26,26,2,2,2,2,0
1271,25,25,25,25,2,2,2,2,0
1272,21,21,21,21,2,2,2,2,0
1273,26,27,28,28,2,2,4,4,1
1274,21,21,21,21,2,2,2,2,0
1275,25,25,25,25,2,2,2,2,0
1276,25,25,25,25,2,2,2,2,0
1277,23,23,23,23,2,2,2,2,0
1279,26,27,27,27,2,2,3,3,0
1280,26,27,27,27,2,2,3,3,0
1281,26,26,26,26,2,2,2,2,0
1282,21,21,21,21,2,2,2,2,0
1283,25,25,25,25,2,2,2,2,0
1284,26,26,27,27,2,2,3,3,1
1285,26,27,26,27,2,2,2,2,0
1286,25,25,25,25,2,2,2,2,0
1287,24,24,25,25,2,2,3,3,1
1288,25,25,25,25,2,2,2,2,0
1289,25,25,25,25,2,2,2,2,0
1290,24,24,24,24,2,2,2,2,0
1291,28,29,30,30,2,3,4,4,1
1292,26,26,26,26,2,2,2,2,0
1293,24,24,24,24,2,2,2,2,0
1294,24,24,24,24,2,2,2,2,0
1295,21,21,21,21,2,2,2,2,0
1296,25,25,25,25,2,2,2,2,0
1297,26,26,28,28,2,2,4,4,2
1298,24,24,25,25,2,2,3,3,1
1299,26,26,27,27,2,2,3,3,1
1300,24,24,24,24,2,2,2,2,0
1301,24,24,24,24,2,2,2,2,0
1302,26,26,26,26,2,2,2,2,0
1303,26,26,27,27,2,2,3,3,1
1304,26,27,27,27,2,2,3,3,0
1305,26,27,26,27,2,2,2,2,0
1306,26,26,28,28,2,2,4,4,2
1307,26,26,26,26,2,2,2,2,0
1308,23,23,23,23,2,2,2,2,0
1309,23,23,23,23,2,2,2,2,0
1310,26,26,26,26,2,2,2,2,0
1311,26,26,26,26,2,2,2,2,0
1312,25,25,25,25,2,2,2,2,0
1313,26,27,26,27,2,2,2,2,0
1314,25,26,25,26,2,2,2,2,0
1315,26,27,28,28,2,2,4,4,1
1316,21,21,21,21,2,2,2,2,0
1317,26,26,26,26,2,2,2,2,0
1318,26,26,26,26,2,3,2,3,0
1319,26,26,27,26,2,3,3,3,0
1320,26,26,26,26,2,2,2,2,0
1321,26,26,27,27,2,2,3,3,1
1322,26,26,26,26,2,2,2,2,0
1323,19,19,19,19,2,2,2,2,0
1324,26,26,28,28,2,2,4,4,2
1325,18,18,18,18,2,2,2,2,0
1326,26,27,27,27,2,2,3,3,0
1327,26,26,26,26,2,2,2,2,0
1328,23,23,23,23,2,2,2,2,0
1329,23,23,23,23,2,2,2,2,0
1330,26,26,26,26,2,2,2,2,0
1331,26,26,26,26,2,2,2,2,0
1332,26,26,26,26,2,2,2,2,0
1333,25,26,25,26,2,2,2,2,0
1334,21,21,21,21,2,2,2,2,0
1335,23,23,23,23,2,2,2,2,0
1336,18,18,18,18,2,2,2,2,0
1337,24,24,24,24,2,2,2,2,0
1338,26,26,26,26,2,2,2,2,0
1339,26,26,27,27,2,2,3,3,1
1340,25,25,25,25,2,2,2,2,0
1341,26,27,28,28,2,2,4,4,1
1342,26,26,27,27,2,2,3,3,1
1344,26,26,26,26,2,2,2,2,0
1345,23,23,23,23,2,2,2,2,0
1346,26,26,28,28,2,2,4,4,2
1347,23,23,23,23,2,2,2,2,0
1348,26,26,27,27,2,2,3,3,1
1349,24,24,24,24,2,2,2,2,0
1350,24,24,24,24,2,2,2,2,0
1351,26,26,26,26,2,2,2,2,0
1352,21,22,21,22,2,2,2,2,0
1353,28,30,30,30,2,3,4,3,0
1354,25,25,25,25,2,2,2,2,0
1355,26,26,27,27,2,2,3,3,1
1356,25,25,25,25,2,2,2,2,0
1357,26,26,26,26,2,2,2,2,0
1358,26,26,26,26,2,2,2,2,0
1359,24,25,24,25,2,2,2,2,0
1360,25,25,25,25,2,2,2,2,0
1361,26,26,26,26,2,2,2,2,0
1362,26,27,28,28,2,2,4,4,1
1363,25,25,25,25,2,2,2,2,0
1364,24,24,25,25,2,2,3,3,1
1365,17,17,17,17,2,2,2,2,0
1366,21,21,21,21,2,2,2,2,0
1367,26,26,27,27,2,2,3,3,1
1368,23,23,23,23,2,2,2,2,0
1369,24,24,24,24,2,2,2,2,0
1370,26,27,27,27,2,3,3,3,0
1371,26,27,26,27,2,3,2,3,0
1372,24,25,24,25,2,2,2,2,0
1373,26,26,26,26,2,2,2,2,0
1374,18,18,18,18,2,2,2,2,0
1375,26,26,27,27,2,2,3,3,1
1376,26,26,27,27,2,2,3,3,1
1377,24,24,24,24,2,2,2,2,0
1378,26,26,26,26,2,2,2,2,0
1379,25,26,25,26,2,3,2,3,0
1380,23,23,23,23,2,2,2,2,0
1381,26,26,26,26,2,2,2,2,0
1382,24,24,24,24,2,2,2,2,0
1383,26,26,26,26,2,2,2,2,0
1384,25,25,25,25,2,2,2,2,0
1385,24,25,24,25,2,2,2,2,0
1386,25,25,25,25,2,2,2,2,0
1387,24,24,24,24,2,2,2,2,0
1388,25,25,25,25,2,2,2,2,0
1389,21,21,21,21,2,2,2,2,0
1390,28,28,29,29,2,2,3,3,1
1391,26,26,26,26,2,2,2,2,0
1392,26,26,26,26,2,2,2,2,0
1393,25,25,25,25,2,2,2,2,0
1394,23,23,23,23,2,2,2,2,0
1395,24,25,24,25,2,3,2,3,0
1396,26,26,26,26,2,2,2,2,0
1397,26,26,27,27,2,2,3,3,1
1398,23,23,23,23,2,2,2,2,0
1399,25,25,25,25,2,2,2,2,0
1400,26,27,27,27,2,3,3,3,0
1401,24,24,24,24,2,2,2,2,0
1403,24,24,25,25,2,2,3,3,1
1404,23,23,23,23,2,2,2,2,0
1405,25,28,25,28,2,2,2,2,0
1406,26,26,27,27,2,2,3,3,1
1407,23,23,23,23,2,2,2,2,0
1408,26,26,26,26,2,2,2,2,0
1409,23,23,23,23,2,2,2,2,0
1410,23,23,23,23,2,2,2,2,0
1411,26,26,28,28,2,2,4,4,2
1412,26,27,27,27,2,3,3,3,0
1413,26,26,26,26,2,2,2,2,0
1414,26,26,26,26,2,2,2,2,0
1415,25,26,25,26,2,2,2,2,0
1416,23,23,23,23,2,2,2,2,0
1417,26,26,26,26,2,2,2,2,0
1418,26,27,26,27,2,3,2,3,0
1419,24,25,24,25,2,2,2,2,0
1420,24,24,24,24,2,2,2,2,0
1421,26,26,26,26,2,2,2,2,0
1422,23,24,23,24,2,2,2,2,0
1423,25,25,25,25,2,2,2,2,0
1424,26,26,27,27,2,2,3,3,1
1425,25,25,25,25,2,2,2,2,0
1426,26,26,28,28,2,2,4,4,2
1427,26,27,26,27,2,2,2,2,0
1428,26,26,27,27,2,2,3,3,1
1429,26,26,26,26,2,2,2,2,0
1430,26,26,27,27,2,2,3,3,1
