Stores,Dept, July End Inv 
358,80," 5,251 "
358,93," 42,292 "
358,94," 13,505 "
358,98," 10,110 "
359,80," 18,567 "
359,93," 51,547 "
359,94," 33,345 "
359,98," 25,536 "
360,80," 14,199 "
360,93," 45,515 "
360,94," 12,356 "
360,98," 19,282 "
361,80," 13,077 "
361,93," 63,601 "
361,94," 34,039 "
361,98," 21,364 "
362,80," 19,499 "
362,93," 22,765 "
362,94," 10,741 "
362,98," 12,709 "
363,80," 7,679 "
363,93," 44,831 "
363,94," 26,669 "
363,98," 18,966 "
364,80," 8,666 "
364,93," 30,622 "
364,94," 9,467 "
364,98," 14,859 "
365,80," 23,002 "
365,93," 62,458 "
365,94," 37,381 "
365,98," 16,610 "
366,80," 10,321 "
366,93," 21,066 "
366,94," 13,463 "
366,98," 19,129 "
368,80," 8,103 "
368,93," 40,925 "
368,94," 20,245 "
368,98," 15,067 "
369,80," 12,336 "
369,93," 42,042 "
369,94," 17,152 "
369,98," 15,589 "
370,80," 9,049 "
370,93," 32,119 "
370,94," 13,028 "
370,98," 18,322 "
371,80," 12,483 "
371,93," 70,273 "
371,94," 33,787 "
371,98," 27,461 "
372,80," 13,411 "
372,93," 51,598 "
372,94," 29,715 "
372,98," 23,018 "
373,80," 4,171 "
373,93," 24,979 "
373,94," 12,676 "
373,98," 7,688 "
374,80," 9,463 "
374,93," 57,603 "
374,94," 16,817 "
374,98," 18,806 "
375,80," 27,326 "
375,93," 49,335 "
375,94," 9,291 "
375,98," 18,344 "
376,80," 27,349 "
376,93," 141,682 "
376,94," 51,596 "
376,98," 30,200 "
377,80," 7,597 "
377,93," 30,781 "
377,94," 25,777 "
377,98," 8,911 "
378,80," 2,554 "
378,93," 20,844 "
378,94," 8,749 "
378,98," 10,658 "
379,80," 12,906 "
379,93," 46,722 "
379,94," 26,415 "
379,98," 21,054 "
381,80," 9,881 "
381,93," 43,569 "
381,94," 23,752 "
381,98," 22,836 "
382,80," 14,253 "
382,93," 41,648 "
382,94," 23,488 "
382,98," 18,801 "
383,80," 12,973 "
383,93," 66,003 "
383,94," 19,992 "
383,98," 16,106 "
384,80," 13,978 "
384,93," 61,997 "
384,94," 25,725 "
384,98," 18,503 "
386,80," 13,295 "
386,93," 39,447 "
386,94," 14,869 "
386,98," 16,722 "
387,80," 6,457 "
387,93," 33,198 "
387,94," 9,853 "
387,98," 10,002 "
388,80," 9,286 "
388,93," 69,244 "
388,94," 10,043 "
388,98," 20,199 "
389,80," 16,436 "
389,93," 68,573 "
389,94," 35,188 "
389,98," 20,911 "
390,80," 6,993 "
390,93," 32,529 "
390,94," 21,877 "
390,98," 6,951 "
391,80," 15,785 "
391,93," 43,482 "
391,94," 19,911 "
391,98," 22,766 "
392,80," 18,661 "
392,93," 58,226 "
392,94," 24,782 "
392,98," 19,102 "
393,80," 15,635 "
393,93," 47,592 "
393,94," 16,265 "
393,98," 20,867 "
394,80," 10,428 "
394,93," 42,878 "
394,94," 19,273 "
394,98," 17,524 "
395,80," 17,901 "
395,93," 55,240 "
395,94," 14,998 "
395,98," 25,448 "
396,80," 16,897 "
396,93," 63,807 "
396,94," 21,570 "
396,98," 16,903 "
397,80," 16,071 "
397,93," 48,462 "
397,94," 29,509 "
397,98," 26,841 "
398,80," 20,952 "
398,93," 71,998 "
398,94," 34,523 "
398,98," 22,517 "
399,80," 14,970 "
399,93," 50,732 "
399,94," 27,374 "
399,98," 18,373 "
400,80," 10,986 "
400,93," 72,081 "
400,94," 22,223 "
400,98," 17,186 "
401,80," 9,244 "
401,93," 31,255 "
401,94," 22,944 "
401,98," 11,565 "
402,80," 12,351 "
402,93," 42,434 "
402,94," 18,694 "
402,98," 14,949 "
403,80," 11,332 "
403,93," 43,360 "
403,94," 21,790 "
403,98," 23,888 "
404,80," 14,840 "
404,93," 64,087 "
404,94," 31,473 "
404,98," 21,640 "
405,80," 17,538 "
405,93," 61,671 "
405,94," 31,770 "
405,98," 19,077 "
406,80," 14,867 "
406,93," 55,364 "
406,94," 16,877 "
406,98," 22,694 "
407,80," 22,369 "
407,93," 48,501 "
407,94," 29,016 "
407,98," 20,891 "
408,80," 19,228 "
408,93," 75,907 "
408,94," 34,705 "
408,98," 22,721 "
409,80," 2,098 "
409,93," 30,398 "
409,94," 15,841 "
409,98," 10,852 "
410,80," 21,379 "
410,93," 84,309 "
410,94," 33,833 "
410,98," 26,242 "
412,80," 18,130 "
412,93," 51,606 "
412,94," 29,436 "
412,98," 17,982 "
413,80," 13,938 "
413,93," 40,545 "
413,94," 11,546 "
413,98," 25,143 "
414,80," 19,767 "
414,93," 49,994 "
414,94," 27,193 "
414,98," 20,007 "
415,80," 20,564 "
415,93," 54,185 "
415,94," 33,874 "
415,98," 19,944 "
416,80," 10,693 "
416,93," 35,223 "
416,94," 2,567 "
416,98," 21,273 "
417,80," 15,078 "
417,93," 67,229 "
417,94," 34,376 "
417,98," 23,686 "
418,80," 7,112 "
418,93," 29,059 "
418,94," 16,925 "
418,98," 10,122 "
419,80," 5,021 "
419,93," 37,101 "
419,94," 13,513 "
419,98," 6,794 "
420,80," 19,940 "
420,93," 51,813 "
420,94," 30,751 "
420,98," 23,050 "
421,80," 23,416 "
421,93," 32,665 "
421,94," 16,409 "
421,98," 20,460 "
422,80," 34,093 "
422,93," 83,010 "
422,94," 26,386 "
422,98," 20,515 "
423,80," 16,385 "
423,93," 46,374 "
423,94," 29,854 "
423,98," 21,263 "
424,80," 13,010 "
424,93," 45,335 "
424,94," 21,270 "
424,98," 20,331 "
425,80," 13,241 "
425,93," 27,638 "
425,94," 15,006 "
425,98," 12,443 "
426,80," 10,687 "
426,93," 52,896 "
426,94," 23,979 "
426,98," 16,519 "
427,80," 14,829 "
427,93," 51,334 "
427,94," 28,200 "
427,98," 23,489 "
428,80," 25,942 "
428,93," 54,639 "
428,94," 33,317 "
428,98," 12,266 "
429,80," 14,342 "
429,93," 48,466 "
429,94," 16,087 "
429,98," 22,148 "
430,80," 12,989 "
430,93," 48,084 "
430,94," 13,328 "
430,98," 22,003 "
431,80," 6,951 "
431,93," 36,997 "
431,94," 18,583 "
431,98," 24,791 "
432,80," 20,169 "
432,93," 26,747 "
432,94," 17,236 "
432,98," 18,399 "
433,80," 16,028 "
433,93," 62,346 "
433,94," 25,463 "
433,98," 16,796 "
434,80," 14,558 "
434,93," 43,584 "
434,94," 12,878 "
434,98," 14,823 "
435,80," 14,900 "
435,93," 47,813 "
435,94," 22,810 "
435,98," 22,878 "
436,80," 11,671 "
436,93," 25,317 "
436,94," 17,552 "
436,98," 10,846 "
437,80," 11,309 "
437,93," 33,597 "
437,94," 22,690 "
437,98," 18,345 "
438,80," 3,650 "
438,93," 24,598 "
438,94," 20,730 "
438,98," 5,335 "
440,80," 14,790 "
440,93," 51,803 "
440,94," 23,221 "
440,98," 19,416 "
442,80," 12,865 "
442,93," 32,507 "
442,94," 27,625 "
442,98," 14,362 "
443,80," 13,874 "
443,93," 16,402 "
443,94," 19,562 "
443,98," 22,062 "
444,80," 37,221 "
444,93," 123,761 "
444,94," 44,372 "
444,98," 57,929 "
445,80," 12,776 "
445,93," 40,312 "
445,94," 25,733 "
445,98," 46,442 "
447,80," 15,013 "
447,93," 39,400 "
447,94," 28,156 "
447,98," 22,154 "
448,80," 22,286 "
448,93," 33,719 "
448,94," 20,021 "
448,98," 22,538 "
449,80," 32,586 "
449,93," 114,089 "
449,94," 67,507 "
449,98," 36,025 "
450,80," 39,592 "
450,93," 56,929 "
450,94," 22,883 "
450,98," 16,164 "
451,80," 21,394 "
451,93," 60,936 "
451,94," 32,617 "
451,98," 24,975 "
452,80," 22,690 "
452,93," 60,356 "
452,94," 23,387 "
452,98," 22,394 "
454,80," 10,829 "
454,93," 27,358 "
454,94," 14,674 "
454,98," 12,107 "
456,80," 14,911 "
456,93," 76,853 "
456,94," 32,191 "
456,98," 24,579 "
457,80," 18,123 "
457,93," 58,898 "
457,94," 28,353 "
457,98," 17,857 "
458,80," 10,407 "
458,93," 36,211 "
458,94," 24,556 "
458,98," 24,072 "
459,80," 13,872 "
459,93," 47,404 "
459,94," 24,905 "
459,98," 21,057 "
461,80," 15,258 "
461,93," 51,237 "
461,94," 21,489 "
461,98," 30,554 "
462,80," 18,424 "
462,93," 41,175 "
462,94," 3,804 "
462,98," 27,163 "
463,80," 17,584 "
463,93," 38,580 "
463,94," 24,914 "
463,98," 17,591 "
464,80," 24,227 "
464,93," 56,502 "
464,94," 34,859 "
464,98," 19,223 "
465,80," 8,113 "
465,93," 24,153 "
465,94," 14,693 "
465,98," 14,526 "
466,80," 12,050 "
466,93," 37,295 "
466,94," 19,106 "
466,98," 6,056 "
467,80," 14,037 "
467,93," 69,693 "
467,94," 40,340 "
467,98," 20,378 "
468,80," 14,935 "
468,93," 55,752 "
468,94," 26,942 "
468,98," 18,315 "
469,80," 24,430 "
469,93," 75,138 "
469,94," 23,040 "
469,98," 13,891 "
470,80," 15,728 "
470,93," 56,885 "
470,94," 29,524 "
470,98," 25,973 "
471,80," 16,376 "
471,93," 91,287 "
471,94," 49,594 "
471,98," 20,377 "
472,80," 20,571 "
472,93," 77,986 "
472,94," 30,274 "
472,98," 25,216 "
475,80," 20,079 "
475,93," 43,929 "
475,94," 24,472 "
475,98," 34,783 "
476,80," 11,316 "
476,93," 26,998 "
476,94," 17,331 "
476,98," 14,990 "
477,80," 12,170 "
477,93," 36,407 "
477,94," 17,972 "
477,98," 15,256 "
479,80," 8,867 "
479,93," 73,934 "
479,94," 20,198 "
479,98," 20,583 "
481,80," 17,222 "
481,93," 51,748 "
481,94," 24,475 "
481,98," 22,612 "
483,80," 13,107 "
483,93," 47,355 "
483,94," 18,960 "
483,98," 21,865 "
484,80," 15,628 "
484,93," 51,144 "
484,94," 27,643 "
484,98," 20,402 "
485,80," 10,211 "
485,93," 41,340 "
485,94," 24,902 "
485,98," 13,181 "
486,80," 9,678 "
486,93," 32,276 "
486,94," 17,448 "
486,98," 16,792 "
488,80," 9,257 "
488,93," 34,279 "
488,94," 16,317 "
488,98," 6,473 "
489,80," 11,720 "
489,93," 73,670 "
489,94," 36,859 "
489,98," 23,214 "
490,80," 11,174 "
490,93," 36,230 "
490,94," 22,191 "
490,98," 20,488 "
491,80," 8,574 "
491,93," 52,413 "
491,94," 23,833 "
491,98," 20,463 "
492,80," 23,669 "
492,93," 44,179 "
492,94," 25,998 "
492,98," 19,882 "
493,80," 17,034 "
493,93," 39,388 "
493,94," 16,786 "
493,98," 16,663 "
494,80," 18,297 "
494,93," 56,148 "
494,94," 28,303 "
494,98," 18,091 "
495,80," 19,671 "
495,93," 48,732 "
495,94," 19,762 "
495,98," 20,898 "
497,80," 9,250 "
497,93," 40,152 "
497,94," 21,278 "
497,98," 20,604 "
498,80," 12,762 "
498,93," 65,900 "
498,94," 28,564 "
498,98," 12,751 "
499,80," 9,621 "
499,93," 71,677 "
499,94," 27,618 "
499,98," 19,237 "
500,80," 13,919 "
500,93," 68,376 "
500,94," 29,538 "
500,98," 26,962 "
501,80," 21,918 "
501,93," 83,800 "
501,94," 40,600 "
501,98," 20,863 "
502,80," 5,565 "
502,93," 58,126 "
502,94," 14,652 "
502,98," 12,921 "
504,80," 14,515 "
504,93," 63,186 "
504,94," 27,730 "
504,98," 23,707 "
505,80," 10,295 "
505,93," 45,937 "
505,94," 19,731 "
505,98," 20,734 "
506,80," 6,285 "
506,93," 30,873 "
506,94," 11,145 "
506,98," 8,733 "
507,80," 14,808 "
507,93," 32,889 "
507,94," 16,332 "
507,98," 16,218 "
508,80," 15,251 "
508,93," 49,147 "
508,94," 21,806 "
508,98," 23,181 "
510,80," 12,755 "
510,93," 44,844 "
510,94," 20,974 "
510,98," 18,133 "
511,80," 20,841 "
511,93," 76,351 "
511,94," 32,780 "
511,98," 22,536 "
512,80," 4,859 "
512,93," 69,549 "
512,94," 44,717 "
512,98," 28,225 "
513,80," 11,113 "
513,93," 41,700 "
513,94," 27,549 "
513,98," 15,650 "
514,80," 19,496 "
514,93," 50,344 "
514,94," 25,347 "
514,98," 19,620 "
515,80," 11,199 "
515,93," 51,281 "
515,94," 23,373 "
515,98," 19,588 "
516,80," 13,345 "
516,93," 44,312 "
516,94," 19,953 "
516,98," 28,753 "
517,80," 7,819 "
517,93," 37,605 "
517,94," 32,170 "
517,98," 18,127 "
518,80," 11,438 "
518,93," 57,702 "
518,94," 26,650 "
518,98," 21,628 "
519,80," 7,413 "
519,93," 26,024 "
519,94," 20,213 "
519,98," 14,001 "
520,80," 7,306 "
520,93," 34,087 "
520,94," 16,971 "
520,98," 20,953 "
521,80," 10,589 "
521,93," 41,082 "
521,94," 12,596 "
521,98," 15,298 "
522,80," 9,231 "
522,93," 36,413 "
522,94," 15,580 "
522,98," 18,368 "
523,80," 13,758 "
523,93," 52,805 "
523,94," 24,842 "
523,98," 18,983 "
524,80," 16,680 "
524,93," 34,872 "
524,94," 20,331 "
524,98," 16,942 "
525,80," 9,791 "
525,93," 25,873 "
525,94," (4,943)"
525,98," 8,873 "
526,80," 9,048 "
526,93," 49,696 "
526,94," 28,658 "
526,98," 14,820 "
527,80," 14,753 "
527,93," 38,301 "
527,94," 19,549 "
527,98," 7,879 "
528,80," 17,522 "
528,93," 60,611 "
528,94," 30,663 "
528,98," 18,690 "
529,80," 16,105 "
529,93," 62,621 "
529,94," 29,575 "
529,98," 24,531 "
530,80," 55,368 "
530,93," 96,468 "
530,94," 36,422 "
530,98," 28,905 "
531,80," 16,472 "
531,93," 52,460 "
531,94," 36,100 "
531,98," 18,863 "
532,80," 15,660 "
532,93," 55,818 "
532,94," 33,013 "
532,98," 19,293 "
533,80," 9,562 "
533,93," 55,987 "
533,94," 23,237 "
533,98," 15,309 "
535,80," 17,828 "
535,93," 43,935 "
535,94," 24,441 "
535,98," 25,154 "
536,80," 30,838 "
536,93," 59,230 "
536,94," 29,502 "
536,98," 19,442 "
537,80," 17,554 "
537,93," 61,334 "
537,94," 23,654 "
537,98," 34,141 "
538,80," 22,882 "
538,93," 55,420 "
538,94," 51,872 "
538,98," 23,067 "
539,80," 16,131 "
539,93," 64,138 "
539,94," 36,126 "
539,98," 18,341 "
540,80," 10,036 "
540,93," 61,348 "
540,94," 28,855 "
540,98," 15,718 "
541,80," 17,918 "
541,93," 55,277 "
541,94," 31,913 "
541,98," 23,394 "
542,80," 8,745 "
542,93," 68,713 "
542,94," 30,629 "
542,98," 17,858 "
543,80," 17,936 "
543,93," 62,561 "
543,94," 52,761 "
543,98," 20,844 "
544,80," 20,003 "
544,93," 56,468 "
544,94," 25,262 "
544,98," 21,622 "
546,80," 24,601 "
546,93," 54,526 "
546,94," 10,905 "
546,98," 25,346 "
547,80," 14,063 "
547,93," 54,682 "
547,94," 20,812 "
547,98," 24,820 "
548,80," 22,161 "
548,93," 117,965 "
548,94," 82,445 "
548,98," 30,563 "
549,80," 14,511 "
549,93," 71,483 "
549,94," 48,893 "
549,98," 29,976 "
550,80," 10,230 "
550,93," 26,361 "
550,94," 16,429 "
550,98," 13,761 "
551,80," 21,266 "
551,93," 52,973 "
551,94," 24,334 "
551,98," 19,974 "
553,80," 10,541 "
553,93," 49,120 "
553,94," 22,554 "
553,98," 17,270 "
555,80," 12,627 "
555,93," 42,497 "
555,94," 21,547 "
555,98," 17,998 "
556,80," 11,994 "
556,93," 88,762 "
556,94," 32,691 "
556,98," 19,667 "
557,80," 7,341 "
557,93," 47,825 "
557,94," 29,413 "
557,98," 20,062 "
558,80," 9,527 "
558,93," 37,608 "
558,94," 18,348 "
558,98," 20,377 "
559,80," 28,955 "
559,93," 46,076 "
559,94," 16,653 "
559,98," 22,756 "
560,80," 12,702 "
560,93," 51,894 "
560,94," 25,532 "
560,98," 24,974 "
561,80," 5,765 "
561,93," 37,120 "
561,94," 22,044 "
561,98," 11,303 "
562,80," 10,876 "
562,93," 27,955 "
562,94," 19,137 "
562,98," 16,815 "
563,80," 16,098 "
563,93," 44,637 "
563,94," 22,383 "
563,98," 19,212 "
564,80," 12,742 "
564,93," 67,911 "
564,94," 20,723 "
564,98," 18,948 "
565,80," 15,284 "
565,93," 56,066 "
565,94," 21,224 "
565,98," 18,250 "
566,80," 9,817 "
566,93," 38,303 "
566,94," 16,842 "
566,98," 16,548 "
568,80," 14,400 "
568,93," 31,493 "
568,94," 14,238 "
568,98," 11,523 "
569,80," 10,728 "
569,93," 37,678 "
569,94," 18,912 "
569,98," 15,777 "
571,80," 15,732 "
571,93," 31,195 "
571,94," 15,799 "
571,98," 20,051 "
572,80," 43,928 "
572,93," 62,256 "
572,94," 29,972 "
572,98," 18,150 "
573,80," 14,998 "
573,93," 54,145 "
573,94," 32,974 "
573,98," 16,341 "
574,80," 23,484 "
574,93," 39,768 "
574,94," 16,397 "
574,98," 24,318 "
575,80," 12,723 "
575,93," 44,807 "
575,94," 45,599 "
575,98," 21,119 "
576,80," 22,135 "
576,93," 155,790 "
576,94," 51,065 "
576,98," 31,228 "
577,80," 14,182 "
577,93," 61,956 "
577,94," 43,254 "
577,98," 19,867 "
578,80," 10,203 "
578,93," 46,071 "
578,94," 21,391 "
578,98," 23,722 "
579,80," 16,522 "
579,93," 48,808 "
579,94," 19,996 "
579,98," 18,547 "
580,80," 11,007 "
580,93," 44,026 "
580,94," 24,368 "
580,98," 17,016 "
581,80," 9,198 "
581,93," 66,665 "
581,94," 33,331 "
581,98," 19,652 "
582,80," 23,741 "
582,93," 61,716 "
582,94," 33,367 "
582,98," 19,171 "
583,80," 14,080 "
583,93," 35,507 "
583,94," 19,173 "
583,98," 19,052 "
584,80," 25,037 "
584,93," 47,661 "
584,94," 24,464 "
584,98," 18,638 "
585,80," 19,324 "
585,93," 56,992 "
585,94," 38,883 "
585,98," 19,205 "
586,80," 32,760 "
586,93," 64,444 "
586,94," 34,514 "
586,98," 22,319 "
587,80," 9,999 "
587,93," 41,919 "
587,94," 21,466 "
587,98," 19,896 "
588,80," 12,280 "
588,93," 51,890 "
588,94," 33,833 "
588,98," 18,452 "
589,80," 14,170 "
589,93," 45,325 "
589,94," 24,024 "
589,98," 21,087 "
590,80," 18,732 "
590,93," 76,370 "
590,94," 38,533 "
590,98," 18,930 "
591,80," 13,604 "
591,93," 31,213 "
591,94," 19,543 "
591,98," 16,511 "
592,80," 6,907 "
592,93," 47,317 "
592,94," 13,155 "
592,98," 19,346 "
593,80," 17,483 "
593,93," 47,952 "
593,94," 27,333 "
593,98," 19,940 "
594,80," 10,173 "
594,93," 61,631 "
594,94," 41,839 "
594,98," 17,158 "
595,80," 21,339 "
595,93," 42,480 "
595,94," 29,558 "
595,98," 30,372 "
598,80," 14,102 "
598,93," 37,356 "
598,94," 31,243 "
598,98," 24,796 "
599,80," 7,701 "
599,93," 51,270 "
599,94," 28,780 "
599,98," 14,695 "
600,80," 7,940 "
600,93," 33,064 "
600,94," 17,904 "
600,98," 17,429 "
601,80," 11,983 "
601,93," 49,991 "
601,94," 27,947 "
601,98," 19,583 "
602,80," 9,352 "
602,93," 58,137 "
602,94," 19,366 "
602,98," 15,820 "
603,80," 19,698 "
603,93," 46,069 "
603,94," 16,282 "
603,98," 25,555 "
604,80," 15,598 "
604,93," 44,515 "
604,94," 25,788 "
604,98," 27,726 "
605,80," 7,768 "
605,93," 52,165 "
605,94," 25,210 "
605,98," 14,631 "
608,80," 20,741 "
608,93," 78,478 "
608,94," 55,266 "
608,98," 25,327 "
609,80," 13,420 "
609,93," 44,791 "
609,94," 20,082 "
609,98," 21,724 "
610,80," 20,689 "
610,93," 39,068 "
610,94," 24,892 "
610,98," 22,100 "
611,80," 14,125 "
611,93," 64,277 "
611,94," 32,367 "
611,98," 22,002 "
612,80," 16,367 "
612,93," 35,115 "
612,94," 22,772 "
612,98," 19,063 "
613,80," 18,090 "
613,93," 51,936 "
613,94," 38,233 "
613,98," 20,655 "
614,80," 14,311 "
614,93," 64,252 "
614,94," 30,529 "
614,98," 15,500 "
615,80," 17,883 "
615,93," 64,820 "
615,94," 40,513 "
615,98," 15,177 "
616,80," 23,696 "
616,93," 57,975 "
616,94," 28,222 "
616,98," 19,456 "
618,80," 19,585 "
618,93," 54,762 "
618,94," 34,203 "
618,98," 23,043 "
619,80," 10,718 "
619,93," 39,922 "
619,94," 20,252 "
619,98," 17,492 "
620,80," 14,759 "
620,93," 41,157 "
620,94," 19,137 "
620,98," 19,392 "
621,80," 15,336 "
621,93," 45,199 "
621,94," 19,479 "
621,98," 16,226 "
622,80," 14,005 "
622,93," 60,499 "
622,94," 26,095 "
622,98," 21,992 "
623,80," 17,312 "
623,93," 64,074 "
623,94," 33,631 "
623,98," 25,213 "
624,80," 12,070 "
624,93," 47,710 "
624,94," 14,280 "
624,98," 14,067 "
625,80," 21,110 "
625,93," 55,621 "
625,94," 35,547 "
625,98," 18,062 "
627,80," 15,442 "
627,93," 42,215 "
627,94," 20,481 "
627,98," 18,398 "
628,80," 11,051 "
628,93," 75,769 "
628,94," 33,074 "
628,98," 13,523 "
629,80," 16,163 "
629,93," 37,417 "
629,94," 15,242 "
629,98," 10,642 "
630,80," 21,854 "
630,93," 44,397 "
630,94," 28,754 "
630,98," 19,508 "
631,80," 7,034 "
631,93," 59,267 "
631,94," 33,778 "
631,98," 16,911 "
632,80," 17,088 "
632,93," 46,707 "
632,94," 38,441 "
632,98," 19,314 "
633,80," 15,930 "
633,93," 35,449 "
633,94," 14,306 "
633,98," 18,219 "
634,80," 11,201 "
634,93," 52,285 "
634,94," 29,194 "
634,98," 16,896 "
635,80," 18,044 "
635,93," 68,353 "
635,94," 30,842 "
635,98," 18,567 "
636,80," 7,458 "
636,93," 32,644 "
636,94," 17,456 "
636,98," 20,561 "
637,80," 10,688 "
637,93," 38,232 "
637,94," 22,626 "
637,98," 18,415 "
638,80," 15,423 "
638,93," 55,768 "
638,94," 21,681 "
638,98," 18,052 "
639,80," 19,583 "
639,93," 73,799 "
639,94," 59,072 "
639,98," 19,546 "
640,80," 16,629 "
640,93," 56,155 "
640,94," 34,108 "
640,98," 15,574 "
641,80," 16,460 "
641,93," 62,558 "
641,94," 34,437 "
641,98," 19,694 "
642,80," 20,079 "
642,93," 46,163 "
642,94," 27,620 "
642,98," 12,598 "
643,80," 29,951 "
643,93," 49,246 "
643,94," 28,311 "
643,98," 19,393 "
644,80," 16,066 "
644,93," 46,506 "
644,94," 19,196 "
644,98," 15,410 "
645,80," 16,224 "
645,93," 45,626 "
645,94," 24,044 "
645,98," 25,902 "
646,80," 5,928 "
646,93," 33,845 "
646,94," 13,263 "
646,98," 13,889 "
647,80," 11,286 "
647,93," 26,815 "
647,94," 16,588 "
647,98," 11,943 "
648,80," 10,278 "
648,93," 59,461 "
648,94," 31,252 "
648,98," 24,340 "
649,80," 21,959 "
649,93," 61,559 "
649,94," 35,758 "
649,98," 19,120 "
651,80," 10,184 "
651,93," 61,964 "
651,94," 25,077 "
651,98," 23,011 "
652,80," 11,901 "
652,93," 42,941 "
652,94," 20,890 "
652,98," 27,329 "
653,80," 11,822 "
653,93," 37,828 "
653,94," 14,070 "
653,98," 16,369 "
655,80," 8,150 "
655,93," 41,858 "
655,94," 15,663 "
655,98," 17,975 "
656,80," 13,223 "
656,93," 45,965 "
656,94," 17,459 "
656,98," 19,533 "
657,80," 13,841 "
657,93," 66,492 "
657,94," 33,204 "
657,98," 21,519 "
658,80," 26,015 "
658,93," 46,797 "
658,94," (72,053)"
658,98," 19,685 "
659,80," 9,741 "
659,93," 51,849 "
659,94, 547 
659,98," 15,271 "
660,80," 21,741 "
660,93," 54,380 "
660,94," 23,607 "
660,98," 23,708 "
661,80," 19,545 "
661,93," 68,853 "
661,94," 16,232 "
661,98," 22,982 "
662,80," 10,694 "
662,93," 40,203 "
662,94," 19,563 "
662,98," 16,785 "
663,80," 14,304 "
663,93," 37,556 "
663,94," 14,485 "
663,98," 21,815 "
664,80," 14,083 "
664,93," 45,797 "
664,94," 20,639 "
664,98," 25,301 "
665,80," 13,215 "
665,93," 20,633 "
665,94," 17,303 "
665,98," 20,454 "
666,80," 14,724 "
666,93," 50,101 "
666,94," 20,876 "
666,98," 19,009 "
667,80," 15,939 "
667,93," 42,447 "
667,94," 19,813 "
667,98," 14,640 "
668,80," 11,334 "
668,93," 38,983 "
668,94," 25,125 "
668,98," 19,851 "
669,80," 18,203 "
669,93," 50,148 "
669,94," 24,054 "
669,98," 20,221 "
670,80," 14,482 "
670,93," 66,596 "
670,94," 26,095 "
670,98," 25,770 "
671,80," 11,984 "
671,93," 49,112 "
671,94," 30,310 "
671,98," 23,366 "
672,80," 15,735 "
672,93," 52,879 "
672,94," 22,940 "
672,98," 19,117 "
673,80," 13,809 "
673,93," 55,879 "
