Market ,Avg. ,Stores ,Avg Returns volume ,Volume bucket ,Avg Return Units Per day ,Avg DotCom Return Units Per Day ,Average MP Return Units  ,Avg MP Return Units Per Day,Avg NPS ,Avg Wait Time 
56,Mkt Avg,,35406,,466,49,1025,13,53,7.23
56,,2086,31460,High,414,43,831,11,7,11.43
56,,2463,36047,High,474,55,997,13,54,7.01
56,,2883,42390,High,558,57,1384,18,55,6.25
56,,2926,23318,Medium,307,31,758,10,79,5.86
56,,3777,42796,High,563,57,1213,16,53,6.5
56,,5866,35117,High,462,44,1020,13,59,6.39
56,,6300,51549,High,678,85,1768,23,49,6.9
56,,7178,20574,Medium,271,21,229,3,73,7.53
58,Mkt Avg,,2178,,29,6,61,1,39,7.48
58,,2979,2137,Medium,28,6,63,1,25,9.37
58,,2981,1927,Medium,25,7,106,1,40,5.13
58,,3043,2443,High,32,7,79,1,0,2
58,,3135,2074,Medium,27,2,32,0,-33,7.8
58,,3341,2598,High,34,6,19,0,50,10
58,,3392,2144,Medium,28,6,7,0,50,5.5
58,,3419,1590,Low,21,2,22,0,100,0
58,,3594,2381,High,31,6,115,2,43,4.69
58,,3653,1666,Low,22,7,123,2,67,4
58,,5613,2061,Medium,27,3,0,0,100,16
58,,5614,3212,High,42,17,219,3,67,3.63
58,,5624,2519,High,33,11,63,1,100,11.75
58,,6578,1673,Low,22,5,25,0,75,4.33
58,,7251,2281,Medium,30,6,21,0,0,14
58,,7347,1963,Medium,26,4,18,0,-100,14
59,Mkt Avg,,32412,,426,30,708,9,56,7.58
59,,297,32628,High,429,31,727,10,50,6.26
59,,744,42625,High,561,49,1007,13,65,8.12
59,,849,32396,High,426,34,877,12,55,8.72
59,,1103,36271,High,477,29,811,11,43,9.98
59,,1279,26826,High,353,16,416,5,62,7.5
59,,1837,31755,High,418,29,663,9,48,8.23
59,,4298,28892,High,380,28,593,8,47,7.24
59,,6579,27902,High,367,24,570,8,74,4.58
60,Mkt Avg,,25429,,335,21,520,7,57,7.1
60,,194,35477,High,467,23,423,6,47,7.1
60,,522,18247,Medium,240,16,362,5,67,5.89
60,,1137,22489,Medium,296,13,381,5,36,8.89
60,,1186,15279,Low,201,12,274,4,55,8.4
60,,2439,20930,Medium,275,21,560,7,76,6
60,,3298,26021,High,342,24,591,8,50,6.04
60,,3500,31793,High,418,23,678,9,59,6.84
60,,5116,33194,High,437,35,890,12,70,7.64
61,Mkt Avg,,23329,,307,18,445,6,64,7.64
61,,462,28625,High,377,27,538,7,63,6.09
61,,482,6191,Low,81,3,82,1,89,4.95
61,,504,21154,Medium,278,15,328,4,42,13.74
61,,527,16211,Low,213,9,285,4,55,4.66
61,,529,29517,High,388,22,616,8,58,7.87
61,,808,30680,High,404,25,637,8,58,8.06
61,,1405,17419,Low,229,9,268,4,69,7.73
61,,5388,36835,High,485,38,803,11,78,8.05
62,Mkt Avg,,35242,,464,39,945,12,59,8.79
62,,546,33533,High,441,36,951,13,50,10.17
62,,872,27869,High,367,25,616,8,49,7.2
62,,915,33488,High,441,29,758,10,63,10.67
62,,2505,39625,High,521,45,1114,15,52,10.13
62,,2993,43333,High,570,58,1423,19,59,9.23
62,,3510,29380,High,387,34,709,9,75,5.29
62,,3572,45502,High,599,54,1355,18,57,9.62
62,,5449,29206,High,384,30,635,8,68,7.99
63,Mkt Avg,,32587,,429,30,682,9,47,9.94
63,,752,37241,High,490,33,361,5,69,6.93
63,,1062,47482,High,625,59,1324,17,48,8.29
63,,2724,22487,Medium,296,13,419,6,35,15.15
63,,3425,29685,High,391,21,551,7,41,9.64
63,,4526,21435,Medium,282,15,423,6,39,10.46
63,,5612,30434,High,400,19,501,7,47,11.67
63,,5959,39343,High,518,51,1192,16,48,7.43
64,Mkt Avg,,31759,,418,33,783,10,47,10.11
64,,772,32585,High,429,26,733,10,63,10.13
64,,2066,27642,High,364,20,517,7,46,6.73
64,,2718,27387,High,360,25,770,10,33,10.82
64,,3296,33863,High,446,34,732,10,25,8.83
64,,3302,22725,Medium,299,19,394,5,58,9.4
64,,3584,35690,High,470,41,1054,14,50,12.12
64,,3827,42424,High,558,63,1283,17,54,12.71
65,Mkt Avg,,32809,,432,36,777,10,59,7.26
65,,344,14477,Low,190,6,162,2,57,3.38
65,,768,45518,High,599,44,1182,16,54,11.2
65,,1040,42903,High,565,44,1058,14,52,7.39
65,,1409,27564,High,363,33,810,11,43,10.61
65,,3226,42606,High,561,52,1190,16,57,7.1
65,,3640,28054,High,369,31,275,4,72,9.14
65,,4111,42017,High,553,61,1240,16,53,5.89
65,,4512,40765,High,536,44,919,12,56,6.16
65,,5246,11379,Low,150,5,156,2,90,4.46
66,Mkt Avg,,19500,,257,17,406,5,67,6.54
66,,283,6695,Low,88,6,131,2,100,0.75
66,,331,21898,Medium,288,21,559,7,68,5.84
66,,383,13859,Low,182,11,287,4,74,6.48
66,,384,19225,Medium,253,20,425,6,67,6.3
66,,408,36366,High,479,24,609,8,63,6.1
66,,449,14631,Low,193,12,246,3,57,11.15
66,,457,18006,Medium,237,15,358,5,59,8.45
66,,469,15708,Low,207,17,300,4,79,5.82
66,,521,13206,Low,174,13,256,3,68,5.43
66,,651,30968,High,407,29,769,10,57,7.67
66,,777,18699,Medium,246,16,328,4,44,6.17
66,,1204,24737,Medium,325,25,602,8,69,8.38
67,Mkt Avg,,34751,,457,39,828,11,59,8.28
67,,703,29605,High,390,34,755,10,57,6.31
67,,2257,22394,Medium,295,21,301,4,54,10.98
67,,3297,35343,High,465,40,851,11,49,7.14
67,,4416,25088,Medium,330,20,494,7,70,7.71
67,,4538,31811,High,419,27,694,9,65,10.56
67,,5045,46642,High,614,54,1196,16,68,7.95
67,,5091,52374,High,689,76,1507,20,50,7.33
68,Mkt Avg,,35546,,468,44,845,11,59,7.13
68,,351,28117,High,370,34,651,9,57,6.14
68,,400,43152,High,568,51,965,13,77,8.78
68,,602,27011,High,355,27,545,7,51,6.59
68,,3213,45228,High,595,62,1219,16,58,8.62
68,,3390,39530,High,520,53,1059,14,58,6.1
68,,3585,34253,High,451,53,800,11,49,8.02
68,,3591,28468,High,375,30,606,8,69,5.74
68,,5287,38610,High,508,44,917,12,57,7.06
70,Mkt Avg,,14963,,197,13,252,3,50,7.44
70,,600,10184,Low,134,7,175,2,17,8.37
70,,755,28299,High,372,35,617,8,57,5.18
70,,793,14114,Low,186,17,273,4,38,11.02
70,,812,9178,Low,121,8,133,2,82,10.18
70,,822,18306,Medium,241,10,197,3,56,7.19
70,,900,5608,Low,74,4,69,1,58,4.05
70,,1516,11443,Low,151,9,148,2,64,6.88
70,,3383,20693,Medium,272,15,342,5,40,8.21
70,,3384,8049,Low,106,5,113,1,27,7.04
70,,5216,23754,Medium,313,19,453,6,58,6.24
71,Mkt Avg,,18093,,238,17,351,5,57,7.21
71,,549,20057,Medium,264,17,342,5,47,9.85
71,,821,10490,Low,138,6,98,1,52,6.12
71,,861,22002,Medium,290,22,448,6,69,6.13
71,,927,15998,Low,210,10,231,3,64,4.6
71,,945,22345,Medium,294,22,450,6,25,11.44
71,,1051,10089,Low,133,6,177,2,53,9.59
71,,2653,8172,Low,108,6,214,3,86,4
71,,3826,18937,Medium,249,12,259,3,53,6.69
71,,4299,28162,High,371,34,590,8,60,6.02
71,,6898,24671,Medium,325,37,704,9,63,7.63
73,Mkt Avg,,14777,,194,14,296,4,59,8.4
73,,513,14759,Low,194,15,218,3,70,4.14
73,,537,24633,Medium,324,26,700,9,54,10.73
73,,608,29935,High,394,40,696,9,60,9.97
73,,626,5168,Low,68,3,96,1,71,6.25
73,,897,8110,Low,107,3,106,1,20,4.8
73,,898,5264,Low,69,2,52,1,80,15
73,,2891,16255,Low,214,13,316,4,60,8
73,,3645,14093,Low,185,8,187,2,55,8.27
74,Mkt Avg,,13760,,181,12,257,3,69,6.56
74,,438,4038,Low,53,3,80,1,62,7.38
74,,535,32305,High,425,40,775,10,52,5.3
74,,536,20962,Medium,276,21,341,4,59,6.74
74,,601,25899,Medium,341,23,485,6,89,7.83
74,,1078,3063,Low,40,2,43,1,75,5.4
74,,1249,13981,Low,184,6,200,3,60,7.07
74,,1257,4429,Low,58,3,68,1,60,3.29
74,,1272,9287,Low,122,7,167,2,69,5.71
74,,3381,7492,Low,99,5,121,2,77,7.59
74,,7281,16141,Low,212,15,285,4,84,9.25
76,Mkt Avg,,18111,,238,16,368,5,71,7.52
76,,211,13675,Low,180,11,166,2,88,4.79
76,,248,13246,Low,174,9,222,3,74,6.89
76,,320,4513,Low,59,2,63,1,100,10.43
76,,561,7181,Low,94,5,130,2,83,4.61
76,,610,20361,Medium,268,17,387,5,76,9.57
76,,746,26693,High,351,30,658,9,48,4.67
76,,939,26955,High,355,22,582,8,59,7.71
76,,1254,23445,Medium,308,17,449,6,81,12.7
76,,5389,20247,Medium,266,21,451,6,57,8.73
76,,6929,23836,Medium,314,21,511,7,59,6.57
76,,7156,19065,Medium,251,24,433,6,56,6.04
77,Mkt Avg,,20260,,267,13,314,4,59,7.98
77,,290,10618,Low,140,7,138,2,50,4.77
77,,465,20634,Medium,272,16,391,5,63,5.62
77,,478,5000,Low,66,2,61,1,80,5.7
77,,757,18262,Medium,240,10,144,2,50,7.36
77,,901,25670,Medium,338,19,560,7,60,7.31
77,,1313,29205,High,384,18,393,5,82,8.94
77,,3112,19143,Medium,252,13,315,4,26,11.57
77,,3279,22553,Medium,297,13,304,4,64,8.76
77,,4103,10741,Low,141,7,119,2,56,9.03
77,,5144,23840,Medium,314,15,408,5,48,11.37
77,,5245,37196,High,489,25,617,8,67,7.32
78,Mkt Avg,,23592,,310,17,383,5,60,7.17
78,,440,16174,Low,213,9,178,2,59,5.85
78,,442,19474,Medium,256,11,310,4,50,5.08
78,,458,15100,Low,199,8,207,3,57,8.6
78,,464,29958,High,394,22,482,6,73,9.88
78,,470,24009,Medium,316,14,409,5,76,5.19
78,,490,19527,Medium,257,18,380,5,57,6.26
78,,791,21551,Medium,284,12,283,4,48,7.62
78,,1494,35724,High,470,26,536,7,50,8.06
78,,5460,17871,Medium,235,13,243,3,59,8.94
78,,5898,36527,High,481,38,801,11,76,6.19
80,Mkt Avg,,32861,,432,26,606,8,71,6.46
80,,395,38242,High,503,36,803,11,81,10.57
80,,397,33500,High,441,29,710,9,74,4.56
80,,429,31269,High,411,19,505,7,89,5.22
80,,452,43415,High,571,36,838,11,57,6.8
80,,1958,24279,Medium,319,23,551,7,69,8.33
80,,3320,35535,High,468,24,587,8,44,7.94
80,,3567,21523,Medium,283,16,321,4,76,3.79
80,,3886,45465,High,598,41,954,13,59,6.26
80,,4508,22373,Medium,294,15,338,4,76,5.05
80,,5165,33490,High,441,21,530,7,80,6.09
80,,5809,32378,High,426,24,530,7,76,6.47
81,Mkt Avg,,20964,,276,19,485,6,58,6.86
81,,381,20843,Medium,274,21,488,6,61,4.99
81,,407,31975,High,421,28,623,8,59,6.65
81,,476,10315,Low,136,7,187,2,71,4.44
81,,781,22645,Medium,298,16,487,6,62,6.31
81,,813,18017,Medium,237,15,399,5,72,7.09
81,,917,5927,Low,78,2,100,1,36,5.58
81,,1073,9883,Low,130,10,161,2,67,6.37
81,,1232,21445,Medium,282,21,444,6,50,9.89
81,,1303,38874,High,511,44,1321,17,49,7.76
81,,3319,28475,High,375,26,643,8,80,4.24
81,,6286,22201,Medium,292,19,480,6,32,12.18
82,Mkt Avg,,31467,,414,39,936,12,56,8.08
82,,1129,34912,High,459,54,1355,18,54,8.58
82,,1253,25250,Medium,332,20,488,6,39,6.7
82,,2133,41753,High,549,59,1378,18,55,8.44
82,,2991,35432,High,466,46,1185,16,61,9.32
82,,4130,32601,High,429,30,707,9,65,9.61
82,,4163,39142,High,515,65,1486,20,53,7.66
82,,4219,25492,Medium,335,23,518,7,77,3.96
82,,4554,18862,Medium,248,26,734,10,44,11.05
82,,5317,29756,High,392,25,573,8,58,7.39
83,Mkt Avg,,22584,,297,22,547,7,55,7.61
83,,77,18154,Medium,239,13,295,4,54,6.47
83,,280,8933,Low,118,5,134,2,56,8.18
83,,475,34576,High,455,35,933,12,52,8.95
83,,1185,20779,Medium,273,16,370,5,53,10.76
83,,3169,17181,Low,226,13,321,4,17,8.63
83,,3170,13782,Low,181,10,229,3,78,3.7
83,,3569,28466,High,375,24,722,10,60,6.68
83,,5479,27207,High,358,35,961,13,60,8.7
83,,5480,34179,High,450,43,961,13,68,6.45
84,Mkt Avg,,12664,,167,8,203,3,46,10.13
84,,330,26776,High,352,22,535,7,60,9.62
84,,385,6200,Low,82,3,99,1,44,11.58
84,,437,15805,Low,208,9,214,3,38,8.06
84,,463,15683,Low,206,9,230,3,60,4.75
84,,503,5892,Low,78,3,86,1,78,7.5
84,,524,8083,Low,106,4,64,1,-33,24.33
84,,1067,6384,Low,84,3,115,2,78,4.64
84,,1098,12339,Low,162,8,226,3,43,12.68
84,,4194,16812,Low,221,11,262,3,45,8
85,Mkt Avg,,15733,,207,14,325,4,68,5.62
85,,293,6010,Low,79,3,101,1,100,3.8
85,,321,20568,Medium,271,18,453,6,74,5.73
85,,322,33211,High,437,33,810,11,79,5.8
85,,446,5018,Low,66,3,77,1,70,4.36
85,,473,6720,Low,88,3,103,1,67,5
85,,567,5553,Low,73,3,102,1,100,3.5
85,,846,12949,Low,170,10,231,3,57,8.75
85,,951,6316,Low,83,3,105,1,60,4.67
85,,1042,24370,Medium,321,18,508,7,52,7.57
85,,1150,34744,High,457,40,802,11,53,6.5
85,,4183,17603,Low,232,15,280,4,41,6.18
86,Mkt Avg,,29578,,389,22,561,7,60,7.71
86,,999,25539,Medium,336,16,394,5,48,5.39
86,,1235,17807,Medium,234,13,353,5,73,7.22
86,,2239,37395,High,492,26,648,9,49,7.35
86,,2599,42141,High,554,36,1007,13,61,6.66
86,,3058,25593,Medium,337,15,393,5,75,7.97
86,,3106,28515,High,375,20,527,7,67,9.52
86,,3888,44561,High,586,47,1054,14,48,8.05
86,,4102,15058,Low,198,12,208,3,50,9.45
86,,5145,29593,High,389,16,464,6,71,7.79
87,Mkt Avg,,26178,,344,23,513,7,63,7.63
87,,292,12518,Low,165,7,227,3,64,8.35
87,,404,25752,Medium,339,23,485,6,42,8.72
87,,765,28845,High,380,26,567,7,71,6.49
87,,865,44380,High,584,52,995,13,61,7.51
87,,1347,20011,Medium,263,18,406,5,61,10.05
87,,1803,21649,Medium,285,18,367,5,57,10.8
87,,2404,29037,High,382,21,493,6,75,6.97
87,,2769,18960,Medium,249,12,306,4,71,7.68
87,,3391,31455,High,414,30,654,9,72,6.38
87,,4055,29182,High,384,27,610,8,69,5.15
87,,4115,26168,High,344,23,535,7,50,5.81
88,Mkt Avg,,22608,,297,17,374,5,68,6.56
88,,443,12151,Low,160,6,99,1,55,4.06
88,,447,29263,High,385,22,446,6,59,6.59
88,,461,32349,High,426,25,604,8,67,9.04
88,,554,25920,Medium,341,18,481,6,69,7.47
88,,782,19681,Medium,259,9,249,3,69,3.79
88,,1046,5620,Low,74,2,67,1,67,5.75
88,,3518,31931,High,420,28,519,7,69,10.36
88,,3623,19884,Medium,262,14,312,4,92,5.4
88,,5713,26673,High,351,32,591,8,66,6.58
89,Mkt Avg,,37928,,499,38,968,13,59,6.71
89,,110,39920,High,525,62,1092,14,47,5.48
89,,705,36895,High,485,36,1194,16,60,6.61
89,,800,28948,High,381,23,792,10,53,6.93
89,,942,44133,High,581,51,1103,15,60,5.81
89,,959,16007,Low,211,14,337,4,46,7.14
89,,2695,51587,High,679,55,1428,19,73,6.53
89,,2843,37277,High,490,29,846,11,66,5.79
89,,4262,40787,High,537,29,1004,13,58,8.72
89,,5299,45795,High,603,48,919,12,71,7.4
90,Mkt Avg,,35388,,466,33,752,10,48,9.63
90,,817,35151,High,463,27,659,9,52,7.87
90,,908,31186,High,410,28,971,13,24,13.34
90,,1086,38170,High,502,46,1197,16,76,9.96
90,,1220,29865,High,393,24,644,8,29,13.03
90,,2881,43529,High,573,44,1165,15,59,7.01
90,,4332,33180,High,437,34,4,0,25,8.07
90,,4365,37997,High,500,53,1166,15,43,11.23
90,,5214,33723,High,444,25,373,5,39,11.56
90,,5250,37354,High,492,33,936,12,70,7.6
90,,5420,33729,High,444,22,405,5,64,6.63
91,Mkt Avg,,30488,,401,32,782,10,58,9.18
91,,890,50274,High,661,59,1530,20,70,6.46
91,,943,41549,High,547,41,1025,13,57,8.74
91,,955,35366,High,465,33,804,11,47,9.54
91,,1084,22533,Medium,296,18,540,7,70,8.26
91,,1374,29237,High,385,31,922,12,61,7.48
91,,3782,35510,High,467,36,804,11,55,8.1
91,,4588,20458,Medium,269,15,133,2,35,18.22
91,,5871,9910,Low,130,8,164,2,56,8.56
91,,5894,29555,High,389,46,1119,15,72,7.23
92,Mkt Avg,,30974,,408,28,765,10,57,7.86
92,,174,25220,Medium,332,19,545,7,73,5.65
92,,649,29995,High,395,29,788,10,71,8.99
92,,771,27475,High,362,23,609,8,60,7.44
92,,931,33514,High,441,31,937,12,53,7.89
92,,956,24249,Medium,319,24,523,7,55,7.53
92,,973,27266,High,359,19,476,6,48,11.14
92,,974,37742,High,497,36,1083,14,53,9.03
92,,1068,26442,High,348,19,687,9,52,6.24
92,,1702,28378,High,373,24,712,9,45,7.83
92,,3538,48146,High,634,61,1202,16,54,8.09
92,,5455,32281,High,425,28,848,11,63,6.67
93,Mkt Avg,,27274,,359,24,672,9,55,7.33
93,,538,24954,Medium,328,22,621,8,49,8.71
93,,551,24113,Medium,317,20,574,8,72,6
93,,697,42197,High,555,37,1071,14,55,6.33
93,,960,23722,Medium,312,20,587,8,61,6.4
93,,1081,38197,High,503,42,1015,13,60,6.99
93,,1283,17704,Medium,233,12,373,5,64,5.97
93,,1297,20904,Medium,275,18,506,7,57,5.8
93,,1847,31998,High,421,25,759,10,54,7.41
93,,3877,14003,Low,184,9,247,3,33,10.65
93,,4368,25118,Medium,330,23,628,8,42,8.67
93,,5326,37110,High,488,31,1009,13,60,7.73
94,Mkt Avg,,32744,,431,32,841,11,64,6.89
94,,563,39100,High,514,37,1080,14,64,5.86
94,,579,34428,High,453,33,1057,14,61,8.2
94,,582,35343,High,465,38,877,12,53,7.76
94,,613,38621,High,508,40,1005,13,75,6.82
94,,857,27153,High,357,24,21,0,58,8.04
94,,860,28669,High,377,26,704,9,64,5.39
94,,1079,27393,High,360,23,738,10,68,6.12
94,,1182,40440,High,532,40,1192,16,54,7.99
94,,1391,22301,Medium,293,17,500,7,63,7.23
94,,3207,41291,High,543,47,1476,19,61,7.38
94,,3310,25450,Medium,335,24,604,8,83,5.01
96,Mkt Avg,,3083,,41,7,97,1,38,9.34
96,,2499,4411,High,58,13,97,1,100,11.86
96,,3162,3315,High,44,10,298,4,33,8.13
96,,4142,3322,High,44,4,96,1,100,32
96,,4160,1766,Medium,23,0,1,0,0,0
96,,4197,2990,High,39,5,72,1,0,8.63
96,,4211,2147,Medium,28,1,3,0,100,3
96,,4425,2601,High,34,3,2,0,-100,0
96,,5106,3982,High,52,14,78,1,20,5.67
96,,5132,3702,High,49,12,184,2,100,4.5
96,,5179,3215,High,42,5,140,2,80,3.8
96,,5365,2767,High,36,7,139,2,-14,6.71
96,,5366,2458,High,32,3,88,1,100,15
96,,6894,3406,High,45,8,57,1,-20,22.14
97,Mkt Avg,,17895,,235,15,394,5,58,7.48
97,,488,8517,Low,112,5,154,2,57,4.24
97,,858,9880,Low,130,8,177,2,45,3.82
97,,1077,19887,Medium,262,16,430,6,26,10.82
97,,1223,28191,High,371,30,669,9,58,6.81
97,,1375,19523,Medium,257,16,537,7,64,5.03
97,,1408,19544,Medium,257,13,207,3,81,10.13
97,,3307,18527,Medium,244,17,411,5,66,10.44
97,,4427,16137,Low,212,14,470,6,65,8.21
97,,4520,30706,High,404,33,740,10,50,9.36
97,,5172,11891,Low,156,8,234,3,65,6.88
97,,5422,14047,Low,185,11,303,4,66,6.51
98,Mkt Avg,,30265,,398,34,782,10,62,6.94
98,,928,58734,High,773,85,1961,26,58,6.36
98,,977,13293,Low,175,9,275,4,84,6.48
98,,1082,35741,High,470,43,962,13,58,7.18
98,,1172,36542,High,481,44,918,12,49,7.73
98,,1173,26378,High,347,23,528,7,62,9.94
98,,1444,25370,Medium,334,24,550,7,58,7.23
98,,3309,18416,Medium,242,18,349,5,69,5.35
98,,3702,29034,High,382,27,753,10,60,7.62
98,,4444,32597,High,429,38,828,11,71,5.04
98,,5037,23297,Medium,307,26,620,8,60,5.79
98,,5054,33516,High,441,35,860,11,55,7.63
101,Mkt Avg,,24774,,326,24,606,8,67,7.04
101,,767,26090,High,343,23,697,9,53,7.25
101,,1083,26340,High,347,24,621,8,53,8.41
101,,1090,17823,Medium,235,14,380,5,65,5.98
101,,1205,17022,Low,224,16,408,5,81,8.81
101,,1219,18912,Medium,249,14,485,6,52,10.29
101,,1225,26995,High,355,23,607,8,66,7.32
101,,2626,16799,Low,221,12,436,6,79,5.45
101,,2920,34026,High,448,48,868,11,73,4.35
101,,3308,34593,High,455,40,852,11,85,4.87
101,,6978,29139,High,383,30,710,9,59,7.69
102,Mkt Avg,,3224,,42,8,166,2,57,5.47
102,,2392,4390,High,58,12,273,4,57,7.76
102,,3066,2241,Medium,29,3,96,1,71,2.5
102,,4354,3781,High,50,9,287,4,75,3.13
102,,5321,2943,High,39,6,116,2,63,5.33
102,,5451,4422,High,58,15,304,4,74,4.29
102,,5453,4279,High,56,11,403,5,33,7
102,,5622,3053,High,40,8,155,2,55,13.3
102,,5826,1864,Medium,25,3,64,1,100,5
102,,6937,2754,High,36,3,69,1,0,3.5
102,,6941,2541,High,33,7,137,2,100,7.31
102,,6968,4785,High,63,13,99,1,67,8
102,,7221,2662,High,35,5,84,1,100,3.13
102,,7298,2982,High,39,8,161,2,100,3.33
102,,7307,2441,High,32,4,74,1,-100,3
103,Mkt Avg,,4165,,55,11,203,3,55,8.65
103,,2907,2013,Medium,26,1,1,0,0,0
103,,2930,5272,High,69,12,241,3,89,8.29
103,,3183,3084,High,41,6,12,0,20,13
103,,3935,2491,High,33,3,41,1,0,14.75
103,,4140,4286,High,56,20,284,4,70,7.94
103,,4498,3337,High,44,5,8,0,50,9
103,,4563,5367,High,71,15,278,4,70,7.85
103,,4595,4918,High,65,13,301,4,50,10
103,,4617,5916,High,78,12,475,6,71,5.83
103,,4826,5511,High,73,14,405,5,80,4.1
103,,5615,3497,High,46,17,326,4,88,21.38
103,,5719,4162,High,55,14,2,0,43,3.8
103,,5945,4286,High,56,9,261,3,83,6.57
104,Mkt Avg,,33377,,439,32,915,12,66,6.61
104,,967,33973,High,447,32,914,12,59,8.94
104,,988,49689,High,654,62,1495,20,65,5.84
104,,994,53169,High,700,59,1494,20,56,7.4
104,,1029,19459,Medium,256,17,516,7,90,5.83
104,,1085,34579,High,455,26,812,11,62,7.32
104,,1104,33658,High,443,28,816,11,64,5.93
104,,1213,41244,High,543,41,1236,16,56,5.84
104,,3415,18119,Medium,238,17,531,7,66,6.67
104,,3526,23572,Medium,310,20,652,9,74,5.74
104,,5266,33375,High,439,30,783,10,58,7.5
104,,5772,26311,High,346,24,815,11,74,5.64
105,Mkt Avg,,29882,,393,27,759,10,61,7.85
105,,819,41757,High,549,43,1503,20,66,7.16
105,,987,28712,High,378,27,907,12,66,5.48
105,,1119,18020,Medium,237,12,295,4,59,8.06
105,,1957,27262,High,359,24,605,8,54,7.96
105,,3417,30562,High,402,22,691,9,55,8.85
105,,4063,22153,Medium,291,16,546,7,73,5.51
105,,5034,30825,High,406,31,683,9,63,10.19
105,,5055,23360,Medium,307,18,427,6,44,11.88
105,,5347,32740,High,431,31,785,10,63,6.95
105,,5391,43425,High,571,47,1149,15,67,6.47
107,Mkt Avg,,35419,,466,33,867,11,63,7.76
107,,814,19582,Medium,258,14,396,5,68,9.27
107,,929,44943,High,591,38,1176,15,66,8.16
107,,1087,43687,High,575,49,1118,15,58,6.77
107,,1436,20694,Medium,272,18,511,7,63,7.04
107,,1541,51633,High,679,60,1538,20,58,8.13
107,,2176,39878,High,525,40,947,12,54,7.18
107,,3348,32848,High,432,30,782,10,62,8.01
107,,3527,45341,High,597,42,1106,15,66,6.17
107,,4260,40664,High,535,36,1018,13,60,7.59
107,,4446,22922,Medium,302,16,444,6,58,9.33
107,,5301,27418,High,361,19,504,7,74,7.67
108,Mkt Avg,,31970,,421,30,758,10,51,10.04
108,,1387,40525,High,533,39,966,13,44,8.73
108,,1398,22248,Medium,293,21,689,9,33,13.27
108,,1517,23371,Medium,308,23,697,9,44,12.71
108,,1589,34169,High,450,29,934,12,45,10.65
108,,1916,40639,High,535,33,985,13,59,9.71
108,,2789,47547,High,626,42,1103,15,62,9.04
108,,2962,29981,High,394,24,26,0,47,9.33
108,,2963,42964,High,565,52,1046,14,63,11.24
108,,3858,37113,High,488,44,1139,15,59,8.72
108,,5882,20287,Medium,267,15,438,6,51,9.88
108,,5911,12829,Low,169,9,316,4,54,7.13
109,Mkt Avg,,38529,,507,36,876,12,55,8.99
109,,1349,37042,High,487,30,520,7,68,7.52
109,,1845,39867,High,525,44,992,13,54,8.05
109,,1851,37395,High,492,27,720,9,57,8.09
109,,2151,44788,High,589,49,1285,17,60,7.84
109,,2591,52370,High,689,54,1007,13,71,9.77
109,,2946,29792,High,392,29,715,9,16,10.43
109,,2987,43638,High,574,46,1144,15,66,7.73
109,,3625,24792,Medium,326,16,463,6,38,12.56
109,,5325,31002,High,408,20,700,9,55,8.88
109,,5932,44606,High,587,49,1218,16,67,9.06
110,Mkt Avg,,38687,,509,47,1132,15,62,10.13
110,,1680,52475,High,690,61,1740,23,58,9.07
110,,2091,56817,High,748,76,1642,22,67,10.07
110,,2727,32878,High,433,26,664,9,67,10.73
110,,2814,45384,High,597,44,1104,15,75,9.24
110,,4161,28440,High,374,35,782,10,69,11.93
110,,5671,25930,Medium,341,30,622,8,47,9.66
110,,5854,41675,High,548,62,1589,21,59,9.66
110,,5912,23850,Medium,314,28,777,10,57,10.6
110,,6397,40733,High,536,56,1268,17,60,10.2
111,Mkt Avg,,30023,,395,28,801,11,52,8.69
111,,1390,34629,High,456,31,933,12,51,9.31
111,,1513,24966,Medium,329,25,728,10,73,7.1
111,,1536,38365,High,505,41,1182,16,48,9.34
111,,1712,32414,High,427,26,861,11,52,6.77
111,,2081,31910,High,420,37,739,10,50,9.37
111,,2796,42323,High,557,46,1209,16,68,6
111,,3372,21205,Medium,279,17,593,8,59,9.21
111,,4690,16678,Low,219,14,438,6,22,11.25
111,,5218,27716,High,365,19,524,7,40,9.89
112,Mkt Avg,,28079,,369,29,693,9,54,8.07
112,,1482,17853,Medium,235,12,340,4,52,10.11
112,,1501,29159,High,384,35,777,10,33,6.63
112,,1960,30408,High,400,35,825,11,45,10.63
112,,2627,22935,Medium,302,20,561,7,47,5.72
112,,2740,45439,High,598,59,1331,18,62,7.8
112,,3197,21229,Medium,279,16,391,5,36,9.78
112,,3418,48454,High,638,62,1306,17,63,8.07
112,,4681,24153,Medium,318,27,591,8,73,5.93
112,,5036,33886,High,446,34,805,11,70,6.63
112,,5220,17666,Medium,232,13,370,5,47,7.81
112,,5964,17688,Medium,233,12,324,4,63,9.61
114,Mkt Avg,,30744,,405,28,738,10,52,8.6
114,,547,27642,High,364,24,547,7,44,11.06
114,,706,39717,High,523,32,927,12,53,7.27
114,,713,8852,Low,116,7,210,3,58,3.94
114,,718,29742,High,391,28,776,10,59,10.25
114,,725,39967,High,526,39,1063,14,67,9.48
114,,779,34094,High,449,32,833,11,54,6.51
114,,925,17524,Medium,231,13,368,5,27,9.09
114,,1245,39331,High,518,36,1005,13,43,10.19
114,,2387,40615,High,534,45,942,12,53,10.14
114,,3463,29959,High,394,28,711,9,63,8.1
115,Mkt Avg,,31594,,416,28,771,10,65,6.97
