TO_STORE_NBR,ITEM1_DESC,ITEM_NBR
514,"STRAW BALE 20"" AA",668570651
864,"STRAW BALE 20"" AA",668570651
1032,"STRAW BALE 20"" AA",668570651
919,"STRAW BALE 20"" AA",668570651
836,"STRAW BALE 20"" AA",668570651
734,"STRAW BALE 20"" AA",668570651
740,"STRAW BALE 20"" AA",668570651
616,"STRAW BALE 20"" AA",668570651
1995,"STRAW BALE 20"" AA",668570651
2147,"STRAW BALE 20"" AA",668570651
1901,"STRAW BALE 20"" AA",668570651
1438,"STRAW BALE 20"" AA",668570651
2781,"STRAW BALE 20"" AA",668570651
1699,"STRAW BALE 20"" AA",668570651
2780,"STRAW BALE 20"" AA",668570651
1878,"STRAW BALE 20"" AA",668570651
2511,"STRAW BALE 20"" AA",668570651
2508,"STRAW BALE 20"" AA",668570651
1572,"STRAW BALE 20"" AA",668570651
1872,"STRAW BALE 20"" AA",668570651
1461,"STRAW BALE 20"" AA",668570651
1686,"STRAW BALE 20"" AA",668570651
2307,"STRAW BALE 20"" AA",668570651
1768,"STRAW BALE 20"" AA",668570651
2402,"STRAW BALE 20"" AA",668570651
1708,"STRAW BALE 20"" AA",668570651
1439,"STRAW BALE 20"" AA",668570651
1902,"STRAW BALE 20"" AA",668570651
1440,"STRAW BALE 20"" AA",668570651
2575,"STRAW BALE 20"" AA",668570651
2322,"STRAW BALE 20"" AA",668570651
2587,"STRAW BALE 20"" AA",668570651
848,"STRAW BALE 20"" AA",668570651
348,"STRAW BALE 20"" AA",668570651
1468,"STRAW BALE 20"" AA",668570651
1074,"STRAW BALE 20"" AA",668570651
336,"STRAW BALE 20"" AA",668570651
1248,"STRAW BALE 20"" AA",668570651
2846,"STRAW BALE 20"" AA",668570651
468,"STRAW BALE 20"" AA",668570651
3230,"STRAW BALE 20"" AA",668570651
1530,"STRAW BALE 20"" AA",668570651
707,"STRAW BALE 20"" AA",668570651
530,"STRAW BALE 20"" AA",668570651
950,"STRAW BALE 20"" AA",668570651
699,"STRAW BALE 20"" AA",668570651
2123,"STRAW BALE 20"" AA",668570651
261,"STRAW BALE 20"" AA",668570651
182,"STRAW BALE 20"" AA",668570651
1105,"STRAW BALE 20"" AA",668570651
2280,"STRAW BALE 20"" AA",668570651
2546,"STRAW BALE 20"" AA",668570651
2985,"STRAW BALE 20"" AA",668570651
2536,"STRAW BALE 20"" AA",668570651
2948,"STRAW BALE 20"" AA",668570651
4317,"STRAW BALE 20"" AA",668570651
2557,"STRAW BALE 20"" AA",668570651
5134,"STRAW BALE 20"" AA",668570651
2621,"STRAW BALE 20"" AA",668570651
3523,"STRAW BALE 20"" AA",668570651
3248,"STRAW BALE 20"" AA",668570651
3650,"STRAW BALE 20"" AA",668570651
2297,"STRAW BALE 20"" AA",668570651
5162,"STRAW BALE 20"" AA",668570651
2523,"STRAW BALE 20"" AA",668570651
4238,"STRAW BALE 20"" AA",668570651
2609,"STRAW BALE 20"" AA",668570651
4171,"STRAW BALE 20"" AA",668570651
2556,"STRAW BALE 20"" AA",668570651
3352,"STRAW BALE 20"" AA",668570651
1972,"STRAW BALE 20"" AA",668570651
2002,"STRAW BALE 20"" AA",668570651
1624,"STRAW BALE 20"" AA",668570651
1877,"STRAW BALE 20"" AA",668570651
2032,"STRAW BALE 20"" AA",668570651
1983,"STRAW BALE 20"" AA",668570651
2099,"STRAW BALE 20"" AA",668570651
1574,"STRAW BALE 20"" AA",668570651
1583,"STRAW BALE 20"" AA",668570651
1554,"STRAW BALE 20"" AA",668570651
2039,"STRAW BALE 20"" AA",668570651
1789,"STRAW BALE 20"" AA",668570651
2030,"STRAW BALE 20"" AA",668570651
2117,"STRAW BALE 20"" AA",668570651
2251,"STRAW BALE 20"" AA",668570651
1963,"STRAW BALE 20"" AA",668570651
2082,"STRAW BALE 20"" AA",668570651
2277,"STRAW BALE 20"" AA",668570651
2001,"STRAW BALE 20"" AA",668570651
1563,"STRAW BALE 20"" AA",668570651
1989,"STRAW BALE 20"" AA",668570651
2025,"STRAW BALE 20"" AA",668570651
2206,"STRAW BALE 20"" AA",668570651
1815,"STRAW BALE 20"" AA",668570651
1645,"STRAW BALE 20"" AA",668570651
1694,"STRAW BALE 20"" AA",668570651
2548,"STRAW BALE 20"" AA",668570651
2065,"STRAW BALE 20"" AA",668570651
1302,"STRAW BALE 20"" AA",668570651
1319,"STRAW BALE 20"" AA",668570651
2496,"STRAW BALE 20"" AA",668570651
1259,"STRAW BALE 20"" AA",668570651
2753,"STRAW BALE 20"" AA",668570651
1663,"STRAW BALE 20"" AA",668570651
1318,"STRAW BALE 20"" AA",668570651
1320,"STRAW BALE 20"" AA",668570651
1743,"STRAW BALE 20"" AA",668570651
1194,"STRAW BALE 20"" AA",668570651
1290,"STRAW BALE 20"" AA",668570651
1466,"STRAW BALE 20"" AA",668570651
1505,"STRAW BALE 20"" AA",668570651
2761,"STRAW BALE 20"" AA",668570651
2089,"STRAW BALE 20"" AA",668570651
2932,"STRAW BALE 20"" AA",668570651
1763,"STRAW BALE 20"" AA",668570651
2310,"STRAW BALE 20"" AA",668570651
2749,"STRAW BALE 20"" AA",668570651
1247,"STRAW BALE 20"" AA",668570651
2440,"STRAW BALE 20"" AA",668570651
1317,"STRAW BALE 20"" AA",668570651
1217,"STRAW BALE 20"" AA",668570651
1233,"STRAW BALE 20"" AA",668570651
70,"STRAW BALE 20"" AA",668570651
58,"STRAW BALE 20"" AA",668570651
155,"STRAW BALE 20"" AA",668570651
5,"STRAW BALE 20"" AA",668570651
175,"STRAW BALE 20"" AA",668570651
85,"STRAW BALE 20"" AA",668570651
24,"STRAW BALE 20"" AA",668570651
93,"STRAW BALE 20"" AA",668570651
36,"STRAW BALE 20"" AA",668570651
171,"STRAW BALE 20"" AA",668570651
119,"STRAW BALE 20"" AA",668570651
45,"STRAW BALE 20"" AA",668570651
83,"STRAW BALE 20"" AA",668570651
7,"STRAW BALE 20"" AA",668570651
52,"STRAW BALE 20"" AA",668570651
11,"STRAW BALE 20"" AA",668570651
94,"STRAW BALE 20"" AA",668570651
128,"STRAW BALE 20"" AA",668570651
157,"STRAW BALE 20"" AA",668570651
2439,"STRAW BALE 20"" AA",668570651
2505,"STRAW BALE 20"" AA",668570651
1042,"STRAW BALE 20"" AA",668570651
846,"STRAW BALE 20"" AA",668570651
1837,"STRAW BALE 20"" AA",668570651
2993,"STRAW BALE 20"" AA",668570651
2724,"STRAW BALE 20"" AA",668570651
872,"STRAW BALE 20"" AA",668570651
752,"STRAW BALE 20"" AA",668570651
1409,"STRAW BALE 20"" AA",668570651
1405,"STRAW BALE 20"" AA",668570651
849,"STRAW BALE 20"" AA",668570651
1040,"STRAW BALE 20"" AA",668570651
3213,"STRAW BALE 20"" AA",668570651
1494,"STRAW BALE 20"" AA",668570651
1098,"STRAW BALE 20"" AA",668570651
915,"STRAW BALE 20"" AA",668570651
1150,"STRAW BALE 20"" AA",668570651
1186,"STRAW BALE 20"" AA",668570651
1062,"STRAW BALE 20"" AA",668570651
808,"STRAW BALE 20"" AA",668570651
2257,"STRAW BALE 20"" AA",668570651
1103,"STRAW BALE 20"" AA",668570651
2012,"STRAW BALE 20"" AA",668570651
1698,"STRAW BALE 20"" AA",668570651
1868,"STRAW BALE 20"" AA",668570651
1762,"STRAW BALE 20"" AA",668570651
1749,"STRAW BALE 20"" AA",668570651
1753,"STRAW BALE 20"" AA",668570651
1785,"STRAW BALE 20"" AA",668570651
1873,"STRAW BALE 20"" AA",668570651
1796,"STRAW BALE 20"" AA",668570651
1856,"STRAW BALE 20"" AA",668570651
1970,"STRAW BALE 20"" AA",668570651
1964,"STRAW BALE 20"" AA",668570651
1924,"STRAW BALE 20"" AA",668570651
2021,"STRAW BALE 20"" AA",668570651
1918,"STRAW BALE 20"" AA",668570651
2103,"STRAW BALE 20"" AA",668570651
1932,"STRAW BALE 20"" AA",668570651
3228,"STRAW BALE 20"" AA",668570651
3223,"STRAW BALE 20"" AA",668570651
4404,"STRAW BALE 20"" AA",668570651
2663,"STRAW BALE 20"" AA",668570651
2541,"STRAW BALE 20"" AA",668570651
2611,"STRAW BALE 20"" AA",668570651
2588,"STRAW BALE 20"" AA",668570651
4501,"STRAW BALE 20"" AA",668570651
2597,"STRAW BALE 20"" AA",668570651
3281,"STRAW BALE 20"" AA",668570651
2574,"STRAW BALE 20"" AA",668570651
3250,"STRAW BALE 20"" AA",668570651
3293,"STRAW BALE 20"" AA",668570651
2603,"STRAW BALE 20"" AA",668570651
3738,"STRAW BALE 20"" AA",668570651
3514,"STRAW BALE 20"" AA",668570651
3838,"STRAW BALE 20"" AA",668570651
3722,"STRAW BALE 20"" AA",668570651
3608,"STRAW BALE 20"" AA",668570651
2910,"STRAW BALE 20"" AA",668570651
2888,"STRAW BALE 20"" AA",668570651
3582,"STRAW BALE 20"" AA",668570651
3824,"STRAW BALE 20"" AA",668570651
3778,"STRAW BALE 20"" AA",668570651
3227,"STRAW BALE 20"" AA",668570651
1896,"STRAW BALE 20"" AA",668570651
1956,"STRAW BALE 20"" AA",668570651
1689,"STRAW BALE 20"" AA",668570651
2892,"STRAW BALE 20"" AA",668570651
3533,"STRAW BALE 20"" AA",668570651
4335,"STRAW BALE 20"" AA",668570651
3018,"STRAW BALE 20"" AA",668570651
2223,"STRAW BALE 20"" AA",668570651
2729,"STRAW BALE 20"" AA",668570651
2751,"STRAW BALE 20"" AA",668570651
3313,"STRAW BALE 20"" AA",668570651
3867,"STRAW BALE 20"" AA",668570651
3382,"STRAW BALE 20"" AA",668570651
1659,"STRAW BALE 20"" AA",668570651
2923,"STRAW BALE 20"" AA",668570651
3872,"STRAW BALE 20"" AA",668570651
4288,"STRAW BALE 20"" AA",668570651
2329,"STRAW BALE 20"" AA",668570651
2366,"STRAW BALE 20"" AA",668570651
2222,"STRAW BALE 20"" AA",668570651
2629,"STRAW BALE 20"" AA",668570651
2130,"STRAW BALE 20"" AA",668570651
2180,"STRAW BALE 20"" AA",668570651
2225,"STRAW BALE 20"" AA",668570651
2155,"STRAW BALE 20"" AA",668570651
2330,"STRAW BALE 20"" AA",668570651
2261,"STRAW BALE 20"" AA",668570651
2142,"STRAW BALE 20"" AA",668570651
2184,"STRAW BALE 20"" AA",668570651
2369,"STRAW BALE 20"" AA",668570651
2373,"STRAW BALE 20"" AA",668570651
2399,"STRAW BALE 20"" AA",668570651
2157,"STRAW BALE 20"" AA",668570651
2227,"STRAW BALE 20"" AA",668570651
2283,"STRAW BALE 20"" AA",668570651
5044,"STRAW BALE 20"" AA",668570651
3893,"STRAW BALE 20"" AA",668570651
3837,"STRAW BALE 20"" AA",668570651
3434,"STRAW BALE 20"" AA",668570651
3499,"STRAW BALE 20"" AA",668570651
5199,"STRAW BALE 20"" AA",668570651
3857,"STRAW BALE 20"" AA",668570651
3505,"STRAW BALE 20"" AA",668570651
3891,"STRAW BALE 20"" AA",668570651
3488,"STRAW BALE 20"" AA",668570651
4677,"STRAW BALE 20"" AA",668570651
5090,"STRAW BALE 20"" AA",668570651
2236,"STRAW BALE 20"" AA",668570651
1860,"STRAW BALE 20"" AA",668570651
1844,"STRAW BALE 20"" AA",668570651
1736,"STRAW BALE 20"" AA",668570651
2040,"STRAW BALE 20"" AA",668570651
1807,"STRAW BALE 20"" AA",668570651
2045,"STRAW BALE 20"" AA",668570651
1742,"STRAW BALE 20"" AA",668570651
1890,"STRAW BALE 20"" AA",668570651
1741,"STRAW BALE 20"" AA",668570651
2109,"STRAW BALE 20"" AA",668570651
2023,"STRAW BALE 20"" AA",668570651
1893,"STRAW BALE 20"" AA",668570651
1977,"STRAW BALE 20"" AA",668570651
2068,"STRAW BALE 20"" AA",668570651
1921,"STRAW BALE 20"" AA",668570651
1968,"STRAW BALE 20"" AA",668570651
2108,"STRAW BALE 20"" AA",668570651
1869,"STRAW BALE 20"" AA",668570651
2195,"STRAW BALE 20"" AA",668570651
1777,"STRAW BALE 20"" AA",668570651
2009,"STRAW BALE 20"" AA",668570651
4520,"STRAW BALE 20"" AA",668570651
4368,"STRAW BALE 20"" AA",668570651
4444,"STRAW BALE 20"" AA",668570651
5037,"STRAW BALE 20"" AA",668570651
5054,"STRAW BALE 20"" AA",668570651
680,"STRAW BALE 20"" AA",668570651
599,"STRAW BALE 20"" AA",668570651
515,"STRAW BALE 20"" AA",668570651
1039,"STRAW BALE 20"" AA",668570651
742,"STRAW BALE 20"" AA",668570651
741,"STRAW BALE 20"" AA",668570651
690,"STRAW BALE 20"" AA",668570651
154,"STRAW BALE 20"" AA",668570651
724,"STRAW BALE 20"" AA",668570651
685,"STRAW BALE 20"" AA",668570651
687,"STRAW BALE 20"" AA",668570651
1023,"STRAW BALE 20"" AA",668570651
678,"STRAW BALE 20"" AA",668570651
1179,"STRAW BALE 20"" AA",668570651
578,"STRAW BALE 20"" AA",668570651
1080,"STRAW BALE 20"" AA",668570651
631,"STRAW BALE 20"" AA",668570651
1113,"STRAW BALE 20"" AA",668570651
739,"STRAW BALE 20"" AA",668570651
698,"STRAW BALE 20"" AA",668570651
672,"STRAW BALE 20"" AA",668570651
620,"STRAW BALE 20"" AA",668570651
586,"STRAW BALE 20"" AA",668570651
1348,"STRAW BALE 20"" AA",668570651
1236,"STRAW BALE 20"" AA",668570651
1261,"STRAW BALE 20"" AA",668570651
1312,"STRAW BALE 20"" AA",668570651
1135,"STRAW BALE 20"" AA",668570651
1298,"STRAW BALE 20"" AA",668570651
1268,"STRAW BALE 20"" AA",668570651
625,"STRAW BALE 20"" AA",668570651
1037,"STRAW BALE 20"" AA",668570651
1097,"STRAW BALE 20"" AA",668570651
1155,"STRAW BALE 20"" AA",668570651
628,"STRAW BALE 20"" AA",668570651
1238,"STRAW BALE 20"" AA",668570651
1321,"STRAW BALE 20"" AA",668570651
630,"STRAW BALE 20"" AA",668570651
1146,"STRAW BALE 20"" AA",668570651
1255,"STRAW BALE 20"" AA",668570651
511,"STRAW BALE 20"" AA",668570651
1237,"STRAW BALE 20"" AA",668570651
574,"STRAW BALE 20"" AA",668570651
1300,"STRAW BALE 20"" AA",668570651
1884,"STRAW BALE 20"" AA",668570651
2024,"STRAW BALE 20"" AA",668570651
2371,"STRAW BALE 20"" AA",668570651
2284,"STRAW BALE 20"" AA",668570651
2169,"STRAW BALE 20"" AA",668570651
2365,"STRAW BALE 20"" AA",668570651
1959,"STRAW BALE 20"" AA",668570651
1810,"STRAW BALE 20"" AA",668570651
2208,"STRAW BALE 20"" AA",668570651
2446,"STRAW BALE 20"" AA",668570651
2480,"STRAW BALE 20"" AA",668570651
2286,"STRAW BALE 20"" AA",668570651
1835,"STRAW BALE 20"" AA",668570651
1794,"STRAW BALE 20"" AA",668570651
2497,"STRAW BALE 20"" AA",668570651
2104,"STRAW BALE 20"" AA",668570651
2064,"STRAW BALE 20"" AA",668570651
2163,"STRAW BALE 20"" AA",668570651
2090,"STRAW BALE 20"" AA",668570651
2368,"STRAW BALE 20"" AA",668570651
2252,"STRAW BALE 20"" AA",668570651
2255,"STRAW BALE 20"" AA",668570651
1351,"STRAW BALE 20"" AA",668570651
1301,"STRAW BALE 20"" AA",668570651
1344,"STRAW BALE 20"" AA",668570651
1714,"STRAW BALE 20"" AA",668570651
1522,"STRAW BALE 20"" AA",668570651
1544,"STRAW BALE 20"" AA",668570651
1292,"STRAW BALE 20"" AA",668570651
1703,"STRAW BALE 20"" AA",668570651
1825,"STRAW BALE 20"" AA",668570651
1350,"STRAW BALE 20"" AA",668570651
1726,"STRAW BALE 20"" AA",668570651
1904,"STRAW BALE 20"" AA",668570651
1399,"STRAW BALE 20"" AA",668570651
1674,"STRAW BALE 20"" AA",668570651
1875,"STRAW BALE 20"" AA",668570651
1499,"STRAW BALE 20"" AA",668570651
1335,"STRAW BALE 20"" AA",668570651
1652,"STRAW BALE 20"" AA",668570651
1406,"STRAW BALE 20"" AA",668570651
1780,"STRAW BALE 20"" AA",668570651
1309,"STRAW BALE 20"" AA",668570651
1537,"STRAW BALE 20"" AA",668570651
1985,"STRAW BALE 20"" AA",668570651
1897,"STRAW BALE 20"" AA",668570651
1955,"STRAW BALE 20"" AA",668570651
1596,"STRAW BALE 20"" AA",668570651
1556,"STRAW BALE 20"" AA",668570651
1814,"STRAW BALE 20"" AA",668570651
1734,"STRAW BALE 20"" AA",668570651
1576,"STRAW BALE 20"" AA",668570651
1933,"STRAW BALE 20"" AA",668570651
1938,"STRAW BALE 20"" AA",668570651
1740,"STRAW BALE 20"" AA",668570651
1735,"STRAW BALE 20"" AA",668570651
1892,"STRAW BALE 20"" AA",668570651
1690,"STRAW BALE 20"" AA",668570651
1779,"STRAW BALE 20"" AA",668570651
1547,"STRAW BALE 20"" AA",668570651
1898,"STRAW BALE 20"" AA",668570651
1548,"STRAW BALE 20"" AA",668570651
5034,"STRAW BALE 20"" AA",668570651
4260,"STRAW BALE 20"" AA",668570651
5055,"STRAW BALE 20"" AA",668570651
559,"STRAW BALE 20"" AA",668570651
135,"STRAW BALE 20"" AA",668570651
1332,"STRAW BALE 20"" AA",668570651
913,"STRAW BALE 20"" AA",668570651
1005,"STRAW BALE 20"" AA",668570651
892,"STRAW BALE 20"" AA",668570651
200,"STRAW BALE 20"" AA",668570651
797,"STRAW BALE 20"" AA",668570651
197,"STRAW BALE 20"" AA",668570651
1431,"STRAW BALE 20"" AA",668570651
776,"STRAW BALE 20"" AA",668570651
645,"STRAW BALE 20"" AA",668570651
748,"STRAW BALE 20"" AA",668570651
749,"STRAW BALE 20"" AA",668570651
1435,"STRAW BALE 20"" AA",668570651
784,"STRAW BALE 20"" AA",668570651
1361,"STRAW BALE 20"" AA",668570651
810,"STRAW BALE 20"" AA",668570651
189,"STRAW BALE 20"" AA",668570651
775,"STRAW BALE 20"" AA",668570651
609,"STRAW BALE 20"" AA",668570651
1241,"STRAW BALE 20"" AA",668570651
2054,"STRAW BALE 20"" AA",668570651
2044,"STRAW BALE 20"" AA",668570651
1775,"STRAW BALE 20"" AA",668570651
1760,"STRAW BALE 20"" AA",668570651
2243,"STRAW BALE 20"" AA",668570651
1793,"STRAW BALE 20"" AA",668570651
2537,"STRAW BALE 20"" AA",668570651
2031,"STRAW BALE 20"" AA",668570651
2538,"STRAW BALE 20"" AA",668570651
2075,"STRAW BALE 20"" AA",668570651
2069,"STRAW BALE 20"" AA",668570651
1903,"STRAW BALE 20"" AA",668570651
1608,"STRAW BALE 20"" AA",668570651
1920,"STRAW BALE 20"" AA",668570651
2161,"STRAW BALE 20"" AA",668570651
1834,"STRAW BALE 20"" AA",668570651
1988,"STRAW BALE 20"" AA",668570651
5313,"STRAW BALE 20"" AA",668570651
5150,"STRAW BALE 20"" AA",668570651
5234,"STRAW BALE 20"" AA",668570651
5235,"STRAW BALE 20"" AA",668570651
5270,"STRAW BALE 20"" AA",668570651
5099,"STRAW BALE 20"" AA",668570651
5233,"STRAW BALE 20"" AA",668570651
5167,"STRAW BALE 20"" AA",668570651
3503,"STRAW BALE 20"" AA",668570651
1662,"STRAW BALE 20"" AA",668570651
2704,"STRAW BALE 20"" AA",668570651
1385,"STRAW BALE 20"" AA",668570651
4224,"STRAW BALE 20"" AA",668570651
1281,"STRAW BALE 20"" AA",668570651
3733,"STRAW BALE 20"" AA",668570651
2134,"STRAW BALE 20"" AA",668570651
2472,"STRAW BALE 20"" AA",668570651
2214,"STRAW BALE 20"" AA",668570651
1322,"STRAW BALE 20"" AA",668570651
1382,"STRAW BALE 20"" AA",668570651
2806,"STRAW BALE 20"" AA",668570651
1339,"STRAW BALE 20"" AA",668570651
3626,"STRAW BALE 20"" AA",668570651
1842,"STRAW BALE 20"" AA",668570651
2687,"STRAW BALE 20"" AA",668570651
1287,"STRAW BALE 20"" AA",668570651
3700,"STRAW BALE 20"" AA",668570651
1849,"STRAW BALE 20"" AA",668570651
3371,"STRAW BALE 20"" AA",668570651
2793,"STRAW BALE 20"" AA",668570651
4237,"STRAW BALE 20"" AA",668570651
910,"STRAW BALE 20"" AA",668570651
1394,"STRAW BALE 20"" AA",668570651
847,"STRAW BALE 20"" AA",668570651
1176,"STRAW BALE 20"" AA",668570651
1012,"STRAW BALE 20"" AA",668570651
1404,"STRAW BALE 20"" AA",668570651
1377,"STRAW BALE 20"" AA",668570651
1276,"STRAW BALE 20"" AA",668570651
1471,"STRAW BALE 20"" AA",668570651
1413,"STRAW BALE 20"" AA",668570651
958,"STRAW BALE 20"" AA",668570651
1267,"STRAW BALE 20"" AA",668570651
1489,"STRAW BALE 20"" AA",668570651
1202,"STRAW BALE 20"" AA",668570651
965,"STRAW BALE 20"" AA",668570651
1167,"STRAW BALE 20"" AA",668570651
802,"STRAW BALE 20"" AA",668570651
1007,"STRAW BALE 20"" AA",668570651
1449,"STRAW BALE 20"" AA",668570651
1453,"STRAW BALE 20"" AA",668570651
1228,"STRAW BALE 20"" AA",668570651
1804,"STRAW BALE 20"" AA",668570651
2061,"STRAW BALE 20"" AA",668570651
1733,"STRAW BALE 20"" AA",668570651
1928,"STRAW BALE 20"" AA",668570651
1752,"STRAW BALE 20"" AA",668570651
1771,"STRAW BALE 20"" AA",668570651
1592,"STRAW BALE 20"" AA",668570651
1425,"STRAW BALE 20"" AA",668570651
1642,"STRAW BALE 20"" AA",668570651
1542,"STRAW BALE 20"" AA",668570651
1416,"STRAW BALE 20"" AA",668570651
1570,"STRAW BALE 20"" AA",668570651
1987,"STRAW BALE 20"" AA",668570651
1419,"STRAW BALE 20"" AA",668570651
1754,"STRAW BALE 20"" AA",668570651
2102,"STRAW BALE 20"" AA",668570651
1709,"STRAW BALE 20"" AA",668570651
1836,"STRAW BALE 20"" AA",668570651
1423,"STRAW BALE 20"" AA",668570651
1809,"STRAW BALE 20"" AA",668570651
1791,"STRAW BALE 20"" AA",668570651
2010,"STRAW BALE 20"" AA",668570651
1304,"STRAW BALE 20"" AA",668570651
1388,"STRAW BALE 20"" AA",668570651
1790,"STRAW BALE 20"" AA",668570651
1611,"STRAW BALE 20"" AA",668570651
1566,"STRAW BALE 20"" AA",668570651
1378,"STRAW BALE 20"" AA",668570651
1428,"STRAW BALE 20"" AA",668570651
2405,"STRAW BALE 20"" AA",668570651
2300,"STRAW BALE 20"" AA",668570651
2211,"STRAW BALE 20"" AA",668570651
2287,"STRAW BALE 20"" AA",668570651
2049,"STRAW BALE 20"" AA",668570651
2164,"STRAW BALE 20"" AA",668570651
2019,"STRAW BALE 20"" AA",668570651
2318,"STRAW BALE 20"" AA",668570651
2481,"STRAW BALE 20"" AA",668570651
2420,"STRAW BALE 20"" AA",668570651
2506,"STRAW BALE 20"" AA",668570651
2129,"STRAW BALE 20"" AA",668570651
2502,"STRAW BALE 20"" AA",668570651
2193,"STRAW BALE 20"" AA",668570651
2278,"STRAW BALE 20"" AA",668570651
2059,"STRAW BALE 20"" AA",668570651
2159,"STRAW BALE 20"" AA",668570651
2205,"STRAW BALE 20"" AA",668570651
2230,"STRAW BALE 20"" AA",668570651
2281,"STRAW BALE 20"" AA",668570651
2197,"STRAW BALE 20"" AA",668570651
2313,"STRAW BALE 20"" AA",668570651
2359,"STRAW BALE 20"" AA",668570651
3308,"STRAW BALE 20"" AA",668570651
1283,"STRAW BALE 20"" AA",668570651
1225,"STRAW BALE 20"" AA",668570651
3310,"STRAW BALE 20"" AA",668570651
3207,"STRAW BALE 20"" AA",668570651
1847,"STRAW BALE 20"" AA",668570651
3702,"STRAW BALE 20"" AA",668570651
2920,"STRAW BALE 20"" AA",668570651
4262,"STRAW BALE 20"" AA",668570651
2626,"STRAW BALE 20"" AA",668570651
1297,"STRAW BALE 20"" AA",668570651
3307,"STRAW BALE 20"" AA",668570651
2843,"STRAW BALE 20"" AA",668570651
2233,"STRAW BALE 20"" AA",668570651
2027,"STRAW BALE 20"" AA",668570651
2756,"STRAW BALE 20"" AA",668570651
2647,"STRAW BALE 20"" AA",668570651
2564,"STRAW BALE 20"" AA",668570651
2015,"STRAW BALE 20"" AA",668570651
2551,"STRAW BALE 20"" AA",668570651
2136,"STRAW BALE 20"" AA",668570651
2807,"STRAW BALE 20"" AA",668570651
2337,"STRAW BALE 20"" AA",668570651
2038,"STRAW BALE 20"" AA",668570651
2083,"STRAW BALE 20"" AA",668570651
2412,"STRAW BALE 20"" AA",668570651
2566,"STRAW BALE 20"" AA",668570651
2474,"STRAW BALE 20"" AA",668570651
2357,"STRAW BALE 20"" AA",668570651
2312,"STRAW BALE 20"" AA",668570651
2248,"STRAW BALE 20"" AA",668570651
2565,"STRAW BALE 20"" AA",668570651
3243,"STRAW BALE 20"" AA",668570651
2437,"STRAW BALE 20"" AA",668570651
2809,"STRAW BALE 20"" AA",668570651
2894,"STRAW BALE 20"" AA",668570651
1531,"STRAW BALE 20"" AA",668570651
1307,"STRAW BALE 20"" AA",668570651
199,"STRAW BALE 20"" AA",668570651
1125,"STRAW BALE 20"" AA",668570651
891,"STRAW BALE 20"" AA",668570651
1256,"STRAW BALE 20"" AA",668570651
481,"STRAW BALE 20"" AA",668570651
633,"STRAW BALE 20"" AA",668570651
603,"STRAW BALE 20"" AA",668570651
1420,"STRAW BALE 20"" AA",668570651
1329,"STRAW BALE 20"" AA",668570651
1490,"STRAW BALE 20"" AA",668570651
1401,"STRAW BALE 20"" AA",668570651
1028,"STRAW BALE 20"" AA",668570651
