Market Number,Store Number,Total Season Pallet Shipped ,Total Season Pallets Sold ,FY26 Projected Pallet Ships 
22,1488,14,11,13
263,1490,8,6,7
413,1491,5,4,5
376,1492,7,5,5
14,1493,9,7,8
78,1494,2,2,2
223,1495,8,7,8
415,1496,6,4,5
266,1497,8,6,7
298,1498,4,4,4
317,1499,12,11,12
430,1500,6,5,5
301,1502,16,12,12
221,1503,5,4,4
221,1504,5,3,4
258,1505,22,19,21
415,1506,3,2,2
409,1507,11,6,7
382,1508,8,7,7
415,1509,5,3,4
225,1510,9,7,7
553,1511,10,9,9
371,1512,5,3,4
111,1513,4,3,4
340,1514,7,6,7
442,1515,5,3,3
70,1516,7,5,6
108,1517,3,2,2
482,1518,6,5,5
218,1519,13,11,12
430,1520,9,7,8
225,1521,4,2,2
320,1522,14,9,10
287,1523,6,5,5
290,1524,9,8,9
287,1525,9,7,7
426,1526,4,3,3
301,1527,13,10,11
415,1528,8,6,7
233,1529,8,6,6
136,1530,9,7,8
270,1531,5,3,4
369,1532,7,6,7
369,1533,12,9,10
427,1534,8,6,6
430,1535,5,4,4
111,1536,9,6,7
430,1538,5,4,4
213,1539,13,10,11
201,1540,7,5,5
107,1541,14,9,9
196,1542,8,8,9
430,1543,8,6,6
320,1544,13,12,12
412,1545,6,4,5
426,1546,0,0,0
246,1547,8,6,7
262,1548,6,4,5
368,1549,17,13,15
435,1551,4,2,3
308,1552,8,7,8
264,1553,4,3,3
452,1554,11,8,9
463,1555,32,26,29
266,1556,6,4,4
482,1557,9,7,7
298,1558,13,11,12
394,1559,0,0,0
396,1560,7,6,6
145,1561,8,7,8
424,1562,1,1,1
448,1563,13,11,13
218,1564,15,12,13
427,1565,14,11,11
247,1566,6,5,5
427,1567,10,8,9
229,1568,11,9,10
259,1569,14,11,13
248,1570,7,6,6
435,1571,5,3,4
582,1572,17,15,16
405,1573,12,10,11
447,1574,13,10,12
457,1575,10,8,9
424,1577,10,9,9
24,1578,4,3,3
296,1579,6,3,3
249,1580,10,7,8
427,1581,6,4,4
396,1584,6,5,6
429,1585,12,10,11
26,1586,9,7,8
450,1587,0,0,0
445,1588,16,12,13
108,1589,3,2,2
553,1590,10,8,9
234,1591,4,3,3
205,1592,7,5,6
202,1593,6,5,5
219,1594,11,9,10
217,1595,7,5,5
265,1596,4,4,4
356,1597,13,8,8
370,1598,5,4,4
362,1599,4,1,1
447,1600,8,7,8
482,1601,6,4,5
275,1602,6,4,4
42,1603,4,4,4
430,1604,16,12,13
14,1605,11,9,10
119,1606,11,9,10
237,1607,6,4,4
457,1608,8,7,8
419,1609,5,4,4
205,1611,10,8,10
366,1612,27,23,26
308,1613,7,6,6
297,1614,4,3,4
452,1615,0,0,0
381,1617,10,8,9
238,1618,10,9,9
192,1619,6,4,4
14,1620,13,10,11
418,1621,4,3,3
213,1622,6,5,6
226,1623,10,8,8
447,1624,13,12,14
426,1625,4,3,3
352,1626,12,10,10
427,1627,6,5,5
213,1628,5,4,5
251,1629,0,0,0
468,1630,5,4,4
288,1631,10,7,8
412,1632,7,5,5
424,1633,6,4,5
419,1634,4,4,4
442,1635,4,2,3
427,1636,13,11,12
432,1637,7,6,6
7,1638,9,7,8
247,1639,5,3,4
237,1640,3,2,2
301,1641,7,4,4
202,1642,5,4,4
444,1643,6,4,4
232,1644,4,3,3
581,1645,17,14,16
372,1646,6,4,5
248,1647,6,5,5
455,1648,5,4,5
427,1649,5,4,4
444,1650,3,2,2
452,1651,7,6,6
312,1652,8,7,8
320,1653,9,8,8
419,1654,7,6,7
482,1655,10,8,9
228,1656,7,6,6
425,1657,4,2,3
30,1658,10,9,9
379,1659,10,8,9
448,1660,10,9,10
302,1661,9,4,4
304,1662,13,10,12
294,1663,13,10,11
299,1664,11,6,6
239,1665,11,10,11
309,1666,3,2,3
247,1667,8,6,7
269,1668,6,4,4
438,1669,6,5,6
168,1670,0,0,0
433,1671,10,7,8
436,1672,4,2,2
192,1673,6,5,5
280,1674,12,8,8
256,1675,7,5,5
254,1676,5,3,3
189,1677,7,5,5
442,1678,3,1,2
438,1679,6,4,5
110,1680,6,5,6
268,1681,3,2,2
288,1682,13,8,8
413,1683,6,4,4
430,1685,7,6,6
403,1686,5,4,5
288,1687,11,6,6
289,1688,6,5,5
376,1689,8,6,7
275,1690,12,8,9
445,1692,11,7,8
124,1694,11,10,11
427,1695,5,4,4
412,1696,5,4,4
183,1698,3,2,2
401,1699,6,5,6
459,1700,10,6,7
92,1702,9,8,9
280,1703,14,12,12
453,1704,6,5,5
191,1705,6,5,5
208,1707,10,8,9
401,1708,7,6,7
248,1709,8,7,7
140,1710,11,8,9
2,1711,9,7,8
111,1712,7,5,6
320,1714,14,12,13
222,1718,8,6,7
204,1719,9,7,7
23,1720,10,8,9
418,1721,4,3,3
421,1722,4,3,3
413,1723,7,6,7
216,1724,5,3,4
315,1726,7,5,5
439,1727,4,2,3
239,1728,10,8,9
239,1729,6,5,6
287,1730,10,8,9
192,1731,5,3,3
414,1732,4,3,3
203,1733,5,4,5
273,1734,6,4,5
269,1735,3,2,2
284,1736,6,5,6
268,1737,4,3,3
421,1738,6,5,5
235,1739,12,10,12
263,1740,9,7,8
284,1741,10,8,8
165,1742,5,4,4
192,1744,7,5,5
239,1745,10,8,9
371,1746,9,6,7
461,1747,15,11,12
36,1748,9,6,6
183,1749,4,3,3
222,1750,9,8,9
204,1752,7,5,6
184,1753,3,2,2
203,1754,6,5,5
419,1757,5,4,4
239,1758,8,7,8
288,1759,12,10,11
455,1760,4,3,3
341,1761,8,7,7
157,1762,4,3,3
311,1763,14,12,14
413,1764,7,5,6
231,1765,10,6,6
24,1766,2,2,2
300,1767,11,7,7
582,1768,5,4,4
237,1769,10,9,9
229,1770,6,5,5
202,1771,6,4,4
468,1772,12,9,10
288,1773,9,7,8
310,1774,14,12,14
478,1775,9,7,8
442,1776,4,3,3
168,1777,5,3,4
382,1778,6,5,5
315,1780,4,3,4
190,1781,7,6,6
216,1782,14,12,13
580,1783,7,5,5
477,1784,9,7,7
414,1787,6,4,4
183,1788,3,2,2
454,1789,11,9,10
197,1790,16,14,14
200,1791,6,5,6
237,1792,6,4,4
477,1793,8,5,6
232,1794,5,4,4
184,1796,4,3,3
179,1797,4,3,3
205,1798,7,6,7
441,1799,5,4,4
583,1800,8,7,8
44,1801,10,8,9
411,1802,11,7,8
87,1803,2,1,1
248,1804,7,6,6
463,1805,10,7,8
189,1806,8,6,6
558,1807,4,3,3
202,1809,6,5,6
164,1810,5,3,3
289,1811,10,8,8
215,1812,6,6,6
192,1813,7,5,6
264,1814,5,3,4
449,1815,11,10,11
475,1817,14,11,12
436,1819,6,5,5
229,1820,6,5,6
234,1823,9,6,6
286,1825,8,7,7
581,1826,12,10,12
582,1827,2,2,2
439,1828,6,5,5
37,1829,2,2,3
191,1830,7,5,5
191,1831,7,5,5
463,1832,14,10,11
291,1833,8,8,9
468,1834,11,9,9
190,1835,10,7,8
202,1836,9,8,9
59,1837,8,6,7
214,1839,15,13,13
450,1840,11,9,11
289,1841,9,6,7
298,1842,6,5,5
109,1845,4,3,4
366,1846,24,20,22
93,1847,14,12,13
264,1848,3,2,2
308,1849,9,7,8
234,1850,9,6,6
109,1851,7,6,7
291,1852,8,7,7
461,1853,22,16,16
801,1854,0,0,0
423,1855,3,2,2
179,1856,6,5,5
421,1858,4,3,3
463,1859,54,41,43
284,1860,8,6,7
422,1861,5,4,4
462,1862,18,14,16
209,1863,11,10,10
422,1864,5,4,5
421,1865,3,2,2
180,1866,4,3,3
180,1868,7,5,5
475,1870,4,2,2
187,1871,10,8,8
383,1872,5,4,5
161,1873,6,4,4
118,1874,4,3,4
282,1875,7,6,7
400,1878,8,7,7
445,1879,10,8,10
468,1880,12,9,10
453,1881,6,5,5
581,1882,10,8,9
229,1883,6,6,6
226,1884,8,6,7
229,1885,11,9,11
234,1886,5,4,4
401,1888,5,4,5
475,1889,7,5,5
285,1890,11,8,8
162,1891,5,4,4
268,1892,9,7,7
215,1894,8,7,8
391,1896,9,7,7
268,1897,3,2,2
264,1898,3,2,2
461,1899,14,10,11
400,1900,8,6,7
383,1901,7,6,6
400,1902,10,8,9
457,1903,10,9,10
292,1904,5,4,4
400,1905,8,7,7
184,1907,4,3,3
440,1908,5,3,3
195,1909,12,10,9
468,1910,8,6,6
215,1911,12,10,11
461,1912,10,7,7
207,1913,4,3,4
445,1914,19,16,16
463,1915,14,10,12
108,1916,4,3,4
459,1917,0,0,0
477,1920,0,0,0
462,1922,0,0,0
200,1923,5,5,5
179,1924,9,7,8
478,1925,6,5,5
191,1926,6,5,5
209,1927,12,10,11
205,1928,8,7,8
419,1929,5,4,5
440,1931,7,5,6
179,1932,6,4,4
314,1934,12,7,7
231,1935,13,11,11
196,1936,7,6,7
216,1937,9,8,8
268,1938,9,7,8
180,1939,6,4,4
188,1940,7,4,4
462,1941,10,7,8
200,1942,5,4,4
433,1943,7,5,6
226,1945,6,5,5
187,1946,7,6,6
473,1947,10,7,8
227,1948,8,7,8
194,1949,7,5,5
301,1950,5,3,4
399,1951,12,10,11
422,1952,4,3,4
297,1953,9,5,5
183,1954,3,3,3
263,1955,7,6,7
382,1956,9,6,7
105,1957,2,2,2
80,1958,2,1,1
164,1959,6,4,5
112,1960,7,5,6
225,1961,6,5,5
246,1962,13,11,12
450,1963,0,0,0
161,1964,4,3,3
432,1965,9,7,8
194,1966,8,4,4
154,1967,6,4,5
281,1968,9,6,7
290,1969,7,5,5
159,1970,2,1,1
425,1971,5,4,4
194,1973,9,7,7
181,1975,6,5,5
190,1976,8,6,7
178,1977,5,3,3
247,1978,9,8,9
162,1980,6,4,5
508,1981,14,13,14
439,1982,5,4,4
450,1983,12,10,11
154,1984,6,4,4
283,1985,2,2,2
213,1986,9,8,9
205,1987,10,8,8
455,1988,6,5,5
447,1989,6,5,6
251,1991,8,7,8
195,1993,7,5,6
187,1994,10,8,8
400,1995,6,5,6
553,1996,3,2,2
188,1997,6,4,4
267,1998,4,3,3
424,1999,6,5,6
301,2000,7,3,3
449,2001,10,8,9
451,2002,10,9,10
174,2003,3,2,2
415,2004,4,4,4
306,2005,11,10,11
475,2006,8,6,6
473,2007,13,8,8
201,2010,9,7,8
156,2012,6,4,4
179,2013,6,5,5
204,2014,8,7,8
292,2015,5,4,4
473,2016,9,6,7
235,2019,14,11,12
160,2021,7,6,6
162,2022,6,5,5
233,2023,4,3,3
226,2024,7,6,7
511,2025,7,5,6
801,2026,0,0,0
320,2027,15,13,13
461,2028,14,9,10
450,2030,11,9,10
446,2032,7,5,6
427,2033,5,3,4
239,2035,8,7,8
317,2036,14,11,12
472,2037,14,11,12
292,2038,5,4,4
450,2039,0,0,0
558,2040,3,3,3
281,2045,13,8,8
180,2046,6,4,4
179,2047,6,5,5
453,2048,9,7,7
237,2049,7,5,6
396,2050,7,6,7
405,2051,18,15,17
457,2052,0,0,0
457,2053,3,3,4
454,2054,0,0,0
183,2055,4,3,3
188,2056,6,4,4
297,2058,5,2,2
231,2059,7,6,7
201,2061,8,6,6
201,2062,7,6,6
208,2063,10,8,9
226,2064,5,4,4
122,2065,8,6,7
64,2066,3,2,2
170,2068,5,4,5
468,2069,4,4,4
469,2070,6,3,4
469,2071,8,5,6
214,2073,11,10,11
469,2074,14,11,13
478,2075,7,6,7
460,2077,11,7,8
216,2078,11,9,10
196,2079,6,4,5
202,2080,10,8,8
111,2081,7,5,6
464,2082,12,7,8
320,2083,8,7,8
382,2084,4,3,4
56,2086,3,2,2
422,2087,5,4,4
195,2088,7,5,5
311,2089,13,10,12
110,2091,7,6,7
187,2092,2,2,2
189,2093,10,8,8
460,2094,10,5,6
160,2095,6,4,4
170,2096,3,1,1
188,2097,4,2,2
219,2098,8,6,6
196,2100,6,5,5
475,2101,9,7,8
200,2102,4,3,3
159,2103,4,2,3
164,2104,6,4,4
53,2105,7,5,6
392,2106,5,4,5
195,2107,7,5,6
165,2108,3,2,3
465,2110,12,8,9
13,2111,6,5,6
372,2112,5,4,4
370,2113,10,7,8
7,2114,11,9,10
216,2115,11,9,10
187,2116,9,5,5
451,2117,13,11,13
511,2119,8,7,7
190,2120,9,7,7
472,2121,8,7,7
159,2122,7,4,5
47,2123,13,12,13
223,2124,7,5,6
380,2125,7,5,6
470,2126,3,2,2
440,2127,6,4,4
159,2128,3,2,2
237,2129,7,5,5
183,2130,2,1,1
411,2131,10,6,7
131,2132,11,8,8
82,2133,2,1,2
306,2134,6,17,19
190,2135,6,5,5
291,2136,13,11,12
296,2137,4,3,3
180,2140,3,2,2
166,2141,7,5,5
184,2142,3,2,2
179,2143,5,4,4
168,2145,6,4,5
189,2146,6,4,5
383,2147,6,4,4
216,2149,9,7,8
109,2151,3,3,3
188,2152,5,4,4
183,2153,3,2,2
24,2154,4,3,4
156,2155,4,3,3
160,2157,9,7,7
156,2158,3,2,2
194,2159,14,12,12
290,2160,7,6,7
511,2161,0,0,0
194,2164,6,4,4
191,2166,9,5,5
232,2169,7,6,7
154,2174,6,4,4
333,2175,9,6,7
107,2176,5,4,4
459,2177,0,0,0
179,2178,5,4,4
463,2181,12,9,9
180,2183,4,3,4
232,2185,3,3,3
473,2187,8,5,6
469,2188,6,4,4
392,2189,5,4,4
207,2191,8,6,7
436,2192,6,5,5
227,2193,12,10,11
178,2195,2,1,1
472,2196,5,4,4
208,2197,14,11,13
423,2198,4,3,3
235,2199,11,9,9
505,2201,36,30,30
180,2202,5,3,3
267,2204,9,6,7
233,2205,8,5,5
403,2207,2,2,2
226,2208,11,9,10
216,2209,14,12,13
195,2210,6,4,5
208,2211,10,8,9
340,2213,5,4,5
41,2214,6,5,6
265,2215,4,3,3
466,2218,7,5,5
333,2221,13,8,9
157,2222,3,1,2
585,2223,9,6,7
161,2225,8,6,6
481,2226,4,4,4
159,2227,0,0,0
237,2230,5,4,4
279,2231,8,7,7
280,2233,10,7,7
189,2234,10,7,8
118,2237,11,8,9
200,2238,8,6,6
86,2239,4,3,3
801,2240,0,0,1
475,2241,13,9,9
464,2242,9,6,7
478,2243,15,11,12
316,2244,11,8,9
460,2245,10,7,8
299,2247,4,3,3
467,2249,19,16,18
225,2250,4,3,3
484,2251,14,9,10
168,2252,6,4,4
458,2253,15,12,13
232,2255,5,4,4
296,2256,13,9,9
67,2257,6,3,3
383,2259,8,6,6
161,2261,4,3,3
190,2262,8,6,7
167,2263,4,3,3
35,2265,13,10,11
214,2266,8,7,7
473,2269,11,8,9
375,2270,9,7,8
440,2271,5,4,4
285,2272,6,6,6
205,2273,11,8,8
424,2274,8,7,7
239,2275,4,3,3
238,2276,8,7,7
449,2277,7,6,7
228,2278,9,7,8
282,2279,4,4,4
451,2280,0,0,0
235,2281,15,11,12
162,2282,10,6,6
161,2283,7,5,6
173,2284,7,5,5
189,2285,8,6,7
229,2287,9,8,9
462,2288,0,0,0
154,2289,5,4,4
458,2291,0,0,0
484,2292,13,10,9
585,2293,3,2,2
174,2294,2,1,1
287,2295,5,4,5
448,2297,0,0,0
163,2299,5,4,4
227,2300,8,7,8
11,2306,9,7,8
403,2307,4,3,3
470,2308,4,4,5
221,2309,4,3,3
123,2310,10,8,9
247,2311,6,5,6
312,2312,5,4,5
209,2313,7,5,6
470,2314,4,3,3
478,2315,0,0,0
214,2316,8,6,7
472,2317,0,0,0
231,2318,8,6,6
468,2320,7,6,6
470,2321,5,3,4
145,2322,7,6,6
215,2323,7,5,6
472,2325,11,8,8
497,2328,3,3,3
156,2329,3,2,2
183,2330,5,3,3
162,2331,7,5,5
233,2334,5,3,4
441,2335,4,2,2
159,2336,4,2,2
312,2337,10,8,9
196,2338,7,6,6
246,2339,5,4,5
233,2340,5,4,4
36,2348,3,2,2
207,2350,7,5,6
188,2351,5,3,3
424,2352,8,7,8
205,2354,6,5,6
195,2355,6,4,4
280,2357,7,5,5
196,2358,6,5,6
209,2359,15,13,14
215,2361,0,0,0
209,2362,14,12,12
174,2365,5,4,5
160,2366,6,5,5
419,2367,6,5,5
174,2368,6,4,4
181,2369,4,2,3
188,2370,5,3,3
163,2371,8,6,6
514,2385,10,8,8
154,2386,8,5,5
114,2387,12,10,11
239,2388,6,5,6
548,2391,4,3,4
102,2392,1,1,1
533,2393,3,3,3
533,2394,3,2,3
507,2395,2,2,2
488,2396,2,2,2
561,2397,3,3,3
184,2399,4,2,2
218,2400,16,14,16
400,2402,10,9,10
514,2403,9,6,6
87,2404,2,1,1
194,2405,7,5,6
488,2406,1,1,1
293,2412,12,8,8
500,2414,1,1,1
196,2417,5,4,4
235,2420,11,9,10
436,2421,7,6,6
801,2423,0,2,2
187,2424,4,3,3
485,2425,4,3,3
217,2426,7,5,6
53,2427,2,2,2
409,2428,10,5,5
223,2429,7,6,7
492,2431,7,5,6
433,2432,5,4,4
561,2433,2,2,2
196,2434,5,4,4
282,2435,10,8,9
293,2436,13,8,8
286,2437,9,7,8
291,2438,8,7,8
60,2439,8,6,7
294,2440,9,6,7
221,2441,6,5,5
485,2442,5,4,4
430,2443,5,3,4
189,2444,8,6,6
170,2445,3,2,2
170,2446,5,4,4
225,2447,4,3,3
423,2448,5,4,4
801,2449,0,0,0
570,2451,2,2,2
444,2452,7,6,6
392,2453,10,8,8
383,2455,7,6,7
454,2457,8,6,7
451,2458,8,7,8
115,2459,3,3,4
285,2460,10,7,8
56,2463,3,3,3
454,2464,10,8,9
497,2465,8,6,7
552,2468,2,2,2
467,2469,9,8,8
217,2471,3,2,2
308,2472,8,7,7
470,2473,4,3,4
320,2474,15,13,13
25,2475,10,9,10
475,2476,10,7,7
468,2477,9,6,6
459,2479,17,13,14
226,2480,8,6,7
232,2481,5,4,4
372,2482,10,8,8
394,2483,7,6,7
118,2484,8,7,8
474,2485,9,6,6
512,2486,3,3,3
515,2487,3,2,2
566,2488,4,3,4
273,2491,8,6,7
475,2492,6,5,5
200,2493,4,3,3
460,2494,9,6,7
466,2495,0,0,0
124,2496,0,0,0
174,2497,5,4,4
96,2499,2,2,2
544,2500,,,4
231,2502,7,6,6
174,2503,3,1,1
188,2504,6,3,3
62,2505,5,4,4
208,2506,6,4,5
399,2508,5,4,5
439,2509,3,1,2
440,2510,4,3,3
582,2511,6,6,6
369,2512,10,7,7
18,2513,7,6,6
285,2514,7,6,7
370,2515,9,7,8
514,2516,6,3,4
466,2517,10,7,7
233,2519,10,5,5
291,2520,8,7,8
196,2522,5,3,3
446,2526,8,7,8
232,2528,6,5,5
289,2529,11,9,10
263,2532,7,5,5
14,2533,8,7,8
7,2534,12,11,12
232,2535,7,6,6
581,2536,0,0,0
457,2537,8,7,7
474,2539,9,7,8
229,2540,6,5,5
208,2541,9,8,9
222,2542,5,3,4
226,2543,6,5,5
238,2544,11,9,10
196,2545,6,5,5
464,2546,0,1,1
164,2547,5,3,3
316,2548,14,10,11
474,2549,12,10,10
476,2550,5,3,4
457,2553,0,0,0
368,2554,15,11,13
447,2557,10,9,10
206,2558,1,1,1
206,2559,6,5,6
285,2560,10,7,7
228,2561,5,4,5
406,2562,4,3,3
580,2563,4,3,4
286,2564,7,6,7
315,2565,9,7,8
280,2566,9,7,8
200,2567,4,3,4
218,2572,8,7,8
234,2574,5,4,4
326,2575,8,5,6
316,2576,12,9,11
281,2577,8,5,6
429,2579,5,3,3
300,2580,10,6,6
191,2581,8,6,6
23,2584,4,3,3
195,2586,8,6,6
326,2587,15,13,14
227,2588,11,9,10
550,2590,2,2,2
109,2591,8,6,7
394,2592,13,11,12
396,2593,11,9,10
471,2595,5,4,4
471,2596,9,7,7
228,2597,8,6,7
86,2599,3,2,2
339,2600,2,2,2
218,2605,12,10,11
383,2607,5,3,4
382,2608,4,3,3
465,2609,8,7,8
316,2610,16,13,15
235,2611,8,5,5
505,2612,44,35,37
213,2613,6,6,6
168,2614,6,4,4
27,2615,11,9,10
339,2616,7,6,6
399,2617,9,8,8
203,2618,3,3,3
204,2619,7,6,7
202,2620,6,4,5
101,2626,11,10,11
112,2627,6,4,4
260,2628,7,5,5
156,2629,5,4,4
28,2630,10,9,10
197,2631,9,7,8
510,2632,2,2,2
180,2634,5,3,3
164,2637,5,3,3
259,2638,11,9,10
181,2639,4,3,3
168,2641,5,4,4
423,2642,5,4,5
422,2643,4,2,3
204,2644,6,5,5
314,2645,7,6,6
317,2646,6,6,7
286,2647,7,6,7
50,2649,6,6,6
170,2650,4,3,3
175,2651,4,2,2
384,2652,8,6,6
71,2653,8,5,5
257,2654,6,4,4
375,2656,14,10,11
444,2658,4,2,3
317,2662,9,7,8
231,2663,7,5,6
231,2664,5,3,3
125,2665,14,10,12
55,2667,10,9,10
435,2668,8,6,6
373,2671,7,5,5
389,2672,6,4,5
228,2674,6,4,5
201,2678,7,5,6
247,2679,7,6,7
181,2682,4,2,2
216,2684,8,7,8
534,2686,2,2,2
35,2687,11,8,8
45,2688,11,9,9
512,2689,4,4,4
137,2690,6,5,5
243,2691,12,8,8
206,2692,9,7,8
205,2693,8,7,8
340,2694,4,3,3
89,2695,14,11,13
320,2696,8,7,7
452,2697,10,8,9
497,2699,4,3,3
203,2700,5,4,4
333,2702,11,7,8
38,2703,6,5,5
298,2704,10,9,10
314,2705,9,4,4
125,2706,13,11,11
460,2708,16,12,13
37,2712,5,4,5
3,2713,12,10,12
426,2714,4,3,3
143,2715,15,11,12
415,2716,7,5,6
141,2717,10,7,8
140,2720,13,11,12
801,2721,0,0,0
469,2722,11,8,9
2,2723,11,9,10
63,2724,6,5,5
217,2725,4,3,3
219,2726,9,7,8
110,2727,12,10,12
275,2728,9,6,7
378,2729,7,5,6
301,2730,7,3,3
497,2731,3,2,2
22,2732,12,10,12
32,2733,9,8,9
353,2734,7,6,6
454,2735,10,8,9
14,2739,9,7,8
112,2740,8,6,7
534,2741,3,2,2
534,2742,2,2,2
492,2743,3,3,3
537,2744,3,3,3
537,2745,4,4,4
1,2748,5,4,4
124,2749,13,12,12
380,2751,5,3,3
585,2752,8,6,6
18,2753,7,6,6
30,2754,6,5,6
140,2755,14,10,11
280,2756,8,5,5
151,2757,10,8,9
181,2758,2,1,1
14,2760,9,8,9
311,2761,11,8,9
312,2762,6,6,6
569,2763,4,3,3
414,2764,8,7,7
569,2765,4,2,2
372,2766,4,3,3
372,2767,8,6,7
371,2768,9,7,8
87,2769,3,2,2
246,2771,7,5,6
300,2772,9,6,6
546,2773,8,7,7
217,2774,3,2,2
368,2777,11,8,8
373,2778,14,12,13
399,2780,11,10,10
399,2781,9,7,8
400,2782,6,5,5
260,2783,7,5,6
407,2784,5,4,4
192,2785,4,2,2
482,2786,9,7,8
249,2787,5,4,4
482,2788,8,7,7
108,2789,6,5,6
280,2790,10,8,8
285,2791,6,4,5
316,2792,5,3,4
308,2793,10,8,9
405,2794,6,5,5
287,2795,7,5,6
111,2796,7,5,5
546,2801,4,3,3
352,2803,12,7,8
352,2804,11,7,7
314,2805,4,2,2
42,2806,10,8,9
315,2807,7,6,6
290,2808,8,7,8
320,2809,12,6,6
316,2810,6,5,5
21,2811,8,7,8
425,2812,5,3,3
440,2813,5,3,4
110,2814,8,6,6
238,2817,11,8,9
238,2818,16,13,13
248,2819,6,4,4
421,2820,3,2,2
290,2821,6,4,4
131,2822,13,9,10
216,2823,10,8,10
515,2826,4,3,4
418,2827,6,4,5
435,2828,5,3,4
166,2830,0,0,0
400,2831,4,3,4
29,2832,5,4,4
320,2833,7,6,6
50,2834,10,6,6
528,2835,1,1,1
299,2836,6,5,6
396,2838,10,9,10
538,2839,2,2,2
496,2840,2,2,2
461,2842,12,8,9
89,2843,11,9,10
188,2844,7,4,4
296,2845,7,6,6
144,2846,18,13,15
433,2847,7,6,7
316,2849,7,5,6
293,2850,9,7,7
216,2852,8,7,7
508,2853,7,6,7
162,2854,8,7,7
362,2855,10,6,7
361,2856,5,4,5
360,2857,12,10,10
546,2858,7,6,6
194,2859,9,6,6
29,2860,8,7,8
399,2861,3,2,3
399,2862,5,4,5
506,2864,4,3,3
203,2866,0,0,0
203,2869,6,5,6
516,2870,2,1,1
558,2871,7,4,4
197,2872,11,10,10
206,2873,4,3,4
189,2874,7,5,6
533,2875,4,3,3
533,2876,3,2,2
533,2877,3,2,3
533,2878,2,2,2
507,2880,3,3,3
90,2881,9,7,7
422,2882,5,4,5
56,2883,4,3,3
394,2884,11,10,11
484,2886,14,12,13
516,2887,1,1,1
233,2888,4,3,3
415,2889,6,5,6
32,2890,10,8,9
73,2891,9,7,7
376,2892,7,5,5
410,2893,11,7,8
320,2894,9,6,6
164,2905,0,0,0
103,2907,6,5,5
309,2908,6,5,6
228,2909,4,3,4
208,2910,8,7,8
191,2911,7,5,6
197,2912,15,12,12
129,2913,12,9,10
215,2914,12,10,12
51,2918,3,3,3
542,2919,4,3,3
101,2920,9,8,10
401,2921,8,7,8
366,2922,11,9,10
382,2923,10,8,9
384,2924,17,12,13
452,2925,5,4,4
56,2926,2,2,2
476,2927,8,6,7
36,2928,12,10,10
310,2929,10,9,10
103,2930,1,1,1
285,2931,7,5,6
122,2932,7,5,5
317,2933,11,10,11
273,2934,7,5,5
413,2935,3,2,3
419,2937,4,3,3
132,2938,5,5,6
140,2939,11,9,10
542,2940,6,5,5
24,2941,2,1,1
549,2944,4,3,4
167,2945,5,4,5
109,2946,10,8,9
484,2948,11,9,10
448,2950,11,10,11
448,2951,9,7,8
160,2953,8,6,7
362,2955,8,5,5
262,2956,9,7,7
412,2957,8,7,8
439,2958,6,4,5
206,2959,15,13,13
108,2962,8,7,8
108,2963,4,4,4
156,2964,4,3,3
215,2966,12,11,11
225,2967,7,5,6
243,2968,8,5,6
51,2973,4,3,4
504,2974,1,1,1
561,2975,4,3,3
561,2976,3,2,3
561,2977,3,3,3
44,2978,14,9,10
58,2979,3,3,3
479,2980,12,7,7
58,2981,2,1,2
545,2983,,,2
533,2984,6,5,5
449,2985,14,12,14
439,2986,5,4,4
109,2987,7,6,7
120,2988,11,9,11
511,2989,0,0,0
430,2990,9,6,7
82,2991,5,3,3
190,2992,9,7,7
62,2993,4,3,3
360,2994,11,9,10
504,2995,1,1,1
53,2996,3,3,3
515,2998,4,3,4
268,3004,10,8,10
488,3011,2,1,1
548,3013,4,3,3
49,3014,8,6,7
561,3015,6,5,5
151,3017,8,6,7
389,3018,10,8,8
490,3019,3,3,3
552,3022,6,5,5
512,3023,2,2,2
515,3026,2,1,2
283,3035,5,4,5
543,3042,5,4,4
58,3043,2,1,2
50,3044,10,6,6
512,3046,4,4,4
512,3047,7,6,7
9,3049,5,3,3
550,3050,2,1,1
471,3053,5,3,4
345,3055,12,7,7
506,3056,4,4,4
506,3057,3,2,2
86,3058,3,2,2
140,3059,7,5,6
140,3060,9,8,9
340,3061,3,3,3
538,3062,3,2,2
102,3066,3,2,3
23,3067,3,3,3
554,3070,1,1,1
554,3071,1,1,1
554,3072,2,2,2
554,3074,1,1,1
15,3075,8,7,7
292,3077,6,5,6
175,3078,3,1,1
454,3081,9,8,9
490,3082,4,3,3
490,3083,3,2,2
551,3084,7,5,5
424,3088,4,3,3
552,3090,1,1,1
399,3093,7,6,6
557,3094,1,1,1
550,3098,1,1,1
551,3099,3,3,3
551,3101,4,3,4
424,3102,5,4,5
409,3103,10,5,5
488,3104,2,2,2
86,3106,6,4,4
506,3107,2,1,1
494,3110,4,2,3
538,3111,3,2,2
77,3112,4,3,3
157,3114,3,2,2
20,3118,4,3,4
15,3119,6,4,5
512,3123,3,3,3
490,3126,3,2,2
490,3127,3,2,2
490,3128,4,4,4
515,3131,5,5,5
515,3132,4,3,4
515,3133,6,5,6
58,3135,2,2,2
505,3136,31,25,27
149,3137,8,7,8
481,3138,5,4,5
481,3139,6,5,6
481,3140,7,5,6
481,3141,6,5,5
9,3143,3,2,3
550,3144,4,3,3
550,3145,2,1,1
550,3146,2,1,1
