Store #,Bag Size,Bunzl Delivery,Qty,3rd Party Tracking,3rd party carrier
3709,Small,9/16/2022,3,N/A,N/A
3710,Med,9/16/2022,6,N/A,N/A
3710,Small,9/16/2022,3,N/A,N/A
3712,Small,9/23/2022,3,N/A,N/A
3717,Med,9/20/2022,7,N/A,N/A
3717,Small,9/20/2022,3,N/A,N/A
3720,Med,9/24/2022,7,N/A,N/A
3720,Small,9/24/2022,3,N/A,N/A
3722,Small,9/15/2022,3,N/A,N/A
3722,Med,9/22/2022,3,N/A,N/A
3725,Med,9/20/2022,7,N/A,N/A
3725,Small,9/20/2022,3,N/A,N/A
3726,Small,9/16/2022,3,N/A,N/A
3726,Med,9/16/2022,3,N/A,N/A
3728,Small,9/21/2022,3,N/A,N/A
3728,Med,9/21/2022,2,N/A,N/A
3729,Med,9/22/2022,7,N/A,N/A
3729,Small,9/22/2022,3,N/A,N/A
3730,Med,9/23/2022,7,N/A,N/A
3730,Small,9/23/2022,3,N/A,N/A
3731,Med,9/24/2022,7,N/A,N/A
3731,Small,9/24/2022,3,N/A,N/A
3732,Small,9/24/2022,3,N/A,N/A
3732,Med,9/24/2022,3,N/A,N/A
3733,Med,9/20/2022,6,N/A,N/A
3733,Small,9/20/2022,3,N/A,N/A
3734,Med,9/17/2022,5,N/A,N/A
3734,Small,9/17/2022,3,N/A,N/A
3738,Small,9/20/2022,3,N/A,N/A
3739,Small,9/17/2022,3,N/A,N/A
3741,Med,9/16/2022,6,N/A,N/A
3741,Small,9/16/2022,3,N/A,N/A
3742,Med,9/26/2022,6,N/A,N/A
3742,Small,9/26/2022,3,N/A,N/A
3742,Med,9/26/2022,2,N/A,N/A
3747,Small,9/30/2022,3,N/A,N/A
3747,Med,9/30/2022,2,N/A,N/A
3748,Small,9/15/2022,3,N/A,N/A
3748,Med,9/22/2022,3,N/A,N/A
3749,Med,9/30/2022,7,N/A,N/A
3749,Small,9/30/2022,3,N/A,N/A
3750,Small,9/16/2022,3,N/A,N/A
3750,Med,9/16/2022,3,N/A,N/A
3751,Small,9/24/2022,3,N/A,N/A
3751,Med,9/24/2022,3,N/A,N/A
3754,Med,9/27/2022,6,N/A,N/A
3754,Small,9/27/2022,3,N/A,N/A
3754,Med,9/27/2022,2,N/A,N/A
3757,Med,9/27/2022,7,N/A,N/A
3757,Small,9/27/2022,3,N/A,N/A
3757,Med,9/27/2022,2,N/A,N/A
3758,Med,9/17/2022,6,N/A,N/A
3758,Small,9/17/2022,3,N/A,N/A
3760,Med,9/21/2022,7,N/A,N/A
3760,Small,9/21/2022,3,N/A,N/A
3761,Med,9/17/2022,7,N/A,N/A
3761,Small,9/17/2022,3,N/A,N/A
3762,Small,9/21/2022,3,N/A,N/A
3762,Med,9/21/2022,3,N/A,N/A
3763,Small,9/22/2022,3,N/A,N/A
3763,Med,9/22/2022,3,N/A,N/A
3764,Small,9/17/2022,3,N/A,N/A
3765,Med,9/24/2022,7,N/A,N/A
3765,Small,9/24/2022,3,N/A,N/A
3768,Small,9/21/2022,3,N/A,N/A
3770,Small,9/16/2022,3,N/A,N/A
3771,Small,9/24/2022,3,N/A,N/A
3771,Med,9/24/2022,3,N/A,N/A
3772,Small,9/21/2022,3,N/A,N/A
3773,Med,9/15/2022,7,N/A,N/A
3773,Small,9/15/2022,3,N/A,N/A
3775,Med,9/16/2022,6,N/A,N/A
3775,Small,9/16/2022,3,N/A,N/A
3777,Med,9/16/2022,7,N/A,N/A
3777,Small,9/16/2022,3,N/A,N/A
3778,Med,9/17/2022,6,N/A,N/A
3778,Small,9/17/2022,3,N/A,N/A
3780,Small,9/16/2022,3,N/A,N/A
3781,Small,9/27/2022,3,N/A,N/A
3782,Small,9/21/2022,3,N/A,N/A
3782,Med,9/21/2022,2,N/A,N/A
3783,Med,9/24/2022,7,N/A,N/A
3783,Small,9/24/2022,3,N/A,N/A
3784,Small,9/30/2022,3,N/A,N/A
3785,Med,9/29/2022,6,N/A,N/A
3785,Small,9/29/2022,3,N/A,N/A
3785,Med,9/29/2022,2,N/A,N/A
3786,Small,9/21/2022,3,N/A,N/A
3789,Med,9/21/2022,7,N/A,N/A
3789,Small,9/21/2022,3,N/A,N/A
3790,Med,9/15/2022,7,N/A,N/A
3790,Small,9/15/2022,3,N/A,N/A
3791,Small,9/22/2022,3,N/A,N/A
3792,Small,9/24/2022,3,N/A,N/A
3792,Med,9/24/2022,2,N/A,N/A
3794,Med,9/22/2022,7,N/A,N/A
3794,Small,9/22/2022,3,N/A,N/A
3794,Med,9/22/2022,2,N/A,N/A
3795,Small,9/22/2022,3,N/A,N/A
3795,Med,9/22/2022,3,N/A,N/A
3796,Small,9/27/2022,3,N/A,N/A
3796,Med,9/27/2022,3,N/A,N/A
3799,Small,9/22/2022,3,N/A,N/A
3801,Med,9/28/2022,6,N/A,N/A
3801,Small,9/28/2022,3,N/A,N/A
3801,Med,9/28/2022,2,N/A,N/A
3802,Med,9/24/2022,3,N/A,N/A
3803,Med,9/17/2022,7,N/A,N/A
3803,Small,9/17/2022,3,N/A,N/A
3804,Med,9/23/2022,7,N/A,N/A
3804,Small,9/23/2022,3,N/A,N/A
3805,Med,9/17/2022,6,N/A,N/A
3805,Small,9/17/2022,3,N/A,N/A
3806,Med,9/17/2022,7,N/A,N/A
3806,Small,9/17/2022,3,N/A,N/A
3807,Med,9/22/2022,6,N/A,N/A
3807,Small,9/22/2022,3,N/A,N/A
3809,Med,9/24/2022,6,N/A,N/A
3809,Small,9/24/2022,3,N/A,N/A
3810,Med,9/16/2022,6,N/A,N/A
3810,Small,9/16/2022,3,N/A,N/A
3812,Med,9/24/2022,6,N/A,N/A
3812,Small,9/24/2022,3,N/A,N/A
3823,Small,9/23/2022,3,N/A,N/A
3824,Med,9/21/2022,7,N/A,N/A
3824,Small,9/21/2022,3,N/A,N/A
3825,Small,9/22/2022,3,N/A,N/A
3826,Small,9/17/2022,3,N/A,N/A
3826,Med,9/17/2022,2,N/A,N/A
3827,Small,9/16/2022,3,N/A,N/A
3827,Med,9/16/2022,3,N/A,N/A
3828,Small,9/21/2022,3,N/A,N/A
3829,Small,9/17/2022,3,N/A,N/A
3829,Med,9/17/2022,3,N/A,N/A
3830,Med,9/21/2022,6,N/A,N/A
3830,Small,9/21/2022,3,N/A,N/A
3831,Med,9/22/2022,7,N/A,N/A
3831,Small,9/22/2022,3,N/A,N/A
3833,Small,9/22/2022,3,N/A,N/A
3833,Med,9/22/2022,3,N/A,N/A
3835,Med,9/17/2022,7,N/A,N/A
3835,Small,9/17/2022,3,N/A,N/A
3837,Med,9/20/2022,7,N/A,N/A
3837,Small,9/20/2022,3,N/A,N/A
3838,Small,9/20/2022,3,N/A,N/A
3840,Small,9/21/2022,3,N/A,N/A
3842,Med,9/22/2022,6,N/A,N/A
3842,Small,9/22/2022,2,N/A,N/A
3847,Small,9/24/2022,3,N/A,N/A
3848,Small,9/23/2022,3,N/A,N/A
3848,Med,9/23/2022,2,N/A,N/A
3850,Med,9/23/2022,7,N/A,N/A
3850,Small,9/23/2022,3,N/A,N/A
3850,Med,9/23/2022,2,N/A,N/A
3851,Small,9/27/2022,3,N/A,N/A
3851,Med,9/27/2022,2,N/A,N/A
3852,Small,9/17/2022,3,N/A,N/A
3853,Med,9/21/2022,7,N/A,N/A
3853,Small,9/21/2022,3,N/A,N/A
3857,Med,9/20/2022,6,N/A,N/A
3857,Small,9/20/2022,3,N/A,N/A
3858,Med,9/27/2022,6,N/A,N/A
3858,Small,9/27/2022,3,N/A,N/A
3860,Med,9/22/2022,7,N/A,N/A
3860,Small,9/22/2022,3,N/A,N/A
3861,Med,9/24/2022,7,N/A,N/A
3861,Small,9/24/2022,3,N/A,N/A
3864,Small,9/16/2022,3,N/A,N/A
3867,Small,9/20/2022,3,N/A,N/A
3868,Med,9/15/2022,7,N/A,N/A
3868,Small,9/15/2022,3,N/A,N/A
3869,Med,9/20/2022,6,N/A,N/A
3869,Small,9/20/2022,3,N/A,N/A
3874,Small,9/17/2022,3,N/A,N/A
3874,Med,9/17/2022,3,N/A,N/A
3875,Med,9/21/2022,6,N/A,N/A
3875,Small,9/21/2022,3,N/A,N/A
3876,Med,9/20/2022,7,N/A,N/A
3876,Small,9/20/2022,3,N/A,N/A
3877,Small,9/20/2022,3,N/A,N/A
3883,Small,9/22/2022,3,N/A,N/A
3884,Med,9/23/2022,7,N/A,N/A
3884,Small,9/23/2022,3,N/A,N/A
3886,Small,9/22/2022,3,N/A,N/A
3886,Med,9/22/2022,3,N/A,N/A
3887,Small,9/21/2022,3,N/A,N/A
3887,Med,9/21/2022,2,N/A,N/A
3888,Med,9/23/2022,3,N/A,N/A
3889,Med,9/16/2022,6,N/A,N/A
3891,Med,9/20/2022,7,N/A,N/A
3891,Small,9/20/2022,3,N/A,N/A
3893,Med,9/17/2022,7,N/A,N/A
3893,Small,9/17/2022,3,N/A,N/A
3894,Small,9/29/2022,3,N/A,N/A
3894,Med,9/29/2022,2,N/A,N/A
3896,Med,9/23/2022,7,N/A,N/A
3896,Small,9/23/2022,3,N/A,N/A
3912,Med,9/22/2022,7,N/A,N/A
3912,Small,9/22/2022,3,N/A,N/A
3947,Small,9/24/2022,3,N/A,N/A
4049,Med,9/15/2022,7,N/A,N/A
4049,Small,9/15/2022,3,N/A,N/A
4055,Small,9/23/2022,3,N/A,N/A
4055,Med,9/23/2022,3,N/A,N/A
4063,Med,9/15/2022,6,N/A,N/A
4063,Small,9/15/2022,3,N/A,N/A
4064,Med,9/22/2022,7,N/A,N/A
4064,Small,9/22/2022,3,N/A,N/A
4065,Med,9/22/2022,7,N/A,N/A
4065,Small,9/22/2022,3,N/A,N/A
4068,Small,9/22/2022,3,N/A,N/A
4068,Small,9/22/2022,2,N/A,N/A
4068,Med,9/22/2022,2,N/A,N/A
4101,Med,9/28/2022,6,N/A,N/A
4101,Small,9/28/2022,3,N/A,N/A
4102,Med,9/22/2022,6,N/A,N/A
4102,Small,9/22/2022,3,N/A,N/A
4103,Med,9/27/2022,7,N/A,N/A
4103,Small,9/27/2022,3,N/A,N/A
4108,Small,9/21/2022,3,N/A,N/A
4108,Med,9/21/2022,3,N/A,N/A
4111,Med,9/16/2022,7,N/A,N/A
4111,Small,9/16/2022,3,N/A,N/A
4112,Small,9/24/2022,3,N/A,N/A
4112,Med,9/24/2022,3,N/A,N/A
4115,Small,9/23/2022,3,N/A,N/A
4118,Small,9/28/2022,3,N/A,N/A
4118,Med,9/28/2022,2,N/A,N/A
4129,Small,9/27/2022,3,N/A,N/A
4129,Med,9/27/2022,2,N/A,N/A
4130,Med,9/22/2022,7,N/A,N/A
4130,Small,9/22/2022,3,N/A,N/A
4131,Med,9/23/2022,7,N/A,N/A
4131,Small,9/23/2022,3,N/A,N/A
4132,Med,9/23/2022,7,N/A,N/A
4132,Small,9/23/2022,3,N/A,N/A
4137,Med,9/26/2022,7,N/A,N/A
4137,Small,9/26/2022,3,N/A,N/A
4137,Med,9/26/2022,2,N/A,N/A
4144,Small,9/21/2022,3,N/A,N/A
4153,Small,9/22/2022,3,N/A,N/A
4161,Med,9/28/2022,7,N/A,N/A
4161,Small,9/28/2022,3,N/A,N/A
4162,Med,9/21/2022,7,N/A,N/A
4162,Small,9/21/2022,3,N/A,N/A
4163,Med,9/27/2022,7,N/A,N/A
4163,Small,9/27/2022,3,N/A,N/A
4164,Small,9/21/2022,3,N/A,N/A
4164,Med,9/21/2022,2,N/A,N/A
4165,Med,9/17/2022,7,N/A,N/A
4165,Small,9/17/2022,3,N/A,N/A
4166,Small,9/22/2022,3,N/A,N/A
4168,Small,9/23/2022,3,N/A,N/A
4168,Med,9/23/2022,3,N/A,N/A
4171,Med,9/23/2022,7,N/A,N/A
4171,Small,9/23/2022,3,N/A,N/A
4176,Med,9/28/2022,7,N/A,N/A
4176,Small,9/28/2022,3,N/A,N/A
4176,Med,9/28/2022,2,N/A,N/A
4183,Med,9/21/2022,7,N/A,N/A
4183,Small,9/21/2022,3,N/A,N/A
4185,Med,9/17/2022,6,N/A,N/A
4185,Small,9/17/2022,3,N/A,N/A
4187,Small,9/22/2022,3,N/A,N/A
4187,Med,9/22/2022,3,N/A,N/A
4191,Med,9/20/2022,6,N/A,N/A
4191,Small,9/20/2022,3,N/A,N/A
4194,Med,9/17/2022,7,N/A,N/A
4194,Small,9/17/2022,3,N/A,N/A
4195,Small,9/20/2022,3,N/A,N/A
4195,Med,9/20/2022,3,N/A,N/A
4200,Small,9/20/2022,3,N/A,N/A
4201,Med,9/24/2022,6,N/A,N/A
4201,Small,9/24/2022,3,N/A,N/A
4202,Med,9/27/2022,6,N/A,N/A
4202,Small,9/27/2022,3,N/A,N/A
4203,Med,9/24/2022,7,N/A,N/A
4203,Small,9/24/2022,3,N/A,N/A
4208,Med,9/21/2022,5,N/A,N/A
4208,Small,9/21/2022,3,N/A,N/A
4209,Med,9/23/2022,6,N/A,N/A
4209,Small,9/23/2022,3,N/A,N/A
4215,Small,9/21/2022,3,N/A,N/A
4215,Med,9/21/2022,2,N/A,N/A
4216,Small,9/27/2022,3,N/A,N/A
4216,Med,9/27/2022,2,N/A,N/A
4219,Med,9/22/2022,7,N/A,N/A
4219,Small,9/22/2022,3,N/A,N/A
4221,Small,9/30/2022,3,N/A,N/A
4221,Med,9/30/2022,2,N/A,N/A
4223,Small,9/17/2022,3,N/A,N/A
4224,Small,9/20/2022,3,N/A,N/A
4224,Med,9/20/2022,3,N/A,N/A
4226,Med,9/22/2022,6,N/A,N/A
4226,Small,9/22/2022,3,N/A,N/A
4230,Med,9/30/2022,7,N/A,N/A
4230,Small,9/30/2022,3,N/A,N/A
4231,Med,9/30/2022,6,N/A,N/A
4231,Small,9/30/2022,3,N/A,N/A
4232,Small,9/22/2022,3,N/A,N/A
4235,Small,9/27/2022,3,N/A,N/A
4235,Med,9/27/2022,2,N/A,N/A
4237,Med,9/20/2022,7,N/A,N/A
4237,Small,9/20/2022,3,N/A,N/A
4239,Med,9/22/2022,7,N/A,N/A
4239,Small,9/22/2022,3,N/A,N/A
4240,Small,9/15/2022,3,N/A,N/A
4241,Small,9/17/2022,3,N/A,N/A
4241,Med,9/17/2022,3,N/A,N/A
4243,Small,9/16/2022,3,N/A,N/A
4243,Med,9/16/2022,3,N/A,N/A
4244,Med,9/17/2022,7,N/A,N/A
4244,Small,9/17/2022,3,N/A,N/A
4246,Med,9/16/2022,6,N/A,N/A
4246,Small,9/16/2022,3,N/A,N/A
4249,Med,9/29/2022,6,N/A,N/A
4249,Small,9/29/2022,3,N/A,N/A
4249,Small,9/29/2022,2,N/A,N/A
4250,Med,9/16/2022,6,N/A,N/A
4250,Small,9/16/2022,3,N/A,N/A
4252,Med,9/23/2022,7,N/A,N/A
4252,Small,9/23/2022,3,N/A,N/A
4253,Med,9/21/2022,7,N/A,N/A
4253,Small,9/21/2022,3,N/A,N/A
4255,Med,9/22/2022,7,N/A,N/A
4256,Med,9/21/2022,7,N/A,N/A
4256,Small,9/21/2022,3,N/A,N/A
4257,Med,9/16/2022,7,N/A,N/A
4257,Small,9/16/2022,3,N/A,N/A
4258,Med,9/22/2022,6,N/A,N/A
4258,Small,9/22/2022,3,N/A,N/A
4259,Med,9/16/2022,6,N/A,N/A
4259,Small,9/16/2022,3,N/A,N/A
4260,Small,9/30/2022,3,N/A,N/A
4262,Small,9/20/2022,3,N/A,N/A
4262,Med,9/20/2022,2,N/A,N/A
4272,Small,9/23/2022,3,N/A,N/A
4272,Med,9/23/2022,2,N/A,N/A
4273,Small,9/22/2022,3,N/A,N/A
4274,Med,9/20/2022,7,N/A,N/A
4274,Small,9/20/2022,3,N/A,N/A
4276,Med,9/20/2022,7,N/A,N/A
4276,Small,9/20/2022,3,N/A,N/A
4277,Med,9/29/2022,7,N/A,N/A
4277,Small,9/29/2022,3,N/A,N/A
4278,Med,9/17/2022,7,N/A,N/A
4278,Small,9/17/2022,3,N/A,N/A
4279,Small,9/17/2022,3,N/A,N/A
4279,Med,9/17/2022,2,N/A,N/A
4281,Med,9/21/2022,6,N/A,N/A
4281,Small,9/21/2022,3,N/A,N/A
4283,Small,9/20/2022,3,N/A,N/A
4283,Med,9/20/2022,3,N/A,N/A
4284,Med,9/17/2022,6,N/A,N/A
4284,Small,9/17/2022,3,N/A,N/A
4285,Med,9/22/2022,7,N/A,N/A
4285,Small,9/22/2022,3,N/A,N/A
4286,Med,9/17/2022,7,N/A,N/A
4286,Small,9/17/2022,3,N/A,N/A
4295,Small,9/28/2022,3,N/A,N/A
4295,Med,9/28/2022,2,N/A,N/A
4298,Small,9/20/2022,3,N/A,N/A
4298,Med,9/20/2022,3,N/A,N/A
4299,Small,9/17/2022,3,N/A,N/A
4299,Med,9/17/2022,2,N/A,N/A
4303,Small,9/27/2022,3,N/A,N/A
4318,Small,9/22/2022,3,N/A,N/A
4321,Med,9/17/2022,7,N/A,N/A
4321,Small,9/17/2022,3,N/A,N/A
4322,Med,9/20/2022,5,N/A,N/A
4322,Small,9/20/2022,3,N/A,N/A
4323,Med,9/15/2022,6,N/A,N/A
4323,Small,9/15/2022,3,N/A,N/A
4325,Med,9/20/2022,7,N/A,N/A
4325,Small,9/20/2022,3,N/A,N/A
4330,Small,9/20/2022,3,N/A,N/A
4333,Med,9/29/2022,6,N/A,N/A
4333,Small,9/29/2022,3,N/A,N/A
4333,Med,9/29/2022,2,N/A,N/A
4334,Med,9/17/2022,7,N/A,N/A
4334,Small,9/17/2022,3,N/A,N/A
4335,Med,9/16/2022,7,N/A,N/A
4335,Small,9/16/2022,3,N/A,N/A
4336,Med,9/23/2022,7,N/A,N/A
4336,Small,9/23/2022,3,N/A,N/A
4337,Small,9/20/2022,3,N/A,N/A
4340,Small,9/27/2022,3,N/A,N/A
4340,Med,9/27/2022,3,N/A,N/A
4341,Med,9/27/2022,6,N/A,N/A
4341,Small,9/27/2022,3,N/A,N/A
4348,Small,9/20/2022,3,N/A,N/A
4348,Med,9/20/2022,2,N/A,N/A
4350,Med,9/23/2022,6,N/A,N/A
4350,Small,9/23/2022,3,N/A,N/A
4352,Small,9/21/2022,3,N/A,N/A
4355,Med,9/24/2022,7,N/A,N/A
4355,Small,9/24/2022,3,N/A,N/A
4358,Med,9/23/2022,6,N/A,N/A
4358,Small,9/23/2022,3,N/A,N/A
4359,Small,9/27/2022,3,N/A,N/A
4359,Med,9/27/2022,3,N/A,N/A
4365,Small,9/21/2022,3,N/A,N/A
4365,Med,9/21/2022,2,N/A,N/A
4368,Small,9/20/2022,3,N/A,N/A
4368,Med,9/20/2022,2,N/A,N/A
4372,Med,9/17/2022,6,N/A,N/A
4372,Small,9/17/2022,3,N/A,N/A
4374,Med,9/21/2022,6,N/A,N/A
4374,Small,9/21/2022,3,N/A,N/A
4378,Med,9/20/2022,7,N/A,N/A
4378,Small,9/20/2022,3,N/A,N/A
4381,Small,9/21/2022,3,N/A,N/A
4381,Med,9/21/2022,3,N/A,N/A
4383,Small,9/17/2022,3,N/A,N/A
4383,Med,9/17/2022,3,N/A,N/A
4384,Med,9/21/2022,5,N/A,N/A
4384,Small,9/21/2022,3,N/A,N/A
4387,Small,9/22/2022,3,N/A,N/A
4389,Med,9/20/2022,6,N/A,N/A
4389,Small,9/20/2022,3,N/A,N/A
4392,Small,9/27/2022,3,N/A,N/A
4392,Med,9/27/2022,3,N/A,N/A
4394,Med,9/30/2022,7,N/A,N/A
4394,Small,9/30/2022,3,N/A,N/A
4394,Small,9/30/2022,2,N/A,N/A
4395,Med,9/29/2022,7,N/A,N/A
4395,Small,9/29/2022,3,N/A,N/A
4395,Small,9/29/2022,2,N/A,N/A
4399,Small,9/15/2022,3,N/A,N/A
4404,Med,9/22/2022,7,N/A,N/A
4404,Small,9/22/2022,3,N/A,N/A
4405,Med,9/16/2022,7,N/A,N/A
4405,Small,9/16/2022,3,N/A,N/A
4407,Med,9/20/2022,6,N/A,N/A
4407,Small,9/20/2022,3,N/A,N/A
4409,Small,9/15/2022,3,N/A,N/A
4409,Med,9/22/2022,3,N/A,N/A
4410,Small,9/17/2022,3,N/A,N/A
4410,Med,9/17/2022,3,N/A,N/A
4412,Med,9/22/2022,6,N/A,N/A
4412,Small,9/22/2022,3,N/A,N/A
4414,Med,9/22/2022,7,N/A,N/A
4414,Small,9/22/2022,3,N/A,N/A
4416,Small,9/17/2022,3,N/A,N/A
4417,Small,9/27/2022,3,N/A,N/A
4420,Small,9/21/2022,3,N/A,N/A
4423,Small,9/21/2022,3,N/A,N/A
4423,Med,9/21/2022,2,N/A,N/A
4424,Small,9/17/2022,3,N/A,N/A
4424,Med,9/17/2022,3,N/A,N/A
4427,Med,9/20/2022,7,N/A,N/A
4427,Small,9/20/2022,3,N/A,N/A
4428,Med,9/17/2022,6,N/A,N/A
4428,Small,9/17/2022,3,N/A,N/A
4430,Small,9/20/2022,3,N/A,N/A
4430,Med,9/20/2022,3,N/A,N/A
4435,Med,9/20/2022,7,N/A,N/A
4435,Small,9/20/2022,3,N/A,N/A
4436,Med,9/17/2022,7,N/A,N/A
4436,Small,9/17/2022,3,N/A,N/A
4438,Med,9/22/2022,2,N/A,N/A
4439,Med,9/22/2022,6,N/A,N/A
4439,Small,9/22/2022,3,N/A,N/A
4440,Small,9/21/2022,3,N/A,N/A
4444,Small,9/16/2022,3,N/A,N/A
4444,Med,9/16/2022,2,N/A,N/A
4446,Med,10/1/2022,7,N/A,N/A
4446,Small,10/1/2022,3,N/A,N/A
4450,Small,9/28/2022,3,N/A,N/A
4450,Med,9/28/2022,2,N/A,N/A
4451,Small,9/24/2022,3,N/A,N/A
4451,Med,9/24/2022,3,N/A,N/A
4456,Small,9/16/2022,3,N/A,N/A
4457,Med,9/21/2022,7,N/A,N/A
4457,Small,9/21/2022,3,N/A,N/A
4458,Med,9/22/2022,7,N/A,N/A
4459,Med,9/17/2022,7,N/A,N/A
4459,Small,9/17/2022,3,N/A,N/A
4460,Med,9/20/2022,7,N/A,N/A
4460,Small,9/20/2022,3,N/A,N/A
4471,Med,9/15/2022,5,N/A,N/A
4471,Small,9/15/2022,3,N/A,N/A
4472,Med,9/16/2022,6,N/A,N/A
4472,Small,9/16/2022,3,N/A,N/A
4474,Med,9/27/2022,7,N/A,N/A
4474,Small,9/27/2022,3,N/A,N/A
4474,Med,9/27/2022,2,N/A,N/A
4475,Small,9/21/2022,3,N/A,N/A
4476,Small,9/20/2022,3,N/A,N/A
4477,Small,9/16/2022,3,N/A,N/A
4479,Small,9/17/2022,3,N/A,N/A
4479,Med,9/17/2022,3,N/A,N/A
4483,Small,9/21/2022,3,N/A,N/A
4483,Med,9/21/2022,3,N/A,N/A
4484,Med,9/16/2022,7,N/A,N/A
4484,Small,9/16/2022,3,N/A,N/A
4487,Small,9/21/2022,3,N/A,N/A
4487,Med,9/21/2022,3,N/A,N/A
4488,Small,9/21/2022,3,N/A,N/A
4497,Med,9/20/2022,7,N/A,N/A
4497,Small,9/20/2022,3,N/A,N/A
4501,Med,9/16/2022,7,N/A,N/A
4501,Small,9/16/2022,3,N/A,N/A
4503,Small,9/16/2022,3,N/A,N/A
4506,Med,9/21/2022,7,N/A,N/A
4506,Small,9/21/2022,3,N/A,N/A
4508,Small,9/24/2022,3,N/A,N/A
4508,Med,9/24/2022,3,N/A,N/A
4509,Small,9/20/2022,3,N/A,N/A
4509,Med,9/20/2022,2,N/A,N/A
4511,Small,9/16/2022,3,N/A,N/A
4511,Med,9/16/2022,2,N/A,N/A
4512,Small,9/20/2022,3,N/A,N/A
4514,Med,9/24/2022,7,N/A,N/A
4514,Small,9/24/2022,3,N/A,N/A
4520,Small,9/20/2022,3,N/A,N/A
4521,Small,9/21/2022,3,N/A,N/A
4521,Med,9/21/2022,2,N/A,N/A
4526,Small,9/15/2022,3,N/A,N/A
4529,Med,9/15/2022,7,N/A,N/A
4529,Small,9/15/2022,3,N/A,N/A
4531,Med,9/17/2022,7,N/A,N/A
4531,Small,9/17/2022,3,N/A,N/A
4533,Med,9/20/2022,7,N/A,N/A
4533,Small,9/20/2022,3,N/A,N/A
4538,Small,9/20/2022,3,N/A,N/A
4540,Med,9/16/2022,7,N/A,N/A
4540,Small,9/16/2022,3,N/A,N/A
4553,Med,9/22/2022,7,N/A,N/A
4553,Small,9/22/2022,3,N/A,N/A
4554,Med,9/27/2022,6,N/A,N/A
4554,Small,9/27/2022,3,N/A,N/A
4556,Med,9/17/2022,7,N/A,N/A
4556,Small,9/17/2022,3,N/A,N/A
4557,Med,9/21/2022,7,N/A,N/A
4557,Small,9/21/2022,3,N/A,N/A
4558,Small,9/16/2022,3,N/A,N/A
4558,Med,9/16/2022,3,N/A,N/A
4564,Small,9/17/2022,3,N/A,N/A
4567,Small,9/20/2022,3,N/A,N/A
4568,Med,9/22/2022,6,N/A,N/A
4568,Small,9/22/2022,3,N/A,N/A
4569,Med,9/15/2022,7,N/A,N/A
4569,Small,9/15/2022,3,N/A,N/A
4570,Med,9/17/2022,6,N/A,N/A
4570,Small,9/17/2022,3,N/A,N/A
4574,Small,9/22/2022,3,N/A,N/A
4581,Med,9/24/2022,7,N/A,N/A
4581,Small,9/24/2022,3,N/A,N/A
4581,Med,9/24/2022,2,N/A,N/A
4583,Med,9/20/2022,6,N/A,N/A
4583,Small,9/20/2022,3,N/A,N/A
4588,Med,9/17/2022,7,N/A,N/A
4588,Small,9/17/2022,3,N/A,N/A
4590,Med,9/23/2022,6,N/A,N/A
4590,Small,9/23/2022,3,N/A,N/A
4593,Small,9/21/2022,3,N/A,N/A
4594,Small,9/17/2022,3,N/A,N/A
4597,Small,9/16/2022,3,N/A,N/A
4597,Med,9/16/2022,3,N/A,N/A
4599,Med,9/20/2022,7,N/A,N/A
4599,Small,9/20/2022,3,N/A,N/A
4600,Med,9/22/2022,6,N/A,N/A
4600,Small,9/22/2022,3,N/A,N/A
4601,Med,9/27/2022,7,N/A,N/A
4601,Small,9/27/2022,3,N/A,N/A
4606,Med,9/21/2022,7,N/A,N/A
4606,Small,9/21/2022,3,N/A,N/A
4609,Small,9/30/2022,3,N/A,N/A
4609,Med,9/30/2022,2,N/A,N/A
4611,Med,9/17/2022,7,N/A,N/A
4611,Small,9/17/2022,3,N/A,N/A
4612,Small,9/22/2022,3,N/A,N/A
4615,Small,9/20/2022,3,N/A,N/A
4615,Med,9/20/2022,3,N/A,N/A
4616,Small,9/17/2022,3,N/A,N/A
4623,Small,9/23/2022,3,N/A,N/A
4627,Small,9/21/2022,3,N/A,N/A
4627,Med,9/21/2022,2,N/A,N/A
4631,Small,9/16/2022,3,N/A,N/A
4635,Small,9/21/2022,3,N/A,N/A
4635,Med,9/21/2022,3,N/A,N/A
4636,Med,9/21/2022,7,N/A,N/A
4636,Small,9/21/2022,3,N/A,N/A
4637,Small,9/17/2022,3,N/A,N/A
4637,Med,9/17/2022,3,N/A,N/A
4638,Med,9/21/2022,7,N/A,N/A
4638,Small,9/21/2022,3,N/A,N/A
4639,Med,9/15/2022,5,N/A,N/A
4639,Small,9/15/2022,3,N/A,N/A
4641,Med,9/20/2022,6,N/A,N/A
4641,Small,9/20/2022,3,N/A,N/A
4643,Med,9/20/2022,6,N/A,N/A
4643,Small,9/20/2022,3,N/A,N/A
4644,Med,9/20/2022,6,N/A,N/A
4644,Small,9/20/2022,3,N/A,N/A
4660,Small,9/16/2022,3,N/A,N/A
4664,Small,9/22/2022,3,N/A,N/A
4677,Med,9/21/2022,6,N/A,N/A
4677,Small,9/21/2022,3,N/A,N/A
4678,Med,9/20/2022,7,N/A,N/A
4678,Small,9/20/2022,3,N/A,N/A
4679,Med,9/28/2022,7,N/A,N/A
4679,Small,9/28/2022,3,N/A,N/A
4679,Med,9/28/2022,2,N/A,N/A
4681,Med,9/15/2022,7,N/A,N/A
