DC Number,Type,Date,Application,Summary,Status,CRQ
7077,Enhancement,7/22/2025,Moves,DC 8852 Shafter Modernization; Atlas Moves CCM changes,Scheduled,CHG3336527
7048,Enhancement,7/22/2025,Moves,DC 8852 Shafter Modernization; Atlas Moves CCM changes,Scheduled,CHG3336527
7047,Enhancement,7/22/2025,Moves,DC 8852 Shafter Modernization; Atlas Moves CCM changes,Scheduled,CHG3336527
7021,Enhancement,7/22/2025,Moves,DC 8852 Shafter Modernization; Atlas Moves CCM changes,Scheduled,CHG3336527
7013,Enhancement,7/22/2025,Moves,DC 8852 Shafter Modernization; Atlas Moves CCM changes,Scheduled,CHG3336527
8852,Enhancement,7/22/2025,ICQA ,DC 8852 Shafter Modernization; ICQA User Interface CCM Configuration Changes,Scheduled,CHG3349467
8397,Enhancement,7/22/2025,ICQA ,DC 8852 Shafter Modernization; ICQA User Interface CCM Configuration Changes,Scheduled,CHG3349467
7084,Enhancement,7/22/2025,ICQA ,DC 8852 Shafter Modernization; ICQA User Interface CCM Configuration Changes,Scheduled,CHG3349467
7077,Enhancement,7/22/2025,ICQA ,DC 8852 Shafter Modernization; ICQA User Interface CCM Configuration Changes,Scheduled,CHG3349467
7048,Enhancement,7/22/2025,ICQA ,DC 8852 Shafter Modernization; ICQA User Interface CCM Configuration Changes,Scheduled,CHG3349467
7047,Enhancement,7/22/2025,ICQA ,DC 8852 Shafter Modernization; ICQA User Interface CCM Configuration Changes,Scheduled,CHG3349467
7021,Enhancement,7/22/2025,ICQA ,DC 8852 Shafter Modernization; ICQA User Interface CCM Configuration Changes,Scheduled,CHG3349467
7013,Enhancement,7/22/2025,ICQA ,DC 8852 Shafter Modernization; ICQA User Interface CCM Configuration Changes,Scheduled,CHG3349467
8852,Enhancement,7/22/2025,GDM,DC 8852 Shafter Modernization;  Atlas GDM CCM changes,Scheduled,CHG3334216
8397,Enhancement,7/22/2025,GDM,DC 8852 Shafter Modernization;  Atlas GDM CCM changes,Scheduled,CHG3334216
7084,Enhancement,7/22/2025,GDM,DC 8852 Shafter Modernization;  Atlas GDM CCM changes,Scheduled,CHG3334216
7077,Enhancement,7/22/2025,GDM,DC 8852 Shafter Modernization;  Atlas GDM CCM changes,Scheduled,CHG3334216
7048,Enhancement,7/22/2025,GDM,DC 8852 Shafter Modernization;  Atlas GDM CCM changes,Scheduled,CHG3334216
7047,Enhancement,7/22/2025,GDM,DC 8852 Shafter Modernization;  Atlas GDM CCM changes,Scheduled,CHG3334216
7021,Enhancement,7/22/2025,GDM,DC 8852 Shafter Modernization;  Atlas GDM CCM changes,Scheduled,CHG3334216
7013,Enhancement,7/22/2025,GDM,DC 8852 Shafter Modernization;  Atlas GDM CCM changes,Scheduled,CHG3334216
8852,Enhancement,7/22/2025,Receiving,DC 8852 Shafter Modernization;  Atlas Receiving CCM changes,Scheduled,CHG3336204
8397,Enhancement,7/22/2025,Receiving,DC 8852 Shafter Modernization;  Atlas Receiving CCM changes,Scheduled,CHG3336204
7084,Enhancement,7/22/2025,Receiving,DC 8852 Shafter Modernization;  Atlas Receiving CCM changes,Scheduled,CHG3336204
7077,Enhancement,7/22/2025,Receiving,DC 8852 Shafter Modernization;  Atlas Receiving CCM changes,Scheduled,CHG3336204
7048,Enhancement,7/22/2025,Receiving,DC 8852 Shafter Modernization;  Atlas Receiving CCM changes,Scheduled,CHG3336204
7047,Enhancement,7/22/2025,Receiving,DC 8852 Shafter Modernization;  Atlas Receiving CCM changes,Scheduled,CHG3336204
7021,Enhancement,7/22/2025,Receiving,DC 8852 Shafter Modernization;  Atlas Receiving CCM changes,Scheduled,CHG3336204
7013,Enhancement,7/22/2025,Receiving,DC 8852 Shafter Modernization;  Atlas Receiving CCM changes,Scheduled,CHG3336204
8348,Enhancement,7/22/2025,SHORE,Pilot; updating how some purged jobs are managed; efficiency improvements,Scheduled,CHG3315513
6084,Enhancement,7/22/2025,SHORE,Pilot; updating how some purged jobs are managed; efficiency improvements,Scheduled,CHG3315513
6083,Enhancement,7/22/2025,SHORE,Pilot; updating how some purged jobs are managed; efficiency improvements,Scheduled,CHG3315513
6082,Enhancement,7/22/2025,SHORE,Pilot; updating how some purged jobs are managed; efficiency improvements,Scheduled,CHG3315513
6077,Enhancement,7/22/2025,SHORE,Pilot; updating how some purged jobs are managed; efficiency improvements,Scheduled,CHG3315513
6065,Enhancement,7/22/2025,SHORE,Pilot; updating how some purged jobs are managed; efficiency improvements,Scheduled,CHG3315513
6057,Enhancement,7/22/2025,SHORE,Pilot; updating how some purged jobs are managed; efficiency improvements,Scheduled,CHG3315513
6042,Enhancement,7/22/2025,SHORE,Pilot; updating how some purged jobs are managed; efficiency improvements,Scheduled,CHG3315513
8852,Enhancement,7/22/2025,Loading,DC 8852 Shafter Modernization; Atlas Loading CCM changes,Scheduled,CHG3336076
8397,Enhancement,7/22/2025,Loading,DC 8852 Shafter Modernization; Atlas Loading CCM changes,Scheduled,CHG3336076
7084,Enhancement,7/22/2025,Loading,DC 8852 Shafter Modernization; Atlas Loading CCM changes,Scheduled,CHG3336076
7077,Enhancement,7/22/2025,Loading,DC 8852 Shafter Modernization; Atlas Loading CCM changes,Scheduled,CHG3336076
7048,Enhancement,7/22/2025,Loading,DC 8852 Shafter Modernization; Atlas Loading CCM changes,Scheduled,CHG3336076
7047,Enhancement,7/22/2025,Loading,DC 8852 Shafter Modernization; Atlas Loading CCM changes,Scheduled,CHG3336076
7021,Enhancement,7/22/2025,Loading,DC 8852 Shafter Modernization; Atlas Loading CCM changes,Scheduled,CHG3336076
7013,Enhancement,7/22/2025,Loading,DC 8852 Shafter Modernization; Atlas Loading CCM changes,Scheduled,CHG3336076
