Store Numbers,Store Footage,Status,Status For Comms,Store Messaging,Expected Service,
1801,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
3631,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
3284,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
516,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
827,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
412,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
3431,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
353,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
804,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
590,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
896,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
284,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
2649,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
880,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
2834,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
1178,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
807,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
206,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
4240,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
2105,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
217,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
260,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
5191,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
4164,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
565,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
4215,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
1118,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
7178,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
6300,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
2883,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
5866,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
746,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
5316,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
5247,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
3773,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
3225,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
789,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
297,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
3510,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
2993,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
3425,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
3226,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
1409,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
1040,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
2133,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
4163,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
77,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
280,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
3170,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
3169,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
330,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
1098,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
3383,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
2653,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
945,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
6898,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
5460,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
452,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
381,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
3888,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
1198,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
908,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
2881,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
1374,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
890,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
1084,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
5871,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
2789,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
5882,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
5300,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
5035,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
941,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
3347,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
258,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
273,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
287,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
766,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
2690,16ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
661,8ft,Wave 3 TBD,WK 49 NEW MOD ONLY,"You will only be receiving the new Wk 49 Modular Reset, no new fixture at this time. Premium Service Reps will be visiting your store starting WK 50 to help reset your Modular. Please set aside your Reset Box for the Premium Representative to collect in store. The service representatives will be scheduling their visits via the Volt app. Please make sure the boxes are ready when they come in for service. ",Between WK 50 - WK 4,
