Store Number,Week,Day,Remodel
4188,36,10/9/2025,No
5716,36,10/9/2025,No
5675,36,10/9/2025,No
1567,36,10/9/2025,No
1571,36,10/9/2025,No
1603,36,10/9/2025,No
1633,36,10/9/2025,No
1658,36,10/9/2025,No
2497,36,10/9/2025,No
2502,36,10/9/2025,No
2510,36,10/9/2025,No
2541,36,10/9/2025,No
2545,36,10/9/2025,No
2554,36,10/9/2025,No
2562,36,10/9/2025,No
2565,36,10/9/2025,No
2587,36,10/9/2025,No
2687,36,10/9/2025,No
2872,36,10/9/2025,No
2909,36,10/9/2025,No
2948,36,10/9/2025,No
2951,36,10/9/2025,No
2966,36,10/9/2025,No
3056,36,10/9/2025,No
3058,36,10/9/2025,No
3514,36,10/9/2025,No
3534,36,10/9/2025,No
3708,36,10/9/2025,No
3762,36,10/9/2025,No
3786,36,10/9/2025,No
3835,36,10/9/2025,No
3850,36,10/9/2025,No
716,36,10/9/2025,No
721,36,10/9/2025,No
748,36,10/9/2025,No
767,36,10/9/2025,No
771,36,10/9/2025,No
773,36,10/9/2025,No
785,36,10/9/2025,No
790,36,10/9/2025,No
405,37,10/13/2025,No
521,37,10/13/2025,No
522,37,10/13/2025,No
543,37,10/13/2025,No
562,37,10/13/2025,No
575,37,10/13/2025,No
578,37,10/13/2025,No
592,37,10/13/2025,No
648,37,10/13/2025,No
664,37,10/13/2025,No
685,37,10/13/2025,No
699,37,10/13/2025,No
723,37,10/13/2025,No
729,37,10/13/2025,No
746,37,10/13/2025,No
757,37,10/13/2025,No
765,37,10/13/2025,No
807,37,10/13/2025,No
827,37,10/13/2025,No
912,37,10/13/2025,No
914,37,10/13/2025,No
945,37,10/13/2025,No
961,37,10/13/2025,No
971,37,10/13/2025,No
984,37,10/13/2025,No
1144,37,10/13/2025,No
1192,37,10/13/2025,No
1197,37,10/13/2025,No
1252,37,10/13/2025,No
1259,37,10/13/2025,No
1282,37,10/13/2025,No
1311,37,10/13/2025,No
1315,37,10/13/2025,No
1319,37,10/13/2025,No
1334,37,10/13/2025,No
1335,37,10/13/2025,No
1351,37,10/13/2025,No
1428,37,10/13/2025,No
1448,37,10/13/2025,No
1487,37,10/13/2025,No
1491,37,10/13/2025,No
1502,37,10/13/2025,No
1523,37,10/13/2025,No
1530,37,10/13/2025,No
1593,37,10/13/2025,No
1612,37,10/13/2025,No
1650,37,10/13/2025,No
1688,37,10/13/2025,No
1732,37,10/13/2025,No
1735,37,10/13/2025,No
1747,37,10/13/2025,No
1754,37,10/13/2025,No
1768,37,10/13/2025,No
1776,37,10/13/2025,No
1783,37,10/13/2025,No
1787,37,10/13/2025,No
1803,37,10/13/2025,No
1829,37,10/13/2025,No
1861,37,10/13/2025,No
1912,37,10/13/2025,No
1914,37,10/13/2025,No
1937,37,10/13/2025,No
1939,37,10/13/2025,No
1965,37,10/13/2025,No
1991,37,10/13/2025,No
2010,37,10/13/2025,No
2012,37,10/13/2025,No
2021,37,10/13/2025,No
2069,37,10/13/2025,No
2077,37,10/13/2025,No
2096,37,10/13/2025,No
2146,37,10/13/2025,No
2160,37,10/13/2025,No
2164,37,10/13/2025,No
2178,37,10/13/2025,No
2192,37,10/13/2025,No
2197,37,10/13/2025,No
2294,37,10/13/2025,No
2348,37,10/13/2025,No
2444,37,10/13/2025,No
2469,37,10/13/2025,No
2476,37,10/13/2025,No
2630,37,10/13/2025,No
2652,37,10/13/2025,No
2663,37,10/13/2025,No
2693,37,10/13/2025,No
2729,37,10/13/2025,No
2777,37,10/13/2025,No
2780,37,10/13/2025,No
2787,37,10/13/2025,No
2827,37,10/13/2025,No
2929,37,10/13/2025,No
2931,37,10/13/2025,No
2957,37,10/13/2025,No
2980,37,10/13/2025,No
2990,37,10/13/2025,No
2992,37,10/13/2025,No
2994,37,10/13/2025,No
3018,37,10/13/2025,No
3227,37,10/13/2025,No
3233,37,10/13/2025,No
3236,37,10/13/2025,No
3277,37,10/13/2025,No
3329,37,10/13/2025,No
3352,37,10/13/2025,No
3386,37,10/13/2025,No
3435,37,10/13/2025,No
3461,37,10/13/2025,No
3480,37,10/13/2025,No
3499,37,10/13/2025,No
3571,37,10/13/2025,No
3591,37,10/13/2025,No
3623,37,10/13/2025,No
3705,37,10/13/2025,No
3778,37,10/13/2025,No
3794,37,10/13/2025,No
3840,37,10/13/2025,No
3897,37,10/13/2025,No
4230,37,10/13/2025,No
4247,37,10/13/2025,No
4259,37,10/13/2025,No
4336,37,10/13/2025,No
4430,37,10/13/2025,No
4636,37,10/13/2025,No
4637,37,10/13/2025,No
5012,37,10/13/2025,No
5023,37,10/13/2025,No
5027,37,10/13/2025,No
5044,37,10/13/2025,No
5048,37,10/13/2025,No
5078,37,10/13/2025,No
5123,37,10/13/2025,No
5156,37,10/13/2025,No
5170,37,10/13/2025,No
5233,37,10/13/2025,No
5262,37,10/13/2025,No
5273,37,10/13/2025,No
5295,37,10/13/2025,No
5379,37,10/13/2025,No
5428,37,10/13/2025,No
5458,37,10/13/2025,No
5469,37,10/13/2025,No
5476,37,10/13/2025,No
5491,37,10/13/2025,No
5667,37,10/13/2025,No
5732,37,10/13/2025,No
5747,37,10/13/2025,No
6392,37,10/13/2025,No
7280,37,10/13/2025,No
346,37,10/13/2025,Remodel Site
1614,37,10/13/2025,Remodel Site
1961,37,10/13/2025,Remodel Site
2176,37,10/13/2025,Remodel Site
2263,37,10/13/2025,Remodel Site
3513,37,10/13/2025,Remodel Site
4378,37,10/13/2025,Remodel Site
1250,37,10/13/2025,New Store
308,37,10/14/2025,No
330,37,10/14/2025,No
347,37,10/14/2025,No
353,37,10/14/2025,No
361,37,10/14/2025,No
374,37,10/14/2025,No
389,37,10/14/2025,No
413,37,10/14/2025,No
459,37,10/14/2025,No
469,37,10/14/2025,No
499,37,10/14/2025,No
555,37,10/14/2025,No
619,37,10/14/2025,No
655,37,10/14/2025,No
684,37,10/14/2025,No
695,37,10/14/2025,No
720,37,10/14/2025,No
753,37,10/14/2025,No
775,37,10/14/2025,No
796,37,10/14/2025,No
809,37,10/14/2025,No
836,37,10/14/2025,No
854,37,10/14/2025,No
910,37,10/14/2025,No
941,37,10/14/2025,No
960,37,10/14/2025,No
969,37,10/14/2025,No
979,37,10/14/2025,No
988,37,10/14/2025,No
1012,37,10/14/2025,No
1026,37,10/14/2025,No
1037,37,10/14/2025,No
1056,37,10/14/2025,No
1068,37,10/14/2025,No
1080,37,10/14/2025,No
1121,37,10/14/2025,No
1142,37,10/14/2025,No
1158,37,10/14/2025,No
1181,37,10/14/2025,No
1193,37,10/14/2025,No
1204,37,10/14/2025,No
1212,37,10/14/2025,No
1218,37,10/14/2025,No
1222,37,10/14/2025,No
1230,37,10/14/2025,No
1242,37,10/14/2025,No
1255,37,10/14/2025,No
1268,37,10/14/2025,No
1272,37,10/14/2025,No
1274,37,10/14/2025,No
1296,37,10/14/2025,No
1301,37,10/14/2025,No
1320,37,10/14/2025,No
1430,37,10/14/2025,No
1456,37,10/14/2025,No
1470,37,10/14/2025,No
1478,37,10/14/2025,No
1500,37,10/14/2025,No
1509,37,10/14/2025,No
1514,37,10/14/2025,No
1533,37,10/14/2025,No
1539,37,10/14/2025,No
1544,37,10/14/2025,No
1556,37,10/14/2025,No
1568,37,10/14/2025,No
1570,37,10/14/2025,No
1577,37,10/14/2025,No
1630,37,10/14/2025,No
1645,37,10/14/2025,No
1660,37,10/14/2025,No
1753,37,10/14/2025,No
1780,37,10/14/2025,No
1788,37,10/14/2025,No
1872,37,10/14/2025,No
1894,37,10/14/2025,No
1896,37,10/14/2025,No
1931,37,10/14/2025,No
1953,37,10/14/2025,No
1954,37,10/14/2025,No
1982,37,10/14/2025,No
2102,37,10/14/2025,No
2108,37,10/14/2025,No
2116,37,10/14/2025,No
2125,37,10/14/2025,No
2191,37,10/14/2025,No
2221,37,10/14/2025,No
2222,37,10/14/2025,No
2225,37,10/14/2025,No
2234,37,10/14/2025,No
2253,37,10/14/2025,No
2272,37,10/14/2025,No
2278,37,10/14/2025,No
2307,37,10/14/2025,No
2313,37,10/14/2025,No
2339,37,10/14/2025,No
2511,37,10/14/2025,No
2520,37,10/14/2025,No
2528,37,10/14/2025,No
2537,37,10/14/2025,No
2579,37,10/14/2025,No
2593,37,10/14/2025,No
2704,37,10/14/2025,No
2720,37,10/14/2025,No
2756,37,10/14/2025,No
2762,37,10/14/2025,No
2823,37,10/14/2025,No
2846,37,10/14/2025,No
2911,37,10/14/2025,No
2935,37,10/14/2025,No
3192,37,10/14/2025,No
3251,37,10/14/2025,No
3258,37,10/14/2025,No
3387,37,10/14/2025,No
3395,37,10/14/2025,No
3423,37,10/14/2025,No
3492,37,10/14/2025,No
3503,37,10/14/2025,No
3511,37,10/14/2025,No
3573,37,10/14/2025,No
3608,37,10/14/2025,No
3722,37,10/14/2025,No
3739,37,10/14/2025,No
3764,37,10/14/2025,No
3869,37,10/14/2025,No
4115,37,10/14/2025,No
4231,37,10/14/2025,No
4239,37,10/14/2025,No
4474,37,10/14/2025,No
4526,37,10/14/2025,No
4557,37,10/14/2025,No
4594,37,10/14/2025,No
5029,37,10/14/2025,No
5045,37,10/14/2025,No
5096,37,10/14/2025,No
5105,37,10/14/2025,No
5247,37,10/14/2025,No
5264,37,10/14/2025,No
5334,37,10/14/2025,No
5342,37,10/14/2025,No
5402,37,10/14/2025,No
5460,37,10/14/2025,No
5480,37,10/14/2025,No
5487,37,10/14/2025,No
5672,37,10/14/2025,No
5728,37,10/14/2025,No
5772,37,10/14/2025,No
5889,37,10/14/2025,No
6286,37,10/14/2025,No
6394,37,10/14/2025,No
7281,37,10/14/2025,No
2809,37,10/14/2025,Remodel Site
3046,37,10/14/2025,Remodel Site
3208,37,10/14/2025,Remodel Site
3304,37,10/14/2025,Remodel Site
261,37,10/15/2025,No
278,37,10/15/2025,No
309,37,10/15/2025,No
332,37,10/15/2025,No
335,37,10/15/2025,No
368,37,10/15/2025,No
400,37,10/15/2025,No
445,37,10/15/2025,No
463,37,10/15/2025,No
492,37,10/15/2025,No
513,37,10/15/2025,No
598,37,10/15/2025,No
610,37,10/15/2025,No
614,37,10/15/2025,No
645,37,10/15/2025,No
652,37,10/15/2025,No
710,37,10/15/2025,No
712,37,10/15/2025,No
788,37,10/15/2025,No
820,37,10/15/2025,No
918,37,10/15/2025,No
976,37,10/15/2025,No
1000,37,10/15/2025,No
1028,37,10/15/2025,No
1077,37,10/15/2025,No
1124,37,10/15/2025,No
1152,37,10/15/2025,No
1240,37,10/15/2025,No
1253,37,10/15/2025,No
1284,37,10/15/2025,No
1307,37,10/15/2025,No
1310,37,10/15/2025,No
1312,37,10/15/2025,No
1330,37,10/15/2025,No
1346,37,10/15/2025,No
1426,37,10/15/2025,No
1431,37,10/15/2025,No
1437,37,10/15/2025,No
1454,37,10/15/2025,No
1526,37,10/15/2025,No
1536,37,10/15/2025,No
1543,37,10/15/2025,No
1584,37,10/15/2025,No
1588,37,10/15/2025,No
1617,37,10/15/2025,No
1622,37,10/15/2025,No
1636,37,10/15/2025,No
1638,37,10/15/2025,No
1657,37,10/15/2025,No
1690,37,10/15/2025,No
1703,37,10/15/2025,No
1731,37,10/15/2025,No
1740,37,10/15/2025,No
1791,37,10/15/2025,No
1792,37,10/15/2025,No
1802,37,10/15/2025,No
1804,37,10/15/2025,No
1813,37,10/15/2025,No
1827,37,10/15/2025,No
1855,37,10/15/2025,No
1863,37,10/15/2025,No
1885,37,10/15/2025,No
1898,37,10/15/2025,No
1924,37,10/15/2025,No
1941,37,10/15/2025,No
1946,37,10/15/2025,No
1952,37,10/15/2025,No
1959,37,10/15/2025,No
1988,37,10/15/2025,No
2024,37,10/15/2025,No
2045,37,10/15/2025,No
2103,37,10/15/2025,No
2204,37,10/15/2025,No
2209,37,10/15/2025,No
2283,37,10/15/2025,No
2292,37,10/15/2025,No
2329,37,10/15/2025,No
2400,37,10/15/2025,No
2438,37,10/15/2025,No
2452,37,10/15/2025,No
2561,37,10/15/2025,No
2619,37,10/15/2025,No
2620,37,10/15/2025,No
2682,37,10/15/2025,No
2692,37,10/15/2025,No
2708,37,10/15/2025,No
2774,37,10/15/2025,No
2812,37,10/15/2025,No
2813,37,10/15/2025,No
2844,37,10/15/2025,No
2914,37,10/15/2025,No
2925,37,10/15/2025,No
2932,37,10/15/2025,No
2934,37,10/15/2025,No
2993,37,10/15/2025,No
3107,37,10/15/2025,No
3118,37,10/15/2025,No
3206,37,10/15/2025,No
3215,37,10/15/2025,No
3218,37,10/15/2025,No
3239,37,10/15/2025,No
3259,37,10/15/2025,No
3320,37,10/15/2025,No
3328,37,10/15/2025,No
3364,37,10/15/2025,No
3388,37,10/15/2025,No
3408,37,10/15/2025,No
3427,37,10/15/2025,No
3495,37,10/15/2025,No
3515,37,10/15/2025,No
3560,37,10/15/2025,No
3620,37,10/15/2025,No
3633,37,10/15/2025,No
3644,37,10/15/2025,No
3785,37,10/15/2025,No
3830,37,10/15/2025,No
4068,37,10/15/2025,No
4164,37,10/15/2025,No
4191,37,10/15/2025,No
4215,37,10/15/2025,No
4221,37,10/15/2025,No
4407,37,10/15/2025,No
4416,37,10/15/2025,No
4427,37,10/15/2025,No
4440,37,10/15/2025,No
4459,37,10/15/2025,No
4865,37,10/15/2025,No
5025,37,10/15/2025,No
5033,37,10/15/2025,No
5088,37,10/15/2025,No
5127,37,10/15/2025,No
5261,37,10/15/2025,No
5296,37,10/15/2025,No
5312,37,10/15/2025,No
5326,37,10/15/2025,No
5329,37,10/15/2025,No
5331,37,10/15/2025,No
5387,37,10/15/2025,No
5403,37,10/15/2025,No
5429,37,10/15/2025,No
5435,37,10/15/2025,No
5441,37,10/15/2025,No
5745,37,10/15/2025,No
5763,37,10/15/2025,No
5869,37,10/15/2025,No
5965,37,10/15/2025,No
6467,37,10/15/2025,No
7087,37,10/15/2025,No
7246,37,10/15/2025,No
3307,37,10/15/2025,Remodel Site
3412,37,10/15/2025,Remodel Site
1484,37,10/15/2025,New Store
22,37,10/16/2025,No
47,37,10/16/2025,No
51,37,10/16/2025,No
58,37,10/16/2025,No
70,37,10/16/2025,No
75,37,10/16/2025,No
118,37,10/16/2025,No
126,37,10/16/2025,No
140,37,10/16/2025,No
157,37,10/16/2025,No
199,37,10/16/2025,No
233,37,10/16/2025,No
243,37,10/16/2025,No
266,37,10/16/2025,No
273,37,10/16/2025,No
285,37,10/16/2025,No
296,37,10/16/2025,No
302,37,10/16/2025,No
345,37,10/16/2025,No
426,37,10/16/2025,No
436,37,10/16/2025,No
451,37,10/16/2025,No
490,37,10/16/2025,No
491,37,10/16/2025,No
493,37,10/16/2025,No
508,37,10/16/2025,No
516,37,10/16/2025,No
517,37,10/16/2025,No
527,37,10/16/2025,No
532,37,10/16/2025,No
556,37,10/16/2025,No
565,37,10/16/2025,No
599,37,10/16/2025,No
613,37,10/16/2025,No
615,37,10/16/2025,No
627,37,10/16/2025,No
714,37,10/16/2025,No
769,37,10/16/2025,No
816,37,10/16/2025,No
825,37,10/16/2025,No
826,37,10/16/2025,No
847,37,10/16/2025,No
866,37,10/16/2025,No
1007,37,10/16/2025,No
1443,37,10/16/2025,No
1477,37,10/16/2025,No
1538,37,10/16/2025,No
1554,37,10/16/2025,No
1696,37,10/16/2025,No
1698,37,10/16/2025,No
1745,37,10/16/2025,No
1750,37,10/16/2025,No
1794,37,10/16/2025,No
1848,37,10/16/2025,No
1866,37,10/16/2025,No
1881,37,10/16/2025,No
1882,37,10/16/2025,No
1910,37,10/16/2025,No
1926,37,10/16/2025,No
1936,37,10/16/2025,No
1947,37,10/16/2025,No
1948,37,10/16/2025,No
1971,37,10/16/2025,No
1977,37,10/16/2025,No
1994,37,10/16/2025,No
2014,37,10/16/2025,No
2033,37,10/16/2025,No
2063,37,10/16/2025,No
2070,37,10/16/2025,No
2084,37,10/16/2025,No
2094,37,10/16/2025,No
2101,37,10/16/2025,No
2104,37,10/16/2025,No
2113,37,10/16/2025,No
2151,37,10/16/2025,No
2153,37,10/16/2025,No
2169,37,10/16/2025,No
2188,37,10/16/2025,No
2189,37,10/16/2025,No
2199,37,10/16/2025,No
2242,37,10/16/2025,No
2249,37,10/16/2025,No
2287,37,10/16/2025,No
2370,37,10/16/2025,No
2371,37,10/16/2025,No
2404,37,10/16/2025,No
2405,37,10/16/2025,No
2483,37,10/16/2025,No
2543,37,10/16/2025,No
2559,37,10/16/2025,No
2575,37,10/16/2025,No
2616,37,10/16/2025,No
2642,37,10/16/2025,No
2644,37,10/16/2025,No
2717,37,10/16/2025,No
2788,37,10/16/2025,No
2874,37,10/16/2025,No
2889,37,10/16/2025,No
2922,37,10/16/2025,No
2938,37,10/16/2025,No
2956,37,10/16/2025,No
2958,37,10/16/2025,No
2991,37,10/16/2025,No
3057,37,10/16/2025,No
3213,37,10/16/2025,No
3230,37,10/16/2025,No
3232,37,10/16/2025,No
3260,37,10/16/2025,No
3273,37,10/16/2025,No
3279,37,10/16/2025,No
3303,37,10/16/2025,No
3431,37,10/16/2025,No
3486,37,10/16/2025,No
3502,37,10/16/2025,No
3537,37,10/16/2025,No
3567,37,10/16/2025,No
3570,37,10/16/2025,No
3602,37,10/16/2025,No
3630,37,10/16/2025,No
3645,37,10/16/2025,No
3730,37,10/16/2025,No
3838,37,10/16/2025,No
3875,37,10/16/2025,No
4108,37,10/16/2025,No
4195,37,10/16/2025,No
4241,37,10/16/2025,No
4258,37,10/16/2025,No
4438,37,10/16/2025,No
4501,37,10/16/2025,No
4521,37,10/16/2025,No
4543,37,10/16/2025,No
4567,37,10/16/2025,No
4627,37,10/16/2025,No
4653,37,10/16/2025,No
5049,37,10/16/2025,No
5101,37,10/16/2025,No
5113,37,10/16/2025,No
5166,37,10/16/2025,No
5189,37,10/16/2025,No
5192,37,10/16/2025,No
5260,37,10/16/2025,No
5330,37,10/16/2025,No
5341,37,10/16/2025,No
5368,37,10/16/2025,No
5389,37,10/16/2025,No
5731,37,10/16/2025,No
5761,37,10/16/2025,No
5930,37,10/16/2025,No
6931,37,10/16/2025,No
7326,37,10/16/2025,No
2257,37,10/16/2025,Remodel Site
3587,37,10/16/2025,Remodel Site
3768,37,10/16/2025,Remodel Site
3867,37,10/16/2025,Remodel Site
7221,38,10/20/2025,No
4654,38,10/20/2025,No
6851,38,10/20/2025,No
3845,38,10/20/2025,No
3846,38,10/20/2025,No
2835,38,10/20/2025,No
3450,38,10/20/2025,No
3327,38,10/20/2025,No
5323,38,10/20/2025,No
5805,38,10/20/2025,No
2919,38,10/20/2025,No
3746,38,10/20/2025,No
2977,38,10/20/2025,No
3579,38,10/20/2025,No
4465,38,10/20/2025,No
3449,38,10/20/2025,No
2393,38,10/20/2025,No
410,38,10/20/2025,No
434,38,10/20/2025,No
449,38,10/20/2025,No
560,38,10/20/2025,No
587,38,10/20/2025,No
600,38,10/20/2025,No
630,38,10/20/2025,No
632,38,10/20/2025,No
641,38,10/20/2025,No
656,38,10/20/2025,No
662,38,10/20/2025,No
676,38,10/20/2025,No
683,38,10/20/2025,No
691,38,10/20/2025,No
692,38,10/20/2025,No
768,38,10/20/2025,No
784,38,10/20/2025,No
808,38,10/20/2025,No
815,38,10/20/2025,No
844,38,10/20/2025,No
846,38,10/20/2025,No
869,38,10/20/2025,No
870,38,10/20/2025,No
885,38,10/20/2025,No
887,38,10/20/2025,No
894,38,10/20/2025,No
904,38,10/20/2025,No
921,38,10/20/2025,No
932,38,10/20/2025,No
963,38,10/20/2025,No
990,38,10/20/2025,No
995,38,10/20/2025,No
1011,38,10/20/2025,No
1039,38,10/20/2025,No
1053,38,10/20/2025,No
1054,38,10/20/2025,No
1133,38,10/20/2025,No
1137,38,10/20/2025,No
1154,38,10/20/2025,No
1286,38,10/20/2025,No
1290,38,10/20/2025,No
1299,38,10/20/2025,No
1306,38,10/20/2025,No
1324,38,10/20/2025,No
1403,38,10/20/2025,No
1417,38,10/20/2025,No
1421,38,10/20/2025,No
1474,38,10/20/2025,No
1479,38,10/20/2025,No
1508,38,10/20/2025,No
1519,38,10/20/2025,No
1557,38,10/20/2025,No
1569,38,10/20/2025,No
1594,38,10/20/2025,No
1602,38,10/20/2025,No
1620,38,10/20/2025,No
1646,38,10/20/2025,No
1663,38,10/20/2025,No
1681,38,10/20/2025,No
1781,38,10/20/2025,No
1782,38,10/20/2025,No
1784,38,10/20/2025,No
1799,38,10/20/2025,No
1840,38,10/20/2025,No
1868,38,10/20/2025,No
1871,38,10/20/2025,No
1890,38,10/20/2025,No
1904,38,10/20/2025,No
1908,38,10/20/2025,No
1970,38,10/20/2025,No
1997,38,10/20/2025,No
2038,38,10/20/2025,No
2061,38,10/20/2025,No
2065,38,10/20/2025,No
2083,38,10/20/2025,No
2111,38,10/20/2025,No
2131,38,10/20/2025,No
2183,38,10/20/2025,No
2193,38,10/20/2025,No
2311,38,10/20/2025,No
2331,38,10/20/2025,No
2337,38,10/20/2025,No
2367,38,10/20/2025,No
2421,38,10/20/2025,No
2434,38,10/20/2025,No
2437,38,10/20/2025,No
2459,38,10/20/2025,No
2480,38,10/20/2025,No
2517,38,10/20/2025,No
2547,38,10/20/2025,No
2550,38,10/20/2025,No
2608,38,10/20/2025,No
2613,38,10/20/2025,No
2674,38,10/20/2025,No
2679,38,10/20/2025,No
2684,38,10/20/2025,No
2713,38,10/20/2025,No
2781,38,10/20/2025,No
2894,38,10/20/2025,No
2924,38,10/20/2025,No
2953,38,10/20/2025,No
2964,38,10/20/2025,No
3017,38,10/20/2025,No
3044,38,10/20/2025,No
3075,38,10/20/2025,No
3112,38,10/20/2025,No
3229,38,10/20/2025,No
3248,38,10/20/2025,No
3267,38,10/20/2025,No
3282,38,10/20/2025,No
3283,38,10/20/2025,No
3349,38,10/20/2025,No
3380,38,10/20/2025,No
3394,38,10/20/2025,No
3483,38,10/20/2025,No
3533,38,10/20/2025,No
3582,38,10/20/2025,No
3748,38,10/20/2025,No
3828,38,10/20/2025,No
3837,38,10/20/2025,No
4144,38,10/20/2025,No
4156,38,10/20/2025,No
4288,38,10/20/2025,No
4322,38,10/20/2025,No
4341,38,10/20/2025,No
4423,38,10/20/2025,No
4436,38,10/20/2025,No
4503,38,10/20/2025,No
5056,38,10/20/2025,No
5124,38,10/20/2025,No
5144,38,10/20/2025,No
5159,38,10/20/2025,No
5199,38,10/20/2025,No
5203,38,10/20/2025,No
5253,38,10/20/2025,No
5263,38,10/20/2025,No
5272,38,10/20/2025,No
5337,38,10/20/2025,No
5347,38,10/20/2025,No
5361,38,10/20/2025,No
5385,38,10/20/2025,No
5414,38,10/20/2025,No
5424,38,10/20/2025,No
5433,38,10/20/2025,No
5450,38,10/20/2025,No
5472,38,10/20/2025,No
5485,38,10/20/2025,No
5812,38,10/20/2025,No
5847,38,10/20/2025,No
5883,38,10/20/2025,No
5922,38,10/20/2025,No
5929,38,10/20/2025,No
7290,38,10/20/2025,No
85,38,10/21/2025,No
86,38,10/21/2025,No
100,38,10/21/2025,No
608,38,10/21/2025,No
633,38,10/21/2025,No
660,38,10/21/2025,No
703,38,10/21/2025,No
719,38,10/21/2025,No
770,38,10/21/2025,No
777,38,10/21/2025,No
794,38,10/21/2025,No
799,38,10/21/2025,No
821,38,10/21/2025,No
833,38,10/21/2025,No
834,38,10/21/2025,No
850,38,10/21/2025,No
864,38,10/21/2025,No
903,38,10/21/2025,No
993,38,10/21/2025,No
1008,38,10/21/2025,No
1010,38,10/21/2025,No
1016,38,10/21/2025,No
1041,38,10/21/2025,No
1096,38,10/21/2025,No
1109,38,10/21/2025,No
1122,38,10/21/2025,No
1128,38,10/21/2025,No
1130,38,10/21/2025,No
1141,38,10/21/2025,No
1168,38,10/21/2025,No
1170,38,10/21/2025,No
1215,38,10/21/2025,No
1326,38,10/21/2025,No
1332,38,10/21/2025,No
1333,38,10/21/2025,No
1345,38,10/21/2025,No
1362,38,10/21/2025,No
1378,38,10/21/2025,No
1381,38,10/21/2025,No
1400,38,10/21/2025,No
1413,38,10/21/2025,No
1447,38,10/21/2025,No
1496,38,10/21/2025,No
1531,38,10/21/2025,No
1573,38,10/21/2025,No
1599,38,10/21/2025,No
1632,38,10/21/2025,No
1640,38,10/21/2025,No
1644,38,10/21/2025,No
1685,38,10/21/2025,No
1689,38,10/21/2025,No
1692,38,10/21/2025,No
1708,38,10/21/2025,No
1738,38,10/21/2025,No
1741,38,10/21/2025,No
1767,38,10/21/2025,No
1775,38,10/21/2025,No
1778,38,10/21/2025,No
1793,38,10/21/2025,No
1806,38,10/21/2025,No
1809,38,10/21/2025,No
1812,38,10/21/2025,No
1834,38,10/21/2025,No
1835,38,10/21/2025,No
1847,38,10/21/2025,No
1853,38,10/21/2025,No
1932,38,10/21/2025,No
1978,38,10/21/2025,No
2013,38,10/21/2025,No
2019,38,10/21/2025,No
2036,38,10/21/2025,No
2037,38,10/21/2025,No
2079,38,10/21/2025,No
2088,38,10/21/2025,No
2097,38,10/21/2025,No
2106,38,10/21/2025,No
2114,38,10/21/2025,No
2127,38,10/21/2025,No
2133,38,10/21/2025,No
2187,38,10/21/2025,No
2312,38,10/21/2025,No
2340,38,10/21/2025,No
2351,38,10/21/2025,No
2366,38,10/21/2025,No
2435,38,10/21/2025,No
2446,38,10/21/2025,No
2457,38,10/21/2025,No
2458,38,10/21/2025,No
2482,38,10/21/2025,No
2492,38,10/21/2025,No
2512,38,10/21/2025,No
2533,38,10/21/2025,No
2535,38,10/21/2025,No
2581,38,10/21/2025,No
2596,38,10/21/2025,No
2643,38,10/21/2025,No
2667,38,10/21/2025,No
2700,38,10/21/2025,No
2748,38,10/21/2025,No
2754,38,10/21/2025,No
2786,38,10/21/2025,No
2790,38,10/21/2025,No
2793,38,10/21/2025,No
2795,38,10/21/2025,No
2862,38,10/21/2025,No
2955,38,10/21/2025,No
2986,38,10/21/2025,No
3035,38,10/21/2025,No
3223,38,10/21/2025,No
3245,38,10/21/2025,No
3310,38,10/21/2025,No
3363,38,10/21/2025,No
3471,38,10/21/2025,No
3485,38,10/21/2025,No
3632,38,10/21/2025,No
3652,38,10/21/2025,No
3659,38,10/21/2025,No
3732,38,10/21/2025,No
3772,38,10/21/2025,No
3780,38,10/21/2025,No
3791,38,10/21/2025,No
3826,38,10/21/2025,No
4063,38,10/21/2025,No
4183,38,10/21/2025,No
4203,38,10/21/2025,No
4272,38,10/21/2025,No
4273,38,10/21/2025,No
4392,38,10/21/2025,No
4593,38,10/21/2025,No
5051,38,10/21/2025,No
5082,38,10/21/2025,No
5133,38,10/21/2025,No
5151,38,10/21/2025,No
5174,38,10/21/2025,No
5241,38,10/21/2025,No
5307,38,10/21/2025,No
5311,38,10/21/2025,No
5348,38,10/21/2025,No
5373,38,10/21/2025,No
5388,38,10/21/2025,No
5392,38,10/21/2025,No
5397,38,10/21/2025,No
5444,38,10/21/2025,No
5448,38,10/21/2025,No
5814,38,10/21/2025,No
5851,38,10/21/2025,No
5880,38,10/21/2025,No
5884,38,10/21/2025,No
6370,38,10/21/2025,No
7194,38,10/21/2025,No
2631,38,10/21/2025,Remodel Site
4439,38,10/21/2025,Remodel Site
11,38,10/22/2025,No
15,38,10/22/2025,No
19,38,10/22/2025,No
33,38,10/22/2025,No
91,38,10/22/2025,No
96,38,10/22/2025,No
97,38,10/22/2025,No
102,38,10/22/2025,No
103,38,10/22/2025,No
121,38,10/22/2025,No
138,38,10/22/2025,No
150,38,10/22/2025,No
164,38,10/22/2025,No
172,38,10/22/2025,No
180,38,10/22/2025,No
186,38,10/22/2025,No
282,38,10/22/2025,No
734,38,10/22/2025,No
735,38,10/22/2025,No
793,38,10/22/2025,No
810,38,10/22/2025,No
812,38,10/22/2025,No
875,38,10/22/2025,No
880,38,10/22/2025,No
911,38,10/22/2025,No
927,38,10/22/2025,No
933,38,10/22/2025,No
