store_nbr,Estimated In-store Week,Estimated Receipt Qty,Direct to Store Receipt Qty,Direct to Store PO Nbr
207,WK07,10,0,
211,WK07,12,0,
212,WK07,21,0,
213,WK07,21,0,
214,WK07,6,96,
216,WK07,9,0,
217,WK07,8,0,
219,WK07,22,0,
220,WK07,22,0,
221,WK07,9,0,
222,WK07,9,0,
225,WK07,21,0,
226,WK07,11,0,
228,WK07,4,0,
230,WK07,10,0,
231,WK07,10,0,
232,WK07,18,0,
234,WK07,8,0,
236,WK07,3,0,
237,WK07,11,0,
238,WK07,26,98,
242,WK07,15,0,
242,WK08,6,0,
243,WK07,9,0,
246,WK07,9,0,
247,WK07,8,0,
248,WK07,9,0,
249,WK07,2,0,
250,WK07,10,96,
250,WK08,14,0,
250,WK09,3,0,
251,WK07,14,0,
252,WK07,9,0,
256,WK07,9,0,
257,WK07,6,0,
259,WK07,2,0,
260,WK07,4,0,
261,WK07,5,0,
262,WK07,12,0,
262,WK08,1,0,
264,WK07,11,108,
264,WK08,2,0,
265,WK07,1,0,
266,WK07,9,0,
267,WK07,8,0,
268,WK07,5,0,
272,WK07,7,0,
272,WK08,2,0,
274,WK07,9,0,
275,WK07,11,0,
279,WK07,5,0,
281,WK07,35,99,
281,WK08,32,0,
281,WK11,0,112,
281,WK14,0,124,
281,WK20,0,112,
284,WK07,11,0,
285,WK07,3,0,
286,WK07,2,0,
287,WK07,24,92,
288,WK07,11,0,
295,WK07,9,0,
296,WK07,7,0,
296,WK08,4,0,
297,WK07,2,0,
298,WK07,11,0,
299,WK07,16,0,
299,WK08,2,0,
300,WK07,5,0,
308,WK07,26,98,
313,WK07,18,0,
313,WK08,1,0,
313,WK09,5,0,
316,WK07,5,0,
319,WK07,8,0,
321,WK07,2,0,
330,WK07,2,0,
332,WK07,2,0,
335,WK07,7,0,
335,WK08,1,0,
336,WK07,7,0,
336,WK08,4,0,
337,WK07,14,0,
338,WK07,9,0,
340,WK07,25,0,
340,WK08,2,0,
342,WK07,8,0,
345,WK07,12,0,
348,WK07,6,0,
348,WK08,4,0,
350,WK07,15,0,
350,WK08,4,0,
352,WK07,9,0,
353,WK07,18,0,
354,WK07,12,0,
355,WK07,16,0,
357,WK07,23,0,
357,WK08,2,0,
357,WK09,5,0,
359,WK07,11,0,
359,WK08,2,0,
360,WK07,8,0,
364,WK07,2,0,
366,WK07,15,0,
369,WK07,9,0,
371,WK07,18,103,
372,WK07,38,0,
373,WK07,24,108,
373,WK08,4,0,
376,WK07,2,0,
379,WK07,12,109,
379,WK08,15,0,
379,WK09,14,0,
379,WK16,0,114,
379,WK21,0,96,
381,WK07,13,0,
382,WK07,8,0,
383,WK07,0,0,
384,WK07,1,0,
387,WK07,8,0,
389,WK07,8,0,
390,WK07,15,0,
390,WK08,4,0,
396,WK07,6,0,
398,WK07,1,0,
399,WK07,11,0,
400,WK07,2,0,
403,WK07,11,0,
404,WK07,13,0,
406,WK07,12,0,
406,WK08,2,0,
407,WK07,4,97,
409,WK07,2,0,
410,WK07,29,108,
410,WK11,0,117,
410,WK15,0,123,
410,WK20,0,96,
412,WK07,9,0,
413,WK07,13,0,
414,WK07,11,0,
416,WK07,13,0,
416,WK08,1,0,
417,WK07,11,0,
419,WK07,9,0,
421,WK07,26,0,
426,WK07,9,0,
427,WK07,11,0,
430,WK07,6,0,
431,WK07,14,0,
431,WK08,1,0,
434,WK07,3,0,
436,WK07,18,0,
436,WK08,2,0,
436,WK09,1,0,
440,WK07,4,0,
442,WK07,7,0,
443,WK07,7,0,
444,WK07,16,108,
444,WK08,15,0,
445,WK07,24,0,
445,WK08,4,0,
447,WK07,12,0,
451,WK07,9,0,
458,WK07,12,0,
459,WK07,15,0,
462,WK07,1,0,
464,WK07,8,0,
467,WK07,8,0,
470,WK07,7,0,
475,WK07,7,0,
477,WK07,9,0,
479,WK07,40,0,
481,WK09,27,0,
481,WK10,13,0,
484,WK07,8,0,
490,WK07,16,0,
491,WK07,7,0,
493,WK07,14,0,
493,WK09,4,0,
494,WK07,5,0,
495,WK07,2,0,
497,WK07,9,0,
497,WK08,4,0,
501,WK07,11,0,
504,WK07,1,0,
508,WK07,38,115,
508,WK15,0,132,
508,WK20,0,131,
510,WK07,7,108,
510,WK08,12,0,
511,WK07,9,0,
514,WK07,2,0,
515,WK07,6,108,
515,WK08,38,0,
515,WK15,0,123,
515,WK20,0,96,
517,WK07,8,0,
518,WK07,26,92,
519,WK07,10,0,
520,WK07,19,0,
523,WK07,8,0,
526,WK07,14,0,
526,WK09,4,0,
528,WK07,3,0,
529,WK07,1,0,
535,WK07,32,0,
536,WK07,40,0,
538,WK07,4,0,
544,WK07,8,0,
545,WK07,6,0,
548,WK07,17,0,
551,WK07,2,0,
552,WK07,14,0,
552,WK08,7,0,
553,WK07,4,0,
555,WK07,3,0,
556,WK07,3,0,
557,WK07,8,0,
558,WK07,8,0,
559,WK07,8,0,
559,WK08,2,0,
559,WK09,2,0,
560,WK07,10,0,
561,WK07,12,103,
563,WK07,2,0,
564,WK07,8,0,
565,WK07,10,0,
568,WK07,14,0,
568,WK08,5,0,
569,WK07,11,108,
569,WK08,2,0,
571,WK07,14,0,
571,WK09,6,0,
572,WK07,3,0,
573,WK07,14,0,
573,WK08,4,0,
574,WK07,13,0,
577,WK07,9,0,
578,WK07,1,109,
578,WK08,4,0,
579,WK07,2,0,
580,WK07,1,0,
582,WK07,2,0,
583,WK07,15,0,
583,WK08,1,0,
584,WK07,19,0,
584,WK09,6,0,
585,WK07,6,0,
586,WK07,12,99,
587,WK07,11,0,
588,WK07,2,0,
589,WK07,9,0,
589,WK08,3,0,
592,WK07,9,0,
593,WK07,5,0,
596,WK07,6,0,
598,WK07,0,109,
598,WK08,18,0,
599,WK07,6,0,
601,WK07,21,0,
603,WK09,8,124,
604,WK07,1,0,
605,WK07,5,0,
606,WK07,4,0,
609,WK07,8,0,
609,WK08,2,0,
609,WK09,2,0,
610,WK07,25,0,
613,WK07,2,0,
614,WK07,15,0,
615,WK07,13,0,
619,WK07,23,0,
619,WK08,1,0,
620,WK07,12,0,
620,WK08,1,0,
621,WK07,15,0,
623,WK07,4,0,
624,WK07,6,0,
625,WK07,16,92,
628,WK07,15,0,
630,WK07,9,0,
631,WK07,6,0,
632,WK07,13,0,
634,WK07,15,0,
634,WK08,4,0,
636,WK09,7,0,
636,WK10,3,0,
637,WK07,9,0,
638,WK07,12,0,
638,WK08,7,0,
640,WK07,6,0,
642,WK07,6,0,
643,WK07,4,0,
644,WK07,12,0,
644,WK08,2,0,
645,WK07,0,109,
645,WK08,16,0,
646,WK07,7,0,
646,WK08,2,0,
646,WK09,2,0,
648,WK07,9,0,
649,WK07,2,0,
652,WK07,26,0,
653,WK07,15,108,
656,WK07,6,0,
657,WK07,20,0,
657,WK08,6,0,
659,WK07,8,0,
659,WK08,1,0,
660,WK07,21,98,
662,WK07,3,0,
663,WK07,16,0,
663,WK08,2,0,
664,WK07,8,0,
665,WK07,18,108,
665,WK08,7,0,
665,WK11,0,115,
665,WK15,0,123,
665,WK20,0,96,
667,WK07,6,0,
668,WK07,11,108,
668,WK08,2,0,
670,WK07,11,0,
671,WK07,8,0,
672,WK07,16,0,
673,WK07,13,0,
673,WK08,6,0,
674,WK07,17,116,
674,WK08,4,0,
674,WK14,0,94,
674,WK20,0,94,
675,WK07,9,0,
676,WK07,8,116,
676,WK08,15,0,
676,WK14,0,122,
676,WK20,0,94,
677,WK07,7,0,
678,WK07,10,116,
678,WK08,25,0,
680,WK07,6,116,
680,WK08,12,0,
681,WK09,0,150,
682,WK07,9,0,
683,WK07,47,92,
683,WK14,0,131,
683,WK20,0,96,
684,WK07,3,109,
684,WK08,5,0,
685,WK07,11,108,
685,WK08,31,0,
685,WK14,0,114,
685,WK20,0,96,
686,WK07,2,0,
687,WK07,16,0,
687,WK08,1,0,
688,WK07,6,0,
689,WK07,19,108,
689,WK08,7,0,
689,WK11,0,115,
689,WK14,0,104,
689,WK20,0,103,
690,WK07,13,108,
690,WK08,27,0,
690,WK15,0,132,
690,WK20,0,114,
691,WK07,2,0,
692,WK07,20,0,
692,WK08,2,0,
694,WK07,7,0,
694,WK08,1,0,
696,WK07,13,0,
697,WK07,2,0,
698,WK07,5,109,
698,WK08,7,0,
699,WK07,7,0,
699,WK08,4,0,
701,WK07,8,0,
702,WK07,14,0,
702,WK09,4,0,
705,WK07,5,0,
709,WK07,13,0,
709,WK08,5,0,
710,WK07,10,0,
711,WK07,5,109,
711,WK08,2,0,
712,WK07,8,0,
715,WK07,2,0,
719,WK07,24,0,
719,WK09,4,0,
720,WK07,9,0,
720,WK08,4,0,
722,WK07,7,0,
723,WK07,3,0,
724,WK07,5,117,
724,WK08,2,0,
726,WK07,13,0,
729,WK07,17,0,
729,WK09,6,0,
734,WK07,1,0,
735,WK07,5,0,
738,WK07,18,116,
738,WK08,7,0,
738,WK14,0,113,
738,WK20,0,104,
739,WK07,12,116,
739,WK08,31,0,
739,WK14,0,114,
739,WK20,0,96,
740,WK07,1,0,
741,WK07,22,0,
741,WK08,1,0,
742,WK07,10,116,
742,WK08,25,0,
742,WK11,0,115,
742,WK15,0,132,
742,WK20,0,114,
744,WK07,1,0,
746,WK07,3,0,
750,WK07,6,0,
750,WK08,2,0,
751,WK07,7,0,
751,WK08,2,0,
751,WK09,2,0,
753,WK07,9,0,
753,WK08,4,0,
753,WK09,3,0,
754,WK07,1,0,
756,WK07,5,0,
765,WK07,6,0,
767,WK07,2,0,
769,WK07,3,0,
770,WK07,9,0,
774,WK07,0,103,
774,WK08,6,0,
776,WK07,23,0,
776,WK08,18,0,
776,WK09,3,0,
778,WK07,4,0,
781,WK07,42,96,
781,WK15,0,131,
781,WK20,0,103,
782,WK07,8,0,
785,WK07,12,0,
788,WK07,30,99,
788,WK08,16,0,
788,WK14,0,141,
788,WK20,0,114,
789,WK07,10,0,
794,WK07,8,0,
795,WK07,3,0,
797,WK07,7,0,
797,WK08,2,0,
797,WK09,2,0,
800,WK07,1,0,
801,WK07,9,0,
802,WK09,9,0,
802,WK10,5,0,
804,WK07,13,0,
805,WK07,9,0,
806,WK07,9,0,
807,WK07,7,0,
808,WK07,1,0,
809,WK07,22,92,
810,WK07,6,0,
810,WK08,2,0,
811,WK07,3,0,
815,WK07,16,109,
815,WK08,15,0,
815,WK09,4,0,
815,WK16,0,105,
815,WK21,0,95,
819,WK07,5,0,
826,WK07,0,89,
826,WK08,2,0,
827,WK07,2,0,
829,WK07,9,0,
835,WK07,9,0,
836,WK07,4,0,
837,WK07,30,92,
837,WK08,32,0,
837,WK11,0,113,
837,WK14,0,124,
837,WK20,0,112,
838,WK07,13,0,
838,WK08,2,0,
842,WK07,4,0,
842,WK09,6,0,
842,WK10,0,123,
844,WK09,28,0,
844,WK10,13,0,
846,WK07,1,0,
847,WK09,18,0,
847,WK10,17,0,
848,WK07,6,0,
848,WK08,4,0,
849,WK07,1,0,
856,WK07,8,0,
862,WK07,3,0,
863,WK07,7,0,
865,WK07,23,96,
866,WK07,4,0,
867,WK07,5,0,
867,WK09,15,0,
868,WK07,24,103,
869,WK07,4,0,
869,WK09,14,0,
870,WK07,8,0,
871,WK07,13,0,
877,WK07,6,0,
878,WK07,7,0,
879,WK07,9,0,
880,WK07,8,0,
881,WK07,10,0,
881,WK08,2,0,
882,WK09,9,0,
882,WK10,5,0,
886,WK07,10,0,
886,WK08,2,0,
886,WK09,5,0,
889,WK07,3,0,
892,WK07,5,0,
892,WK08,4,0,
895,WK07,12,0,
896,WK07,8,0,
899,WK07,3,0,
901,WK07,19,0,
904,WK07,11,0,
905,WK09,21,0,
910,WK07,2,0,
910,WK09,19,0,
910,WK10,21,0,
913,WK09,7,0,
913,WK10,0,124,
914,WK07,11,0,
915,WK07,1,0,
916,WK07,10,0,
917,WK07,9,0,
918,WK07,10,0,
921,WK07,4,0,
922,WK07,10,0,
922,WK08,3,0,
923,WK07,10,0,
923,WK08,3,0,
924,WK09,21,0,
928,WK07,2,0,
929,WK07,5,0,
931,WK07,2,0,
932,WK07,4,0,
936,WK07,12,0,
937,WK07,4,0,
939,WK07,10,0,
940,WK07,11,0,
943,WK07,3,0,
947,WK07,8,0,
948,WK07,10,0,
948,WK08,2,0,
950,WK07,7,0,
950,WK08,6,0,
953,WK07,5,0,
953,WK09,14,0,
955,WK07,4,0,
956,WK07,5,0,
958,WK09,8,0,
958,WK10,5,0,
959,WK07,6,0,
960,WK07,9,0,
962,WK07,14,0,
963,WK07,9,0,
965,WK09,7,0,
965,WK10,53,0,
966,WK07,12,96,
967,WK07,5,0,
970,WK07,12,0,
971,WK09,8,0,
971,WK10,30,0,
972,WK07,10,0,
975,WK07,25,0,
977,WK07,2,0,
978,WK07,14,0,
978,WK08,1,0,
979,WK09,8,0,
979,WK10,30,0,
981,WK07,11,0,
984,WK09,15,0,
985,WK07,12,0,
985,WK08,7,0,
985,WK09,3,0,
986,WK09,11,0,
986,WK10,0,123,
987,WK07,2,0,
995,WK07,9,0,
995,WK08,3,0,
996,WK07,9,0,
996,WK08,5,0,
999,WK07,6,0,
1005,WK07,28,0,
1005,WK08,21,0,
1005,WK09,3,0,
1006,WK07,4,0,
1007,WK09,13,0,
1007,WK10,63,0,
1008,WK07,4,0,
1008,WK09,9,0,
1008,WK10,0,123,
1010,WK07,11,0,
1012,WK09,15,0,
1012,WK10,12,0,
1014,WK07,9,0,
1017,WK07,18,0,
1019,WK09,14,0,
1020,WK07,2,0,
1020,WK09,9,0,
1020,WK10,3,0,
1021,WK07,15,0,
1021,WK08,1,0,
1021,WK09,1,0,
1022,WK07,2,0,
1023,WK07,24,116,
1023,WK08,19,0,
1023,WK14,0,123,
1023,WK20,0,104,
1024,WK07,5,0,
1026,WK07,32,0,
1026,WK09,10,0,
1028,WK09,7,0,
1028,WK10,3,0,
1029,WK07,8,0,
1030,WK07,15,0,
1030,WK08,6,0,
1032,WK07,1,0,
1033,WK07,8,0,
1034,WK07,6,0,
1035,WK07,8,0,
1035,WK08,1,0,
1036,WK07,6,0,
1037,WK07,24,0,
1039,WK07,6,0,
1042,WK07,6,0,
1044,WK07,2,0,
1048,WK07,17,0,
1048,WK08,2,0,
1053,WK07,9,0,
1053,WK08,4,0,
1055,WK07,9,0,
1058,WK07,4,0,
1058,WK09,25,0,
1058,WK10,0,123,
1060,WK07,8,0,
1064,WK07,5,0,
1068,WK07,5,0,
1070,WK07,16,0,
1070,WK08,2,0,
1071,WK07,15,0,
1071,WK08,1,0,
1071,WK09,1,0,
1072,WK07,5,0,
1074,WK07,17,0,
1075,WK07,9,0,
1077,WK07,1,0,
1079,WK07,2,0,
1080,WK07,12,0,
1080,WK08,1,0,
1081,WK07,4,0,
1082,WK07,2,0,
1083,WK07,2,0,
1085,WK07,6,0,
1087,WK07,4,0,
1089,WK07,7,0,
1090,WK07,4,0,
1091,WK07,3,0,
1095,WK07,2,0,
1095,WK09,9,0,
1097,WK07,4,0,
1100,WK07,7,91,
1104,WK07,5,0,
1105,WK07,3,0,
1111,WK07,4,116,
1111,WK08,10,0,
1112,WK07,8,0,
1113,WK07,22,108,
1113,WK08,15,0,
1113,WK14,0,105,
1113,WK21,0,101,
1114,WK07,7,96,
1115,WK07,15,0,
1115,WK08,2,0,
1116,WK07,19,0,
1120,WK07,9,0,
1121,WK07,1,0,
1122,WK07,13,0,
1122,WK08,1,0,
1123,WK07,23,116,
1123,WK08,19,0,
1123,WK15,0,114,
1123,WK21,0,104,
1125,WK09,14,0,
1125,WK10,7,0,
1126,WK07,20,0,
1129,WK07,6,0,
1131,WK07,6,0,
1132,WK07,6,0,
1133,WK07,9,0,
1134,WK07,2,0,
1135,WK07,5,0,
1138,WK09,7,0,
1138,WK10,5,0,
1139,WK07,14,116,
1139,WK08,25,0,
1140,WK07,16,0,
1140,WK09,4,0,
1146,WK07,23,0,
1147,WK07,22,108,
1147,WK08,14,0,
1147,WK14,0,142,
1147,WK20,0,99,
1149,WK07,3,0,
1149,WK08,6,0,
1154,WK07,16,0,
1155,WK07,5,0,
1156,WK07,0,109,
1156,WK08,3,0,
1159,WK07,22,116,
1159,WK08,19,0,
1160,WK07,9,0,
1160,WK08,2,0,
1161,WK07,9,0,
1162,WK07,7,0,
1164,WK07,6,0,
1164,WK08,1,0,
1165,WK07,8,0,
1166,WK07,11,0,
1167,WK09,7,0,
1167,WK10,5,0,
1169,WK07,6,0,
1169,WK08,4,0,
1171,WK07,3,0,
1172,WK07,2,0,
1173,WK07,2,0,
1174,WK07,2,0,
1175,WK07,9,0,
1175,WK08,15,0,
1177,WK07,9,0,
1178,WK07,9,0,
1179,WK07,8,0,
1180,WK07,9,0,
1180,WK08,5,0,
1182,WK07,2,0,
1183,WK07,5,0,
1190,WK07,7,0,
1191,WK07,5,0,
1194,WK07,13,0,
1194,WK08,1,0,
1197,WK07,4,0,
1198,WK07,6,0,
1199,WK07,2,0,
1199,WK09,11,0,
1202,WK09,16,0,
1202,WK10,75,0,
1205,WK07,11,0,
1207,WK07,1,0,
1209,WK07,5,0,
1210,WK07,9,0,
1210,WK08,3,0,
1211,WK09,7,0,
1211,WK10,5,0,
1215,WK07,3,0,
1217,WK07,17,0,
1217,WK08,1,0,
1219,WK07,4,0,
1221,WK07,9,0,
1223,WK07,1,0,
1225,WK07,1,0,
1226,WK07,20,0,
1226,WK08,2,0,
1227,WK07,5,0,
1230,WK07,26,0,
1230,WK08,50,0,
1230,WK11,0,115,
1230,WK14,0,141,
1230,WK17,0,115,
1230,WK18,0,105,
1230,WK20,0,123,
1232,WK07,11,0,
1233,WK07,14,0,
1233,WK08,1,0,
1234,WK07,13,0,
1234,WK08,2,0,
1236,WK07,4,0,
1237,WK07,11,0,
1240,WK07,3,0,
1240,WK08,6,0,
1241,WK07,10,0,
1241,WK08,5,0,
1241,WK09,3,0,
1242,WK07,5,0,
1242,WK08,4,0,
1243,WK07,9,0,
1243,WK08,3,0,
1244,WK07,4,0,
1245,WK07,4,0,
1247,WK07,19,94,
1247,WK08,15,0,
1247,WK15,0,113,
1249,WK07,10,0,
1252,WK09,16,0,
1253,WK07,6,0,
1254,WK07,2,0,
1255,WK07,4,0,
1257,WK07,10,0,
1259,WK07,6,101,
1259,WK08,7,0,
1260,WK07,3,0,
1261,WK07,4,0,
1263,WK07,12,0,
1263,WK08,1,0,
1267,WK09,6,0,
1267,WK10,5,0,
1268,WK07,4,0,
1273,WK09,19,0,
1276,WK09,6,0,
1276,WK10,5,0,
1277,WK08,2,0,
1277,WK09,13,0,
1277,WK10,60,0,
1280,WK07,8,0,
1280,WK09,11,0,
1281,WK07,10,0,
1281,WK08,1,0,
1283,WK07,11,0,
1284,WK07,5,0,
1285,WK07,12,0,
1285,WK08,6,0,
1285,WK09,3,0,
1287,WK07,5,0,
1288,WK07,8,0,
1289,WK07,16,0,
1289,WK08,8,0,
1290,WK07,5,0,
1291,WK07,3,0,
1291,WK08,2,0,
1292,WK07,0,94,
1292,WK08,7,0,
1292,WK15,0,102,
1295,WK07,11,0,
1298,WK07,4,0,
1299,WK08,9,0,
1299,WK14,0,141,
1299,WK17,0,115,
1299,WK20,0,115,
1300,WK07,4,0,
1301,WK07,13,0,
1301,WK08,4,0,
1302,WK07,16,94,
1302,WK08,15,0,
1302,WK15,0,104,
1302,WK21,0,95,
1303,WK07,12,0,
1304,WK07,6,0,
1304,WK10,7,0,
1304,WK11,6,0,
1305,WK09,6,0,
1305,WK10,5,0,
1307,WK09,7,0,
1307,WK10,3,0,
1309,WK07,9,0,
1310,WK07,8,0,
1311,WK07,6,0,
1312,WK07,4,0,
1314,WK07,5,0,
1315,WK09,4,0,
1315,WK10,0,124,
1316,WK09,6,0,
1316,WK10,4,0,
1317,WK07,10,0,
1318,WK07,10,0,
1319,WK07,15,0,
1319,WK08,2,0,
1320,WK07,8,0,
1321,WK07,4,0,
1322,WK07,5,0,
1326,WK07,13,0,
1326,WK08,4,0,
1327,WK07,14,0,
1327,WK09,6,0,
1331,WK07,16,0,
1331,WK08,6,0,
1335,WK07,22,0,
1335,WK08,4,0,
1336,WK07,5,0,
1336,WK08,2,0,
1337,WK07,9,0,
1337,WK08,2,0,
1339,WK07,7,0,
1341,WK07,7,0,
1344,WK07,21,0,
1344,WK08,4,0,
1345,WK07,46,0,
1348,WK07,13,0,
1350,WK07,10,0,
1350,WK08,4,0,
1351,WK07,9,0,
1351,WK08,3,0,
1352,WK07,4,0,
1354,WK07,4,0,
1355,WK07,25,0,
1358,WK07,1,0,
1359,WK07,1,0,
1360,WK07,0,101,
1360,WK08,4,0,
1362,WK07,4,0,
1363,WK07,6,0,
1364,WK07,14,0,
1364,WK08,27,0,
1365,WK08,2,0,
1365,WK09,13,0,
1365,WK10,6,0,
1366,WK09,6,0,
1366,WK10,3,0,
1367,WK07,4,0,
1368,WK07,0,150,
1369,WK07,16,0,
1369,WK08,37,0,
1369,WK11,0,115,
1369,WK14,0,133,
1369,WK20,0,113,
1370,WK07,5,0,
1370,WK08,10,0,
1371,WK07,9,0,
1371,WK08,3,0,
1375,WK07,1,0,
1376,WK07,8,0,
1377,WK09,6,0,
1377,WK10,3,0,
1378,WK07,2,0,
1378,WK10,10,0,
1378,WK11,3,0,
1379,WK07,4,0,
1381,WK07,10,0,
1381,WK08,21,0,
1382,WK07,0,94,
1382,WK08,9,0,
1383,WK07,11,0,
1384,WK09,22,0,
1385,WK07,5,0,
1386,WK09,21,0,
1386,WK10,7,0,
1391,WK07,2,0,
1393,WK07,10,0,
1393,WK08,5,0,
1393,WK09,3,0,
1394,WK09,6,0,
1394,WK10,3,0,
1396,WK09,6,0,
1396,WK10,3,0,
1397,WK07,34,0,
1399,WK07,6,0,
1400,WK07,5,0,
1400,WK08,2,0,
1403,WK07,7,0,
1403,WK08,3,0,
1404,WK09,7,0,
1404,WK10,3,0,
1406,WK07,6,0,
1407,WK07,16,0,
1407,WK08,3,0,
1408,WK07,1,0,
1410,WK07,17,0,
1410,WK08,2,0,
1413,WK09,6,0,
1413,WK10,3,0,
1415,WK07,23,0,
1415,WK08,9,0,
1415,WK09,7,0,
1415,WK10,6,123,
1415,WK12,0,115,
1415,WK16,0,113,
1415,WK22,0,103,
1416,WK07,2,0,
1416,WK09,2,0,
