Region,Market,Store Number,Total Five Star,AES,W+ Enrolled,Sales Comp,Controllable Profit,OPD Growth,Presub,Shrink
14,15,1207,4.44,64.2%,77.08,11.3%,16.5%,66.2%,92.7%,-1.9%
14,15,1362,4.5,74.9%,73.87,1.3%,16.9%,34.8%,92.9%,-1.4%
14,15,3075,4.59,69.0%,71.90,3.9%,16.0%,25.6%,93.3%,-2.0%
14,15,3119,4.47,69.5%,82.48,4.1%,16.6%,38.9%,91.6%,-1.5%
14,15,3439,4.57,62.8%,72.53,0.9%,17.1%,43.9%,95.6%,-1.8%
14,15,5845,4.57,63.1%,74.61,5.3%,19.3%,41.8%,92.8%,-1.3%
14,15,5872,4.64,71.6%,58.28,0.6%,15.1%,53.9%,93.3%,-1.4%
14,16,494,4.35,60.0%,70.62,4.1%,14.2%,60.3%,89.4%,-2.4%
14,16,614,4.45,59.3%,72.86,6.5%,16.4%,44.5%,93.3%,-3.8%
14,16,932,4.4,61.2%,54.59,4.3%,17.2%,35.7%,89.7%,-2.2%
14,16,1112,4.54,62.8%,50.68,8.7%,15.6%,52.0%,95.0%,-1.7%
14,16,1284,4.21,70.2%,81.07,2.1%,15.7%,25.5%,91.5%,-2.9%
14,16,1311,4.45,73.5%,65.83,1.1%,13.9%,29.9%,94.5%,-2.8%
14,16,1338,4.49,67.2%,54.39,3.1%,12.2%,33.0%,93.9%,-4.2%
14,16,3461,4.6,79.3%,65.34,,17.9%,45.4%,93.5%,0.6%
14,16,4200,4.3,73.3%,48.21,1.6%,13.4%,13.8%,89.3%,-2.5%
14,16,4283,4.5,76.2%,66.67,6.3%,15.7%,50.9%,94.7%,-2.9%
14,16,5363,4.46,76.6%,63.43,7.7%,10.7%,52.4%,90.6%,-4.1%
14,97,488,4.67,86.7%,72.96,9.2%,12.4%,103.2%,95.7%,-0.9%
14,97,858,4.57,70.8%,77.33,10.7%,14.7%,32.2%,95.2%,-1.3%
14,97,1077,4.5,63.9%,66.67,7.8%,12.8%,31.7%,92.6%,-3.2%
14,97,1223,4.47,63.6%,64.72,3.3%,15.7%,41.7%,92.9%,-1.3%
14,97,1375,4.47,71.6%,58.48,10.9%,17.7%,38.9%,93.6%,-2.1%
14,97,1408,4.48,68.2%,52.20,5.5%,13.0%,56.5%,92.0%,-2.7%
14,97,3307,4.49,67.6%,75.34,6.5%,15.6%,25.1%,94.6%,-1.9%
14,97,4427,4.58,70.4%,62.28,3.1%,14.2%,16.8%,94.3%,-2.1%
14,97,4520,4.42,66.2%,56.90,3.6%,12.7%,24.0%,91.3%,-2.5%
14,97,5172,4.69,77.5%,78.51,11.4%,15.8%,25.4%,95.9%,-0.8%
14,97,5422,4.49,73.1%,56.90,6.6%,15.4%,66.2%,96.4%,-2.0%
16,154,1967,4.47,69.1%,83.74,6.5%,12.7%,59.7%,92.2%,-3.7%
16,154,1984,4.57,63.6%,65.22,6.1%,13.7%,39.7%,92.8%,-1.7%
16,154,2174,4.51,56.5%,66.34,4.7%,16.9%,37.1%,91.2%,-1.9%
16,154,2228,4.61,66.7%,52.84,5.8%,15.7%,129.7%,93.9%,-2.7%
16,154,2289,4.5,72.7%,76.58,4.8%,14.7%,26.6%,93.6%,-2.2%
16,154,2386,4.57,57.5%,49.49,7.1%,15.0%,41.3%,93.5%,-1.4%
16,154,2683,4.56,58.0%,80.98,1.5%,16.0%,38.0%,94.0%,-1.1%
16,154,2797,4.62,70.0%,46.03,5.0%,18.3%,113.3%,93.6%,-1.1%
16,154,2901,4.7,75.6%,89.94,8.0%,16.2%,66.0%,95.5%,-1.2%
16,154,5278,4.4,62.6%,61.64,7.3%,14.6%,75.6%,90.3%,
16,156,1918,4.69,70.5%,74.15,9.3%,19.5%,163.2%,94.6%,-1.2%
16,156,2012,4.59,74.5%,76.90,5.5%,16.5%,33.4%,93.5%,-1.7%
16,156,2118,4.57,70.1%,77.78,3.3%,16.1%,73.3%,95.3%,-1.9%
16,156,2155,4.43,50.3%,76.82,7.5%,16.2%,26.7%,93.6%,-1.5%
16,156,2158,4.63,78.3%,72.26,4.9%,13.7%,40.0%,92.3%,-2.3%
16,156,2267,4.61,68.2%,85.12,10.2%,16.4%,196.1%,93.7%,-1.3%
16,156,2329,4.61,54.1%,83.89,7.0%,16.2%,112.4%,97.0%,-0.3%
16,156,2629,4.53,59.6%,83.59,8.2%,15.9%,24.0%,93.2%,-1.2%
16,156,2964,4.54,62.9%,60.23,9.1%,16.8%,25.4%,94.8%,-1.7%
16,156,3409,4.51,62.9%,74.77,7.5%,14.9%,33.4%,93.1%,-1.6%
16,156,4387,4.47,78.8%,68.07,6.9%,13.0%,53.4%,90.3%,
16,157,1762,4.57,75.3%,80.23,6.6%,18.3%,34.0%,93.1%,-0.9%
16,157,2139,4.57,71.4%,63.16,5.4%,18.5%,256.7%,92.0%,-2.3%
16,157,2180,4.6,73.8%,66.96,5.3%,19.5%,146.3%,92.2%,-1.2%
16,157,2222,4.52,65.1%,68.10,6.4%,17.6%,140.8%,91.6%,-1.7%
16,157,2640,4.64,81.7%,81.77,9.4%,16.9%,232.1%,92.4%,-2.3%
16,157,2660,4.66,73.4%,67.31,7.9%,17.7%,93.4%,94.3%,-1.7%
16,157,2903,4.59,75.3%,68.67,5.2%,17.3%,101.9%,91.1%,-1.1%
16,157,3114,4.58,77.3%,78.13,16.1%,16.5%,168.8%,92.8%,-2.8%
16,157,3535,4.47,64.5%,80.46,8.4%,17.5%,38.3%,94.1%,-1.1%
16,159,1970,4.47,71.5%,69.85,8.2%,14.3%,32.9%,92.3%,-2.6%
16,159,2103,4.46,67.0%,53.47,3.1%,14.8%,38.4%,92.4%,-2.7%
16,159,2122,4.55,75.8%,89.60,4.4%,12.7%,51.1%,92.7%,-3.1%
16,159,2128,4.55,67.5%,80.00,13.6%,14.8%,35.9%,95.5%,-1.1%
16,159,2227,4.49,60.0%,56.70,2.5%,17.4%,133.7%,91.6%,-2.5%
16,159,2336,4.43,42.5%,58.31,6.8%,17.7%,35.8%,92.9%,-1.0%
16,159,2341,4.58,85.1%,59.09,12.4%,16.9%,146.7%,93.9%,-1.9%
16,159,2902,4.53,73.7%,79.52,6.9%,17.0%,171.0%,92.8%,-2.1%
16,159,2904,4.53,88.4%,78.61,7.1%,13.9%,144.8%,94.0%,-1.5%
16,159,3200,4.69,52.6%,63.84,7.0%,18.1%,45.5%,94.4%,-1.6%
16,160,1906,4.46,62.4%,53.59,6.6%,19.3%,58.7%,93.9%,-1.1%
16,160,2021,4.41,69.5%,47.64,9.1%,15.7%,37.0%,92.4%,-1.0%
16,160,2095,4.42,56.0%,54.93,6.6%,16.9%,38.7%,92.8%,-0.9%
16,160,2157,4.45,60.0%,84.95,8.5%,14.7%,93.6%,93.8%,-1.1%
16,160,2184,4.51,68.6%,80.09,10.4%,15.9%,171.2%,93.9%,-1.4%
16,160,2366,4.44,65.5%,72.37,9.5%,16.4%,84.5%,91.3%,-1.9%
16,160,2953,4.46,62.1%,68.63,7.4%,15.4%,27.4%,91.6%,-0.7%
16,160,3560,4.5,65.8%,52.19,11.3%,15.6%,148.8%,90.5%,-1.8%
16,160,3561,4.62,69.5%,54.91,4.9%,19.4%,85.2%,92.0%,-1.7%
16,160,5448,4.44,55.3%,64.41,6.2%,12.9%,28.1%,91.5%,-2.4%
16,179,1797,4.35,67.5%,73.58,7.9%,14.7%,41.0%,94.1%,-3.1%
16,179,1856,4.27,60.0%,80.43,14.4%,18.9%,60.8%,94.8%,-2.3%
16,179,1919,4.54,73.0%,98.60,8.8%,13.2%,48.6%,96.7%,
16,179,1924,4.53,62.1%,78.59,8.4%,18.3%,26.8%,95.1%,-1.5%
16,179,1932,4.37,60.8%,77.62,9.9%,18.0%,38.1%,93.8%,-1.4%
16,179,1974,4.63,66.1%,84.52,8.0%,14.7%,62.4%,95.2%,-0.8%
16,179,2013,4.28,49.3%,83.80,4.0%,17.6%,15.3%,93.4%,
16,179,2047,4.28,65.4%,79.86,8.5%,17.5%,18.8%,96.6%,-1.2%
16,179,2143,4.45,56.8%,82.30,9.9%,16.5%,24.7%,96.7%,-1.1%
16,179,2178,4.7,70.1%,77.34,11.5%,15.9%,31.7%,96.4%,-0.9%
16,179,5076,4.46,65.8%,88.97,6.0%,18.3%,26.1%,96.5%,-1.1%
16,180,1866,4.51,58.5%,85.22,7.4%,17.1%,16.3%,95.8%,-1.1%
16,180,1868,4.2,62.8%,70.10,4.9%,17.0%,40.8%,93.1%,-3.4%
16,180,1939,4.33,61.3%,76.33,11.1%,16.9%,32.4%,95.2%,-1.2%
16,180,2046,4.32,58.6%,84.27,11.2%,17.0%,50.1%,94.8%,-1.6%
16,180,2140,4.47,73.6%,80.00,5.5%,17.0%,17.7%,95.3%,-0.8%
16,180,2183,4.49,64.0%,85.29,4.2%,16.7%,36.5%,96.3%,-1.3%
16,180,2202,4.39,63.5%,60.48,7.1%,17.1%,40.4%,94.5%,-2.2%
16,180,2634,4.4,64.1%,82.73,9.7%,16.3%,17.5%,96.2%,-0.9%
16,180,2681,4.42,42.4%,72.61,9.0%,17.7%,88.3%,93.8%,-2.1%
16,180,3269,4.62,63.8%,84.83,7.7%,13.9%,54.9%,96.5%,-1.4%
16,181,1975,4.28,67.6%,59.43,10.6%,18.5%,68.4%,95.1%,-2.6%
16,181,2138,4.52,58.3%,55.28,7.6%,20.5%,88.4%,95.3%,-2.3%
16,181,2224,4.39,67.9%,78.50,8.2%,17.7%,145.0%,93.6%,-4.1%
16,181,2332,4.32,60.0%,70.92,1.7%,20.5%,75.9%,91.7%,-2.0%
16,181,2369,4.48,56.4%,55.34,5.1%,16.5%,36.2%,95.5%,-1.7%
16,181,2530,4.54,79.3%,80.00,10.9%,18.9%,134.0%,95.9%,-1.3%
16,181,2639,4.61,67.8%,48.05,8.5%,16.6%,33.5%,95.7%,-1.2%
16,181,2682,4.26,50.5%,76.62,13.3%,16.7%,72.7%,94.0%,-2.8%
16,181,2758,4.57,72.1%,83.40,7.1%,16.4%,18.5%,94.5%,-1.9%
16,181,4156,4.52,60.4%,72.05,10.3%,16.3%,61.9%,94.5%,-2.8%
16,181,4389,4.52,66.1%,67.20,8.2%,17.6%,35.8%,95.5%,-2.5%
16,183,1698,4.57,71.4%,73.62,9.7%,16.8%,26.7%,94.3%,-1.5%
16,183,1749,4.55,55.9%,62.50,6.7%,16.9%,25.6%,93.6%,-2.2%
16,183,1788,4.33,57.8%,59.57,5.4%,16.8%,44.3%,91.4%,-3.1%
16,183,1954,4.47,71.0%,81.77,9.7%,16.5%,35.2%,93.8%,-1.0%
16,183,2055,4.3,59.2%,69.69,3.1%,17.1%,14.6%,92.9%,-2.2%
16,183,2130,4.62,70.9%,71.56,9.0%,14.3%,13.7%,93.1%,-1.9%
16,183,2153,4.28,70.9%,71.07,7.6%,15.6%,23.2%,93.8%,-1.9%
16,183,2330,4.42,54.4%,75.13,6.6%,18.4%,29.7%,92.8%,-1.4%
16,183,2398,4.55,61.5%,72.73,5.8%,17.5%,81.6%,94.6%,-2.1%
16,183,2659,4.55,70.3%,82.35,6.2%,14.0%,39.4%,95.0%,-2.9%
16,184,1753,4.6,59.2%,83.45,11.1%,18.8%,100.4%,94.5%,-1.3%
16,184,1785,4.53,69.0%,73.77,8.1%,18.8%,121.7%,93.8%,
16,184,1796,4.41,61.5%,45.53,6.1%,16.9%,35.5%,93.4%,-1.8%
16,184,1907,4.48,59.2%,62.91,3.8%,15.6%,32.0%,92.8%,-2.3%
16,184,1930,4.52,64.7%,69.19,3.8%,18.3%,71.7%,91.9%,-2.4%
16,184,2057,4.48,48.4%,60.31,1.8%,17.0%,34.5%,93.2%,-1.9%
16,184,2142,4.46,59.3%,70.29,6.0%,13.9%,70.3%,91.8%,
16,184,2399,4.45,65.9%,75.28,4.2%,16.0%,38.8%,93.5%,-2.7%
16,184,3491,4.66,81.8%,83.23,7.8%,19.1%,182.5%,94.2%,-1.3%
16,184,3549,4.57,55.4%,81.70,3.4%,19.8%,85.9%,94.9%,-2.1%
16,187,1871,4.39,71.5%,87.71,6.7%,17.2%,31.2%,93.5%,-2.1%
16,187,1946,4.49,67.4%,93.23,5.2%,16.0%,-3.3%,94.9%,-1.9%
16,187,1994,4.34,74.0%,80.45,8.1%,16.9%,54.1%,90.7%,-2.6%
16,187,2092,4.59,65.7%,81.25,9.3%,15.5%,67.2%,95.0%,-1.5%
16,187,2116,4.53,67.1%,88.41,6.5%,17.5%,52.6%,93.8%,-1.5%
16,187,2424,4.59,75.5%,80.43,5.6%,14.1%,15.0%,93.8%,-2.1%
16,187,3329,4.51,73.9%,84.90,6.8%,17.5%,31.3%,96.0%,-1.7%
16,187,3334,4.42,63.5%,83.76,6.7%,14.8%,1.5%,95.1%,-1.2%
16,187,4403,4.58,67.4%,91.67,4.9%,15.2%,7.7%,94.8%,-1.2%
16,187,5497,4.48,66.4%,84.11,7.7%,16.5%,33.7%,95.0%,-1.8%
16,187,5498,4.51,55.3%,84.26,6.3%,15.3%,21.7%,96.0%,-1.1%
16,188,1940,4.42,67.0%,83.22,8.3%,14.7%,36.8%,93.6%,-3.0%
16,188,1997,4.43,69.0%,91.60,6.3%,12.1%,69.0%,92.8%,-4.6%
16,188,2056,4.57,69.9%,89.03,9.7%,16.8%,37.9%,95.1%,-1.5%
16,188,2097,4.51,65.5%,83.27,5.7%,13.7%,45.7%,92.1%,-2.6%
16,188,2152,4.49,63.6%,81.27,8.6%,15.3%,103.3%,92.7%,-5.1%
16,188,2351,4.59,63.6%,82.12,6.5%,14.9%,30.2%,92.9%,-3.3%
16,188,2370,4.47,65.0%,86.67,11.5%,13.1%,107.0%,92.9%,
16,188,2504,4.53,63.8%,82.34,10.5%,15.7%,56.8%,93.6%,-1.7%
16,188,2844,4.49,68.8%,85.39,8.9%,16.8%,50.2%,94.5%,-1.8%
16,188,3583,4.52,73.7%,86.13,11.4%,12.6%,91.4%,92.3%,-4.0%
16,189,1677,4.41,72.7%,91.06,5.8%,13.9%,31.5%,93.5%,-3.0%
16,189,1806,4.56,70.8%,86.35,6.0%,14.5%,45.1%,94.1%,-1.6%
16,189,2093,4.47,71.5%,89.81,10.6%,15.0%,68.7%,93.9%,-3.1%
16,189,2146,4.57,62.7%,77.16,8.1%,13.9%,51.0%,92.3%,-1.8%
16,189,2234,4.58,67.2%,91.80,6.3%,14.5%,32.2%,95.0%,-2.4%
16,189,2264,4.39,83.3%,87.50,8.0%,13.6%,51.8%,91.8%,-3.4%
16,189,2285,4.45,63.7%,90.32,6.8%,14.9%,26.2%,93.5%,-1.9%
16,189,2444,4.54,59.5%,88.24,7.0%,15.7%,33.4%,94.2%,-1.7%
16,189,2874,4.44,79.3%,88.30,8.8%,12.7%,49.5%,92.0%,-3.2%
17,161,1873,4.5,57.5%,81.50,8.5%,14.8%,64.2%,89.2%,-2.2%
17,161,1964,4.64,60.2%,75.66,6.2%,16.9%,30.7%,94.6%,-1.4%
17,161,2225,4.41,54.6%,66.95,6.1%,16.8%,45.1%,89.0%,
17,161,2261,4.58,53.8%,67.77,9.2%,16.3%,38.4%,97.3%,-1.7%
17,161,2283,4.44,69.5%,83.33,9.3%,16.2%,29.8%,93.3%,-1.1%
17,161,2373,4.54,64.3%,69.20,5.9%,16.8%,72.1%,93.7%,-1.4%
17,161,2747,4.58,72.3%,79.83,6.7%,17.5%,69.8%,93.7%,-1.5%
17,161,2885,4.61,66.6%,65.70,5.0%,14.9%,165.8%,93.7%,
17,161,3301,4.59,69.8%,78.95,3.9%,13.8%,63.5%,92.0%,-3.9%
17,162,1891,4.46,72.8%,75.25,11.1%,13.0%,169.1%,91.5%,-4.0%
17,162,1980,4.63,62.8%,77.52,7.1%,16.8%,82.3%,94.4%,-1.5%
17,162,2022,4.52,64.7%,85.47,5.4%,16.3%,48.4%,91.9%,-2.3%
17,162,2170,4.57,74.4%,83.15,6.7%,15.8%,80.4%,93.3%,-2.9%
17,162,2200,4.55,64.6%,88.60,3.0%,15.5%,63.3%,94.3%,-3.2%
17,162,2282,4.49,54.9%,72.80,3.4%,16.6%,41.3%,88.9%,-3.3%
17,162,2331,4.53,70.1%,59.55,13.8%,15.6%,70.3%,91.5%,-3.0%
17,162,2854,4.5,66.1%,66.67,6.9%,16.0%,46.7%,93.6%,-2.3%
17,162,2898,4.62,60.3%,72.06,4.9%,16.4%,50.5%,93.1%,-2.8%
17,162,5777,4.55,58.9%,86.07,9.3%,16.1%,54.2%,93.8%,-2.6%
17,163,2232,4.59,72.9%,79.80,10.7%,17.1%,159.3%,93.3%,-2.3%
17,163,2299,4.51,83.5%,84.15,11.5%,16.7%,84.4%,92.4%,-2.0%
17,163,2371,4.52,62.6%,83.99,8.7%,17.6%,81.5%,91.3%,-2.3%
17,163,2719,4.58,74.0%,76.15,8.0%,17.6%,69.4%,94.8%,-2.0%
17,163,2899,4.57,61.7%,91.30,2.4%,14.7%,15.0%,92.7%,-2.6%
17,163,2900,4.61,65.9%,91.18,3.7%,15.9%,32.0%,93.1%,-2.1%
17,163,2965,4.57,75.4%,62.78,4.8%,16.1%,69.2%,92.8%,-2.1%
17,163,3545,4.58,72.7%,94.80,6.7%,15.2%,122.0%,91.4%,-3.3%
17,163,5095,4.51,77.3%,88.76,13.3%,13.0%,173.0%,89.8%,
17,163,5439,4.47,79.1%,84.83,11.8%,11.0%,71.8%,89.4%,-4.8%
17,164,1810,4.55,77.4%,82.90,8.4%,15.9%,41.9%,90.2%,-3.4%
17,164,1959,4.54,70.1%,82.96,7.2%,16.6%,47.0%,90.9%,-2.3%
17,164,2104,4.61,64.3%,89.34,8.1%,16.4%,53.0%,91.0%,-3.2%
17,164,2531,4.6,72.5%,72.83,4.5%,19.4%,85.8%,89.7%,-2.9%
17,164,2547,4.69,70.8%,91.21,6.1%,14.5%,45.3%,91.9%,-2.3%
17,164,2637,4.62,64.7%,87.96,5.4%,16.2%,26.6%,92.0%,-1.8%
17,164,2905,4.53,72.5%,88.78,9.7%,16.9%,112.6%,92.2%,-1.5%
17,164,4570,4.63,63.3%,78.63,4.9%,14.9%,59.5%,94.6%,-1.5%
17,171,2156,4.68,72.1%,91.04,7.5%,11.7%,62.1%,94.8%,-1.7%
17,171,2286,4.58,59.7%,79.37,5.6%,16.3%,103.4%,91.9%,-3.3%
17,171,2906,4.63,79.6%,85.77,4.9%,17.0%,85.9%,94.1%,-2.7%
17,171,2915,4.72,72.1%,91.63,6.2%,15.7%,90.5%,95.9%,-1.4%
17,171,2917,4.61,77.0%,75.25,9.6%,15.5%,129.2%,92.4%,-2.6%
17,171,5202,4.6,74.1%,88.89,9.3%,17.0%,80.8%,93.4%,-3.4%
17,171,8331,4.61,70.1%,92.27,44.9%,14.7%,313.2%,90.4%,-1.9%
17,172,2583,4.58,70.7%,85.55,5.0%,14.7%,105.0%,85.8%,-4.8%
17,172,2916,4.53,82.3%,69.83,2.0%,15.1%,116.4%,93.2%,-3.8%
17,172,3420,4.5,74.5%,57.84,6.1%,14.8%,146.9%,85.2%,-3.5%
17,172,5293,4.58,71.8%,77.01,12.4%,10.0%,111.9%,81.1%,-4.9%
17,172,5295,4.49,73.2%,62.74,14.6%,12.7%,158.9%,81.9%,-5.2%
17,173,2144,4.58,68.6%,93.05,8.7%,18.5%,115.4%,93.5%,-1.3%
17,173,2163,4.6,62.2%,84.35,8.3%,17.7%,116.0%,91.8%,-2.4%
17,173,2284,4.53,64.7%,85.51,8.8%,16.7%,51.4%,92.7%,-1.9%
17,173,2585,4.61,69.3%,70.04,10.3%,16.9%,104.5%,91.7%,-2.6%
17,173,2897,4.62,74.8%,92.13,10.2%,17.3%,218.3%,95.5%,-1.2%
17,173,2954,4.57,82.5%,91.39,5.4%,15.6%,68.4%,91.3%,-3.4%
17,173,3543,4.53,79.0%,90.00,5.9%,18.9%,56.8%,91.7%,-1.9%
17,173,3546,4.64,71.8%,87.25,6.0%,17.3%,38.5%,94.7%,-1.8%
17,173,3547,4.62,80.5%,84.73,2.0%,17.5%,50.0%,90.5%,
17,173,3548,4.61,67.4%,87.03,7.7%,13.4%,130.7%,93.6%,-3.5%
17,173,3803,4.52,69.0%,84.06,14.5%,13.2%,80.8%,93.4%,-3.4%
17,173,5294,4.6,60.0%,87.10,3.9%,15.6%,83.0%,92.0%,-2.7%
17,174,2003,4.51,74.4%,68.61,12.9%,12.7%,55.2%,88.8%,-3.8%
17,174,2090,4.67,64.0%,78.61,3.9%,15.8%,96.2%,94.1%,-2.3%
17,174,2294,4.6,68.2%,70.70,11.1%,15.0%,58.8%,93.1%,-2.2%
17,174,2365,4.51,55.2%,65.83,6.1%,17.2%,46.5%,92.6%,-2.3%
17,174,2368,4.5,70.1%,79.10,9.7%,16.5%,55.4%,91.0%,-1.9%
17,174,2497,4.48,67.3%,77.67,8.2%,16.8%,33.9%,93.1%,-1.7%
17,174,2503,4.57,67.2%,83.08,11.0%,15.4%,54.7%,92.8%,-1.8%
17,174,2582,4.6,62.6%,90.67,3.8%,16.6%,89.1%,94.7%,-1.9%
17,174,2604,4.55,44.7%,79.08,3.1%,17.5%,90.3%,92.3%,-1.6%
17,174,3291,4.63,68.3%,77.01,0.1%,13.0%,34.1%,94.2%,-3.3%
17,175,2633,4.55,73.4%,87.68,9.7%,15.6%,180.8%,93.4%,-3.7%
17,175,2651,4.6,85.3%,85.08,12.5%,14.8%,67.5%,91.3%,-2.7%
17,175,2825,4.72,61.2%,68.15,8.1%,15.9%,102.7%,91.7%,-2.2%
17,175,3078,4.58,86.4%,86.32,3.4%,11.9%,19.2%,89.7%,-5.1%
17,175,3469,4.6,75.7%,88.76,24.0%,12.4%,201.3%,87.1%,-5.6%
17,175,4153,4.65,71.2%,82.72,10.0%,16.6%,49.6%,91.2%,-2.0%
17,175,5201,4.55,65.3%,76.19,4.0%,13.5%,73.4%,93.5%,-4.4%
17,175,5281,4.65,66.5%,83.58,9.3%,15.3%,106.5%,89.9%,-4.2%
17,176,3292,4.55,62.0%,68.11,12.3%,12.4%,171.7%,92.9%,-4.4%
17,176,3598,4.48,66.7%,64.80,5.3%,17.7%,85.4%,90.4%,-2.3%
17,176,3912,4.6,67.7%,88.95,17.5%,16.5%,99.7%,91.1%,-2.4%
17,176,5111,4.57,69.9%,84.67,8.1%,15.0%,64.3%,90.8%,-2.9%
17,176,5178,4.59,68.2%,93.00,2.8%,17.5%,28.1%,92.3%,-1.4%
17,176,5447,4.54,72.2%,90.59,14.9%,8.6%,214.6%,86.1%,-6.8%
17,176,5867,4.69,78.5%,84.58,12.2%,13.5%,154.9%,90.3%,-3.0%
17,190,1781,4.54,64.6%,90.91,7.8%,15.7%,27.9%,92.7%,-3.0%
17,190,1835,4.39,65.7%,78.78,7.7%,17.0%,76.8%,92.3%,-3.3%
17,190,1976,4.61,63.2%,80.05,6.8%,16.7%,47.7%,95.6%,-1.1%
17,190,2120,4.52,60.9%,86.44,5.7%,16.4%,9.9%,94.9%,-1.3%
17,190,2135,4.5,56.3%,82.71,8.2%,13.3%,17.4%,95.6%,-1.7%
17,190,2262,4.56,60.3%,81.17,6.6%,18.4%,44.2%,94.1%,
17,190,2992,4.55,63.5%,82.04,8.3%,17.2%,34.4%,96.3%,-1.0%
17,190,3221,4.71,72.1%,86.03,5.0%,14.2%,13.7%,96.6%,-0.6%
17,190,5240,4.47,57.6%,83.15,10.1%,13.3%,36.6%,93.5%,-2.7%
17,190,5732,4.49,59.8%,87.50,7.6%,14.2%,46.2%,93.1%,-2.6%
17,226,1623,4.51,48.4%,87.44,7.4%,16.3%,94.7%,90.2%,-3.5%
17,226,1884,4.5,64.3%,88.61,8.6%,17.2%,86.4%,93.6%,-2.7%
17,226,1945,4.56,64.9%,87.65,4.3%,17.6%,14.9%,95.9%,-1.0%
17,226,2024,4.66,56.9%,96.33,4.0%,19.9%,23.4%,96.3%,-0.8%
17,226,2064,4.58,63.4%,87.24,3.7%,18.4%,38.4%,91.0%,-1.3%
17,226,2208,4.58,60.3%,81.70,6.2%,18.5%,14.0%,92.4%,-1.2%
17,226,2480,4.58,56.1%,83.62,5.5%,18.6%,36.1%,93.9%,-1.6%
17,226,2543,4.52,59.2%,90.66,5.8%,18.6%,28.2%,93.4%,
17,226,4276,4.58,70.7%,91.00,8.2%,15.4%,47.2%,92.1%,-2.0%
17,577,3159,4.6,80.0%,89.76,21.4%,13.3%,126.2%,90.6%,-3.2%
17,577,3443,4.65,77.9%,79.15,5.7%,16.6%,53.2%,93.7%,-3.7%
17,577,3520,4.65,75.9%,94.13,7.5%,8.8%,76.3%,90.6%,-3.8%
17,577,3562,4.64,82.6%,90.87,12.9%,13.4%,114.7%,93.2%,-2.5%
17,577,3795,4.65,80.9%,90.44,12.8%,11.8%,97.0%,92.3%,-3.5%
17,577,5077,4.64,80.1%,73.21,5.3%,13.3%,74.8%,93.4%,-4.8%
17,577,5752,4.59,85.2%,93.86,15.5%,14.2%,72.4%,91.0%,-2.9%
19,197,1790,4.54,58.7%,74.62,4.6%,16.3%,25.7%,94.3%,
19,197,2631,4.43,65.0%,72.66,9.6%,13.5%,78.5%,87.8%,-2.0%
19,197,2872,4.55,69.5%,73.70,4.5%,10.0%,22.6%,93.8%,
19,197,2912,4.44,67.5%,60.24,8.6%,15.3%,79.5%,92.9%,-2.1%
19,197,3336,4.55,74.9%,80.06,6.8%,9.8%,71.9%,90.5%,-1.4%
19,197,3476,4.46,65.8%,72.25,7.7%,14.1%,32.4%,91.6%,-1.9%
19,197,4383,4.38,66.1%,65.58,10.8%,11.9%,228.3%,82.7%,
19,197,5761,4.6,72.1%,64.78,4.4%,13.3%,67.9%,94.0%,-1.8%
19,197,5842,4.45,63.8%,71.01,5.1%,14.1%,16.3%,92.5%,-2.0%
19,200,1791,4.57,59.6%,82.97,2.7%,17.0%,1.8%,96.7%,-0.7%
19,200,1923,4.35,48.6%,64.39,3.4%,14.2%,40.3%,90.0%,-3.3%
19,200,1942,4.45,58.3%,71.31,7.4%,14.3%,9.1%,90.8%,-2.0%
19,200,2102,4.42,56.3%,61.19,4.5%,15.4%,10.7%,95.2%,-0.8%
19,200,2238,4.35,59.3%,77.02,2.8%,12.5%,26.9%,91.2%,-3.0%
19,200,2493,4.59,79.6%,66.40,6.6%,12.7%,18.2%,93.0%,-2.8%
19,200,2567,4.47,64.0%,76.36,5.3%,12.1%,37.8%,94.1%,-1.8%
19,200,3328,4.49,53.0%,65.49,5.6%,14.9%,12.3%,94.2%,-2.7%
19,200,3453,4.35,55.5%,65.66,9.8%,12.5%,53.9%,89.8%,-3.9%
19,200,3458,4.55,53.5%,59.80,6.4%,16.3%,13.5%,94.1%,-0.6%
19,200,3876,4.46,61.8%,61.99,3.5%,10.2%,57.6%,93.3%,-2.7%
19,200,5386,4.56,62.9%,84.82,6.7%,15.0%,44.8%,95.4%,-0.8%
19,201,1540,4.52,61.3%,63.39,1.8%,14.0%,4.4%,95.5%,-1.1%
19,201,2010,4.49,66.3%,68.25,9.1%,16.4%,31.4%,94.7%,-1.7%
19,201,2061,4.57,65.7%,78.62,5.7%,14.2%,8.2%,94.3%,-1.6%
19,201,2062,4.53,65.3%,68.94,4.4%,10.9%,24.6%,94.3%,-2.9%
19,201,2678,4.53,69.4%,57.22,10.3%,15.9%,38.9%,94.5%,-2.2%
19,201,3436,4.49,65.7%,57.38,20.7%,11.9%,78.8%,93.7%,-3.5%
19,201,4439,4.54,70.8%,78.81,5.5%,15.6%,22.8%,94.2%,-0.7%
19,201,5064,4.56,67.5%,73.81,1.5%,12.6%,18.7%,93.9%,-3.0%
19,201,5065,4.43,63.8%,63.91,0.3%,9.7%,31.1%,92.1%,
19,201,5280,4.53,65.1%,75.38,3.7%,12.4%,33.8%,92.8%,-2.6%
19,202,1593,4.47,55.6%,70.57,6.1%,14.9%,37.3%,94.3%,-0.5%
