Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago,DP
17,5439,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202217,58.93%,58.79%,21.6,38.60%,64.60%,66.40%,58.40%,
17,5439,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202217,61.98%,59.19%,14.3,40.00%,64.80%,74.00%,66.70%,
17,1810,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,81.10%,75.63%,11.2,81.10%,81.30%,79.70%,82.10%,
17,1959,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,71.80%,61.76%,18.4,58.20%,71.70%,77.40%,72.40%,
17,2104,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,74.55%,77.07%,11,79.20%,73.50%,68.50%,77.40%,
17,2637,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,69.23%,90.18%,12.3,43.50%,76.00%,81.80%,73.50%,
17,2905,DOORDASH,Scheduled Express Delivery ,4,At Risk,Degrading,Driver Supply Focus,202217,93.75%,93.15%,4.8,87.50%,88.90%,97.20%,95.80%,
17,2286,DOORDASH,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Store Focus,202217,90.86%,82.09%,6.1,86.00%,90.90%,87.80%,97.90%,
17,5293,DOORDASH,Scheduled Express Delivery ,20,Executive Review,Degrading,Store Focus,202217,83.88%,82.49%,11.4,76.60%,81.90%,86.50%,89.30%,
17,5295,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202217,82.54%,68.04%,14.4,69.00%,72.90%,89.20%,93.80%,
17,5295,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,82.64%,71.75%,10.5,83.50%,74.90%,85.30%,87.20%,
17,2003,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202217,86.80%,83.09%,8.8,77.90%,86.80%,91.70%,89.10%,
17,2294,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202217,75.07%,96.63%,4.5,85.70%,60.00%,71.00%,82.60%,
17,2368,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202217,79.65%,62.92%,12.6,82.40%,90.60%,72.90%,78.90%,
17,2368,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202217,83.33%,70.06%,9.3,88.60%,87.60%,78.80%,75.80%,
17,2497,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,81.55%,85.75%,14.7,84.90%,87.00%,80.60%,78.10%,
17,2503,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,83.17%,85.31%,8.9,78.30%,85.70%,80.00%,87.00%,
17,2503,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202217,79.00%,88.36%,8,82.50%,86.60%,68.60%,77.60%,
17,2651,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,72.78%,84.72%,6.5,62.30%,77.50%,73.80%,76.80%,
17,2825,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,80.42%,87.88%,5.6,75.00%,90.70%,76.20%,80.00%,
17,3078,DOORDASH,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202217,85.42%,91.36%,9.5,86.40%,86.10%,87.60%,81.90%,
17,3078,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Driver Supply Focus,202217,85.87%,89.78%,6.4,80.40%,88.70%,88.50%,85.60%,
17,3469,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,62.88%,87.24%,8.5,60.60%,65.00%,64.30%,61.60%,
17,5447,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202217,59.73%,76.37%,11.4,53.40%,55.50%,62.30%,70.70%,
17,5867,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202217,80.84%,90.15%,7.1,80.80%,80.50%,83.00%,78.80%,
17,1940,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,83.56%,75.88%,9.4,86.50%,86.20%,85.50%,75.80%,
17,1940,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202217,78.92%,73.63%,8.9,76.00%,83.90%,78.80%,77.60%,
17,1997,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202217,91.03%,76.32%,11.6,87.00%,95.20%,92.10%,89.90%,
17,2097,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202217,79.27%,64.37%,7.2,78.30%,80.80%,70.60%,87.50%,
17,2097,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,82.30%,81.38%,5.2,87.00%,87.80%,80.20%,75.00%,
17,2152,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202217,82.79%,71.13%,13.1,87.20%,85.20%,87.80%,71.40%,
17,2152,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202217,80.66%,76.67%,8,91.20%,74.50%,84.60%,69.40%,
17,2351,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202217,82.95%,67.47%,7.8,82.40%,82.20%,82.10%,85.60%,
17,2370,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,76.86%,78.97%,7.4,87.60%,69.10%,73.70%,77.00%,
17,2504,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202217,75.18%,52.25%,17.4,54.90%,75.20%,84.00%,86.90%,
17,2504,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202217,73.01%,54.14%,10.5,68.40%,74.50%,80.10%,69.00%,
17,3583,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,74.22%,52.73%,23.4,78.60%,64.60%,76.60%,80.50%,
17,3583,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202217,54.90%,57.73%,14.7,68.00%,47.20%,52.70%,50.90%,
17,2146,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202217,87.70%,75.67%,8.2,83.60%,91.00%,91.20%,84.30%,
17,2146,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Store Focus,202217,90.36%,72.12%,8.1,91.10%,94.10%,86.80%,89.30%,
17,2874,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,75.67%,68.63%,7.9,85.80%,66.00%,75.80%,73.80%,
17,1781,POINTPICKUP,Scheduled Express Delivery ,24,Executive Review,Recovering,Store Focus,202217,89.76%,93.79%,11.4,100.00%,87.90%,92.70%,85.40%,
17,5240,SPARK,Scheduled Standard Delivery,32,Executive Review,Recovering,Driver Supply Focus,202217,81.54%,98.52%,5.6,91.10%,78.80%,84.60%,70.60%,
17,1830,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202217,88.46%,92.72%,5.3,98.80%,97.80%,80.10%,78.00%,
17,2166,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202217,91.74%,93.85%,5.7,96.50%,91.30%,90.30%,88.70%,
17,2581,SPARK,Scheduled Standard Delivery,29,Executive Review,Recovering,Store Focus,202217,87.35%,74.09%,5.4,92.10%,82.80%,84.30%,90.60%,
17,1673,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202217,84.08%,66.52%,7.3,92.70%,86.00%,81.20%,76.50%,
17,5027,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,78.89%,73.20%,18.7,72.40%,77.80%,93.30%,78.90%,
17,1909,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202217,84.88%,87.08%,7.8,92.90%,80.00%,83.80%,82.70%,
17,2088,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202217,76.90%,79.06%,6.5,90.80%,88.90%,70.80%,54.30%,
17,2210,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,79.55%,82.98%,7.4,84.60%,64.70%,,92.90%,
17,2210,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202217,85.24%,83.38%,6.9,85.60%,88.80%,100.00%,80.80%,
17,1623,SPARK,Scheduled Standard Delivery,35,Executive Review,Degrading,Store Focus,202217,70.74%,61.30%,12.2,86.90%,51.90%,69.50%,87.50%,
17,1884,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202217,84.00%,68.90%,8.9,75.40%,88.80%,83.60%,84.10%,
17,1656,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202217,88.00%,74.60%,7.4,90.00%,85.10%,88.80%,87.60%,
17,1656,UBER,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202217,75.81%,75.78%,10.1,86.50%,86.00%,73.10%,70.60%,
17,3429,POINTPICKUP,Scheduled Express Delivery ,19,Executive Review,Recovering,Driver Supply Focus,202217,86.96%,88.98%,7.9,100.00%,74.20%,91.20%,88.90%,
17,3159,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202217,73.07%,65.75%,14.9,78.70%,80.50%,63.10%,62.90%,
17,3159,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,64.70%,70.87%,9.8,68.90%,63.90%,59.20%,66.70%,
17,3443,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202217,88.26%,81.92%,10.5,78.80%,94.30%,88.20%,91.70%,
17,3443,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,61.12%,81.56%,8.7,72.50%,67.50%,59.00%,45.80%,
17,3520,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202217,87.68%,95.40%,5.8,84.90%,90.20%,89.30%,87.30%,
17,3795,DOORDASH,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202217,85.01%,93.75%,9.6,82.80%,87.50%,85.80%,84.00%,
17,5752,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202217,88.64%,94.30%,7.2,86.40%,90.80%,89.80%,87.10%,
6,1279,DOORDASH,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202217,89.57%,94.60%,12.7,88.50%,91.60%,86.10%,92.50%,
6,1279,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202217,80.02%,95.32%,6.4,81.60%,88.00%,68.10%,84.20%,
6,4298,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202217,82.62%,88.50%,7.2,86.00%,83.40%,71.10%,90.80%,
6,194,SPARK,Scheduled Standard Delivery,45,Executive Review,Degrading,Driver Supply Focus,202217,83.44%,89.74%,8.4,84.60%,87.30%,76.40%,85.60%,
6,3500,SPARK,Scheduled Standard Delivery,31,Executive Review,Recovering,Driver Supply Focus,202217,88.66%,93.35%,6.6,93.70%,85.20%,85.80%,90.80%,
6,529,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Recovering,Driver Supply Focus,202217,90.03%,92.90%,6,93.10%,88.00%,91.60%,88.00%,
6,2066,SPARK,Scheduled Standard Delivery,30,Executive Review,Recovering,Store Focus,202217,93.29%,87.16%,8.7,97.30%,92.10%,89.40%,94.60%,
6,3296,UBER,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202217,85.06%,94.78%,8.8,85.70%,85.10%,81.40%,88.40%,
6,1409,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202217,88.53%,94.81%,7.2,92.60%,89.90%,84.00%,87.80%,
6,290,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202217,90.91%,96.70%,6.5,90.00%,85.00%,100.00%,88.50%,
6,440,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,202217,68.29%,90.24%,5.4,61.50%,53.80%,85.70%,87.50%,
6,404,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202217,91.18%,94.57%,4.3,94.80%,90.20%,89.60%,87.80%,
6,163,POINTPICKUP,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202217,86.00%,88.46%,11.4,85.00%,88.20%,80.60%,91.50%,
6,1126,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202217,89.45%,96.05%,3.9,94.40%,85.20%,87.60%,90.20%,
6,1154,POINTPICKUP,Scheduled Express Delivery ,4,At Risk,Recovering,Store Focus,202217,93.55%,87.50%,7,100.00%,87.50%,100.00%,83.30%,
6,3107,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Store Focus,202217,84.84%,87.85%,4.7,93.40%,84.60%,78.80%,81.00%,
6,2765,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202217,88.60%,96.77%,4.8,89.40%,81.60%,93.20%,91.10%,
2,745,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202217,86.10%,91.93%,7,71.80%,84.90%,91.70%,95.20%,
2,3201,DOORDASH,Scheduled Express Delivery ,7,Executive Review,Degrading,Store Focus,202217,91.14%,82.76%,11.6,84.60%,97.40%,97.00%,87.20%,
2,3201,DOORDASH,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202217,82.27%,84.94%,11.5,83.20%,87.90%,82.30%,77.10%,
2,3201,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,85.81%,87.69%,7.9,85.70%,90.40%,85.30%,79.90%,
2,3401,DOORDASH,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202217,88.70%,92.05%,12.3,80.60%,82.90%,91.00%,92.50%,
2,3401,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202217,82.53%,92.42%,7.8,86.70%,78.40%,80.50%,84.50%,
2,3609,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202217,81.87%,82.42%,6.1,74.90%,81.90%,86.80%,85.40%,
2,3741,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202217,74.64%,79.69%,6.5,63.60%,75.30%,74.50%,86.20%,
2,6998,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202217,82.66%,86.26%,6.4,68.10%,86.50%,88.90%,86.80%,
2,1184,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202217,88.50%,86.77%,5.9,89.00%,87.50%,83.80%,93.50%,
2,1340,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202217,76.47%,65.91%,10,87.20%,59.60%,82.40%,80.90%,
2,3118,SPARK,Scheduled Standard Delivery,34,Executive Review,Degrading,Driver Supply Focus,202217,83.46%,92.09%,4.6,81.50%,83.30%,85.40%,82.60%,
2,4472,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202217,84.77%,78.92%,9,83.90%,79.60%,90.30%,86.60%,
2,594,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202217,86.17%,94.62%,7.3,88.50%,80.30%,89.10%,86.80%,
2,594,UBER,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202217,77.34%,94.34%,12.2,74.60%,80.10%,79.10%,76.60%,
2,722,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202217,70.02%,73.27%,9.3,89.70%,63.20%,70.70%,56.50%,
2,787,SPARK,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202217,87.14%,80.54%,8.6,87.60%,82.70%,87.70%,91.00%,
2,1047,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Store Focus,202217,89.41%,82.76%,6.5,92.40%,86.40%,91.80%,87.40%,
2,2360,DOORDASH,Scheduled Express Delivery ,12,Executive Review,-,Store Focus,202217,91.82%,69.64%,12.5,,84.00%,96.30%,94.50%,
2,2360,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,80.67%,75.54%,9.7,73.00%,58.50%,92.40%,94.00%,
2,2360,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,65.98%,80.43%,6.5,65.20%,51.30%,80.40%,64.80%,
2,3008,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202217,64.48%,82.30%,8.3,55.00%,65.60%,63.70%,81.30%,
2,3621,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202217,84.48%,90.96%,5.5,77.70%,87.20%,87.40%,84.50%,
2,3775,DOORDASH,Scheduled Standard Delivery,48,Executive Review,Degrading,Store Focus,202217,82.21%,82.81%,13.6,75.10%,75.80%,86.30%,88.10%,
2,3775,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202217,62.36%,84.18%,9.5,35.60%,66.40%,75.30%,76.30%,
2,5390,SPARK,Scheduled Standard Delivery,30,Executive Review,Degrading,Driver Supply Focus,202217,90.33%,96.99%,5.8,84.80%,93.40%,88.80%,92.70%,
2,878,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202217,91.02%,80.31%,8.1,82.80%,95.10%,96.60%,86.40%,
2,2154,DOORDASH,Scheduled Standard Delivery,39,Executive Review,Degrading,Store Focus,202217,83.61%,88.85%,13.1,80.00%,82.90%,87.40%,82.70%,
2,3462,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202217,88.54%,65.92%,13.2,85.30%,88.50%,94.60%,84.70%,
2,4185,DOORDASH,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202217,89.72%,85.28%,7.4,87.00%,88.20%,91.60%,90.40%,
2,459,POINTPICKUP,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202217,84.30%,86.77%,8.9,86.00%,90.10%,85.80%,78.60%,
2,4558,POINTPICKUP,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202217,70.81%,62.47%,14.6,81.00%,74.30%,64.40%,65.40%,
2,1586,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202217,79.45%,73.70%,12.3,79.50%,60.10%,88.60%,86.40%,
2,1586,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,82.20%,78.61%,7.7,79.80%,69.90%,89.10%,89.40%,
2,5814,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202217,85.73%,84.14%,16.2,81.70%,89.90%,92.30%,78.50%,
2,640,DOORDASH,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202217,88.33%,76.98%,8.1,77.30%,84.30%,91.20%,94.70%,
2,1270,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,70.89%,64.15%,8.7,78.30%,57.40%,77.60%,70.80%,
2,1270,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,76.54%,58.52%,14.9,86.50%,66.20%,82.20%,73.00%,
2,6576,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202217,86.01%,81.73%,12.2,91.60%,85.40%,88.70%,76.30%,
2,3659,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,83.66%,76.92%,12.6,79.70%,78.40%,87.90%,88.50%,
2,3659,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,79.86%,81.69%,7.2,74.80%,71.10%,87.70%,86.90%,
2,5263,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202217,67.69%,99.29%,8.5,68.80%,63.20%,79.40%,57.70%,
2,4635,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,66.91%,76.72%,6.9,74.10%,70.30%,70.70%,53.10%,
2,2310,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,87.77%,84.12%,4.3,88.50%,90.20%,84.40%,87.80%,
2,4334,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202217,90.04%,96.09%,4.8,79.50%,93.60%,94.90%,87.30%,
59,3072,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,78.94%,67.13%,12.6,87.80%,84.60%,86.50%,52.20%,
59,5267,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,85.81%,83.65%,6.6,89.10%,96.20%,84.00%,64.70%,
42,278,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,89.69%,86.57%,7.3,87.60%,94.60%,91.90%,83.70%,
42,3868,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202217,81.36%,81.77%,8,87.50%,78.10%,80.20%,83.70%,
42,23,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,202217,94.26%,74.34%,7.3,98.00%,94.80%,88.80%,95.70%,
42,307,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202217,87.17%,69.06%,9.4,87.10%,80.00%,87.20%,93.90%,
42,1193,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202217,89.47%,84.36%,5.9,88.20%,88.40%,88.10%,93.50%,
42,126,SPARK,Scheduled Standard Delivery,31,Executive Review,Recovering,Store Focus,202217,85.85%,82.25%,8.1,91.50%,81.60%,89.10%,83.50%,
42,3230,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202217,83.94%,65.19%,15.2,93.10%,77.70%,79.40%,88.20%,
42,3230,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202217,83.93%,71.34%,10.3,90.90%,78.50%,81.00%,86.00%,
42,4460,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202217,89.85%,71.94%,10,94.30%,86.90%,89.10%,91.20%,
72,6975,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,202217,93.21%,84.27%,9.2,91.90%,89.20%,96.60%,94.10%,
72,4516,DOORDASH,Scheduled Express Delivery ,27,Executive Review,Degrading,Store Focus,202217,53.85%,82.69%,4.8,66.70%,67.90%,32.00%,45.80%,
72,4516,SPARK,Scheduled Express Delivery ,5,At Risk,Degrading,Store Focus,202217,65.48%,84.27%,4.2,84.60%,58.30%,57.10%,55.00%,
72,5737,SPARK,Scheduled Express Delivery ,24,Executive Review,Degrading,Store Focus,202217,62.45%,75.70%,7.7,76.90%,56.10%,65.80%,52.40%,
57,1560,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,81.13%,93.87%,9.8,85.70%,77.40%,84.70%,75.60%,
61,5604,UBER,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,202217,89.08%,94.29%,6.3,92.00%,89.10%,86.00%,90.40%,
54,953,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202217,80.93%,89.67%,5.6,90.20%,79.80%,81.20%,78.30%,
54,921,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,202217,73.42%,98.88%,2.9,69.60%,88.20%,60.00%,85.70%,
54,1440,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,81.03%,90.37%,9.5,73.80%,81.50%,88.60%,79.40%,
54,1581,UBER,Scheduled Express Delivery ,5,At Risk,Recovering,Store Focus,202217,88.89%,74.58%,12.6,100.00%,93.30%,76.50%,94.10%,
54,1581,UBER,Scheduled Standard Delivery,23,Executive Review,Recovering,Store Focus,202217,79.43%,80.95%,12,90.90%,79.30%,76.80%,78.20%,
54,1627,POINTPICKUP,Scheduled Express Delivery ,4,At Risk,Recovering,Driver Supply Focus,202217,92.31%,93.94%,7.2,92.90%,88.20%,95.70%,91.90%,
54,1649,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Driver Supply Focus,202217,20.00%,100.00%,8.7,0.00%,33.30%,,0.00%,
9,705,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,82.37%,81.59%,7.8,82.70%,79.70%,85.30%,81.80%,
9,705,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,80.98%,76.96%,12.3,76.20%,82.00%,85.10%,80.80%,
9,2695,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Store Focus,202217,90.29%,78.62%,8.4,94.20%,85.50%,86.70%,94.60%,
9,5299,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202217,85.57%,80.17%,9,83.60%,84.10%,87.90%,86.80%,
9,5299,UBER,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202217,86.05%,77.26%,9.7,87.70%,84.70%,87.10%,84.70%,
9,4588,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202217,88.17%,94.59%,4.5,88.00%,89.00%,87.10%,88.50%,
9,174,UBER,Scheduled Standard Delivery,14,Executive Review,Recovering,Store Focus,202217,92.42%,94.54%,9.2,96.80%,95.60%,94.60%,86.10%,
9,649,UBER,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202217,67.97%,61.88%,19.4,66.10%,93.90%,75.30%,26.70%,
9,771,UBER,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,83.81%,74.79%,11.8,73.90%,85.70%,89.40%,84.80%,
72,4140,ARGO,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202217,88.65%,95.04%,6.1,95.90%,91.50%,80.30%,89.10%,
72,4140,UBER,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,202217,72.89%,93.51%,12.1,94.60%,87.10%,61.30%,56.90%,
72,4563,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,81.47%,77.34%,7.7,83.00%,85.00%,79.00%,77.70%,
72,4563,UBER,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202217,81.27%,78.05%,10.3,82.90%,84.60%,83.50%,75.30%,
72,4617,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,79.17%,86.46%,10.7,89.60%,84.10%,68.50%,77.50%,
72,4826,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,83.45%,68.20%,9.3,77.10%,79.50%,84.80%,94.00%,
72,4826,UBER,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202217,82.84%,64.18%,13.7,82.20%,80.40%,81.10%,87.50%,
9,819,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202217,92.25%,89.83%,9.7,87.30%,96.80%,89.40%,94.90%,
9,987,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202217,92.04%,89.71%,8.2,89.30%,97.40%,95.00%,88.20%,
9,4063,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202217,84.49%,90.62%,5.4,90.80%,85.60%,86.30%,75.30%,
