Store Nbr,Dept Subcategory Description,WK51,WK52,WK01,WK02,WK03,WK04,WK05,WK06,WK07,WK08,WK09,WK10,WK11,WK12,WK13,WK14,WK15,WK16,WK17,WK18,WK19,WK20,WK21,WK22,WK23,WK24
3210,20IN BIKES,4,4,10,3,5,6,7,9,7,8,12,9,8,7,7,8,8,11,9,8,9,9,8,8,8,7
3210,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1
3210,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210,MOUNTAIN BIKES,2,2,3,3,4,5,5,6,6,5,6,5,5,5,6,6,6,7,7,6,7,6,6,5,5,4
3210,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3212,12IN BIKES,2,1,2,3,4,6,8,10,7,9,11,10,8,7,6,8,7,9,7,6,5,5,4,5,4,3
3212,16IN BIKES,2,2,2,3,4,5,7,10,8,8,12,9,9,9,8,9,9,10,9,7,7,7,8,9,7,6
3212,18IN BIKES,2,3,3,4,4,5,6,7,6,6,10,7,6,6,6,6,7,7,7,6,7,6,6,6,5,5
3212,20IN BIKES,6,6,7,6,8,10,13,17,13,15,27,20,15,14,11,13,14,19,21,18,20,19,17,16,14,12
3212,BEACH CRUISERS,1,2,2,2,2,3,3,3,3,3,6,5,5,7,7,6,7,7,7,7,8,6,7,6,5,4
3212,MOUNTAIN BIKES,4,5,5,6,7,9,10,12,10,11,16,13,12,13,12,15,15,19,16,16,20,18,16,14,12,12
3212,MULTI USE BIKES,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1
3213,12IN BIKES,3,2,3,4,5,5,6,7,6,7,8,7,6,6,6,6,6,6,5,5,5,5,5,6,5,5
3213,16IN BIKES,3,4,4,5,8,8,10,11,10,10,14,11,10,9,8,9,9,9,9,8,8,10,9,9,8,8
3213,18IN BIKES,1,2,2,4,4,4,5,5,4,4,7,5,6,6,5,5,3,5,3,4,4,4,4,3,3,3
3213,20IN BIKES,4,4,4,6,7,8,10,9,8,9,12,9,8,7,7,8,8,8,8,7,8,9,9,9,8,7
3213,BEACH CRUISERS,1,1,1,2,2,2,4,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,2,2
3213,MOUNTAIN BIKES,7,8,8,9,12,13,15,15,14,14,16,14,14,14,14,14,14,15,15,15,14,14,13,12,12,12
3213,MULTI USE BIKES,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
3214,12IN BIKES,1,1,1,1,2,3,3,4,3,4,5,4,4,3,3,4,4,5,4,4,3,4,3,3,3,2
3214,16IN BIKES,2,2,2,3,3,4,5,5,5,6,8,6,6,5,5,5,6,6,6,5,5,6,6,5,5,5
3214,18IN BIKES,1,1,1,2,2,3,3,3,3,4,5,4,3,3,4,3,3,4,4,3,3,3,3,3,3,2
3214,20IN BIKES,5,6,5,5,6,7,9,11,9,11,17,13,11,11,10,9,10,13,13,13,14,14,13,13,12,11
3214,BEACH CRUISERS,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,5,4,4,3,3,3
3214,MOUNTAIN BIKES,3,4,4,5,6,7,8,9,8,8,10,8,8,8,8,8,8,9,8,8,9,9,9,8,7,6
3214,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
3215,12IN BIKES,1,1,1,1,2,2,3,3,3,4,5,4,3,4,3,3,4,4,4,4,3,4,3,3,3,3
3215,16IN BIKES,1,1,1,2,2,3,4,5,4,5,7,5,5,5,4,5,4,5,5,4,4,5,4,4,4,4
3215,18IN BIKES,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1
3215,20IN BIKES,3,3,3,4,4,6,8,11,9,11,18,13,10,8,7,8,8,11,10,9,11,9,9,9,7,8
3215,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3215,MOUNTAIN BIKES,2,3,3,3,4,4,5,5,4,5,6,5,4,4,5,5,4,5,5,6,6,6,6,5,5,4
3215,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3216,12IN BIKES,1,1,1,2,2,3,3,3,3,3,4,3,3,3,2,3,3,4,4,3,3,3,2,2,2,2
3216,16IN BIKES,1,1,1,2,2,3,4,4,3,4,6,4,4,4,4,4,4,5,5,4,4,5,4,4,4,3
3216,18IN BIKES,1,1,1,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2
3216,20IN BIKES,3,3,3,3,4,5,6,8,6,8,12,10,8,8,6,6,7,8,8,8,8,8,8,7,7,6
3216,BEACH CRUISERS,3,3,4,5,6,6,7,7,7,7,10,9,10,12,11,10,9,12,11,12,14,12,11,10,10,8
3216,MOUNTAIN BIKES,3,3,3,4,5,6,6,8,6,7,9,7,7,7,8,7,7,8,7,7,8,7,10,7,6,6
3216,MULTI USE BIKES,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1
3217,12IN BIKES,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2
3217,16IN BIKES,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3217,18IN BIKES,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3217,20IN BIKES,1,1,2,2,3,3,4,5,5,6,7,5,5,5,4,3,4,4,3,4,4,4,6,6,5,3
3217,BEACH CRUISERS,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3217,MOUNTAIN BIKES,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2,3,3,3,2,3,3,3,3,3,2,2
3218,12IN BIKES,1,1,2,2,3,3,4,5,4,5,6,5,5,5,5,5,5,6,5,5,5,5,5,5,5,4
3218,16IN BIKES,2,2,3,4,5,6,7,8,8,9,11,9,8,8,7,8,8,9,8,8,9,9,9,10,8,8
3218,18IN BIKES,2,2,2,5,5,4,7,6,6,6,8,6,5,7,6,6,6,8,6,6,6,5,6,7,6,5
3218,20IN BIKES,5,5,6,6,8,8,11,12,12,15,18,14,12,12,12,12,13,12,10,10,11,11,14,15,13,11
3218,BEACH CRUISERS,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1
3218,MOUNTAIN BIKES,4,4,5,5,6,8,8,10,10,10,11,9,9,9,9,10,11,11,11,10,13,11,10,10,9,9
3218,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3219,12IN BIKES,2,2,3,3,4,4,5,6,5,5,7,6,5,5,5,5,5,6,6,5,5,5,4,4,4,3
3219,16IN BIKES,2,2,2,3,4,5,6,7,6,7,9,7,7,7,6,7,7,8,7,7,6,7,7,7,6,5
3219,18IN BIKES,2,2,2,3,4,4,5,5,5,6,7,5,5,5,5,5,5,5,5,4,5,4,4,4,4,3
3219,20IN BIKES,5,6,6,6,8,11,13,17,14,16,25,20,17,16,12,13,14,17,16,16,18,17,16,16,14,15
3219,BEACH CRUISERS,1,1,1,2,2,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,5,4,4,3,3,3
3219,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3219,MOUNTAIN BIKES,4,3,4,5,6,7,7,8,7,7,9,8,8,8,8,8,9,9,9,10,11,11,9,8,8,7
3219,MULTI USE BIKES,1,1,1,1,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,3,2,2,2,2,2,2
3220,12IN BIKES,2,2,2,3,4,4,5,5,5,5,7,6,5,5,4,4,4,5,4,3,3,3,4,4,4,3
3220,16IN BIKES,2,3,3,3,4,4,5,6,5,6,8,6,5,5,5,5,5,5,5,4,4,5,5,5,5,4
3220,18IN BIKES,1,1,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
3220,20IN BIKES,3,4,4,5,7,7,8,9,9,9,12,10,9,9,7,8,8,8,8,8,8,8,8,8,8,8
3220,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3220,ELECTRIC BIKES,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3220,MOUNTAIN BIKES,5,5,6,6,6,7,8,8,8,9,10,9,9,8,8,9,8,9,9,8,8,8,8,8,7,7
3220,MULTI USE BIKES,1,1,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1
3221,12IN BIKES,1,1,1,1,1,2,2,2,2,2,4,3,2,2,2,3,3,4,4,3,2,3,3,2,2,1
3221,16IN BIKES,1,1,1,1,2,2,2,3,3,3,5,4,4,3,3,4,4,4,3,3,3,3,3,3,3,2
3221,18IN BIKES,0,0,0,0,0,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3221,20IN BIKES,1,2,1,2,2,3,4,6,5,5,9,7,5,4,5,7,6,6,6,6,7,8,7,7,6,6
3221,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
3221,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3221,MOUNTAIN BIKES,2,2,2,3,3,4,5,6,4,5,6,5,4,5,5,4,5,4,4,5,6,6,5,5,5,4
3221,MULTI USE BIKES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3222,12IN BIKES,1,1,1,1,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2
3222,16IN BIKES,2,2,2,3,3,4,4,5,4,5,6,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4
3222,18IN BIKES,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
3222,20IN BIKES,3,3,3,3,4,5,6,6,6,8,9,7,6,6,6,7,6,7,7,6,7,6,7,7,5,5
3222,BEACH CRUISERS,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3222,MOUNTAIN BIKES,2,2,2,3,3,3,4,4,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,3,3
3222,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3223,12IN BIKES,0,0,0,1,1,2,3,4,4,4,5,4,4,3,3,3,3,4,3,3,3,3,3,3,2,2
3223,16IN BIKES,1,1,1,1,2,3,4,6,5,5,7,5,4,4,4,4,5,5,5,4,4,4,4,4,3,3
3223,18IN BIKES,1,1,1,1,1,2,3,3,3,4,5,4,3,3,3,5,3,4,3,3,3,3,3,3,2,2
3223,20IN BIKES,4,5,5,4,5,7,9,10,10,10,17,13,9,8,8,8,9,11,12,9,10,10,10,11,9,8
3223,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3223,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3223,MOUNTAIN BIKES,3,3,3,3,4,5,6,7,6,5,7,5,5,5,6,7,6,7,7,7,7,6,7,6,5,6
3223,MULTI USE BIKES,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3224,12IN BIKES,2,2,2,3,4,4,5,6,5,5,6,5,5,4,4,4,4,5,5,4,4,4,4,4,4,4
3224,16IN BIKES,2,2,2,3,4,5,7,7,7,7,10,7,7,7,6,7,6,7,6,6,6,7,7,6,6,5
3224,18IN BIKES,1,1,1,3,4,3,5,4,3,4,6,5,5,5,4,4,2,5,3,3,3,3,3,3,3,2
3224,20IN BIKES,3,3,3,5,7,8,10,10,9,10,12,10,9,9,7,9,9,9,7,8,8,9,9,9,8,7
3224,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3224,MOUNTAIN BIKES,4,4,4,5,7,7,10,9,9,9,10,9,8,8,7,8,8,8,10,9,8,8,8,7,7,7
3224,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3225,12IN BIKES,1,2,2,3,3,3,4,5,4,4,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3
3225,16IN BIKES,2,2,2,2,3,4,5,5,5,5,7,5,5,4,4,5,5,5,4,4,4,5,5,5,4,4
3225,18IN BIKES,1,1,1,2,3,3,4,3,3,4,5,4,4,4,4,4,2,4,2,3,2,2,2,2,2,2
3225,20IN BIKES,3,3,3,4,5,6,7,8,7,8,10,8,6,7,5,7,6,7,6,6,6,7,8,8,7,5
3225,BEACH CRUISERS,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1
3225,MOUNTAIN BIKES,3,3,3,3,4,5,7,6,6,6,7,6,6,6,5,5,5,6,6,6,6,5,6,5,5,5
3225,MULTI USE BIKES,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
3226,12IN BIKES,2,2,2,3,4,5,6,7,6,6,8,6,6,6,5,5,5,6,5,5,4,5,4,5,5,4
3226,16IN BIKES,3,3,3,4,4,5,6,6,6,6,9,7,6,6,6,6,6,6,5,5,5,6,6,6,6,5
3226,18IN BIKES,2,2,2,4,4,4,6,6,5,5,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3
3226,20IN BIKES,5,5,4,6,7,8,10,10,8,10,14,11,9,9,8,10,10,10,10,9,9,10,10,10,9,8
3226,BEACH CRUISERS,1,1,2,2,2,3,4,4,4,3,3,3,3,4,3,3,2,3,4,3,3,2,2,2,2,2
3226,MOUNTAIN BIKES,7,7,8,8,10,12,14,13,13,14,15,13,12,13,13,13,13,14,12,13,13,12,12,12,11,11
3226,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3227,12IN BIKES,1,1,1,1,1,2,2,3,3,3,4,3,2,2,2,3,3,4,3,3,3,3,3,3,3,2
3227,16IN BIKES,1,1,1,1,2,2,3,3,4,4,5,4,4,3,3,4,4,4,4,3,4,4,4,4,4,3
3227,18IN BIKES,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3227,20IN BIKES,2,2,1,1,2,2,2,4,3,5,6,5,4,4,4,6,5,5,4,5,5,5,6,6,4,4
3227,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3227,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,MOUNTAIN BIKES,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3
3227,MULTI USE BIKES,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
3228,12IN BIKES,1,1,1,1,2,2,3,4,3,4,6,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3
3228,16IN BIKES,1,1,2,3,3,4,5,7,5,6,9,7,6,6,6,6,6,7,7,5,5,5,6,7,6,5
3228,18IN BIKES,1,1,1,1,2,2,3,4,4,4,6,5,4,4,4,4,4,4,4,4,4,4,3,3,2,2
3228,20IN BIKES,5,5,5,3,4,6,7,10,8,8,15,11,8,8,7,9,7,11,12,9,10,9,8,8,8,7
3228,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3228,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228,MOUNTAIN BIKES,3,3,4,4,5,6,7,9,7,6,8,7,8,8,7,9,9,10,8,9,10,9,8,7,6,7
3228,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3229,16IN BIKES,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3229,18IN BIKES,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0
3229,20IN BIKES,1,1,1,2,3,3,4,5,4,5,6,5,5,5,4,4,4,5,4,5,5,5,5,5,4,4
3229,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,MOUNTAIN BIKES,1,1,1,2,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
3230,12IN BIKES,1,1,1,2,2,2,2,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2
3230,16IN BIKES,2,2,2,3,4,4,5,6,5,5,7,5,5,4,4,5,4,5,5,4,4,5,5,5,4,4
3230,18IN BIKES,1,1,1,1,2,2,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2
3230,20IN BIKES,3,3,2,3,4,4,6,8,7,8,10,8,7,7,6,6,7,9,7,8,8,8,7,7,7,6
3230,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3230,MOUNTAIN BIKES,2,3,3,3,4,5,6,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3230,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3231,12IN BIKES,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1
3231,16IN BIKES,1,1,1,1,2,2,2,3,3,3,4,3,3,3,2,3,2,3,2,2,2,3,3,3,3,2
3231,18IN BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3231,20IN BIKES,2,3,2,3,4,4,5,6,5,6,7,5,5,5,5,5,6,6,6,6,5,5,5,5,6,4
3231,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3231,MOUNTAIN BIKES,2,2,2,2,3,3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,4,3,3,3
3231,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3232,12IN BIKES,1,1,1,1,1,2,2,4,4,5,7,5,5,5,5,5,4,5,5,4,4,5,4,5,4,4
3232,16IN BIKES,1,2,2,2,3,4,5,7,8,9,12,10,9,8,8,10,8,10,9,8,9,9,9,9,8,7
3232,18IN BIKES,1,2,1,2,3,3,4,5,5,6,7,6,5,5,5,6,5,7,7,6,5,5,5,5,4,4
3232,20IN BIKES,6,7,6,6,7,9,11,15,15,19,22,20,17,16,14,15,16,18,19,18,18,18,19,18,14,13
3232,BEACH CRUISERS,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,1,1,1
3232,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3232,MOUNTAIN BIKES,3,4,4,4,5,6,7,9,9,9,9,8,7,9,8,9,9,11,12,11,11,11,10,8,7,8
3232,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0
3233,12IN BIKES,1,1,1,1,2,3,5,7,6,6,7,6,6,6,6,9,7,8,8,7,6,6,5,5,4,3
3233,16IN BIKES,1,1,1,2,3,4,6,10,9,9,12,8,9,8,9,8,8,11,10,8,7,8,9,8,6,6
3233,18IN BIKES,1,1,1,1,1,2,2,4,3,3,5,4,4,3,3,3,3,3,4,3,3,3,3,3,2,2
3233,20IN BIKES,2,2,2,2,4,5,6,10,8,10,14,11,9,9,10,16,11,12,10,11,10,10,10,10,8,8
3233,BEACH CRUISERS,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,3,2,1,2,2,2,1,1
3233,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3233,MOUNTAIN BIKES,2,3,3,3,5,5,7,10,8,8,11,8,8,9,9,10,9,11,12,8,9,8,9,9,10,9
3233,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3234,12IN BIKES,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3234,16IN BIKES,1,1,1,2,2,2,2,3,2,3,3,2,2,2,2,2,2,3,3,2,2,3,3,3,3,2
3234,18IN BIKES,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,1,1
3234,20IN BIKES,2,2,2,2,3,3,3,4,3,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4
3234,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3234,MOUNTAIN BIKES,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3234,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3235,12IN BIKES,3,4,4,6,7,8,9,11,9,10,12,10,9,9,8,8,8,9,8,7,7,8,7,7,7,7
3235,16IN BIKES,5,6,7,8,10,10,12,13,11,12,17,12,12,11,9,11,11,11,11,10,11,11,11,10,10,10
3235,18IN BIKES,2,2,3,4,4,4,5,5,4,5,6,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4
3235,20IN BIKES,6,7,10,10,12,13,17,17,15,16,20,17,15,15,12,13,13,16,16,13,13,15,13,13,14,12
3235,BEACH CRUISERS,3,4,4,5,6,5,6,6,5,6,6,6,6,6,7,5,5,6,5,5,6,5,5,4,4,4
3235,MOUNTAIN BIKES,17,20,18,19,25,27,31,34,31,33,38,32,33,33,33,34,34,37,34,34,33,32,31,30,29,31
3235,MULTI USE BIKES,1,1,1,2,2,2,4,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2
3236,12IN BIKES,2,2,2,3,3,4,5,7,6,7,10,8,8,7,7,7,8,8,7,7,7,7,7,7,6,6
3236,16IN BIKES,2,2,3,4,5,6,7,9,8,8,12,9,8,8,8,9,9,9,8,7,7,8,8,8,7,6
3236,18IN BIKES,1,1,1,2,3,3,4,5,3,4,6,4,4,4,5,5,5,5,5,5,5,5,4,4,3,3
3236,20IN BIKES,4,5,6,5,6,8,10,13,10,12,20,17,13,13,12,14,13,14,13,14,15,15,14,14,11,9
3236,BEACH CRUISERS,1,2,2,2,3,3,4,4,4,4,6,5,5,7,7,5,5,6,6,6,7,7,7,6,5,4
3236,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3236,MOUNTAIN BIKES,5,6,6,7,8,9,10,11,9,11,15,12,10,12,12,12,13,15,15,14,16,17,14,14,12,12
3236,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237,12IN BIKES,1,1,1,2,3,3,5,7,5,6,8,5,5,5,4,6,5,6,6,5,4,4,4,4,3,3
3237,16IN BIKES,2,2,2,2,4,4,6,8,8,9,12,8,8,7,8,8,7,9,8,7,6,7,7,7,6,5
3237,18IN BIKES,1,1,1,2,2,3,3,5,5,4,6,5,4,4,4,6,5,5,4,4,4,4,4,3,3,3
3237,20IN BIKES,3,3,2,3,5,7,9,12,11,12,19,14,13,14,11,14,14,16,13,15,15,15,14,15,11,10
3237,BEACH CRUISERS,1,0,0,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1
3237,MOUNTAIN BIKES,3,3,3,4,5,5,6,10,8,9,12,9,10,10,9,11,11,11,11,11,10,10,9,9,8,9
3237,MULTI USE BIKES,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2
3239,12IN BIKES,3,3,3,4,5,6,7,8,7,8,10,8,7,7,7,8,8,9,9,8,9,9,8,9,8,7
3239,16IN BIKES,2,2,2,3,4,4,6,7,6,7,9,6,6,6,6,6,7,7,7,6,7,7,8,9,7,7
3239,18IN BIKES,2,2,2,2,3,3,4,4,4,4,6,4,3,4,4,4,5,5,5,4,4,4,5,5,4,4
3239,20IN BIKES,4,5,5,6,8,9,12,12,12,14,15,11,10,10,11,11,11,11,10,9,11,11,12,12,12,11
3239,BEACH CRUISERS,1,1,1,1,2,2,3,3,3,3,3,2,2,3,3,2,3,4,3,3,3,2,3,2,2,2
3239,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3239,MOUNTAIN BIKES,6,6,7,7,9,10,11,12,12,13,14,12,12,13,12,13,15,14,13,13,15,14,14,13,12,12
3239,MULTI USE BIKES,1,2,2,2,2,3,3,3,2,2,3,3,3,4,4,3,4,4,3,3,6,2,3,3,3,2
3241,12IN BIKES,1,1,1,3,4,4,5,6,5,6,7,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4
3241,16IN BIKES,3,3,3,4,4,5,6,7,6,8,10,7,7,7,6,6,6,7,6,5,5,6,6,6,6,5
3241,18IN BIKES,2,2,2,3,4,4,5,4,4,5,6,5,4,4,4,4,4,4,4,4,5,4,5,4,4,4
3241,20IN BIKES,9,10,8,8,9,9,10,11,9,10,15,12,11,10,10,11,11,11,11,10,12,12,12,12,12,12
3241,BEACH CRUISERS,2,2,3,3,3,4,5,5,4,4,5,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2
3241,MOUNTAIN BIKES,6,6,7,7,9,10,11,12,11,11,12,11,11,11,11,11,11,11,12,11,11,10,10,10,10,10
3241,MULTI USE BIKES,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3243,12IN BIKES,1,1,1,1,2,2,3,4,3,4,5,4,3,3,3,3,4,4,4,4,3,3,3,3,2,2
3243,16IN BIKES,1,1,2,2,3,3,4,5,4,5,7,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5
3243,18IN BIKES,1,1,1,2,2,3,3,4,3,4,5,4,3,4,4,3,4,4,4,4,4,4,3,3,3,2
3243,20IN BIKES,2,3,3,3,4,5,6,8,6,8,12,10,8,7,6,7,7,9,8,8,9,8,8,8,7,7
3243,BEACH CRUISERS,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
3243,MOUNTAIN BIKES,3,3,4,4,5,6,7,7,5,6,7,7,6,7,7,7,7,8,8,7,8,8,7,6,6,6
