Region,Market,Store Nbr,Bucket,Tier,Details
12,149,3137,>90%,Tier 1,ISA On in Total Store
61,481,3138,>90%,Tier 1,ISA On in Total Store
61,481,3139,>90%,Tier 1,ISA On in Total Store
61,481,3140,"> 80%, < 90%",Tier 2,GM Pause
61,481,3141,>90%,Tier 1,ISA On in Total Store
61,9,3143,< 80%,Tier 3,Total Store ISA Pause
61,550,3144,>90%,Tier 1,ISA On in Total Store
61,550,3145,>90%,Tier 1,ISA On in Total Store
61,550,3146,>90%,Tier 1,ISA On in Total Store
61,481,3147,>90%,Tier 1,ISA On in Total Store
60,470,3149,"> 80%, < 90%",Tier 2,GM Pause
47,432,3150,"> 80%, < 90%",Tier 2,GM Pause
47,432,3151,>90%,Tier 1,ISA On in Total Store
61,491,3152,"> 80%, < 90%",Tier 2,GM Pause
61,491,3153,"> 80%, < 90%",Tier 2,GM Pause
61,491,3154,"> 80%, < 90%",Tier 2,GM Pause
61,491,3155,< 80%,Tier 3,Total Store ISA Pause
59,502,3156,"> 80%, < 90%",Tier 2,GM Pause
59,502,3157,< 80%,Tier 3,Total Store ISA Pause
72,548,3161,>90%,Tier 1,ISA On in Total Store
72,96,3162,>90%,Tier 1,ISA On in Total Store
9,553,3163,>90%,Tier 1,ISA On in Total Store
72,534,3164,< 80%,Tier 3,Total Store ISA Pause
59,495,3166,>90%,Tier 1,ISA On in Total Store
13,125,3167,>90%,Tier 1,ISA On in Total Store
72,537,3168,"> 80%, < 90%",Tier 2,GM Pause
5,83,3169,"> 80%, < 90%",Tier 2,GM Pause
5,83,3170,< 80%,Tier 3,Total Store ISA Pause
61,491,3172,"> 80%, < 90%",Tier 2,GM Pause
61,491,3173,"> 80%, < 90%",Tier 2,GM Pause
61,490,3175,"> 80%, < 90%",Tier 2,GM Pause
61,490,3176,"> 80%, < 90%",Tier 2,GM Pause
54,378,3177,>90%,Tier 1,ISA On in Total Store
61,550,3178,"> 80%, < 90%",Tier 2,GM Pause
61,481,3179,"> 80%, < 90%",Tier 2,GM Pause
57,446,3180,>90%,Tier 1,ISA On in Total Store
26,296,3182,>90%,Tier 1,ISA On in Total Store
72,103,3183,"> 80%, < 90%",Tier 2,GM Pause
72,544,3184,>90%,Tier 1,ISA On in Total Store
59,566,3185,>90%,Tier 1,ISA On in Total Store
2,20,3188,>90%,Tier 1,ISA On in Total Store
2,35,3191,>90%,Tier 1,ISA On in Total Store
2,35,3192,"> 80%, < 90%",Tier 2,GM Pause
9,112,3197,"> 80%, < 90%",Tier 2,GM Pause
64,561,3198,>90%,Tier 1,ISA On in Total Store
64,504,3199,"> 80%, < 90%",Tier 2,GM Pause
16,159,3200,"> 80%, < 90%",Tier 2,GM Pause
2,19,3201,< 80%,Tier 3,Total Store ISA Pause
64,533,3202,>90%,Tier 1,ISA On in Total Store
64,561,3204,>90%,Tier 1,ISA On in Total Store
2,22,3205,"> 80%, < 90%",Tier 2,GM Pause
21,222,3206,>90%,Tier 1,ISA On in Total Store
3,94,3207,"> 80%, < 90%",Tier 2,GM Pause
54,582,3208,"> 80%, < 90%",Tier 2,GM Pause
52,424,3209,"> 80%, < 90%",Tier 2,GM Pause
25,275,3210,"> 80%, < 90%",Tier 2,GM Pause
22,178,3212,>90%,Tier 1,ISA On in Total Store
6,68,3213,"> 80%, < 90%",Tier 2,GM Pause
75,289,3214,"> 80%, < 90%",Tier 2,GM Pause
75,320,3215,< 80%,Tier 3,Total Store ISA Pause
75,289,3216,"> 80%, < 90%",Tier 2,GM Pause
60,473,3217,"> 80%, < 90%",Tier 2,GM Pause
60,467,3218,"> 80%, < 90%",Tier 2,GM Pause
75,288,3219,>90%,Tier 1,ISA On in Total Store
46,405,3220,>90%,Tier 1,ISA On in Total Store
17,190,3221,"> 80%, < 90%",Tier 2,GM Pause
2,35,3222,"> 80%, < 90%",Tier 2,GM Pause
20,229,3223,"> 80%, < 90%",Tier 2,GM Pause
5,583,3224,>90%,Tier 1,ISA On in Total Store
5,583,3225,>90%,Tier 1,ISA On in Total Store
6,65,3226,>90%,Tier 1,ISA On in Total Store
47,391,3227,"> 80%, < 90%",Tier 2,GM Pause
22,231,3228,"> 80%, < 90%",Tier 2,GM Pause
44,349,3229,"> 80%, < 90%",Tier 2,GM Pause
42,324,3230,"> 80%, < 90%",Tier 2,GM Pause
42,321,3231,"> 80%, < 90%",Tier 2,GM Pause
54,403,3232,"> 80%, < 90%",Tier 2,GM Pause
52,419,3233,>90%,Tier 1,ISA On in Total Store
2,123,3234,"> 80%, < 90%",Tier 2,GM Pause
9,553,3235,>90%,Tier 1,ISA On in Total Store
22,178,3236,>90%,Tier 1,ISA On in Total Store
54,430,3237,"> 80%, < 90%",Tier 2,GM Pause
72,538,3238,"> 80%, < 90%",Tier 2,GM Pause
60,478,3239,"> 80%, < 90%",Tier 2,GM Pause
46,369,3241,"> 80%, < 90%",Tier 2,GM Pause
75,312,3243,>90%,Tier 1,ISA On in Total Store
53,436,3245,"> 80%, < 90%",Tier 2,GM Pause
53,442,3247,>90%,Tier 1,ISA On in Total Store
57,464,3248,>90%,Tier 1,ISA On in Total Store
20,209,3250,< 80%,Tier 3,Total Store ISA Pause
21,218,3251,"> 80%, < 90%",Tier 2,GM Pause
22,167,3252,< 80%,Tier 3,Total Store ISA Pause
17,228,3253,"> 80%, < 90%",Tier 2,GM Pause
56,392,3254,>90%,Tier 1,ISA On in Total Store
21,246,3255,"> 80%, < 90%",Tier 2,GM Pause
60,478,3258,>90%,Tier 1,ISA On in Total Store
54,383,3259,>90%,Tier 1,ISA On in Total Store
60,473,3260,"> 80%, < 90%",Tier 2,GM Pause
60,475,3261,"> 80%, < 90%",Tier 2,GM Pause
20,216,3262,>90%,Tier 1,ISA On in Total Store
75,288,3265,< 80%,Tier 3,Total Store ISA Pause
22,558,3266,< 80%,Tier 3,Total Store ISA Pause
47,432,3267,"> 80%, < 90%",Tier 2,GM Pause
53,440,3268,"> 80%, < 90%",Tier 2,GM Pause
16,180,3269,>90%,Tier 1,ISA On in Total Store
20,311,3270,"> 80%, < 90%",Tier 2,GM Pause
14,13,3271,< 80%,Tier 3,Total Store ISA Pause
40,362,3273,< 80%,Tier 3,Total Store ISA Pause
5,50,3274,>90%,Tier 1,ISA On in Total Store
64,533,3275,>90%,Tier 1,ISA On in Total Store
57,445,3276,>90%,Tier 1,ISA On in Total Store
56,392,3277,>90%,Tier 1,ISA On in Total Store
47,433,3278,"> 80%, < 90%",Tier 2,GM Pause
6,77,3279,>90%,Tier 1,ISA On in Total Store
17,192,3280,>90%,Tier 1,ISA On in Total Store
17,228,3281,"> 80%, < 90%",Tier 2,GM Pause
21,218,3282,"> 80%, < 90%",Tier 2,GM Pause
44,409,3283,"> 80%, < 90%",Tier 2,GM Pause
5,44,3284,"> 80%, < 90%",Tier 2,GM Pause
5,44,3285,< 80%,Tier 3,Total Store ISA Pause
5,52,3286,"> 80%, < 90%",Tier 2,GM Pause
64,504,3287,>90%,Tier 1,ISA On in Total Store
13,131,3288,< 80%,Tier 3,Total Store ISA Pause
4,124,3289,>90%,Tier 1,ISA On in Total Store
60,470,3290,"> 80%, < 90%",Tier 2,GM Pause
20,209,3293,"> 80%, < 90%",Tier 2,GM Pause
41,242,3294,>90%,Tier 1,ISA On in Total Store
44,356,3295,< 80%,Tier 3,Total Store ISA Pause
6,64,3296,>90%,Tier 1,ISA On in Total Store
6,67,3297,"> 80%, < 90%",Tier 2,GM Pause
6,60,3298,"> 80%, < 90%",Tier 2,GM Pause
59,502,3299,>90%,Tier 1,ISA On in Total Store
21,222,3300,"> 80%, < 90%",Tier 2,GM Pause
16,161,3301,"> 80%, < 90%",Tier 2,GM Pause
6,64,3302,>90%,Tier 1,ISA On in Total Store
20,311,3303,>90%,Tier 1,ISA On in Total Store
26,298,3304,"> 80%, < 90%",Tier 2,GM Pause
26,298,3305,< 80%,Tier 3,Total Store ISA Pause
3,97,3307,"> 80%, < 90%",Tier 2,GM Pause
3,101,3308,"> 80%, < 90%",Tier 2,GM Pause
3,98,3309,>90%,Tier 1,ISA On in Total Store
3,94,3310,>90%,Tier 1,ISA On in Total Store
9,553,3311,"> 80%, < 90%",Tier 2,GM Pause
47,376,3313,>90%,Tier 1,ISA On in Total Store
61,510,3314,>90%,Tier 1,ISA On in Total Store
61,510,3315,"> 80%, < 90%",Tier 2,GM Pause
64,526,3317,"> 80%, < 90%",Tier 2,GM Pause
5,81,3319,"> 80%, < 90%",Tier 2,GM Pause
6,80,3320,"> 80%, < 90%",Tier 2,GM Pause
53,442,3322,"> 80%, < 90%",Tier 2,GM Pause
53,444,3324,< 80%,Tier 3,Total Store ISA Pause
64,533,3327,< 80%,Tier 3,Total Store ISA Pause
19,200,3328,>90%,Tier 1,ISA On in Total Store
17,187,3329,>90%,Tier 1,ISA On in Total Store
59,502,3330,"> 80%, < 90%",Tier 2,GM Pause
42,327,3331,>90%,Tier 1,ISA On in Total Store
17,191,3332,"> 80%, < 90%",Tier 2,GM Pause
17,187,3334,"> 80%, < 90%",Tier 2,GM Pause
19,197,3336,>90%,Tier 1,ISA On in Total Store
22,178,3337,"> 80%, < 90%",Tier 2,GM Pause
59,497,3338,>90%,Tier 1,ISA On in Total Store
22,165,3339,"> 80%, < 90%",Tier 2,GM Pause
64,507,3340,>90%,Tier 1,ISA On in Total Store
64,561,3341,< 80%,Tier 3,Total Store ISA Pause
21,225,3342,"> 80%, < 90%",Tier 2,GM Pause
75,286,3344,"> 80%, < 90%",Tier 2,GM Pause
9,116,3347,>90%,Tier 1,ISA On in Total Store
9,107,3348,>90%,Tier 1,ISA On in Total Store
9,118,3349,"> 80%, < 90%",Tier 2,GM Pause
57,394,3350,"> 80%, < 90%",Tier 2,GM Pause
57,394,3351,>90%,Tier 1,ISA On in Total Store
56,452,3352,>90%,Tier 1,ISA On in Total Store
61,397,3354,"> 80%, < 90%",Tier 2,GM Pause
61,397,3355,"> 80%, < 90%",Tier 2,GM Pause
61,397,3356,>90%,Tier 1,ISA On in Total Store
61,9,3357,"> 80%, < 90%",Tier 2,GM Pause
59,499,3359,>90%,Tier 1,ISA On in Total Store
46,373,3360,"> 80%, < 90%",Tier 2,GM Pause
41,253,3362,>90%,Tier 1,ISA On in Total Store
41,254,3363,>90%,Tier 1,ISA On in Total Store
52,423,3364,>90%,Tier 1,ISA On in Total Store
54,401,3366,"> 80%, < 90%",Tier 2,GM Pause
4,36,3367,>90%,Tier 1,ISA On in Total Store
9,115,3370,"> 80%, < 90%",Tier 2,GM Pause
4,306,3371,>90%,Tier 1,ISA On in Total Store
9,111,3372,"> 80%, < 90%",Tier 2,GM Pause
61,9,3377,"> 80%, < 90%",Tier 2,GM Pause
46,366,3379,< 80%,Tier 3,Total Store ISA Pause
60,475,3380,"> 80%, < 90%",Tier 2,GM Pause
5,74,3381,"> 80%, < 90%",Tier 2,GM Pause
47,389,3382,"> 80%, < 90%",Tier 2,GM Pause
46,70,3383,>90%,Tier 1,ISA On in Total Store
46,70,3384,>90%,Tier 1,ISA On in Total Store
64,526,3385,"> 80%, < 90%",Tier 2,GM Pause
14,3,3386,>90%,Tier 1,ISA On in Total Store
9,118,3387,"> 80%, < 90%",Tier 2,GM Pause
2,25,3388,>90%,Tier 1,ISA On in Total Store
2,25,3389,"> 80%, < 90%",Tier 2,GM Pause
6,68,3390,>90%,Tier 1,ISA On in Total Store
6,87,3391,"> 80%, < 90%",Tier 2,GM Pause
64,58,3392,"> 80%, < 90%",Tier 2,GM Pause
52,413,3394,"> 80%, < 90%",Tier 2,GM Pause
47,429,3395,< 80%,Tier 3,Total Store ISA Pause
9,553,3397,>90%,Tier 1,ISA On in Total Store
29,800,3399,>90%,Tier 1,ISA On in Total Store
25,265,3400,>90%,Tier 1,ISA On in Total Store
2,19,3401,"> 80%, < 90%",Tier 2,GM Pause
2,19,3402,< 80%,Tier 3,Total Store ISA Pause
2,26,3403,"> 80%, < 90%",Tier 2,GM Pause
52,422,3404,< 80%,Tier 3,Total Store ISA Pause
5,51,3406,>90%,Tier 1,ISA On in Total Store
46,368,3407,>90%,Tier 1,ISA On in Total Store
56,392,3408,>90%,Tier 1,ISA On in Total Store
16,156,3409,"> 80%, < 90%",Tier 2,GM Pause
59,500,3411,"> 80%, < 90%",Tier 2,GM Pause
22,232,3412,"> 80%, < 90%",Tier 2,GM Pause
72,548,3414,>90%,Tier 1,ISA On in Total Store
9,104,3415,"> 80%, < 90%",Tier 2,GM Pause
9,105,3417,>90%,Tier 1,ISA On in Total Store
9,112,3418,>90%,Tier 1,ISA On in Total Store
64,58,3419,< 80%,Tier 3,Total Store ISA Pause
17,172,3420,"> 80%, < 90%",Tier 2,GM Pause
22,165,3422,>90%,Tier 1,ISA On in Total Store
46,385,3423,>90%,Tier 1,ISA On in Total Store
72,544,3424,>90%,Tier 1,ISA On in Total Store
6,63,3425,>90%,Tier 1,ISA On in Total Store
46,387,3427,>90%,Tier 1,ISA On in Total Store
46,375,3428,>90%,Tier 1,ISA On in Total Store
17,228,3429,"> 80%, < 90%",Tier 2,GM Pause
44,352,3430,< 80%,Tier 3,Total Store ISA Pause
5,48,3431,"> 80%, < 90%",Tier 2,GM Pause
5,49,3432,"> 80%, < 90%",Tier 2,GM Pause
5,49,3433,"> 80%, < 90%",Tier 2,GM Pause
25,270,3434,"> 80%, < 90%",Tier 2,GM Pause
25,249,3435,>90%,Tier 1,ISA On in Total Store
19,201,3436,>90%,Tier 1,ISA On in Total Store
14,15,3439,"> 80%, < 90%",Tier 2,GM Pause
59,496,3442,"> 80%, < 90%",Tier 2,GM Pause
17,577,3443,>90%,Tier 1,ISA On in Total Store
19,207,3445,>90%,Tier 1,ISA On in Total Store
21,219,3447,"> 80%, < 90%",Tier 2,GM Pause
64,528,3449,>90%,Tier 1,ISA On in Total Store
64,528,3450,"> 80%, < 90%",Tier 2,GM Pause
64,562,3452,"> 80%, < 90%",Tier 2,GM Pause
19,200,3453,>90%,Tier 1,ISA On in Total Store
54,401,3454,"> 80%, < 90%",Tier 2,GM Pause
56,452,3455,"> 80%, < 90%",Tier 2,GM Pause
59,500,3456,"> 80%, < 90%",Tier 2,GM Pause
64,507,3457,>90%,Tier 1,ISA On in Total Store
19,200,3458,< 80%,Tier 3,Total Store ISA Pause
25,278,3459,"> 80%, < 90%",Tier 2,GM Pause
25,278,3460,>90%,Tier 1,ISA On in Total Store
3,16,3461,>90%,Tier 1,ISA On in Total Store
2,24,3462,"> 80%, < 90%",Tier 2,GM Pause
9,114,3463,"> 80%, < 90%",Tier 2,GM Pause
57,462,3464,>90%,Tier 1,ISA On in Total Store
46,369,3465,>90%,Tier 1,ISA On in Total Store
2,26,3471,>90%,Tier 1,ISA On in Total Store
60,474,3472,"> 80%, < 90%",Tier 2,GM Pause
57,394,3473,"> 80%, < 90%",Tier 2,GM Pause
9,115,3474,>90%,Tier 1,ISA On in Total Store
22,167,3475,>90%,Tier 1,ISA On in Total Store
19,197,3476,>90%,Tier 1,ISA On in Total Store
57,465,3477,"> 80%, < 90%",Tier 2,GM Pause
60,470,3478,"> 80%, < 90%",Tier 2,GM Pause
72,534,3479,"> 80%, < 90%",Tier 2,GM Pause
20,311,3480,< 80%,Tier 3,Total Store ISA Pause
75,282,3481,"> 80%, < 90%",Tier 2,GM Pause
5,51,3482,"> 80%, < 90%",Tier 2,GM Pause
13,129,3483,"> 80%, < 90%",Tier 2,GM Pause
14,14,3484,"> 80%, < 90%",Tier 2,GM Pause
2,18,3485,"> 80%, < 90%",Tier 2,GM Pause
21,218,3486,"> 80%, < 90%",Tier 2,GM Pause
19,206,3487,"> 80%, < 90%",Tier 2,GM Pause
53,435,3488,>90%,Tier 1,ISA On in Total Store
75,281,3489,"> 80%, < 90%",Tier 2,GM Pause
75,282,3490,< 80%,Tier 3,Total Store ISA Pause
16,184,3491,"> 80%, < 90%",Tier 2,GM Pause
44,409,3492,>90%,Tier 1,ISA On in Total Store
56,452,3493,< 80%,Tier 3,Total Store ISA Pause
57,459,3494,"> 80%, < 90%",Tier 2,GM Pause
12,149,3495,>90%,Tier 1,ISA On in Total Store
53,444,3497,"> 80%, < 90%",Tier 2,GM Pause
52,422,3498,"> 80%, < 90%",Tier 2,GM Pause
53,442,3499,"> 80%, < 90%",Tier 2,GM Pause
6,60,3500,>90%,Tier 1,ISA On in Total Store
22,233,3501,"> 80%, < 90%",Tier 2,GM Pause
21,223,3502,>90%,Tier 1,ISA On in Total Store
26,308,3503,>90%,Tier 1,ISA On in Total Store
59,498,3504,"> 80%, < 90%",Tier 2,GM Pause
53,441,3505,"> 80%, < 90%",Tier 2,GM Pause
64,507,3508,>90%,Tier 1,ISA On in Total Store
64,562,3509,>90%,Tier 1,ISA On in Total Store
6,62,3510,"> 80%, < 90%",Tier 2,GM Pause
60,474,3511,"> 80%, < 90%",Tier 2,GM Pause
64,526,3512,>90%,Tier 1,ISA On in Total Store
52,423,3513,>90%,Tier 1,ISA On in Total Store
17,228,3514,>90%,Tier 1,ISA On in Total Store
21,218,3515,"> 80%, < 90%",Tier 2,GM Pause
57,458,3516,>90%,Tier 1,ISA On in Total Store
64,526,3517,"> 80%, < 90%",Tier 2,GM Pause
46,88,3518,>90%,Tier 1,ISA On in Total Store
64,504,3521,"> 80%, < 90%",Tier 2,GM Pause
57,484,3522,"> 80%, < 90%",Tier 2,GM Pause
57,448,3523,"> 80%, < 90%",Tier 2,GM Pause
57,458,3524,"> 80%, < 90%",Tier 2,GM Pause
60,514,3525,>90%,Tier 1,ISA On in Total Store
9,104,3526,"> 80%, < 90%",Tier 2,GM Pause
9,107,3527,>90%,Tier 1,ISA On in Total Store
13,143,3528,>90%,Tier 1,ISA On in Total Store
25,249,3529,>90%,Tier 1,ISA On in Total Store
64,561,3530,>90%,Tier 1,ISA On in Total Store
60,467,3531,< 80%,Tier 3,Total Store ISA Pause
47,585,3533,>90%,Tier 1,ISA On in Total Store
53,425,3534,>90%,Tier 1,ISA On in Total Store
16,157,3535,"> 80%, < 90%",Tier 2,GM Pause
60,467,3537,< 80%,Tier 3,Total Store ISA Pause
9,92,3538,"> 80%, < 90%",Tier 2,GM Pause
22,167,3541,< 80%,Tier 3,Total Store ISA Pause
64,562,3542,>90%,Tier 1,ISA On in Total Store
17,163,3545,"> 80%, < 90%",Tier 2,GM Pause
17,173,3546,"> 80%, < 90%",Tier 2,GM Pause
17,173,3547,>90%,Tier 1,ISA On in Total Store
17,173,3548,>90%,Tier 1,ISA On in Total Store
16,184,3549,"> 80%, < 90%",Tier 2,GM Pause
16,160,3560,"> 80%, < 90%",Tier 2,GM Pause
16,160,3561,>90%,Tier 1,ISA On in Total Store
17,577,3562,>90%,Tier 1,ISA On in Total Store
22,168,3563,>90%,Tier 1,ISA On in Total Store
22,170,3564,"> 80%, < 90%",Tier 2,GM Pause
47,380,3566,< 80%,Tier 3,Total Store ISA Pause
6,80,3567,"> 80%, < 90%",Tier 2,GM Pause
54,403,3568,>90%,Tier 1,ISA On in Total Store
5,83,3569,"> 80%, < 90%",Tier 2,GM Pause
3,30,3570,>90%,Tier 1,ISA On in Total Store
21,221,3571,>90%,Tier 1,ISA On in Total Store
6,62,3572,>90%,Tier 1,ISA On in Total Store
75,286,3573,"> 80%, < 90%",Tier 2,GM Pause
64,504,3574,"> 80%, < 90%",Tier 2,GM Pause
64,562,3579,>90%,Tier 1,ISA On in Total Store
21,219,3580,>90%,Tier 1,ISA On in Total Store
20,216,3581,>90%,Tier 1,ISA On in Total Store
47,391,3582,>90%,Tier 1,ISA On in Total Store
17,188,3583,"> 80%, < 90%",Tier 2,GM Pause
6,64,3584,>90%,Tier 1,ISA On in Total Store
6,68,3585,"> 80%, < 90%",Tier 2,GM Pause
56,455,3587,"> 80%, < 90%",Tier 2,GM Pause
75,291,3588,"> 80%, < 90%",Tier 2,GM Pause
54,403,3589,>90%,Tier 1,ISA On in Total Store
52,426,3590,>90%,Tier 1,ISA On in Total Store
6,68,3591,< 80%,Tier 3,Total Store ISA Pause
72,492,3593,>90%,Tier 1,ISA On in Total Store
64,58,3594,"> 80%, < 90%",Tier 2,GM Pause
26,310,3595,>90%,Tier 1,ISA On in Total Store
46,384,3596,"> 80%, < 90%",Tier 2,GM Pause
25,270,3597,"> 80%, < 90%",Tier 2,GM Pause
72,492,3599,>90%,Tier 1,ISA On in Total Store
59,500,3600,"> 80%, < 90%",Tier 2,GM Pause
25,266,3601,"> 80%, < 90%",Tier 2,GM Pause
25,275,3602,>90%,Tier 1,ISA On in Total Store
59,509,3603,"> 80%, < 90%",Tier 2,GM Pause
61,510,3604,"> 80%, < 90%",Tier 2,GM Pause
59,509,3605,>90%,Tier 1,ISA On in Total Store
72,549,3606,"> 80%, < 90%",Tier 2,GM Pause
17,195,3607,>90%,Tier 1,ISA On in Total Store
20,209,3608,>90%,Tier 1,ISA On in Total Store
2,19,3609,"> 80%, < 90%",Tier 2,GM Pause
2,26,3611,>90%,Tier 1,ISA On in Total Store
26,296,3612,"> 80%, < 90%",Tier 2,GM Pause
59,509,3614,>90%,Tier 1,ISA On in Total Store
64,533,3615,>90%,Tier 1,ISA On in Total Store
13,128,3616,>90%,Tier 1,ISA On in Total Store
72,559,3617,"> 80%, < 90%",Tier 2,GM Pause
59,498,3619,"> 80%, < 90%",Tier 2,GM Pause
54,403,3620,"> 80%, < 90%",Tier 2,GM Pause
2,23,3621,"> 80%, < 90%",Tier 2,GM Pause
59,509,3622,"> 80%, < 90%",Tier 2,GM Pause
46,88,3623,"> 80%, < 90%",Tier 2,GM Pause
52,424,3624,"> 80%, < 90%",Tier 2,GM Pause
9,109,3625,< 80%,Tier 3,Total Store ISA Pause
26,308,3626,"> 80%, < 90%",Tier 2,GM Pause
2,21,3627,>90%,Tier 1,ISA On in Total Store
59,497,3628,>90%,Tier 1,ISA On in Total Store
72,549,3629,"> 80%, < 90%",Tier 2,GM Pause
52,415,3630,"> 80%, < 90%",Tier 2,GM Pause
5,44,3631,>90%,Tier 1,ISA On in Total Store
19,205,3632,>90%,Tier 1,ISA On in Total Store
22,234,3633,< 80%,Tier 3,Total Store ISA Pause
22,232,3634,"> 80%, < 90%",Tier 2,GM Pause
59,498,3635,>90%,Tier 1,ISA On in Total Store
64,533,3637,"> 80%, < 90%",Tier 2,GM Pause
59,497,3638,>90%,Tier 1,ISA On in Total Store
75,292,3639,>90%,Tier 1,ISA On in Total Store
6,65,3640,>90%,Tier 1,ISA On in Total Store
21,223,3641,"> 80%, < 90%",Tier 2,GM Pause
53,440,3643,"> 80%, < 90%",Tier 2,GM Pause
75,289,3644,"> 80%, < 90%",Tier 2,GM Pause
46,73,3645,"> 80%, < 90%",Tier 2,GM Pause
59,496,3646,>90%,Tier 1,ISA On in Total Store
54,427,3648,"> 80%, < 90%",Tier 2,GM Pause
57,446,3650,"> 80%, < 90%",Tier 2,GM Pause
56,454,3652,"> 80%, < 90%",Tier 2,GM Pause
64,58,3653,>90%,Tier 1,ISA On in Total Store
72,534,3654,"> 80%, < 90%",Tier 2,GM Pause
61,397,3655,"> 80%, < 90%",Tier 2,GM Pause
26,298,3658,"> 80%, < 90%",Tier 2,GM Pause
2,119,3659,"> 80%, < 90%",Tier 2,GM Pause
2,120,3660,"> 80%, < 90%",Tier 2,GM Pause
64,526,3661,"> 80%, < 90%",Tier 2,GM Pause
29,800,3669,"> 80%, < 90%",Tier 2,GM Pause
29,800,3670,"> 80%, < 90%",Tier 2,GM Pause
29,800,3680,"> 80%, < 90%",Tier 2,GM Pause
29,800,3681,>90%,Tier 1,ISA On in Total Store
29,800,3682,"> 80%, < 90%",Tier 2,GM Pause
29,800,3683,"> 80%, < 90%",Tier 2,GM Pause
29,800,3687,>90%,Tier 1,ISA On in Total Store
29,800,3690,>90%,Tier 1,ISA On in Total Store
29,800,3691,>90%,Tier 1,ISA On in Total Store
29,800,3692,"> 80%, < 90%",Tier 2,GM Pause
29,811,3693,"> 80%, < 90%",Tier 2,GM Pause
29,800,3694,>90%,Tier 1,ISA On in Total Store
26,309,3700,>90%,Tier 1,ISA On in Total Store
26,302,3701,"> 80%, < 90%",Tier 2,GM Pause
3,98,3702,"> 80%, < 90%",Tier 2,GM Pause
64,543,3703,"> 80%, < 90%",Tier 2,GM Pause
60,467,3705,"> 80%, < 90%",Tier 2,GM Pause
56,452,3708,"> 80%, < 90%",Tier 2,GM Pause
2,19,3709,"> 80%, < 90%",Tier 2,GM Pause
2,20,3710,>90%,Tier 1,ISA On in Total Store
56,455,3712,"> 80%, < 90%",Tier 2,GM Pause
59,496,3713,>90%,Tier 1,ISA On in Total Store
29,801,3716,"> 80%, < 90%",Tier 2,GM Pause
12,153,3717,"> 80%, < 90%",Tier 2,GM Pause
75,293,3720,>90%,Tier 1,ISA On in Total Store
20,215,3722,>90%,Tier 1,ISA On in Total Store
72,537,3723,"> 80%, < 90%",Tier 2,GM Pause
59,497,3724,>90%,Tier 1,ISA On in Total Store
25,267,3725,>90%,Tier 1,ISA On in Total Store
19,205,3726,>90%,Tier 1,ISA On in Total Store
64,541,3727,"> 80%, < 90%",Tier 2,GM Pause
57,394,3728,>90%,Tier 1,ISA On in Total Store
56,392,3729,"> 80%, < 90%",Tier 2,GM Pause
46,364,3730,>90%,Tier 1,ISA On in Total Store
46,385,3731,"> 80%, < 90%",Tier 2,GM Pause
46,385,3732,>90%,Tier 1,ISA On in Total Store
4,42,3733,>90%,Tier 1,ISA On in Total Store
54,430,3734,< 80%,Tier 3,Total Store ISA Pause
64,541,3736,"> 80%, < 90%",Tier 2,GM Pause
20,227,3738,"> 80%, < 90%",Tier 2,GM Pause
56,399,3739,"> 80%, < 90%",Tier 2,GM Pause
61,490,3740,"> 80%, < 90%",Tier 2,GM Pause
2,19,3741,>90%,Tier 1,ISA On in Total Store
60,476,3742,"> 80%, < 90%",Tier 2,GM Pause
64,542,3743,"> 80%, < 90%",Tier 2,GM Pause
64,542,3745,"> 80%, < 90%",Tier 2,GM Pause
64,542,3746,>90%,Tier 1,ISA On in Total Store
21,239,3747,>90%,Tier 1,ISA On in Total Store
2,26,3748,"> 80%, < 90%",Tier 2,GM Pause
21,225,3749,"> 80%, < 90%",Tier 2,GM Pause
3,32,3750,"> 80%, < 90%",Tier 2,GM Pause
46,373,3751,"> 80%, < 90%",Tier 2,GM Pause
64,542,3752,"> 80%, < 90%",Tier 2,GM Pause
60,473,3754,"> 80%, < 90%",Tier 2,GM Pause
60,471,3757,"> 80%, < 90%",Tier 2,GM Pause
52,412,3758,"> 80%, < 90%",Tier 2,GM Pause
52,421,3760,>90%,Tier 1,ISA On in Total Store
52,412,3761,>90%,Tier 1,ISA On in Total Store
52,413,3762,"> 80%, < 90%",Tier 2,GM Pause
46,505,3763,"> 80%, < 90%",Tier 2,GM Pause
5,45,3764,"> 80%, < 90%",Tier 2,GM Pause
21,223,3765,>90%,Tier 1,ISA On in Total Store
75,314,3768,>90%,Tier 1,ISA On in Total Store
75,312,3770,>90%,Tier 1,ISA On in Total Store
46,371,3771,>90%,Tier 1,ISA On in Total Store
20,311,3772,>90%,Tier 1,ISA On in Total Store
5,479,3773,"> 80%, < 90%",Tier 2,GM Pause
22,165,3774,"> 80%, < 90%",Tier 2,GM Pause
2,23,3775,< 80%,Tier 3,Total Store ISA Pause
5,56,3777,>90%,Tier 1,ISA On in Total Store
54,381,3778,"> 80%, < 90%",Tier 2,GM Pause
75,281,3780,"> 80%, < 90%",Tier 2,GM Pause
25,482,3781,>90%,Tier 1,ISA On in Total Store
9,91,3782,"> 80%, < 90%",Tier 2,GM Pause
21,223,3783,< 80%,Tier 3,Total Store ISA Pause
21,221,3784,< 80%,Tier 3,Total Store ISA Pause
14,14,3785,>90%,Tier 1,ISA On in Total Store
2,25,3786,"> 80%, < 90%",Tier 2,GM Pause
