STORE_NUMBER,DC_NUMBER,WMT ITEM NUMBER,ITEM DESCRIPTION,CASE QUANTITY,RETURN AUTHORIZATION
304,6066,672945608,TIDE LQ ODOR 148OZ,26,8854892716
5476,7034,672945608,TIDE LQ ODOR 148OZ,23,6905383119
1776,7039,672945608,TIDE LQ ODOR 148OZ,25,7855602686
1131,6070,672945608,TIDE LQ ODOR 148OZ,27,9355573108
598,6035,672945608,TIDE LQ ODOR 148OZ,25,5405573101
2385,6037,672945608,TIDE LQ ODOR 148OZ,21,7255383046
1686,7026,672945608,TIDE LQ ODOR 148OZ,26,6955382678
916,6011,672945608,TIDE LQ ODOR 148OZ,23,8255802608
614,6054,672945608,TIDE LQ ODOR 148OZ,24,1316752029
6960,6094,672945628,TIDE LQ OXI BST 148Z,26,8372501974
5839,6026,672945628,TIDE LQ OXI BST 148Z,26,7155382912
328,6069,672945628,TIDE LQ OXI BST 148Z,24,8804892847
3754,6037,672945628,TIDE LQ OXI BST 148Z,25,7255383021
1823,6027,672945628,TIDE LQ OXI BST 148Z,24,7110483050
2158,6030,672945628,TIDE LQ OXI BST 148Z,23,6855383087
8861,7035,672945628,TIDE LQ OXI BST 148Z,27,9905573864
2265,6070,672945628,TIDE LQ OXI BST 148Z,23,9355573098
100,6094,672945628,TIDE LQ OXI BST 148Z,25,8372501976
6932,6048,672945628,TIDE LQ OXI BST 148Z,25,7205382583
529,7036,672945628,TIDE LQ OXI BST 148Z,26,2655962687
3220,7026,672945628,TIDE LQ OXI BST 148Z,22,6955382696
5441,6035,672945628,TIDE LQ OXI BST 148Z,24,5405573057
2055,6030,672945628,TIDE LQ OXI BST 148Z,24,6855383086
4201,6012,672945628,TIDE LQ OXI BST 148Z,26,9955572895
1697,6026,672945544,TIDE LQ SPRINGMD 84Z,9,7155382914
1280,6019,672945544,TIDE LQ SPRINGMD 84Z,9,2556063019
5361,6035,672945544,TIDE LQ SPRINGMD 84Z,9,5405573092
562,6006,672945544,TIDE LQ SPRINGMD 84Z,125,7205682899
3589,7026,672945544,TIDE LQ SPRINGMD 84Z,10,6955382685
856,6054,672945544,TIDE LQ SPRINGMD 84Z,8,1316752018
101,6069,672945544,TIDE LQ SPRINGMD 84Z,8,8804892821
2463,6068,672945544,TIDE LQ SPRINGMD 84Z,10,7405683650
1857,6027,672945544,TIDE LQ SPRINGMD 84Z,10,7110483073
1109,6011,672945544,TIDE LQ SPRINGMD 84Z,9,8255802627
2872,6043,672945544,TIDE LQ SPRINGMD 84Z,8,8310402825
3457,6094,672945604,TIDE LQ WTD AF 148OZ,26,8372502015
1918,6030,672945604,TIDE LQ WTD AF 148OZ,25,6855383082
2013,6030,672945604,TIDE LQ WTD AF 148OZ,27,6855383083
1382,6070,672945604,TIDE LQ WTD AF 148OZ,24,9355573058
295,6069,672945604,TIDE LQ WTD AF 148OZ,27,8804892839
615,6054,672945604,TIDE LQ WTD AF 148OZ,25,1316752034
4503,6068,672945604,TIDE LQ WTD AF 148OZ,23,7405683585
2804,6094,672945604,TIDE LQ WTD AF 148OZ,20,8372502016
1779,6092,672945604,TIDE LQ WTD AF 148OZ,22,8055803151
3502,6017,672945604,TIDE LQ WTD AF 148OZ,24,8921542105
5703,6006,672945538,TIDE PODS F&G 102CT,36,7205682832
1469,6006,672945538,TIDE PODS F&G 102CT,36,7205682833
2331,6030,672945538,TIDE PODS F&G 102CT,36,6855383074
1231,6019,672945538,TIDE PODS F&G 102CT,38,2556063015
709,6066,672945538,TIDE PODS F&G 102CT,37,8854892791
709,6066,672945538,TIDE PODS F&G 102CT,37,8854892818
2142,6030,672945538,TIDE PODS F&G 102CT,39,6855383070
5022,6048,672945538,TIDE PODS F&G 102CT,36,7205382594
435,6069,672945538,TIDE PODS F&G 102CT,38,8804892874
2059,6027,672945538,TIDE PODS F&G 102CT,36,7110483094
2477,6026,672945538,TIDE PODS F&G 102CT,37,7155382993
2508,7026,672945538,TIDE PODS F&G 102CT,33,6955382732
7349,6012,672945537,TIDE PODS FREE OD 25,7,9955572851
5150,6069,672945537,TIDE PODS FREE OD 25,7,8804892840
3286,6068,672945537,TIDE PODS FREE OD 25,7,7405683592
2674,6027,672945537,TIDE PODS FREE OD 25,8,7110483047
1820,6027,672945537,TIDE PODS FREE OD 25,8,7110483048
4145,6070,672945537,TIDE PODS FREE OD 25,7,9355573081
3205,6054,672945537,TIDE PODS FREE OD 25,7,1316752025
1931,7039,672945537,TIDE PODS FREE OD 25,8,7855602708
2021,6030,672945537,TIDE PODS FREE OD 25,7,6855383088
5263,6006,672945537,TIDE PODS FREE OD 25,7,7205682846
343,6069,672945537,TIDE PODS FREE OD 25,8,8804892846
812,6012,672945539,TIDE PODS ORIG 102CT,37,9955572871
479,6012,672945539,TIDE PODS ORIG 102CT,34,9955572869
976,6011,672945539,TIDE PODS ORIG 102CT,37,8255802605
1056,6068,672945539,TIDE PODS ORIG 102CT,36,7405683626
5241,6027,672945539,TIDE PODS ORIG 102CT,37,7110483071
2053,6026,672945539,TIDE PODS ORIG 102CT,37,7155383006
1177,6069,672945539,TIDE PODS ORIG 102CT,33,8804892901
144,6094,672945539,TIDE PODS ORIG 102CT,36,8372502001
521,6048,672945539,TIDE PODS ORIG 102CT,38,7205382625
1955,6092,672945539,TIDE PODS ORIG 102CT,74,8055803203
5616,6066,672945539,TIDE PODS ORIG 102CT,35,8854892754
3709,6054,672945539,TIDE PODS ORIG 102CT,32,1316751994
5103,7034,672945539,TIDE PODS ORIG 102CT,77,6905383124
1068,7038,672945508,TIDE PODS OXBST 25CT,38,7110182972
1769,6027,672945506,TIDE PODS OXBST 32CT,36,7110483034
974,7038,672945506,TIDE PODS OXBST 32CT,31,7110182960
2222,6030,672945506,TIDE PODS OXBST 32CT,35,6855383063
1876,6037,672945506,TIDE PODS OXBST 32CT,37,7255383067
356,6054,672945506,TIDE PODS OXBST 32CT,32,1316751990
112,6006,672945506,TIDE PODS OXBST 32CT,32,7205682779
5313,6069,672945506,TIDE PODS OXBST 32CT,36,8804892897
472,6094,672945506,TIDE PODS OXBST 32CT,35,8372502034
610,6068,672945506,TIDE PODS OXBST 32CT,33,7405683655
1131,6070,672945506,TIDE PODS OXBST 32CT,37,9355573108
3510,7036,672945506,TIDE PODS OXBST 32CT,36,2655962632
1514,6069,672945507,TIDE PODS OXBST 57CT,36,8804892844
337,6069,672945507,TIDE PODS OXBST 57CT,36,8804892842
1093,6092,672945507,TIDE PODS OXBST 57CT,35,8055803178
2336,6030,672945507,TIDE PODS OXBST 57CT,38,6855383079
970,6011,672945507,TIDE PODS OXBST 57CT,35,8255802609
3660,6006,672945507,TIDE PODS OXBST 57CT,36,7205682810
4048,6048,672945507,TIDE PODS OXBST 57CT,36,7205382636
622,6094,672945507,TIDE PODS OXBST 57CT,38,8372502056
346,6035,672945507,TIDE PODS OXBST 57CT,37,5405573047
48,6094,672945503,TIDE PODS PW ODOR 57,41,8372501953
1575,6026,672945503,TIDE PODS PW ODOR 57,39,7155382908
3705,6037,672945503,TIDE PODS PW ODOR 57,36,7255383017
2104,6080,672945503,TIDE PODS PW ODOR 57,32,9155485346
2158,6030,672945503,TIDE PODS PW ODOR 57,36,6855383076
3004,6092,672945503,TIDE PODS PW ODOR 57,36,8055803172
138,6069,672945503,TIDE PODS PW ODOR 57,37,8804892820
1778,6019,672945503,TIDE PODS PW ODOR 57,37,2556062938
909,6048,672945503,TIDE PODS PW ODOR 57,36,7205382631
1901,7026,672945503,TIDE PODS PW ODOR 57,33,6955382727
451,6069,672945501,TIDE PODS PW ORG 57C,17,8804892824
2608,6019,672945501,TIDE PODS PW ORG 57C,6,2556062920
431,6066,672945501,TIDE PODS PW ORG 57C,7,8854892748
3137,6066,672945501,TIDE PODS PW ORG 57C,8,8854892749
6898,6012,672945501,TIDE PODS PW ORG 57C,9,9955572894
1948,6027,672945501,TIDE PODS PW ORG 57C,8,7110483087
2939,6011,672945501,TIDE PODS PW ORG 57C,10,8255802651
2857,6035,672945501,TIDE PODS PW ORG 57C,36,5405573049
3295,6094,672945501,TIDE PODS PW ORG 57C,37,8372502039
1015,6012,672945501,TIDE PODS PW ORG 57C,8,9955572897
5034,7038,672945501,TIDE PODS PW ORG 57C,7,7110182942
201,6069,672945501,TIDE PODS PW ORG 57C,8,8804892838
2053,6026,672945501,TIDE PODS PW ORG 57C,9,7155382985
4407,6054,672945501,TIDE PODS PW ORG 57C,6,1316752003
1514,6069,672945500,TIDE PODS PW WTD 57C,36,8804892863
4407,6054,672945500,TIDE PODS PW WTD 57C,36,1316752003
5168,7026,672945500,TIDE PODS PW WTD 57C,36,6955382709
1052,6006,672945500,TIDE PODS PW WTD 57C,38,7205682844
243,6069,672945500,TIDE PODS PW WTD 57C,37,8804892872
576,6094,672945500,TIDE PODS PW WTD 57C,36,8372502068
426,6068,672945500,TIDE PODS PW WTD 57C,36,7405683590
400,7036,672945500,TIDE PODS PW WTD 57C,36,2655962642
500,6012,672945500,TIDE PODS PW WTD 57C,35,9955572880
184,6035,672945500,TIDE PODS PW WTD 57C,36,5405573040
4695,6069,672945545,TIDE PODS SM 102CT,41,8804892832
4580,6006,672945545,TIDE PODS SM 102CT,37,7205682802
5777,6030,672945545,TIDE PODS SM 102CT,37,6855383049
2634,6030,672945545,TIDE PODS SM 102CT,37,6855383052
5109,7026,672945545,TIDE PODS SM 102CT,37,6955382707
4477,6070,672945545,TIDE PODS SM 102CT,36,9355573110
1883,6027,672945545,TIDE PODS SM 102CT,34,7110483080
2710,6037,672945545,TIDE PODS SM 102CT,37,7255383066
1842,6070,672945545,TIDE PODS SM 102CT,31,9355573113
3406,6068,672945545,TIDE PODS SM 102CT,33,7405683571
201,6069,672945545,TIDE PODS SM 102CT,38,8804892838
1016,6048,672945545,TIDE PODS SM 102CT,36,7205382640
66,6094,672945545,TIDE PODS SM 102CT,36,8372501968
1827,7026,672945545,TIDE PODS SM 102CT,33,6955382705
196,6066,672945545,TIDE PODS SM 102CT,34,8854892704
1770,6027,672945543,TIDE PWD CLNGTL 77OZ,12,7110483051
2612,6012,672945543,TIDE PWD CLNGTL 77OZ,13,9955572873
3460,6092,672945543,TIDE PWD CLNGTL 77OZ,14,8055803126
2412,7045,672945543,TIDE PWD CLNGTL 77OZ,12,8705682878
4612,6080,672945629,TIDE SMP OXIFEB 162Z,26,9155485298
653,6066,672945629,TIDE SMP OXIFEB 162Z,25,8854892800
803,6011,672945629,TIDE SMP OXIFEB 162Z,26,8255802634
1174,6006,672945629,TIDE SMP OXIFEB 162Z,24,7205682877
4249,6037,672945629,TIDE SMP OXIFEB 162Z,27,7255383068
388,6094,672945629,TIDE SMP OXIFEB 162Z,27,8372502023
896,6068,672945629,TIDE SMP OXIFEB 162Z,23,7405683606
752,7036,672945629,TIDE SMP OXIFEB 162Z,26,2655962717
5056,6048,672945629,TIDE SMP OXIFEB 162Z,25,7205382595
1720,6054,672945629,TIDE SMP OXIFEB 162Z,20,1316752002
1666,6070,672945629,TIDE SMP OXIFEB 162Z,21,9355573041
5763,7026,672945627,TIDE SMP OXISTN 162Z,26,6955382675
1651,6026,672945627,TIDE SMP OXISTN 162Z,25,7155382920
5451,7038,672945627,TIDE SMP OXISTN 162Z,24,7110182948
532,6048,672945627,TIDE SMP OXISTN 162Z,27,7205382624
5306,7033,672945627,TIDE SMP OXISTN 162Z,26,7310183769
1326,6035,672945627,TIDE SMP OXISTN 162Z,23,5405573082
4049,6092,672945627,TIDE SMP OXISTN 162Z,24,8055803200
1933,6092,672945627,TIDE SMP OXISTN 162Z,25,8055803197
2200,6030,672945627,TIDE SMP OXISTN 162Z,23,6855383092
1954,6030,672945627,TIDE SMP OXISTN 162Z,23,6855383093
1382,6070,672945627,TIDE SMP OXISTN 162Z,23,9355573058
1071,6069,672945627,TIDE SMP OXISTN 162Z,27,8804892896
3380,6037,672945627,TIDE SMP OXISTN 162Z,26,7255383015
1349,7038,672945627,TIDE SMP OXISTN 162Z,17,7110182946
708,6011,672945627,TIDE SMP OXISTN 162Z,24,8255802631
655,6066,672945627,TIDE SMP OXISTN 162Z,25,8854892780
708,6011,672945627,TIDE SMP OXISTN 162Z,24,8255802664
2596,6037,673014492,SBUX SUN 22,96,7655115065
513,6012,673014492,SBUX SUN 22,98,4755135316
3004,6092,673426167,CI 5FLV CDY 30CT,16,3318540534
2136,7045,673426167,CI 5FLV CDY 30CT,22,7154931367
2027,7045,673426167,CI 5FLV CDY 30CT,19,7154931368
1568,6027,673426165,CI RKT NG FAM 20CT,4,6904931384
3310,7035,673426165,CI RKT NG FAM 20CT,53,4178830338
518,6054,673426165,CI RKT NG FAM 20CT,50,1803704869
2446,6080,673426165,CI RKT NG FAM 20CT,54,6709733710
4203,6031,673426165,CI RKT NG FAM 20CT,53,6754931902
3597,6092,673426165,CI RKT NG FAM 20CT,51,3318540539
603,6092,673426165,CI RKT NG FAM 20CT,52,3318540540
5743,6040,673000607,CRAZY QUESO TORTILLA,28,6854931426
5326,7035,673000607,CRAZY QUESO TORTILLA,24,4178830336
5764,6068,673000607,CRAZY QUESO TORTILLA,23,9628740675
467,6068,673000607,CRAZY QUESO TORTILLA,26,9628740674
1408,7035,673000607,CRAZY QUESO TORTILLA,29,4178830337
467,6068,672944895,SPACE PUFF CHSE PUFF,29,9628740674
1352,6040,672944895,SPACE PUFF CHSE PUFF,19,6854931428
5326,7035,672944895,SPACE PUFF CHSE PUFF,24,4178830340
1104,7035,672944895,SPACE PUFF CHSE PUFF,22,4178830341
511,6040,672944895,SPACE PUFF CHSE PUFF,15,6854931432
2834,6068,672944813,SPICY RANCH TORTILLA,26,9628740673
1236,6040,672944813,SPICY RANCH TORTILLA,29,6854931430
1297,7035,672944813,SPICY RANCH TORTILLA,27,4178830343
4444,7035,672944813,SPICY RANCH TORTILLA,29,4178830344
1223,7035,672944813,SPICY RANCH TORTILLA,29,4178830345
511,6040,672944813,SPICY RANCH TORTILLA,19,6854931432
1831,6038,672902766,BALI 6 REC KAYAK,6,4083700364
2006,6037,672902766,BALI 6 REC KAYAK,8,5737351588
3260,6037,672902766,BALI 6 REC KAYAK,7,5737351587
151,6094,672882013,CLIPPER 80X PADDL,3,6532521994
1458,6006,672882013,CLIPPER 80X PADDL,6,5632392179
1230,6031,672882013,CLIPPER 80X PADDL,4,7483680360
154,6039,672882013,CLIPPER 80X PADDL,4,5083460754
4615,6094,672881916,GEYSER 100X,4,6532521997
1364,6031,672881916,GEYSER 100X,3,7483680353
179,6094,672890275,MOTION 100X,6,6532521995
4381,6094,672890275,MOTION 100X,5,6532521996
1095,6019,672890275,MOTION 100X,5,5032421810
1457,6019,672890275,MOTION 100X,5,5032421811
710,6066,672890275,MOTION 100X,3,5432691560
710,6066,672890275,MOTION 100X,3,5432691564
1458,6006,672890275,MOTION 100X,5,5632392179
2494,7033,672882012,OZARK 10 SIS ANGLR,5,8137601506
444,6094,672882011,OZARK 10 SOT ANGLR,5,6532521998
5414,7034,672882011,OZARK 10 SOT ANGLR,3,4283750291
1485,6019,672882011,OZARK 10 SOT ANGLR,5,5032421799
5049,6019,672882011,OZARK 10 SOT ANGLR,6,5032421800
73,6094,672882016,YOSEMITE 100X,6,6532521992
592,6094,672882016,YOSEMITE 100X,6,6532521991
5428,6031,672882016,YOSEMITE 100X,3,7483680357
2446,6080,672882016,YOSEMITE 100X,5,8337611582
8,6018,673144557,CG SS BL SPLTR 23,11,2983051116
2237,7038,673144557,CG SS BL SPLTR 23,7,8405329707
2651,6080,673144557,CG SS BL SPLTR 23,11,8337611576
2446,6080,673144557,CG SS BL SPLTR 23,10,8337611578
2078,6024,673144557,CG SS BL SPLTR 23,10,6833510727
2149,6024,673144557,CG SS BL SPLTR 23,10,6833510726
1202,7039,673144557,CG SS BL SPLTR 23,12,8205329341
2299,6038,673145112,AA 8PC CAR CARE BKT,43,2655094218
33,6018,672970766,AA CLEAN WIPES 60CT,77,7955434248
1810,6080,672970766,AA CLEAN WIPES 60CT,73,8655044953
1852,6023,672970766,AA CLEAN WIPES 60CT,74,8605414098
2619,6043,673248842,NSW AL FIT BLK/WHT,5,8766741227
2619,6043,673248843,NSW AL FIT BLU/RED,6,8766741227
457,6048,672830803,B&B OAK CHIPS,5,9004419072
42,6094,673100662,ST WH 2B RECT BASKET,12,4209466214
3545,6080,673100662,ST WH 2B RECT BASKET,15,4154666154
298,6006,673100662,ST WH 2B RECT BASKET,12,5404956375
667,6006,673100662,ST WH 2B RECT BASKET,12,5404956374
287,6006,673100662,ST WH 2B RECT BASKET,13,5404956376
497,6017,673100662,ST WH 2B RECT BASKET,12,1253706229
3228,6027,673100662,ST WH 2B RECT BASKET,13,8253696817
1820,6027,673100662,ST WH 2B RECT BASKET,9,8253696816
1106,6011,673100662,ST WH 2B RECT BASKET,4,9809375078
1261,6040,673100662,ST WH 2B RECT BASKET,11,3354265112
7009,6040,673100662,ST WH 2B RECT BASKET,13,3354265110
2520,6023,673100662,ST WH 2B RECT BASKET,9,5654955080
259,6036,673100662,ST WH 2B RECT BASKET,13,6953886215
345,6036,673100662,ST WH 2B RECT BASKET,23,6953886216
635,6010,672878601,SCOTT BLUE WET TWL,22,7855434497
889,6010,672878601,SCOTT BLUE WET TWL,21,7855434501
1134,6010,672878601,SCOTT BLUE WET TWL,24,7855434498
1227,6010,672878601,SCOTT BLUE WET TWL,24,7855434499
2534,6010,672878601,SCOTT BLUE WET TWL,24,7855434500
640,6070,672878601,SCOTT BLUE WET TWL,25,8405414353
2437,7045,672878601,SCOTT BLUE WET TWL,25,8455414095
4482,6066,673017671,HUG OVN SZ7 36CT,18,8453716444
862,6010,673017671,HUG OVN SZ7 36CT,10,5909035632
2320,6026,673017671,HUG OVN SZ7 36CT,14,8353716121
2323,6024,673017671,HUG OVN SZ7 36CT,14,9755155662
4482,6066,673017671,HUG OVN SZ7 36CT,18,8453716489
692,6066,673017671,HUG OVN SZ7 36CT,12,8453716447
69,6069,673017671,HUG OVN SZ7 36CT,12,4955165811
3324,7039,673017671,HUG OVN SZ7 36CT,11,6655125242
692,6066,673017671,HUG OVN SZ7 36CT,12,8453716487
3572,7036,673017694,HUG SKES SZ3 66CT,12,8855136303
5090,7039,673017694,HUG SKES SZ3 66CT,12,6655125254
1866,6030,673017694,HUG SKES SZ3 66CT,10,6104235377
2098,6024,673017692,HUG SKES SZ4 58CT,12,9755155654
559,6009,673017692,HUG SKES SZ4 58CT,14,9709955605
1375,6010,673017680,HUG SKES SZ5 50CT,9,5909035633
491,6066,673017680,HUG SKES SZ5 50CT,12,8453716421
60,6069,673017673,HUG SNGLR SZNB 136CT,11,4955165805
6962,6070,673017673,HUG SNGLR SZNB 136CT,13,2604275504
428,6048,673017673,HUG SNGLR SZNB 136CT,15,5055205712
1435,6009,673017673,HUG SNGLR SZNB 136CT,13,9709955565
5196,6018,673017673,HUG SNGLR SZNB 136CT,10,2504274960
530,6018,673017673,HUG SNGLR SZNB 136CT,10,2504274961
3141,6021,673017673,HUG SNGLR SZNB 136CT,9,2104957549
3137,6066,673017673,HUG SNGLR SZNB 136CT,11,8453716446
710,6066,673017673,HUG SNGLR SZNB 136CT,11,8453716462
2142,6030,673017673,HUG SNGLR SZNB 136CT,13,6104235401
2522,7039,673017673,HUG SNGLR SZNB 136CT,12,6655125268
5090,7039,673017673,HUG SNGLR SZNB 136CT,9,6655125267
5667,7039,673017673,HUG SNGLR SZNB 136CT,11,6655125269
1503,6024,673017673,HUG SNGLR SZNB 136CT,13,9755155660
5218,6020,673017673,HUG SNGLR SZNB 136CT,6,6154235189
710,6066,673017673,HUG SNGLR SZNB 136CT,11,8453716485
3137,6066,673017673,HUG SNGLR SZNB 136CT,11,8453716488
89,6069,673017673,HUG SNGLR SZNB 136CT,12,4955165804
1931,7039,673017673,HUG SNGLR SZNB 136CT,10,6655125270
1782,6024,673220657,APC BW650U1 BATT BU,3,8509343333
346,6035,674873033,ETI PANEL LIGHT,3,9110215310
541,6011,673101446,EQT PANTILINER 20CT,35,8255602175
4511,6009,673101446,EQT PANTILINER 20CT,35,9666740684
4132,6021,673336379,KTX UT HVYLNG WW44CT,14,5908596033
5751,6021,673336379,KTX UT HVYLNG WW44CT,15,5908596026
602,7036,673336379,KTX UT HVYLNG WW44CT,15,1605611956
4416,7036,673336379,KTX UT HVYLNG WW44CT,14,1605611955
3630,6009,673336379,KTX UT HVYLNG WW44CT,14,9666740679
3476,6043,673336379,KTX UT HVYLNG WW44CT,14,7755682913
820,6069,673336379,KTX UT HVYLNG WW44CT,15,9605572466
45,6018,673336379,KTX UT HVYLNG WW44CT,14,3605571897
1821,6070,673336379,KTX UT HVYLNG WW44CT,14,8055602665
5023,7033,673336379,KTX UT HVYLNG WW44CT,14,8703715796
3236,7034,673336379,KTX UT HVYLNG WW44CT,15,7605683296
196,6066,673336379,KTX UT HVYLNG WW44CT,13,8908512591
1624,6021,673336379,KTX UT HVYLNG WW44CT,14,5908596025
2813,7039,673336379,KTX UT HVYLNG WW44CT,14,5953792624
2633,6080,673336379,KTX UT HVYLNG WW44CT,14,9654048790
1500,6025,673336379,KTX UT HVYLNG WW44CT,14,4555683166
4166,6039,673336379,KTX UT HVYLNG WW44CT,14,6353792955
297,7036,673336379,KTX UT HVYLNG WW44CT,13,1605611951
1645,6021,673336378,KTX UT OVN WW40CT,11,5908596020
1247,6039,673336378,KTX UT OVN WW40CT,3,6353792988
5012,7034,673336378,KTX UT OVN WW40CT,10,7605683271
3522,7033,673336378,KTX UT OVN WW40CT,12,8703715792
1587,6021,673336378,KTX UT OVN WW40CT,12,5908596028
688,6066,673336378,KTX UT OVN WW40CT,10,8908512631
688,6066,673336378,KTX UT OVN WW40CT,10,8908512659
1433,6024,676466865,POISE LNER LNG 26,29,8366740943
7,6018,676466865,POISE LNER LNG 26,12,3605571896
361,6069,676466865,POISE LNER LNG 26,22,9605572431
5215,6021,676466865,POISE LNER LNG 26,20,5908596104
361,6069,676466864,POISE VRY LT LNER 30,19,9605572431
3867,6019,676466864,POISE VRY LT LNER 30,4,9953812834
5334,6019,673032570,HE SHCN CLHY 13.5 DP,41,4954112473
5215,6021,673032568,HE SHCN CLSH 13.5 DP,27,5354115189
5072,6021,673032568,HE SHCN CLSH 13.5 DP,22,5354115187
906,6031,673032568,HE SHCN CLSH 13.5 DP,27,5654112083
1746,6031,673032588,NTV VAN&CF SH 16.5,44,5654112082
4132,6021,673032588,NTV VAN&CF SH 16.5,42,5354115192
1604,6019,673032588,NTV VAN&CF SH 16.5,40,4954112479
359,6094,673032588,NTV VAN&CF SH 16.5,43,3254112832
1252,6019,673173170,COCNUT CREAM,6,9953812844
3588,6023,673173169,OCEAN SCRUB,8,6208592468
1543,6019,673173169,OCEAN SCRUB,9,9953812831
2365,6080,673173169,OCEAN SCRUB,7,9654048821
2286,6080,673173169,OCEAN SCRUB,8,9654048818
3891,7039,673173169,OCEAN SCRUB,33,5953792647
2322,6018,673173171,VANLLA CREAM,7,3605571888
2073,6024,673173171,VANLLA CREAM,7,8366740971
75,6048,673199091,HUG FRESH CLEAN 3X,10,8356072012
6887,6070,673199091,HUG FRESH CLEAN 3X,13,8055602637
1062,7036,673199091,HUG FRESH CLEAN 3X,10,1605612000
3425,7036,673199091,HUG FRESH CLEAN 3X,11,1605611999
2546,6021,673199091,HUG FRESH CLEAN 3X,12,5908596093
5394,6021,673199091,HUG FRESH CLEAN 3X,11,5908596091
556,6010,673199091,HUG FRESH CLEAN 3X,11,7555682347
2637,6080,673199091,HUG FRESH CLEAN 3X,11,9654048795
915,7036,673199091,HUG FRESH CLEAN 3X,12,1605611998
2206,6021,673199091,HUG FRESH CLEAN 3X,10,5908596095
1975,6030,673199091,HUG FRESH CLEAN 3X,12,9305573002
1188,6069,669308156,EASTSPORT RALLY 2.0,3,8155750188
1453,7039,669308156,EASTSPORT RALLY 2.0,3,7955750168
4365,6020,669308156,EASTSPORT RALLY 2.0,3,9405750189
1242,6070,676499885,GLD OIL 2CT POMEG,30,9355573146
1681,6092,676499885,GLD OIL 2CT POMEG,34,8055803208
2536,6021,676499885,GLD OIL 2CT POMEG,33,4708974092
3481,7034,676499885,GLD OIL 2CT POMEG,31,6905383174
3640,7036,676499885,GLD OIL 2CT POMEG,33,2655962727
3469,6080,676499885,GLD OIL 2CT POMEG,31,9155485304
2479,7033,676499885,GLD OIL 2CT POMEG,32,7310183798
5191,6036,676499883,GLD OIL 5CT POMEG,22,1403955491
1859,7033,676499883,GLD OIL 5CT POMEG,22,7310183775
5976,6025,669525047,GV CLOTH MOP,5,7355382913
1505,6039,670587316,GV SPRAY MOP,14,4455682736
4384,6040,670587316,GV SPRAY MOP,4,6805383028
1292,7045,669532841,CI BTS 20CT VAR,45,7154931366
1897,6092,669532841,CI BTS 20CT VAR,45,3318540536
2841,7034,562780731,ST BRAKE CLNR 14.5OZ,206,8005414061
1710,6011,669428463,PG 96/22 MP 500S,78,1555394333
1055,6068,669428463,PG 96/22 MP 500S,72,1605395423
1184,6054,669343377,BHG HYAC FLOOR VASE,3,1356182820
3627,6054,669343377,BHG HYAC FLOOR VASE,3,1356182818
7185,6054,669343377,BHG HYAC FLOOR VASE,3,1356182817
878,6054,669343377,BHG HYAC FLOOR VASE,3,1356182819
855,6054,669343377,BHG HYAC FLOOR VASE,5,1356182821
6477,6031,669343377,BHG HYAC FLOOR VASE,7,1256242442
1772,6026,669086487,BF PLNT BASED 30FO,14,9169312955
1686,7026,668950198,LUVS PLAT S2 38CT,11,2054956288
1524,6023,668950198,LUVS PLAT S2 38CT,10,2304275347
1123,6070,668950198,LUVS PLAT S2 38CT,11,2604275534
1161,6069,668950198,LUVS PLAT S2 38CT,10,4955165848
796,6092,668950198,LUVS PLAT S2 38CT,13,8603716936
2475,6054,668950198,LUVS PLAT S2 38CT,11,7182891376
1541,7038,668950198,LUVS PLAT S2 38CT,12,2704275586
46,6069,668950196,LUVS PLAT S7 18CT,10,4955165810
1460,6035,668950196,LUVS PLAT S7 18CT,10,2354276086
3847,7026,668950196,LUVS PLAT S7 18CT,21,2054956293
