Store,DSL Gen,DSL Start Date ,Resource Link,Toolkit Link by Gen,RDC,APD Phase 1,APD Phase 2,APD Phase 3,HVDC Start Date,FDD Start Date,CoSTL Install Date,Digital Lock Install Date,Digital Lock Survey Date,Next Gen Cash Recycler Install Date,Initial Change Order Delivery Date
7261,Gen 3,TBD,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,,,,,,,,,,TBD,TBD
2203,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6094,,,,,,TBD,TBD,TBD,TBD,TBD
4108,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6094,1/1/28,4/1/29,,Completed,Completed,6/20/24,LIVE,Completed,4/25/25,4/14/25
3654,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6094,1/1/28,4/1/29,,Completed,Completed,6/5/23,TBD,TBD,3/12/25,3/3/25
220,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/28,7/1/29,,Completed,Completed,3/4/24,TBD,TBD,3/21/25,3/10/25
228,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/24,4/5/26,Completed,Completed,3/10/24,TBD,TBD,3/22/25,3/17/25
265,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/24,4/5/26,9/16/24,9/16/24,6/9/24,TBD,TBD,2/17/25,Completed
384,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,7036,4/1/28,7/1/29,,6/24/24,6/24/24,9/9/24,LIVE,Completed,4/14/25,4/7/25
396,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6070,1/1/28,4/1/29,,Completed,Completed,TBD,TBD,TBD,Completed,Completed
872,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,7036,4/1/28,7/1/29,,6/24/24,6/24/24,TBD,TBD,TBD,3/17/25,3/10/25
980,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6019,12/8/25,3/8/27,7/8/28,8/19/24,8/19/24,8/11/24,TBD,TBD,Completed,Completed
1554,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6021,1/6/26,4/6/27,8/6/28,Completed,Completed,TBD,LIVE,Completed,6/20/25,6/9/25
1726,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,7045,4/1/28,7/1/29,,6/24/24,6/24/24,7/28/24,TBD,TBD,Completed,Completed
1770,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6027,7/25/24,11/24/25,3/24/27,Completed,Completed,TBD,TBD,TBD,Completed,Completed
5063,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6070,1/1/28,4/1/29,,Completed,Completed,9/8/24,LIVE,Completed,Completed,Completed
5210,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/24,4/5/26,9/16/24,9/16/24,6/11/24,TBD,TBD,3/4/25,2/24/25
5435,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6021,1/6/26,4/6/27,8/6/28,8/19/24,8/19/24,TBD,LIVE,Completed,6/21/25,6/16/25
6300,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/28,7/1/29,,Completed,Completed,6/3/24,LIVE,Completed,2/27/25,2/17/25
1225,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,7035,7/1/26,10/1/27,,6/24/24,6/24/24,7/24/24,TBD,TBD,Completed,Completed
1535,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6025,Complete,4/6/25,8/6/26,Completed,Completed,TBD,TBD,TBD,Completed,Completed
1608,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6026,3/12/25,9/17/26,1/17/28,Completed,Completed,TBD,LIVE,Completed,6/25/25,6/16/25
371,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/28,7/1/29,,Completed,Completed,2/28/24,TBD,TBD,Completed,Completed
427,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/24,4/5/26,9/16/24,9/16/24,9/18/24,LIVE,Completed,5/19/25,5/12/25
516,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/24,4/5/26,Completed,Completed,TBD,TBD,TBD,2/18/25,Completed
804,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/28,7/1/29,,Completed,Completed,6/19/24,TBD,TBD,2/19/25,Completed
896,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/28,7/1/29,,9/16/24,9/16/24,7/31/23,LIVE,Completed,3/24/25,3/17/25
963,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/28,7/1/29,,Completed,Completed,6/10/24,TBD,TBD,2/18/25,Completed
1238,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6040,8/15/24,12/22/25,4/22/27,Completed,Completed,8/27/24,LIVE,Completed,Completed,Completed
1555,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,7033,10/1/27,1/1/29,,8/19/24,8/19/24,TBD,TBD,TBD,Completed,Completed
1560,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,7033,10/1/27,1/1/29,,8/19/24,8/19/24,5/7/24,LIVE,Completed,4/30/25,4/21/25
2978,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/28,7/1/29,,Completed,Completed,2/25/24,TBD,TBD,Completed,Completed
7178,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/28,7/1/29,,9/16/24,9/16/24,5/21/24,TBD,TBD,Completed,Completed
2135,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6038,8/15/24,10/24/25,2/24/27,Completed,Completed,TBD,TBD,TBD,Completed,Completed
266,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/24,4/5/26,9/16/24,9/16/24,6/3/24,LIVE,Completed,3/5/25,2/24/25
2104,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6080,4/1/27,7/1/28,,Completed,Completed,TBD,TBD,TBD,Completed,Completed
3284,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/28,7/1/29,,9/16/24,9/16/24,3/3/24,LIVE,Completed,Completed,Completed
3431,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/28,7/1/29,,Completed,Completed,6/9/24,TBD,TBD,2/17/25,Completed
3594,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/28,7/1/29,,Completed,Completed,2/28/24,TBD,TBD,3/28/25,3/17/25
3631,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/24,4/5/26,Completed,Completed,5/21/24,TBD,TBD,3/20/25,3/10/25
4279,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/24,4/5/26,9/16/24,9/16/24,6/18/24,LIVE,Completed,3/25/25,3/17/25
5288,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/24,4/5/26,9/16/24,9/16/24,6/5/24,TBD,TBD,Completed,Completed
5359,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/28,7/1/29,,Completed,Completed,6/16/24,TBD,TBD,2/19/25,Completed
1255,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6040,8/15/24,12/22/25,4/22/27,Completed,Completed,8/12/24,TBD,TBD,Completed,Completed
2637,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6080,4/1/27,7/1/28,,Completed,Completed,TBD,TBD,TBD,Completed,Completed
2667,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/24,4/5/26,9/16/24,9/16/24,TBD,LIVE,Completed,Completed,Completed
2884,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,7026,7/1/27,10/1/28,,8/19/24,8/19/24,TBD,LIVE,Completed,5/3/25,4/28/25
2980,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/28,7/1/29,,Completed,Completed,5/29/24,LIVE,Completed,Completed,Completed
3777,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/28,7/1/29,,9/16/24,9/16/24,3/13/24,LIVE,Completed,2/28/25,2/17/25
202,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/28,7/1/29,,9/16/24,9/16/24,3/11/24,TBD,TBD,2/24/25,2/17/25
272,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6066,7/1/27,10/1/28,,6/24/24,6/24/24,6/24/24,LIVE,Completed,3/13/25,3/3/25
2082,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6021,1/6/26,4/6/27,8/6/28,8/19/24,8/19/24,TBD,LIVE,Completed,5/21/25,5/12/25
4284,Gen 2,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6019,12/8/25,3/8/27,7/8/28,8/19/24,8/19/24,5/21/24,LIVE,Completed,Completed,Completed
3164,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/28,4/1/29,,Completed,Completed,TBD,TBD,TBD,3/17/25,3/10/25
5837,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/28,4/1/29,,Completed,Completed,TBD,TBD,TBD,4/26/25,4/21/25
100,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/28,4/1/29,,Completed,Completed,7/28/24,LIVE,Completed,3/18/25,3/11/25
359,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/28,4/1/29,,Completed,Completed,10/9/23,TBD,TBD,5/3/25,4/28/25
4516,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/28,4/1/29,,Completed,Completed,TBD,TBD,TBD,4/28/25,4/21/25
5260,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/28,4/1/29,,Completed,Completed,8/4/24,TBD,TBD,4/25/25,4/14/25
1216,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/28,7/1/29,,9/16/24,9/16/24,5/15/24,LIVE,Completed,3/12/25,3/3/25
4104,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/28,7/1/29,,9/16/24,9/16/24,TBD,TBD,TBD,2/27/25,2/17/25
4215,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6036,Complete,12/5/24,4/5/26,9/16/24,9/16/24,5/29/24,TBD,TBD,2/19/25,Completed
5316,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/28,7/1/29,,Completed,Completed,6/4/24,TBD,TBD,Completed,Completed
6963,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/28,7/1/29,,Completed,Completed,6/10/24,LIVE,Completed,2/28/25,2/17/25
2226,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/27,1/1/29,,8/19/24,8/19/24,TBD,TBD,TBD,5/16/25,5/5/25
2468,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/25,9/17/26,1/17/28,Completed,Completed,TBD,TBD,TBD,6/9/25,6/2/25
2486,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/25,9/17/26,1/17/28,8/19/24,8/19/24,TBD,TBD,TBD,6/17/25,6/9/25
2590,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/25,11/8/26,Completed,Completed,TBD,TBD,TBD,6/10/25,6/2/25
3019,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/25,3/8/27,7/8/28,8/5/24,8/5/24,TBD,LIVE,Completed,Completed,Completed
3047,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/26,4/6/27,8/6/28,8/19/24,8/19/24,TBD,TBD,TBD,6/9/25,6/2/25
3099,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/27,1/1/29,,8/19/24,8/19/24,TBD,TBD,TBD,5/20/25,5/12/25
3126,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/25,3/8/27,7/8/28,8/19/24,8/19/24,TBD,TBD,TBD,Completed,Completed
3127,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/25,3/8/27,7/8/28,8/5/24,8/5/24,TBD,LIVE,Completed,Completed,Completed
3128,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/25,3/8/27,7/8/28,8/19/24,8/19/24,TBD,LIVE,Completed,Completed,Completed
3139,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/26,4/6/27,8/6/28,8/19/24,8/19/24,TBD,TBD,TBD,6/11/25,6/2/25
3140,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/26,4/6/27,8/6/28,8/19/24,8/19/24,TBD,TBD,TBD,6/13/25,6/2/25
3145,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,7/8/25,11/8/26,Completed,Completed,TBD,LIVE,Completed,6/9/25,6/2/25
3176,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/25,3/8/27,7/8/28,8/19/24,8/19/24,TBD,TBD,TBD,Completed,Completed
3604,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/25,10/30/26,,Completed,Completed,TBD,TBD,TBD,5/14/25,5/5/25
3740,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/25,3/8/27,7/8/28,8/19/24,8/19/24,TBD,LIVE,Completed,Completed,Completed
3844,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/25,10/30/26,,Completed,Completed,TBD,TBD,TBD,5/7/25,4/28/25
4174,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,1/6/26,4/6/27,8/6/28,8/19/24,8/19/24,TBD,TBD,TBD,6/20/25,6/10/25
4218,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/25,10/30/26,,Completed,Completed,TBD,TBD,TBD,4/30/25,4/21/25
4233,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6031,6/30/25,10/30/26,,Completed,Completed,TBD,TBD,TBD,5/3/25,4/28/25
4491,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/25,3/8/27,7/8/28,9/16/24,9/16/24,TBD,TBD,TBD,Completed,Completed
4747,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,12/8/25,3/8/27,7/8/28,8/5/24,8/5/24,TBD,TBD,TBD,Completed,Completed
4762,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/27,1/1/29,,8/19/24,8/19/24,TBD,LIVE,Completed,5/22/25,5/12/25
5007,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6026,3/12/25,9/17/26,1/17/28,Completed,Completed,TBD,TBD,TBD,Completed,Completed
5008,Gen 3,LIVE,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,10/1/27,1/1/29,,8/19/24,8/19/24,TBD,TBD,TBD,5/22/25,5/12/25
