Store Nbr,Curr Str On Hand Qty,Item Nbr,Item Desc 1,UPC
5490,7,587682371,SIM 3TC ADV 20.6OZ,7007468064
5692,7,4021788,ELECARE JR. UNF PWDR,7007455254
5697,7,551144162,SIM COMF 12OZ,7007462600
6323,7,587577957,SIM ORG A2 TOD,7007468105
6469,7,4021620,ELECARE JR VAN PWDR,7007456586
6814,7,587682371,SIM 3TC ADV 20.6OZ,7007468064
6943,7,587682370,SIM 3TC SEN 20.1OZ,7007468071
6998,7,587682370,SIM 3TC SEN 20.1OZ,7007468071
7251,7,587577952,SIM PRO-ADV 20.6OZ,7007468089
23,6,555173533,SIM ALI 12.1OZ,7007464712
30,6,551174934,ELECARE 14.1OZ,7007453511
46,6,582494955,SIMILAC SENSITV 34OZ,7007467490
52,6,587577973,SIM SEN 20.1OZ,7007468083
98,6,551174934,ELECARE 14.1OZ,7007453511
98,6,582494955,SIMILAC SENSITV 34OZ,7007467490
126,6,587577973,SIM SEN 20.1OZ,7007468083
145,6,551174934,ELECARE 14.1OZ,7007453511
