Store Number,Tracking Number,Ship date ,Delivered date,Scheduled delivery date ,Service type 
1451,391050271532,N/A,N/A,N/A,FedEx Ground
3725,391050271727,N/A,N/A,N/A,FedEx Ground
449,391050281809,N/A,N/A,N/A,FedEx Ground
2541,391050282551,N/A,N/A,N/A,FedEx Ground
3601,391050282584,N/A,N/A,N/A,FedEx Ground
181,391050282643,N/A,N/A,N/A,FedEx Ground
1044,391050283216,N/A,N/A,N/A,FedEx Ground
4285,391050283320,N/A,N/A,N/A,FedEx Ground
1045,391050283812,N/A,N/A,N/A,FedEx Ground
498,391050284050,N/A,N/A,N/A,FedEx Ground
429,391050284635,N/A,N/A,N/A,FedEx Ground
1929,391050284885,N/A,N/A,N/A,FedEx Ground
3837,391050285105,N/A,N/A,N/A,FedEx Ground
2587,391050285285,N/A,N/A,N/A,FedEx Ground
884,391050285734,N/A,N/A,N/A,FedEx Ground
688,391050285940,N/A,N/A,N/A,FedEx Ground
5703,391050286101,N/A,N/A,N/A,FedEx Ground
384,391050286190,N/A,N/A,N/A,FedEx Ground
999,391050286513,N/A,N/A,N/A,FedEx Ground
1695,391050287840,N/A,N/A,N/A,FedEx Ground
626,391050288012,N/A,N/A,N/A,FedEx Ground
52,391050288023,N/A,N/A,N/A,FedEx Ground
5029,391050288056,N/A,N/A,N/A,FedEx Ground
3722,391050288825,N/A,N/A,N/A,FedEx Ground
448,391050288994,N/A,N/A,N/A,FedEx Ground
1177,391050289020,N/A,N/A,N/A,FedEx Ground
183,391050289453,N/A,N/A,N/A,FedEx Ground
4230,391050289590,N/A,N/A,N/A,FedEx Ground
7290,391050290090,N/A,N/A,N/A,FedEx Ground
2812,391050290181,N/A,N/A,N/A,FedEx Ground
2132,391050290560,N/A,N/A,N/A,FedEx Ground
4461,391050290696,N/A,N/A,N/A,FedEx Ground
3431,391050290836,N/A,N/A,N/A,FedEx Ground
700,391050291659,N/A,N/A,N/A,FedEx Ground
3251,391050291935,N/A,N/A,N/A,FedEx Ground
1414,391050293147,N/A,N/A,N/A,FedEx Ground
2310,391050293890,N/A,N/A,N/A,FedEx Ground
1211,391050293916,N/A,N/A,N/A,FedEx Ground
1226,391050296845,N/A,N/A,N/A,FedEx Ground
2100,391050297110,N/A,N/A,N/A,FedEx Ground
1277,391050301491,N/A,N/A,N/A,FedEx Ground
619,391050304376,N/A,N/A,N/A,FedEx Ground
2545,391050304480,N/A,N/A,N/A,FedEx Ground
1052,391050305111,N/A,N/A,N/A,FedEx Ground
5444,391050306872,N/A,N/A,N/A,FedEx Ground
567,391050307114,N/A,N/A,N/A,FedEx Ground
5472,391050307949,N/A,N/A,N/A,FedEx Ground
3891,391050308989,N/A,N/A,N/A,FedEx Ground
1125,391050309014,N/A,N/A,N/A,FedEx Ground
5091,391050309573,N/A,N/A,N/A,FedEx Ground
6394,391050309930,N/A,N/A,N/A,FedEx Ground
1305,391050309974,N/A,N/A,N/A,FedEx Ground
390,391050310305,N/A,N/A,N/A,FedEx Ground
3497,391050311838,N/A,N/A,N/A,FedEx Ground
865,391050316082,N/A,N/A,N/A,FedEx Ground
3324,391050316472,N/A,N/A,N/A,FedEx Ground
3342,391050316612,N/A,N/A,N/A,FedEx Ground
1413,391050316715,N/A,N/A,N/A,FedEx Ground
3436,391050316726,N/A,N/A,N/A,FedEx Ground
2098,391050316770,N/A,N/A,N/A,FedEx Ground
446,391050317527,N/A,N/A,N/A,FedEx Ground
2448,391050317608,N/A,N/A,N/A,FedEx Ground
2720,391050317788,N/A,N/A,N/A,FedEx Ground
413,391050318225,N/A,N/A,N/A,FedEx Ground
3886,391050318590,N/A,N/A,N/A,FedEx Ground
1342,391050318660,N/A,N/A,N/A,FedEx Ground
504,391050318821,N/A,N/A,N/A,FedEx Ground
1198,391050318979,N/A,N/A,N/A,FedEx Ground
261,391050319081,N/A,N/A,N/A,FedEx Ground
3717,391050319390,N/A,N/A,N/A,FedEx Ground
2350,391050319622,N/A,N/A,N/A,FedEx Ground
2542,391050320534,N/A,N/A,N/A,FedEx Ground
744,391050321200,N/A,N/A,N/A,FedEx Ground
5355,391050322066,N/A,N/A,N/A,FedEx Ground
5667,391050324665,N/A,N/A,N/A,FedEx Ground
1799,391050326933,N/A,N/A,N/A,FedEx Ground
3488,391050328373,N/A,N/A,N/A,FedEx Ground
1819,391050328650,N/A,N/A,N/A,FedEx Ground
3499,391050328741,N/A,N/A,N/A,FedEx Ground
2509,391050332480,N/A,N/A,N/A,FedEx Ground
1176,391050333486,N/A,N/A,N/A,FedEx Ground
882,391050333902,N/A,N/A,N/A,FedEx Ground
1167,391050334004,N/A,N/A,N/A,FedEx Ground
1366,391050334162,N/A,N/A,N/A,FedEx Ground
5090,391050335445,N/A,N/A,N/A,FedEx Ground
1678,391050336658,N/A,N/A,N/A,FedEx Ground
1316,391050338499,N/A,N/A,N/A,FedEx Ground
2452,391050338514,N/A,N/A,N/A,FedEx Ground
5127,391050339554,N/A,N/A,N/A,FedEx Ground
1931,391050340076,N/A,N/A,N/A,FedEx Ground
910,391050340834,N/A,N/A,N/A,FedEx Ground
1267,391050343671,N/A,N/A,N/A,FedEx Ground
1007,391050343800,N/A,N/A,N/A,FedEx Ground
2828,391050344440,N/A,N/A,N/A,FedEx Ground
2510,391050345387,N/A,N/A,N/A,FedEx Ground
2335,391050345549,N/A,N/A,N/A,FedEx Ground
3247,391050345630,N/A,N/A,N/A,FedEx Ground
1650,391050347780,N/A,N/A,N/A,FedEx Ground
847,391050348170,N/A,N/A,N/A,FedEx Ground
965,391050348401,N/A,N/A,N/A,FedEx Ground
1449,391050349853,N/A,N/A,N/A,FedEx Ground
3857,391050350412,N/A,N/A,N/A,FedEx Ground
1276,391050350662,N/A,N/A,N/A,FedEx Ground
1643,391050350846,N/A,N/A,N/A,FedEx Ground
971,391050351810,N/A,N/A,N/A,FedEx Ground
802,391050352253,N/A,N/A,N/A,FedEx Ground
1776,391050353915,N/A,N/A,N/A,FedEx Ground
1551,391050355193,N/A,N/A,N/A,FedEx Ground
2668,391050356226,N/A,N/A,N/A,FedEx Ground
1635,391050356546,N/A,N/A,N/A,FedEx Ground
1515,391050357748,N/A,N/A,N/A,FedEx Ground
1571,391050358550,N/A,N/A,N/A,FedEx Ground
2658,391050360413,N/A,N/A,N/A,FedEx Ground
1453,391050362060,N/A,N/A,N/A,FedEx Ground
4677,391050362210,N/A,N/A,N/A,FedEx Ground
5669,391050364280,N/A,N/A,N/A,FedEx Ground
1908,391050364636,N/A,N/A,N/A,FedEx Ground
5438,391050365632,N/A,N/A,N/A,FedEx Ground
5668,391050366650,N/A,N/A,N/A,FedEx Ground
1274,391050366856,N/A,N/A,N/A,FedEx Ground
3505,391050367955,N/A,N/A,N/A,FedEx Ground
1471,391050368366,N/A,N/A,N/A,FedEx Ground
1394,391050369969,N/A,N/A,N/A,FedEx Ground
1202,391050371465,N/A,N/A,N/A,FedEx Ground
1679,391050371785,N/A,N/A,N/A,FedEx Ground
5463,391050372965,N/A,N/A,N/A,FedEx Ground
1430,391050373012,N/A,N/A,N/A,FedEx Ground
3245,391050376445,N/A,N/A,N/A,FedEx Ground
1828,391050376905,N/A,N/A,N/A,FedEx Ground
372,391050421408,N/A,N/A,N/A,FedEx Ground
652,391050426351,N/A,N/A,N/A,FedEx Ground
117,391050428284,N/A,N/A,N/A,FedEx Ground
2562,391050430527,N/A,N/A,N/A,FedEx Ground
1214,391050438150,N/A,N/A,N/A,FedEx Ground
1437,391050451536,N/A,N/A,N/A,FedEx Ground
2710,391048764773,N/A,N/A,N/A,FedEx 2Day
3807,391048899303,N/A,N/A,N/A,FedEx Ground
2608,391048973203,N/A,N/A,N/A,FedEx Ground
3574,391047301602,N/A,N/A,N/A,FedEx Ground
5149,391047302848,N/A,N/A,N/A,FedEx Ground
2877,391047302860,N/A,N/A,N/A,FedEx Ground
2975,391047303042,N/A,N/A,N/A,FedEx Ground
6851,391047303190,N/A,N/A,N/A,FedEx Ground
5805,391047303546,N/A,N/A,N/A,FedEx Ground
6966,391047304196,N/A,N/A,N/A,FedEx Ground
3327,391047304288,N/A,N/A,N/A,FedEx Ground
3508,391047304656,N/A,N/A,N/A,FedEx Ground
5336,391047304921,N/A,N/A,N/A,FedEx Ground
6942,391047305343,N/A,N/A,N/A,FedEx Ground
3275,391047330712,N/A,N/A,N/A,FedEx Ground
2393,391047333160,N/A,N/A,N/A,FedEx Ground
3615,391047334854,N/A,N/A,N/A,FedEx Ground
5855,391047335427,N/A,N/A,N/A,FedEx Ground
2878,391047341547,N/A,N/A,N/A,FedEx Ground
2433,391047342359,N/A,N/A,N/A,FedEx Ground
2745,391047342841,N/A,N/A,N/A,FedEx Ground
2442,391047347784,N/A,N/A,N/A,FedEx Ground
2394,391047348931,N/A,N/A,N/A,FedEx Ground
4655,391047349456,N/A,N/A,N/A,FedEx Ground
2395,391047358336,N/A,N/A,N/A,FedEx Ground
4585,391047358748,N/A,N/A,N/A,FedEx Ground
2880,391047362144,N/A,N/A,N/A,FedEx Ground
5364,391047362350,N/A,N/A,N/A,FedEx Ground
4104,391047588871,N/A,N/A,N/A,FedEx Ground
4516,391047589076,N/A,N/A,N/A,FedEx Ground
3152,391047590014,N/A,N/A,N/A,FedEx Ground
4376,391047591650,N/A,N/A,N/A,FedEx Ground
4375,391047592072,N/A,N/A,N/A,FedEx Ground
3392,391047592142,N/A,N/A,N/A,FedEx Ground
4579,391047592370,N/A,N/A,N/A,FedEx Ground
4138,391047592819,N/A,N/A,N/A,FedEx Ground
3062,391047593344,N/A,N/A,N/A,FedEx Ground
5692,391047593778,N/A,N/A,N/A,FedEx Ground
7251,391047594086,N/A,N/A,N/A,FedEx Ground
5624,391047596056,N/A,N/A,N/A,FedEx Ground
5837,391047597497,N/A,N/A,N/A,FedEx Ground
3015,391047597692,N/A,N/A,N/A,FedEx Ground
2981,391047598666,N/A,N/A,N/A,FedEx Ground
6971,391047599798,N/A,N/A,N/A,FedEx Ground
4470,391047600317,N/A,N/A,N/A,FedEx Ground
3204,391047600729,N/A,N/A,N/A,FedEx Ground
2977,391047601015,N/A,N/A,N/A,FedEx Ground
3043,391047603018,N/A,N/A,N/A,FedEx Ground
3153,391047620087,N/A,N/A,N/A,FedEx Ground
4686,391047620709,N/A,N/A,N/A,FedEx Ground
7232,391047621289,N/A,N/A,N/A,FedEx Ground
5737,391047621727,N/A,N/A,N/A,FedEx Ground
5738,391047622322,N/A,N/A,N/A,FedEx Ground
2686,391047623502,N/A,N/A,N/A,FedEx Ground
4139,391047624049,N/A,N/A,N/A,FedEx Ground
5693,391047624174,N/A,N/A,N/A,FedEx Ground
4046,391047630581,N/A,N/A,N/A,FedEx Ground
3154,391047630630,N/A,N/A,N/A,FedEx Ground
3341,391047635116,N/A,N/A,N/A,FedEx Ground
5963,391047635470,N/A,N/A,N/A,FedEx Ground
3111,391047635951,N/A,N/A,N/A,FedEx Ground
3653,391047636226,N/A,N/A,N/A,FedEx Ground
2397,391047638479,N/A,N/A,N/A,FedEx Ground
7347,391047640045,N/A,N/A,N/A,FedEx Ground
6960,391047640181,N/A,N/A,N/A,FedEx Ground
4478,391047640446,N/A,N/A,N/A,FedEx Ground
3870,391047640620,N/A,N/A,N/A,FedEx Ground
7224,391047641556,N/A,N/A,N/A,FedEx Ground
3479,391047641821,N/A,N/A,N/A,FedEx Ground
5614,391047641876,N/A,N/A,N/A,FedEx Ground
3135,391047642894,N/A,N/A,N/A,FedEx Ground
6500,391047643353,N/A,N/A,N/A,FedEx Ground
3594,391047660551,N/A,N/A,N/A,FedEx Ground
4453,391047660860,N/A,N/A,N/A,FedEx Ground
6953,391047661293,N/A,N/A,N/A,FedEx Ground
3172,391047663399,N/A,N/A,N/A,FedEx Ground
2839,391047664579,N/A,N/A,N/A,FedEx Ground
7242,391047666538,N/A,N/A,N/A,FedEx Ground
2741,391047667410,N/A,N/A,N/A,FedEx Ground
3198,391047668563,N/A,N/A,N/A,FedEx Ground
5021,391047668872,N/A,N/A,N/A,FedEx Ground
2979,391047670232,N/A,N/A,N/A,FedEx Ground
2744,391047670872,N/A,N/A,N/A,FedEx Ground
3287,391047675900,N/A,N/A,N/A,FedEx Ground
3238,391047676470,N/A,N/A,N/A,FedEx Ground
5613,391047677097,N/A,N/A,N/A,FedEx Ground
3173,391047677189,N/A,N/A,N/A,FedEx Ground
2742,391047677190,N/A,N/A,N/A,FedEx Ground
3419,391047678120,N/A,N/A,N/A,FedEx Ground
4057,391047679560,N/A,N/A,N/A,FedEx Ground
3654,391047679906,N/A,N/A,N/A,FedEx Ground
2974,391047693299,N/A,N/A,N/A,FedEx Ground
3199,391047693623,N/A,N/A,N/A,FedEx Ground
7240,391047694766,N/A,N/A,N/A,FedEx Ground
3521,391047695019,N/A,N/A,N/A,FedEx Ground
6578,391047697592,N/A,N/A,N/A,FedEx Ground
4182,391047701246,N/A,N/A,N/A,FedEx Ground
2976,391047701463,N/A,N/A,N/A,FedEx Ground
3530,391047704094,N/A,N/A,N/A,FedEx Ground
5657,391047706226,N/A,N/A,N/A,FedEx Ground
6078,391047708090,N/A,N/A,N/A,FedEx Ground
5824,391047708983,N/A,N/A,N/A,FedEx Ground
5791,391047765464,N/A,N/A,N/A,FedEx Ground
5286,391047765751,N/A,N/A,N/A,FedEx Ground
5840,391047767320,N/A,N/A,N/A,FedEx Ground
3723,391047768187,N/A,N/A,N/A,FedEx Ground
4390,391047768268,N/A,N/A,N/A,FedEx Ground
5990,391047768280,N/A,N/A,N/A,FedEx Ground
3202,391047768371,N/A,N/A,N/A,FedEx Ground
5863,391047768794,N/A,N/A,N/A,FedEx Ground
6172,391047768809,N/A,N/A,N/A,FedEx Ground
4198,391047768897,N/A,N/A,N/A,FedEx Ground
2984,391047768912,N/A,N/A,N/A,FedEx Ground
5323,391047768989,N/A,N/A,N/A,FedEx Ground
5207,391047768990,N/A,N/A,N/A,FedEx Ground
3637,391047769070,N/A,N/A,N/A,FedEx Ground
3457,391047769128,N/A,N/A,N/A,FedEx Ground
2876,391047769448,N/A,N/A,N/A,FedEx Ground
3155,391047769459,N/A,N/A,N/A,FedEx Ground
7308,391047769540,N/A,N/A,N/A,FedEx Ground
5314,391047769702,N/A,N/A,N/A,FedEx Ground
998,391047769919,N/A,N/A,N/A,FedEx Ground
6170,391047769930,N/A,N/A,N/A,FedEx Ground
5308,391047770007,N/A,N/A,N/A,FedEx Ground
6585,391047770110,N/A,N/A,N/A,FedEx Ground
5093,391047770121,N/A,N/A,N/A,FedEx Ground
3340,391047770132,N/A,N/A,N/A,FedEx Ground
2875,391047770316,N/A,N/A,N/A,FedEx Ground
5991,391047770419,N/A,N/A,N/A,FedEx Ground
4626,391047770485,N/A,N/A,N/A,FedEx Ground
5477,391048258226,N/A,N/A,N/A,FedEx Ground
2997,391048258351,N/A,N/A,N/A,FedEx Ground
7368,391048258833,N/A,N/A,N/A,FedEx Ground
3762,391048261358,N/A,N/A,N/A,FedEx Ground
845,391048263800,N/A,N/A,N/A,FedEx Ground
2203,391048282952,N/A,N/A,N/A,FedEx Ground
7634,391048284922,N/A,N/A,N/A,FedEx Ground
1779,391048290034,N/A,N/A,N/A,FedEx Ground
783,391048292677,N/A,N/A,N/A,FedEx Ground
44,391048298528,N/A,N/A,N/A,FedEx Ground
4606,391048299650,N/A,N/A,N/A,FedEx Ground
5312,391048301388,N/A,N/A,N/A,FedEx Ground
4627,391048314745,N/A,N/A,N/A,FedEx Ground
7635,391048316770,N/A,N/A,N/A,FedEx Ground
2994,391048328307,N/A,N/A,N/A,FedEx Ground
326,391048334530,N/A,N/A,N/A,FedEx Ground
7261,391048344417,N/A,N/A,N/A,FedEx Ground
4215,391048347276,N/A,N/A,N/A,FedEx Ground
3229,391048348695,N/A,N/A,N/A,FedEx Ground
2855,391048738180,N/A,N/A,N/A,FedEx Ground
210,391048738592,N/A,N/A,N/A,FedEx Ground
4637,391048739051,N/A,N/A,N/A,FedEx Ground
4321,391048739588,N/A,N/A,N/A,FedEx Ground
2428,391048739945,N/A,N/A,N/A,FedEx Ground
607,391048739956,N/A,N/A,N/A,FedEx Ground
893,391048739978,N/A,N/A,N/A,FedEx Ground
1802,391048740147,N/A,N/A,N/A,FedEx Ground
3283,391048740342,N/A,N/A,N/A,FedEx Ground
4615,391048740456,N/A,N/A,N/A,FedEx Ground
1691,391048740835,N/A,N/A,N/A,FedEx Ground
3492,391048740846,N/A,N/A,N/A,FedEx Ground
2490,391048740938,N/A,N/A,N/A,FedEx Ground
5260,391049466693,N/A,N/A,N/A,FedEx Ground
1055,391049468207,N/A,N/A,N/A,FedEx Ground
1389,391049469898,N/A,N/A,N/A,FedEx Ground
1120,391049471556,N/A,N/A,N/A,FedEx Ground
101,391049471898,N/A,N/A,N/A,FedEx Ground
373,391049473570,N/A,N/A,N/A,FedEx Ground
4209,391049473732,N/A,N/A,N/A,FedEx Ground
89,391049473776,N/A,N/A,N/A,FedEx Ground
947,391049476547,N/A,N/A,N/A,FedEx Ground
109,391049493366,N/A,N/A,N/A,FedEx Ground
1800,391049504389,N/A,N/A,N/A,FedEx Ground
363,391049514081,N/A,N/A,N/A,FedEx Ground
2105,391049514118,N/A,N/A,N/A,FedEx Ground
66,391049518444,N/A,N/A,N/A,FedEx Ground
807,391049518856,N/A,N/A,N/A,FedEx Ground
284,391049519863,N/A,N/A,N/A,FedEx Ground
96,391049528879,N/A,N/A,N/A,FedEx Ground
581,391049539270,N/A,N/A,N/A,FedEx Ground
3224,391049543191,N/A,N/A,N/A,FedEx Ground
7178,391049550860,N/A,N/A,N/A,FedEx Ground
2427,391049550940,N/A,N/A,N/A,FedEx Ground
78,391049552185,N/A,N/A,N/A,FedEx Ground
3274,391049553961,N/A,N/A,N/A,FedEx Ground
1216,391049554924,N/A,N/A,N/A,FedEx Ground
13,391049567979,N/A,N/A,N/A,FedEx Ground
748,391049571515,N/A,N/A,N/A,FedEx Ground
1637,391049584950,N/A,N/A,N/A,FedEx Ground
2667,391049585897,N/A,N/A,N/A,FedEx Ground
5080,391049591274,N/A,N/A,N/A,FedEx Ground
801,391049591675,N/A,N/A,N/A,FedEx Ground
166,391049598235,N/A,N/A,N/A,FedEx Ground
914,391049599985,N/A,N/A,N/A,FedEx Ground
2996,391049621190,N/A,N/A,N/A,FedEx Ground
3151,391049622336,N/A,N/A,N/A,FedEx Ground
286,391049624475,N/A,N/A,N/A,FedEx Ground
3433,391049624913,N/A,N/A,N/A,FedEx Ground
206,391049627257,N/A,N/A,N/A,FedEx Ground
25,391049627614,N/A,N/A,N/A,FedEx Ground
880,391049628047,N/A,N/A,N/A,FedEx Ground
1014,391049635428,N/A,N/A,N/A,FedEx Ground
2918,391049637361,N/A,N/A,N/A,FedEx Ground
4,391049640699,N/A,N/A,N/A,FedEx Ground
1683,391049649332,N/A,N/A,N/A,FedEx Ground
135,391049649571,N/A,N/A,N/A,FedEx Ground
3267,391049653140,N/A,N/A,N/A,FedEx Ground
260,391049654103,N/A,N/A,N/A,FedEx Ground
3014,391049658749,N/A,N/A,N/A,FedEx Ground
1178,391049663428,N/A,N/A,N/A,FedEx Ground
5211,391049663830,N/A,N/A,N/A,FedEx Ground
2649,391049664674,N/A,N/A,N/A,FedEx Ground
217,391049665306,N/A,N/A,N/A,FedEx Ground
48,391049665464,N/A,N/A,N/A,FedEx Ground
3285,391049667710,N/A,N/A,N/A,FedEx Ground
54,391049676737,N/A,N/A,N/A,FedEx Ground
4358,391049693567,N/A,N/A,N/A,FedEx Ground
5191,391049693604,N/A,N/A,N/A,FedEx Ground
3406,391049696408,N/A,N/A,N/A,FedEx Ground
5311,391049701422,N/A,N/A,N/A,FedEx Ground
426,391049702771,N/A,N/A,N/A,FedEx Ground
7249,391049702782,N/A,N/A,N/A,FedEx Ground
21,391049703583,N/A,N/A,N/A,FedEx Ground
20,391049703745,N/A,N/A,N/A,FedEx Ground
29,391049705174,N/A,N/A,N/A,FedEx Ground
4108,391049716642,N/A,N/A,N/A,FedEx Ground
1965,391049718163,N/A,N/A,N/A,FedEx Ground
2784,391049719777,N/A,N/A,N/A,FedEx Ground
5141,391049726860,N/A,N/A,N/A,FedEx Ground
88,391049735052,N/A,N/A,N/A,FedEx Ground
5147,391049737798,N/A,N/A,N/A,FedEx Ground
27,391049739058,N/A,N/A,N/A,FedEx Ground
148,391049741323,N/A,N/A,N/A,FedEx Ground
59,391049742433,N/A,N/A,N/A,FedEx Ground
80,391049744193,N/A,N/A,N/A,FedEx Ground
789,391049744517,N/A,N/A,N/A,FedEx Ground
5092,391049745627,N/A,N/A,N/A,FedEx Ground
3150,391049756072,N/A,N/A,N/A,FedEx Ground
2847,391049758833,N/A,N/A,N/A,FedEx Ground
940,391049759450,N/A,N/A,N/A,FedEx Ground
5361,391049760097,N/A,N/A,N/A,FedEx Ground
5810,391049771598,N/A,N/A,N/A,FedEx Ground
86,391049778662,N/A,N/A,N/A,FedEx Ground
79,391049779820,N/A,N/A,N/A,FedEx Ground
871,391049780640,N/A,N/A,N/A,FedEx Ground
590,391049784738,N/A,N/A,N/A,FedEx Ground
159,391049785918,N/A,N/A,N/A,FedEx Ground
4568,391049794305,N/A,N/A,N/A,FedEx Ground
1435,391049796385,N/A,N/A,N/A,FedEx Ground
896,391049799800,N/A,N/A,N/A,FedEx Ground
1671,391049800050,N/A,N/A,N/A,FedEx Ground
900,391049812146,N/A,N/A,N/A,FedEx Ground
5823,391049812320,N/A,N/A,N/A,FedEx Ground
138,391049815605,N/A,N/A,N/A,FedEx Ground
234,391049816667,N/A,N/A,N/A,FedEx Ground
67,391049820019,N/A,N/A,N/A,FedEx Ground
17,391049820990,N/A,N/A,N/A,FedEx Ground
292,391049896366,N/A,N/A,N/A,FedEx Ground
8,391049896859,N/A,N/A,N/A,FedEx Ground
440,391049897020,N/A,N/A,N/A,FedEx Ground
1580,391049897844,N/A,N/A,N/A,FedEx Ground
257,391049897866,N/A,N/A,N/A,FedEx Ground
2616,391049898016,N/A,N/A,N/A,FedEx Ground
57,391049898325,N/A,N/A,N/A,FedEx Ground
5196,391049898336,N/A,N/A,N/A,FedEx Ground
3876,391049899343,N/A,N/A,N/A,FedEx Ground
3602,391049899869,N/A,N/A,N/A,FedEx Ground
3726,391049899972,N/A,N/A,N/A,FedEx Ground
1196,391049900307,N/A,N/A,N/A,FedEx Ground
1147,391049900384,N/A,N/A,N/A,FedEx Ground
152,391049900487,N/A,N/A,N/A,FedEx Ground
318,391049901060,N/A,N/A,N/A,FedEx Ground
3296,391049901325,N/A,N/A,N/A,FedEx Ground
4679,391049901531,N/A,N/A,N/A,FedEx Ground
694,391049901884,N/A,N/A,N/A,FedEx Ground
5387,391049901932,N/A,N/A,N/A,FedEx Ground
636,391049902012,N/A,N/A,N/A,FedEx Ground
5159,391049902354,N/A,N/A,N/A,FedEx Ground
1005,391049902479,N/A,N/A,N/A,FedEx Ground
1466,391049902880,N/A,N/A,N/A,FedEx Ground
729,391049903063,N/A,N/A,N/A,FedEx Ground
3888,391049904563,N/A,N/A,N/A,FedEx Ground
1433,391049904931,N/A,N/A,N/A,FedEx Ground
5409,391049904997,N/A,N/A,N/A,FedEx Ground
2939,391049907735,N/A,N/A,N/A,FedEx Ground
1013,391049907827,N/A,N/A,N/A,FedEx Ground
702,391049908628,N/A,N/A,N/A,FedEx Ground
2751,391049908694,N/A,N/A,N/A,FedEx Ground
1740,391049911495,N/A,N/A,N/A,FedEx Ground
315,391049911554,N/A,N/A,N/A,FedEx Ground
2882,391049913123,N/A,N/A,N/A,FedEx Ground
913,391049913260,N/A,N/A,N/A,FedEx Ground
1422,391049914439,N/A,N/A,N/A,FedEx Ground
1604,391049915435,N/A,N/A,N/A,FedEx Ground
1332,391049915630,N/A,N/A,N/A,FedEx Ground
924,391049919338,N/A,N/A,N/A,FedEx Ground
1150,391049923385,N/A,N/A,N/A,FedEx Ground
917,391049923878,N/A,N/A,N/A,FedEx Ground
3271,391049923915,N/A,N/A,N/A,FedEx Ground
197,391049924863,N/A,N/A,N/A,FedEx Ground
2544,391049925344,N/A,N/A,N/A,FedEx Ground
572,391049927347,N/A,N/A,N/A,FedEx Ground
1734,391049927370,N/A,N/A,N/A,FedEx Ground
2313,391049927380,N/A,N/A,N/A,FedEx Ground
4414,391049928354,N/A,N/A,N/A,FedEx Ground
478,391049928505,N/A,N/A,N/A,FedEx Ground
1074,391049928674,N/A,N/A,N/A,FedEx Ground
1229,391049928755,N/A,N/A,N/A,FedEx Ground
1075,391049929063,N/A,N/A,N/A,FedEx Ground
3596,391049930766,N/A,N/A,N/A,FedEx Ground
11,391049932450,N/A,N/A,N/A,FedEx Ground
251,391049932747,N/A,N/A,N/A,FedEx Ground
1140,391049933607,N/A,N/A,N/A,FedEx Ground
70,391049934382,N/A,N/A,N/A,FedEx Ground
5893,391049934430,N/A,N/A,N/A,FedEx Ground
160,391049934717,N/A,N/A,N/A,FedEx Ground
2787,391049934750,N/A,N/A,N/A,FedEx Ground
398,391049935183,N/A,N/A,N/A,FedEx Ground
891,391049936249,N/A,N/A,N/A,FedEx Ground
3336,391049936330,N/A,N/A,N/A,FedEx Ground
6807,391049936422,N/A,N/A,N/A,FedEx Ground
91,391049936433,N/A,N/A,N/A,FedEx Ground
1108,391049936466,N/A,N/A,N/A,FedEx Ground
797,391049936640,N/A,N/A,N/A,FedEx Ground
5386,391049937245,N/A,N/A,N/A,FedEx Ground
5499,391049937256,N/A,N/A,N/A,FedEx Ground
3297,391049937635,N/A,N/A,N/A,FedEx Ground
505,391049938149,N/A,N/A,N/A,FedEx Ground
693,391049938826,N/A,N/A,N/A,FedEx Ground
1093,391049938962,N/A,N/A,N/A,FedEx Ground
1467,391049939292,N/A,N/A,N/A,FedEx Ground
1718,391049939752,N/A,N/A,N/A,FedEx Ground
143,391049939903,N/A,N/A,N/A,FedEx Ground
3293,391049940826,N/A,N/A,N/A,FedEx Ground
4131,391049940848,N/A,N/A,N/A,FedEx Ground
2293,391049943435,N/A,N/A,N/A,FedEx Ground
4216,391049943814,N/A,N/A,N/A,FedEx Ground
875,391049944486,N/A,N/A,N/A,FedEx Ground
309,391049944718,N/A,N/A,N/A,FedEx Ground
355,391049946375,N/A,N/A,N/A,FedEx Ground
1722,391049947084,N/A,N/A,N/A,FedEx Ground
1732,391049947452,N/A,N/A,N/A,FedEx Ground
288,391049947636,N/A,N/A,N/A,FedEx Ground
5044,391049947717,N/A,N/A,N/A,FedEx Ground
3381,391049947740,N/A,N/A,N/A,FedEx Ground
2358,391049949043,N/A,N/A,N/A,FedEx Ground
1067,391049950702,N/A,N/A,N/A,FedEx Ground
3872,391049950860,N/A,N/A,N/A,FedEx Ground
1231,391049956788,N/A,N/A,N/A,FedEx Ground
438,391049957800,N/A,N/A,N/A,FedEx Ground
400,391049958129,N/A,N/A,N/A,FedEx Ground
406,391049958162,N/A,N/A,N/A,FedEx Ground
5126,391049958600,N/A,N/A,N/A,FedEx Ground
2388,391049959147,N/A,N/A,N/A,FedEx Ground
2111,391049960769,N/A,N/A,N/A,FedEx Ground
447,391049961011,N/A,N/A,N/A,FedEx Ground
969,391049961949,N/A,N/A,N/A,FedEx Ground
190,391049962121,N/A,N/A,N/A,FedEx Ground
216,391049962794,N/A,N/A,N/A,FedEx Ground
698,391049964010,N/A,N/A,N/A,FedEx Ground
612,391049964087,N/A,N/A,N/A,FedEx Ground
898,391049964786,N/A,N/A,N/A,FedEx Ground
407,391049964834,N/A,N/A,N/A,FedEx Ground
2653,391049965197,N/A,N/A,N/A,FedEx Ground
2266,391049965532,N/A,N/A,N/A,FedEx Ground
3529,391049967866,N/A,N/A,N/A,FedEx Ground
1114,391049968120,N/A,N/A,N/A,FedEx Ground
804,391049968564,N/A,N/A,N/A,FedEx Ground
