STORE_NBR,DEPT_NBR,PRIME_ITEM_NBR,ITEM1_DESC,OH
2938,74,651102458,MS50QTELCLEARTOTE-SE,423
6931,74,651102458,MS50QTELCLEARTOTE-SE,423
1136,74,651102458,MS50QTELCLEARTOTE-SE,421
1115,74,651102458,MS50QTELCLEARTOTE-SE,421
3439,74,651102458,MS50QTELCLEARTOTE-SE,420
1206,74,651102458,MS50QTELCLEARTOTE-SE,419
1711,74,651102458,MS50QTELCLEARTOTE-SE,419
2508,74,651102458,MS50QTELCLEARTOTE-SE,418
5444,74,651102458,MS50QTELCLEARTOTE-SE,418
777,74,651102458,MS50QTELCLEARTOTE-SE,414
657,74,651102458,MS50QTELCLEARTOTE-SE,414
844,74,651102458,MS50QTELCLEARTOTE-SE,413
1534,74,651102458,MS50QTELCLEARTOTE-SE,412
2177,74,651102458,MS50QTELCLEARTOTE-SE,412
6932,74,651102458,MS50QTELCLEARTOTE-SE,412
911,74,651102458,MS50QTELCLEARTOTE-SE,412
1378,74,651102458,MS50QTELCLEARTOTE-SE,412
5072,74,651102458,MS50QTELCLEARTOTE-SE,410
912,74,651102458,MS50QTELCLEARTOTE-SE,410
7324,74,651102458,MS50QTELCLEARTOTE-SE,409
3659,74,651102458,MS50QTELCLEARTOTE-SE,408
533,74,651102458,MS50QTELCLEARTOTE-SE,407
2221,74,651102458,MS50QTELCLEARTOTE-SE,407
1790,74,651102458,MS50QTELCLEARTOTE-SE,407
1267,74,651102458,MS50QTELCLEARTOTE-SE,407
3137,74,651102458,MS50QTELCLEARTOTE-SE,407
653,74,651102458,MS50QTELCLEARTOTE-SE,406
302,74,651102458,MS50QTELCLEARTOTE-SE,405
1449,74,651102458,MS50QTELCLEARTOTE-SE,405
3868,74,651102458,MS50QTELCLEARTOTE-SE,404
3288,74,651102458,MS50QTELCLEARTOTE-SE,403
1204,74,651102458,MS50QTELCLEARTOTE-SE,403
1167,74,651102458,MS50QTELCLEARTOTE-SE,403
1540,74,651102458,MS50QTELCLEARTOTE-SE,402
272,74,651102458,MS50QTELCLEARTOTE-SE,402
1929,74,651102458,MS50QTELCLEARTOTE-SE,401
2493,74,651102458,MS50QTELCLEARTOTE-SE,400
23,74,651102458,MS50QTELCLEARTOTE-SE,400
1572,74,651102458,MS50QTELCLEARTOTE-SE,400
1075,74,651102458,MS50QTELCLEARTOTE-SE,399
5048,74,651102458,MS50QTELCLEARTOTE-SE,399
2317,74,651102458,MS50QTELCLEARTOTE-SE,398
3380,74,651102458,MS50QTELCLEARTOTE-SE,397
1222,74,651102458,MS50QTELCLEARTOTE-SE,396
1708,74,651102458,MS50QTELCLEARTOTE-SE,394
1161,74,651102458,MS50QTELCLEARTOTE-SE,393
4295,74,651102458,MS50QTELCLEARTOTE-SE,393
3458,74,651102458,MS50QTELCLEARTOTE-SE,392
1634,74,651102458,MS50QTELCLEARTOTE-SE,391
1152,74,651102458,MS50QTELCLEARTOTE-SE,390
2559,74,651102458,MS50QTELCLEARTOTE-SE,390
361,74,651102458,MS50QTELCLEARTOTE-SE,389
2720,74,651102458,MS50QTELCLEARTOTE-SE,389
1722,74,651102458,MS50QTELCLEARTOTE-SE,386
715,74,651102458,MS50QTELCLEARTOTE-SE,385
2291,74,651102458,MS50QTELCLEARTOTE-SE,384
423,74,651102458,MS50QTELCLEARTOTE-SE,384
507,74,651102458,MS50QTELCLEARTOTE-SE,381
2690,74,651102458,MS50QTELCLEARTOTE-SE,381
2951,74,651102458,MS50QTELCLEARTOTE-SE,380
1510,74,651102458,MS50QTELCLEARTOTE-SE,379
2937,74,651102458,MS50QTELCLEARTOTE-SE,378
1195,74,651102458,MS50QTELCLEARTOTE-SE,378
1902,74,651102458,MS50QTELCLEARTOTE-SE,376
1961,74,651102458,MS50QTELCLEARTOTE-SE,372
2150,74,651102458,MS50QTELCLEARTOTE-SE,371
3897,74,651102458,MS50QTELCLEARTOTE-SE,371
853,74,651102458,MS50QTELCLEARTOTE-SE,369
1971,74,651102458,MS50QTELCLEARTOTE-SE,369
2038,74,651102458,MS50QTELCLEARTOTE-SE,369
1740,74,651102458,MS50QTELCLEARTOTE-SE,369
1307,74,651102458,MS50QTELCLEARTOTE-SE,366
1894,74,651102458,MS50QTELCLEARTOTE-SE,361
3473,74,651102458,MS50QTELCLEARTOTE-SE,360
4238,74,651102458,MS50QTELCLEARTOTE-SE,360
1609,74,651102458,MS50QTELCLEARTOTE-SE,360
923,74,651102458,MS50QTELCLEARTOTE-SE,360
660,74,651102458,MS50QTELCLEARTOTE-SE,360
3322,74,651102458,MS50QTELCLEARTOTE-SE,360
1955,74,651102458,MS50QTELCLEARTOTE-SE,360
3806,74,651102458,MS50QTELCLEARTOTE-SE,360
5629,74,651102458,MS50QTELCLEARTOTE-SE,360
4253,74,651102458,MS50QTELCLEARTOTE-SE,360
809,74,651102458,MS50QTELCLEARTOTE-SE,360
2813,74,651102458,MS50QTELCLEARTOTE-SE,360
316,74,651102458,MS50QTELCLEARTOTE-SE,360
1654,74,651102458,MS50QTELCLEARTOTE-SE,360
1764,74,651102458,MS50QTELCLEARTOTE-SE,360
1696,74,651102458,MS50QTELCLEARTOTE-SE,360
688,74,651102458,MS50QTELCLEARTOTE-SE,360
2448,74,651102458,MS50QTELCLEARTOTE-SE,360
1450,74,651102458,MS50QTELCLEARTOTE-SE,360
1853,74,651102458,MS50QTELCLEARTOTE-SE,360
5438,74,651102458,MS50QTELCLEARTOTE-SE,360
4333,74,651102458,MS50QTELCLEARTOTE-SE,360
1870,74,651102458,MS50QTELCLEARTOTE-SE,360
683,74,651102458,MS50QTELCLEARTOTE-SE,360
2367,74,651102458,MS50QTELCLEARTOTE-SE,360
273,74,651102458,MS50QTELCLEARTOTE-SE,360
550,74,651102458,MS50QTELCLEARTOTE-SE,360
1469,74,651102458,MS50QTELCLEARTOTE-SE,360
5469,74,651102458,MS50QTELCLEARTOTE-SE,359
5041,74,651102458,MS50QTELCLEARTOTE-SE,358
906,74,651102458,MS50QTELCLEARTOTE-SE,358
3486,74,651102458,MS50QTELCLEARTOTE-SE,357
4660,74,651102458,MS50QTELCLEARTOTE-SE,357
2988,74,651102458,MS50QTELCLEARTOTE-SE,356
450,74,651102458,MS50QTELCLEARTOTE-SE,356
2443,74,651102458,MS50QTELCLEARTOTE-SE,356
58,74,651102458,MS50QTELCLEARTOTE-SE,355
5175,74,651102458,MS50QTELCLEARTOTE-SE,354
1109,74,651102458,MS50QTELCLEARTOTE-SE,354
5859,74,651102458,MS50QTELCLEARTOTE-SE,353
5,74,651102458,MS50QTELCLEARTOTE-SE,353
935,74,651102458,MS50QTELCLEARTOTE-SE,353
1419,74,651102458,MS50QTELCLEARTOTE-SE,353
1110,74,651102458,MS50QTELCLEARTOTE-SE,353
1500,74,651102458,MS50QTELCLEARTOTE-SE,352
5159,74,651102458,MS50QTELCLEARTOTE-SE,351
393,74,651102458,MS50QTELCLEARTOTE-SE,351
656,74,651102458,MS50QTELCLEARTOTE-SE,351
1467,74,651102458,MS50QTELCLEARTOTE-SE,351
118,74,651102458,MS50QTELCLEARTOTE-SE,351
449,74,651102458,MS50QTELCLEARTOTE-SE,351
587,74,651102458,MS50QTELCLEARTOTE-SE,350
1002,74,651102458,MS50QTELCLEARTOTE-SE,350
1605,74,651102458,MS50QTELCLEARTOTE-SE,350
4383,74,651102458,MS50QTELCLEARTOTE-SE,350
4483,74,651102458,MS50QTELCLEARTOTE-SE,350
5079,74,651102458,MS50QTELCLEARTOTE-SE,350
540,74,651102458,MS50QTELCLEARTOTE-SE,349
332,74,651102458,MS50QTELCLEARTOTE-SE,349
5234,74,651102458,MS50QTELCLEARTOTE-SE,348
1592,74,651102458,MS50QTELCLEARTOTE-SE,348
3616,74,651102458,MS50QTELCLEARTOTE-SE,348
1430,74,651102458,MS50QTELCLEARTOTE-SE,348
1404,74,651102458,MS50QTELCLEARTOTE-SE,347
405,74,651102458,MS50QTELCLEARTOTE-SE,346
2213,74,651102458,MS50QTELCLEARTOTE-SE,346
3660,74,651102458,MS50QTELCLEARTOTE-SE,346
4482,74,651102458,MS50QTELCLEARTOTE-SE,346
2403,74,651102458,MS50QTELCLEARTOTE-SE,346
681,74,651102458,MS50QTELCLEARTOTE-SE,346
192,74,651102458,MS50QTELCLEARTOTE-SE,345
2693,74,651102458,MS50QTELCLEARTOTE-SE,345
2136,74,651102458,MS50QTELCLEARTOTE-SE,345
1016,74,651102458,MS50QTELCLEARTOTE-SE,344
1266,74,651102458,MS50QTELCLEARTOTE-SE,344
2958,74,651102458,MS50QTELCLEARTOTE-SE,343
5418,74,651102458,MS50QTELCLEARTOTE-SE,342
2083,74,651102458,MS50QTELCLEARTOTE-SE,342
1441,74,651102458,MS50QTELCLEARTOTE-SE,341
9,74,651102458,MS50QTELCLEARTOTE-SE,341
1991,74,651102458,MS50QTELCLEARTOTE-SE,341
2149,74,651102458,MS50QTELCLEARTOTE-SE,341
1695,74,651102458,MS50QTELCLEARTOTE-SE,340
492,74,651102458,MS50QTELCLEARTOTE-SE,340
668,74,651102458,MS50QTELCLEARTOTE-SE,340
2536,74,651102458,MS50QTELCLEARTOTE-SE,339
2061,74,651102458,MS50QTELCLEARTOTE-SE,339
2757,74,651102458,MS50QTELCLEARTOTE-SE,339
4849,74,651102458,MS50QTELCLEARTOTE-SE,339
1212,74,651102458,MS50QTELCLEARTOTE-SE,339
5419,74,651102458,MS50QTELCLEARTOTE-SE,339
1593,74,651102458,MS50QTELCLEARTOTE-SE,339
375,74,651102458,MS50QTELCLEARTOTE-SE,338
2952,74,651102458,MS50QTELCLEARTOTE-SE,338
3239,74,651102458,MS50QTELCLEARTOTE-SE,337
553,74,651102458,MS50QTELCLEARTOTE-SE,337
1038,74,651102458,MS50QTELCLEARTOTE-SE,336
1786,74,651102458,MS50QTELCLEARTOTE-SE,336
1567,74,651102458,MS50QTELCLEARTOTE-SE,336
1215,74,651102458,MS50QTELCLEARTOTE-SE,336
5728,74,651102458,MS50QTELCLEARTOTE-SE,335
1366,74,651102458,MS50QTELCLEARTOTE-SE,335
2708,74,651102458,MS50QTELCLEARTOTE-SE,335
1351,74,651102458,MS50QTELCLEARTOTE-SE,335
46,74,651102458,MS50QTELCLEARTOTE-SE,335
982,74,651102458,MS50QTELCLEARTOTE-SE,334
1479,74,651102458,MS50QTELCLEARTOTE-SE,333
766,74,651102458,MS50QTELCLEARTOTE-SE,333
4340,74,651102458,MS50QTELCLEARTOTE-SE,333
1470,74,651102458,MS50QTELCLEARTOTE-SE,332
1543,74,651102458,MS50QTELCLEARTOTE-SE,332
1562,74,651102458,MS50QTELCLEARTOTE-SE,332
4697,74,651102458,MS50QTELCLEARTOTE-SE,332
3643,74,651102458,MS50QTELCLEARTOTE-SE,332
1365,74,651102458,MS50QTELCLEARTOTE-SE,331
2421,74,651102458,MS50QTELCLEARTOTE-SE,331
5483,74,651102458,MS50QTELCLEARTOTE-SE,331
500,74,651102458,MS50QTELCLEARTOTE-SE,331
884,74,651102458,MS50QTELCLEARTOTE-SE,331
2385,74,651102458,MS50QTELCLEARTOTE-SE,330
512,74,651102458,MS50QTELCLEARTOTE-SE,328
1823,74,651102458,MS50QTELCLEARTOTE-SE,328
2199,74,651102458,MS50QTELCLEARTOTE-SE,328
1280,74,651102458,MS50QTELCLEARTOTE-SE,327
1427,74,651102458,MS50QTELCLEARTOTE-SE,327
1651,74,651102458,MS50QTELCLEARTOTE-SE,326
1277,74,651102458,MS50QTELCLEARTOTE-SE,325
1858,74,651102458,MS50QTELCLEARTOTE-SE,325
2533,74,651102458,MS50QTELCLEARTOTE-SE,324
2274,74,651102458,MS50QTELCLEARTOTE-SE,323
5977,74,651102458,MS50QTELCLEARTOTE-SE,323
1657,74,651102458,MS50QTELCLEARTOTE-SE,322
1088,74,651102458,MS50QTELCLEARTOTE-SE,322
5117,74,651102458,MS50QTELCLEARTOTE-SE,321
1922,74,651102458,MS50QTELCLEARTOTE-SE,321
1700,74,651102458,MS50QTELCLEARTOTE-SE,321
2485,74,651102458,MS50QTELCLEARTOTE-SE,321
3344,74,651102458,MS50QTELCLEARTOTE-SE,320
5156,74,651102458,MS50QTELCLEARTOTE-SE,320
1571,74,651102458,MS50QTELCLEARTOTE-SE,319
882,74,651102458,MS50QTELCLEARTOTE-SE,319
2115,74,651102458,MS50QTELCLEARTOTE-SE,318
196,74,651102458,MS50QTELCLEARTOTE-SE,318
2697,74,651102458,MS50QTELCLEARTOTE-SE,318
539,74,651102458,MS50QTELCLEARTOTE-SE,317
934,74,651102458,MS50QTELCLEARTOTE-SE,316
1426,74,651102458,MS50QTELCLEARTOTE-SE,314
4258,74,651102458,MS50QTELCLEARTOTE-SE,313
2957,74,651102458,MS50QTELCLEARTOTE-SE,313
2127,74,651102458,MS50QTELCLEARTOTE-SE,313
1877,74,651102458,MS50QTELCLEARTOTE-SE,312
2861,74,651102458,MS50QTELCLEARTOTE-SE,312
1703,74,651102458,MS50QTELCLEARTOTE-SE,311
1875,74,651102458,MS50QTELCLEARTOTE-SE,310
1575,74,651102458,MS50QTELCLEARTOTE-SE,310
1632,74,651102458,MS50QTELCLEARTOTE-SE,310
6789,74,651102458,MS50QTELCLEARTOTE-SE,310
1931,74,651102458,MS50QTELCLEARTOTE-SE,309
1690,74,651102458,MS50QTELCLEARTOTE-SE,309
2280,74,651102458,MS50QTELCLEARTOTE-SE,308
4272,74,651102458,MS50QTELCLEARTOTE-SE,308
1872,74,651102458,MS50QTELCLEARTOTE-SE,308
1539,74,651102458,MS50QTELCLEARTOTE-SE,308
2912,74,651102458,MS50QTELCLEARTOTE-SE,308
1496,74,651102458,MS50QTELCLEARTOTE-SE,308
2619,74,651102458,MS50QTELCLEARTOTE-SE,308
5167,74,651102458,MS50QTELCLEARTOTE-SE,307
1448,74,651102458,MS50QTELCLEARTOTE-SE,307
3498,74,651102458,MS50QTELCLEARTOTE-SE,307
2098,74,651102458,MS50QTELCLEARTOTE-SE,307
1863,74,651102458,MS50QTELCLEARTOTE-SE,306
396,74,651102458,MS50QTELCLEARTOTE-SE,306
105,74,651102458,MS50QTELCLEARTOTE-SE,306
1276,74,651102458,MS50QTELCLEARTOTE-SE,305
1633,74,651102458,MS50QTELCLEARTOTE-SE,305
3513,74,651102458,MS50QTELCLEARTOTE-SE,305
5070,74,651102458,MS50QTELCLEARTOTE-SE,305
1003,74,651102458,MS50QTELCLEARTOTE-SE,304
4521,74,651102458,MS50QTELCLEARTOTE-SE,304
5466,74,651102458,MS50QTELCLEARTOTE-SE,303
416,74,651102458,MS50QTELCLEARTOTE-SE,302
3237,74,651102458,MS50QTELCLEARTOTE-SE,302
1495,74,651102458,MS50QTELCLEARTOTE-SE,302
2275,74,651102458,MS50QTELCLEARTOTE-SE,302
1421,74,651102458,MS50QTELCLEARTOTE-SE,301
585,74,651102458,MS50QTELCLEARTOTE-SE,301
5703,74,651102458,MS50QTELCLEARTOTE-SE,300
1665,74,651102458,MS50QTELCLEARTOTE-SE,300
5425,74,651102458,MS50QTELCLEARTOTE-SE,299
2678,74,651102458,MS50QTELCLEARTOTE-SE,299
5313,74,651102458,MS50QTELCLEARTOTE-SE,299
3717,74,651102458,MS50QTELCLEARTOTE-SE,299
5976,74,651102458,MS50QTELCLEARTOTE-SE,298
3233,74,651102458,MS50QTELCLEARTOTE-SE,297
4235,74,651102458,MS50QTELCLEARTOTE-SE,296
5428,74,651102458,MS50QTELCLEARTOTE-SE,295
2592,74,651102458,MS50QTELCLEARTOTE-SE,295
4132,74,651102458,MS50QTELCLEARTOTE-SE,295
1555,74,651102458,MS50QTELCLEARTOTE-SE,295
3850,74,651102458,MS50QTELCLEARTOTE-SE,294
1508,74,651102458,MS50QTELCLEARTOTE-SE,294
5996,74,651102458,MS50QTELCLEARTOTE-SE,294
1942,74,651102458,MS50QTELCLEARTOTE-SE,293
2557,74,651102458,MS50QTELCLEARTOTE-SE,293
2266,74,651102458,MS50QTELCLEARTOTE-SE,292
1520,74,651102458,MS50QTELCLEARTOTE-SE,291
1401,74,651102458,MS50QTELCLEARTOTE-SE,290
847,74,651102458,MS50QTELCLEARTOTE-SE,290
701,74,651102458,MS50QTELCLEARTOTE-SE,290
1992,74,651102458,MS50QTELCLEARTOTE-SE,289
21,74,651102458,MS50QTELCLEARTOTE-SE,289
4176,74,651102458,MS50QTELCLEARTOTE-SE,289
1030,74,651102458,MS50QTELCLEARTOTE-SE,288
1176,74,651102458,MS50QTELCLEARTOTE-SE,288
802,74,651102458,MS50QTELCLEARTOTE-SE,287
2073,74,651102458,MS50QTELCLEARTOTE-SE,287
2306,74,651102458,MS50QTELCLEARTOTE-SE,286
1780,74,651102458,MS50QTELCLEARTOTE-SE,286
1487,74,651102458,MS50QTELCLEARTOTE-SE,285
3215,74,651102458,MS50QTELCLEARTOTE-SE,285
1674,74,651102458,MS50QTELCLEARTOTE-SE,284
1376,74,651102458,MS50QTELCLEARTOTE-SE,283
1826,74,651102458,MS50QTELCLEARTOTE-SE,282
2426,74,651102458,MS50QTELCLEARTOTE-SE,282
1726,74,651102458,MS50QTELCLEARTOTE-SE,281
1139,74,651102458,MS50QTELCLEARTOTE-SE,280
1888,74,651102458,MS50QTELCLEARTOTE-SE,280
2048,74,651102458,MS50QTELCLEARTOTE-SE,279
2004,74,651102458,MS50QTELCLEARTOTE-SE,279
1239,74,651102458,MS50QTELCLEARTOTE-SE,279
3568,74,651102458,MS50QTELCLEARTOTE-SE,279
5461,74,651102458,MS50QTELCLEARTOTE-SE,279
5082,74,651102458,MS50QTELCLEARTOTE-SE,278
1917,74,651102458,MS50QTELCLEARTOTE-SE,278
3222,74,651102458,MS50QTELCLEARTOTE-SE,277
5073,74,651102458,MS50QTELCLEARTOTE-SE,277
2818,74,651102458,MS50QTELCLEARTOTE-SE,276
1353,74,651102458,MS50QTELCLEARTOTE-SE,275
3180,74,651102458,MS50QTELCLEARTOTE-SE,275
5806,74,651102458,MS50QTELCLEARTOTE-SE,275
1862,74,651102458,MS50QTELCLEARTOTE-SE,274
910,74,651102458,MS50QTELCLEARTOTE-SE,274
1834,74,651102458,MS50QTELCLEARTOTE-SE,273
2886,74,651102458,MS50QTELCLEARTOTE-SE,273
1141,74,651102458,MS50QTELCLEARTOTE-SE,273
1292,74,651102458,MS50QTELCLEARTOTE-SE,272
1515,74,651102458,MS50QTELCLEARTOTE-SE,272
4392,74,651102458,MS50QTELCLEARTOTE-SE,272
5844,74,651102458,MS50QTELCLEARTOTE-SE,271
2307,74,651102458,MS50QTELCLEARTOTE-SE,271
2223,74,651102458,MS50QTELCLEARTOTE-SE,271
403,74,651102458,MS50QTELCLEARTOTE-SE,270
2891,74,651102458,MS50QTELCLEARTOTE-SE,270
3700,74,651102458,MS50QTELCLEARTOTE-SE,270
1290,74,651102458,MS50QTELCLEARTOTE-SE,270
7326,74,651102458,MS50QTELCLEARTOTE-SE,270
1114,74,651102458,MS50QTELCLEARTOTE-SE,270
5080,74,651102458,MS50QTELCLEARTOTE-SE,270
4423,74,651102458,MS50QTELCLEARTOTE-SE,270
340,74,651102458,MS50QTELCLEARTOTE-SE,270
404,74,651102458,MS50QTELCLEARTOTE-SE,270
3058,74,651102458,MS50QTELCLEARTOTE-SE,270
4288,74,651102458,MS50QTELCLEARTOTE-SE,270
1537,74,651102458,MS50QTELCLEARTOTE-SE,270
2239,74,651102458,MS50QTELCLEARTOTE-SE,270
768,74,651102458,MS50QTELCLEARTOTE-SE,270
5216,74,651102458,MS50QTELCLEARTOTE-SE,270
2002,74,651102458,MS50QTELCLEARTOTE-SE,270
2145,74,651102458,MS50QTELCLEARTOTE-SE,270
278,74,651102458,MS50QTELCLEARTOTE-SE,270
359,74,651102458,MS50QTELCLEARTOTE-SE,270
1936,74,651102458,MS50QTELCLEARTOTE-SE,270
1891,74,651102458,MS50QTELCLEARTOTE-SE,270
1381,74,651102458,MS50QTELCLEARTOTE-SE,270
881,74,651102458,MS50QTELCLEARTOTE-SE,270
2991,74,651102458,MS50QTELCLEARTOTE-SE,270
2788,74,651102458,MS50QTELCLEARTOTE-SE,270
5051,74,651102458,MS50QTELCLEARTOTE-SE,270
4451,74,651102458,MS50QTELCLEARTOTE-SE,270
5342,74,651102458,MS50QTELCLEARTOTE-SE,270
3279,74,651102458,MS50QTELCLEARTOTE-SE,270
2782,74,651102458,MS50QTELCLEARTOTE-SE,270
3861,74,651102458,MS50QTELCLEARTOTE-SE,270
546,74,651102458,MS50QTELCLEARTOTE-SE,270
7301,74,651102458,MS50QTELCLEARTOTE-SE,270
5869,74,651102458,MS50QTELCLEARTOTE-SE,270
3886,74,651102458,MS50QTELCLEARTOTE-SE,270
1156,74,651102458,MS50QTELCLEARTOTE-SE,270
801,74,651102458,MS50QTELCLEARTOTE-SE,270
5866,74,651102458,MS50QTELCLEARTOTE-SE,270
5193,74,651102458,MS50QTELCLEARTOTE-SE,270
1148,74,651102458,MS50QTELCLEARTOTE-SE,270
2245,74,651102458,MS50QTELCLEARTOTE-SE,270
5191,74,651102458,MS50QTELCLEARTOTE-SE,270
1588,74,651102458,MS50QTELCLEARTOTE-SE,270
1165,74,651102458,MS50QTELCLEARTOTE-SE,270
1840,74,651102458,MS50QTELCLEARTOTE-SE,270
1910,74,651102458,MS50QTELCLEARTOTE-SE,270
1287,74,651102458,MS50QTELCLEARTOTE-SE,270
4374,74,651102458,MS50QTELCLEARTOTE-SE,270
861,74,651102458,MS50QTELCLEARTOTE-SE,270
3733,74,651102458,MS50QTELCLEARTOTE-SE,270
2,74,651102458,MS50QTELCLEARTOTE-SE,270
1864,74,651102458,MS50QTELCLEARTOTE-SE,270
2993,74,651102458,MS50QTELCLEARTOTE-SE,270
4231,74,651102458,MS50QTELCLEARTOTE-SE,270
3867,74,651102458,MS50QTELCLEARTOTE-SE,270
1326,74,651102458,MS50QTELCLEARTOTE-SE,270
1710,74,651102458,MS50QTELCLEARTOTE-SE,270
1001,74,651102458,MS50QTELCLEARTOTE-SE,270
3226,74,651102458,MS50QTELCLEARTOTE-SE,270
1806,74,651102458,MS50QTELCLEARTOTE-SE,270
1719,74,651102458,MS50QTELCLEARTOTE-SE,270
200,74,651102458,MS50QTELCLEARTOTE-SE,270
18,74,651102458,MS50QTELCLEARTOTE-SE,270
1733,74,651102458,MS50QTELCLEARTOTE-SE,270
1093,74,651102458,MS50QTELCLEARTOTE-SE,270
286,74,651102458,MS50QTELCLEARTOTE-SE,270
259,74,651102458,MS50QTELCLEARTOTE-SE,270
3328,74,651102458,MS50QTELCLEARTOTE-SE,270
5127,74,651102458,MS50QTELCLEARTOTE-SE,270
993,74,651102458,MS50QTELCLEARTOTE-SE,270
1631,74,651102458,MS50QTELCLEARTOTE-SE,270
636,74,651102458,MS50QTELCLEARTOTE-SE,270
287,74,651102458,MS50QTELCLEARTOTE-SE,270
4506,74,651102458,MS50QTELCLEARTOTE-SE,270
2439,74,651102458,MS50QTELCLEARTOTE-SE,270
1507,74,651102458,MS50QTELCLEARTOTE-SE,270
2872,74,651102458,MS50QTELCLEARTOTE-SE,270
4590,74,651102458,MS50QTELCLEARTOTE-SE,270
1911,74,651102458,MS50QTELCLEARTOTE-SE,270
5245,74,651102458,MS50QTELCLEARTOTE-SE,270
1963,74,651102458,MS50QTELCLEARTOTE-SE,269
2781,74,651102458,MS50QTELCLEARTOTE-SE,269
1784,74,651102458,MS50QTELCLEARTOTE-SE,269
3454,74,651102458,MS50QTELCLEARTOTE-SE,269
2314,74,651102458,MS50QTELCLEARTOTE-SE,269
5335,74,651102458,MS50QTELCLEARTOTE-SE,269
590,74,651102458,MS50QTELCLEARTOTE-SE,269
1678,74,651102458,MS50QTELCLEARTOTE-SE,269
2249,74,651102458,MS50QTELCLEARTOTE-SE,269
4600,74,651102458,MS50QTELCLEARTOTE-SE,269
212,74,651102458,MS50QTELCLEARTOTE-SE,268
3739,74,651102458,MS50QTELCLEARTOTE-SE,268
79,74,651102458,MS50QTELCLEARTOTE-SE,268
4734,74,651102458,MS50QTELCLEARTOTE-SE,268
5317,74,651102458,MS50QTELCLEARTOTE-SE,268
95,74,651102458,MS50QTELCLEARTOTE-SE,268
651,74,651102458,MS50QTELCLEARTOTE-SE,268
1099,74,651102458,MS50QTELCLEARTOTE-SE,267
5477,74,651102458,MS50QTELCLEARTOTE-SE,267
1659,74,651102458,MS50QTELCLEARTOTE-SE,267
4594,74,651102458,MS50QTELCLEARTOTE-SE,267
5049,74,651102458,MS50QTELCLEARTOTE-SE,267
469,74,651102458,MS50QTELCLEARTOTE-SE,267
4187,74,651102458,MS50QTELCLEARTOTE-SE,266
3360,74,651102458,MS50QTELCLEARTOTE-SE,266
5417,74,651102458,MS50QTELCLEARTOTE-SE,266
1386,74,651102458,MS50QTELCLEARTOTE-SE,266
3261,74,651102458,MS50QTELCLEARTOTE-SE,266
2181,74,651102458,MS50QTELCLEARTOTE-SE,266
2866,74,651102458,MS50QTELCLEARTOTE-SE,266
4474,74,651102458,MS50QTELCLEARTOTE-SE,266
7032,74,651102458,MS50QTELCLEARTOTE-SE,266
1533,74,651102458,MS50QTELCLEARTOTE-SE,266
2027,74,651102458,MS50QTELCLEARTOTE-SE,266
322,74,651102458,MS50QTELCLEARTOTE-SE,266
1617,74,651102458,MS50QTELCLEARTOTE-SE,265
347,74,651102458,MS50QTELCLEARTOTE-SE,265
3088,74,651102458,MS50QTELCLEARTOTE-SE,265
2350,74,651102458,MS50QTELCLEARTOTE-SE,265
821,74,651102458,MS50QTELCLEARTOTE-SE,265
894,74,651102458,MS50QTELCLEARTOTE-SE,265
1357,74,651102458,MS50QTELCLEARTOTE-SE,264
5329,74,651102458,MS50QTELCLEARTOTE-SE,264
1151,74,651102458,MS50QTELCLEARTOTE-SE,264
598,74,651102458,MS50QTELCLEARTOTE-SE,264
1028,74,651102458,MS50QTELCLEARTOTE-SE,264
1771,74,651102458,MS50QTELCLEARTOTE-SE,264
3102,74,651102458,MS50QTELCLEARTOTE-SE,263
1880,74,651102458,MS50QTELCLEARTOTE-SE,263
1094,74,651102458,MS50QTELCLEARTOTE-SE,263
1643,74,651102458,MS50QTELCLEARTOTE-SE,263
1096,74,651102458,MS50QTELCLEARTOTE-SE,263
432,74,651102458,MS50QTELCLEARTOTE-SE,262
1554,74,651102458,MS50QTELCLEARTOTE-SE,262
3018,74,651102458,MS50QTELCLEARTOTE-SE,262
2539,74,651102458,MS50QTELCLEARTOTE-SE,262
1896,74,651102458,MS50QTELCLEARTOTE-SE,262
69,74,651102458,MS50QTELCLEARTOTE-SE,262
1416,74,651102458,MS50QTELCLEARTOTE-SE,261
1337,74,651102458,MS50QTELCLEARTOTE-SE,261
975,74,651102458,MS50QTELCLEARTOTE-SE,261
4611,74,651102458,MS50QTELCLEARTOTE-SE,261
5298,74,651102458,MS50QTELCLEARTOTE-SE,260
1778,74,651102458,MS50QTELCLEARTOTE-SE,260
979,74,651102458,MS50QTELCLEARTOTE-SE,260
1627,74,651102458,MS50QTELCLEARTOTE-SE,260
850,74,651102458,MS50QTELCLEARTOTE-SE,260
1200,74,651102458,MS50QTELCLEARTOTE-SE,260
3645,74,651102458,MS50QTELCLEARTOTE-SE,260
3445,74,651102458,MS50QTELCLEARTOTE-SE,260
4606,74,651102458,MS50QTELCLEARTOTE-SE,260
319,74,651102458,MS50QTELCLEARTOTE-SE,259
11,74,651102458,MS50QTELCLEARTOTE-SE,259
4285,74,651102458,MS50QTELCLEARTOTE-SE,259
953,74,651102458,MS50QTELCLEARTOTE-SE,259
3206,74,651102458,MS50QTELCLEARTOTE-SE,259
869,74,651102458,MS50QTELCLEARTOTE-SE,259
5129,74,651102458,MS50QTELCLEARTOTE-SE,258
1361,74,651102458,MS50QTELCLEARTOTE-SE,257
