STORE_NBR,DEPT_NBR,PRIME_ITEM_NBR,ITEM1_DESC,OH
3278,74,651102458,MS50QTELCLEARTOTE-SE,257
1315,74,651102458,MS50QTELCLEARTOTE-SE,257
1626,74,651102458,MS50QTELCLEARTOTE-SE,257
220,74,651102458,MS50QTELCLEARTOTE-SE,257
1474,74,651102458,MS50QTELCLEARTOTE-SE,257
321,74,651102458,MS50QTELCLEARTOTE-SE,257
1264,74,651102458,MS50QTELCLEARTOTE-SE,257
2516,74,651102458,MS50QTELCLEARTOTE-SE,257
4252,74,651102458,MS50QTELCLEARTOTE-SE,257
1012,74,651102458,MS50QTELCLEARTOTE-SE,256
1281,74,651102458,MS50QTELCLEARTOTE-SE,256
1252,74,651102458,MS50QTELCLEARTOTE-SE,256
3708,74,651102458,MS50QTELCLEARTOTE-SE,256
2966,74,651102458,MS50QTELCLEARTOTE-SE,256
4509,74,651102458,MS50QTELCLEARTOTE-SE,256
1432,74,651102458,MS50QTELCLEARTOTE-SE,256
2989,74,651102458,MS50QTELCLEARTOTE-SE,256
5446,74,651102458,MS50QTELCLEARTOTE-SE,256
5104,74,651102458,MS50QTELCLEARTOTE-SE,256
3460,74,651102458,MS50QTELCLEARTOTE-SE,256
168,74,651102458,MS50QTELCLEARTOTE-SE,256
1232,74,651102458,MS50QTELCLEARTOTE-SE,255
1750,74,651102458,MS50QTELCLEARTOTE-SE,255
5233,74,651102458,MS50QTELCLEARTOTE-SE,255
2804,74,651102458,MS50QTELCLEARTOTE-SE,255
1772,74,651102458,MS50QTELCLEARTOTE-SE,255
2358,74,651102458,MS50QTELCLEARTOTE-SE,255
387,74,651102458,MS50QTELCLEARTOTE-SE,255
2668,74,651102458,MS50QTELCLEARTOTE-SE,255
100,74,651102458,MS50QTELCLEARTOTE-SE,255
4255,74,651102458,MS50QTELCLEARTOTE-SE,254
3833,74,651102458,MS50QTELCLEARTOTE-SE,254
2921,74,651102458,MS50QTELCLEARTOTE-SE,254
4430,74,651102458,MS50QTELCLEARTOTE-SE,254
611,74,651102458,MS50QTELCLEARTOTE-SE,254
3720,74,651102458,MS50QTELCLEARTOTE-SE,254
4241,74,651102458,MS50QTELCLEARTOTE-SE,254
491,74,651102458,MS50QTELCLEARTOTE-SE,254
1804,74,651102458,MS50QTELCLEARTOTE-SE,253
2644,74,651102458,MS50QTELCLEARTOTE-SE,253
5184,74,651102458,MS50QTELCLEARTOTE-SE,253
1836,74,651102458,MS50QTELCLEARTOTE-SE,253
1045,74,651102458,MS50QTELCLEARTOTE-SE,253
1117,74,651102458,MS50QTELCLEARTOTE-SE,253
2834,74,651102458,MS50QTELCLEARTOTE-SE,252
810,74,651102458,MS50QTELCLEARTOTE-SE,252
1679,74,651102458,MS50QTELCLEARTOTE-SE,252
7280,74,651102458,MS50QTELCLEARTOTE-SE,252
939,74,651102458,MS50QTELCLEARTOTE-SE,252
576,74,651102458,MS50QTELCLEARTOTE-SE,252
868,74,651102458,MS50QTELCLEARTOTE-SE,251
793,74,651102458,MS50QTELCLEARTOTE-SE,251
130,74,651102458,MS50QTELCLEARTOTE-SE,251
2308,74,651102458,MS50QTELCLEARTOTE-SE,251
5409,74,651102458,MS50QTELCLEARTOTE-SE,251
549,74,651102458,MS50QTELCLEARTOTE-SE,251
2924,74,651102458,MS50QTELCLEARTOTE-SE,251
2936,74,651102458,MS50QTELCLEARTOTE-SE,251
5669,74,651102458,MS50QTELCLEARTOTE-SE,251
823,74,651102458,MS50QTELCLEARTOTE-SE,251
1071,74,651102458,MS50QTELCLEARTOTE-SE,250
2233,74,651102458,MS50QTELCLEARTOTE-SE,250
1825,74,651102458,MS50QTELCLEARTOTE-SE,250
1669,74,651102458,MS50QTELCLEARTOTE-SE,250
3059,74,651102458,MS50QTELCLEARTOTE-SE,250
5458,74,651102458,MS50QTELCLEARTOTE-SE,250
3511,74,651102458,MS50QTELCLEARTOTE-SE,250
2748,74,651102458,MS50QTELCLEARTOTE-SE,250
3352,74,651102458,MS50QTELCLEARTOTE-SE,250
3472,74,651102458,MS50QTELCLEARTOTE-SE,250
559,74,651102458,MS50QTELCLEARTOTE-SE,249
268,74,651102458,MS50QTELCLEARTOTE-SE,249
1095,74,651102458,MS50QTELCLEARTOTE-SE,249
1671,74,651102458,MS50QTELCLEARTOTE-SE,249
325,74,651102458,MS50QTELCLEARTOTE-SE,248
5136,74,651102458,MS50QTELCLEARTOTE-SE,248
1622,74,651102458,MS50QTELCLEARTOTE-SE,248
765,74,651102458,MS50QTELCLEARTOTE-SE,248
1027,74,651102458,MS50QTELCLEARTOTE-SE,248
2188,74,651102458,MS50QTELCLEARTOTE-SE,248
2133,74,651102458,MS50QTELCLEARTOTE-SE,248
3305,74,651102458,MS50QTELCLEARTOTE-SE,248
1652,74,651102458,MS50QTELCLEARTOTE-SE,248
1640,74,651102458,MS50QTELCLEARTOTE-SE,248
3533,74,651102458,MS50QTELCLEARTOTE-SE,247
544,74,651102458,MS50QTELCLEARTOTE-SE,247
1879,74,651102458,MS50QTELCLEARTOTE-SE,247
3515,74,651102458,MS50QTELCLEARTOTE-SE,247
4281,74,651102458,MS50QTELCLEARTOTE-SE,247
3794,74,651102458,MS50QTELCLEARTOTE-SE,247
3728,74,651102458,MS50QTELCLEARTOTE-SE,247
3407,74,651102458,MS50QTELCLEARTOTE-SE,247
4219,74,651102458,MS50QTELCLEARTOTE-SE,247
1339,74,651102458,MS50QTELCLEARTOTE-SE,247
3273,74,651102458,MS50QTELCLEARTOTE-SE,246
1604,74,651102458,MS50QTELCLEARTOTE-SE,246
2512,74,651102458,MS50QTELCLEARTOTE-SE,246
360,74,651102458,MS50QTELCLEARTOTE-SE,246
1126,74,651102458,MS50QTELCLEARTOTE-SE,245
4,74,651102458,MS50QTELCLEARTOTE-SE,245
1150,74,651102458,MS50QTELCLEARTOTE-SE,245
3805,74,651102458,MS50QTELCLEARTOTE-SE,245
1928,74,651102458,MS50QTELCLEARTOTE-SE,245
1573,74,651102458,MS50QTELCLEARTOTE-SE,245
2862,74,651102458,MS50QTELCLEARTOTE-SE,245
3324,74,651102458,MS50QTELCLEARTOTE-SE,245
137,74,651102458,MS50QTELCLEARTOTE-SE,245
1570,74,651102458,MS50QTELCLEARTOTE-SE,245
2230,74,651102458,MS50QTELCLEARTOTE-SE,244
1306,74,651102458,MS50QTELCLEARTOTE-SE,244
1041,74,651102458,MS50QTELCLEARTOTE-SE,244
2794,74,651102458,MS50QTELCLEARTOTE-SE,244
2362,74,651102458,MS50QTELCLEARTOTE-SE,244
662,74,651102458,MS50QTELCLEARTOTE-SE,244
3313,74,651102458,MS50QTELCLEARTOTE-SE,244
1551,74,651102458,MS50QTELCLEARTOTE-SE,244
1985,74,651102458,MS50QTELCLEARTOTE-SE,244
558,74,651102458,MS50QTELCLEARTOTE-SE,244
144,74,651102458,MS50QTELCLEARTOTE-SE,243
5432,74,651102458,MS50QTELCLEARTOTE-SE,243
72,74,651102458,MS50QTELCLEARTOTE-SE,243
2505,74,651102458,MS50QTELCLEARTOTE-SE,243
3219,74,651102458,MS50QTELCLEARTOTE-SE,243
1494,74,651102458,MS50QTELCLEARTOTE-SE,243
5707,74,651102458,MS50QTELCLEARTOTE-SE,243
3639,74,651102458,MS50QTELCLEARTOTE-SE,243
177,74,651102458,MS50QTELCLEARTOTE-SE,243
1999,74,651102458,MS50QTELCLEARTOTE-SE,242
2558,74,651102458,MS50QTELCLEARTOTE-SE,242
14,74,651102458,MS50QTELCLEARTOTE-SE,242
1040,74,651102458,MS50QTELCLEARTOTE-SE,242
1231,74,651102458,MS50QTELCLEARTOTE-SE,242
3608,74,651102458,MS50QTELCLEARTOTE-SE,242
4208,74,651102458,MS50QTELCLEARTOTE-SE,242
3584,74,651102458,MS50QTELCLEARTOTE-SE,242
3271,74,651102458,MS50QTELCLEARTOTE-SE,242
2429,74,651102458,MS50QTELCLEARTOTE-SE,241
5373,74,651102458,MS50QTELCLEARTOTE-SE,241
1667,74,651102458,MS50QTELCLEARTOTE-SE,241
781,74,651102458,MS50QTELCLEARTOTE-SE,241
2850,74,651102458,MS50QTELCLEARTOTE-SE,241
2078,74,651102458,MS50QTELCLEARTOTE-SE,241
3524,74,651102458,MS50QTELCLEARTOTE-SE,241
1563,74,651102458,MS50QTELCLEARTOTE-SE,241
3492,74,651102458,MS50QTELCLEARTOTE-SE,240
2980,74,651102458,MS50QTELCLEARTOTE-SE,240
4599,74,651102458,MS50QTELCLEARTOTE-SE,240
406,74,651102458,MS50QTELCLEARTOTE-SE,240
3500,74,651102458,MS50QTELCLEARTOTE-SE,240
5491,74,651102458,MS50QTELCLEARTOTE-SE,240
4553,74,651102458,MS50QTELCLEARTOTE-SE,240
4163,74,651102458,MS50QTELCLEARTOTE-SE,240
4129,74,651102458,MS50QTELCLEARTOTE-SE,240
2520,74,651102458,MS50QTELCLEARTOTE-SE,240
1937,74,651102458,MS50QTELCLEARTOTE-SE,240
41,74,651102458,MS50QTELCLEARTOTE-SE,240
1830,74,651102458,MS50QTELCLEARTOTE-SE,240
838,74,651102458,MS50QTELCLEARTOTE-SE,239
1838,74,651102458,MS50QTELCLEARTOTE-SE,239
43,74,651102458,MS50QTELCLEARTOTE-SE,239
5029,74,651102458,MS50QTELCLEARTOTE-SE,239
916,74,651102458,MS50QTELCLEARTOTE-SE,239
3281,74,651102458,MS50QTELCLEARTOTE-SE,239
3150,74,651102458,MS50QTELCLEARTOTE-SE,239
1713,74,651102458,MS50QTELCLEARTOTE-SE,238
5745,74,651102458,MS50QTELCLEARTOTE-SE,238
1718,74,651102458,MS50QTELCLEARTOTE-SE,237
1819,74,651102458,MS50QTELCLEARTOTE-SE,237
4372,74,651102458,MS50QTELCLEARTOTE-SE,237
1036,74,651102458,MS50QTELCLEARTOTE-SE,237
2471,74,651102458,MS50QTELCLEARTOTE-SE,236
2321,74,651102458,MS50QTELCLEARTOTE-SE,236
5311,74,651102458,MS50QTELCLEARTOTE-SE,236
3107,74,651102458,MS50QTELCLEARTOTE-SE,236
3251,74,651102458,MS50QTELCLEARTOTE-SE,236
1394,74,651102458,MS50QTELCLEARTOTE-SE,236
513,74,651102458,MS50QTELCLEARTOTE-SE,235
4111,74,651102458,MS50QTELCLEARTOTE-SE,235
554,74,651102458,MS50QTELCLEARTOTE-SE,235
673,74,651102458,MS50QTELCLEARTOTE-SE,235
2316,74,651102458,MS50QTELCLEARTOTE-SE,235
1370,74,651102458,MS50QTELCLEARTOTE-SE,235
5766,74,651102458,MS50QTELCLEARTOTE-SE,235
2680,74,651102458,MS50QTELCLEARTOTE-SE,235
1672,74,651102458,MS50QTELCLEARTOTE-SE,234
5612,74,651102458,MS50QTELCLEARTOTE-SE,234
3799,74,651102458,MS50QTELCLEARTOTE-SE,234
1782,74,651102458,MS50QTELCLEARTOTE-SE,234
2402,74,651102458,MS50QTELCLEARTOTE-SE,234
2774,74,651102458,MS50QTELCLEARTOTE-SE,234
3241,74,651102458,MS50QTELCLEARTOTE-SE,234
4414,74,651102458,MS50QTELCLEARTOTE-SE,234
794,74,651102458,MS50QTELCLEARTOTE-SE,234
3227,74,651102458,MS50QTELCLEARTOTE-SE,233
2793,74,651102458,MS50QTELCLEARTOTE-SE,233
483,74,651102458,MS50QTELCLEARTOTE-SE,233
5338,74,651102458,MS50QTELCLEARTOTE-SE,233
1221,74,651102458,MS50QTELCLEARTOTE-SE,233
1649,74,651102458,MS50QTELCLEARTOTE-SE,233
2365,74,651102458,MS50QTELCLEARTOTE-SE,233
3566,74,651102458,MS50QTELCLEARTOTE-SE,233
2545,74,651102458,MS50QTELCLEARTOTE-SE,232
5195,74,651102458,MS50QTELCLEARTOTE-SE,232
4108,74,651102458,MS50QTELCLEARTOTE-SE,232
4257,74,651102458,MS50QTELCLEARTOTE-SE,232
5748,74,651102458,MS50QTELCLEARTOTE-SE,232
5141,74,651102458,MS50QTELCLEARTOTE-SE,232
184,74,651102458,MS50QTELCLEARTOTE-SE,232
2857,74,651102458,MS50QTELCLEARTOTE-SE,232
1947,74,651102458,MS50QTELCLEARTOTE-SE,232
755,74,651102458,MS50QTELCLEARTOTE-SE,232
331,74,651102458,MS50QTELCLEARTOTE-SE,232
3428,74,651102458,MS50QTELCLEARTOTE-SE,232
5848,74,651102458,MS50QTELCLEARTOTE-SE,232
2803,74,651102458,MS50QTELCLEARTOTE-SE,232
1461,74,651102458,MS50QTELCLEARTOTE-SE,232
1015,74,651102458,MS50QTELCLEARTOTE-SE,231
2702,74,651102458,MS50QTELCLEARTOTE-SE,231
1324,74,651102458,MS50QTELCLEARTOTE-SE,231
682,74,651102458,MS50QTELCLEARTOTE-SE,231
2189,74,651102458,MS50QTELCLEARTOTE-SE,230
1915,74,651102458,MS50QTELCLEARTOTE-SE,230
1055,74,651102458,MS50QTELCLEARTOTE-SE,230
2522,74,651102458,MS50QTELCLEARTOTE-SE,230
849,74,651102458,MS50QTELCLEARTOTE-SE,230
3596,74,651102458,MS50QTELCLEARTOTE-SE,230
1895,74,651102458,MS50QTELCLEARTOTE-SE,230
4286,74,651102458,MS50QTELCLEARTOTE-SE,230
1594,74,651102458,MS50QTELCLEARTOTE-SE,229
3652,74,651102458,MS50QTELCLEARTOTE-SE,229
1787,74,651102458,MS50QTELCLEARTOTE-SE,229
2666,74,651102458,MS50QTELCLEARTOTE-SE,229
61,74,651102458,MS50QTELCLEARTOTE-SE,229
1313,74,651102458,MS50QTELCLEARTOTE-SE,229
299,74,651102458,MS50QTELCLEARTOTE-SE,229
1438,74,651102458,MS50QTELCLEARTOTE-SE,228
2271,74,651102458,MS50QTELCLEARTOTE-SE,228
3640,74,651102458,MS50QTELCLEARTOTE-SE,228
918,74,651102458,MS50QTELCLEARTOTE-SE,228
1595,74,651102458,MS50QTELCLEARTOTE-SE,228
2030,74,651102458,MS50QTELCLEARTOTE-SE,228
4240,74,651102458,MS50QTELCLEARTOTE-SE,228
89,74,651102458,MS50QTELCLEARTOTE-SE,227
1014,74,651102458,MS50QTELCLEARTOTE-SE,227
1564,74,651102458,MS50QTELCLEARTOTE-SE,227
608,74,651102458,MS50QTELCLEARTOTE-SE,227
1198,74,651102458,MS50QTELCLEARTOTE-SE,226
3302,74,651102458,MS50QTELCLEARTOTE-SE,226
1440,74,651102458,MS50QTELCLEARTOTE-SE,226
966,74,651102458,MS50QTELCLEARTOTE-SE,226
1483,74,651102458,MS50QTELCLEARTOTE-SE,226
5435,74,651102458,MS50QTELCLEARTOTE-SE,226
464,74,651102458,MS50QTELCLEARTOTE-SE,225
2914,74,651102458,MS50QTELCLEARTOTE-SE,225
7199,74,651102458,MS50QTELCLEARTOTE-SE,225
1909,74,651102458,MS50QTELCLEARTOTE-SE,225
1612,74,651102458,MS50QTELCLEARTOTE-SE,225
4435,74,651102458,MS50QTELCLEARTOTE-SE,225
891,74,651102458,MS50QTELCLEARTOTE-SE,224
4639,74,651102458,MS50QTELCLEARTOTE-SE,224
822,74,651102458,MS50QTELCLEARTOTE-SE,224
2564,74,651102458,MS50QTELCLEARTOTE-SE,224
4377,74,651102458,MS50QTELCLEARTOTE-SE,224
1473,74,651102458,MS50QTELCLEARTOTE-SE,223
2599,74,651102458,MS50QTELCLEARTOTE-SE,223
601,74,651102458,MS50QTELCLEARTOTE-SE,223
1591,74,651102458,MS50QTELCLEARTOTE-SE,223
950,74,651102458,MS50QTELCLEARTOTE-SE,223
5115,74,651102458,MS50QTELCLEARTOTE-SE,222
3633,74,651102458,MS50QTELCLEARTOTE-SE,222
1428,74,651102458,MS50QTELCLEARTOTE-SE,221
5247,74,651102458,MS50QTELCLEARTOTE-SE,221
2838,74,651102458,MS50QTELCLEARTOTE-SE,221
1859,74,651102458,MS50QTELCLEARTOTE-SE,221
3626,74,651102458,MS50QTELCLEARTOTE-SE,221
2827,74,651102458,MS50QTELCLEARTOTE-SE,221
2495,74,651102458,MS50QTELCLEARTOTE-SE,220
622,74,651102458,MS50QTELCLEARTOTE-SE,220
2768,74,651102458,MS50QTELCLEARTOTE-SE,220
5385,74,651102458,MS50QTELCLEARTOTE-SE,220
3641,74,651102458,MS50QTELCLEARTOTE-SE,220
3602,74,651102458,MS50QTELCLEARTOTE-SE,220
3888,74,651102458,MS50QTELCLEARTOTE-SE,220
6878,74,651102458,MS50QTELCLEARTOTE-SE,219
228,74,651102458,MS50QTELCLEARTOTE-SE,219
1446,74,651102458,MS50QTELCLEARTOTE-SE,219
842,74,651102458,MS50QTELCLEARTOTE-SE,219
2309,74,651102458,MS50QTELCLEARTOTE-SE,219
4335,74,651102458,MS50QTELCLEARTOTE-SE,219
789,74,651102458,MS50QTELCLEARTOTE-SE,219
4325,74,651102458,MS50QTELCLEARTOTE-SE,218
4601,74,651102458,MS50QTELCLEARTOTE-SE,218
2094,74,651102458,MS50QTELCLEARTOTE-SE,218
3285,74,651102458,MS50QTELCLEARTOTE-SE,217
4336,74,651102458,MS50QTELCLEARTOTE-SE,217
2922,74,651102458,MS50QTELCLEARTOTE-SE,217
3591,74,651102458,MS50QTELCLEARTOTE-SE,217
1062,74,651102458,MS50QTELCLEARTOTE-SE,217
351,74,651102458,MS50QTELCLEARTOTE-SE,217
2973,74,651102458,MS50QTELCLEARTOTE-SE,216
5063,74,651102458,MS50QTELCLEARTOTE-SE,216
808,74,651102458,MS50QTELCLEARTOTE-SE,216
1547,74,651102458,MS50QTELCLEARTOTE-SE,216
1842,74,651102458,MS50QTELCLEARTOTE-SE,216
5147,74,651102458,MS50QTELCLEARTOTE-SE,216
1618,74,651102458,MS50QTELCLEARTOTE-SE,216
1990,74,651102458,MS50QTELCLEARTOTE-SE,215
1286,74,651102458,MS50QTELCLEARTOTE-SE,215
3792,74,651102458,MS50QTELCLEARTOTE-SE,215
661,74,651102458,MS50QTELCLEARTOTE-SE,215
1053,74,651102458,MS50QTELCLEARTOTE-SE,215
776,74,651102458,MS50QTELCLEARTOTE-SE,215
1503,74,651102458,MS50QTELCLEARTOTE-SE,214
3265,74,651102458,MS50QTELCLEARTOTE-SE,214
3319,74,651102458,MS50QTELCLEARTOTE-SE,214
2658,74,651102458,MS50QTELCLEARTOTE-SE,214
389,74,651102458,MS50QTELCLEARTOTE-SE,214
3283,74,651102458,MS50QTELCLEARTOTE-SE,214
757,74,651102458,MS50QTELCLEARTOTE-SE,214
1988,74,651102458,MS50QTELCLEARTOTE-SE,213
1434,74,651102458,MS50QTELCLEARTOTE-SE,213
708,74,651102458,MS50QTELCLEARTOTE-SE,213
2855,74,651102458,MS50QTELCLEARTOTE-SE,213
372,74,651102458,MS50QTELCLEARTOTE-SE,212
3351,74,651102458,MS50QTELCLEARTOTE-SE,212
5370,74,651102458,MS50QTELCLEARTOTE-SE,212
2729,74,651102458,MS50QTELCLEARTOTE-SE,212
2865,74,651102458,MS50QTELCLEARTOTE-SE,211
2510,74,651102458,MS50QTELCLEARTOTE-SE,211
1597,74,651102458,MS50QTELCLEARTOTE-SE,211
5410,74,651102458,MS50QTELCLEARTOTE-SE,211
201,74,651102458,MS50QTELCLEARTOTE-SE,211
3812,74,651102458,MS50QTELCLEARTOTE-SE,211
1228,74,651102458,MS50QTELCLEARTOTE-SE,211
2671,74,651102458,MS50QTELCLEARTOTE-SE,210
3580,74,651102458,MS50QTELCLEARTOTE-SE,210
1034,74,651102458,MS50QTELCLEARTOTE-SE,210
5416,74,651102458,MS50QTELCLEARTOTE-SE,210
141,74,651102458,MS50QTELCLEARTOTE-SE,209
4410,74,651102458,MS50QTELCLEARTOTE-SE,209
1878,74,651102458,MS50QTELCLEARTOTE-SE,209
1801,74,651102458,MS50QTELCLEARTOTE-SE,209
2214,74,651102458,MS50QTELCLEARTOTE-SE,209
260,74,651102458,MS50QTELCLEARTOTE-SE,208
703,74,651102458,MS50QTELCLEARTOTE-SE,208
1457,74,651102458,MS50QTELCLEARTOTE-SE,208
1889,74,651102458,MS50QTELCLEARTOTE-SE,208
1294,74,651102458,MS50QTELCLEARTOTE-SE,208
234,74,651102458,MS50QTELCLEARTOTE-SE,207
2598,74,651102458,MS50QTELCLEARTOTE-SE,207
3159,74,651102458,MS50QTELCLEARTOTE-SE,206
535,74,651102458,MS50QTELCLEARTOTE-SE,206
5186,74,651102458,MS50QTELCLEARTOTE-SE,206
2955,74,651102458,MS50QTELCLEARTOTE-SE,206
4221,74,651102458,MS50QTELCLEARTOTE-SE,206
2780,74,651102458,MS50QTELCLEARTOTE-SE,206
1755,74,651102458,MS50QTELCLEARTOTE-SE,206
1549,74,651102458,MS50QTELCLEARTOTE-SE,206
4299,74,651102458,MS50QTELCLEARTOTE-SE,205
945,74,651102458,MS50QTELCLEARTOTE-SE,205
5449,74,651102458,MS50QTELCLEARTOTE-SE,205
1175,74,651102458,MS50QTELCLEARTOTE-SE,204
1291,74,651102458,MS50QTELCLEARTOTE-SE,204
2105,74,651102458,MS50QTELCLEARTOTE-SE,202
5481,74,651102458,MS50QTELCLEARTOTE-SE,202
1322,74,651102458,MS50QTELCLEARTOTE-SE,202
1956,74,651102458,MS50QTELCLEARTOTE-SE,202
5857,74,651102458,MS50QTELCLEARTOTE-SE,202
2756,74,651102458,MS50QTELCLEARTOTE-SE,202
1901,74,651102458,MS50QTELCLEARTOTE-SE,202
4274,74,651102458,MS50QTELCLEARTOTE-SE,202
2028,74,651102458,MS50QTELCLEARTOTE-SE,201
5078,74,651102458,MS50QTELCLEARTOTE-SE,201
3531,74,651102458,MS50QTELCLEARTOTE-SE,201
484,74,651102458,MS50QTELCLEARTOTE-SE,201
1986,74,651102458,MS50QTELCLEARTOTE-SE,200
3523,74,651102458,MS50QTELCLEARTOTE-SE,200
2361,74,651102458,MS50QTELCLEARTOTE-SE,200
1697,74,651102458,MS50QTELCLEARTOTE-SE,200
1608,74,651102458,MS50QTELCLEARTOTE-SE,200
5202,74,651102458,MS50QTELCLEARTOTE-SE,200
2293,74,651102458,MS50QTELCLEARTOTE-SE,200
3093,74,651102458,MS50QTELCLEARTOTE-SE,200
2005,74,651102458,MS50QTELCLEARTOTE-SE,199
5099,74,651102458,MS50QTELCLEARTOTE-SE,199
5443,74,651102458,MS50QTELCLEARTOTE-SE,199
2621,74,651102458,MS50QTELCLEARTOTE-SE,199
2113,74,651102458,MS50QTELCLEARTOTE-SE,199
2124,74,651102458,MS50QTELCLEARTOTE-SE,198
4237,74,651102458,MS50QTELCLEARTOTE-SE,198
3620,74,651102458,MS50QTELCLEARTOTE-SE,198
2554,74,651102458,MS50QTELCLEARTOTE-SE,197
2549,74,651102458,MS50QTELCLEARTOTE-SE,197
3220,74,651102458,MS50QTELCLEARTOTE-SE,197
3804,74,651102458,MS50QTELCLEARTOTE-SE,196
2112,74,651102458,MS50QTELCLEARTOTE-SE,196
1132,74,651102458,MS50QTELCLEARTOTE-SE,196
4420,74,651102458,MS50QTELCLEARTOTE-SE,196
407,74,651102458,MS50QTELCLEARTOTE-SE,196
5992,74,651102458,MS50QTELCLEARTOTE-SE,196
2596,74,651102458,MS50QTELCLEARTOTE-SE,196
2077,74,598120970,14.5G GRAY PLASTIC,322
1367,74,598120970,14.5G GRAY PLASTIC,252
3774,74,598120970,14.5G GRAY PLASTIC,229
2987,74,598120970,14.5G GRAY PLASTIC,223
2077,74,598120971,14.5G WHITE PLASTIC,214
3462,74,586880038,13.2 GAL TRASH  BSS,209
2612,3,594933516,PACON SPOTLIGHT CORR,211
2748,9,550275637,TSUNAMI SW PRO COMBO,319
1644,11,596905395,MIDEA 8K WIFI WAC WH,386
1884,11,596905395,MIDEA 8K WIFI WAC WH,273
3782,74,595646733,IF 24IN QLTD RGLD HS,411
2126,74,553818303,ST 45G LTCH TOTE BLU,334
3478,74,553818303,ST 45G LTCH TOTE BLU,317
3883,74,553818303,ST 45G LTCH TOTE BLU,279
5099,74,582585122,BHG 11.9G TRASH GRY,539
4570,74,587516387,HF 13.3G TT GRAY,340
2494,11,550998525,LSKO WIND MACH FAN,340
5012,14,567160268,HB .9 MWO SS,1019
4365,14,567160268,HB .9 MWO SS,501
2464,14,567160268,HB .9 MWO SS,395
7301,14,567160268,HB .9 MWO SS,320
2314,74,572778104,ST 3DR MD WV TWR CM,419
3061,74,599549949,ST 3DR MED CART RED,465
2126,74,1472859,ST 3DR MD CART WHT,446
852,74,599549949,ST 3DR MED CART RED,400
500,74,599549949,ST 3DR MED CART RED,367
2886,74,599549949,ST 3DR MED CART RED,365
1747,74,553743612,ST 35G LTCH TOTE BLU,388
4176,7,585740979,LARGE MOLDED POOL,370
1884,11,596905394,MIDEA 6K R WAC BLACK,474
2077,71,554093261,COSCO 8FT FLDHLF TBL,406
1400,11,586036685,BHG 40IN TOWER FAN,603
396,11,586036670,PELONIS 16IN FAN,1377
1299,11,586036670,PELONIS 16IN FAN,693
1324,11,586036670,PELONIS 16IN FAN,690
1512,11,586036670,PELONIS 16IN FAN,687
5342,11,586036670,PELONIS 16IN FAN,671
2554,11,586036670,PELONIS 16IN FAN,670
1370,11,586036670,PELONIS 16IN FAN,667
2671,11,586036670,PELONIS 16IN FAN,647
5428,11,586036670,PELONIS 16IN FAN,645
4336,11,586036670,PELONIS 16IN FAN,622
1218,11,586036670,PELONIS 16IN FAN,598
538,11,586036670,PELONIS 16IN FAN,576
3465,11,586036670,PELONIS 16IN FAN,575
5481,11,586036670,PELONIS 16IN FAN,560
413,7,554514734,PD 20PC SAND SET,919
818,7,554514734,PD 20PC SAND SET,654
2121,17,571538588,URBAN TRENDS COLLECT,585
5214,7,596614731,22IN SWIM RING,1017
2710,74,553818290,ST 22G LTCH TOTE BLU,737
3883,11,552259026,AM 5G WC BOTTLE,693
2494,11,1157975,LSKO OPP PED FAN,798
2494,11,552843642,LSKO OPP PED FAN,798
1428,11,552843644,LSKO OPP BOX FAN,1019
1870,11,552843644,LSKO OPP BOX FAN,992
3296,3,587075415,FILE CRATE AQUA HAZE,1364
504,7,598193585,14 PC BEACH SET,846
574,9,597313432,SJK GM 15`` TWIN,1137
5087,9,597313432,SJK GM 15`` TWIN,1009
1445,7,596483588,41.5IN SLICK BLUE,929
5214,7,596616125,20IN SWIM TUBE,922
504,7,554514735,SPRINKLER BUCKET,1956
818,7,554514735,SPRINKLER BUCKET,1752
1362,7,595353352,TOY,1016
1227,22,573927992,MS FIRM SQ PLW,1531
1533,7,585740954,MEDIUM MOLDED POOL,1516
5214,9,579214729,28QT ENVIRO CHEST,1241
2748,7,587727438,37IN BOARD,2564
1862,74,574310802,ST 18G TOTE GRAY,1098
1899,74,574310802,ST 18G TOTE GRAY,1093
2494,7,570970901,INFLATABLES,1767
504,7,556378152,BEACH BUCKET & MILL,1390
60,9,597122643,LV X20 OVERSIZE BLU,1367
818,7,596677093,BEACH WAGON,1836
2636,7,596483517,37IN HAWAII,1262
2085,22,593031168,PR PILLOW,2701
716,74,566906308,BHG 30PK FLK PRL,1441
2460,9,550829488,WHTFLYER BIOTARGET90,2054
4359,22,576788178,MS EVERYDAY PILLOW,2335
4359,22,595743491,EVERY NITE PILLOW,2144
1913,22,595743491,EVERY NITE PILLOW,1932
3741,9,577315323,OT 4PC CST IRN SKLLT,2040
614,22,595354004,BHG REV GREY TEXTURE,2922
2748,20,596970072,MS 2PK PINK,1971
1047,17,599881876,MS TEDDY PLW 12PC,2657
1077,17,585955643,MS PLUSHY PLW 12PC,2641
2793,17,599881876,MS TEDDY PLW 12PC,2602
5030,79,583931216,LICENSED SND POTTY,5874
5129,9,597288792,OP VORTEX BACKPACK,2984
2402,7,567447892,ORBIT PINK SCOOTER,3203
2402,7,567447893,ORBIT BLUE SCOOTER,3198
5129,9,586277508,WEEKENDER BACKPACK,2974
229,7,651339731,SURPRIZAMALS S12,2032
731,7,571277662,10 LICENSE PLAYBALL,3993
5129,9,586101092,OP QUEST DAYPACK,2960
