Store #,Quantity,Estimated Delivery WK
2890,1,7
1395,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2598,1,7
572,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2598,1,7
2598,1,7
2598,1,7
2598,1,7
2598,1,7
2598,1,7
2598,1,7
2598,1,7
1382,1,7
2598,1,7
2598,1,7
2598,1,7
2535,1,7
285,1,7
392,1,7
392,1,7
5273,1,7
5273,1,7
5273,1,7
2081,1,7
5007,1,7
5007,1,7
5007,1,7
891,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
3409,1,7
3409,1,7
3110,1,7
971,1,7
5434,1,7
2890,1,7
3066,1,7
2890,1,7
3401,1,7
3334,1,7
2890,1,7
392,1,7
2890,1,7
2890,1,7
392,1,7
2890,1,7
2890,1,7
2496,1,7
2890,1,7
5273,1,7
2890,1,7
5273,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
4498,1,7
2890,1,7
5247,1,7
2443,1,7
2081,1,7
3409,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
2890,1,7
5981,1,7
262,1,7
5617,1,7
699,1,7
3449,1,7
2218,1,7
699,1,7
5617,1,7
3449,1,7
5617,1,7
699,1,7
699,1,7
3372,1,7
708,1,7
4427,1,7
699,1,7
6936,1,7
699,1,7
4427,1,7
2816,1,7
699,1,7
708,1,7
3449,1,7
708,1,7
3372,1,7
699,1,7
3771,1,7
343,1,7
699,1,7
3372,1,7
699,1,7
699,1,7
699,1,7
3449,1,7
699,1,7
699,1,7
708,1,7
699,1,7
699,1,7
699,1,7
5804,1,7
699,1,7
699,1,7
5617,1,7
5956,1,7
3372,1,7
699,1,7
343,1,7
5617,1,7
708,1,7
1019,1,7
699,1,7
699,1,7
699,1,7
3372,1,7
343,1,7
3401,1,7
3409,1,7
3409,1,7
3409,1,7
3409,1,7
3409,1,7
3409,1,7
3409,1,7
3409,1,7
3884,1,7
3409,1,7
3409,1,7
699,1,7
699,1,7
699,1,7
699,1,7
699,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3893,1,7
3409,1,7
3409,1,7
3409,1,7
3409,1,7
3409,1,7
5617,1,7
699,1,7
2742,1,7
3409,1,7
343,1,7
3409,1,7
699,1,7
908,1,7
5812,1,7
4591,1,7
699,1,7
4591,1,7
5617,1,7
5617,1,7
708,1,7
343,1,7
5617,1,7
5308,1,7
1019,1,7
1019,1,7
5617,1,7
5617,1,7
343,1,7
5308,1,7
3743,1,7
5617,1,7
699,1,7
343,1,7
699,1,7
4427,1,7
5617,1,7
343,1,7
5617,1,7
699,1,7
5617,1,7
3271,1,7
3271,1,7
3271,1,7
7349,1,7
7349,1,7
2722,1,7
2722,1,7
2722,1,7
3409,1,7
2722,1,7
2722,1,7
2722,1,7
2722,1,7
307,1,7
6190,1,7
6190,1,7
343,1,7
6190,1,7
6190,1,7
3259,1,7
3259,1,7
5617,1,7
5617,1,7
343,1,7
2822,1,7
343,1,7
3449,1,7
708,1,7
5617,1,7
708,1,7
699,1,7
2331,1,7
3259,1,7
812,1,7
2249,1,7
3716,1,7
1974,1,7
343,1,7
1974,1,7
343,1,7
5617,1,7
343,1,7
708,1,7
2331,1,7
2822,1,7
2331,1,7
2331,1,7
699,1,7
2331,1,7
699,1,7
4427,1,7
4427,1,7
4427,1,7
4427,1,7
4427,1,7
6878,1,7
4427,1,7
4427,1,7
4427,1,7
3409,1,7
4427,1,7
418,1,7
4427,1,7
418,1,7
4427,1,7
4427,1,7
4427,1,7
699,1,7
699,1,7
699,1,7
7246,1,7
4157,1,7
4423,1,7
699,1,7
4676,1,7
572,1,7
572,1,7
572,1,7
572,1,7
572,1,7
1284,1,7
1284,1,7
1284,1,7
1284,1,7
1284,1,7
1284,1,7
3480,1,7
5627,1,7
1930,1,7
4591,1,7
1019,1,7
1019,1,7
2671,1,7
5247,1,7
5617,1,7
5617,1,7
1715,1,7
3271,1,7
3271,1,7
2722,1,7
2722,1,7
2722,1,7
2722,1,7
5471,1,7
6190,1,7
3255,1,7
3716,1,7
95,1,7
3603,1,7
625,1,7
576,1,7
3474,1,7
4631,1,7
3648,1,7
501,1,7
4160,1,7
1161,1,7
285,1,7
1410,1,7
4607,1,7
3648,1,7
4631,1,7
222,1,7
5215,1,7
1923,1,7
2085,1,7
2919,1,7
3387,1,7
4101,1,7
4101,1,7
1060,1,7
510,1,7
510,1,7
2245,1,7
4611,1,7
1927,1,7
5981,1,7
2031,1,7
4421,1,7
5179,1,7
5439,1,7
485,1,7
995,1,7
2082,1,7
5632,1,7
5741,1,7
5365,1,7
4101,1,7
3074,1,7
5741,1,7
3891,1,7
5414,1,7
2857,1,7
5047,1,7
5883,1,7
1483,1,7
5189,1,7
1875,1,7
2948,1,7
6586,1,7
149,1,7
1875,1,7
4053,1,7
4421,1,7
1341,1,7
4421,1,7
4421,1,7
3648,1,7
2101,1,7
1520,1,7
2062,1,7
4512,1,7
5669,1,7
5172,1,7
3387,1,7
2098,1,7
625,1,7
589,1,7
5669,1,7
308,1,7
1022,1,7
3387,1,7
1650,1,7
3520,1,7
2031,1,7
501,1,7
3360,1,7
3070,1,7
4144,1,7
1261,1,7
3279,1,7
5701,1,7
2432,1,7
1746,1,7
4054,1,7
1926,1,7
3560,1,7
1746,1,7
5008,1,7
5036,1,7
1304,1,7
1060,1,7
2543,1,7
2703,1,7
2502,1,7
754,1,7
1414,1,7
5417,1,7
4619,1,7
767,1,7
2289,1,7
1733,1,7
875,1,7
4063,1,7
875,1,7
3632,1,7
2031,1,7
3564,1,7
1609,1,7
4054,1,7
5445,1,7
190,1,7
2117,1,7
5122,1,7
3805,1,7
3513,1,7
3260,1,7
2335,1,7
5353,1,7
5960,1,7
462,1,7
2335,1,7
625,1,7
5189,1,7
3746,1,7
1261,1,7
44,1,7
163,1,7
2352,1,7
163,1,7
3178,1,7
2435,1,7
1926,1,7
2238,1,7
5179,1,7
5408,1,7
1862,1,7
52,1,7
146,1,7
5929,1,7
3560,1,7
1022,1,7
1835,1,7
5325,1,7
214,1,7
2114,1,7
1835,1,7
795,1,7
3151,1,7
989,1,7
708,1,7
6931,1,7
8,1,7
586,1,7
1932,1,7
1980,1,7
4159,1,7
4159,1,7
1346,1,7
1346,1,7
132,1,7
3584,1,7
5325,1,7
3584,1,7
1214,1,7
1943,1,7
1228,1,7
54,1,7
2335,1,7
467,1,7
2506,1,7
4283,1,7
1819,1,7
285,1,7
989,1,7
2098,1,7
3520,1,7
5247,1,7
3278,1,7
197,1,7
340,1,7
1095,1,7
2724,1,7
410,1,7
5308,1,7
2832,1,7
3520,1,7
863,1,7
2702,1,7
2913,1,7
3590,1,7
4148,1,7
3338,1,7
5787,1,7
17,1,7
4132,1,7
4132,1,7
1727,1,7
2564,1,7
3422,1,7
3422,1,7
2818,1,7
2818,1,7
3429,1,7
818,1,7
5316,1,7
2901,1,7
234,1,7
943,1,7
1388,1,7
2012,1,7
3485,1,7
1542,1,7
6190,1,7
3259,1,7
3259,1,7
343,1,7
4546,1,7
343,1,7
4546,1,7
343,1,7
343,1,7
343,1,7
343,1,7
343,1,7
343,1,7
343,1,7
343,1,7
343,1,7
3372,1,7
2496,1,7
3372,1,7
4427,1,7
4427,1,7
4427,1,7
4427,1,7
5843,1,7
889,1,7
5812,1,7
5812,1,7
699,1,7
699,1,7
699,1,7
699,1,7
699,1,7
699,1,7
699,1,7
699,1,7
708,1,7
708,1,7
699,1,7
699,1,7
699,1,7
699,1,7
699,1,7
6878,1,7
4427,1,7
4427,1,7
418,1,7
418,1,7
2231,1,7
699,1,7
699,1,7
699,1,7
6878,1,7
6878,1,7
6878,1,7
46,1,7
699,1,7
3449,1,7
343,1,7
699,1,7
4138,1,7
699,1,7
699,1,7
4427,1,7
699,1,7
343,1,7
4427,1,7
343,1,7
699,1,7
699,1,7
699,1,7
708,1,7
3449,1,7
699,1,7
699,1,7
343,1,7
343,1,7
850,1,7
850,1,7
850,1,7
850,1,7
850,1,7
3004,1,7
3004,1,7
850,1,7
850,1,7
850,1,7
850,1,7
850,1,7
835,1,7
850,1,7
5491,1,7
5491,1,7
5491,1,7
5491,1,7
5491,1,7
850,1,7
3004,1,7
850,1,7
850,1,7
5402,1,7
850,1,7
850,1,7
850,1,7
850,1,7
850,1,7
5491,1,7
3004,1,7
3004,1,7
3004,1,7
3004,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
2649,1,7
1448,1,7
3459,1,7
1448,1,7
1409,1,7
1409,1,7
2730,1,7
1365,1,7
5248,1,7
5082,1,7
640,1,7
1906,1,7
4476,1,7
1728,1,7
1728,1,7
1906,1,7
1906,1,7
1906,1,7
1906,1,7
4476,1,7
4476,1,7
1906,1,7
3644,1,7
3072,1,7
1728,1,7
2098,1,7
1906,1,7
1906,1,7
634,1,7
1906,1,7
1906,1,7
1906,1,7
1906,1,7
1906,1,7
1227,1,7
1202,1,7
1202,1,7
2535,1,7
2886,1,7
2387,1,7
2237,1,7
2671,1,7
1906,1,7
2095,1,7
2959,1,7
1728,1,7
1728,1,7
1728,1,7
1728,1,7
1728,1,7
1430,1,7
1728,1,7
1728,1,7
1378,1,7
1728,1,7
1227,1,7
1692,1,7
1728,1,7
1728,1,7
1728,1,7
1728,1,7
1728,1,7
1728,1,7
1728,1,7
1728,1,7
1728,1,7
1728,1,7
1728,1,7
1728,1,7
2337,1,7
2725,1,7
4476,1,7
1464,1,7
2257,1,7
634,1,7
2080,1,7
2959,1,7
1937,1,7
3771,1,7
3771,1,7
3471,1,7
3771,1,7
2080,1,7
634,1,7
1464,1,7
5044,1,7
1146,1,7
4358,1,7
5044,1,7
2257,1,7
2257,1,7
2257,1,7
2098,1,7
634,1,7
634,1,7
2559,1,7
1464,1,7
2491,1,7
3771,1,7
1042,1,7
1421,1,7
634,1,7
3471,1,7
3771,1,7
2393,1,7
5101,1,7
1752,1,7
3884,1,7
1937,1,7
1752,1,7
2559,1,7
3471,1,7
2257,1,7
1939,1,7
3771,1,7
2081,1,7
3363,1,7
1908,1,7
2257,1,7
3771,1,7
3771,1,7
640,1,7
1333,1,7
5101,1,7
5044,1,7
2596,1,7
3471,1,7
693,1,7
3771,1,7
1937,1,7
634,1,7
3471,1,7
3471,1,7
3837,1,7
3471,1,7
3837,1,7
3837,1,7
1692,1,7
693,1,7
5044,1,7
5044,1,7
5044,1,7
634,1,7
2393,1,7
2393,1,7
318,1,7
2257,1,7
2257,1,7
2257,1,7
3771,1,7
472,1,7
2559,1,7
164,1,7
3771,1,7
3771,1,7
3771,1,7
3771,1,7
1856,1,7
634,1,7
634,1,7
634,1,7
2959,1,7
1937,1,7
3363,1,7
5044,1,7
2061,1,7
1545,1,7
1908,1,7
2257,1,7
2559,1,7
3780,1,7
3771,1,7
634,1,7
3322,1,7
4358,1,7
312,1,7
2469,1,7
3771,1,7
3771,1,7
634,1,7
2257,1,7
5044,1,7
2886,1,7
1937,1,7
4358,1,7
2081,1,7
3771,1,7
634,1,7
3471,1,7
1227,1,7
5044,1,7
5101,1,7
1059,1,7
1059,1,7
3771,1,7
1146,1,7
1939,1,7
3771,1,7
3771,1,7
3771,1,7
1692,1,7
5029,1,7
2256,1,7
2257,1,7
2257,1,7
1101,1,7
3522,1,7
1059,1,7
5044,1,7
1059,1,7
1497,1,7
1101,1,7
2237,1,7
1937,1,7
3771,1,7
3771,1,7
3771,1,7
2256,1,7
2256,1,7
2256,1,7
3471,1,7
3837,1,7
5044,1,7
2257,1,7
2469,1,7
1939,1,7
1146,1,7
5029,1,7
2084,1,7
2098,1,7
1891,1,7
634,1,7
3771,1,7
3471,1,7
5101,1,7
2237,1,7
2237,1,7
2469,1,7
5044,1,7
1464,1,7
1059,1,7
1483,1,7
1381,1,7
2256,1,7
2256,1,7
2256,1,7
398,1,7
398,1,7
2671,1,7
1448,1,7
3480,1,7
1381,1,7
1381,1,7
1381,1,7
1381,1,7
1381,1,7
213,1,7
1908,1,7
1421,1,7
618,1,7
5044,1,7
2257,1,7
2249,1,7
2257,1,7
4358,1,7
2257,1,7
3522,1,7
1643,1,7
1381,1,7
2671,1,7
213,1,7
1966,1,7
1908,1,7
678,1,7
3837,1,7
2886,1,7
2886,1,7
618,1,7
2256,1,7
835,1,7
835,1,7
835,1,7
835,1,7
835,1,7
835,1,7
835,1,7
835,1,7
835,1,7
3004,1,7
3004,1,7
3004,1,7
5781,1,7
835,1,7
835,1,7
835,1,7
835,1,7
835,1,7
835,1,7
835,1,7
2299,1,8
2153,1,8
1891,1,8
2104,1,8
1042,1,8
3799,1,8
1464,1,8
1623,1,8
2104,1,8
1942,1,8
2567,1,8
2751,1,8
3053,1,8
4538,1,8
1942,1,8
2844,1,8
3799,1,8
1933,1,8
3364,1,8
791,1,8
2214,1,8
1349,1,8
1349,1,8
2021,1,8
5115,1,8
2050,1,8
3308,1,8
2149,1,8
4683,1,8
4202,1,8
3775,1,8
3,1,8
3049,1,8
3278,1,8
1699,1,8
3,1,8
2213,1,8
4635,1,8
328,1,8
3,1,8
3179,1,8
4255,1,8
820,1,8
973,1,8
1113,1,8
2176,1,8
1669,1,8
176,1,8
1669,1,8
3114,1,8
1020,1,8
3269,1,8
3081,1,8
3511,1,8
632,1,8
1839,1,8
2720,1,8
490,1,8
916,1,8
490,1,8
97,1,8
23,1,8
3182,1,8
375,1,8
23,1,8
23,1,8
5091,1,8
3547,1,8
3224,1,8
1111,1,8
3563,1,8
1224,1,8
4252,1,8
5105,1,8
5105,1,8
51,1,8
1942,1,8
3132,1,8
1215,1,8
5286,1,8
808,1,8
3899,1,8
4208,1,8
5485,1,8
1382,1,8
3188,1,8
2359,1,8
5485,1,8
711,1,8
5485,1,8
4366,1,8
2005,1,8
4577,1,8
2783,1,8
2783,1,8
4366,1,8
2386,1,8
1764,1,8
1193,1,8
640,1,8
1264,1,8
2766,1,8
3170,1,8
3262,1,8
140,1,8
197,1,8
233,1,8
3197,1,8
2050,1,8
520,1,8
1927,1,8
5823,1,8
5,1,8
3877,1,8
3287,1,8
3197,1,8
1982,1,8
3645,1,8
1809,1,8
1363,1,8
972,1,8
4687,1,8
4687,1,8
3317,1,8
3248,1,8
4557,1,8
1353,1,8
1856,1,8
3248,1,8
3248,1,8
3248,1,8
908,1,8
592,1,8
2764,1,8
7174,1,8
2452,1,8
2651,1,8
7180,1,8
1469,1,8
2292,1,8
2292,1,8
1805,1,8
2860,1,8
2292,1,8
2169,1,8
2292,1,8
5285,1,8
2860,1,8
1179,1,8
2733,1,8
1891,1,8
5070,1,8
5635,1,8
2651,1,8
5411,1,8
4660,1,8
1037,1,8
3780,1,8
375,1,8
163,1,8
2221,1,8
238,1,8
5738,1,8
1804,1,8
3783,1,8
4358,1,8
4358,1,8
4358,1,8
4358,1,8
4358,1,8
4358,1,8
2694,1,8
2174,1,8
5471,1,8
594,1,8
3053,1,8
3351,1,8
3191,1,8
3484,1,8
458,1,8
2919,1,8
969,1,8
2636,1,8
4399,1,8
539,1,8
5279,1,8
2636,1,8
4317,1,8
2955,1,8
5314,1,8
1959,1,8
2109,1,8
1748,1,8
1035,1,8
1748,1,8
1748,1,8
4464,1,8
2132,1,8
2553,1,8
2553,1,8
1048,1,8
1048,1,8
3583,1,8
708,1,8
2739,1,8
2890,1,8
2890,1,8
5752,1,8
303,1,8
1956,1,8
908,1,8
2767,1,8
2767,1,8
3390,1,8
4465,1,8
3278,1,8
1194,1,8
3200,1,8
1875,1,8
3402,1,8
2816,1,8
3402,1,8
2385,1,8
2871,1,8
3527,1,8
3527,1,8
262,1,8
3527,1,8
2703,1,8
3516,1,8
4223,1,8
700,1,8
1536,1,8
4255,1,8
2435,1,8
2218,1,8
738,1,8
3371,1,8
3371,1,8
1502,1,8
594,1,8
908,1,8
1781,1,8
3202,1,8
2722,1,8
5378,1,8
1699,1,8
2855,1,8
249,1,8
3791,1,8
2930,1,8
2930,1,8
1891,1,8
2584,1,8
214,1,8
2341,1,8
4317,1,8
3482,1,8
4317,1,8
2087,1,8
1064,1,8
249,1,8
2087,1,8
1737,1,8
4317,1,8
1596,1,8
918,1,8
3750,1,8
2087,1,8
1964,1,8
2658,1,8
4476,1,8
2117,1,8
966,1,8
184,1,8
2539,1,8
2558,1,8
836,1,8
1406,1,8
2755,1,8
391,1,8
604,1,8
708,1,8
73,1,8
2469,1,8
2469,1,8
715,1,8
715,1,8
461,1,8
587,1,8
1485,1,8
461,1,8
715,1,8
5922,1,8
397,1,8
5364,1,8
184,1,8
2560,1,8
1823,1,8
1485,1,8
1909,1,8
490,1,8
2974,1,8
639,1,8
3293,1,8
447,1,8
447,1,8
2860,1,8
470,1,8
1772,1,8
2081,1,8
2598,1,8
1973,1,8
4444,1,8
5287,1,8
2928,1,8
2985,1,8
5935,1,8
4356,1,8
3274,1,8
2890,1,8
5029,1,8
316,1,8
2403,1,8
5847,1,8
6172,1,8
987,1,8
337,1,8
3360,1,8
5314,1,8
4101,1,8
1910,1,8
1387,1,8
112,1,8
4183,1,8
3482,1,8
2099,1,8
4655,1,8
5922,1,8
4690,1,8
734,1,8
6172,1,8
3935,1,8
4526,1,8
1228,1,8
1543,1,8
699,1,8
604,1,8
699,1,8
699,1,8
699,1,8
699,1,8
987,1,8
699,1,8
699,1,8
3449,1,8
343,1,8
708,1,8
343,1,8
343,1,8
4063,1,8
699,1,8
4546,1,8
3449,1,8
3449,1,8
699,1,8
4546,1,8
699,1,8
4427,1,8
699,1,8
343,1,8
343,1,8
343,1,8
3069,1,8
802,1,8
2251,1,8
2251,1,8
2251,1,8
375,1,8
5022,1,8
5022,1,8
343,1,8
343,1,8
5991,1,8
5991,1,8
5991,1,8
699,1,8
5072,1,8
889,1,8
343,1,8
5022,1,8
5072,1,8
2237,1,8
2237,1,8
375,1,8
3716,1,8
5669,1,8
5022,1,8
5022,1,8
5022,1,8
699,1,8
5022,1,8
343,1,8
343,1,8
3275,1,8
699,1,8
3275,1,8
699,1,8
4577,1,8
5022,1,8
4577,1,8
5373,1,8
5022,1,8
5373,1,8
5022,1,8
5373,1,8
5022,1,8
5373,1,8
5373,1,8
5022,1,8
5373,1,8
5022,1,8
5373,1,8
5373,1,8
5022,1,8
5373,1,8
5373,1,8
395,1,8
395,1,8
5373,1,8
4063,1,8
3221,1,8
2291,1,8
1395,1,8
274,1,8
5162,1,8
5743,1,8
3461,1,8
1968,1,8
4145,1,8
1037,1,8
3163,1,8
1831,1,8
1831,1,8
2840,1,8
234,1,8
5180,1,8
1878,1,8
1736,1,8
955,1,8
2091,1,8
5215,1,8
3184,1,8
5297,1,8
2751,1,8
1831,1,8
1831,1,8
1831,1,8
2033,1,8
3880,1,8
6789,1,8
5162,1,8
5073,1,8
5073,1,8
1126,1,8
6937,1,8
1562,1,8
1562,1,8
1562,1,8
224,1,8
5185,1,8
1099,1,8
4683,1,8
1373,1,8
5131,1,8
2058,1,8
3104,1,8
890,1,8
5131,1,8
3510,1,8
4607,1,8
963,1,8
2359,1,8
554,1,8
975,1,8
2058,1,8
1658,1,8
1460,1,8
5657,1,8
2081,1,8
449,1,8
470,1,8
2718,1,8
3896,1,8
4687,1,8
2586,1,8
1567,1,8
101,1,8
1618,1,8
1933,1,8
4504,1,8
1279,1,8
1228,1,8
1039,1,8
2511,1,8
97,1,8
554,1,8
5204,1,8
1862,1,8
205,1,8
1490,1,8
2925,1,8
5091,1,8
3395,1,8
1490,1,8
1490,1,8
3406,1,8
4284,1,8
1490,1,8
1735,1,8
5760,1,8
4157,1,8
1728,1,8
5760,1,8
1513,1,8
5747,1,8
5747,1,8
5747,1,8
5747,1,8
4472,1,8
160,1,8
2922,1,8
3011,1,8
2264,1,8
1614,1,8
3314,1,8
3279,1,8
5344,1,8
890,1,8
2317,1,8
7329,1,8
7340,1,8
3168,1,8
4567,1,8
2740,1,8
2429,1,8
5372,1,8
6172,1,8
1861,1,8
1194,1,8
5039,1,8
3151,1,8
2188,1,8
70,1,8
924,1,8
4417,1,8
3261,1,8
1581,1,8
3119,1,8
3239,1,8
2267,1,8
2267,1,8
3239,1,8
3239,1,8
3239,1,8
2359,1,8
5869,1,8
2722,1,8
3239,1,8
3183,1,8
3239,1,8
391,1,8
3209,1,8
5039,1,8
3239,1,8
5077,1,8
5077,1,8
3893,1,8
5479,1,8
1586,1,8
5847,1,8
2359,1,8
2340,1,8
644,1,8
1469,1,8
1469,1,8
304,1,8
1997,1,8
1054,1,8
1054,1,8
2986,1,8
1053,1,8
1151,1,8
1927,1,8
1397,1,8
3151,1,8
1053,1,8
1130,1,8
3104,1,8
3419,1,8
5174,1,8
3529,1,8
1056,1,8
955,1,8
3311,1,8
5847,1,8
2599,1,8
1469,1,8
3404,1,8
5464,1,8
2840,1,8
1469,1,8
2840,1,8
1679,1,8
1595,1,8
1535,1,8
4682,1,8
1271,1,8
2318,1,8
5233,1,8
558,1,8
1596,1,8
3247,1,8
234,1,8
3646,1,8
4531,1,8
581,1,8
5246,1,8
5280,1,8
1391,1,8
2213,1,8
4557,1,8
5828,1,8
3835,1,8
2699,1,8
5751,1,8
4734,1,8
1325,1,8
4208,1,8
192,1,8
578,1,8
2115,1,8
6172,1,8
1909,1,8
1411,1,8
5981,1,8
2014,1,8
609,1,8
1194,1,8
1320,1,8
2306,1,8
1039,1,8
5162,1,8
6964,1,8
1223,1,8
2331,1,8
3520,1,8
916,1,8
2763,1,8
3541,1,8
1358,1,8
1715,1,8
2286,1,8
4691,1,8
5184,1,8
3860,1,8
5285,1,8
4538,1,8
2967,1,8
2609,1,8
5981,1,8
2609,1,8
5201,1,8
3447,1,8
2244,1,8
5193,1,8
1679,1,8
2528,1,8
404,1,8
5058,1,8
3222,1,8
1094,1,8
5387,1,8
3274,1,8
1543,1,8
1853,1,8
2609,1,8
5150,1,8
5028,1,8
2318,1,8
2600,1,8
1828,1,8
3151,1,8
1571,1,8
195,1,8
1839,1,8
292,1,8
2671,1,8
5274,1,8
868,1,8
5091,1,8
5693,1,8
1991,1,8
1906,1,8
5625,1,8
1217,1,8
3406,1,8
5028,1,8
5028,1,8
1868,1,8
1839,1,8
5767,1,8
868,1,8
2180,1,8
2855,1,8
7238,1,8
3774,1,8
5076,1,8
5280,1,8
1504,1,8
796,1,8
1882,1,8
805,1,8
522,1,8
266,1,8
5280,1,8
3206,1,8
1012,1,8
1012,1,8
1828,1,8
1419,1,8
1463,1,8
423,1,8
423,1,8
423,1,8
423,1,8
423,1,8
999,1,8
1914,1,8
1772,1,8
112,1,8
112,1,8
112,1,8
3198,1,8
2021,1,8
1827,1,8
5410,1,8
5410,1,8
2688,1,8
1578,1,8
4476,1,8
5602,1,8
1966,1,8
149,1,8
1305,1,8
595,1,8
400,1,8
1212,1,8
1133,1,8
