Store / Club #,Vision Center NPI #,Tax ID,Davis Vision Office ID #,Superior Vision Office ID #
2922,1215017322,71-0415188,47365,30309
2923,1215018817,71-0415188,47366,29794
2924,1114000452,71-0862119,30844,31946
2926,1922189398,74-3019386,47367,34269
2927,1295816619,71-0415188,47368,29933
2928,1437231735,71-0862119,47369,32611
2929,1902673908,71-0862119,118643,70825
2931,1225110794,71-0862119,47370,32333
2932,1083790232,71-0862119,47371,31227
2933,1104920396,71-0862119,47372,31730
2934,1730262387,71-0415188,47373,29763
2935,1558444190,71-0415188,47374,30328
2937,1447363197,71-0415188,47376,29681
2938,1346325289,71-0862119,47377,31896
2939,1861577413,71-0862119,47378,31706
2941,1376627984,71-0862119,47379,32497
2945,1770665267,71-0862119,42323,31132
2946,1831560465,71-0862119,36637,31924
2947,1275622219,71-0415188,47380,30357
2948,1851477053,71-0415188,47381,29719
2950,1437248390,71-0415188,47383,30094
2951,1346326543,71-0415188,47384,29817
2952,1689757221,71-0415188,47385,30132
2953,1003249947,71-0862119,1891,31961
2955,1154405793,71-0862119,47386,31584
2956,1992888549,71-0415188,49696,29742
2957,1063593564,71-0415188,47387,29778
2958,1295816205,71-0862119,47388,32257
2959,1588747208,71-0862119,47389,32035
2962,1497849780,71-0862119,47391,31852
2963,1700970001,71-0862119,47392,32603
2965,1427147487,71-0862119,47393,32126
2966,1154425866,71-0862119,41988,31830
2967,1417030776,71-0862119,49701,32199
2973,1609216837,74-3019386,38825,34005
2978,1619051273,74-3019386,47394,34308
2980,1790869360,74-3019386,47395,34326
2985,1275614299,71-0415188,47396,30288
2986,1659452662,71-0862119,47397,31280
2987,1649511346,71-0862119,36396,32369
2988,1609959840,71-0862119,47398,31963
2989,1902987043,71-0415188,51646,30153
2990,1760568208,71-0415188,47399,29641
2991,1982795159,74-3019386,47400,34106
2992,1801997309,71-0862119,47401,32145
2993,1144312794,74-3019386,47402,34182
2994,1760563324,71-0862119,47403,32085
2996,1679654198,74-3019386,47404,34089
3004,1386060242,71-0415188,31652,30057
3014,1144660747,74-3019386,3042,34100
3017,1801236096,71-0862119,3036,32450
3018,1871980219,71-0415188,8716,30155
3044,1285978692,74-3019386,35121,34164
3056,1326428095,74-3019386,9453,34170
3057,1972843183,74-3019386,36392,34026
3058,1093194946,74-3019386,9100,34339
3059,1770913683,71-0862119,7585,31897
3061,1275913121,71-0862119,9455,32737
3077,1336497049,71-0862119,32321,32663
3078,1063812543,71-0862119,36322,32038
3093,1972941557,71-0415188,1515,30319
3106,1013357581,74-3019386,3035,34327
3107,1184083487,74-3019386,37674,34136
3112,1386984656,74-3019386,36613,34206
3136,1811337397,74-3019386,3044,34043
3150,1063800175,71-0415188,43628,29828
3151,1023446200,71-0415188,7520,30190
3159,1851782387,71-0862119,3379,31124
3163,1598125361,71-0862119,37671,31180
3169,1922429836,74-3019386,9694,34007
3170,1003237918,74-3019386,9698,34034
3180,1427473107,71-0415188,31002,30168
3182,1366886269,71-0862119,37919,31341
3192,1861732687,71-0862119,35854,31268
3197,1033534458,71-0862119,31678,31497
3201,1659454585,71-0862119,47405,31395
3205,1356424592,71-0862119,47406,31238
3206,1720182025,71-0862119,47407,31883
3207,1912091117,71-0862119,47408,31529
3208,1912096959,71-0415188,47409,30271
3209,1881776334,71-0415188,47410,29833
3210,1407939952,71-0415188,47411,29988
3212,1245770759,71-0862119,33155,42038
3213,1336240878,74-3019386,47412,34168
3214,1235210113,71-0862119,47413,32640
3215,1598841827,71-0862119,54023,32550
3216,1558442509,71-0862119,47414,31272
3217,1942671359,71-0415188,37425,29842
3218,1053401398,71-0415188,47415,29882
3219,1700962545,71-0862119,47416,32728
3220,1962592204,71-0415188,47417,29966
3222,1689756793,71-0862119,44628,31352
3223,1396828893,71-0862119,32081,31129
3224,1447334842,74-3019386,47419,34259
3225,1689758765,74-3019386,47420,34138
3226,1235220419,74-3019386,47421,34140
3227,1558447953,71-0415188,53859,29789
3228,1689756173,71-0862119,44027,32674
3230,1205919776,71-0415188,47422,30112
3232,1194800763,71-0415188,47423,30310
3233,1699856195,71-0415188,47424,29881
3235,1285728485,71-0862119,51787,31432
3236,1497837983,71-0862119,52507,32161
3237,1124109194,71-0415188,47426,30224
3239,1184709750,71-0415188,47427,29970
3241,1437247574,71-0415188,47428,29841
3243,1891885497,71-0862119,47429,32397
3247,1780764134,71-0862119,47431,13163
3248,1144300492,71-0415188,47432,29722
3250,1346331394,71-0862119,47433,32719
3251,1366546988,71-0862119,47434,31406
3253,1396827887,71-0862119,6429,31222
3254,1801970025,71-0415188,47435,30207
3255,1063596609,71-0415188,47436,30192
3258,1568559078,71-0415188,47437,30162
3259,1235226747,71-0415188,47438,30080
3260,1720160682,71-0415188,47439,29736
3261,1326124512,71-0415188,47440,29993
3262,1477658581,71-0862119,47441,32621
3265,1417046293,71-0862119,47442,31956
3266,1003998592,71-0862119,50756,32810
3267,1881777589,71-0415188,47443,29835
3268,1174605083,71-0862119,47444,31703
3270,1972683605,71-0862119,47445,32198
3271,1427131671,71-0862119,47446,32481
3273,1346322088,71-0415188,47447,29775
3274,1063593077,74-3019386,47448,34337
3276,1467536003,71-0415188,47449,30117
3277,1679655666,71-0415188,47450,29770
3278,1013090364,71-0415188,47451,30349
3279,1144311325,74-3019386,47452,34112
3280,1447363759,71-0862119,47453,31457
3281,1306928890,71-0862119,44033,32565
3282,1720182819,71-0862119,47454,31354
3283,1285719872,71-0415188,47455,29630
3284,1801061668,74-3019386,59541,34235
3285,1417039322,74-3019386,47456,34281
3286,1356422364,74-3019386,47457,33990
3288,1518041169,71-0862119,47458,31191
3289,1659452043,71-0862119,47459,31456
3290,1356423362,71-0415188,47460,29615
3291,1710077334,71-0862119,47461,32307
3292,1508942913,71-0862119,47462,32860
3293,1497836837,71-0862119,53268,31835
3294,1407938459,71-0862119,47463,32712
3295,1437828522,71-0862119,114642,62281
3296,1750473211,74-3019386,47464,34145
3297,1952492134,74-3019386,47465,34024
3298,1669564126,74-3019386,47466,34141
3300,1194822627,71-0862119,50757,31344
3302,1578655031,74-3019386,51931,34348
3304,1386725778,71-0862119,51932,31546
3305,1982794590,71-0862119,52488,32678
3307,1447344643,71-0862119,53260,32209
3308,1518042423,71-0862119,54238,31516
3309,1356435556,71-0862119,53261,32361
3310,1083741672,71-0862119,56007,31177
3311,1245363381,71-0862119,53653,31686
3313,1053494765,71-0415188,50239,29635
3319,1861583049,74-3019386,50763,34108
3320,1194816355,74-3019386,50764,34117
3322,1366523458,71-0862119,51377,32339
3328,1023199502,71-0862119,50920,31221
3329,1669635405,71-0862119,60699,32740
3331,1033295027,71-0415188,49383,30223
3332,1588833545,71-0862119,59103,31639
3334,1265531644,71-0862119,54024,32148
3336,1003998931,71-0862119,52000,31874
3337,1346464724,71-0862119,56834,32124
3342,1649361809,71-0862119,52469,31636
3344,1609959386,71-0862119,51933,32470
3347,1114002052,71-0862119,52429,32738
3348,1306978630,71-0862119,53652,31179
3349,1912039223,71-0862119,53651,32267
3350,1790840692,71-0415188,55427,30198
3351,1962501445,71-0415188,54025,30265
3352,1871854000,71-0415188,31059,29622
3360,1073601613,71-0415188,51934,29986
3363,1376626630,71-0862119,50947,32123
3364,1821171430,71-0415188,50240,29793
3367,1245312545,71-0862119,50927,32446
3370,1487758629,71-0862119,53245,32479
3371,1568543122,71-0862119,51936,32154
3380,1013098912,71-0415188,52450,30177
3383,1750462149,74-3019386,51937,34216
3387,1265526461,71-0862119,53262,31582
3388,1598532434,71-0862119,118644,70826
3389,1174606339,71-0862119,52452,32194
3390,1487746947,74-3019386,53256,33984
3391,1295827756,74-3019386,50642,34278
3394,1114008919,71-0415188,50749,29850
3395,1477636173,71-0415188,51358,30077
3397,1720111719,71-0862119,53654,31613
3400,1710183645,71-0415188,57386,29927
3401,1235294133,71-0862119,55428,32625
3402,1407947799,71-0862119,54030,31412
3403,1689757783,71-0862119,52470,32247
3404,1043393788,71-0415188,31066,29863
3406,1649351172,74-3019386,52478,34065
3407,1225234461,71-0415188,57387,29629
3408,1912088816,71-0415188,51938,30041
3412,1508997024,71-0862119,56023,31705
3417,1497883698,71-0862119,56008,32671
3418,1174933741,71-0862119,33766,32030
3422,1720236011,71-0862119,60883,31715
3423,1528341898,71-0862119,3282,32560
3425,1124119300,74-3019386,52466,34353
3427,1265514038,71-0862119,51792,32610
3428,1841373180,71-0862119,53106,31416
3429,1801927330,71-0862119,56024,32045
3430,1235992488,71-0862119,118951,71125
3431,1700969805,74-3019386,51647,34159
3432,1437231404,74-3019386,53221,34351
3433,1871868737,74-3019386,9083,33983
3434,1962567867,71-0415188,55429,29699
3435,1205931698,71-0862119,53009,31264
3436,1588727655,71-0862119,55406,32700
3439,1497818660,71-0862119,55407,32896
3443,1528143369,71-0862119,54245,32435
3445,1801929856,71-0862119,53513,31398
3447,1306909577,71-0862119,55408,32253
3453,1528475381,71-0862119,33595,32231
3454,1588745525,71-0415188,47467,29670
3455,1326179748,71-0415188,56342,29738
3458,1720527955,71-0862119,5330,41732
3459,1073697629,71-0415188,47468,29917
3460,1982788535,71-0415188,47469,30353
3461,1346321775,71-0862119,47470,31991
3462,1023190998,71-0862119,47471,32155
3463,1174617377,71-0862119,47472,31313
3464,1952484594,71-0415188,47473,30108
3465,1437247483,71-0415188,47474,30189
3472,1841371887,71-0415188,47476,30026
3473,1578644514,71-0415188,47477,30161
3474,1568556777,71-0862119,44609,32636
3475,1477636926,71-0862119,42326,32656
3476,1518049436,71-0862119,47478,32302
3477,1265513303,71-0415188,47479,30297
3478,1487735429,71-0415188,49695,30278
3480,1912087651,71-0862119,47480,31210
3482,1295816718,74-3019386,47481,34219
3483,1538242359,71-0862119,47482,32890
3484,1558455766,71-0862119,47483,32055
3486,1215032800,71-0862119,47484,32886
3487,1598848178,71-0862119,47485,32489
3488,1407937394,71-0862119,47486,31672
3489,1629157227,71-0862119,47487,32649
3490,1386727832,71-0862119,47488,32709
3492,1225118938,71-0415188,47489,29655
3493,1598846511,71-0415188,47490,29617
3494,1689762163,71-0415188,47491,30302
3495,1285717546,71-0862119,47492,31859
3497,1003997016,71-0862119,47494,32364
3498,1003999640,71-0415188,47495,30150
3499,1184093619,71-0862119,33760,31492
3500,1902998610,74-3019386,47496,34263
3501,1902989411,71-0862119,49726,31133
3502,1306944087,71-0862119,47497,32141
3503,1568543940,71-0862119,47498,31517
3505,1215012737,71-0862119,47499,31357
3510,1083706790,74-3019386,47501,34080
3511,1750696951,71-0415188,66445,30221
3513,1285715003,71-0415188,47502,30327
3514,1811070329,71-0862119,42327,32455
3515,1740383165,71-0862119,47503,32517
3516,1649351537,71-0415188,47504,29729
3518,1679664858,74-3019386,47505,34127
3520,1982792487,71-0862119,49714,32309
3522,1194806232,71-0415188,49385,30052
3523,1710060504,71-0415188,52492,29969
3525,1508929696,71-0415188,55409,29795
3526,1588755615,71-0862119,47506,32727
3527,1891886073,71-0862119,47507,31569
3529,1689756926,71-0862119,47508,31219
3531,1104907146,71-0415188,47509,29741
3533,1164507745,71-0415188,47510,30315
3534,1770664872,71-0415188,47511,17924
3535,1992886030,71-0862119,47512,32208
3537,1639234420,71-0415188,55430,30282
3538,1336230549,71-0862119,47513,32822
3541,1720161235,71-0862119,44028,32492
3548,1235228206,71-0862119,47514,32872
3560,1477924009,71-0862119,34856,32647
3561,1326124744,71-0862119,49386,31402
3564,1609643543,71-0862119,118645,70827
3566,1952482341,71-0415188,47515,30374
3568,1922189968,71-0415188,47516,30040
3569,1164514873,74-3019386,38160,34028
3570,1134203383,71-0862119,47518,32388
3571,1174615884,71-0862119,47519,32044
3572,1245322965,74-3019386,47520,33993
3573,1881777563,71-0862119,47521,32898
3580,1912000548,71-0862119,47522,31374
3581,1902900608,71-0862119,47523,32029
3582,1225116270,71-0415188,47524,29777
3583,1043323348,71-0862119,47525,32111
3584,1518351006,74-3019386,8799,34253
3585,1144680539,74-3019386,38153,34165
3587,1710061932,71-0415188,47526,30217
3588,1144301755,71-0862119,47527,31587
3589,1740361781,71-0415188,44629,30074
3590,1578644571,71-0415188,47528,30033
3591,1205927480,74-3019386,47529,34094
3595,1114016003,71-0862119,47530,32759
3596,1801974852,71-0862119,9976,31841
3597,1174608475,71-0415188,44613,29894
3601,1144303702,71-0415188,53247,30169
3602,1508028333,71-0415188,59982,29638
3607,1922105527,71-0862119,53271,32941
3608,1144323775,71-0862119,52493,32613
3611,1861576951,71-0862119,54240,32661
3612,1538262977,71-0862119,53011,32505
3616,1629151444,71-0862119,53500,31304
3621,1467517375,71-0862119,55431,31660
3623,1669504874,74-3019386,53689,34224
3624,1205919941,71-0415188,51375,30373
3625,1841372786,71-0862119,53860,32076
3626,1093870909,71-0862119,55432,32206
3630,1811078009,71-0415188,52453,30220
3631,1124399324,74-3019386,7874,34019
3632,1396828976,71-0862119,51649,32664
3633,1992807200,71-0862119,53253,10898
3634,1629109053,71-0862119,56348,32210
3639,1588042790,71-0862119,8608,31906
3640,1447557798,74-3019386,69215,33999
3641,1932202975,71-0862119,53251,31709
3645,1053494591,74-3019386,51939,34102
3648,1770663510,71-0415188,53013,29740
3652,1871717256,71-0415188,56836,30306
3658,1336271501,71-0862119,53660,31775
3659,1376646216,71-0862119,53861,32469
3660,1093898355,71-0862119,52494,32234
3693,1538297080,66-0475164,54565,00059082
3700,1578667762,71-0862119,53250,31773
3702,1508957416,71-0862119,53246,31379
3705,1740486539,71-0415188,57112,29809
3708,1629469788,71-0415188,1095,30075
3709,1154406650,71-0862119,52843,31895
3710,1710156773,71-0862119,59104,32238
3712,1578628483,71-0415188,55433,30285
3716,1356479802,66-0475164,54566,00059435
3717,1841354651,71-0862119,55410,32328
3720,1851572788,71-0862119,57961,32246
3722,1053496950,71-0862119,54248,31916
3725,1841393758,71-0415188,54031,30344
3726,1427130343,71-0862119,52506,32628
3728,1902937402,71-0415188,56018,30110
3729,1821179862,71-0415188,52455,30193
3730,1487082665,71-0415188,7552,30069
3731,1336318393,71-0862119,59057,32409
3732,1750464095,71-0862119,53015,32865
3733,1093984049,71-0862119,59105,31279
3734,1588745558,71-0415188,52467,29680
3739,1942309422,71-0415188,54032,30241
3741,1659703429,71-0862119,4389,31246
3742,1083914733,71-0415188,68208,29756
3747,1073617395,71-0862119,53018,31477
3748,1528143468,71-0862119,54241,32285
3749,1831313204,71-0862119,56558,32012
3750,1699865444,71-0862119,52844,32472
3751,1053409607,71-0415188,52845,29812
3754,1487719399,71-0415188,55434,29632
3757,1548578156,71-0415188,66693,30121
3760,1528199940,71-0415188,56345,29810
3762,1528149325,71-0415188,53492,30262
3763,1447568050,74-3019386,66694,34021
3765,1376628917,71-0862119,52471,31359
3768,1427130756,71-0862119,53526,31337
3771,1275696361,71-0415188,55411,30256
3772,1972635167,71-0862119,53692,32421
3773,1750464368,74-3019386,53257,34349
3777,1376674630,74-3019386,56351,34020
3778,1487786836,71-0415188,53693,30144
3780,1821394248,71-0862119,68912,32087
3781,1275717001,71-0862119,58520,32403
3782,1114196177,71-0862119,59106,32593
3783,1033295431,71-0862119,53269,32204
3784,1164623419,71-0862119,56341,31347
3785,1346321726,71-0862119,54239,32467
3786,1275632580,71-0862119,54034,32157
3790,1922292432,71-0415188,57685,29790
3792,1477737542,71-0862119,59058,31973
3794,1316002132,71-0415188,55435,30071
3795,1063742690,71-0862119,64262,31767
3796,1831524560,71-0415188,3045,29720
3799,1023171139,71-0415188,55412,29935
3801,1902239031,71-0415188,1869,30350
3804,1053661447,71-0862119,32664,32838
3806,1992902449,71-0415188,57388,29693
3810,1922193788,71-0862119,54035,32631
3812,1285797209,71-0862119,55413,31976
3823,1790933083,71-0415188,61132,30064
3824,1992174130,71-0415188,36674,30294
3826,1235262221,74-3019386,53688,34098
3827,1972751261,74-3019386,61133,34265
3829,1043375868,71-0862119,55436,32048
3830,1780032987,71-0862119,41393,39437
3833,1396800116,71-0415188,55437,29785
3835,1467517102,71-0862119,55438,32547
3837,1871623447,71-0415188,55860,30175
3838,1134202690,71-0862119,52495,31738
3840,1336229996,71-0862119,53511,31283
3843,1962752253,71-0862119,33153,32617
3847,1710083100,71-0415188,52846,29648
3848,1508914227,71-0415188,55439,29918
3850,1063704799,71-0415188,1110,30242
3851,1891886669,71-0862119,54036,31865
3853,1902987373,71-0415188,53514,29990
3857,1467633396,71-0862119,58056,31800
3858,1184032021,71-0862119,34879,31828
3860,1871721530,71-0862119,62829,31704
3861,1295931137,71-0415188,57389,30208
3864,1043495781,71-0862119,58522,32551
3867,1568525343,71-0415188,55415,29870
3868,1124225685,71-0862119,57390,31257
3872,1205184249,71-0415188,32306,29599
3874,1487735874,71-0862119,53490,32925
3876,1073696712,71-0862119,53505,32165
3877,1447425202,71-0862119,59544,31621
3883,1427321249,71-0415188,7877,30362
3886,1912080508,74-3019386,54251,34210
3887,1740443597,71-0862119,60700,31208
3888,1447474820,74-3019386,56837,34000
3889,1639402357,71-0862119,63174,32122
3891,1710015219,71-0415188,53495,30103
3893,1801271002,71-0415188,9456,30114
3894,1255495107,71-0862119,55416,31868
3896,1689849416,71-0415188,59545,29907
3897,1720212632,71-0415188,62476,29953
3912,1679341259,71-0862119,118646,70828
4049,1235684135,71-0415188,41774,40491
4055,1699123893,74-3019386,41400,39447
4063,1700256286,71-0862119,33281,31590
4064,1265840201,71-0862119,36075,32439
4065,1417334939,71-0862119,8609,32781
4068,1427447945,71-0415188,88,29679
4101,1457756546,71-0415188,7380,30093
4102,1912445487,74-3019386,48844,41039
4103,1629486402,74-3019386,36068,34084
4108,1437562360,71-0415188,33800,30180
4109,1780097667,71-0794412,33808,30676
4111,1003307059,74-3019386,52709,45699
4112,1205229259,74-3019386,3380,34121
4115,1174902027,74-3019386,36919,34272
4129,1184047169,71-0862119,31006,31385
4130,1508257312,74-3019386,1093,34267
4131,1477993954,74-3019386,3043,34345
4132,1386004554,71-0415188,37844,30358
4137,1598102295,71-0415188,38750,29864
4144,1144645508,71-0862119,30731,32178
4153,1932524295,71-0862119,31011,32024
4156,1588112809,71-0862119,43150,00059184
4162,1326452160,74-3019386,33812,34027
4163,1265858120,74-3019386,31658,34160
4164,1982027967,74-3019386,31145,34166
4165,1447668223,74-3019386,36296,34124
4166,1194164996,71-0862119,1879,32893
4171,1114355393,71-0415188,32912,29668
4176,1396155701,71-0415188,33757,29904
4183,1760806806,74-3019386,30383,34286
4185,1083039572,71-0862119,31676,31875
4187,1649609678,71-0862119,7609,31981
4191,1205251667,71-0862119,31683,32693
4194,1790125581,74-3019386,1887,34209
4195,1518741222,71-0862119,117749,69833
4200,1841469541,71-0862119,59059,32653
4201,1003085705,71-0862119,59107,32669
4215,1962566919,74-3019386,55417,34332
4216,1851477046,71-0862119,46709,31752
4219,1184756348,74-3019386,53690,34293
4221,1083929277,71-0415188,66209,29909
4223,1518098045,71-0862119,56025,31893
4224,1508920406,71-0862119,55418,31736
4231,1073613337,71-0862119,53862,32744
4235,1508956962,71-0862119,53657,31877
4237,1588979777,71-0862119,66210,31170
4238,1962626333,71-0415188,56838,29989
4239,1770854374,71-0415188,7875,29945
4240,1568643492,74-3019386,57837,34171
4243,1760568950,71-0862119,53863,31273
4244,1568593069,71-0415188,56016,29709
4253,1659402089,71-0415188,56346,29885
4256,1245409200,71-0415188,59060,30211
4257,1336518869,71-0415188,33765,29601
4260,1811027469,71-0862119,56009,31652
4262,1780748681,71-0862119,55419,32332
4272,1740659275,71-0415188,33274,29658
4273,1821129321,71-0862119,56017,31250
4276,1144539446,71-0862119,66695,31381
4277,1306015003,71-0862119,59108,31568
4279,1811052756,74-3019386,55420,34195
4283,1649641275,71-0862119,34012,32011
4284,1003964776,71-0415188,55440,30151
4286,1841666963,71-0415188,9457,29873
4295,1215102082,71-0862119,59622,32635
4298,1174747547,74-3019386,56839,34340
4299,1497803092,74-3019386,55441,34283
4303,1346647062,71-0862119,43619,32139
4321,1952570657,71-0415188,59109,30219
4323,1104294065,71-0415188,9757,30191
4330,1265656649,71-0862119,56840,31533
4332,1073737458,71-0862119,56841,32858
4333,1205032125,71-0862119,57113,31169
4334,1558595462,71-0862119,62477,31445
4335,1659577443,71-0415188,57114,29663
4336,1649476573,71-0415188,57115,29703
4340,1235487943,71-0415188,32314,29723
4348,1396914099,71-0862119,59111,31701
4352,1114250834,71-0415188,63262,30096
4358,1417105701,71-0415188,61134,29784
4365,1619425683,71-0862119,45901,40658
4368,1316385735,71-0862119,38772,32186
4383,1215106273,71-0862119,59066,32579
4392,1194142273,71-0415188,31462,29688
4394,1336320266,71-0415188,58058,29687
4395,1194194605,71-0415188,32595,30263
4403,1164701017,71-0862119,2616,31878
4404,1528367935,71-0862119,69548,32456
4409,1851766307,71-0862119,36699,31630
4412,1477734309,71-0415188,57963,29611
4416,1699042325,74-3019386,7540,34030
4417,1508031378,71-0862119,59776,32798
4420,1801010277,71-0862119,56561,31274
4423,1750550711,71-0862119,59062,32557
4424,1386065720,71-0862119,30249,32049
4430,1194959007,71-0415188,62318,30136
4435,1679896641,71-0862119,64815,32202
4440,1356711832,71-0862119,34006,31289
4444,1386878379,71-0862119,62319,31199
4451,1982879748,71-0415188,59547,29896
4456,1053620351,71-0862119,66696,31119
4475,1760657530,71-0415188,59623,30109
4479,1417126467,71-0862119,59063,31204
4482,1467785188,71-0862119,63260,32071
4483,1417126103,71-0862119,59112,31832
4484,1619277365,71-0862119,68209,32778
4497,1073988523,71-0862119,37156,31173
4503,1104352459,74-3019386,8526,41851
4511,1710362918,71-0415188,33279,29780
4512,1225578529,74-3019386,6697,41514
4521,1285828632,71-0862119,57686,31615
4526,1972811586,74-3019386,66697,34225
4538,1871768648,74-3019386,59550,34275
4540,1578934980,71-0862119,37434,32915
4553,1447315387,71-0862119,55421,31282
4558,1821369356,71-0862119,7876,32352
4567,1417261207,71-0415188,66109,30290
4574,1508094269,71-0862119,62664,32578
4583,1184872467,71-0862119,61135,32299
4588,1588987556,71-0862119,64817,32108
4590,1255874970,71-0862119,48860,41037
4593,1316175086,71-0862119,62830,32444
4597,1104180256,71-0862119,31844,32851
4599,1568604551,71-0415188,62227,30159
4600,1295040491,71-0415188,66446,29653
4611,1417382037,71-0415188,4387,30232
4612,1265802730,71-0862119,33286,31625
4623,1366786774,71-0862119,35128,32620
4627,1962710574,74-3019386,66698,34153
4631,1245513514,71-0862119,3619,31234
4638,1861707051,71-0862119,66211,31393
4641,1669841730,71-0415188,33291,29689
4643,1902221773,71-0862119,31684,31472
4644,1053869362,71-0862119,43149,25375
4653,1255718953,71-0415188,9103,30234
4677,1598073108,71-0862119,66699,32939
4679,1043583784,71-0862119,8450,32190
4683,1821415779,71-0862119,32256,31214
4687,1225286511,71-0862119,61024,31995
4695,1528368271,71-0415188,68210,30273
4697,1215242409,71-0862119,66212,32151
4702,1205921129,71-0794412,67329,30584
4703,1891896080,71-0794412,67427,30515
4704,1689750879,71-0794414,67508,31064
4707,1740375666,71-0794414,67658,31072
4709,1295827707,71-0794414,67509,30950
4710,1710083191,71-0794412,67206,30650
4711,1295831543,71-0794412,67205,30720
4712,1992892442,71-0794412,67328,30514
4713,1346335106,71-0794412,67327,30609
4718,1184886913,71-0794414,67214,30941
4720,1740377415,71-0794412,67326,30803
4721,1013004613,71-0794412,67324,30890
4722,1184723736,71-0794412,67435,30628
4724,1932289063,71-0794412,67174,30697
4728,1295040665,71-0794412,67653,30510
4729,1306942685,71-0794412,67204,30786
4730,1285726794,71-0794414,67213,31063
4731,1134765100,71-0794412,110699,49041
4732,1093807505,71-0794414,67486,30970
4734,1164955852,71-0415188,118527,70829
4735,1952495244,71-0794414,67511,30952
4736,1184705972,71-0794414,67540,30959
4738,1003903758,71-0794414,67536,30994
4739,1356449912,71-0794412,67726,30581
4740,1609962943,71-0794412,67480,30791
4741,1255417440,71-0794412,67517,30507
4742,1184716607,71-0794412,67323,30777
4743,1992897417,71-0794412,67322,30536
4745,1417041708,71-0794414,67559,31087
4749,1639620099,71-0794414,45895,40653
4750,1033214143,71-0794412,67404,30534
4755,1275637894,71-0794414,67705,31062
4763,1922195528,71-0794412,67321,30727
4764,1144316290,71-0794412,67320,30627
4767,1598866709,71-0794414,67512,31012
4768,1861586158,71-0794414,67420,31029
4769,1235212820,71-0794412,67319,30814
4770,1619125903,71-0794414,67560,31000
4771,1669570875,71-0794412,67632,30766
4772,1912005125,71-0794412,67583,30688
4774,1518060045,71-0794412,67433,30690
4775,1457448854,71-0794412,67645,30748
4776,1306933809,71-0794412,67452,30826
4777,1396820239,71-0794414,67561,31066
4778,1871685453,71-0794412,67594,30772
4780,1659479996,71-0794412,67725,30721
4781,1639269756,71-0794412,32813,30681
4782,1871691279,71-0794412,67585,30794
4783,1689768970,71-0794412,67318,30808
4784,1891889192,71-0794412,67426,30665
4785,1851492698,71-0794412,67588,30526
4786,1205911146,71-0794414,67212,30955
4787,1215024724,71-0794414,67533,30975
4789,1326348079,71-0794412,67790,30702
4794,1306060777,71-0794412,67590,30728
4795,1114011319,71-0794412,120042,72152
4797,1376640698,71-0794412,67473,30647
4798,1851482046,71-0794412,67471,30673
4799,1932293149,71-0794414,67514,31056
4801,1902102411,71-0794412,68862,30511
4802,1750489167,71-0794412,67724,30796
4804,1053403600,71-0794412,67723,30601
4805,1881924413,71-0794414,67476,31019
4808,1790223006,71-0794414,6682,41513
4815,1104912161,71-0794414,67697,30979
4816,1629162839,71-0794414,67562,31047
4817,1134219132,71-0794412,67457,30833
4818,1124128921,71-0794412,67592,30559
4819,1245324458,71-0794414,67516,31040
4820,1205927977,71-0794412,67721,30574
4822,1205927456,71-0794414,67518,31014
4824,1720179260,71-0794414,67523,30990
4828,1104374420,71-0794412,45897,40651
4829,1851575831,71-0794414,67488,30989
4830,1508957721,71-0794414,67490,30956
4831,1992806418,71-0794412,67468,30758
4836,1346669397,71-0794412,32929,30607
4837,1316206717,71-0794412,30087,30622
4839,1215554514,71-0794412,111673,50525
4840,1841381415,71-0794412,67189,30749
4843,1487909834,71-0794412,32323,30587
4846,1750484796,71-0794412,67403,30824
4847,1912005174,71-0794412,67373,30848
4849,1770997686,71-0415188,33759,30348
4850,1730452848,71-0794412,8456,30885
4851,1598856973,71-0794412,67671,30556
4852,1811088354,71-0794412,67593,30668
4853,1558805465,71-0794414,45896,40654
4855,1194251876,71-0794412,35377,42900
4857,1689071110,71-0794412,43620,30694
4859,1487745444,71-0794412,67372,30616
4860,1720181787,71-0794412,67178,30542
4861,1740530039,71-0794412,33019,30597
4865,1568879419,71-0415188,33764,30201
4866,1518449875,66-0475164,54757,59159
4870,1932459229,71-0794414,32673,30933
4871,1093056939,71-0794412,36341,30872
4872,1104274307,71-0794412,41398,39445
4873,1578827614,71-0794414,32156,31074
4874,1043560352,71-0794412,33182,30864
4875,1134478118,71-0794412,33183,30698
4876,1215027214,71-0794412,67652,30709
4878,1871930289,71-0794414,1678,31033
4879,1669805636,71-0794412,2144,30635
4901,1518303395,71-0794412,38231,30701
4905,1124334115,71-0794412,67754,30674
4906,1760543854,71-0794412,67315,30592
4911,1255767091,71-0794412,4396,30598
4914,1891116802,71-0794412,7966,30657
4915,1972694131,71-0794414,67492,31043
4917,1285063214,71-0794412,7965,30854
4920,1306936646,71-0794412,67515,30810
4926,1407957681,71-0794412,67670,30666
4930,1245624071,71-0794412,2382,43008
4933,1992891824,71-0794414,67445,30993
4936,1154412724,71-0794412,67750,30804
4938,1891883476,71-0794412,67425,30571
4939,1760803506,71-0794412,9963,30712
4942,1215291364,71-0794414,32157,30927
4944,1518059161,71-0794412,67587,30845
4947,1205920006,71-0794412,67402,30739
4948,1902998412,71-0794412,67314,30829
4950,1144611161,71-0794412,496,30687
4952,1427140078,71-0794412,67371,30620
4955,1689810533,71-0794414,67496,30964
4958,1689701088,71-0794412,67313,30561
