Facility,Outage Type,Status,Walmart Week,Outage Start Date,Outage Time,Outage Duration,Outage Time Zone,Building Type,Day of Month
6048,Systems Outage Cancelled,Cancelled,51,January 19,12:00 a.m.,,Central,RDC,Third Thursday
6054,Systems Outage Cancelled,Cancelled,51,January 19,1:00 a.m.,,Central,RDC,Third Thursday
6083,Systems Outage Cancelled,Cancelled,51,January 19,12:30 a.m.,,Central,GDC,Third Thursday
7030,Systems Outage Cancelled,Cancelled,51,January 19,12:00 a.m.,,Central,GDC,Third Thursday
6018,Systems Outage Cancelled,Cancelled,51,January 20,3:00 a.m.,,Central,RDC,Third Friday
6024,Systems Outage Cancelled,Cancelled,51,January 20,1:00 a.m.,,Central,RDC,Third Friday
6077,GLS 22.8,Scheduled,1,January 31,12:30 a.m.,3 Hours,Central,GDC,
4154,Systems Outage Cancelled,Cancelled,52,January 21,9:00 p.m.,,Central,GDC,Third Saturday
6027,Systems Outage Cancelled,Cancelled,52,January 21,6:00 p.m.,,Central,RDC,Third Saturday
6060,Systems Outage Cancelled,Cancelled,52,January 21,11:00 p.m.,,Central,GDC,Third Saturday
6090,GLS 22.8,Scheduled,1,January 31,,3 Hours,Central,GDC,
6097,Systems Outage Cancelled,Cancelled,52,January 22,11:00 p.m.,,Central,GDC,Fourth Sunday
6030,Systems Outage Cancelled,Cancelled,52,January 23,11:00 p.m.,,Central,RDC,Fourth Monday
6082,Systems Outage Cancelled,Cancelled,52,January 23,12:30 a.m.,,Central,GDC,Fourth Monday
6858,Systems Outage Cancelled,Cancelled,52,January 23,11:30 p.m.,,Central,GDC,Fourth Monday
6038,Systems Outage Cancelled,Cancelled,52,January 23,06:00 p.m.,,Central,RDC,Fourth Monday
7055,GLS 22.8,Scheduled,2,February 05,10:30 p.m.,3 Hours,Central,GDC,First Sunday
6056,Systems Outage Cancelled,Cancelled,52,January 24,11:00 p.m.,,Central,GDC,Fourth Tuesday
6074,Systems Outage Cancelled,Cancelled,52,January 24,10:00 a.m.,,Central,GDC,Fourth Tuesday
7019,Systems Outage Cancelled,Cancelled,52,January 24,12:30 a.m.,,Central,GDC,Fourth Tuesday
6017,Systems Outage Cancelled,Cancelled,52,January 25,12:30 a.m.,,Central,RDC,Fourth Wednesday
6025,Systems Outage Cancelled,Cancelled,52,January 25,1:00 a.m.,,Central,RDC,Fourth Wednesday
6071,Systems Outage Cancelled,Cancelled,52,January 25,12:00 a.m.,,Central,GDC,Fourth Wednesday
6099,Systems Outage Cancelled,Cancelled,52,January 25,11:30 p.m.,,Central,GDC,Fourth Wednesday
6066,Systems Outage Cancelled,Cancelled,52,January 26,1:30 a.m.,,Central,RDC,Fourth Thursday
6036,Systems Outage Cancelled,Cancelled,1,January 28,6:00 p.m.,,Central,RDC,Fourth Saturday
7067,Systems Outage Cancelled,Cancelled,1,January 28,12:30 a.m.,,Central,IDC,Fourth Saturday
8851,GLS 22.8,Scheduled,2,February 07,9:00 p.m.,3 Hours,Central,GDC,First Tuesday
6048,YMS 2.0,Scheduled,2,February 07,1:00 a.m.,4 Hours,Central,RDC,Third Thursday
7036,YMS 2.0,Scheduled,2,February 07,1:00 a.m.,4 Hours,Central,RDC,First Tuesday
6082,GLS 22.8,Scheduled,3,February 13,12:30 a.m.,3 Hours,Central,GDC,Fourth Monday
6016,Systems Outage Cancelled,Cancelled,1,February 01,1:30 a.m.,,Central,RDC,First Wednesday
6035,Systems Outage Cancelled,Cancelled,1,February 01,1:30 a.m.,,Central,RDC,First Wednesday
6010,Systems Outage Cancelled,Cancelled,1,February 01,1:00 a.m.,,Central,RDC,First Wednesday
6012,Systems Outage Cancelled,Cancelled,1,February 02,1:00 a.m.,,Central,RDC,First Thursday
6031,Systems Outage Cancelled,Cancelled,1,February 02,3:00 a.m.,,Central,RDC,First Thursday
6061,Systems Outage Cancelled,Cancelled,1,February 02,11:30 p.m.,,Central,IDC,First Thursday
7033,Systems Outage Cancelled,Cancelled,1,February 03,5:00 a.m.,,Central,RDC,First Friday
6019,Systems Outage Cancelled,Cancelled,2,February 04,2:00 a.m.,,Central,RDC,First Saturday
6005,Systems Outage Cancelled,Cancelled,2,February 05,9:00 p.m.,,Central,RDC,First Sunday
6022,Systems Outage Cancelled,Cancelled,2,February 05,9:00 p.m.,,Central,RDC,First Sunday
7014,Systems Outage Cancelled,Cancelled,2,February 05,10:00 p.m.,,Central,GDC,First Sunday
7035,Systems Outage Cancelled,Cancelled,2,February 05,12:30 a.m.,,Central,RDC,First Sunday
7034,YMS 2.0,Scheduled,3,February 14,1:00 a.m,4 Hours,Central,RDC,First Wednesday
6039,Systems Outage Cancelled,Cancelled,2,February 06,6:00 p.m.,,Central,RDC,First Monday
6040,Systems Outage Cancelled,Cancelled,2,February 06,11:30 p.m.,,Central,RDC,First Monday
6043,Systems Outage Cancelled,Cancelled,2,February 06,12:00 a.m.,,Central,RDC,First Monday
7018,Systems Outage Cancelled,Cancelled,2,February 06,12:00 a.m.,,Central,GDC,First Monday
3960,Systems Outage Cancelled,Cancelled,2,February 07,1:00 a.m.,,Central,RDC,Second Tuesday
6095,Systems Outage Cancelled,Cancelled,2,February 07,11:00 p.m.,,Central,GDC,Second Tuesday
7038,Systems Outage Cancelled,Cancelled,2,February 07,12:30 a.m.,,Central,RDC,First Tuesday
7026,YMS 2.0,Scheduled,3,February 14,2:00 a.m.,4 Hours,Central,RDC,First Saturday
6047,GLS 22.8,Scheduled,4,February 21,10:30 p.m.,,Central,GDC,Third Tuesday
7013,GLS 22.8,Scheduled,4,February 21,1:00 a.m.,,Central,GDC,Third Tuesday
6059,Systems Outage Cancelled,Cancelled,2,February 08,12:30 a.m.,,Central,GDC,Second Wednesday
6090,Systems Outage Cancelled,Cancelled,2,February 08,2:00 a.m.,,Central,GDC,Second Wednesday
6092,Systems Outage Cancelled,Cancelled,2,February 08,1:00 a.m.,,Central,RDC,Second Wednesday
7039,Systems Outage Cancelled,Cancelled,2,February 08,2:00 a.m.,,Central,RDC,Second Thursday
7048,Systems Outage Cancelled,Cancelled,2,February 08,1:00 a.m.,,Central,GDC,Second Wednesday
8397,Systems Outage Cancelled,Cancelled,2,February 09,3:00 a.m.,,Central,GDC,Second Thursday
6009,Systems Outage Cancelled,Cancelled,2,February 10,12:30 a.m.,,Central,RDC,Second Friday
6094,Systems Outage Cancelled,Cancelled,2,February 10,1:00 a.m.,,Central,RDC,Second Friday
6070,Systems Outage Cancelled,Cancelled,3,February 11,1:00 a.m.,,Central,RDC,Second Saturday
6088,Systems Outage Cancelled,Cancelled,3,February 11,12:00 a.m.,,Central,IDC,Second Saturday
6023,Systems Outage Cancelled,Cancelled,3,February 12,11:00 p.m.,,Central,RDC,Second Sunday
6055,Systems Outage Cancelled,Cancelled,3,February 12,11:30 p.m.,,Central,GDC,Second Sunday
7023,Systems Outage Cancelled,Cancelled,3,February 12,11:30 p.m.,,Central,GDC,Second Sunday
6021,Systems Outage Cancelled,Cancelled,3,February 13,4:30 a.m.,,Central,RDC,Second Monday
6069,Systems Outage Cancelled,Cancelled,3,February 13,1:00 a.m.,,Central,RDC,Second Monday
6072,Systems Outage Cancelled,Cancelled,3,February 13,12:30 a.m.,,Central,GDC,Second Monday
6085,Systems Outage Cancelled,Cancelled,3,February 13,12:30 a.m.,,Central,GDC,Second Monday
6066,YMS 2.0,Scheduled,4,February 23,1:30 a.m.,,Central,RDC,Fourth Thursday
6006,Systems Outage Cancelled,Cancelled,3,February 14,12:00 a.m.,,Central,RDC,second Tuesday
6020,Systems Outage Cancelled,Cancelled,3,February 14,1:00 a.m.,,Central,RDC,Second Tuesday
6026,Systems Outage Cancelled,Cancelled,3,February 14,3:00 a.m.,,Central,RDC,Second Tuesday
6057,Systems Outage Cancelled,Cancelled,3,February 14,11:00 p.m.,,Central,GDC,Second Tuesday
6073,Systems Outage Cancelled,Cancelled,3,February 14,11:30 p.m.,,Central,GDC,Second Tuesday
6077,Systems Outage Cancelled,Cancelled,3,February 14,12:30 a.m.,,Central,GDC,Second Tuesday
7013,Systems Outage Cancelled,Cancelled,3,February 14,2:30 a.m.,,Central,GDC,Second Tuesday
7016,Systems Outage Cancelled,Cancelled,3,February 14,12:00 a.m.,,Central,GDC,Second Tuesday
7077,Systems Outage Cancelled,Cancelled,3,February 14,11:00 p.m.,,Central,GDC,Second Tuesday
6056,GLS 23.1,Scheduled,5,February 28,11:00 p.m.,3 Hours,Central,GDC,Fourth Tuesday
6092,YMS 2.0,Scheduled,5,March 01,2:00 a.m.,,Central,RDC,Second Wednesday
6068,Systems Outage Cancelled,Cancelled,3,February 15,2:00 a.m.,,Central,RDC,Third Wednesday
6084,Systems Outage Cancelled,Cancelled,3,February 15,12:00 a.m.,,Central,GDC,Third Wednesday
6091,Systems Outage Cancelled,Cancelled,3,February 15,12:00 a.m., ,Central,GDC,Third Wednesday
7015,Systems Outage Cancelled,Cancelled,3,February 15,10:00 p.m.,,Central,GDC,Third Wednesday
7024,Systems Outage Cancelled,Cancelled,3,February 15,11:00 p.m.,,Central,GDC,Third Wednesday
7045,Systems Outage Cancelled,Cancelled,3,February 15,1:00 a.m.,,Central,RDC,Third Wednesday
7095,Systems Outage Cancelled,Cancelled,3,February 15,4:00 a.m.,,Central,IMP,Third Wednesday
6037,Systems Outage Cancelled,Cancelled,3,February 16,2:00 a.m.,,Central,RDC,Third Thursday
6054,Systems Outage Cancelled,Cancelled,3,February 16,1:00 a.m.,,Central,RDC,Third Thursday
6083,Systems Outage Cancelled,Cancelled,3,February 16,12:30 a.m.,,Central,GDC,Third Thursday
7030,Systems Outage Cancelled,Cancelled,3,February 16,12:00 a.m.,,Central,GDC,Third Thursday
6018,Systems Outage Cancelled,Cancelled,3,February 17,3:00 a.m.,,Central,RDC,Third Friday
6024,Systems Outage Cancelled,Cancelled,3,February 17,1:00 a.m.,,Central,RDC,Third Friday
4154,Systems Outage Cancelled,Cancelled,4,February 18,9:00 p.m.,,Central,GDC,Third Saturday
6027,Systems Outage Cancelled,Cancelled,4,February 18,6:00 p.m.,,Central,RDC,Third Saturday
6060,Systems Outage Cancelled,Cancelled,4,February 18,11:00 p.m.,,Central,GDC,Third Saturday
6080,Systems Outage Cancelled,Cancelled,4,February 18,6:00 p.m.,,Central,RDC,Third Saturday
6041,Systems Outage Cancelled,Cancelled,4,February 19,9:00 p.m.,,Central,WPM,Third Sunday
6285,Systems Outage Cancelled,Cancelled,4,February 19,9:30 p.m.,,Central,GDC,Third Sunday
7079,Systems Outage Cancelled,Cancelled,4,February 19,1:30 a.m.,,Central,GDC,Third Sunday
7842,Systems Outage Cancelled,Cancelled,4,February 19,9:00 p.m.,,Central,WPM,Third Sunday
6011,Systems Outage Cancelled,Cancelled,4,February 20,12:00 a.m.,,Central,RDC,Third Monday
6042,Systems Outage Cancelled,Cancelled,4,February 20,12:30 a.m.,,Central,GDC,Third Monday
6062,Systems Outage Cancelled,Cancelled,4,February 20,12:30 a.m.,,Central,GDC,Third Monday
7010,Systems Outage Cancelled,Cancelled,4,February 20,1:00 a.m.,,Central,GDC,Third Monday
7012,Systems Outage Cancelled,Cancelled,4,February 20,11:30 p.m.,,Central,GDC,Third Monday
7042,Systems Outage Cancelled,Cancelled,4,February 20,12:00 a.m.,,Central,IDC,Third Monday
3951,Systems Outage Cancelled,Cancelled,4,February 21,1:00 a.m.,,Central,RDC,Third Tuesday
7014,GLS 23.1,Scheduled,6,March 05,10:00 p.m.,3 Hours,Central,GDC,First Sunday
6064,Systems Outage Cancelled,Cancelled,4,February 21,12:30 a.m.,,Central,GDC,Third Tuesday
6065,Systems Outage Cancelled,Cancelled,4,February 21,12:30 a.m.,,Central,GDC,Third Tuesday
6096,Systems Outage Cancelled,Cancelled,4,February 21,11:30 p.m.,,Central,GDC,Third Tuesday
7017,Systems Outage Cancelled,Cancelled,4,February 21,11:00 p.m.,,Central,GDC,Third Tuesday
7021,Systems Outage Cancelled,Cancelled,4,February 21,1:00 a.m.,,Central,GDC,Third Tuesday
7047,Systems Outage Cancelled,Cancelled,4,February 21,3:00 a.m.,,Central,GDC,Third Tuesday
7078,Systems Outage Cancelled,Cancelled,4,February 21,2:00 a.m.,,Central,EDC,Third Tuesday
7084,Systems Outage Cancelled,Cancelled,4,February 21,2:30 a.m.,,Central,GDC,Third Tuesday
7055,GLS 23.1,Scheduled,6,March 05,10:30 p.m.,3 Hours,Central,GDC,First Sunday
6017,Systems Outage Cancelled,Cancelled,4,February 22,12:30 a.m.,,Central,RDC,Fourth Wednesday
6025,Systems Outage Cancelled,Cancelled,4,February 22,1:00 a.m.,,Central,RDC,Fourth Wednesday
6071,Systems Outage Cancelled,Cancelled,4,February 22,12:00 a.m.,,Central,GDC,Fourth Wednesday
6099,Systems Outage Cancelled,Cancelled,4,February 22,11:30 p.m.,,Central,GDC,Fourth Wednesday
6043,YMS 2.0,Scheduled,6,March 06,1:00 a.m.,,Central,RDC,First Monday
6036,Systems Outage Cancelled,Cancelled,5,February 25,6:00 p.m.,,Central,RDC,Fourth Saturday
7067,Systems Outage Cancelled,Cancelled,5,February 25,12:30 a.m.,,Central,IDC,Fourth Saturday
6097,Systems Outage Cancelled,Cancelled,5,February 26,11:00 p.m., ,Central,GDC,Fourth Sunday
6030,Systems Outage Cancelled,Cancelled,5,February 27,11:00 p.m.,,Central,RDC,Fourth Monday
6858,Systems Outage Cancelled,Cancelled,5,February 27,11:30 p.m.,,Central,GDC,Fourth Monday
6038,Systems Outage Cancelled,Cancelled,5,February 27,06:00 p.m.,,Central,RDC,Fourth Monday
7033,YMS 2.0,Scheduled,6,March 06,3:00 a.m.,,Central,RDC,First Friday
6074,Systems Outage Cancelled,Cancelled,5,February 28,10:00 a.m., ,Central,GDC,Fourth Tuesday
7019,Systems Outage Cancelled,Cancelled,5,February 28,12:30 a.m., ,Central,GDC,Fourth Tuesday
6016,Systems Outage Cancelled,Cancelled,5,March 01,1:30 a.m.,,Central,RDC,First Wednesday
6035,Systems Outage Cancelled,Cancelled,5,March 01,1:30 a.m.,,Central,RDC,First Wednesday
7034,Systems Outage Cancelled,Cancelled,5,March 01,1:00 a.m,,Central,RDC,First Wednesday
6059,GLS 23.1,Scheduled,6,March 08,12:30 a.m.,3 Hours,Central,GDC,Second Wednesday
6054,Systems Outage Cancelled,Scheduled,5,March 01,2:00 a.m.,,Central,RDC,Third Thursday
6010,Systems Outage Cancelled,Cancelled,5,March 01,1:00 a.m.,,Central,RDC,First Wednesday
6012,Systems Outage Cancelled,Cancelled,5,March 02,1:00 a.m.,,Central,RDC,First Thursday
6031,Systems Outage Cancelled,Cancelled,5,March 02,3:00 a.m.,,Central,RDC,First Thursday
6061,Systems Outage Cancelled,Cancelled,5,March 02,11:30 p.m.,,Central,IDC,First Thursday
6019,Systems Outage Cancelled,Cancelled,6,March 04,2:00 a.m.,,Central,RDC,First Saturday
7026,Systems Outage Cancelled,Cancelled,6,March 04,9:00 p.m.,,Central,RDC,First Saturday
6005,Systems Outage Cancelled,Cancelled,6,March 05,9:00 p.m.,,Central,RDC,First Sunday
6022,Systems Outage Cancelled,Cancelled,6,March 05,9:00 p.m.,,Central,RDC,First Sunday
7035,Systems Outage Cancelled,Cancelled,6,March 05,12:30 a.m.,,Central,RDC,First Sunday
6090,GLS 23.1,Scheduled,6,March 08,2:00 a.m.,3 Hours,Central,GDC,Second Wednesday
8397,GLS 23.1,Scheduled,6,March 09,3:00 a.m.,3 Hours,Central,GDC,Second Thursday
6055,GLS 23.1,Scheduled,7,March 12,11:30 p.m.,3 Hours,Central,GDC,Second Sunday
6039,Systems Outage Cancelled,Cancelled,6,March 06,6:00 p.m.,,Central,RDC,First Monday
6040,Systems Outage Cancelled,Cancelled,6,March 06,11:30 p.m.,,Central,RDC,First Monday
6072,GLS 23.1,Scheduled,7,March 13,12:30 a.m.,3 Hours,Central,GDC,Second Monday
7036,Systems Outage Cancelled,Cancelled,6,March 07,1:00 a.m.,,Central,RDC,First Tuesday
7038,Systems Outage Cancelled,Cancelled,6,March 07,12:30 a.m.,,Central,RDC,First Tuesday
6077,GLS 23.1,Scheduled,7,March 14,12:30 a.m.,3 Hours,Central,GDC,Second Tuesday
7013,GLS 23.1,Scheduled,7,March 14,2:30 a.m.,3 Hours,Central,GDC,Second Tuesday
7039,Systems Outage Cancelled,Cancelled,6,March 08,2:00 a.m.,,Central,RDC,Second Thursday
7048,Systems Outage Cancelled,Cancelled,6,March 08,1:00 a.m.,,Central,GDC,Second Wednesday
7077,GLS 23.1,Scheduled,7,March 14,11:00 p.m.,3 Hours,Central,GDC,Second Tuesday
6009,Systems Outage Cancelled,Cancelled,6,March 10,12:30 a.m.,,Central,RDC,Second Friday
6094,Systems Outage Cancelled,Cancelled,6,March 10,1:00 a.m.,,Central,RDC,Second Friday
6070,Systems Outage Cancelled,Cancelled,7,March 11,1:00 a.m.,,Central,RDC,Second Saturday
6088,Systems Outage Cancelled,Cancelled,7,March 11,12:00 a.m.,,Central,IDC,Second Saturday
6023,Systems Outage Cancelled,Cancelled,7,March 12,11:00 p.m.,,Central,RDC,Second Sunday
6091,GLS 22.8 & GLS 23.1,Scheduled,7,March 15,12:00 a.m.,3 Hours,Central,GDC,Third Wednesday
7023,Systems Outage Cancelled,Cancelled,7,March 12,11:30 p.m.,,Central,GDC,Second Sunday
6021,Systems Outage Cancelled,Cancelled,7,March 13,4:30 a.m.,,Central,RDC,Second Monday
6069,Systems Outage Cancelled,Cancelled,7,March 13,1:00 a.m.,,Central,RDC,Second Monday
6083,GLS 23.1,Scheduled,7,March 16,12:30 a.m.,3 Hours,Central,GDC,Third Thursday
6085,Systems Outage Cancelled,Cancelled,7,March 13,12:30 a.m.,,Central,GDC,Second Monday
3960,Systems Outage Cancelled,Cancelled,7,March 14,1:00 a.m.,,Central,RDC,Second Tuesday
6006,Systems Outage Cancelled,Cancelled,7,March 14,12:00 a.m.,,Central,RDC,second Tuesday
6020,Systems Outage Cancelled,Cancelled,7,March 14,1:00 a.m.,,Central,RDC,Second Tuesday
6026,Systems Outage Cancelled,Cancelled,7,March 14,3:00 a.m.,,Central,RDC,Second Tuesday
6057,Systems Outage Cancelled,Cancelled,7,March 14,11:00 p.m.,,Central,GDC,Second Tuesday
6073,Systems Outage Cancelled,Cancelled,7,March 14,11:30 p.m.,,Central,GDC,Second Tuesday
4154,GLS 23.1,Scheduled,8,March 18,9:00 p.m.,3 Hours,Central,GDC,Third Saturday
6095,Systems Outage Cancelled,Cancelled,7,March 14,11:00 p.m.,,Central,GDC,Second Tuesday
7016,Systems Outage Cancelled,Cancelled,7,March 14,12:00 a.m.,,Central,GDC,Second Tuesday
7079,GLS 23.1,Scheduled,8,March 19,1:30 a.m.,3 Hours,Central,GDC,Third Sunday
6042,GLS 23.1,Scheduled,8,March 20,12:30 a.m.,3 Hours,Central,GDC,Third Monday
6062,GLS 23.1,Scheduled,8,March 20,12:30 a.m.,3 Hours,Central,GDC,Third Monday
6068,Systems Outage Cancelled,Cancelled,7,March 15,2:00 a.m.,,Central,RDC,Third Wednesday
6084,Systems Outage Cancelled,Cancelled,7,March 15,12:00 a.m.,,Central,GDC,Third Wednesday
7015,Systems Outage Cancelled,Cancelled,7,March 15,10:00 p.m., ,Central,GDC,Third Wednesday
7024,Systems Outage Cancelled,Cancelled,7,March 15,11:00 p.m., ,Central,GDC,Third Wednesday
7045,Systems Outage Cancelled,Cancelled,7,March 15,1:00 a.m.,,Central,RDC,Third Wednesday
7095,Systems Outage Cancelled,Cancelled,7,March 15,4:00 a.m.,,Central,IMP,Third Wednesday
7010,GLS 23.1,Scheduled,8,March 20,1:00 a.m.,3 Hours,Central,GDC,Third Monday
6037,Systems Outage Cancelled,Cancelled,7,March 16,2:00 a.m.,,Central,RDC,Third Thursday
6048,Systems Outage Cancelled,Cancelled,7,March 16,12:00 a.m.,,Central,RDC,Third Thursday
7030,Systems Outage Cancelled,Cancelled,7,March 16,12:00 a.m.,,Central,GDC,Third Thursday
6018,Systems Outage Cancelled,Cancelled,7,March 17,3:00 a.m.,,Central,RDC,Third Friday
6024,Systems Outage Cancelled,Cancelled,7,March 17,1:00 a.m.,,Central,RDC,Third Friday
7012,GLS 23.1,Scheduled,8,March 20,11:30 p.m.,3 Hours,Central,GDC,Third Monday
6027,Systems Outage Cancelled,Cancelled,8,March 18,6:00 p.m.,,Central,RDC,Third Saturday
6060,Systems Outage Cancelled,Cancelled,8,March 18,11:00 p.m.,,Central,GDC,Third Saturday
6080,Systems Outage Cancelled,Cancelled,8,March 18,6:00 p.m.,,Central,RDC,Third Saturday
6041,Systems Outage Cancelled,Cancelled,8,March 19,9:00 p.m.,,Central,WPM,Third Sunday
6285,Systems Outage Cancelled,Cancelled,8,March 19,9:30 p.m.,,Central,GDC,Third Sunday
7842,Systems Outage Cancelled,Cancelled,8,March 19,9:00 p.m.,,Central,WPM,Third Sunday
6064,GLS 23.1,Scheduled,8,March 21,12:30 a.m.,3 Hours,Central,GDC,Third Tuesday
6065,GLS 23.1,Scheduled,8,March 21,12:30 a.m.,3 Hours,Central,GDC,Third Tuesday
6011,Systems Outage Cancelled,Cancelled,8,March 20,12:00 a.m.,,Central,RDC,Third Monday
6096,GLS 23.1,Scheduled,8,March 21,11:30 p.m.,3 Hours,Central,GDC,Third Tuesday
7042,Systems Outage Cancelled,Cancelled,8,March 20,12:00 a.m.,,Central,IDC,Third Monday
7047,GLS 23.1,Scheduled,8,March 21,3:00 a.m.,3 Hours,Central,GDC,Third Tuesday
6071,GLS 23.1,Scheduled,8,March 22,12:00 a.m.,3 Hours,Central,GDC,Fourth Wednesday
6047,Systems Outage Cancelled,Cancelled,8,March 21,10:30 p.m., ,Central,GDC,Third Tuesday
6099,GLS 23.1,Scheduled,8,March 22,11:30 p.m.,3 Hours,Central,GDC,Fourth Wednesday
6097,GLS 23.1,Scheduled,9,March 26,11:00 p.m.,3 Hours,Central,GDC,Fourth Sunday
3951,Systems Outage Cancelled,Cancelled,8,March 21,1:00 a.m.,,Central,RDC,Third Tuesday
7042,GLS 23.1,Scheduled,9,March 26,12:00 a.m.,3 Hours,Central,IDC,Third Monday (site requested)
7017,Systems Outage Cancelled,Cancelled,8,March 21,11:00 p.m.,,Central,GDC,Third Tuesday
7021,Systems Outage Cancelled,Cancelled,8,March 21,1:00 a.m.,,Central,GDC,Third Tuesday
7078,Systems Outage Cancelled,Cancelled,8,March 21,2:00 a.m.,,Central,EDC,Third Tuesday
7084,Systems Outage Cancelled,Cancelled,8,March 21,2:30 a.m.,,Central,GDC,Third Tuesday
6858,GLS 23.1,Scheduled,9,March 27,11:30 p.m.,3 Hours,Central,GDC,Fourth Monday
7018,GLS 23.1,Scheduled,9,March 27,12:00 a.m.,3 Hours,Central,GDC,"First Monday 
change requested by site"
6074,GLS 23.1,Scheduled,9,March 28,10:30 a.m.,3 Hours,Central,GDC,Fourth Tuesday
6017,Systems Outage Cancelled,Cancelled,8,March 22,12:30 a.m.,,Central,RDC,Fourth Wednesday
6025,Systems Outage Cancelled,Cancelled,8,March 22,1:00 a.m.,,Central,RDC,Fourth Wednesday
6066,Systems Outage Cancelled,Cancelled,8,March 23,1:30 a.m.,,Central,RDC,Fourth Thursday
6036,Systems Outage Cancelled,Cancelled,9,March 25,6:00 p.m.,,Central,RDC,Fourth Saturday
7067,Systems Outage Cancelled,Cancelled,9,March 25,12:30 a.m.,,Central,IDC,Fourth Saturday
7019,GLS 23.1,Scheduled,9,March 28,12:30 a.m.,3 Hours,Central,GDC,Fourth Tuesday
8851,GLS 23.1,Scheduled,9,March 28,8:00 p.m.,3 Hours,Central,GDC,"First Tuesday
changed per site req"
6030,Systems Outage Cancelled,Cancelled,9,March 27,11:00 p.m.,,Central,RDC,Fourth Monday
6082,Systems Outage Cancelled,Cancelled,9,March 27,12:30 a.m.,,Central,GDC,Fourth Monday
6038,Systems Outage Cancelled,Cancelled,9,March 27,06:00 p.m.,,Central,RDC,Fourth Monday
6054,YMS 2.0,Scheduled,9,March 29,1:00 a.m.,4 Hours,Central,RDC,site requested
6073,GLS 23.1,Scheduled,10,April 03,11:30 p.m.,,Central,GDC,Second Tuesday
6085,GLS 23.1,Scheduled,10,April 03,1:00 a.m.,3 Hours,Central,GDC,site requested
6056,Systems Outage Cancelled,Cancelled,9,March 28,11:00 p.m.,,Central,GDC,Fourth Tuesday
6061,GLS 23.1,Scheduled,10,April 13,10:30 p.m.,3 Hours,Central,IDC,First Thursday (Pilot for 23.1)
6088,GLS 23.1,Scheduled,11,April 08,12:00 a.m.,3 Hours,Central,IDC,Second Saturday
7016,GLS 23.1,Scheduled,11,April 10,11:30 p.m.,3 Hours,Central,GDC,"Second Tuesday
change per site"
6019,Systems Outage Cancelled,Cancelled,10,April 01,2:00 a.m.,,Central,RDC,First Saturday
7026,Systems Outage Cancelled,Cancelled,10,April 01,9:00 p.m.,,Central,RDC,First Saturday
6022,Systems Outage Cancelled,Cancelled,10,April 02,9:00 p.m.,,Central,RDC,First Sunday
7014,Systems Outage Cancelled,Cancelled,10,April 02,10:00 p.m.,,Central,GDC,First Sunday
7035,Systems Outage Cancelled,Cancelled,10,April 02,12:30 a.m.,,Central,RDC,First Sunday
7055,Systems Outage Cancelled,Cancelled,10,April 02,10:30 p.m.,,Central,GDC,First Sunday
6039,Systems Outage Cancelled,Cancelled,10,April 03,6:00 p.m.,,Central,RDC,First Monday
6040,Systems Outage Cancelled,Cancelled,10,April 03,11:30 p.m.,,Central,RDC,First Monday
6043,Systems Outage Cancelled,Cancelled,10,April 03,12:00 a.m.,,Central,RDC,First Monday
7018,Systems Outage Cancelled,Cancelled,10,April 03,12:00 a.m.,,Central,GDC,First Monday
6095,GLS 23.1,Scheduled,11,April 10,1:00 a.m.,3 Hours,Central,GDC,site requested
6057,Systems Outage Cancelled,Cancelled,11,April 11,11:00 p.m., ,Central,GDC,Second Tuesday
7036,Systems Outage Cancelled,Cancelled,10,April 04,1:00 a.m.,,Central,RDC,First Tuesday
7038,Systems Outage Cancelled,Cancelled,10,April 04,12:30 a.m.,,Central,RDC,First Tuesday
8851,Systems Outage Cancelled,Cancelled,10,April 04,8:00 p.m.,,Central,GDC,First Tuesday
6016,Systems Outage Cancelled,Cancelled,10,April 05,1:30 a.m.,,Central,RDC,First Wednesday
6035,Systems Outage Cancelled,Cancelled,10,April 05,1:30 a.m.,,Central,RDC,First Wednesday
7034,Systems Outage Cancelled,Cancelled,10,April 05,1:00 a.m,,Central,RDC,First Wednesday
6010,Systems Outage Cancelled,Cancelled,10,April 05,1:00 a.m.,,Central,RDC,First Wednesday
6012,Systems Outage Cancelled,Cancelled,10,April 06,1:00 a.m.,,Central,RDC,First Thursday
6031,Systems Outage Cancelled,Cancelled,10,April 06,3:00 a.m.,,Central,RDC,First Thursday
7033,Systems Outage Cancelled,Cancelled,10,April 07,5:00 a.m.,,Central,RDC,First Friday
6070,System Outage Cancelled,Cancelled,11,April 08,1:00 a.m.,,Central,RDC,Second Saturday
7048,GLS 23.1,Scheduled,11,April 12,1:00 a.m.,3 Hours,Central,GDC,Second Wednesday
6005,System Outage Cancelled,Cancelled,11,April 09,9:00 p.m.,,Central,RDC,First Sunday
6023,System Outage Cancelled,Cancelled,11,April 09,11:00 p.m.,,Central,RDC,Second Sunday
6055,System Outage Cancelled,Cancelled,11,April 09,11:30 p.m.,,Central,GDC,Second Sunday
7023,System Outage Cancelled,Cancelled,11,April 09,11:30 p.m., ,Central,GDC,Second Sunday
6021,System Outage Cancelled,Cancelled,11,April 10,4:30 a.m.,,Central,RDC,Second Monday
6069,System Outage Cancelled,Cancelled,11,April 10,1:00 a.m.,,Central,RDC,Second Monday
6072,System Outage Cancelled,Cancelled,11,April 10,12:30 a.m.,,Central,GDC,Second Monday
