Market,Store ,Launch Date 
102,6968,7/24/2025
492,6975,7/24/2025
101,6978,7/24/2025
20,6998,7/24/2025
499,7004,7/24/2025
302,7009,7/24/2025
287,7032,7/24/2025
557,7043,7/24/2025
499,7062,7/24/2025
243,7087,7/24/2025
516,7098,7/24/2025
429,7129,7/24/2025
516,7137,7/24/2025
499,7146,7/24/2025
516,7162,7/24/2025
557,7168,7/24/2025
502,7174,7/24/2025
502,7177,7/24/2025
302,7179,7/24/2025
499,7180,7/24/2025
33,7181,7/24/2025
18,7185,7/24/2025
38,7188,7/24/2025
27,7194,7/24/2025
383,7199,7/24/2025
509,7205,7/24/2025
509,7206,7/24/2025
516,7209,7/24/2025
516,7218,7/24/2025
102,7221,7/24/2025
500,7222,7/24/2025
500,7235,7/24/2025
302,7238,7/24/2025
300,7243,7/24/2025
27,7245,7/24/2025
32,7246,7/24/2025
242,7290,7/24/2025
499,7296,7/24/2025
102,7298,7/24/2025
488,7299,7/24/2025
499,7304,7/24/2025
102,7307,7/24/2025
499,7315,7/24/2025
510,7320,7/24/2025
516,7329,7/24/2025
500,7334,7/24/2025
500,7337,7/24/2025
497,7339,7/24/2025
500,7340,7/24/2025
554,7601,7/24/2025
171,8331,7/24/2025
