4109,BOSSIER CITY,LA,17,Mississippi Valley,Spark,N/A
4702,FRIENDSWOOD,TX,15,South Central,Spark,Bungii
4703,ALBUQUERQUE,NM,6,South Central,Spark,N/A
4704,FRESNO,CA,1,Western,Spark,N/A
4707,OVERLAND PARK,KS,9,Central,Spark,N/A
4709,CORONA,CA,2,Western,Point Pickup,N/A
4710,CHESAPEAKE,VA,34,Northeast,Spark,N/A
4711,VIRGINIA BEACH,VA,34,Northeast,Spark,N/A
4712,HOUSTON,TX,15,South Central,Spark,Bungii
4713,SHENANDOAH,TX,13,South Central,Spark,Bungii
4718,SOUTH JORDAN,UT,3,Western,Spark,N/A
4720,AUSTIN,TX,13,South Central,Spark,N/A
4721,HOUSTON,TX,13,South Central,Spark,Bungii
4722,WILLIAMSTOWN,NJ,39,Northeast,Spark,N/A
4724,HOOVER,AL,24,Mississippi Valley,Spark,N/A
4728,NICHOLASVILLE,KY,22,Central,Spark,N/A
4729,STERLING,VA,38,Northeast,Spark,N/A
4730,WEST JORDAN,UT,3,Western,Spark,N/A
4731,OKLAHOMA CITY,OK,10,Central,Spark,N/A
4732,GLENDALE,AZ,4,Western,Spark,N/A
4735,LA HABRA,CA,2,Western,Point Pickup,N/A
4736,APPLE VALLEY,MN,18,North Central,Spark,N/A
4738,EAGAN,MN,18,North Central,Spark,N/A
4739,SNELLVILLE,GA,28,Mississippi Valley,Spark,N/A
4740,SOUTHAVEN,MS,23,Mississippi Valley,Spark,N/A
4741,SAINT LOUIS,MO,19,Central,Spark,N/A
4742,FORT WORTH,TX,11,South Central,Spark,N/A
4743,PLANO,TX,14,South Central,Spark,Dolly
4745,THORNTON,CO,5,Western,Spark,N/A
4749,CONWAY,AR,16,Central,Spark,N/A
4750,CUYAHOGA FALLS,OH,33,Northeast,Spark,N/A
4754,FAYETTEVILLE,AR,42,42,Spark,N/A
4755,HONOLULU,HI,1,Western,Point Pickup,N/A
4761,NORMAN,OK,10,Central,Spark,N/A
4763,SUGAR LAND,TX,15,South Central,Spark,Bungii
4764,KATY,TX,15,South Central,Spark,Bungii
4767,PALMDALE,CA,1,Western,Spark,N/A
4768,RENO,NV,1,Western,Spark,N/A
4769,HOUSTON,TX,15,South Central,Spark,Bungii
4770,EVANS,CO,7,North Central,Spark,N/A
4771,SEVERN,MD,38,Northeast,Spark,N/A
4772,SARASOTA,FL,31,Southeast,Spark,N/A
4774,SECAUCUS,NJ,40,Northeast,Spark,N/A
4775,METAIRIE,LA,17,Mississippi Valley,Spark,N/A
4776,HUNTSVILLE,AL,24,Mississippi Valley,Spark,N/A
4777,DENVER,CO,5,Western,Spark,N/A
4778,AUBURN HILLS,MI,26,North Central,Spark,N/A
4780,BUFORD,GA,28,Mississippi Valley,Spark,N/A
4781,LANSING,MI,25,North Central,Spark,N/A
4782,KISSIMMEE,FL,36,Southeast,Spark,N/A
4783,GARLAND,TX,14,South Central,Spark,Dolly
4784,LAS CRUCES,NM,6,South Central,Spark,N/A
4785,SANFORD,FL,36,Southeast,Spark,N/A
4786,LOGAN,UT,3,Western,Spark,N/A
4787,BLOOMINGTON,MN,18,North Central,Spark,N/A
4789,SHARPSBURG,GA,28,Mississippi Valley,Spark,N/A
4790,PEARL,MS,17,Mississippi Valley,Spark,N/A
4791,GARDEN CITY,KS,9,Central,Spark,N/A
4794,LAKELAND,FL,31,Southeast,Spark,N/A
4795,GRAPEVINE,TX,14,South Central,Spark,Dolly
4797,KANNAPOLIS,NC,30,Southeast,Spark,N/A
4798,WINSTON SALEM,NC,34,Northeast,Spark,N/A
4799,CITRUS HEIGHTS,CA,1,Western,Spark,N/A
4801,RIVERVIEW,FL,31,Southeast,Spark,N/A
4802,HIRAM,GA,28,Mississippi Valley,Spark,N/A
4804,MCDONOUGH,GA,28,Mississippi Valley,Spark,N/A
4805,BILLINGS,MT,3,Western,Spark,N/A
4808,SPRINGDALE,AR,16,Central,Spark,N/A
4815,NORMAL,IL,21,Central,Spark,N/A
4816,AURORA,CO,5,Western,Spark,N/A
4817,TRUSSVILLE,AL,24,Mississippi Valley,Spark,N/A
4818,BROOKSVILLE,FL,31,Southeast,Spark,N/A
4819,BAKERSFIELD,CA,1,Western,Spark,N/A
4820,POOLER,GA,29,Southeast,Spark,N/A
4822,MURRIETA,CA,2,Western,Point Pickup,N/A
4824,SANTA CLARITA,CA,1,Western,Spark,N/A
4825,HOT SPRINGS,AR,16,Central,Spark,N/A
4828,ORLANDO,FL,36,Southeast,Spark,N/A
4829,GILBERT,AZ,4,Western,Spark,N/A
4830,AVONDALE,AZ,4,Western,Spark,N/A
4831,DURHAM,NC,35,Southeast,Spark,N/A
4836,OXFORD,AL,24,Mississippi Valley,Spark,N/A
4837,DENHAM SPRINGS,LA,17,Mississippi Valley,Spark,N/A
4839,TULSA,OK,10,Central,Spark,N/A
4840,JANESVILLE,WI,20,North Central,Spark,N/A
4843,PEARLAND,TX,15,South Central,Spark,Bungii
4846,MENTOR,OH,33,Northeast,Spark,N/A
4847,GREENSBURG,PA,33,Northeast,Spark,N/A
4850,MCALLEN,TX,12,South Central,Spark,N/A
4851,CLARKSVILLE,IN,22,Central,Spark,N/A
4852,WESLEY CHAPEL,FL,31,Southeast,Spark,N/A
4853,CASTLE ROCK,CO,5,Western,Spark,N/A
4855,HANOVER,PA,38,Northeast,Spark,N/A
4857,CAPE CORAL,FL,32,Southeast,Spark,N/A
4859,BUTLER,PA,37,Northeast,Spark,N/A
4860,BECKLEY,WV,34,Northeast,Spark,N/A
4861,ST PETERSBURG,FL,31,Southeast,Spark,N/A
4866,SAN JUAN,PR,36,Southeast,N/A,N/A
4870,KANSAS CITY,KS,9,Central,Spark,N/A
4871,MERIDIAN,MS,17,Mississippi Valley,Spark,N/A
4872,COLUMBIA,SC,35,Southeast,Spark,N/A
4873,LINCOLN,NE,8,North Central,Spark,N/A
4874,COVINGTON,LA,17,Mississippi Valley,Spark,N/A
4875,WENTZVILLE,MO,19,Central,Spark,N/A
4876,BOWLING GREEN,KY,22,Central,Spark,N/A
4878,GLEN CARBON,IL,19,Central,Spark,N/A
4879,AIKEN,SC,29,Southeast,Spark,N/A
4901,EASLEY,SC,30,Southeast,Spark,N/A
4905,DENTON,TX,11,South Central,Spark,N/A
4906,MCKINNEY,TX,14,South Central,Spark,Dolly
4908,OWENSBORO,KY,22,Central,Spark,N/A
4911,MANSFIELD,TX,11,South Central,Spark,N/A
4914,SAN ANTONIO,TX,12,South Central,Spark,N/A
4915,BULLHEAD CITY,AZ,4,Western,Spark,N/A
4917,MOORESVILLE,NC,30,Southeast,Spark,N/A
4920,SAINT JOSEPH,MO,9,Central,Spark,N/A
4925,DALLAS,TX,14,South Central,Spark,Dolly
