DC,BANNER ,CATEGORY ,Pick Type,ITEM #,ITEM DESC,Ti ,Hi , Pack Height 
7030,WM,CUT FLORAL,FPP,599974159,RS MD 12ST RSE 9B FF,1,1,25
7030,WM,CUT FLORAL,FPP,579770232,BQ MD XL MIX 9B CR,1,1,25
7030,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7030,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7030,WM,CUT FLORAL,FPP,658898796,BQ MD XL MIX DD VF,1,1,79
7030,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7030,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7030,WM,CUT FLORAL,FPP,658898796,BQ MD XL MIX DD VF,1,1,79
7030,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7030,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7030,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
7030,WM,CUT FLORAL,FPP,658898796,BQ MD XL MIX DD VF,1,1,79
7030,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7030,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7030,WM,CUT FLORAL,FPP,658898796,BQ MD XL MIX DD VF,1,1,79
7048,WM,CUT FLORAL,FPP,599974159,RS MD 12ST RSE 9B FF,1,1,25
7048,WM,CUT FLORAL,FPP,658898794,BQ MD XL MIX 9B VF,1,1,25
7048,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7048,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7048,WM,CUT FLORAL,FPP,658898794,BQ MD XL MIX 9B VF,1,1,25
7048,WM,CUT FLORAL,FPP,658898804,BQ MD XL MIX DD FA,1,1,79
7048,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7048,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7048,WM,CUT FLORAL,FPP,658898804,BQ MD XL MIX DD FA,1,1,79
7048,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7048,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7048,WM,CUT FLORAL,FPP,658898804,BQ MD XL MIX DD FA,1,1,79
7048,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7048,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7048,WM,CUT FLORAL,FPP,658898804,BQ MD XL MIX DD FA,1,1,79
7055,WM,CUT FLORAL,FPP,579770224,BQ MD XL MIX 9B BC,1,1,25
7055,WM,CUT FLORAL,FPP,658791817,RS MD 12ST RSE 9B FP,1,1,25
7055,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7055,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7055,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
7055,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7055,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7055,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
7055,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7055,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7055,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
7055,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
7055,WM,CUT FLORAL,FPP,579770223,BQ MD XL MIX DD BC,1,1,79
7055,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7055,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
7077,WM,CUT FLORAL,FPP,579770259,BQ MD XL MIX 9B UB,1,1,25
7077,WM,CUT FLORAL,FPP,658791846,RS MD 12ST RSE 9B UB,1,1,25
7077,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7077,WM,CUT FLORAL,FPP,579770259,BQ MD XL MIX 9B UB,1,1,25
7077,WM,CUT FLORAL,FPP,599974164,AR MD GNG MIX 54 FF,1,1,25
7077,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
7077,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7077,WM,CUT FLORAL,FPP,599974164,AR MD GNG MIX 54 FF,1,1,25
7077,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
7077,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7077,WM,CUT FLORAL,FPP,599974164,AR MD GNG MIX 54 FF,1,1,25
7077,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
7077,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
7077,WM,CUT FLORAL,FPP,579770258,BQ MD XL MIX DD UB,1,1,79
7077,WM,CUT FLORAL,FPP,599974164,AR MD GNG MIX 54 FF,1,1,25
7077,WM,CUT FLORAL,FPP,599976808,RS MD 12ST RSE DD CR,1,1,79
7079,WM,CUT FLORAL,FPP,658791846,RS MD 12ST RSE 9B UB,1,1,25
7079,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7079,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
7079,WM,CUT FLORAL,FPP,658898807,BQ MD XL MIX DD GF,1,1,79
7079,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7079,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
7079,WM,CUT FLORAL,FPP,658898807,BQ MD XL MIX DD GF,1,1,79
7079,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7079,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
7079,WM,CUT FLORAL,FPP,599977042,BQ MD MEGA MIX 9B RF,1,1,25
7079,WM,CUT FLORAL,FPP,658898807,BQ MD XL MIX DD GF,1,1,79
7079,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7079,WM,CUT FLORAL,FPP,599974170,RS MD 12ST RSE DD BC,1,1,79
7079,WM,CUT FLORAL,FPP,658898807,BQ MD XL MIX DD GF,1,1,79
7084,WM,CUT FLORAL,FPP,579770247,BQ MD XL MIX 9B FF,1,1,25
7084,WM,CUT FLORAL,FPP,599974139,RS MD 12ST RSE 9B GF,1,1,25
7084,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
7084,WM,CUT FLORAL,FPP,579770247,BQ MD XL MIX 9B FF,1,1,25
7084,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7084,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7084,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
7084,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7084,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7084,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
7084,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7084,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
7084,WM,CUT FLORAL,FPP,599974174,BQ MD MEGA MIX 9B CH,1,1,25
7084,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
7084,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
7084,WM,CUT FLORAL,FPP,599974160,RS MD 12ST RSE DD FF,1,1,79
8851,WM,CUT FLORAL,FPP,579770247,BQ MD XL MIX 9B FF,1,1,25
8851,WM,CUT FLORAL,FPP,658791846,RS MD 12ST RSE 9B UB,1,1,25
8851,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
8851,WM,CUT FLORAL,FPP,579770247,BQ MD XL MIX 9B FF,1,1,25
8851,WM,CUT FLORAL,FPP,599974151,RS MD 12ST RSE DD EF,1,1,79
8851,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
8851,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
8851,WM,CUT FLORAL,FPP,599974151,RS MD 12ST RSE DD EF,1,1,79
8851,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
8851,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
8851,WM,CUT FLORAL,FPP,599974151,RS MD 12ST RSE DD EF,1,1,79
8851,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
8851,WM,CUT FLORAL,FPP,650819872,BQ MD MEGA MIX 9B FP,1,1,25
8851,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
8851,WM,CUT FLORAL,FPP,599974151,RS MD 12ST RSE DD EF,1,1,79
8851,WM,CUT FLORAL,FPP,599977253,AR MD GNG MIX 54 UB,1,1,25
8852,WM,CUT FLORAL,FPP,579770247,BQ MD XL MIX 9B FF,1,1,25
8852,WM,CUT FLORAL,FPP,599974139,RS MD 12ST RSE 9B GF,1,1,25
8852,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
8852,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
8852,WM,CUT FLORAL,FPP,650819842,RS MD 12ST RSE DD FA,1,1,79
8852,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
8852,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
8852,WM,CUT FLORAL,FPP,650819842,RS MD 12ST RSE DD FA,1,1,79
8852,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
8852,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
8852,WM,CUT FLORAL,FPP,599974174,BQ MD MEGA MIX 9B CH,1,1,25
8852,WM,CUT FLORAL,FPP,650819842,RS MD 12ST RSE DD FA,1,1,79
8852,WM,CUT FLORAL,FPP,579770246,BQ MD XL MIX DD FF,1,1,79
8852,WM,CUT FLORAL,FPP,599974152,AR MD GNG MIX 54 EF,1,1,25
8852,WM,CUT FLORAL,FPP,650819842,RS MD 12ST RSE DD FA,1,1,79
7077,WM,CUT FLORAL,Case Pick,658898805,BQ MD XL MIX DB GF,6,3,24.5
7014,WM,CUT FLORAL,Case Pick,579770228,BQ MDY XL DB GG,6,3,24.5
6062,WM,CUT FLORAL,FPP,658898806,BQ MD XL MIX 9B GF,1,1,25
7014,WM,CUT FLORAL,FPP,579770226,BQ MD XL MIX DD GG,1,1,80
7014,WM,CUT FLORAL,FPP,579770227,BQ MDY XL 9B GG,1,1,25
6056,WM,CUT FLORAL,Case Pick,669179708,CB MD CUPCAKE DB ME,6,3,15
6047,SAMS,LIVE PLANTS,Case Pick,990338204,5IN ANTHURIUM,5,4,22.63
6047,SAMS,LIVE PLANTS,Case Pick,990293789,8IN PETITE ORCHID,5,4,22.63
6047,SAMS,LIVE PLANTS,FPP,980272575,HYDRANGEA GARDEN,1,1,78
6047,SAMS,LIVE PLANTS,FPP,980328558,HYDRANGEA PLANTER 9,1,1,78
6042,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6042,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6042,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6042,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6042,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6042,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6042,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6047,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6047,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6047,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6047,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6047,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6055,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6055,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6055,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6055,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6055,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6057,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6057,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6057,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6057,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6057,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6059,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6059,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6059,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6059,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6059,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6062,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6062,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6062,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6062,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6062,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6062,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6062,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6062,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6062,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6064,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6064,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6064,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6064,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6064,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6065,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6065,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6065,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6071,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6071,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6071,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6071,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6072,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6072,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6072,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6072,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6072,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6073,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6073,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6073,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6073,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6073,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6073,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6073,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6074,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6074,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6074,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6074,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6074,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6074,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6074,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6074,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6074,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6077,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6077,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6077,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6077,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6077,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6082,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6082,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6082,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6082,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6082,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6083,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6083,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6083,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6083,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6083,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6083,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6083,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6084,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6084,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6084,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6084,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6084,WM,LIVE PLANTS,Case Pick,652067115,GIB MOTHERS DAY ASST,5,5,16
6084,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6085,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6085,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6085,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6085,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6085,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6090,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6090,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6090,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6090,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6090,WM,LIVE PLANTS,Case Pick,652067115,GIB MOTHERS DAY ASST,5,5,16
6090,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6091,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6091,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6091,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6091,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6091,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6095,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6095,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6095,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6095,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6095,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6096,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6096,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6096,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6096,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6096,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6097,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6097,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6097,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6097,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6097,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6097,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6099,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6099,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6099,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6099,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6099,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
6858,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6858,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6858,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
6858,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
6858,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
6858,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
6858,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
7010,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7010,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7010,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7010,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7010,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7010,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7010,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7012,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7012,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7012,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7012,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7012,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7012,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
7013,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7013,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7013,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7013,WM,LIVE PLANTS,Case Pick,652067115,GIB MOTHERS DAY ASST,5,5,16
7013,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7014,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7014,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7014,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7014,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7014,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
7015,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7015,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7015,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7015,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7015,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7015,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7015,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7015,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7015,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
