Location Number,Capabilities,June 3 Hours,Week 19 (6/4-5) Additional Hours
2873,Pickup + Instore,13,28
2874,Pickup + Instore,13,28
2881,Pickup + Instore,13,28
2882,Pickup + Instore,13,28
2883,Pickup + Instore,13,28
2884,Pickup + Instore,13,28
2886,Pickup + Instore,13,28
2888,Pickup + Instore,13,28
2889,Pickup + Instore,13,28
2890,Pickup + Instore,13,28
2891,Pickup + Instore,13,28
2892,Pickup + Instore,13,28
2893,Instore Only,8,18
2894,Instore Only,8,18
2908,Instore Only,8,18
2909,Instore Only,8,18
2910,Pickup + Instore,13,28
2911,Pickup + Instore,13,28
2912,Pickup + Instore,13,28
2913,Pickup + Instore,13,28
2914,Pickup + Instore,13,28
2918,Pickup + Instore,13,28
2920,Pickup + Instore,13,28
2921,Pickup + Instore,13,28
2922,Pickup + Instore,13,28
2923,Pickup + Instore,13,28
2924,Pickup + Instore,13,28
2925,Pickup + Instore,13,28
2926,Fuel + Pickup + Instore,16,33
2927,Pickup + Instore,13,28
2928,Pickup + Instore,13,28
2929,Pickup + Instore,13,28
2931,Pickup + Instore,13,28
2932,Pickup + Instore,13,28
2933,Fuel + Instore,11,23
2934,Instore Only,8,18
2935,Instore Only,8,18
2936,Pickup + Instore,13,28
2937,Instore Only,8,18
2938,Pickup + Instore,13,28
2939,Pickup + Instore,13,28
2941,Pickup + Instore,13,28
2945,Pickup + Instore,13,28
2946,Pickup + Instore,13,28
2948,Pickup + Instore,13,28
2950,Pickup + Instore,13,28
2951,Pickup + Instore,13,28
2953,Pickup + Instore,13,28
2955,Pickup + Instore,13,28
2956,Pickup + Instore,13,28
2957,Instore Only,8,18
2958,Pickup + Instore,13,28
2959,Pickup + Instore,13,28
2962,Pickup + Instore,13,28
2963,Pickup + Instore,13,28
2964,Pickup + Instore,13,28
2966,Pickup + Instore,13,28
2967,Pickup + Instore,13,28
2968,Instore Only,8,18
2973,Pickup + Instore,13,28
2978,Pickup + Instore,13,28
2980,Pickup + Instore,13,28
2985,Pickup + Instore,13,28
2986,Pickup + Instore,13,28
2987,Pickup + Instore,13,28
2988,Instore Only,8,18
2990,Instore Only,8,18
2991,Pickup + Instore,13,28
2992,Instore Only,8,18
2993,Pickup + Instore,13,28
2994,Pickup + Instore,13,28
2996,Pickup + Instore,13,28
3004,Pickup + Instore,13,28
3008,Pickup + Instore,13,28
3014,Pickup + Instore,13,28
3017,Pickup + Instore,13,28
3018,Fuel + Pickup + Instore,16,33
3035,Pickup + Instore,13,28
3044,Pickup + Instore,13,28
3053,Pickup + Instore,13,28
3055,Pickup + Instore,13,28
3056,Fuel + Instore,11,23
3057,Pickup + Instore,13,28
3058,Pickup + Instore,13,28
3059,Instore Only,8,18
3060,Fuel + Instore,11,23
3061,Pickup + Instore,13,28
3067,Pickup + Instore,13,28
3075,Pickup + Instore,13,28
3077,Pickup + Instore,13,28
3078,Pickup + Instore,13,28
3081,Pickup + Instore,13,28
3088,Pickup + Instore,13,28
3093,Fuel + Pickup + Instore,16,33
3102,Instore Only,8,18
3103,Pickup + Instore,13,28
3106,Pickup + Instore,13,28
3107,Pickup + Instore,13,28
3112,Pickup + Instore,13,28
3114,Pickup + Instore,13,28
3118,Pickup + Instore,13,28
3119,Pickup + Instore,13,28
3129,Instore Only,8,18
3136,Pickup + Instore,13,28
3137,Instore Only,8,18
3150,Pickup + Instore,13,28
3151,Pickup + Instore,13,28
3159,Pickup + Instore,13,28
3163,Pickup + Instore,13,28
3167,Pickup + Instore,13,28
3169,Fuel + Pickup + Instore,16,33
3170,Fuel + Instore,11,23
3177,Pickup + Instore,13,28
3180,Pickup + Instore,13,28
3182,Pickup + Instore,13,28
3188,Pickup + Instore,13,28
3191,Instore Only,8,18
3192,Pickup + Instore,13,28
3197,Pickup + Instore,13,28
3201,Pickup + Instore,13,28
3205,Pickup + Instore,13,28
3206,Pickup + Instore,13,28
3207,Pickup + Instore,13,28
3208,Pickup + Instore,13,28
3209,Pickup + Instore,13,28
3210,Pickup + Instore,13,28
3212,Pickup + Instore,13,28
3213,Pickup + Instore,13,28
3214,Pickup + Instore,13,28
3215,Pickup + Instore,13,28
3216,Pickup + Instore,13,28
3217,Instore Only,8,18
3218,Pickup + Instore,13,28
3219,Pickup + Instore,13,28
3220,Pickup + Instore,13,28
3221,Instore Only,8,18
3222,Pickup + Instore,13,28
3223,Pickup + Instore,13,28
3224,Pickup + Instore,13,28
3225,Pickup + Instore,13,28
3226,Pickup + Instore,13,28
3227,Pickup + Instore,13,28
3228,Pickup + Instore,13,28
3229,Instore Only,8,18
3230,Pickup + Instore,13,28
3231,Pickup + Instore,13,28
3232,Pickup + Instore,13,28
3233,Instore Only,8,18
3234,Instore Only,8,18
3235,Pickup + Instore,13,28
3236,Pickup + Instore,13,28
3237,Pickup + Instore,13,28
3239,Pickup + Instore,13,28
3241,Pickup + Instore,13,28
3243,Pickup + Instore,13,28
3245,Instore Only,8,18
3247,Pickup + Instore,13,28
3248,Pickup + Instore,13,28
3250,Pickup + Instore,13,28
3251,Instore Only,8,18
3253,Instore Only,8,18
3254,Pickup + Instore,13,28
3255,Pickup + Instore,13,28
3258,Pickup + Instore,13,28
3259,Pickup + Instore,13,28
3260,Instore Only,8,18
3261,Pickup + Instore,13,28
3262,Instore Only,8,18
3265,Fuel + Pickup + Instore,16,33
3267,Pickup + Instore,13,28
3268,Instore Only,8,18
3269,Instore Only,8,18
3270,Instore Only,8,18
3271,Pickup + Instore,13,28
3273,Pickup + Instore,13,28
3274,Pickup + Instore,13,28
3277,Pickup + Instore,13,28
3278,Pickup + Instore,13,28
3279,Pickup + Instore,13,28
3280,Pickup + Instore,13,28
3281,Pickup + Instore,13,28
3282,Instore Only,8,18
3283,Pickup + Instore,13,28
3284,Pickup + Instore,13,28
3285,Pickup + Instore,13,28
3286,Pickup + Instore,13,28
3288,Pickup + Instore,13,28
3289,Instore Only,8,18
3293,Pickup + Instore,13,28
3294,Pickup + Instore,13,28
3295,Pickup + Instore,13,28
3296,Pickup + Instore,13,28
3297,Pickup + Instore,13,28
3298,Pickup + Instore,13,28
3300,Instore Only,8,18
3302,Pickup + Instore,13,28
3303,Instore Only,8,18
3304,Pickup + Instore,13,28
3305,Instore Only,8,18
3307,Instore Only,8,18
3308,Pickup + Instore,13,28
3309,Pickup + Instore,13,28
3310,Pickup + Instore,13,28
3311,Pickup + Instore,13,28
3313,Pickup + Instore,13,28
3319,Pickup + Instore,13,28
3320,Pickup + Instore,13,28
3324,Pickup + Instore,13,28
3328,Instore Only,8,18
3329,Instore Only,8,18
3331,Instore Only,8,18
3332,Pickup + Instore,13,28
3334,Instore Only,8,18
3336,Pickup + Instore,13,28
3337,Pickup + Instore,13,28
3339,Pickup + Instore,13,28
3342,Pickup + Instore,13,28
3344,Pickup + Instore,13,28
3347,Pickup + Instore,13,28
3348,Pickup + Instore,13,28
3349,Pickup + Instore,13,28
3350,Pickup + Instore,13,28
3351,Pickup + Instore,13,28
3352,Pickup + Instore,13,28
3360,Pickup + Instore,13,28
3362,Pickup + Instore,13,28
3363,Pickup + Instore,13,28
3364,Pickup + Instore,13,28
3366,Pickup + Instore,13,28
3367,Pickup + Instore,13,28
3370,Pickup + Instore,13,28
3371,Pickup + Instore,13,28
3372,Pickup + Instore,13,28
3379,Pickup + Instore,13,28
3380,Pickup + Instore,13,28
3381,Instore Only,8,18
3382,Pickup + Instore,13,28
3383,Pickup + Instore,13,28
3384,Instore Only,8,18
3386,Instore Only,8,18
3387,Pickup + Instore,13,28
3388,Pickup + Instore,13,28
3389,Pickup + Instore,13,28
3390,Pickup + Instore,13,28
3391,Pickup + Instore,13,28
3394,Instore Only,8,18
3395,Pickup + Instore,13,28
3397,Pickup + Instore,13,28
3400,Pickup + Instore,13,28
3401,Pickup + Instore,13,28
3402,Pickup + Instore,13,28
3403,Pickup + Instore,13,28
3404,Pickup + Instore,13,28
3406,Pickup + Instore,13,28
3407,Pickup + Instore,13,28
3408,Pickup + Instore,13,28
3409,Pickup + Instore,13,28
3412,Instore Only,8,18
3415,Pickup + Instore,13,28
3417,Pickup + Instore,13,28
3418,Pickup + Instore,13,28
3422,Pickup + Instore,13,28
3423,Pickup + Instore,13,28
3425,Pickup + Instore,13,28
3427,Fuel + Instore,11,23
3428,Pickup + Instore,13,28
3429,Instore Only,8,18
3430,Pickup + Instore,13,28
3431,Pickup + Instore,13,28
3432,Pickup + Instore,13,28
3433,Pickup + Instore,13,28
3434,Pickup + Instore,13,28
3435,Pickup + Instore,13,28
3436,Pickup + Instore,13,28
3439,Pickup + Instore,13,28
3445,Pickup + Instore,13,28
3447,Pickup + Instore,13,28
3453,Pickup + Instore,13,28
3454,Pickup + Instore,13,28
3458,Instore Only,8,18
3459,Pickup + Instore,13,28
3460,Pickup + Instore,13,28
3461,Pickup + Instore,13,28
3462,Pickup + Instore,13,28
3463,Pickup + Instore,13,28
3464,Pickup + Instore,13,28
3465,Pickup + Instore,13,28
3469,Pickup + Instore,13,28
3471,Pickup + Instore,13,28
3472,Fuel + Pickup + Instore,16,33
3473,Pickup + Instore,13,28
3474,Pickup + Instore,13,28
3475,Pickup + Instore,13,28
3476,Pickup + Instore,13,28
3477,Pickup + Instore,13,28
3480,Fuel + Instore,11,23
3482,Pickup + Instore,13,28
3483,Pickup + Instore,13,28
3484,Pickup + Instore,13,28
3485,Instore Only,8,18
3486,Pickup + Instore,13,28
3487,Pickup + Instore,13,28
3488,Pickup + Instore,13,28
3489,Pickup + Instore,13,28
3492,Pickup + Instore,13,28
3495,Pickup + Instore,13,28
3497,Pickup + Instore,13,28
3498,Pickup + Instore,13,28
3499,Instore Only,8,18
3500,Pickup + Instore,13,28
3501,Pickup + Instore,13,28
3502,Pickup + Instore,13,28
3503,Pickup + Instore,13,28
3505,Instore Only,8,18
3510,Pickup + Instore,13,28
3511,Fuel + Pickup + Instore,16,33
3513,Pickup + Instore,13,28
3514,Instore Only,8,18
3515,Instore Only,8,18
3516,Pickup + Instore,13,28
3518,Pickup + Instore,13,28
3520,Pickup + Instore,13,28
3522,Pickup + Instore,13,28
3523,Pickup + Instore,13,28
3525,Pickup + Instore,13,28
3526,Pickup + Instore,13,28
3527,Pickup + Instore,13,28
3528,Instore Only,8,18
3529,Pickup + Instore,13,28
3531,Pickup + Instore,13,28
3533,Pickup + Instore,13,28
3534,Instore Only,8,18
3535,Pickup + Instore,13,28
3537,Pickup + Instore,13,28
3538,Pickup + Instore,13,28
3541,Pickup + Instore,13,28
3560,Instore Only,8,18
3564,Pickup + Instore,13,28
3566,Pickup + Instore,13,28
3567,Fuel + Instore,11,23
3568,Fuel + Pickup + Instore,16,33
3569,Pickup + Instore,13,28
3570,Pickup + Instore,13,28
3571,Pickup + Instore,13,28
3572,Pickup + Instore,13,28
3573,Pickup + Instore,13,28
3580,Pickup + Instore,13,28
3581,Pickup + Instore,13,28
3582,Pickup + Instore,13,28
3583,Pickup + Instore,13,28
3584,Pickup + Instore,13,28
3585,Fuel + Pickup + Instore,16,33
3587,Pickup + Instore,13,28
3588,Pickup + Instore,13,28
3589,Pickup + Instore,13,28
3590,Pickup + Instore,13,28
3591,Pickup + Instore,13,28
3595,Pickup + Instore,13,28
3596,Pickup + Instore,13,28
3597,Pickup + Instore,13,28
3601,Pickup + Instore,13,28
3602,Pickup + Instore,13,28
3607,Instore Only,8,18
3608,Pickup + Instore,13,28
3609,Pickup + Instore,13,28
3610,Pickup + Instore,13,28
3611,Pickup + Instore,13,28
3612,Pickup + Instore,13,28
3616,Instore Only,8,18
3620,Pickup + Instore,13,28
3621,Pickup + Instore,13,28
3623,Pickup + Instore,13,28
3624,Pickup + Instore,13,28
3625,Pickup + Instore,13,28
3626,Pickup + Instore,13,28
3627,Pickup + Instore,13,28
3630,Pickup + Instore,13,28
3631,Fuel + Pickup + Instore,16,33
3632,Instore Only,8,18
3633,Pickup + Instore,13,28
3634,Instore Only,8,18
3639,Pickup + Instore,13,28
3640,Pickup + Instore,13,28
3641,Pickup + Instore,13,28
3643,Instore Only,8,18
3644,Pickup + Instore,13,28
3645,Pickup + Instore,13,28
3648,Pickup + Instore,13,28
3652,Pickup + Instore,13,28
3656,Instore Only,8,18
3658,Pickup + Instore,13,28
3659,Pickup + Instore,13,28
3660,Pickup + Instore,13,28
3700,Pickup + Instore,13,28
3701,Instore Only,8,18
3702,Pickup + Instore,13,28
3705,Pickup + Instore,13,28
3708,Pickup + Instore,13,28
3709,Pickup + Instore,13,28
3710,Pickup + Instore,13,28
3712,Pickup + Instore,13,28
3717,Pickup + Instore,13,28
3720,Pickup + Instore,13,28
3722,Pickup + Instore,13,28
3725,Pickup + Instore,13,28
3726,Pickup + Instore,13,28
3728,Pickup + Instore,13,28
3729,Pickup + Instore,13,28
3730,Pickup + Instore,13,28
3731,Pickup + Instore,13,28
3732,Pickup + Instore,13,28
3733,Pickup + Instore,13,28
3734,Instore Only,8,18
3738,Pickup + Instore,13,28
3739,Fuel + Pickup + Instore,16,33
3741,Pickup + Instore,13,28
3742,Instore Only,8,18
3747,Pickup + Instore,13,28
3748,Pickup + Instore,13,28
3749,Pickup + Instore,13,28
3750,Pickup + Instore,13,28
3751,Pickup + Instore,13,28
3754,Instore Only,8,18
3757,Pickup + Instore,13,28
3758,Instore Only,8,18
3760,Instore Only,8,18
3761,Instore Only,8,18
3762,Pickup + Instore,13,28
3763,Pickup + Instore,13,28
3764,Instore Only,8,18
3765,Pickup + Instore,13,28
3768,Fuel + Instore,11,23
3770,Instore Only,8,18
3771,Pickup + Instore,13,28
3772,Instore Only,8,18
3773,Pickup + Instore,13,28
3774,Pickup + Instore,13,28
3775,Pickup + Instore,13,28
3777,Pickup + Instore,13,28
3778,Pickup + Instore,13,28
3780,Pickup + Instore,13,28
3781,Pickup + Instore,13,28
3782,Pickup + Instore,13,28
3783,Pickup + Instore,13,28
3784,Pickup + Instore,13,28
3785,Pickup + Instore,13,28
3786,Pickup + Instore,13,28
3789,Pickup + Instore,13,28
3790,Pickup + Instore,13,28
3791,Instore Only,8,18
3792,Pickup + Instore,13,28
3794,Pickup + Instore,13,28
3795,Pickup + Instore,13,28
3796,Pickup + Instore,13,28
3799,Pickup + Instore,13,28
3801,Pickup + Instore,13,28
3802,Pickup + Instore,13,28
3804,Pickup + Instore,13,28
3805,Instore Only,8,18
3806,Instore Only,8,18
3807,Instore Only,8,18
3809,Instore Only,8,18
3810,Pickup + Instore,13,28
3812,Pickup + Instore,13,28
3823,Pickup + Instore,13,28
3824,Pickup + Instore,13,28
3825,Instore Only,8,18
3826,Pickup + Instore,13,28
3827,Pickup + Instore,13,28
3828,Pickup + Instore,13,28
3829,Pickup + Instore,13,28
3830,Pickup + Instore,13,28
3831,Pickup + Instore,13,28
3833,Pickup + Instore,13,28
3835,Pickup + Instore,13,28
3837,Fuel + Pickup + Instore,16,33
3838,Pickup + Instore,13,28
3840,Pickup + Instore,13,28
3842,Pickup + Instore,13,28
3843,Instore Only,8,18
3847,Instore Only,8,18
3848,Pickup + Instore,13,28
3850,Pickup + Instore,13,28
3851,Pickup + Instore,13,28
3852,Instore Only,8,18
3853,Instore Only,8,18
3857,Pickup + Instore,13,28
3858,Instore Only,8,18
3860,Pickup + Instore,13,28
3861,Pickup + Instore,13,28
3864,Pickup + Instore,13,28
3867,Pickup + Instore,13,28
3868,Pickup + Instore,13,28
3869,Pickup + Instore,13,28
3872,Pickup + Instore,13,28
3874,Pickup + Instore,13,28
3875,Instore Only,8,18
3876,Instore Only,8,18
3877,Pickup + Instore,13,28
3884,Pickup + Instore,13,28
3886,Pickup + Instore,13,28
3887,Pickup + Instore,13,28
3888,Pickup + Instore,13,28
3889,Pickup + Instore,13,28
3891,Pickup + Instore,13,28
3893,Pickup + Instore,13,28
3894,Pickup + Instore,13,28
3896,Pickup + Instore,13,28
3897,Fuel + Pickup + Instore,16,33
3912,Instore Only,8,18
3947,Pickup + Instore,13,28
4049,Pickup + Instore,13,28
4055,Fuel + Pickup + Instore,16,33
4063,Pickup + Instore,13,28
4064,Pickup + Instore,13,28
4065,Pickup + Instore,13,28
4068,Pickup + Instore,13,28
4101,Instore Only,8,18
4102,Fuel + Instore,11,23
4103,Pickup + Instore,13,28
4108,Fuel + Pickup + Instore,16,33
4111,Fuel + Pickup + Instore,16,33
4112,Pickup + Instore,13,28
4115,Pickup + Instore,13,28
4118,Fuel + Pickup + Instore,16,33
4129,Pickup + Instore,13,28
4130,Fuel + Pickup + Instore,16,33
4131,Pickup + Instore,13,28
4132,Pickup + Instore,13,28
4137,Pickup + Instore,13,28
4144,Pickup + Instore,13,28
4153,Pickup + Instore,13,28
4156,Instore Only,8,18
4161,Instore Only,8,18
4162,Pickup + Instore,13,28
4163,Pickup + Instore,13,28
4164,Instore Only,8,18
4165,Pickup + Instore,13,28
4166,Instore Only,8,18
4168,Instore Only,8,18
4171,Pickup + Instore,13,28
4176,Pickup + Instore,13,28
4183,Pickup + Instore,13,28
4185,Pickup + Instore,13,28
4187,Pickup + Instore,13,28
4191,Pickup + Instore,13,28
4194,Fuel + Pickup + Instore,16,33
4195,Pickup + Instore,13,28
4200,Pickup + Instore,13,28
4201,Instore Only,8,18
4202,Pickup + Instore,13,28
4203,Fuel + Pickup + Instore,16,33
4208,Pickup + Instore,13,28
4209,Instore Only,8,18
4215,Instore Only,8,18
4216,Pickup + Instore,13,28
4219,Pickup + Instore,13,28
4221,Pickup + Instore,13,28
4223,Pickup + Instore,13,28
4224,Pickup + Instore,13,28
4226,Instore Only,8,18
4230,Pickup + Instore,13,28
4231,Pickup + Instore,13,28
4232,Pickup + Instore,13,28
4235,Pickup + Instore,13,28
4237,Pickup + Instore,13,28
4238,Pickup + Instore,13,28
4239,Pickup + Instore,13,28
4240,Pickup + Instore,13,28
4241,Pickup + Instore,13,28
4243,Pickup + Instore,13,28
4244,Instore Only,8,18
4246,Instore Only,8,18
4247,Instore Only,8,18
4249,Instore Only,8,18
4250,Pickup + Instore,13,28
4252,Pickup + Instore,13,28
4253,Instore Only,8,18
4255,Pickup + Instore,13,28
4256,Pickup + Instore,13,28
4257,Instore Only,8,18
4258,Pickup + Instore,13,28
4259,Instore Only,8,18
4260,Pickup + Instore,13,28
4262,Pickup + Instore,13,28
4272,Pickup + Instore,13,28
4273,Pickup + Instore,13,28
4274,Pickup + Instore,13,28
4276,Pickup + Instore,13,28
4277,Pickup + Instore,13,28
4278,Instore Only,8,18
4279,Pickup + Instore,13,28
4281,Instore Only,8,18
4283,Pickup + Instore,13,28
4284,Pickup + Instore,13,28
4285,Pickup + Instore,13,28
4286,Pickup + Instore,13,28
4288,Pickup + Instore,13,28
4295,Pickup + Instore,13,28
4298,Pickup + Instore,13,28
4299,Pickup + Instore,13,28
4303,Pickup + Instore,13,28
4309,Pickup + Instore,13,28
4317,Instore Only,8,18
4318,Pickup + Instore,13,28
4321,Pickup + Instore,13,28
4322,Instore Only,8,18
4323,Pickup + Instore,13,28
4325,Pickup + Instore,13,28
4330,Pickup + Instore,13,28
4332,Pickup + Instore,13,28
4333,Pickup + Instore,13,28
4334,Pickup + Instore,13,28
4335,Pickup + Instore,13,28
4336,Pickup + Instore,13,28
4337,Instore Only,8,18
4340,Pickup + Instore,13,28
4341,Instore Only,8,18
4348,Pickup + Instore,13,28
4350,Instore Only,8,18
4352,Pickup + Instore,13,28
4355,Instore Only,8,18
4356,Pickup + Instore,13,28
4358,Pickup + Instore,13,28
4359,Pickup + Instore,13,28
4365,Fuel + Pickup + Instore,16,33
4368,Pickup + Instore,13,28
4370,Instore Only,8,18
4372,Instore Only,8,18
4374,Instore Only,8,18
4377,Instore Only,8,18
4378,Instore Only,8,18
4379,Instore Only,8,18
4381,Pickup + Instore,13,28
4383,Pickup + Instore,13,28
4384,Pickup + Instore,13,28
4387,Pickup + Instore,13,28
4389,Instore Only,8,18
4392,Pickup + Instore,13,28
4393,Pickup + Instore,13,28
4394,Pickup + Instore,13,28
4395,Pickup + Instore,13,28
4399,Pickup + Instore,13,28
4403,Pickup + Instore,13,28
4404,Pickup + Instore,13,28
4405,Pickup + Instore,13,28
4407,Pickup + Instore,13,28
4409,Instore Only,8,18
4410,Pickup + Instore,13,28
4412,Pickup + Instore,13,28
4414,Instore Only,8,18
4416,Fuel + Pickup + Instore,16,33
4417,Pickup + Instore,13,28
4420,Instore Only,8,18
4423,Pickup + Instore,13,28
4424,Pickup + Instore,13,28
4427,Pickup + Instore,13,28
4428,Pickup + Instore,13,28
4430,Pickup + Instore,13,28
4435,Pickup + Instore,13,28
4436,Pickup + Instore,13,28
4438,Pickup + Instore,13,28
4439,Pickup + Instore,13,28
4440,Pickup + Instore,13,28
4444,Pickup + Instore,13,28
4446,Pickup + Instore,13,28
4450,Pickup + Instore,13,28
4451,Pickup + Instore,13,28
4456,Pickup + Instore,13,28
4457,Instore Only,8,18
4458,Pickup + Instore,13,28
4459,Pickup + Instore,13,28
4460,Pickup + Instore,13,28
4461,Instore Only,8,18
4471,Fuel + Instore,11,23
4472,Pickup + Instore,13,28
4474,Instore Only,8,18
4475,Pickup + Instore,13,28
4476,Pickup + Instore,13,28
4477,Pickup + Instore,13,28
4479,Pickup + Instore,13,28
4482,Pickup + Instore,13,28
4483,Pickup + Instore,13,28
4484,Pickup + Instore,13,28
4487,Pickup + Instore,13,28
4488,Instore Only,8,18
4497,Pickup + Instore,13,28
4499,Pickup + Instore,13,28
4501,Pickup + Instore,13,28
4503,Fuel + Pickup + Instore,16,33
4506,Pickup + Instore,13,28
4508,Fuel + Instore,11,23
4509,Pickup + Instore,13,28
4511,Pickup + Instore,13,28
4512,Fuel + Pickup + Instore,16,33
4514,Pickup + Instore,13,28
4520,Pickup + Instore,13,28
4521,Pickup + Instore,13,28
4526,Instore Only,8,18
4529,Pickup + Instore,13,28
4531,Pickup + Instore,13,28
4533,Instore Only,8,18
4538,Pickup + Instore,13,28
4540,Instore Only,8,18
4543,Instore Only,8,18
4553,Pickup + Instore,13,28
4554,Pickup + Instore,13,28
4556,Pickup + Instore,13,28
4557,Pickup + Instore,13,28
4558,Pickup + Instore,13,28
4564,Pickup + Instore,13,28
4567,Pickup + Instore,13,28
4568,Instore Only,8,18
4569,Instore Only,8,18
4570,Instore Only,8,18
4574,Pickup + Instore,13,28
4581,Pickup + Instore,13,28
4583,Pickup + Instore,13,28
4588,Pickup + Instore,13,28
4590,Pickup + Instore,13,28
4593,Pickup + Instore,13,28
4594,Pickup + Instore,13,28
4597,Pickup + Instore,13,28
4599,Pickup + Instore,13,28
4600,Pickup + Instore,13,28
4601,Pickup + Instore,13,28
4606,Instore Only,8,18
4609,Pickup + Instore,13,28
4611,Pickup + Instore,13,28
4612,Instore Only,8,18
4615,Pickup + Instore,13,28
4616,Instore Only,8,18
4623,Pickup + Instore,13,28
4627,Pickup + Instore,13,28
4631,Pickup + Instore,13,28
4635,Pickup + Instore,13,28
4636,Instore Only,8,18
4637,Pickup + Instore,13,28
4638,Pickup + Instore,13,28
4639,Instore Only,8,18
4641,Pickup + Instore,13,28
4643,Pickup + Instore,13,28
4644,Pickup + Instore,13,28
4653,Fuel + Pickup + Instore,16,33
4660,Pickup + Instore,13,28
4664,Pickup + Instore,13,28
4677,Pickup + Instore,13,28
4678,Pickup + Instore,13,28
4679,Pickup + Instore,13,28
4681,Pickup + Instore,13,28
4682,Instore Only,8,18
4683,Pickup + Instore,13,28
4687,Pickup + Instore,13,28
4689,Pickup + Instore,13,28
4690,Pickup + Instore,13,28
4695,Fuel + Pickup + Instore,16,33
4696,Instore Only,8,18
4697,Pickup + Instore,13,28
4699,Instore Only,8,18
4734,Pickup + Instore,13,28
4849,Pickup + Instore,13,28
4865,Pickup + Instore,13,28
5003,Instore Only,8,18
5012,Pickup + Instore,13,28
5022,Pickup + Instore,13,28
5023,Pickup + Instore,13,28
5025,Pickup + Instore,13,28
5027,Pickup + Instore,13,28
5028,Pickup + Instore,13,28
5029,Pickup + Instore,13,28
5030,Pickup + Instore,13,28
5031,Pickup + Instore,13,28
5033,Instore Only,8,18
5034,Pickup + Instore,13,28
5035,Pickup + Instore,13,28
5036,Pickup + Instore,13,28
5037,Pickup + Instore,13,28
5038,Pickup + Instore,13,28
5039,Pickup + Instore,13,28
5041,Pickup + Instore,13,28
5044,Instore Only,8,18
5045,Pickup + Instore,13,28
5046,Pickup + Instore,13,28
5048,Pickup + Instore,13,28
5049,Pickup + Instore,13,28
5051,Pickup + Instore,13,28
5054,Pickup + Instore,13,28
5055,Pickup + Instore,13,28
5056,Pickup + Instore,13,28
5057,Pickup + Instore,13,28
5058,Pickup + Instore,13,28
5060,Pickup + Instore,13,28
5063,Pickup + Instore,13,28
5064,Pickup + Instore,13,28
5065,Pickup + Instore,13,28
5066,Fuel + Pickup + Instore,16,33
5070,Pickup + Instore,13,28
5071,Pickup + Instore,13,28
5075,Pickup + Instore,13,28
5076,Pickup + Instore,13,28
5078,Pickup + Instore,13,28
5079,Pickup + Instore,13,28
5080,Pickup + Instore,13,28
5082,Pickup + Instore,13,28
5085,Pickup + Instore,13,28
5087,Pickup + Instore,13,28
5088,Instore Only,8,18
5090,Pickup + Instore,13,28
5091,Pickup + Instore,13,28
5092,Pickup + Instore,13,28
5095,Pickup + Instore,13,28
5096,Pickup + Instore,13,28
5097,Pickup + Instore,13,28
5099,Pickup + Instore,13,28
5101,Pickup + Instore,13,28
5104,Pickup + Instore,13,28
5105,Pickup + Instore,13,28
5113,Pickup + Instore,13,28
5115,Pickup + Instore,13,28
5116,Pickup + Instore,13,28
5117,Pickup + Instore,13,28
5118,Pickup + Instore,13,28
5123,Pickup + Instore,13,28
5124,Pickup + Instore,13,28
5126,Instore Only,8,18
5127,Pickup + Instore,13,28
5133,Pickup + Instore,13,28
5134,Pickup + Instore,13,28
5136,Pickup + Instore,13,28
5137,Pickup + Instore,13,28
5139,Pickup + Instore,13,28
5141,Pickup + Instore,13,28
5142,Pickup + Instore,13,28
5144,Pickup + Instore,13,28
5145,Pickup + Instore,13,28
5146,Pickup + Instore,13,28
5147,Pickup + Instore,13,28
5150,Pickup + Instore,13,28
5151,Pickup + Instore,13,28
5154,Pickup + Instore,13,28
5155,Pickup + Instore,13,28
5156,Pickup + Instore,13,28
5157,Pickup + Instore,13,28
5159,Instore Only,8,18
5160,Pickup + Instore,13,28
5162,Pickup + Instore,13,28
5165,Pickup + Instore,13,28
5166,Instore Only,8,18
5167,Pickup + Instore,13,28
5168,Instore Only,8,18
5170,Instore Only,8,18
5172,Instore Only,8,18
5173,Pickup + Instore,13,28
5174,Pickup + Instore,13,28
5175,Pickup + Instore,13,28
5184,Pickup + Instore,13,28
5185,Pickup + Instore,13,28
5186,Pickup + Instore,13,28
5189,Pickup + Instore,13,28
5190,Pickup + Instore,13,28
5191,Pickup + Instore,13,28
5192,Pickup + Instore,13,28
5193,Pickup + Instore,13,28
5196,Pickup + Instore,13,28
5197,Pickup + Instore,13,28
5199,Pickup + Instore,13,28
5203,Instore Only,8,18
5210,Pickup + Instore,13,28
5211,Pickup + Instore,13,28
5214,Fuel + Pickup + Instore,16,33
5215,Pickup + Instore,13,28
5216,Pickup + Instore,13,28
5218,Pickup + Instore,13,28
5219,Pickup + Instore,13,28
5220,Pickup + Instore,13,28
5231,Pickup + Instore,13,28
5232,Instore Only,8,18
5233,Pickup + Instore,13,28
5234,Pickup + Instore,13,28
5235,Pickup + Instore,13,28
5236,Pickup + Instore,13,28
5239,Pickup + Instore,13,28
5240,Pickup + Instore,13,28
5241,Pickup + Instore,13,28
5242,Pickup + Instore,13,28
5244,Pickup + Instore,13,28
5245,Pickup + Instore,13,28
5246,Instore Only,8,18
5247,Pickup + Instore,13,28
5250,Pickup + Instore,13,28
5251,Pickup + Instore,13,28
5252,Pickup + Instore,13,28
