Store,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments
1,Dept 40,Tylenol 30pc,PDQ,1,19,
2,Dept 03,KINDERMAT 2IN- 12 UNITS,Full Endcap,1,19,
2,Dept 11,Lasko OPP White Box Fan,Full Stack,1,19,
2,Dept 13,Downy Laundry Beads 5.7oz 20 units,SK,1,19,
2,Dept 17,BTC  S3 Fur Round $5 pillow,Full Stack,1,19,
2,Dept 17,"MS Shag 36""x56"" Rug EC - 36 pc",Full Endcap,1,19,Cancel - increased cost/retail due to tariffs
2,Dept 20,18pk washcloths 216,Full Endcap,1,19,
2,Dept 22,Essential Cooling Body Pillows 3colors,Dump Bin,1,19,
2,Dept 46,"EQ Salon Files & Emery Boards, 128 PC",Sidekick,1,19,
2,Dept 71,MS 5 Piece Resin Card Folding Table and Fou,Full Endcap,1,19,
2,Dept 71,MS Fabric 9 Drawer Dresser,Full Endcap,1,19,
2,Dept 74,"Sterilite 3DR Med Cart, White and Blue",Full Stack,1,19,
2,Dept 92,"426pc Old El Paso Taco Hut, OPP & Bold Taco Shells",Full Stack,2,19,
2,Dept 92,KRAFT HEINZ MIXED GR,Full Stack,1,19,
2,Dept 92,TACO BELL MIX HPAL 624CT (feature has multi price,Half Stack,2,19,
2,Dept 95,GMI 16ct Cereal Bars,Half Stack,1,19,
2,Dept 95,GMI Nature Valley Bulk,Half Stack,1,19,
2,Dept 95,RKT 8CT 1/2 MOD,Half Stack,1,19,
3,Dept 04,GV 150 count plate display,Full Stack,1,19,
3,Dept 17,40pc MS Organizer Lamp EC,Full Endcap,1,19,
3,Dept 46,Makeup Sponge 24pc,Sidekick,1,19,
4,Dept 04,Reynold Wrap Bigger 3 HP,Half Stack,1,19,
4,Dept 04,Reynolds Kitchens Cookie Baking Sheets,Sidekick,1,19,
4,Dept 04,Reynolds Kitchens Plastic Wrap 200sf,Sidekick,1,19,
4,Dept 04,Value Star 200 count Charola,Half Stack,2,19,
4,Dept 04,Value Star 30 ct Charola tray,Half Stack,4,19,
4,Dept 09,Athletic Works Tennis Balls 3ct / 420 units,Full Endcap,1,19,
4,Dept 40,CH TYL/MOTR 36PC,Sidekick,2,19,
4,Dept 40,Equate 91% Isopropyl Alcohol 32oz Shipper 12ct,PDQ,3,19,
4,Dept 46,28pc HT Aftersun,SK,1,19,
4,Dept 46,"EQ 30ct non-metal elastic, 144 pc",Sidekick,1,19,
4,Dept 46,"EQ Continuous Spray Water Bottle, 32 pc",Sidekick,1,19,
4,Dept 46,"EQ Nail Polish Remover 6oz, 448 units",Full Endcap,1,19,
4,Dept 46,"EQ Salon Files & Emery Boards, 128 PC",Sidekick,1,19,
4,Dept 46,Makeup Sponge 24pc,Sidekick,1,19,
4,Dept 67,Balloon Air Inflator 126 Pc,Full Endcap,1,19,
4,Dept 92,30Z MIR WHP,Half Stack,2,19,
4,Dept 92,HLLMNNS MAYO 30OZ,Full Stack,2,19,Item replacement - same product but 36oz at an extra value.
4,Dept 92,KRAFT HEINZ MIXED GR,Full Stack,1,19,
4,Dept 92,MULTI SAUCE 4-SIDED,Full Stack,1,19,
4,Dept 93,GV 3LB B/S THIGH,Bunker,1,19,
5,Dept 03,10ct Crayola Marker Bulk Packs- 24 cases,Full Endcap,1,19,
5,Dept 04,Value Star 30 ct Charola tray,Half Stack,2,19,
5,Dept 11,Lasko OPP White Box Fan,Full Stack,1,19,
5,Dept 17,40pc MS Organizer Lamp EC,Full Endcap,1,19,
5,Dept 17,48pc OPP Floor Lamp,Full Endcap,1,19,
5,Dept 17,BTC  S3 Fur Round $5 pillow,Full Stack,2,19,
5,Dept 17,"MS Shag 36""x56"" Rug EC - 36 pc",Full Endcap,1,19,Cancel - increased cost/retail due to tariffs
5,Dept 20,334pc MS Clear Shower Liner and O-Ring,Half Stack,1,19,
5,Dept 74,"Sterilite 3DR Med Cart, White and Blue",Full Stack,2,19,
5,Dept 92,30Z MIR WHP,Half Stack,2,19,
5,Dept 92,"Cereal Cup, 200 pc",Dump Bin,1,19,
5,Dept 92,"Snap Bag Cereal, 144 pc",Full Stack,2,19,
7,Dept 11,Lasko OPP White Box Fan,Full Stack,1,19,
7,Dept 20,18pk washcloths 216,Full Endcap,2,19,
7,Dept 40,Equate 3% Hydrogen Peroxide 32oz Shipper 12ct,PDQ,1,19,
7,Dept 40,Equate 91% Isopropyl Alcohol 32oz Shipper 12ct,PDQ,2,19,
7,Dept 40,Equate Epsom Salt 8lb Shipper 4ct,PDQ,1,19,
7,Dept 46,"EQ Nail Polish Remover 6oz, 448 units",Full Endcap,1,19,
7,Dept 46,Neutrogena 25ct Makeup Remover Wipes 20PC,PDQ,2,19,
7,Dept 82,BIC 2pk Ult Ltr,Full Endcap,2,19,
7,Dept 92,30Z MIR WHP,Half Stack,1,19,
7,Dept 92,Knorr 768 ct,Full Stack,1,19,
7,Dept 92,KRAFT HEINZ MIXED GR,Full Stack,1,19,
7,Dept 95,On The Border Café & Thins,Full Stack,2,19,
8,Dept 04,GV 150 count plate display,Full Stack,1,19,
8,Dept 04,Reynolds Kitchens Cookie Baking Sheets,Sidekick,1,19,
8,Dept 04,Reynolds Kitchens Foil Pans HP,Half Stack,1,19,
8,Dept 04,Reynolds Kitchens Plastic Wrap 200sf,Sidekick,2,19,
8,Dept 04,Value Star 200 count Charola,Half Stack,1,19,
8,Dept 04,Value Star 30 ct Charola tray,Half Stack,1,19,
8,Dept 11,Lasko OPP White Box Fan,Full Stack,1,19,
8,Dept 13,Downy Laundry Beads 5.7oz 20 units,SK,1,19,
8,Dept 13,OFF! Clean Feel Aero & Spritz 36ct,SK,1,19,
8,Dept 13,Scotch-Brite Stay Fresh Sponge 72 unit,SK,1,19,
8,Dept 20,18pk washcloths 216,Full Endcap,1,19,
8,Dept 40,Equate 91% Isopropyl Alcohol 32oz Shipper 12ct,PDQ,1,19,
8,Dept 92,"426pc Old El Paso Taco Hut, OPP & Bold Taco Shells",Full Stack,1,19,
8,Dept 92,HLLMNNS MAYO 30OZ,Full Stack,1,19,Item replacement - same product but 36oz at an extra value.
8,Dept 92,KRAFT HEINZ MIXED GR,Full Stack,1,19,
8,Dept 95,On The Border Café & Thins,Full Stack,1,19,
9,Dept 04,GV 150 count plate display,Full Stack,1,19,
9,Dept 04,Value Star 30 ct Charola tray,Half Stack,1,19,
9,Dept 11,Lasko OPP White Box Fan,Full Stack,1,19,
9,Dept 13,Downy Laundry Beads 5.7oz 20 units,SK,1,19,
9,Dept 13,Raid FIK/W&H 32ct,Full Endcap,1,19,
9,Dept 13,Scotch-Brite Stay Fresh Sponge 72 unit,SK,1,19,
9,Dept 23,Licensed Beer Straw Hats 48pcs,Full Endcap,1,19,
9,Dept 23,Men's Hanes $5 Socks 288 Piece,Half Stack,1,19,
9,Dept 32,Customize Your Way Hydration Tumbler Décor DIY Se,Sidekick,1,19,
9,Dept 32,Customize Your Way Patches and Chain DIY Sets,Sidekick,1,19,
9,Dept 40,CHAPSTICK 60PC,Sidekick,1,19,
9,Dept 40,EOS 56PC,Sidekick,2,19,
9,Dept 46,"EQ 30ct non-metal elastic, 144 pc",Sidekick,1,19,
