New - Market Nbr,New - Store Nbr
369,5330
369,6477
370,1598
370,2113
370,2766
370,4232
370,5124
370,5190
370,5329
370,5835
371,1512
371,1746
371,2482
371,2515
371,3771
371,3799
371,5768
372,1334
372,1381
372,1646
372,2112
372,2767
372,2768
372,3833
372,5428
373,2671
373,2778
373,3360
373,3751
373,3861
373,4430
373,4451
373,5186
373,6480
375,826
375,869
375,873
375,966
375,1380
375,2270
375,2656
375,3428
375,5003
376,1492
376,1689
376,2892
376,3313
376,4639
376,5137
376,5334
378,924
378,953
378,980
378,1008
378,2729
378,3177
378,4599
378,5033
378,5051
379,905
379,1045
379,1231
379,1659
379,3867
379,4288
379,4567
379,5341
379,5370
380,1252
380,1308
380,2125
380,2751
380,3566
380,4284
380,5049
380,5676
381,1315
381,1412
381,1456
381,1457
381,1461
381,1617
381,3778
381,4471
381,4653
382,1485
382,1508
382,1778
382,1956
382,2084
382,2608
382,2923
382,4412
383,1872
383,1901
383,2147
383,2259
383,2455
383,2607
383,3259
383,4247
383,7199
384,906
384,1397
384,1414
384,2652
384,2924
384,3596
384,5430
384,5492
385,824
385,829
385,831
385,835
385,850
385,3423
385,3731
385,3732
385,4201
385,5491
387,611
387,806
387,851
387,868
387,1306
387,1357
387,3427
387,4341
387,4601
387,5155
387,5166
388,921
388,986
388,1058
388,1095
388,1199
388,1280
388,1550
388,1808
388,4377
388,5099
388,5232
388,5458
389,842
389,962
389,1001
389,1019
389,1273
389,1384
389,2672
389,3018
389,3382
391,984
391,1200
391,1434
391,1896
391,3227
391,3582
391,3805
391,4335
391,5123
392,1648
392,2106
392,2189
392,2402
392,2453
392,2617
392,3254
392,3277
392,3408
392,3729
392,4239
392,4370
392,5864
394,1559
394,1838
394,2483
394,2592
394,2884
394,3350
394,3351
394,3473
394,3728
396,1560
396,1584
396,2050
396,2593
396,2838
396,4356
396,4557
396,5070
396,5101
397,3354
397,3355
397,3356
397,3655
397,3788
397,4339
397,5258
397,5259
397,5269
397,5306
397,5423
399,1951
399,2508
399,2780
399,2781
399,2861
399,2862
399,3093
399,3739
399,5841
400,1878
400,1900
400,1902
400,1905
400,1995
400,2782
400,2831
400,3897
400,5494
401,1699
401,1708
401,1888
401,2921
401,3366
401,3454
401,3789
401,3848
401,4208
401,4272
401,5234
403,1440
403,1686
403,2207
403,3232
403,3568
403,3589
403,3620
403,4438
403,5233
403,5235
403,5350
403,5763
405,1438
405,1439
405,1442
405,1573
405,2051
405,2794
405,3220
405,3847
405,4678
405,5168
406,369
406,370
406,372
406,419
406,592
406,652
406,664
406,770
406,799
406,978
406,1214
406,1437
406,2562
407,35
407,43
407,341
407,418
407,557
407,558
407,993
407,1282
407,2784
407,4209
407,4322
409,186
409,346
409,794
409,1099
409,1221
409,1507
409,2428
409,3103
409,3283
409,3492
409,4321
410,39
410,42
410,72
410,111
410,242
410,368
410,382
410,1187
410,2893
410,5307
411,26
411,342
411,378
411,484
411,1054
411,1802
411,2131
411,5219
411,5441
411,6392
412,1545
412,1632
412,1696
412,2957
412,3758
412,3761
412,4244
412,4246
412,4253
412,5806
413,751
413,1393
413,1435
413,1491
413,1683
413,1723
413,1764
413,2935
413,3394
413,3762
413,4606
414,581
414,647
414,748
414,749
414,892
414,1389
414,1732
414,1787
414,2764
414,4256
414,5748
415,646
415,750
415,753
415,841
415,1496
415,1506
415,1509
415,1528
415,2004
415,2716
415,2889
415,3630
418,559
418,784
418,797
418,985
418,1241
418,1285
418,1431
418,1475
418,1621
418,1721
418,2827
418,5115
419,1447
419,1609
419,1634
419,1654
419,1757
419,1929
419,2367
419,2937
419,3233
419,4849
421,1415
421,1470
421,1473
421,1722
421,1738
421,1858
421,1865
421,2820
421,3760
421,3806
421,4374
422,1861
422,1864
422,1952
422,2087
422,2643
422,2882
422,3364
422,3404
422,3498
422,5625
423,1472
423,1786
423,1855
423,2198
423,2448
423,2642
423,3513
423,5089
423,5977
423,5992
424,1562
424,1577
424,1633
424,1999
424,2274
424,2352
424,3088
424,3102
424,3209
424,3624
424,5976
425,882
425,913
425,982
425,1020
425,1038
425,1657
425,1971
425,2812
425,3534
425,4257
426,810
426,886
426,1005
426,1152
426,1332
426,1361
426,1526
426,1546
426,1625
426,2714
426,3590
427,1534
427,1565
427,1567
427,1581
427,1627
427,1636
427,1649
427,1695
427,2033
427,3648
427,3875
427,4352
427,4569
429,598
429,637
429,790
429,867
429,1326
429,1460
429,1585
429,2579
429,3395
429,5170
429,7129
430,1483
430,1500
430,1520
430,1535
430,1538
430,1543
430,1604
430,1685
430,2443
430,2990
430,3237
430,3734
430,3853
430,3872
430,4865
432,776
432,1637
432,1965
432,3150
432,3151
432,3267
432,4358
432,4568
432,5141
432,5361
433,350
433,645
433,774
433,885
433,1671
433,1943
433,2432
433,2847
433,3278
433,3823
433,4600
435,1167
435,1394
435,1551
435,2668
435,2828
435,3488
435,4677
435,5667
435,5668
435,5669
436,1365
436,1446
436,1672
436,1819
436,2192
436,2421
436,3245
436,4281
436,5432
436,5444
438,965
438,971
438,979
438,1007
438,1202
438,1277
438,1669
438,1679
438,5127
438,5373
438,5397
439,1316
439,1430
439,1449
439,1471
439,1643
439,1727
439,1828
439,1982
439,2509
439,2958
439,2986
440,1366
440,1453
440,1908
440,1931
440,2127
440,2271
440,2510
440,2813
440,3268
440,3643
440,5090
441,847
441,1138
441,1176
441,1267
441,1274
441,1305
441,1396
441,1799
441,2335
441,3505
441,3857
442,910
442,1515
442,1571
442,1635
442,1678
442,1776
442,2936
442,3247
442,3322
442,3499
444,1012
444,1276
444,1650
444,2452
444,2658
444,3324
444,3497
444,5438
444,5463
444,6394
445,1588
445,1692
445,1693
445,1879
445,1914
445,2333
445,3276
445,4340
445,4392
446,2032
446,2526
446,2568
446,2621
446,3087
446,3180
446,3650
446,5152
447,1574
447,1600
447,1624
447,1989
447,2099
447,2507
447,2556
447,2557
447,4317
447,5134
448,1563
448,1660
448,2297
448,2950
448,2951
448,3523
448,5162
448,5686
449,1583
449,1815
449,2001
449,2277
449,2985
449,4238
449,5337
449,5632
449,5701
450,1587
450,1963
450,1983
450,2030
450,2039
450,2054
450,2117
450,5710
450,5890
451,2002
451,2119
451,2280
451,2458
451,4488
451,5435
451,5751
451,5766
451,5884
452,1554
452,1615
452,1789
452,2697
452,3352
452,3455
452,3493
452,3708
452,5231
453,1651
453,1704
453,1755
453,1979
453,2048
453,2052
453,2190
453,2553
453,2925
453,5139
454,1697
454,1881
454,2464
454,2598
454,2735
454,3081
454,3652
454,4393
454,5192
454,5848
455,1760
455,1903
455,1988
455,2418
455,2457
455,3587
455,3712
455,4202
455,4309
455,5136
457,1575
457,1608
457,1616
457,1630
457,1910
457,2044
457,2053
457,2537
457,5133
457,5629
458,2150
458,2253
458,2291
458,3516
458,3524
458,3947
458,5023
458,5305
458,5938
459,1700
459,1917
459,2177
459,2479
459,3494
459,5140
459,5338
459,5886
459,5996
460,2077
460,2094
460,2245
460,2494
460,2527
460,2708
460,2952
460,5075
461,1747
461,1853
461,1899
461,1912
461,2028
461,2842
461,5193
461,5425
462,1756
462,1862
462,1922
462,1941
462,1992
462,2288
462,3464
462,3796
463,1555
463,1805
463,1832
463,1859
463,1915
463,2181
463,5096
463,5156
463,5335
464,2082
464,2242
464,2523
464,2546
464,3248
464,5032
464,5641
464,5930
465,2110
465,2609
465,3477
465,4101
465,4132
465,5072
465,5807
465,5874
466,2206
466,2218
466,2495
466,2517
466,2636
466,4171
466,5644
467,2249
467,2469
467,3218
467,3531
467,3537
467,3705
467,3850
467,4137
467,5853
467,5861
468,1772
468,1834
468,1880
468,2069
468,2320
468,2477
468,5424
468,5839
469,2070
469,2071
469,2074
469,2188
469,2710
469,2711
469,2722
469,4359
469,4474
470,2126
470,2308
470,2314
470,2321
470,2473
470,3149
470,3290
470,3478
470,3883
470,5274
471,2450
471,2594
471,2595
471,2596
471,3053
471,3757
471,3801
471,5195
471,5628
472,2037
472,2121
472,2196
472,2317
472,2319
472,2325
472,5272
472,5273
473,1947
473,2007
473,2016
473,2187
473,2269
473,3217
473,3260
473,3754
473,5078
474,2485
474,2539
474,2549
474,2865
474,3472
474,3511
474,4249
474,4394
474,4395
474,5883
475,1817
475,1870
475,1889
475,2006
475,2101
475,2241
475,2476
475,2492
475,3261
475,3380
475,5869
476,1876
476,2550
476,2552
476,2927
476,2947
476,3742
476,5461
476,5462
476,5899
476,5929
477,1784
477,1793
477,1843
477,1920
477,2422
477,4176
477,4221
477,5368
477,5440
477,5935
478,1775
478,1925
478,2075
478,2243
478,2315
478,2538
478,3239
478,3258
478,5396
479,421
479,717
479,940
479,972
479,2980
479,3773
479,4165
479,5247
479,5312
479,5316
479,5764
481,2226
481,3138
481,3139
481,3140
481,3141
481,3147
481,3179
481,5602
481,5604
481,5605
481,5643
481,5658
481,5659
481,5664
482,923
482,1275
482,1518
482,1557
482,1601
482,1655
482,2786
482,2788
482,3781
482,6476
484,2251
484,2292
484,2401
484,2886
484,2948
484,3522
484,5154
484,5954
485,998
485,2425
485,2442
485,3110
485,4198
485,5149
485,5180
485,5207
485,5308
485,5421
485,5427
485,5695
485,5697
485,6172
485,6500
488,2396
488,2406
488,3011
488,3104
488,4380
488,4441
488,4546
488,4560
488,5704
488,5758
488,5759
488,6967
488,7299
490,3019
490,3082
490,3083
490,3126
490,3127
490,3128
490,3175
490,3176
490,3740
490,4196
490,4491
490,4747
490,5828
490,6178
491,3152
491,3153
491,3154
491,3155
491,3172
491,3173
491,4138
491,4139
491,4625
491,4626
491,5855
491,5990
491,5991
491,6585
492,2431
492,2743
492,3593
492,3599
492,3913
492,4619
492,4654
492,5043
492,5122
492,5780
492,6876
492,6943
492,6975
494,4053
494,4054
494,4413
494,4524
494,4607
494,5135
494,5183
494,5297
494,5372
494,5408
494,5452
494,5767
494,5804
494,6390
494,6470
494,7259
494,7266
496,2870
496,2887
496,3442
496,3646
496,3713
496,3899
496,5279
496,5367
496,5923
496,6174
496,7098
496,7137
496,7162
496,7218
497,377
497,2328
497,3338
497,3628
497,3638
497,3724
497,4145
497,4443
497,4445
497,4452
497,5291
497,5371
497,5378
497,5383
498,3504
498,3619
498,3635
498,3959
498,4432
498,4528
498,4692
498,5143
498,5188
498,5467
498,5734
498,5908
498,7296
498,7304
498,7315
499,3359
499,4148
499,4431
499,4848
499,6233
499,6586
499,6962
499,7004
499,7062
499,7146
499,7180
499,7205
499,7206
500,2414
500,3411
500,3456
500,3600
500,4147
500,4157
500,4545
500,7209
500,7222
500,7235
500,7329
500,7334
500,7337
500,7340
502,3156
502,3157
502,3299
502,3330
502,3880
502,3885
502,4184
502,4220
502,4388
502,5754
502,5755
502,6226
502,6798
502,6936
502,7174
502,7177
503,140
503,163
503,214
503,236
503,249
503,275
503,285
503,288
503,364
504,2974
504,2995
504,3198
504,3199
504,3287
504,3521
504,3574
504,4104
504,4182
504,4453
504,5657
504,5963
504,6078
504,6851
504,6966
504,7261
505,500
505,512
505,964
505,1015
505,2201
505,2612
505,3136
505,3763
505,5717
505,5947
506,508
506,1126
506,1154
506,1198
506,2864
506,3056
506,3057
506,3107
506,4131
506,4162
506,5146
507,2395
507,2880
507,3340
507,3457
507,3508
507,4390
507,4585
507,4655
507,5093
507,5336
507,5364
507,5840
507,6170
507,6942
508,1716
508,1717
508,1893
508,1981
508,2799
508,2853
508,5345
508,5779
509,3603
509,3605
509,3614
509,3622
509,5013
509,5014
509,5393
509,5829
509,6176
509,6243
509,6263
509,6264
509,6814
509,6828
510,2632
510,3314
510,3315
510,3604
510,3844
510,3845
510,3846
510,4218
510,4233
510,4275
510,5257
510,5332
510,5349
510,7320
511,1840
511,1972
511,2025
511,2031
511,2161
511,2648
511,2989
511,5426
511,5434
511,5843
512,2486
512,2689
512,3022
512,3023
512,3046
512,3047
512,3123
512,4174
512,5610
512,5611
512,5633
512,5634
512,5635
514,2385
514,2403
514,2516
514,2571
514,3525
514,3794
514,5041
514,5073
515,2487
515,2826
515,2998
515,3026
515,3131
515,3132
515,3133
515,4762
515,5600
515,5663
515,5689
515,5691
515,8958
526,3661
526,4105
526,4366
526,4415
526,5108
526,5726
526,5782
526,5960
526,5962
526,6587
526,6813
526,7229
528,2835
528,3449
528,3450
528,4056
528,5224
528,5226
528,5290
528,5490
528,5715
528,6098
528,6159
528,6459
528,6786
528,6850
528,7220
528,7263
528,7311
533,2393
533,2394
533,2875
533,2876
533,2877
533,2878
533,2984
533,3202
533,3275
533,3327
533,3615
533,3637
533,5286
533,5314
533,5323
533,5805
533,5863
533,7308
534,2203
534,2685
534,2686
534,2741
534,2742
534,3164
534,3479
534,3654
534,4375
534,4376
534,4686
534,5738
534,5837
534,6953
537,2744
537,2745
537,2997
537,3168
537,3723
537,4128
537,4516
537,4579
537,5737
537,5789
537,5790
537,6960
537,7242
537,7317
538,2839
538,3062
538,3111
538,3238
538,4057
538,4470
538,4478
538,5692
538,5693
538,5791
538,6971
538,7072
538,7127
541,3727
541,3736
541,4048
541,4659
541,5125
541,5310
541,5327
541,5328
541,5773
541,7233
541,7241
541,7262
542,2919
542,2940
542,3743
542,3745
542,3746
542,3752
542,4114
542,4193
542,4367
542,4371
542,4373
542,4577
542,4605
542,4674
542,5204
542,5700
543,3042
543,3703
543,4586
543,5081
543,5102
543,5464
543,5722
543,5774
543,5776
543,5832
543,6165
543,6166
543,6323
543,6577
543,6588
543,6849
543,7099
544,3184
544,3424
544,3990
544,4189
544,4504
544,4580
544,4672
544,4673
544,4691
544,4756
544,5062
544,5100
544,5248
544,5256
544,5459
545,4210
545,4357
545,4582
545,4648
545,4657
545,5098
545,5623
545,5653
545,5740
545,5744
545,5769
545,5771
545,6531
546,2773
546,2801
546,2840
546,2858
546,4421
546,4426
546,4517
546,4519
546,4525
546,4527
546,4530
546,5198
546,5903
546,5907
546,6592
546,6732
548,2391
548,3013
548,3161
548,3414
548,4141
548,4434
548,4667
548,4669
548,5221
548,5654
548,5670
548,5831
548,5876
548,6207
549,525
549,2944
549,3606
549,3629
549,3862
549,4561
549,5005
549,5816
549,5817
549,5818
549,5819
549,5820
549,6398
550,2590
550,3050
550,3098
550,3144
550,3145
550,3146
550,3178
550,4178
550,4757
550,5627
550,5678
550,5993
550,5994
551,3084
551,3099
551,3101
551,4134
551,4169
551,5008
551,5601
551,5603
551,5637
551,5638
551,5640
551,5661
551,5684
552,2468
552,3090
552,4127
552,4759
552,5007
552,5606
552,5608
552,5609
552,5683
552,5979
552,5980
552,5981
552,5982
553,1511
553,1590
553,1996
553,3163
553,3235
553,3311
553,3397
553,4303
554,840
554,920
554,2465
554,2699
554,2731
554,3069
554,3070
554,3071
554,3072
554,3074
554,4206
554,5010
554,5267
554,5813
554,5815
554,7339
557,3094
557,3988
557,4100
557,4180
557,4494
557,4700
557,4706
557,5109
557,5110
557,5205
557,5206
557,7043
557,7168
558,2518
558,2841
558,2871
558,3266
558,4456
558,5047
558,5340
558,5944
559,3617
559,3817
559,4159
559,4565
559,5255
559,5265
559,5741
559,5760
559,5846
559,5875
559,5988
559,6149
559,6548
561,2397
561,2433
561,2975
561,2976
561,2977
561,3015
561,3204
561,3530
561,3870
561,4046
561,5021
561,5824
561,7224
561,7232
561,7240
562,3452
562,3509
562,3542
562,3579
562,4465
562,4466
562,4468
562,4618
562,5094
562,5353
562,6583
562,6590
562,7309
562,7310
562,7357
562,7361
566,2488
566,3185
566,4188
566,4469
566,4589
566,4591
566,5059
566,5107
566,5119
566,5148
566,5182
566,5716
566,5925
566,7254
566,7342
569,413
569,456
569,595
569,1000
569,1041
569,1296
569,2763
569,2765
569,4112
569,5808
570,2451
570,3317
570,3385
570,3512
570,3517
570,4464
570,4676
570,5675
570,5702
570,7349
570,7362
577,3159
577,3443
577,3520
577,3562
577,3795
577,5077
577,5752
580,492
580,566
580,617
580,870
580,1002
580,1026
580,1162
580,1371
580,1783
580,2563
580,4216
581,1645
581,1826
581,1877
581,1882
581,2536
581,5215
581,5394
581,5859
581,5956
582,1572
582,1768
582,1827
582,2307
582,2511
582,3208
582,4068
582,4689
582,4696
582,5167
582,5270
583,259
583,789
583,1055
583,1800
583,3224
583,3225
583,5823
583,5987
583,8930
585,2223
585,2293
585,2752
585,3533
585,3824
585,4734
585,5957
801,1822
801,1854
801,2302
801,2346
801,2423
801,2501
801,3716
801,5802
801,5803
811,2026
811,2067
811,2072
811,2085
811,2240
811,2449
811,2721
811,3693
811,5793
