Mkt,Wk,Reg,Associate Material Handling,Associate Falls,Associate Falling Merchandise,Associate Other,Accident Free Week,Safety Meetings,Late Reporting,Points For the Week,YTD Points, Five Star ,Sales Growth,BU Rank,Company Rank
96,42,72,0,1,3,0,0,0,0,4,43, 4.59 ,11.89%,37,95
492,42,72,2,1,0,1,0,0,-3,1,43, 4.54 ,13.74%,38,96
548,42,72,0,0,3,1,0,0,-3,1,42, 4.58 ,13.94%,39,111
515,42,61,0,1,3,0,0,0,0,4,41, 4.63 ,12.12%,40,119
509,42,59,2,1,3,1,7,0,0,14,40, 4.54 ,12.10%,41,140
488,42,72,0,0,3,0,0,0,0,3,39, 4.57 ,11.60%,42,150
538,42,72,2,1,3,0,0,0,0,6,38, 4.51 ,16.01%,43,162
58,42,64,2,1,0,1,0,0,0,4,37, 4.57 ,15.66%,44,171
543,42,64,2,0,3,1,0,0,0,6,36, 4.58 ,14.67%,45,186
550,42,61,2,1,3,1,7,0,0,14,36, 4.54 ,13.95%,46,188
504,42,64,2,1,3,0,0,0,0,6,35, 4.60 ,16.58%,47,195
496,42,59,2,0,3,1,0,0,0,6,34, 4.57 ,13.39%,48,214
526,42,64,2,1,3,0,0,0,0,6,29, 4.65 ,15.14%,49,305
