Store,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments
1,Dept 13,Clorox Disinfecting Wipes Multiscent 72/2x75ct,Half Stack,2,23,
1,Dept 13,Suavitel Base 105oz Shipper,Full Stack,1,23,
2,Dept 08,"Vibrant Life 2.5 Waterer, 36 units",Full Endcap,1,23,
2,Dept 09,14ft Trampoline 6PC,Full Stack,1,23,
2,Dept 09,"Ozark Trail 10x10 Staight Leg Canopy, 12 units",Half Stack,2,23,
2,Dept 13,Clorox Disinfecting Wipes Multiscent 72/2x75ct,Half Stack,2,23,
2,Dept 13,Dawn PW/EZ Half Pallet,Half Stack,1,23,
2,Dept 46,"EQ Nail Polish Remover 6oz, 4 Endcap Displays",Full Endcap,1,23,
2,Dept 95,96CS 60Z CS TRAY MIXED MOD 384 CT,Full Stack,1,23,
2,Dept 95,96CS MOD 60Z KAJ MIXED MOD 384 CT,Full Stack,1,23,
3,Dept 82,60ct TWANG BEER SALT SIDE KICK,Sidekick,1,23,
4,Dept 08,PetArmor Plus Flea Tick 15ct,Full Endcap,1,23,
4,Dept 11,Lasko OPP White Box Fan,Full Stack,1,23,
4,Dept 46,"EQ Continuous Spray Water Bottle, 32 pc",Sidekick,1,23,
4,Dept 92,"Hershey's Chocolate Syrup, Bottle 24 oz 384 units",Half Stack,1,23,
4,Dept 92,HLLMNNS MAYO 30OZ,Full Stack,1,23,Item replacement - same product but 36oz at an extra value.
4,Dept 92,KBLR VRTY CONE HP 184ct,Half Stack,1,23,
4,Dept 92,KRAFT HEINZ MIXED GR,Full Stack,1,23,
4,Dept 93,GV 8LB B/S BRST,Bunker,1,23,
5,Dept 02,"Gold Bond Healing, 32pcs",Sidekick,1,23,
5,Dept 07,Monster Jam 1:64 Vehicle Dumpbin,Dump Bin,1,23,
5,Dept 13,Clorox Disinfecting Wipes Multiscent 72/2x75ct,Half Stack,3,23,
5,Dept 13,Dawn PW/EZ Half Pallet,Half Stack,2,23,
5,Dept 17,"MS Shag 36""x56"" Rug EC - 36 pc",Full Endcap,1,23,Cancel - increase cost /retail due to tariffs.
5,Dept 46,"EQ Nail Polish Remover 6oz, 4 Endcap Displays",Full Endcap,2,23,
5,Dept 67,Blue Partyware EC mix 65CT,PDQ,1,23,
5,Dept 74,"MS 18PK HNGR SLVHAI, 180pcs",Full Stack,2,23,
5,Dept 74,"Sterilite 3DR Med Cart, White and Blue",Full Stack,1,23,
5,Dept 82,Airbroom 40pc,Half Stack,1,23,
5,Dept 92,"Cereal Cup, 200 pc",Dump Bin,2,23,
7,Dept 02,EQ Mens 5BLD DISP Razor PDQ,4-way,2,23,
7,Dept 13,Swiffer Sweeper Starter Kit PDQ,Half Endcap,1,23,
7,Dept 20,18pk washcloths 216,Full Endcap,1,23,
7,Dept 40,Equate 91% Isopropyl Alcohol 32oz Shipper 12ct,PDQ,1,23,
7,Dept 46,"EQ Nail Polish Remover 6oz, 4 Endcap Displays",Full Endcap,2,23,
7,Dept 82,60ct TWANG BEER SALT SIDE KICK,Sidekick,2,23,
