Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
2,3786,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202350,92.50%,89.80%,14.5,96.80%,94.90%,94.10%,84.60%
59,5267,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202350,83.90%,74.60%,7.6,79.80%,93.70%,81.50%,80.50%
2,1070,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,61.00%,59.10%,16.2,78.60%,54.30%,45.40%,61.30%
2,1403,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202350,79.50%,72.20%,14.3,93.30%,81.40%,72.60%,67.70%
2,3874,,Scheduled Delivery Standard,43,Executive Review,Recovering,Store Focus,202350,86.70%,86.70%,7.9,94.80%,88.80%,85.40%,77.40%
2,1766,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202350,89.80%,96.40%,12.9,94.70%,94.40%,88.30%,82.20%
2,3205,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,85.50%,91.40%,15.4,81.90%,93.60%,88.40%,77.90%
2,3741,,Scheduled Delivery Standard,47,Executive Review,Recovering,Store Focus,202350,88.10%,96.20%,10.2,90.10%,91.70%,87.70%,81.70%
2,5390,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,91.20%,88.40%,12.3,92.90%,90.40%,95.10%,87.20%
2,878,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,92.50%,93.20%,13.6,96.80%,95.90%,94.20%,83.90%
59,3072,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,87.50%,80.90%,11.6,86.80%,88.10%,88.80%,86.40%
2,745,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,82.50%,86.00%,18.5,81.20%,82.10%,81.10%,85.10%
2,3402,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202350,84.50%,86.70%,15.8,92.60%,93.20%,87.10%,66.40%
2,3609,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,88.00%,89.70%,13.1,88.90%,93.20%,89.20%,80.90%
2,3709,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202350,90.10%,94.20%,12.6,77.90%,94.90%,96.00%,92.20%
2,6998,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202350,90.60%,92.70%,12.8,84.60%,94.50%,96.10%,88.20%
2,754,,Scheduled Delivery Standard,41,Executive Review,Degrading,Store Focus,202350,79.80%,79.20%,11.4,77.10%,90.40%,79.90%,65.10%
2,1024,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,86.50%,78.40%,12.3,79.70%,90.60%,84.90%,91.00%
2,1227,,Scheduled Delivery Standard,41,Executive Review,Degrading,Store Focus,202350,73.40%,70.50%,22.5,81.00%,86.70%,72.30%,46.90%
2,1293,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,74.80%,67.00%,24.3,79.70%,75.30%,80.00%,64.40%
2,1658,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202350,72.70%,74.30%,16.4,85.80%,77.20%,69.20%,51.00%
2,4144,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,83.50%,91.90%,15.4,84.90%,88.20%,80.70%,79.70%
2,758,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,80.10%,77.90%,18.2,81.10%,93.00%,79.80%,65.20%
2,907,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202350,83.90%,74.60%,13,85.00%,81.20%,83.20%,85.60%
2,1153,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202350,68.60%,62.70%,22.5,74.30%,80.00%,74.10%,42.00%
2,1367,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202350,81.30%,81.10%,20.4,85.40%,83.30%,95.20%,59.80%
42,85,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,81.70%,78.30%,18.8,74.40%,89.90%,79.50%,83.10%
42,124,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,79.10%,84.90%,20.1,72.80%,71.20%,84.00%,86.80%
42,1105,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,82.90%,79.50%,16.5,71.40%,88.00%,90.00%,84.10%
42,157,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,84.30%,83.80%,21.4,80.60%,89.80%,80.20%,85.70%
42,278,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,70.50%,57.30%,12.9,35.20%,80.20%,91.70%,73.20%
42,376,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202350,88.40%,90.40%,12.5,84.00%,92.50%,93.50%,84.60%
42,448,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,80.60%,87.80%,17.9,79.60%,90.10%,71.60%,79.10%
42,450,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202350,73.60%,71.70%,18.1,65.60%,81.50%,80.40%,68.90%
42,3868,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202350,59.40%,60.90%,16.9,53.90%,70.80%,77.70%,37.30%
42,23,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,72.40%,61.50%,15.8,75.10%,80.20%,91.50%,47.40%
42,307,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202350,71.50%,71.30%,17.4,75.00%,76.50%,67.70%,65.00%
42,1193,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,84.60%,77.10%,12.7,89.40%,88.40%,78.80%,80.80%
42,3331,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202350,77.90%,72.80%,10.8,71.60%,81.10%,79.10%,79.10%
9,2789,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202350,90.90%,89.90%,13.7,95.90%,93.90%,85.50%,87.30%
9,2946,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202350,88.70%,90.80%,16.2,88.50%,89.20%,96.10%,81.80%
9,2987,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202350,73.10%,70.90%,13.3,86.80%,73.20%,44.70%,82.30%
9,1996,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202350,87.50%,85.50%,8.8,95.00%,87.90%,76.20%,88.90%
9,955,,Scheduled Delivery Standard,8,Active Monitoring,Recovering,Store Focus,202350,96.10%,92.30%,10.5,98.90%,97.10%,99.10%,89.70%
9,931,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,89.40%,88.00%,16.5,92.40%,93.90%,87.70%,82.80%
60,3531,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202350,84.10%,77.40%,16.7,82.00%,94.60%,72.10%,80.60%
60,3537,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,83.50%,79.10%,19.7,71.70%,87.90%,90.30%,86.40%
60,2071,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202350,88.80%,79.20%,13.7,92.10%,93.30%,88.50%,82.00%
60,2722,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202350,87.00%,93.50%,10.7,96.30%,82.10%,81.00%,87.50%
60,2516,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202350,89.00%,86.30%,19,87.80%,91.40%,93.50%,84.00%
60,2037,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202350,92.20%,74.60%,11.6,92.20%,95.40%,93.60%,86.90%
60,2485,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202350,91.10%,77.20%,7.7,93.50%,92.00%,89.20%,89.60%
60,2539,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,89.10%,82.90%,16.2,87.60%,89.20%,95.90%,84.60%
60,3511,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,91.80%,87.30%,17.1,91.80%,97.90%,91.10%,86.60%
60,4394,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202350,87.70%,83.60%,13.2,84.00%,91.20%,91.30%,85.00%
60,4395,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,90.80%,75.40%,9.6,94.10%,96.70%,89.60%,82.90%
60,5883,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,87.50%,82.20%,17.4,85.10%,90.10%,85.60%,88.60%
60,1793,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,85.00%,73.50%,16.9,84.90%,87.90%,83.90%,83.10%
60,4176,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202350,85.10%,77.90%,14.1,94.60%,84.60%,78.00%,79.60%
60,5935,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202350,79.10%,73.80%,15.3,84.70%,71.30%,78.40%,82.20%
52,3088,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,90.80%,96.40%,12.7,91.20%,95.00%,95.60%,81.80%
52,1473,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202350,88.20%,80.60%,8.6,92.60%,86.30%,88.90%,85.20%
52,1864,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202350,87.80%,90.20%,14,71.10%,89.80%,96.00%,94.60%
52,3513,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202350,91.50%,84.80%,12.3,94.20%,97.60%,80.30%,89.90%
58,2708,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202350,90.90%,92.20%,19.7,93.10%,91.50%,95.60%,84.00%
57,1560,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,91.50%,97.20%,11.2,91.80%,91.90%,92.70%,89.80%
57,2050,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202350,89.10%,86.40%,16.2,94.40%,83.10%,90.10%,90.00%
57,3220,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202350,79.90%,75.60%,18.7,81.40%,76.40%,85.00%,77.70%
58,1914,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,82.30%,84.30%,20.7,85.20%,68.20%,89.50%,88.20%
58,3464,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,89.00%,89.10%,17.5,94.80%,94.30%,85.00%,81.00%
57,2526,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202350,89.90%,88.70%,12.3,95.50%,93.70%,87.80%,82.40%
57,2568,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,86.60%,92.20%,12.2,89.00%,89.70%,84.60%,82.10%
57,5152,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202350,89.50%,90.00%,12.5,93.30%,89.40%,92.20%,83.60%
57,2609,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,91.90%,94.20%,13.3,95.40%,96.40%,93.30%,82.60%
57,5807,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,93.00%,94.30%,11.3,92.30%,95.10%,95.00%,89.70%
57,3290,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202350,74.30%,80.40%,13.3,89.80%,72.40%,70.80%,61.40%
54,1699,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202350,86.70%,93.10%,16.8,84.40%,94.20%,94.50%,77.60%
54,2921,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,61.00%,63.90%,37.3,6.80%,90.60%,77.30%,46.30%
54,3366,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,63.30%,73.70%,36.3,12.40%,69.70%,71.10%,82.40%
54,3232,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,80.50%,68.70%,14.4,83.10%,83.40%,96.70%,61.70%
54,3589,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202350,90.40%,85.40%,15.4,89.60%,90.50%,96.00%,86.70%
54,3620,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,75.90%,77.80%,22.2,84.50%,66.10%,78.80%,75.30%
54,5235,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202350,72.90%,72.40%,26.8,76.20%,82.90%,86.80%,48.20%
54,2307,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,78.20%,66.70%,19.5,75.80%,82.50%,77.60%,77.10%
54,5334,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202350,80.70%,83.10%,21.7,72.50%,80.80%,89.50%,81.10%
54,953,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,89.50%,77.10%,13.1,89.60%,92.80%,88.50%,86.90%
54,5051,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202350,89.10%,74.20%,17.4,83.40%,92.60%,94.20%,87.70%
54,4284,,Scheduled Delivery Standard,11,At Risk,Recovering,Store Focus,202350,90.80%,83.30%,12.9,91.10%,96.20%,81.70%,93.10%
54,1199,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202350,57.90%,69.80%,11.7,81.50%,58.40%,36.60%,53.00%
54,2223,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,86.50%,76.40%,12.8,90.50%,87.40%,79.10%,87.30%
54,2752,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202350,82.30%,91.50%,10.2,76.00%,73.60%,90.80%,90.80%
54,3533,,Scheduled Delivery Standard,41,Executive Review,Degrading,Store Focus,202350,81.90%,85.60%,14,76.70%,79.10%,89.80%,84.70%
54,5957,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,78.90%,68.60%,24.2,76.90%,79.70%,75.20%,83.20%
54,1273,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202350,88.50%,88.80%,18.1,78.60%,92.30%,97.20%,87.30%
54,3018,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,86.80%,78.90%,15.1,80.90%,88.00%,91.40%,88.10%
54,3382,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,80.80%,65.00%,19.4,82.50%,71.90%,79.00%,89.20%
54,984,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202350,85.10%,90.50%,13.1,86.20%,89.10%,82.00%,82.00%
54,1200,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,88.40%,74.80%,14.8,90.00%,89.30%,84.90%,88.50%
54,1434,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202350,90.00%,81.80%,15.6,89.30%,87.70%,90.10%,93.20%
54,1896,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202350,83.30%,65.30%,17.5,81.50%,89.20%,78.20%,83.50%
54,3227,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,86.30%,76.60%,13.6,85.50%,86.00%,86.30%,87.40%
54,3582,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202350,89.50%,88.30%,16.3,86.30%,87.70%,90.60%,93.70%
54,5123,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202350,87.80%,67.20%,16.6,89.00%,88.50%,81.30%,91.50%
56,5435,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,63.10%,75.60%,28.1,41.50%,65.60%,76.40%,68.10%
56,2025,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202350,89.10%,99.40%,14.4,96.10%,93.80%,83.70%,79.10%
56,2106,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202350,73.40%,82.60%,19.9,49.70%,79.70%,86.30%,77.00%
56,2402,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202350,80.60%,89.80%,11.8,81.60%,84.20%,72.90%,83.50%
56,3277,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202350,88.50%,96.60%,13.5,74.80%,96.60%,93.70%,89.20%
56,3712,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202350,91.20%,89.50%,20.2,99.30%,96.90%,74.90%,87.30%
56,2781,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,82.30%,75.70%,20.6,80.40%,93.80%,73.90%,78.90%
56,5841,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202350,90.30%,84.60%,16,89.20%,94.60%,90.60%,87.30%
47,1534,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202350,77.70%,78.40%,12.7,84.10%,68.80%,68.00%,87.30%
47,1565,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202350,83.90%,73.20%,11.8,91.20%,88.20%,95.30%,56.30%
47,1581,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202350,89.90%,87.10%,10.7,91.30%,87.80%,89.70%,91.00%
47,1695,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,80.60%,80.40%,6.8,73.40%,85.90%,80.00%,83.30%
47,2033,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202350,75.80%,71.50%,12.8,91.60%,70.30%,46.60%,89.20%
47,774,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202350,83.20%,87.00%,15.9,68.60%,88.20%,93.20%,80.10%
47,2432,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,76.40%,69.00%,18.6,56.90%,85.50%,79.60%,79.10%
47,2847,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202350,86.00%,90.00%,17.3,71.80%,91.40%,91.00%,86.00%
47,652,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202350,88.00%,83.00%,9.6,81.00%,90.00%,86.40%,93.80%
47,5441,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,84.40%,76.50%,12.4,75.00%,89.90%,87.60%,85.60%
47,3267,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202350,88.70%,94.90%,13,73.20%,96.60%,92.40%,87.00%
47,1956,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202350,87.60%,75.00%,13.9,84.10%,89.50%,91.90%,84.20%
47,1872,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202350,85.10%,75.80%,11.5,75.90%,91.40%,88.60%,82.30%
47,1901,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202350,82.90%,78.80%,17.8,85.00%,75.10%,86.30%,89.00%
47,598,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,78.50%,73.90%,17.8,81.50%,86.80%,83.00%,61.80%
47,867,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,83.40%,84.60%,13.8,85.30%,78.90%,78.00%,89.20%
22,3339,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,89.80%,91.90%,17.4,82.80%,88.80%,96.90%,91.40%
22,3422,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,84.30%,93.10%,18,80.50%,84.90%,89.50%,82.90%
22,3774,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,88.70%,89.10%,17.5,90.50%,90.20%,89.50%,84.70%
22,2641,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202350,89.70%,96.80%,12.8,94.90%,95.40%,97.80%,67.30%
22,1850,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202350,90.90%,91.10%,11.6,85.80%,93.40%,92.60%,91.90%
22,1860,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202350,80.20%,84.10%,17.1,82.40%,90.50%,71.10%,74.90%
22,2041,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202350,89.80%,87.50%,12.2,92.30%,91.50%,85.60%,89.50%
22,5436,,Scheduled Delivery Standard,46,Executive Review,Recovering,Store Focus,202350,86.50%,92.70%,19.2,93.40%,86.40%,83.70%,81.10%
22,2141,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,91.90%,90.90%,12.7,88.80%,92.90%,95.10%,91.30%
22,2650,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,78.00%,81.80%,17,52.70%,89.40%,94.30%,68.30%
22,2830,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,87.80%,82.70%,12.4,87.10%,90.80%,89.00%,85.10%
22,5103,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,83.80%,91.40%,20.9,76.90%,87.30%,88.50%,84.50%
22,3475,,Scheduled Delivery Standard,38,Executive Review,Recovering,Store Focus,202350,89.40%,85.00%,12.7,91.90%,91.00%,93.80%,81.60%
22,4687,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202350,78.50%,70.80%,19.4,88.10%,64.50%,82.20%,79.60%
22,2255,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,67.70%,76.30%,28.9,46.00%,70.60%,70.00%,81.70%
22,2535,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202350,74.40%,74.10%,19.9,69.40%,73.90%,80.10%,75.50%
22,2205,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,90.00%,90.00%,14.8,88.70%,85.90%,96.80%,89.50%
22,2334,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202350,79.10%,70.50%,14.6,77.30%,73.10%,80.00%,86.30%
22,2945,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202350,79.80%,74.20%,14.8,73.10%,85.30%,86.60%,74.90%
16,2155,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,83.80%,89.80%,17.2,81.20%,84.30%,93.10%,79.10%
16,3409,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202350,81.90%,85.40%,14.6,80.90%,84.70%,81.10%,80.50%
16,4387,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,86.40%,91.70%,14.2,88.80%,82.40%,95.30%,80.10%
16,1970,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202350,83.80%,77.40%,19.1,72.30%,88.10%,92.30%,83.70%
16,2103,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,87.50%,85.30%,15.6,88.90%,89.70%,89.50%,82.10%
16,2336,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202350,72.40%,71.70%,20.2,57.30%,86.80%,81.30%,65.80%
16,2341,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202350,75.40%,84.80%,13.6,77.80%,83.80%,85.50%,54.80%
16,2021,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202350,89.00%,91.10%,16.9,92.20%,93.90%,91.60%,78.30%
16,2095,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202350,85.40%,87.60%,14.5,76.90%,90.80%,92.00%,82.90%
16,2157,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202350,81.80%,84.60%,15.8,73.90%,85.80%,87.30%,80.40%
16,2366,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,83.50%,92.40%,15.8,86.10%,77.40%,91.00%,81.40%
16,3560,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202350,87.80%,91.60%,15.8,80.70%,95.40%,95.50%,84.60%
16,2180,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202350,92.20%,88.70%,11.5,98.00%,95.40%,89.00%,86.20%
16,2222,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202350,86.90%,87.60%,8.8,89.00%,86.10%,87.90%,83.30%
16,3114,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202350,88.30%,89.30%,15.5,87.50%,89.30%,90.10%,86.10%
16,1939,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202350,87.20%,84.60%,13.3,94.40%,90.20%,93.00%,66.50%
16,2046,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202350,81.60%,71.70%,11.9,81.40%,84.80%,85.30%,73.00%
16,1698,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202350,90.00%,84.90%,11.5,91.60%,90.70%,92.80%,85.20%
16,1788,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202350,83.40%,68.00%,11.7,79.90%,88.60%,84.50%,77.80%
16,2153,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202350,86.90%,84.80%,9.2,91.90%,87.70%,85.40%,83.30%
16,1753,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202350,80.40%,62.90%,10.9,73.80%,84.50%,80.20%,82.60%
16,1796,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202350,83.60%,83.70%,11.7,75.20%,89.20%,88.80%,81.20%
16,1930,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202350,86.00%,90.00%,11.6,86.40%,88.80%,87.80%,81.20%
16,2142,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202350,81.70%,82.50%,16.8,78.70%,85.00%,91.70%,73.00%
16,2399,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202350,72.80%,77.20%,24.8,60.90%,85.90%,77.80%,65.70%
16,2639,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202350,87.30%,98.50%,11.2,92.60%,88.50%,80.20%,86.80%
16,3329,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,84.70%,83.60%,11.4,82.60%,87.10%,81.10%,87.00%
16,1940,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202350,91.90%,96.40%,13,91.40%,95.00%,97.40%,83.80%
16,2093,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202350,92.10%,96.10%,13.2,87.30%,94.00%,96.20%,91.00%
16,2146,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,83.70%,89.00%,17.3,75.90%,91.90%,83.00%,84.20%
16,2285,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,84.40%,86.40%,17.1,81.60%,87.20%,84.10%,84.50%
16,2874,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202350,85.80%,92.90%,15.2,82.20%,87.60%,91.90%,82.00%
17,1873,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202350,86.30%,96.70%,15.4,91.00%,77.10%,92.70%,85.70%
17,5095,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202350,82.90%,91.90%,18.7,79.80%,74.10%,91.70%,86.10%
17,5295,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202350,83.40%,93.90%,20.8,92.00%,86.20%,79.80%,74.00%
17,2284,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202350,91.00%,96.70%,16,92.80%,87.70%,95.00%,89.30%
17,2954,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202350,87.10%,97.10%,12.6,87.90%,92.40%,90.20%,79.10%
17,2637,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202350,88.80%,94.20%,15,86.30%,84.30%,94.50%,90.60%
