Store,Tracking Number,Service type 
3177,433495729789,FedEx Ground
3178,433495719023,FedEx Ground
3179,433495764519,FedEx Ground
3183,433495759299,FedEx Ground
3184,433495767036,FedEx Ground
3185,433495758660,FedEx Ground
3191,433495723449,FedEx Ground
3192,433495722453,FedEx Ground
3197,433495732498,FedEx Ground
3201,433495733277,FedEx Ground
3205,433495733288,FedEx Ground
3206,433495723070,FedEx Ground
3207,433495732502,FedEx Ground
3208,433495764004,FedEx Ground
3209,433495726415,FedEx Ground
3210,433495734012,FedEx Ground
3212,433495761299,FedEx Ground
3214,433495764221,FedEx Ground
3215,433495721733,FedEx Ground
3216,433495764232,FedEx Ground
3218,433495718038,FedEx Ground
3219,433495720667,FedEx Ground
3220,433495721538,FedEx Ground
3221,433495718440,FedEx Ground
3222,433495763692,FedEx Ground
3223,433495723894,FedEx Ground
3227,433495729756,FedEx Ground
3228,433495723909,FedEx Ground
3232,433495720965,FedEx Ground
3233,433495726426,FedEx Ground
3234,433495721089,FedEx Ground
3235,433495732513,FedEx Ground
3236,433495725305,FedEx Ground
3237,433495721240,FedEx Ground
3239,433495718439,FedEx Ground
3241,433495730430,FedEx Ground
3243,433495764243,FedEx Ground
3247,433495720016,FedEx Ground
3250,433495719435,FedEx Ground
3251,433495723048,FedEx Ground
3253,433495767996,FedEx Ground
3254,433495736644,FedEx Ground
3255,433495724294,FedEx Ground
3258,433495718233,FedEx Ground
3259,433495735902,FedEx Ground
3260,433495718049,FedEx Ground
3261,433495718016,FedEx Ground
3262,433495761645,FedEx Ground
3265,433495720678,FedEx Ground
3266,433495725279,FedEx Ground
3268,433495719983,FedEx Ground
3269,433495727010,FedEx Ground
3270,433495721619,FedEx Ground
3271,433495731160,FedEx Ground
3275,433495768238,FedEx Ground
3277,433495724993,FedEx Ground
3280,433495724515,FedEx Ground
3281,433495722626,FedEx Ground
3282,433495761656,FedEx Ground
3283,433495769028,FedEx Ground
3289,433495725897,FedEx Ground
3291,433495725280,FedEx Ground
3292,433495725257,FedEx Ground
3293,433495723059,FedEx Ground
3294,433495735020,FedEx Ground
3299,433495766522,FedEx Ground
3300,433495719402,FedEx Ground
3301,433495723600,FedEx Ground
3304,433495761108,FedEx Ground
3305,433495725901,FedEx Ground
3307,433495762527,FedEx Ground
3308,433495732524,FedEx Ground
3309,433495732535,FedEx Ground
3310,433495762538,FedEx Ground
3311,433495728885,FedEx Ground
3313,433495729767,FedEx Ground
3314,433495766809,FedEx Ground
3315,433495758720,FedEx Ground
3317,433495766029,FedEx Ground
3320,433495768823,FedEx Ground
3324,433495719994,FedEx Ground
3328,433495735556,FedEx Ground
3329,433495718715,FedEx Ground
3330,433495766533,FedEx Ground
3332,433495718737,FedEx Ground
3334,433495718726,FedEx Ground
3336,433495735567,FedEx Ground
3337,433495725268,FedEx Ground
3338,433495759748,FedEx Ground
3339,433495761303,FedEx Ground
3342,433495761667,FedEx Ground
3344,433495721550,FedEx Ground
3347,433495732546,FedEx Ground
3348,433495732557,FedEx Ground
3349,433495728852,FedEx Ground
3350,433495736600,FedEx Ground
3351,433495725007,FedEx Ground
3352,433495762137,FedEx Ground
3354,433495766084,FedEx Ground
3355,433495766095,FedEx Ground
3356,433495766100,FedEx Ground
3357,433495766810,FedEx Ground
3359,433495766235,FedEx Ground
3360,433495730440,FedEx Ground
3362,433495727477,FedEx Ground
3363,433495735030,FedEx Ground
3364,433495767871,FedEx Ground
3366,433495721620,FedEx Ground
3367,433495722420,FedEx Ground
3370,433495762549,FedEx Ground
3371,433495736140,FedEx Ground
3372,433495732568,FedEx Ground
3377,433495766783,FedEx Ground
3379,433495731414,FedEx Ground
3380,433495718895,FedEx Ground
3382,433495731848,FedEx Ground
3383,433495768812,FedEx Ground
3384,433495768753,FedEx Ground
3385,433495766030,FedEx Ground
3386,433495767595,FedEx Ground
3387,433495762550,FedEx Ground
3388,433495733299,FedEx Ground
3389,433495733303,FedEx Ground
3397,433495732579,FedEx Ground
3400,433495724309,FedEx Ground
3402,433495733314,FedEx Ground
3403,433495728451,FedEx Ground
3404,433495760720,FedEx Ground
3407,433495761976,FedEx Ground
3408,433495724971,FedEx Ground
3409,433495760410,FedEx Ground
3411,433495759553,FedEx Ground
3412,433495763486,FedEx Ground
3414,433495764806,FedEx Ground
3417,433495732580,FedEx Ground
3418,433495728863,FedEx Ground
3420,433495724526,FedEx Ground
3422,433495725235,FedEx Ground
3423,433495718689,FedEx Ground
3424,433495767047,FedEx Ground
3427,433495768640,FedEx Ground
3428,433495719148,FedEx Ground
3429,433495763497,FedEx Ground
3434,433495724272,FedEx Ground
3435,433495760270,FedEx Ground
3436,433495760281,FedEx Ground
3439,433495732590,FedEx Ground
3442,433495766246,FedEx Ground
3443,433495725246,FedEx Ground
3445,433495723026,FedEx Ground
3447,433495761678,FedEx Ground
3453,433495735578,FedEx Ground
3454,433495721424,FedEx Ground
3456,433495759542,FedEx Ground
3458,433495726838,FedEx Ground
3459,433495734023,FedEx Ground
3460,433495724283,FedEx Ground
3462,433495728462,FedEx Ground
3463,433495732605,FedEx Ground
3464,433495762148,FedEx Ground
3469,433495736416,FedEx Ground
3471,433495728430,FedEx Ground
3472,433495718325,FedEx Ground
3473,433495736611,FedEx Ground
3474,433495728830,FedEx Ground
3475,433495723872,FedEx Ground
3476,433495735589,FedEx Ground
3477,433495730083,FedEx Ground
3484,433495762560,FedEx Ground
3485,433495728440,FedEx Ground
3486,433495761689,FedEx Ground
3487,433495726849,FedEx Ground
3488,433495719961,FedEx Ground
3489,433495760465,FedEx Ground
3495,433495763935,FedEx Ground
3497,433495721641,FedEx Ground
3498,433495726390,FedEx Ground
3499,433495719972,FedEx Ground
3501,433495722589,FedEx Ground
3502,433495761690,FedEx Ground
3503,433495736151,FedEx Ground
3504,433495759575,FedEx Ground
3505,433495719940,FedEx Ground
3511,433495718336,FedEx Ground
3512,433495766040,FedEx Ground
3513,433495726404,FedEx Ground
3514,433495763501,FedEx Ground
3515,433495763133,FedEx Ground
3516,433495730050,FedEx Ground
3517,433495766051,FedEx Ground
3520,433495736427,FedEx Ground
3523,433495730061,FedEx Ground
3525,433495718027,FedEx Ground
3526,433495728841,FedEx Ground
3527,433495728819,FedEx Ground
3529,433495734571,FedEx Ground
3531,433495717991,FedEx Ground
3533,433495731859,FedEx Ground
3534,433495760730,FedEx Ground
3535,433495761266,FedEx Ground
3537,433495719262,FedEx Ground
3538,433495728820,FedEx Ground
3541,433495723883,FedEx Ground
3549,433495725496,FedEx Ground
3560,433495727330,FedEx Ground
3561,433495727341,FedEx Ground
3562,433495725213,FedEx Ground
3564,433495723850,FedEx Ground
3566,433495729734,FedEx Ground
3567,433495768801,FedEx Ground
3570,433495762777,FedEx Ground
3571,433495719413,FedEx Ground
3573,433495721446,FedEx Ground
3580,433495763144,FedEx Ground
3581,433495723037,FedEx Ground
3582,433495729745,FedEx Ground
3583,433495724490,FedEx Ground
3587,433495762159,FedEx Ground
3588,433495764254,FedEx Ground
3589,433495721549,FedEx Ground
3595,433495761119,FedEx Ground
3596,433495736519,FedEx Ground
3597,433495724250,FedEx Ground
3600,433495767080,FedEx Ground
3601,433495734034,FedEx Ground
3602,433495734045,FedEx Ground
3603,433495759943,FedEx Ground
3604,433495758796,FedEx Ground
3605,433495766544,FedEx Ground
3606,433495764817,FedEx Ground
3607,433495767275,FedEx Ground
3608,433495719387,FedEx Ground
3609,433495767698,FedEx Ground
3611,433495733325,FedEx Ground
3612,433495736162,FedEx Ground
3614,433495766485,FedEx Ground
3615,433495768227,FedEx Ground
3617,433495764828,FedEx Ground
3619,433495766280,FedEx Ground
3620,433495721284,FedEx Ground
3622,433495766555,FedEx Ground
3624,433495760741,FedEx Ground
3625,433495762571,FedEx Ground
3626,433495761120,FedEx Ground
3627,433495733336,FedEx Ground
3628,433495759770,FedEx Ground
3629,433495759288,FedEx Ground
3630,433495762869,FedEx Ground
3632,433495767356,FedEx Ground
3633,433495722637,FedEx Ground
3634,433495723861,FedEx Ground
3635,433495765467,FedEx Ground
3638,433495766257,FedEx Ground
3639,433495720645,FedEx Ground
3641,433495763155,FedEx Ground
3643,433495719950,FedEx Ground
3644,433495720656,FedEx Ground
3646,433495759760,FedEx Ground
3648,433495725706,FedEx Ground
3652,433495731653,FedEx Ground
3655,433495766110,FedEx Ground
3658,433495761130,FedEx Ground
3659,433495721090,FedEx Ground
3660,433495721067,FedEx Ground
3700,433495736173,FedEx Ground
3701,433495767930,FedEx Ground
3702,433495732616,FedEx Ground
3705,433495718005,FedEx Ground
3708,433495762160,FedEx Ground
3712,433495730039,FedEx Ground
3713,433495759792,FedEx Ground
3717,433495722052,FedEx Ground
3720,433495760476,FedEx Ground
3722,433495719398,FedEx Ground
3724,433495766202,FedEx Ground
3725,433495724261,FedEx Ground
3726,433495726816,FedEx Ground
3728,433495736622,FedEx Ground
3729,433495724982,FedEx Ground
3730,433495731425,FedEx Ground
3731,433495736520,FedEx Ground
3732,433495736530,FedEx Ground
3733,433495723416,FedEx Ground
3738,433495723839,FedEx Ground
3739,433495733634,FedEx Ground
3740,433495759211,FedEx Ground
3742,433495717970,FedEx Ground
3747,433495734582,FedEx Ground
3748,433495728418,FedEx Ground
3749,433495723004,FedEx Ground
3750,433495733347,FedEx Ground
3751,433495730418,FedEx Ground
3754,433495718645,FedEx Ground
3757,433495717980,FedEx Ground
3758,433495726378,FedEx Ground
3760,433495767334,FedEx Ground
3761,433495726389,FedEx Ground
3765,433495723015,FedEx Ground
3771,433495731517,FedEx Ground
3772,433495768087,FedEx Ground
3774,433495725224,FedEx Ground
3778,433495764427,FedEx Ground
3780,433495760487,FedEx Ground
3781,433495760292,FedEx Ground
3782,433495732627,FedEx Ground
3783,433495722980,FedEx Ground
3784,433495722821,FedEx Ground
3785,433495767632,FedEx Ground
3786,433495728429,FedEx Ground
3788,433495766121,FedEx Ground
3790,433495724239,FedEx Ground
3791,433495767323,FedEx Ground
3792,433495763166,FedEx Ground
3794,433495718900,FedEx Ground
3795,433495736438,FedEx Ground
3796,433495730040,FedEx Ground
3799,433495731436,FedEx Ground
3801,433495717958,FedEx Ground
3802,433495729333,FedEx Ground
3804,433495760498,FedEx Ground
3805,433495729712,FedEx Ground
3806,433495767301,FedEx Ground
3810,433495767210,FedEx Ground
3817,433495764839,FedEx Ground
3824,433495729723,FedEx Ground
3825,433495725875,FedEx Ground
3829,433495722020,FedEx Ground
3830,433495725198,FedEx Ground
3831,433495764265,FedEx Ground
3833,433495761987,FedEx Ground
3835,433495722030,FedEx Ground
3837,433495724240,FedEx Ground
3838,433495723840,FedEx Ground
3840,433495722990,FedEx Ground
3842,433495724504,FedEx Ground
3843,433495727113,FedEx Ground
3844,433495758649,FedEx Ground
3845,433495766794,FedEx Ground
3846,433495758752,FedEx Ground
3847,433495724950,FedEx Ground
3848,433495764015,FedEx Ground
3850,433495718597,FedEx Ground
3851,433495734593,FedEx Ground
3852,433495721078,FedEx Ground
3853,433495721251,FedEx Ground
3857,433495719928,FedEx Ground
3860,433495722968,FedEx Ground
3861,433495730429,FedEx Ground
3862,433495764840,FedEx Ground
3864,433495736184,FedEx Ground
3867,433495729697,FedEx Ground
3869,433495720623,FedEx Ground
3872,433495763795,FedEx Ground
3874,433495733358,FedEx Ground
3875,433495725670,FedEx Ground
3876,433495760638,FedEx Ground
3877,433495732638,FedEx Ground
3880,433495759976,FedEx Ground
3887,433495762582,FedEx Ground
3889,433495725886,FedEx Ground
3891,433495734056,FedEx Ground
3893,433495734067,FedEx Ground
3894,433495735041,FedEx Ground
3896,433495731447,FedEx Ground
3897,433495728083,FedEx Ground
3899,433495759781,FedEx Ground
3912,433495767952,FedEx Ground
3935,433495759314,FedEx Ground
3947,433495730017,FedEx Ground
3959,433495759900,FedEx Ground
3988,433495766382,FedEx Ground
3990,433495768124,FedEx Ground
4049,433495734078,FedEx Ground
4053,433495765629,FedEx Ground
4054,433495765630,FedEx Ground
4063,433495732649,FedEx Ground
4064,433495721457,FedEx Ground
4065,433495725853,FedEx Ground
4068,433495764026,FedEx Ground
4100,433495766393,FedEx Ground
4112,433495768797,FedEx Ground
4118,433495735144,FedEx Ground
4127,433495758914,FedEx Ground
4132,433495731664,FedEx Ground
4134,433495764520,FedEx Ground
4137,433495718299,FedEx Ground
4140,433495764714,FedEx Ground
4141,433495759303,FedEx Ground
4142,433495764850,FedEx Ground
4144,433495762788,FedEx Ground
4145,433495759818,FedEx Ground
4147,433495759564,FedEx Ground
4148,433495759597,FedEx Ground
4153,433495725202,FedEx Ground
4156,433495720428,FedEx Ground
4157,433495765813,FedEx Ground
4159,433495764861,FedEx Ground
4160,433495764872,FedEx Ground
4166,433495768065,FedEx Ground
4169,433495758903,FedEx Ground
4174,433495758936,FedEx Ground
4176,433495718211,FedEx Ground
4178,433495719115,FedEx Ground
4180,433495765581,FedEx Ground
4184,433495766198,FedEx Ground
4187,433495731171,FedEx Ground
4188,433495767003,FedEx Ground
4189,433495767014,FedEx Ground
4196,433495759174,FedEx Ground
4197,433495764883,FedEx Ground
4200,433495733369,FedEx Ground
4201,433495736541,FedEx Ground
4202,433495730028,FedEx Ground
4203,433495730392,FedEx Ground
4206,433495765353,FedEx Ground
4208,433495720976,FedEx Ground
4210,433495760134,FedEx Ground
4211,433495764894,FedEx Ground
4216,433495734608,FedEx Ground
4218,433495766761,FedEx Ground
4220,433495759965,FedEx Ground
4223,433495722008,FedEx Ground
4224,433495736313,FedEx Ground
4226,433495768076,FedEx Ground
4230,433495727650,FedEx Ground
4231,433495760307,FedEx Ground
4232,433495730407,FedEx Ground
4233,433495758741,FedEx Ground
4235,433495734619,FedEx Ground
4237,433495723427,FedEx Ground
4238,433495731675,FedEx Ground
4239,433495724960,FedEx Ground
4243,433495735590,FedEx Ground
4244,433495726356,FedEx Ground
4246,433495726367,FedEx Ground
4247,433495726183,FedEx Ground
4249,433495718347,FedEx Ground
4250,433495725864,FedEx Ground
4253,433495726334,FedEx Ground
4255,433495722979,FedEx Ground
4257,433495760752,FedEx Ground
4258,433495720634,FedEx Ground
4260,433495762593,FedEx Ground
4262,433495732650,FedEx Ground
4264,433495766772,FedEx Ground
4272,433495721295,FedEx Ground
4273,433495736195,FedEx Ground
4274,433495725831,FedEx Ground
4275,433495766740,FedEx Ground
4276,433495723817,FedEx Ground
4277,433495721744,FedEx Ground
4278,433495767091,FedEx Ground
4281,433495719939,FedEx Ground
4283,433495733370,FedEx Ground
4284,433495729701,FedEx Ground
4285,433495722946,FedEx Ground
4286,433495724217,FedEx Ground
4288,433495729675,FedEx Ground
4293,433495766750,FedEx Ground
4318,433495731182,FedEx Ground
4321,433495769039,FedEx Ground
4323,433495734089,FedEx Ground
4324,433495758785,FedEx Ground
4325,433495761998,FedEx Ground
4330,433495761862,FedEx Ground
4333,433495731193,FedEx Ground
4334,433495725842,FedEx Ground
4335,433495729686,FedEx Ground
4336,433495731458,FedEx Ground
4339,433495766132,FedEx Ground
4340,433495731686,FedEx Ground
4348,433495763512,FedEx Ground
4350,433495720601,FedEx Ground
4352,433495725680,FedEx Ground
4354,433495764909,FedEx Ground
4356,433495724938,FedEx Ground
4357,433495764910,FedEx Ground
4365,433495728793,FedEx Ground
4368,433495762608,FedEx Ground
4370,433495724949,FedEx Ground
4372,433495768113,FedEx Ground
4374,433495726345,FedEx Ground
4377,433495729653,FedEx Ground
4378,433495720612,FedEx Ground
4380,433495764920,FedEx Ground
4383,433495735604,FedEx Ground
4384,433495723390,FedEx Ground
4387,433495735188,FedEx Ground
4388,433495760010,FedEx Ground
4392,433495731697,FedEx Ground
4394,433495718288,FedEx Ground
4395,433495718358,FedEx Ground
4399,433495734620,FedEx Ground
4403,433495724478,FedEx Ground
4404,433495723828,FedEx Ground
4405,433495724228,FedEx Ground
4407,433495731208,FedEx Ground
4409,433495728392,FedEx Ground
4410,433495761141,FedEx Ground
4412,433495735913,FedEx Ground
4413,433495765695,FedEx Ground
4414,433495721045,FedEx Ground
4415,433495768180,FedEx Ground
4417,433495760318,FedEx Ground
4420,433495763707,FedEx Ground
4421,433495765478,FedEx Ground
4423,433495721755,FedEx Ground
4424,433495735615,FedEx Ground
4425,433495764931,FedEx Ground
4426,433495765489,FedEx Ground
4427,433495767643,FedEx Ground
4430,433495730370,FedEx Ground
4431,433495765824,FedEx Ground
4432,433495759586,FedEx Ground
4434,433495764942,FedEx Ground
4435,433495722019,FedEx Ground
4438,433495721321,FedEx Ground
4439,433495726827,FedEx Ground
4440,433495723405,FedEx Ground
4441,433495759336,FedEx Ground
4443,433495766213,FedEx Ground
4444,433495728808,FedEx Ground
4445,433495759807,FedEx Ground
4446,433495728771,FedEx Ground
4450,433495735052,FedEx Ground
4451,433495730381,FedEx Ground
4452,433495759830,FedEx Ground
4456,433495725176,FedEx Ground
4458,433495761152,FedEx Ground
4459,433495767286,FedEx Ground
4461,433495760384,FedEx Ground
4469,433495766290,FedEx Ground
4471,433495719711,FedEx Ground
4473,433495766728,FedEx Ground
4476,433495720586,FedEx Ground
4477,433495725810,FedEx Ground
4479,433495763177,FedEx Ground
4482,433495721056,FedEx Ground
4483,433495721983,FedEx Ground
4484,433495761163,FedEx Ground
4487,433495722431,FedEx Ground
4490,433495766739,FedEx Ground
4491,433495764699,FedEx Ground
4494,433495765592,FedEx Ground
4497,433495731219,FedEx Ground
4498,433495765515,FedEx Ground
4499,433495761174,FedEx Ground
4501,433495768000,FedEx Ground
4504,433495766989,FedEx Ground
4506,433495763718,FedEx Ground
4511,433495734181,FedEx Ground
4511,433495734192,FedEx Ground
4514,433495720597,FedEx Ground
4517,433495765490,FedEx Ground
4519,433495760097,FedEx Ground
4520,433495728782,FedEx Ground
4521,433495763729,FedEx Ground
4524,433495765700,FedEx Ground
4525,433495767025,FedEx Ground
4527,433495767069,FedEx Ground
4528,433495767058,FedEx Ground
4529,433495724191,FedEx Ground
4530,433495760086,FedEx Ground
4531,433495728289,FedEx Ground
4540,433495726790,FedEx Ground
4545,433495765835,FedEx Ground
4546,433495759325,FedEx Ground
4556,433495767481,FedEx Ground
4558,433495733380,FedEx Ground
4560,433495759358,FedEx Ground
4561,433495765099,FedEx Ground
4563,433495759347,FedEx Ground
4564,433495725820,FedEx Ground
4565,433495764975,FedEx Ground
4567,433495729664,FedEx Ground
4569,433495725658,FedEx Ground
4574,433495725794,FedEx Ground
4580,433495758671,FedEx Ground
4581,433495767600,FedEx Ground
4582,433495759370,FedEx Ground
4583,433495723379,FedEx Ground
4586,433495768308,FedEx Ground
4588,433495732660,FedEx Ground
4589,433495766305,FedEx Ground
4591,433495766316,FedEx Ground
4593,433495763730,FedEx Ground
4594,433495736200,FedEx Ground
4595,433495764986,FedEx Ground
4597,433495724489,FedEx Ground
4599,433495729631,FedEx Ground
4603,433495758774,FedEx Ground
4607,433495765710,FedEx Ground
4609,433495722832,FedEx Ground
4612,433495723791,FedEx Ground
4616,433495733391,FedEx Ground
4617,433495764997,FedEx Ground
4619,433495768293,FedEx Ground
4623,433495721468,FedEx Ground
4625,433495768455,FedEx Ground
4626,433495768444,FedEx Ground
4631,433495734630,FedEx Ground
4635,433495763946,FedEx Ground
4638,433495720564,FedEx Ground
4639,433495729642,FedEx Ground
4641,433495727812,FedEx Ground
4643,433495723806,FedEx Ground
4644,433495723770,FedEx Ground
4648,433495766990,FedEx Ground
4653,433495721836,FedEx Ground
4654,433495768400,FedEx Ground
4657,433495766967,FedEx Ground
4660,433495726805,FedEx Ground
4664,433495723380,FedEx Ground
4667,433495765000,FedEx Ground
4672,433495766978,FedEx Ground
4673,433495766945,FedEx Ground
4676,433495766062,FedEx Ground
4677,433495719906,FedEx Ground
4678,433495721300,FedEx Ground
4681,433495728750,FedEx Ground
4682,433495720575,FedEx Ground
4687,433495723780,FedEx Ground
4689,433495720943,FedEx Ground
4691,433495766956,FedEx Ground
4692,433495766327,FedEx Ground
4695,433495734090,FedEx Ground
4696,433495720954,FedEx Ground
4697,433495720542,FedEx Ground
4699,433495727823,FedEx Ground
4700,433495766408,FedEx Ground
4706,433495766419,FedEx Ground
4734,433495729610,FedEx Ground
4747,433495759163,FedEx Ground
4756,433495766923,FedEx Ground
4757,433495719078,FedEx Ground
4759,433495758925,FedEx Ground
4762,433495764530,FedEx Ground
4826,433495759369,FedEx Ground
4848,433495765846,FedEx Ground
4849,433495726312,FedEx Ground
4865,433495722340,FedEx Ground
5005,433495765011,FedEx Ground
5007,433495758958,FedEx Ground
5008,433495758947,FedEx Ground
5012,433495761314,FedEx Ground
5013,433495765776,FedEx Ground
5014,433495765857,FedEx Ground
5025,433495734641,FedEx Ground
5027,433495724456,FedEx Ground
5028,433495763188,FedEx Ground
5029,433495722957,FedEx Ground
5030,433495763199,FedEx Ground
5031,433495731469,FedEx Ground
5033,433495729620,FedEx Ground
5034,433495732671,FedEx Ground
5035,433495732682,FedEx Ground
5036,433495732822,FedEx Ground
5036,433495732844,FedEx Ground
5037,433495728760,FedEx Ground
5039,433495729344,FedEx Ground
5040,433495723758,FedEx Ground
5041,433495718277,FedEx Ground
5043,433495768190,FedEx Ground
5046,433495725809,FedEx Ground
5048,433495726779,FedEx Ground
5049,433495729594,FedEx Ground
5051,433495729609,FedEx Ground
5054,433495732693,FedEx Ground
5055,433495732708,FedEx Ground
5057,433495763957,FedEx Ground
5058,433495721994,FedEx Ground
5059,433495759531,FedEx Ground
5060,433495727797,FedEx Ground
5062,433495766934,FedEx Ground
5063,433495736210,FedEx Ground
5064,433495735626,FedEx Ground
5065,433495726780,FedEx Ground
5066,433495719365,FedEx Ground
5070,433495724916,FedEx Ground
5075,433495719295,FedEx Ground
5076,433495718667,FedEx Ground
5077,433495725187,FedEx Ground
5078,433495718266,FedEx Ground
5079,433495768672,FedEx Ground
5082,433495719376,FedEx Ground
5085,433495761185,FedEx Ground
5087,433495763740,FedEx Ground
5088,433495721766,FedEx Ground
5089,433495726323,FedEx Ground
5090,433495719917,FedEx Ground
5095,433495731892,FedEx Ground
5096,433495731701,FedEx Ground
5097,433495735637,FedEx Ground
5098,433495758693,FedEx Ground
5099,433495731870,FedEx Ground
5099,433495731881,FedEx Ground
5100,433495766901,FedEx Ground
5101,433495736633,FedEx Ground
5102,433495768320,FedEx Ground
5104,433495722924,FedEx Ground
5105,433495721479,FedEx Ground
5106,433495765022,FedEx Ground
5107,433495759932,FedEx Ground
5109,433495766420,FedEx Ground
5110,433495766430,FedEx Ground
5111,433495725154,FedEx Ground
5113,433495761873,FedEx Ground
5115,433495733553,FedEx Ground
5117,433495764276,FedEx Ground
5118,433495736221,FedEx Ground
5119,433495766338,FedEx Ground
5123,433495729572,FedEx Ground
5124,433495731470,FedEx Ground
5126,433495730554,FedEx Ground
5127,433495721652,FedEx Ground
5132,433495765033,FedEx Ground
5133,433495731712,FedEx Ground
5134,433495731723,FedEx Ground
5135,433495765721,FedEx Ground
5136,433495719284,FedEx Ground
5137,433495729583,FedEx Ground
5139,433495719310,FedEx Ground
5142,433495725165,FedEx Ground
5143,433495766349,FedEx Ground
5148,433495766279,FedEx Ground
5149,433495768135,FedEx Ground
5150,433495735865,FedEx Ground
5151,433495733406,FedEx Ground
5154,433495731734,FedEx Ground
5156,433495762170,FedEx Ground
5157,433495734104,FedEx Ground
5159,433495735648,FedEx Ground
5160,433495760649,FedEx Ground
5162,433495729995,FedEx Ground
5165,433495768786,FedEx Ground
5167,433495721310,FedEx Ground
5168,433495721343,FedEx Ground
5170,433495725599,FedEx Ground
5172,433495767529,FedEx Ground
5173,433495733417,FedEx Ground
5174,433495731220,FedEx Ground
5175,433495721961,FedEx Ground
5178,433495725132,FedEx Ground
5179,433495765044,FedEx Ground
5182,433495759921,FedEx Ground
5183,433495765732,FedEx Ground
5184,433495763203,FedEx Ground
5185,433495722935,FedEx Ground
5186,433495730359,FedEx Ground
5188,433495766350,FedEx Ground
5189,433495731480,FedEx Ground
5190,433495730360,FedEx Ground
5192,433495723287,FedEx Ground
5197,433495731274,FedEx Ground
5198,433495760112,FedEx Ground
5199,433495727801,FedEx Ground
5201,433495725143,FedEx Ground
5202,433495719685,FedEx Ground
5203,433495722902,FedEx Ground
5205,433495766441,FedEx Ground
5206,433495766452,FedEx Ground
5214,433495728738,FedEx Ground
5218,433495732719,FedEx Ground
5221,433495765055,FedEx Ground
5231,433495723302,FedEx Ground
5232,433495729550,FedEx Ground
5233,433495764037,FedEx Ground
5234,433495721332,FedEx Ground
5235,433495721402,FedEx Ground
5236,433495735063,FedEx Ground
5239,433495723769,FedEx Ground
5240,433495718553,FedEx Ground
5241,433495723736,FedEx Ground
5242,433495718564,FedEx Ground
5248,433495758682,FedEx Ground
5250,433495728749,FedEx Ground
5251,433495721023,FedEx Ground
5252,433495762799,FedEx Ground
5253,433495720553,FedEx Ground
5254,433495761196,FedEx Ground
5255,433495765066,FedEx Ground
5256,433495766912,FedEx Ground
5257,433495766706,FedEx Ground
5258,433495766143,FedEx Ground
5259,433495766154,FedEx Ground
5262,433495730565,FedEx Ground
5263,433495721972,FedEx Ground
5264,433495732833,FedEx Ground
5264,433495732855,FedEx Ground
5265,433495765077,FedEx Ground
5266,433495728716,FedEx Ground
5267,433495765537,FedEx Ground
5269,433495766165,FedEx Ground
5270,433495736883,FedEx Ground
5272,433495719273,FedEx Ground
5273,433495718910,FedEx Ground
5275,433495728407,FedEx Ground
5278,433495735199,FedEx Ground
5279,433495759829,FedEx Ground
5280,433495726757,FedEx Ground
5282,433495761428,FedEx Ground
5285,433495763214,FedEx Ground
5291,433495759851,FedEx Ground
5292,433495736232,FedEx Ground
5293,433495719696,FedEx Ground
5295,433495767963,FedEx Ground
5296,433495721777,FedEx Ground
5297,433495765743,FedEx Ground
5298,433495736243,FedEx Ground
5299,433495732720,FedEx Ground
5300,433495732730,FedEx Ground
5301,433495732741,FedEx Ground
5303,433495731491,FedEx Ground
5304,433495758763,FedEx Ground
5306,433495766176,FedEx Ground
5309,433495719343,FedEx Ground
5310,433495768396,FedEx Ground
5313,433495726242,FedEx Ground
5314,433495768216,FedEx Ground
5319,433495764405,FedEx Ground
5320,433495736254,FedEx Ground
5321,433495765088,FedEx Ground
5326,433495732752,FedEx Ground
5328,433495768385,FedEx Ground
5329,433495730337,FedEx Ground
5330,433495731506,FedEx Ground
5332,433495766717,FedEx Ground
5334,433495731860,FedEx Ground
5337,433495730006,FedEx Ground
5341,433495729561,FedEx Ground
5343,433495720520,FedEx Ground
5346,433495725772,FedEx Ground
5347,433495762619,FedEx Ground
5348,433495731230,FedEx Ground
5349,433495766680,FedEx Ground
5350,433495720921,FedEx Ground
5352,433495727775,FedEx Ground
5355,433495767220,FedEx Ground
5356,433495767183,FedEx Ground
5358,433495767194,FedEx Ground
5360,433495723747,FedEx Ground
5363,433495733428,FedEx Ground
5364,433495768205,FedEx Ground
5365,433495759391,FedEx Ground
5366,433495759380,FedEx Ground
5367,433495759840,FedEx Ground
5368,433495718222,FedEx Ground
5369,433495730348,FedEx Ground
5370,433495762262,FedEx Ground
5371,433495759873,FedEx Ground
5372,433495765640,FedEx Ground
5373,433495719880,FedEx Ground
5374,433495722913,FedEx Ground
5376,433495726768,FedEx Ground
5378,433495759862,FedEx Ground
5379,433495722604,FedEx Ground
5382,433495727124,FedEx Ground
5383,433495759895,FedEx Ground
5384,433495725110,FedEx Ground
5385,433495763225,FedEx Ground
5386,433495726735,FedEx Ground
5387,433495719354,FedEx Ground
5390,433495733439,FedEx Ground
5391,433495732763,FedEx Ground
5392,433495728370,FedEx Ground
5393,433495759612,FedEx Ground
5394,433495731745,FedEx Ground
5396,433495719218,FedEx Ground
5397,433495735729,FedEx Ground
5398,433495734115,FedEx Ground
5399,433495734126,FedEx Ground
5403,433495734137,FedEx Ground
5408,433495759510,FedEx Ground
5409,433495722887,FedEx Ground
