Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week Reported,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
59,5804,SPARK,Scheduled Standard Delivery,37,Executive Review,Recovering,Driver Supply Focus,202414,93.10%,96.90%,5.6,95.10%,94.00%,92.30%,89.00%
59,4524,SPARK,Scheduled Standard Delivery,7,At Risk,Degrading,Driver Supply Focus,202414,87.50%,94.60%,9.9,85.60%,96.30%,85.20%,84.40%
41,3529,SPARK,Scheduled Standard Delivery,32,Executive Review,Degrading,Driver Supply Focus,202414,88.60%,93.00%,9.5,88.40%,90.70%,87.90%,87.00%
19,4383,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Driver Supply Focus,202414,80.70%,91.50%,9.6,85.80%,88.20%,80.50%,66.80%
19,1429,SPARK,Scheduled Standard Delivery,8,Active Monitoring,Recovering,Driver Supply Focus,202414,94.80%,96.00%,9.6,97.00%,98.10%,96.10%,87.80%
19,2866,SPARK,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202414,90.50%,98.80%,6,92.50%,91.80%,89.10%,88.70%
19,2354,UBER,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202414,92.10%,92.50%,6,86.20%,100.00%,88.60%,93.90%
25,5402,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202414,90.80%,92.50%,8.4,91.60%,91.60%,92.00%,87.80%
25,5617,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202414,91.80%,95.40%,7.2,94.40%,93.90%,92.70%,85.80%
25,5617,UBER,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202414,78.40%,93.60%,9.8,88.70%,87.00%,78.00%,69.50%
20,1739,SPARK,Scheduled Standard Delivery,37,Executive Review,Recovering,Driver Supply Focus,202414,94.50%,97.60%,9,97.00%,98.00%,95.90%,85.60%
20,5387,UBER,Scheduled Standard Delivery,39,Executive Review,Recovering,Driver Supply Focus,202414,93.90%,98.00%,6,94.10%,88.20%,95.70%,95.20%
20,2073,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202414,88.70%,97.90%,10,86.10%,92.20%,94.20%,82.00%
20,1895,SPARK,Scheduled Standard Delivery,26,Executive Review,Recovering,Driver Supply Focus,202414,90.80%,99.00%,9.9,95.70%,94.80%,87.60%,85.90%
20,2792,SPARK,Scheduled Standard Delivery,10,At Risk,Degrading,Driver Supply Focus,202414,90.30%,99.90%,5.2,83.20%,92.70%,92.90%,92.60%
20,4278,UBER,Scheduled Standard Delivery,25,Executive Review,Recovering,Driver Supply Focus,202414,85.70%,100.00%,7.9,94.40%,93.80%,85.70%,77.80%
40,135,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202414,87.20%,99.60%,9.3,91.70%,89.20%,88.00%,80.50%
40,44,SPARK,Scheduled Standard Delivery,41,Executive Review,Recovering,Driver Supply Focus,202414,85.30%,100.00%,3.9,90.30%,86.70%,88.50%,75.90%
40,65,SPARK,Scheduled Standard Delivery,8,Active Monitoring,Recovering,Driver Supply Focus,202414,90.90%,98.20%,7.9,94.00%,93.90%,86.90%,89.00%
21,3282,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202414,84.00%,99.70%,6.9,90.10%,77.70%,86.00%,82.10%
21,3515,SPARK,Scheduled Standard Delivery,8,Active Monitoring,Recovering,Driver Supply Focus,202414,93.30%,99.70%,8.3,98.30%,90.90%,89.20%,94.10%
53,802,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202414,77.70%,99.80%,4.6,81.00%,79.40%,72.90%,77.20%
53,3857,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202414,86.70%,93.90%,9.4,85.50%,87.80%,84.70%,88.70%
53,5669,UBER,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202414,89.80%,94.30%,8.8,86.40%,86.40%,96.70%,89.70%
14,3461,UBER,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202414,91.50%,95.50%,8.5,92.70%,95.80%,84.50%,94.10%
3,1018,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202414,86.00%,96.20%,6.3,90.90%,84.10%,85.20%,84.40%
3,1283,SPARK,Scheduled Standard Delivery,9,At Risk,Degrading,Driver Supply Focus,202414,92.50%,98.60%,7.4,88.50%,95.50%,91.80%,94.30%
3,3309,UBER,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,202414,90.30%,94.90%,9.8,88.00%,93.90%,86.90%,92.40%
12,1089,UBER,Scheduled Standard Delivery,7,Active Monitoring,Degrading,Driver Supply Focus,202414,92.30%,97.50%,5.9,87.50%,100.00%,100.00%,86.20%
12,578,UBER,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202414,90.70%,94.90%,5.6,100.00%,86.70%,94.70%,78.30%
12,678,SPARK,Scheduled Standard Delivery,9,At Risk,Recovering,Driver Supply Focus,202414,90.10%,93.90%,9.2,93.90%,88.80%,94.10%,83.90%
12,6370,UBER,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202414,89.20%,95.70%,8.9,91.10%,85.50%,100.00%,85.70%
12,2749,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202414,85.60%,97.90%,6.7,78.20%,90.30%,86.40%,87.30%
12,3289,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202414,92.20%,96.20%,6.8,91.80%,93.00%,95.50%,88.90%
11,97,UBER,Scheduled Standard Delivery,35,Executive Review,Recovering,Driver Supply Focus,202414,83.00%,98.20%,10,91.30%,91.30%,40.00%,0.00%
11,3059,SPARK,Scheduled Standard Delivery,7,Active Monitoring,Recovering,Driver Supply Focus,202414,91.50%,95.90%,6.3,93.30%,92.50%,91.10%,88.90%
11,365,UBER,Scheduled Standard Delivery,14,At Risk,Recovering,Driver Supply Focus,202414,89.30%,97.50%,8.7,90.70%,98.00%,84.50%,86.40%
2,3874,UBER,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202414,91.20%,89.20%,8,97.90%,93.20%,81.10%,92.50%
2,3118,SPARK,Scheduled Standard Delivery,37,Executive Review,Degrading,Driver Supply Focus,202414,81.40%,96.30%,8.9,88.50%,84.30%,79.60%,71.40%
2,3709,SPARK,Scheduled Standard Delivery,7,Active Monitoring,Recovering,Driver Supply Focus,202414,93.80%,98.90%,9.2,97.00%,95.60%,89.40%,93.50%
2,459,UBER,Scheduled Standard Delivery,38,Executive Review,Degrading,Driver Supply Focus,202414,87.10%,92.80%,9.8,83.30%,94.30%,83.30%,88.10%
2,2475,UBER,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,202414,88.10%,97.30%,8.9,97.10%,86.30%,86.10%,84.10%
2,4472,UBER,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202414,84.30%,95.30%,9.9,69.00%,89.10%,84.40%,87.80%
42,169,SPARK,Scheduled Standard Delivery,13,At Risk,Recovering,Driver Supply Focus,202414,93.70%,95.80%,8.8,94.80%,96.60%,96.50%,87.80%
42,376,UBER,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202414,92.10%,93.90%,9.6,95.10%,95.60%,93.20%,85.10%
72,4617,SPARK,Scheduled Standard Delivery,9,At Risk,Recovering,Driver Supply Focus,202414,92.60%,98.50%,9.6,94.90%,93.00%,92.80%,89.50%
9,2091,UBER,Scheduled Standard Delivery,5,Active Monitoring,Degrading,Driver Supply Focus,202414,91.70%,96.90%,8.9,86.30%,93.90%,93.50%,93.10%
9,908,UBER,Scheduled Standard Delivery,30,Executive Review,Degrading,Driver Supply Focus,202414,87.70%,96.40%,8.8,79.60%,88.70%,88.50%,93.40%
60,1876,SPARK,Scheduled Standard Delivery,41,Executive Review,Degrading,Driver Supply Focus,202414,80.10%,92.70%,4.3,85.10%,68.30%,88.10%,78.30%
60,5861,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202414,95.00%,94.60%,7.5,96.90%,96.80%,99.40%,87.70%
60,4394,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202414,93.10%,97.30%,8.3,94.20%,94.70%,95.10%,88.60%
60,5935,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202414,83.30%,90.30%,9.6,81.70%,88.00%,85.40%,77.30%
52,1005,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202414,93.60%,99.50%,5.2,98.90%,92.50%,94.40%,87.90%
52,3404,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202414,86.20%,95.90%,8.7,87.90%,90.30%,83.80%,79.90%
58,1299,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202414,86.50%,90.80%,7.6,98.20%,91.30%,75.50%,80.30%
57,3473,UBER,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202414,87.80%,92.60%,8.9,91.20%,91.20%,90.00%,79.90%
57,4557,UBER,Scheduled Standard Delivery,23,Executive Review,Recovering,Driver Supply Focus,202414,90.10%,91.20%,10,94.00%,93.70%,94.60%,79.50%
57,2321,SPARK,Scheduled Standard Delivery,12,At Risk,Recovering,Driver Supply Focus,202414,92.90%,99.00%,7.1,92.70%,92.20%,97.10%,89.00%
57,3290,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202414,94.00%,96.50%,8.4,96.20%,95.90%,89.80%,94.30%
54,1492,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202414,93.90%,90.50%,9,93.40%,96.30%,96.30%,89.70%
54,986,UBER,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202414,89.40%,98.60%,8.3,100.00%,88.20%,80.00%,91.70%
54,2293,SPARK,Scheduled Standard Delivery,26,Executive Review,Recovering,Driver Supply Focus,202414,87.90%,97.10%,7.1,90.30%,87.70%,92.30%,82.10%
54,2752,SPARK,Scheduled Standard Delivery,37,Executive Review,Recovering,Driver Supply Focus,202414,95.50%,93.60%,5.8,98.30%,97.50%,97.00%,89.90%
54,1200,UBER,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202414,94.00%,94.80%,5.6,97.70%,98.80%,95.00%,88.70%
22,5130,SPARK,Scheduled Standard Delivery,7,Active Monitoring,Recovering,Driver Supply Focus,202414,90.80%,98.10%,5.7,92.50%,92.30%,92.70%,86.20%
22,1537,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202414,86.10%,98.30%,5.6,93.30%,83.70%,82.00%,86.60%
22,2167,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202414,93.30%,99.70%,6.5,96.50%,97.90%,91.60%,87.20%
16,2341,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202414,77.00%,94.20%,6.9,83.40%,80.80%,76.70%,65.00%
16,3200,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202414,83.60%,100.00%,5.4,81.00%,89.80%,83.20%,80.90%
16,3200,UBER,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202414,91.90%,100.00%,4.7,95.80%,93.80%,88.30%,89.40%
16,2366,UBER,Scheduled Standard Delivery,21,Executive Review,Degrading,Driver Supply Focus,202414,90.90%,95.30%,8.7,86.80%,85.40%,98.60%,94.30%
16,1975,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202414,91.00%,98.30%,9.1,95.60%,96.20%,92.60%,81.50%
16,2222,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Driver Supply Focus,202414,83.10%,91.90%,9.9,89.40%,82.10%,85.50%,73.70%
16,1698,SPARK,Scheduled Standard Delivery,33,Executive Review,Recovering,Driver Supply Focus,202414,93.40%,95.00%,8.7,94.90%,94.70%,97.20%,87.40%
16,2659,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202414,90.70%,96.40%,7.2,93.70%,95.70%,92.60%,80.00%
16,1753,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202414,94.20%,94.50%,7.2,94.90%,97.70%,97.50%,87.30%
16,1796,SPARK,Scheduled Standard Delivery,43,Executive Review,Recovering,Driver Supply Focus,202414,93.60%,91.90%,9.3,99.00%,97.00%,93.20%,85.70%
16,2138,SPARK,Scheduled Standard Delivery,34,Executive Review,Recovering,Driver Supply Focus,202414,83.30%,98.60%,5,94.60%,89.30%,84.40%,63.70%
16,2224,SPARK,Scheduled Standard Delivery,32,Executive Review,Recovering,Driver Supply Focus,202414,89.80%,96.80%,7.7,91.90%,90.50%,92.20%,84.60%
16,2424,SPARK,Scheduled Standard Delivery,36,Executive Review,Degrading,Driver Supply Focus,202414,91.00%,93.40%,7.2,87.70%,95.50%,93.60%,87.60%
16,5497,SPARK,Scheduled Standard Delivery,8,Active Monitoring,Recovering,Driver Supply Focus,202414,95.10%,99.80%,9.6,96.70%,98.50%,97.30%,88.00%
16,5497,UBER,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202414,96.00%,100.00%,7.3,100.00%,97.40%,97.70%,89.10%
76,2164,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202414,88.20%,100.00%,6.3,90.40%,85.30%,89.40%,87.50%
76,2210,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202414,81.70%,95.70%,9.8,83.60%,92.00%,87.20%,67.10%
76,2586,UBER,Scheduled Standard Delivery,24,Executive Review,Degrading,Driver Supply Focus,202414,87.00%,91.40%,8.6,88.20%,90.90%,84.20%,85.70%
76,2597,SPARK,Scheduled Standard Delivery,7,Active Monitoring,Recovering,Driver Supply Focus,202414,93.50%,97.20%,9.1,93.50%,98.10%,93.90%,88.80%
26,1064,UBER,Scheduled Standard Delivery,7,Active Monitoring,Recovering,Driver Supply Focus,202414,93.10%,98.00%,8.3,95.90%,95.50%,89.10%,92.90%
26,1385,UBER,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202414,90.60%,91.50%,9.5,91.70%,96.60%,84.40%,90.00%
26,2256,SPARK,Scheduled Standard Delivery,34,Executive Review,Recovering,Driver Supply Focus,202414,91.60%,98.50%,8.3,93.20%,93.10%,90.50%,89.40%
26,3700,UBER,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202414,90.90%,91.50%,9.8,95.80%,88.00%,92.20%,89.80%
76,3035,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202414,79.40%,91.90%,7.5,80.00%,84.60%,85.70%,66.90%
76,5129,UBER,Scheduled Standard Delivery,37,Executive Review,Recovering,Driver Supply Focus,202414,87.30%,100.00%,8.3,91.40%,87.10%,100.00%,74.40%
76,2564,UBER,Scheduled Standard Delivery,18,Executive Review,-,Driver Supply Focus,202414,84.80%,94.30%,3.5,,83.30%,83.30%,86.70%
76,2833,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202414,84.20%,99.20%,5.4,87.20%,88.80%,81.30%,79.30%
26,1614,UBER,Scheduled Standard Delivery,35,Executive Review,-,Driver Supply Focus,202414,0.00%,100.00%,6,,,,0.00%
26,2058,UBER,Scheduled Standard Delivery,46,Executive Review,Degrading,Driver Supply Focus,202414,93.80%,99.00%,8.3,89.80%,100.00%,96.60%,91.50%
26,4250,UBER,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202414,90.40%,99.20%,9.7,89.50%,91.40%,93.20%,87.60%
26,5118,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Driver Supply Focus,202414,86.10%,97.00%,9.5,87.40%,84.70%,82.50%,90.00%
75,1243,SPARK,Scheduled Standard Delivery,7,Active Monitoring,Recovering,Driver Supply Focus,202414,90.40%,96.40%,8.6,96.40%,95.90%,92.90%,77.40%
75,1309,SPARK,Scheduled Standard Delivery,34,Executive Review,Recovering,Driver Supply Focus,202414,91.50%,95.50%,10,92.40%,96.60%,91.30%,86.20%
75,2295,SPARK,Scheduled Standard Delivery,7,Active Monitoring,Recovering,Driver Supply Focus,202414,91.80%,98.10%,9.8,98.00%,96.00%,90.20%,84.40%
75,5253,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202414,90.50%,98.80%,9.5,90.50%,92.10%,89.20%,89.90%
75,3489,SPARK,Scheduled Express Delivery ,15,Executive Review,Degrading,Driver Supply Focus,202414,41.60%,99.60%,8.6,43.00%,40.00%,44.80%,38.30%
4,2832,UBER,Scheduled Standard Delivery,8,Active Monitoring,Recovering,Driver Supply Focus,202414,93.50%,88.70%,5.2,93.80%,100.00%,85.70%,94.40%
4,1317,UBER,Scheduled Standard Delivery,30,Executive Review,Degrading,Driver Supply Focus,202414,88.60%,95.60%,7.1,85.70%,95.00%,95.60%,81.40%
4,1795,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202414,83.60%,98.60%,5.3,77.90%,86.90%,79.70%,88.40%
4,1359,SPARK,Scheduled Standard Delivery,35,Executive Review,Recovering,Driver Supply Focus,202414,89.80%,93.00%,9.7,90.00%,89.10%,91.00%,89.10%
4,1748,UBER,Scheduled Standard Delivery,23,Executive Review,Recovering,Driver Supply Focus,202414,88.60%,95.60%,8.5,91.80%,86.20%,90.80%,86.30%
4,3367,UBER,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202414,92.40%,93.40%,5.3,95.20%,100.00%,93.30%,88.10%
17,2954,UBER,Scheduled Standard Delivery,32,Executive Review,Degrading,Driver Supply Focus,202414,88.10%,100.00%,9.6,81.00%,94.70%,89.20%,88.30%
17,3803,UBER,Scheduled Standard Delivery,9,Active Monitoring,Recovering,Driver Supply Focus,202414,91.70%,99.90%,8.1,91.70%,95.40%,92.90%,87.70%
17,5201,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202414,91.30%,99.80%,7.1,90.80%,92.70%,92.80%,88.90%
17,5447,UBER,Scheduled Standard Delivery,31,Executive Review,Degrading,Driver Supply Focus,202414,86.70%,99.00%,9.2,89.50%,87.00%,85.00%,86.70%
17,5867,UBER,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202414,82.90%,99.50%,5.5,87.70%,85.20%,73.30%,83.70%
17,3443,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202414,88.80%,99.10%,5.2,88.50%,92.00%,84.60%,90.00%
17,3520,UBER,Scheduled Standard Delivery,31,Executive Review,Degrading,Driver Supply Focus,202414,82.20%,100.00%,5.4,85.70%,86.70%,83.90%,72.40%
17,3795,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,202414,87.60%,99.10%,6.6,83.50%,90.50%,90.80%,85.30%
5,471,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202414,88.00%,93.20%,15.1,90.60%,77.40%,94.60%,91.40%
5,2649,,Scheduled Delivery Standard,32,Executive Review,Recovering,Store Focus,202414,90.90%,93.20%,12.9,97.00%,72.90%,97.70%,93.60%
44,185,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202414,86.40%,93.00%,11.6,82.50%,88.60%,88.00%,86.10%
13,839,,Scheduled Delivery Standard,32,Executive Review,Recovering,Store Focus,202414,92.20%,94.30%,12.4,94.60%,93.70%,91.40%,89.20%
13,935,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202414,93.00%,97.00%,14.3,89.60%,95.80%,94.40%,92.10%
13,1206,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202414,85.70%,90.40%,14.6,90.60%,85.40%,89.50%,77.60%
13,2938,,Scheduled Delivery Standard,8,Active Monitoring,Recovering,Store Focus,202414,93.20%,93.30%,12.2,92.80%,97.40%,95.70%,85.90%
13,75,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202414,89.50%,89.20%,11.9,93.10%,94.60%,89.80%,80.30%
13,1163,,Scheduled Delivery Standard,36,Executive Review,Degrading,Store Focus,202414,91.00%,91.00%,14.8,89.80%,94.90%,94.10%,85.40%
13,5022,,Scheduled Delivery Standard,40,Executive Review,Recovering,Store Focus,202414,89.70%,98.00%,12.2,92.80%,93.30%,91.00%,82.10%
13,989,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202414,93.30%,95.50%,10.3,94.80%,95.20%,93.40%,89.50%
13,4129,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202414,93.40%,88.70%,15.9,97.00%,95.90%,94.00%,85.80%
13,501,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202414,88.50%,84.90%,11.4,92.70%,96.00%,83.70%,81.40%
13,916,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202414,91.30%,83.10%,14.4,93.70%,94.20%,92.70%,84.30%
64,5102,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202414,90.40%,88.90%,12,91.40%,92.50%,88.80%,88.70%
7,2991,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202414,88.30%,76.50%,14.3,85.70%,87.60%,86.40%,93.30%
7,4554,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202414,83.50%,80.00%,7.6,80.40%,77.40%,89.00%,87.30%
7,3569,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202414,90.50%,89.50%,10.5,93.90%,94.00%,88.90%,85.10%
7,5479,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202414,91.20%,91.70%,12.2,89.90%,93.70%,92.90%,88.20%
7,5480,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202414,91.60%,87.20%,13.7,92.60%,93.50%,92.10%,88.30%
6,194,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202414,86.40%,86.70%,14.1,81.70%,90.40%,84.60%,88.50%
46,3423,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202414,88.50%,86.50%,10.5,93.50%,88.10%,84.70%,87.30%
46,3407,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202414,78.30%,87.20%,21.4,76.70%,57.70%,83.70%,87.10%
46,3771,,Scheduled Delivery Standard,33,Executive Review,Degrading,Store Focus,202414,86.90%,93.60%,14.2,84.10%,91.00%,91.20%,80.90%
46,2482,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202414,85.70%,86.30%,14.2,89.50%,90.00%,87.00%,76.70%
46,3884,,Scheduled Delivery Standard,32,Executive Review,Recovering,Store Focus,202414,89.30%,96.30%,11.3,90.60%,92.10%,89.20%,85.60%
46,1306,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202414,83.90%,76.90%,18.3,85.40%,74.50%,87.00%,88.40%
41,491,,Scheduled Delivery Standard,8,Active Monitoring,Recovering,Store Focus,202414,90.30%,92.00%,13.6,94.90%,97.00%,95.10%,77.20%
41,694,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202414,93.90%,94.20%,13.5,97.30%,98.30%,95.40%,84.00%
59,5767,,Scheduled Delivery Standard,29,Executive Review,Recovering,Store Focus,202414,88.60%,75.80%,12,91.10%,94.40%,80.00%,88.00%
59,4524,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202414,88.40%,94.50%,10,86.60%,96.70%,86.30%,85.50%
41,1580,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202414,78.90%,76.30%,20.7,86.60%,84.80%,75.70%,68.30%
41,2787,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202414,85.30%,93.50%,15.7,85.20%,89.30%,85.00%,81.60%
41,5443,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202414,87.70%,89.80%,16.9,89.50%,93.00%,86.00%,82.60%
41,2628,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202414,85.90%,89.80%,14.8,84.10%,85.80%,82.90%,90.70%
41,1655,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202414,90.50%,84.70%,11.7,93.30%,93.70%,91.10%,83.70%
41,3781,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202414,76.00%,89.20%,14.6,85.50%,78.50%,80.20%,60.50%
41,3294,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202414,87.50%,82.50%,11.4,87.40%,90.60%,85.40%,86.40%
41,5418,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202414,88.80%,91.20%,10.9,86.20%,92.90%,90.80%,85.30%
41,1476,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202414,86.50%,86.30%,15.9,90.90%,88.80%,85.60%,81.10%
41,2691,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202414,83.90%,89.10%,11.2,83.20%,84.60%,83.80%,84.20%
