Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week Reported,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
3432,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202401,82.40%,85.00%,19.5,94.10%,92.40%,62.90%,74.90%
5810,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202401,86.30%,90.90%,14,98.00%,95.20%,68.30%,80.70%
286,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202401,85.30%,90.60%,11.9,91.00%,91.40%,74.10%,81.40%
3406,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202401,81.10%,92.30%,15.5,89.30%,84.10%,77.50%,73.10%
6963,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202401,87.00%,94.70%,16.6,93.80%,95.40%,88.80%,69.90%
2086,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202401,90.10%,98.50%,11.4,94.20%,92.50%,84.50%,88.80%
3225,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202401,81.70%,84.80%,17.9,96.10%,94.30%,63.40%,70.80%
5823,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202401,83.90%,93.40%,13.5,89.20%,80.90%,82.20%,81.90%
590,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202401,86.80%,90.50%,16.6,94.40%,87.30%,81.30%,82.80%
2649,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202401,80.00%,90.50%,17.3,81.10%,85.50%,79.10%,73.40%
5080,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202401,79.80%,78.60%,17.1,85.00%,94.20%,71.30%,68.90%
1254,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202401,84.80%,89.70%,13.7,92.10%,91.90%,76.40%,77.10%
221,,Scheduled Delivery Standard,11,At Risk,Recovering,Store Focus,202401,88.10%,86.90%,17.3,96.60%,80.20%,91.50%,84.40%
1626,,Scheduled Delivery Standard,38,Executive Review,Recovering,Store Focus,202401,87.50%,88.40%,14.1,95.10%,85.20%,86.00%,84.40%
2803,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202401,94.10%,95.40%,11,98.80%,94.80%,94.20%,88.70%
517,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202401,89.80%,93.60%,20,97.80%,92.30%,87.50%,83.30%
894,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202401,89.20%,93.50%,11.7,95.60%,88.50%,81.80%,88.80%
3295,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202401,83.50%,87.40%,19.7,80.30%,83.50%,83.70%,87.00%
427,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202401,86.40%,90.30%,10,91.30%,86.70%,82.80%,83.50%
794,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202401,85.00%,86.50%,10.9,94.10%,89.10%,78.20%,77.40%
1507,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202401,89.80%,85.50%,11.6,94.80%,92.30%,89.10%,82.30%
4048,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202401,91.90%,90.70%,13.2,95.00%,93.50%,85.10%,94.30%
542,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202401,85.50%,87.50%,16.8,95.50%,89.00%,67.30%,88.50%
1016,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202401,92.20%,85.70%,13.3,98.00%,85.00%,92.40%,93.60%
532,,Scheduled Delivery Standard,11,At Risk,Recovering,Store Focus,202401,92.40%,97.00%,10.4,96.50%,93.80%,88.20%,90.60%
839,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202401,81.00%,85.30%,16.3,87.00%,83.20%,80.60%,72.00%
935,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202401,90.00%,94.50%,14.6,92.70%,84.90%,90.30%,92.00%
1102,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202401,86.90%,91.50%,16.4,94.90%,90.40%,68.50%,89.70%
1206,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202401,86.60%,92.70%,16,91.40%,92.70%,79.80%,82.90%
1266,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202401,87.20%,87.00%,14.1,95.10%,85.40%,79.80%,88.00%
4683,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202401,86.60%,93.60%,13.8,91.70%,86.30%,73.40%,93.10%
401,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202401,84.00%,93.40%,13.8,90.90%,89.40%,75.20%,81.00%
1136,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202401,89.10%,92.30%,12.2,91.00%,89.10%,80.90%,95.50%
2132,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202401,86.20%,87.60%,13.5,89.50%,85.60%,75.80%,92.90%
3288,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202401,90.20%,94.30%,10.7,93.50%,90.20%,87.80%,88.90%
180,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202401,82.10%,80.30%,15.7,94.60%,96.20%,61.40%,74.10%
399,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202401,82.80%,90.80%,17.8,95.90%,92.70%,44.90%,85.50%
331,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202401,89.50%,89.20%,13.7,94.20%,94.60%,83.80%,85.90%
449,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202401,87.00%,91.20%,15.5,94.50%,90.60%,74.40%,88.20%
521,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202401,83.30%,86.30%,16.4,97.70%,87.70%,89.30%,62.90%
651,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202401,90.70%,82.70%,12.9,95.90%,95.50%,80.20%,90.30%
602,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202401,82.60%,82.10%,16.5,90.30%,89.80%,67.70%,83.10%
3390,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202401,91.20%,81.00%,12.9,96.60%,91.20%,90.90%,86.10%
2938,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202401,82.00%,83.60%,17.6,86.70%,80.50%,71.20%,86.80%
170,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202401,84.90%,92.60%,13.1,93.80%,90.90%,80.80%,73.90%
539,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202401,88.70%,96.40%,11.1,95.80%,92.60%,82.20%,84.80%
1128,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202401,88.80%,91.90%,14,93.80%,98.50%,78.50%,84.20%
4295,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202401,83.20%,85.70%,13.1,93.10%,87.90%,74.10%,76.90%
140,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202401,77.70%,84.00%,21.6,79.70%,86.10%,64.00%,80.80%
909,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202401,90.80%,97.90%,15.7,92.50%,91.70%,87.10%,91.70%
1163,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202401,86.50%,88.10%,18,83.60%,94.10%,75.80%,89.80%
5022,,Scheduled Delivery Standard,27,Executive Review,Recovering,Store Focus,202401,86.70%,96.30%,14.3,90.50%,85.20%,83.60%,87.60%
541,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202401,65.40%,64.80%,15.2,76.30%,52.60%,69.30%,62.40%
803,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202401,87.80%,81.80%,9.7,91.20%,91.90%,90.60%,77.50%
1353,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202401,92.80%,96.70%,13.8,96.40%,90.00%,95.40%,89.50%
4129,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202401,88.80%,86.50%,21.6,95.10%,89.10%,86.10%,84.70%
501,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202401,83.30%,82.60%,11.5,87.80%,81.50%,64.80%,92.70%
916,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202401,83.70%,89.90%,18.8,89.80%,81.50%,85.00%,79.20%
1066,,Scheduled Delivery Standard,31,Executive Review,Recovering,Store Focus,202401,91.60%,84.90%,14.1,96.80%,95.00%,88.90%,85.40%
1129,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202401,86.30%,72.30%,13.6,95.50%,90.30%,72.90%,87.10%
1253,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202401,91.30%,92.00%,10,91.80%,94.20%,88.90%,90.20%
2991,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202401,73.90%,54.10%,22.6,71.10%,71.70%,85.30%,68.70%
4163,,Scheduled Delivery Standard,14,At Risk,Recovering,Store Focus,202401,94.40%,96.00%,10.4,96.10%,95.80%,96.00%,89.90%
3169,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202401,83.90%,76.40%,11.1,95.20%,90.70%,67.10%,80.70%
3569,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202401,86.70%,86.00%,10.6,88.50%,94.10%,84.90%,79.70%
5479,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202401,89.70%,95.50%,12.8,91.00%,92.00%,87.00%,88.80%
3106,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202401,81.80%,86.90%,13.1,86.30%,85.20%,74.10%,81.50%
2864,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202401,85.80%,86.60%,15.1,96.00%,95.80%,71.90%,80.20%
3572,,Scheduled Delivery Standard,28,Executive Review,Recovering,Store Focus,202401,84.60%,84.90%,15.1,98.20%,90.80%,81.80%,68.30%
3640,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202401,84.80%,94.90%,12.7,94.10%,85.50%,76.60%,83.30%
3297,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202401,87.80%,88.50%,13.7,98.90%,94.30%,69.30%,88.50%
4674,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202401,85.50%,86.70%,9.1,89.70%,85.80%,80.70%,85.60%
861,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202401,92.40%,95.00%,16.2,98.10%,95.50%,88.80%,88.20%
6898,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202401,87.80%,73.20%,14.5,88.10%,94.80%,85.40%,82.90%
537,,Scheduled Delivery Standard,26,Executive Review,Recovering,Store Focus,202401,87.50%,81.50%,14.6,98.20%,85.80%,79.20%,85.40%
608,,Scheduled Delivery Standard,25,Executive Review,Recovering,Store Focus,202401,93.30%,90.30%,13.5,94.90%,92.30%,89.20%,97.10%
3645,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202401,91.60%,85.50%,11.8,95.20%,95.00%,86.80%,89.50%
1746,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202401,89.90%,96.90%,11.1,91.30%,90.60%,88.20%,89.50%
2515,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202401,92.10%,96.50%,10.6,94.10%,94.50%,94.90%,85.30%
3771,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202401,92.10%,92.70%,14.5,95.70%,96.80%,89.10%,86.40%
1291,,Scheduled Delivery Standard,9,Active Monitoring,Recovering,Store Focus,202401,92.80%,94.80%,15.1,91.60%,94.70%,95.10%,89.80%
3884,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202401,92.00%,89.20%,14,90.90%,92.90%,95.80%,88.50%
1397,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202401,93.60%,93.50%,14.4,95.70%,94.90%,95.00%,89.10%
1357,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202401,85.80%,81.90%,10.8,97.80%,94.70%,87.50%,64.10%
653,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202401,89.40%,93.10%,11.2,94.40%,87.80%,81.00%,88.30%
1341,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202401,91.30%,92.70%,15.2,96.40%,93.90%,87.10%,86.00%
4053,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202401,78.70%,79.40%,12.2,94.60%,78.80%,60.60%,85.70%
5767,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202401,85.30%,76.30%,9.8,91.10%,81.30%,76.10%,91.90%
5804,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202401,83.40%,81.10%,14.5,95.40%,90.80%,82.20%,68.00%
870,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202401,73.40%,77.10%,18.9,76.60%,76.40%,65.30%,74.90%
1026,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202401,81.30%,84.20%,17.2,86.80%,75.30%,75.70%,86.30%
1141,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202401,86.40%,93.60%,17,91.90%,83.50%,84.70%,85.40%
1580,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202401,65.40%,77.90%,32.1,74.60%,46.80%,57.40%,79.60%
2787,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202401,54.10%,68.70%,38.3,90.30%,57.30%,25.70%,28.70%
3529,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202401,69.20%,75.90%,24.3,94.80%,61.20%,53.50%,64.30%
5443,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202401,83.50%,91.90%,14.1,91.50%,77.20%,76.60%,87.90%
5483,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202401,88.50%,88.90%,16.8,95.80%,91.10%,79.10%,88.70%
2628,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202401,85.20%,81.70%,17,92.30%,85.80%,83.00%,78.70%
2783,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202401,86.60%,94.10%,14.4,93.10%,90.90%,87.70%,76.00%
1518,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202401,87.20%,93.20%,15.9,96.90%,89.40%,78.70%,85.00%
1655,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202401,70.70%,83.30%,20.6,91.70%,71.90%,49.20%,68.60%
2788,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202401,82.20%,71.10%,19.5,91.50%,81.90%,75.60%,80.20%
3781,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202401,77.80%,87.20%,21,92.10%,75.40%,48.90%,78.70%
526,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202401,88.60%,86.90%,13.8,92.90%,86.40%,85.60%,89.70%
3294,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202401,78.10%,74.20%,18.3,88.70%,87.60%,50.20%,81.30%
4450,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202401,86.50%,91.10%,16.5,95.70%,90.20%,76.10%,84.70%
5417,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202401,73.10%,79.90%,26,91.60%,72.20%,54.60%,72.30%
5418,,Scheduled Delivery Standard,32,Executive Review,Recovering,Store Focus,202401,81.60%,88.20%,23.5,91.20%,80.80%,71.50%,82.10%
1476,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202401,79.60%,83.40%,20.2,94.10%,69.00%,71.00%,83.40%
2691,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202401,87.50%,97.20%,10.7,92.90%,87.40%,81.00%,87.60%
589,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202401,89.70%,89.80%,17.6,90.90%,91.30%,91.60%,86.20%
1790,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202401,84.70%,92.50%,15.2,97.00%,90.70%,54.80%,89.70%
2631,,Scheduled Delivery Standard,32,Executive Review,Recovering,Store Focus,202401,62.00%,87.80%,19.4,97.20%,39.50%,32.60%,71.90%
2912,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202401,66.70%,82.30%,30.6,94.60%,79.90%,55.20%,29.00%
3476,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202401,62.20%,65.70%,16.3,83.30%,63.50%,37.80%,64.00%
4383,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202401,76.10%,86.70%,16.5,90.50%,77.60%,47.00%,87.80%
5842,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202401,68.90%,79.40%,23.1,95.50%,70.70%,45.70%,60.70%
2873,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202401,80.90%,86.00%,14.2,89.90%,80.80%,69.80%,82.80%
2959,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202401,81.50%,88.40%,13.3,89.10%,85.50%,59.90%,86.60%
5844,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202401,72.90%,80.80%,22.1,92.40%,64.20%,47.70%,76.10%
2350,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202401,79.60%,94.00%,12.9,89.70%,78.00%,61.00%,89.10%
5030,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202401,74.70%,77.60%,14.5,90.20%,88.70%,55.70%,69.00%
2080,,Scheduled Delivery Standard,48,Executive Review,Recovering,Store Focus,202401,75.80%,80.30%,14.9,92.80%,73.80%,44.50%,87.00%
5160,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202401,87.00%,93.00%,14.1,95.80%,84.10%,76.00%,91.90%
5472,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202401,83.30%,99.20%,11.7,82.50%,88.80%,73.80%,89.00%
1423,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202401,79.80%,77.00%,9.7,92.00%,87.10%,66.00%,74.20%
5893,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202401,83.00%,86.20%,13.7,91.00%,82.00%,65.30%,96.50%
1428,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202401,66.20%,74.20%,26.3,94.80%,62.10%,34.60%,72.10%
1432,,Scheduled Delivery Standard,36,Executive Review,Recovering,Store Focus,202401,68.50%,89.30%,17.1,93.40%,66.30%,38.10%,78.50%
5097,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202401,75.70%,75.20%,14.8,93.30%,80.70%,52.30%,78.10%
2354,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202401,79.50%,91.40%,11.9,91.30%,72.20%,64.30%,87.30%
2693,,Scheduled Delivery Standard,26,Executive Review,Recovering,Store Focus,202401,90.00%,95.20%,12.3,96.00%,93.90%,78.30%,91.40%
3726,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202401,73.20%,75.60%,18.5,89.40%,62.50%,57.20%,81.20%
1923,,Scheduled Delivery Standard,34,Executive Review,Recovering,Store Focus,202401,68.10%,77.10%,15,90.90%,70.70%,27.40%,80.60%
2238,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202401,80.90%,94.10%,15,96.50%,81.40%,60.40%,85.30%
2493,,Scheduled Delivery Standard,32,Executive Review,Recovering,Store Focus,202401,67.40%,66.50%,19.9,92.20%,69.20%,42.30%,64.60%
3453,,Scheduled Delivery Standard,36,Executive Review,Recovering,Store Focus,202401,76.30%,75.10%,15,91.20%,75.70%,47.60%,88.60%
3876,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202401,69.90%,70.40%,14.7,86.00%,67.70%,43.10%,80.30%
2678,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202401,84.10%,87.30%,13.9,94.50%,87.60%,65.40%,87.80%
5064,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202401,63.30%,72.40%,13.1,87.80%,62.00%,31.10%,64.10%
5065,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202401,67.60%,69.70%,12.2,92.80%,58.90%,26.50%,75.70%
5280,,Scheduled Delivery Standard,47,Executive Review,Recovering,Store Focus,202401,76.90%,77.40%,8.9,94.80%,74.60%,51.60%,84.60%
1487,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202401,83.20%,94.10%,17,94.70%,78.30%,68.60%,88.30%
1618,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202401,86.80%,98.30%,17.8,97.40%,90.10%,78.10%,82.20%
2276,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202401,69.40%,69.00%,15.9,96.20%,61.50%,42.30%,72.80%
2544,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202401,88.70%,94.80%,17.7,96.50%,90.00%,81.80%,87.50%
2817,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202401,65.30%,78.50%,22.9,89.10%,66.40%,24.20%,63.20%
2818,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202401,78.60%,91.00%,19.7,87.70%,77.90%,64.90%,78.00%
4631,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202401,58.20%,75.50%,25.4,91.70%,84.90%,22.40%,31.10%
1307,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202401,78.80%,81.80%,15.4,91.70%,75.60%,59.10%,83.10%
4323,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202401,85.80%,87.80%,12,94.90%,88.40%,67.10%,90.60%
1401,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202401,74.30%,80.20%,24.1,98.20%,91.10%,71.90%,42.80%
4286,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202401,69.80%,70.90%,24,83.40%,82.00%,60.90%,54.10%
4531,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202401,77.80%,79.70%,22.8,92.50%,89.00%,70.40%,56.60%
481,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202401,85.00%,83.80%,10.5,88.10%,81.30%,80.60%,88.00%
1734,,Scheduled Delivery Standard,25,Executive Review,Recovering,Store Focus,202401,83.00%,89.20%,12.4,96.40%,87.40%,76.70%,68.60%
2491,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202401,81.90%,82.00%,12.6,89.10%,82.20%,69.80%,82.30%
200,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202401,79.90%,90.70%,13.5,96.20%,77.30%,66.90%,78.80%
1454,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202401,72.30%,78.10%,13.7,96.20%,78.30%,59.60%,52.90%
1602,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202401,73.00%,73.40%,15.6,84.70%,63.10%,65.40%,78.40%
1690,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202401,77.50%,89.70%,19.5,94.80%,84.60%,62.10%,70.70%
2728,,Scheduled Delivery Standard,46,Executive Review,Recovering,Store Focus,202401,74.60%,75.00%,16.2,90.60%,82.20%,67.20%,53.60%
3210,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202401,65.30%,70.10%,18.7,81.40%,48.60%,54.30%,72.00%
3602,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202401,78.20%,87.90%,18.4,86.60%,77.30%,71.80%,76.50%
199,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202401,87.10%,90.30%,11.8,96.70%,89.30%,85.20%,75.70%
603,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202401,81.90%,86.60%,17.1,98.80%,82.00%,80.60%,66.40%
1028,,Scheduled Delivery Standard,34,Executive Review,Recovering,Store Focus,202401,79.40%,83.00%,15.1,90.00%,71.40%,82.20%,72.20%
1125,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202401,82.10%,89.10%,16,89.30%,76.70%,80.10%,80.70%
3459,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202401,84.70%,97.00%,13.8,93.30%,77.80%,70.00%,90.00%
3460,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202401,78.20%,88.60%,15.2,88.80%,79.60%,62.30%,70.40%
2231,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202401,72.90%,91.70%,19.1,97.60%,88.80%,38.00%,56.60%
1497,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202401,75.30%,89.80%,14.4,87.80%,75.10%,52.70%,78.90%
3601,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202401,80.20%,93.30%,19.9,93.20%,84.50%,66.30%,79.50%
4049,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202401,80.50%,95.80%,22.3,95.10%,78.70%,66.30%,78.40%
5965,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202401,88.40%,95.40%,15,93.80%,89.20%,81.60%,88.70%
1998,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202401,88.50%,95.00%,14.2,92.90%,89.90%,80.40%,87.30%
2204,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202401,81.40%,82.50%,18.2,96.40%,94.90%,83.70%,54.80%
5402,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202401,83.10%,94.10%,11.3,82.40%,82.60%,85.40%,82.80%
5617,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202401,82.90%,95.40%,11.6,91.40%,80.70%,73.90%,81.60%
1892,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202401,89.10%,94.70%,15.5,93.90%,79.60%,88.30%,93.80%
1938,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202401,81.90%,94.60%,20.1,90.70%,82.90%,78.00%,72.40%
3004,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202401,83.90%,85.10%,16,92.70%,84.40%,79.10%,75.60%
5485,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202401,82.70%,94.60%,18.1,86.60%,83.70%,86.20%,74.20%
1707,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202401,81.50%,95.90%,10.9,98.90%,79.50%,65.20%,82.70%
1948,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202401,92.90%,96.80%,11.3,97.50%,96.40%,85.50%,92.40%
2063,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202401,79.90%,90.60%,17.8,95.10%,66.90%,66.30%,89.60%
2197,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202401,80.10%,93.00%,23,95.10%,78.90%,72.50%,75.10%
2211,,Scheduled Delivery Standard,11,At Risk,Recovering,Store Focus,202401,83.50%,92.80%,18.1,94.80%,81.50%,67.10%,90.60%
2541,,Scheduled Delivery Standard,31,Executive Review,Recovering,Store Focus,202401,83.80%,91.80%,15.2,96.30%,84.10%,74.00%,81.00%
1739,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202401,73.20%,90.60%,19.9,95.70%,70.90%,64.50%,55.80%
