Store Number,Vehicle Count,Install Date,Install Time,,,,,,,,
5743,1,6/11/2025,6:30 PM,,,,,,,,
1424,1,6/18/2025,7:00 AM,,,,,,,,
1523,1,6/19/2025,7:00 AM,,,,,,,,
1524,1,6/17/2025,6:30 PM,,,,,,,,
1525,1,6/18/2025,9:00 PM,,,,,,,,
1969,1,6/17/2025,8:15 AM,,,,,,,,
2295,1,6/19/2025,7:45 PM,,,,,,,,
2808,1,6/17/2025,7:00 AM,,,,,,,,
2821,1,6/18/2025,6:30 PM,,,,,,,,
3869,1,6/19/2025,6:30 PM,,,,,,,,
4191,1,6/19/2025,9:00 PM,,,,,,,,
7032,1,6/18/2025,7:45 PM,,,,,,,,
7174,2,6/17/2025,8:00 PM,,,,,,,,
1588,2,6/25/2025,7:45 PM,,,,,,,,
1747,1,6/20/2025,6:30 PM,,,,,,,,
1805,1,6/30/2025,6:30 PM,,,,,,,,
1832,1,7/1/2025,7:45 PM,,,,,,,,
1853,1,7/2/2025,6:30 PM,,,,,,,,
1862,1,6/27/2025,6:30 PM,,,,,,,,
1879,1,6/19/2025,6:30 PM,,,,,,,,
1914,1,7/7/2025,8:30 PM,,,,,,,,
1915,1,7/8/2025,6:30 PM,,,,,,,,
2028,2,6/27/2025,8:00 PM,,,,,,,,
2077,1,6/26/2025,6:30 PM,,,,,,,,
2181,2,6/30/2025,8:00 PM,,,,,,,,
2708,1,7/10/2025,6:30 PM,,,,,,,,
2842,1,6/26/2025,8:15 PM,,,,,,,,
3464,1,7/3/2025,6:30 PM,,,,,,,,
3796,2,6/24/2025,8:00 PM,,,,,,,,
4340,1,7/8/2025,9:00 PM,,,,,,,,
4392,1,6/25/2025,6:30 PM,,,,,,,,
5096,1,7/1/2025,6:30 PM,,,,,,,,
5156,1,7/2/2025,9:15 PM,,,,,,,,
5193,1,7/7/2025,6:30 PM,,,,,,,,
5425,1,7/2/2025,7:45 PM,,,,,,,,
1619,1,6/12/2025,6:30 PM,,,,,,,,
1673,1,6/13/2025,8:30 PM,,,,,,,,
1731,2,6/14/2025,6:30 PM,,,,,,,,
1744,1,6/12/2025,9:00 PM,,,,,,,,
1813,1,6/14/2025,7:00 AM,,,,,,,,
1966,1,6/13/2025,6:30 PM,,,,,,,,
1993,1,6/11/2025,8:30 PM,,,,,,,,
2785,1,6/13/2025,7:00 AM,,,,,,,,
3280,1,6/12/2025,7:45 PM,,,,,,,,
3607,2,6/12/2025,7:00 AM,,,,,,,,
3842,1,6/13/2025,8:15 AM,,,,,,,,
1760,1,6/10/2025,6:30 PM,,,,,,,,
1881,1,6/27/2025,7:30 PM,,,,,,,,
1988,2,6/11/2025,8:30 PM,,,,,,,,
2457,1,6/13/2025,6:30 PM,,,,,,,,
2464,1,6/13/2025,7:00 AM,,,,,,,,
2735,2,6/10/2025,7:00 AM,,,,,,,,
3081,1,6/12/2025,7:00 AM,,,,,,,,
3587,1,6/11/2025,6:30 PM,,,,,,,,
3652,2,6/11/2025,7:00 AM,,,,,,,,
3712,1,6/12/2025,7:30 PM,,,,,,,,
4202,1,6/11/2025,7:30 PM,,,,,,,,
4309,2,6/10/2025,8:00 PM,,,,,,,,
4393,1,6/13/2025,9:00 PM,,,,,,,,
4759,2,6/12/2025,8:30 PM,,,,,,,,
5192,1,6/27/2025,6:30 PM,,,,,,,,
5683,1,6/12/2025,8:15 AM,,,,,,,,
5981,1,6/12/2025,6:30 PM,,,,,,,,
5982,1,6/13/2025,7:45 PM,,,,,,,,
1686,1,6/27/2025,7:00 AM,,,,,,,,
2207,1,6/25/2025,7:00 AM,,,,,,,,
2307,3,6/24/2025,6:30 PM,,,,,,,,
3232,1,6/25/2025,8:15 AM,,,,,,,,
3568,1,6/26/2025,8:15 AM,,,,,,,,
3589,3,6/27/2025,6:30 PM,,,,,,,,
3620,3,6/26/2025,6:30 PM,,,,,,,,
4208,1,6/28/2025,7:00 AM,,,,,,,,
5109,1,6/27/2025,8:15 AM,,,,,,,,
5233,1,6/26/2025,7:00 AM,,,,,,,,
5235,2,6/24/2025,7:00 AM,,,,,,,,
5350,1,6/28/2025,8:15 AM,,,,,,,,
5763,3,6/25/2025,6:30 PM,,,,,,,,
765,2,6/10/2025,7:00 AM,,,,,,,,
999,1,6/13/2025,9:00 PM,,,,,,,,
1198,1,6/11/2025,6:30 PM,,,,,,,,
1313,1,6/14/2025,7:30 PM,,,,,,,,
1347,2,6/11/2025,7:00 AM,,,,,,,,
2239,1,6/13/2025,7:45 PM,,,,,,,,
2404,2,6/13/2025,7:00 AM,,,,,,,,
2599,1,6/12/2025,6:30 PM,,,,,,,,
2835,1,6/12/2025,9:00 PM,,,,,,,,
2864,2,6/12/2025,7:00 AM,,,,,,,,
3057,1,6/17/2025,7:00 AM,,,,,,,,
3058,1,6/14/2025,9:00 PM,,,,,,,,
3106,2,6/14/2025,7:00 AM,,,,,,,,
3112,1,6/16/2025,8:15 AM,,,,,,,,
3279,1,6/16/2025,7:00 AM,,,,,,,,
3888,3,6/10/2025,6:30 PM,,,,,,,,
4055,1,6/16/2025,6:30 PM,,,,,,,,
4056,1,6/16/2025,7:30 PM,,,,,,,,
4131,1,6/13/2025,6:30 PM,,,,,,,,
4162,1,6/11/2025,7:45 PM,,,,,,,,
5144,1,6/16/2025,8:45 PM,,,,,,,,
5145,1,6/11/2025,9:00 PM,,,,,,,,
5146,1,6/12/2025,7:45 PM,,,,,,,,
5245,1,6/14/2025,6:30 PM,,,,,,,,
1700,1,7/2/2025,6:30 PM,,,,,,,,
2094,2,6/30/2025,8:00 PM,,,,,,,,
2245,1,6/30/2025,6:30 PM,,,,,,,,
2253,1,7/2/2025,7:00 AM,,,,,,,,
2479,1,7/1/2025,7:00 AM,,,,,,,,
3516,2,7/1/2025,7:45 PM,,,,,,,,
3947,1,7/1/2025,6:30 PM,,,,,,,,
5023,1,7/1/2025,8:15 AM,,,,,,,,
5886,1,7/3/2025,8:15 AM,,,,,,,,
2697,2,6/26/2025,6:30 PM,,,,,,,,
5610,2,6/10/2025,8:00 PM,,,,,,,,
5611,1,6/10/2025,6:30 PM,,,,,,,,
2119,3,6/11/2025,6:30 PM,,,,,,,,
2486,1,6/12/2025,9:00 PM,,,,,,,,
3023,2,6/14/2025,8:00 PM,,,,,,,,
3123,2,6/12/2025,6:30 PM,,,,,,,,
4174,1,6/13/2025,6:30 PM,,,,,,,,
5435,2,6/13/2025,8:00 PM,,,,,,,,
5884,1,6/14/2025,6:30 PM,,,,,,,,
2385,2,6/19/2025,8:00 PM,,,,,,,,
2516,1,6/23/2025,7:30 AM,,,,,,,,
3053,1,6/23/2025,7:45 PM,,,,,,,,
3218,1,6/19/2025,7:00 AM,,,,,,,,
3525,1,6/19/2025,8:15 AM,,,,,,,,
3537,2,6/18/2025,6:30 PM,,,,,,,,
3757,2,6/24/2025,7:00 AM,,,,,,,,
3801,1,6/23/2025,9:00 PM,,,,,,,,
4137,1,6/18/2025,8:30 PM,,,,,,,,
5041,1,6/19/2025,6:30 PM,,,,,,,,
5628,1,6/23/2025,6:30 PM,,,,,,,,
931,2,7/2/2025,7:30 PM,,,,,,,,
1068,1,6/30/2025,6:30 PM,,,,,,,,
4546,1,7/2/2025,6:30 PM,,,,,,,,
2687,2,6/25/2025,7:00 AM,,,,,,,,
1967,1,6/27/2025,7:45 PM,,,,,,,,
2174,1,6/27/2025,9:15 PM,,,,,,,,
2386,1,6/27/2025,6:30 PM,,,,,,,,
5278,2,6/27/2025,7:00 AM,,,,,,,,
201,1,6/27/2025,6:30 PM,,,,,,,,
256,1,6/28/2025,6:30 PM,,,,,,,,
361,2,6/28/2025,7:00 AM,,,,,,,,
648,1,6/25/2025,6:30 PM,,,,,,,,
805,2,6/23/2025,7:00 AM,,,,,,,,
1161,1,6/26/2025,9:00 PM,,,,,,,,
1177,2,6/25/2025,7:00 AM,,,,,,,,
1418,3,6/27/2025,7:30 PM,,,,,,,,
1514,3,6/23/2025,6:30 PM,,,,,,,,
1761,1,6/28/2025,8:00 PM,,,,,,,,
2213,3,6/24/2025,6:30 PM,,,,,,,,
2600,1,6/27/2025,7:00 AM,,,,,,,,
2616,3,6/25/2025,7:45 PM,,,,,,,,
3061,2,6/24/2025,7:00 AM,,,,,,,,
5313,2,6/26/2025,7:00 AM,,,,,,,,
5421,1,6/26/2025,7:45 PM,,,,,,,,
5427,1,6/26/2025,6:30 PM,,,,,,,,
5927,1,7/2/2025,6:30 PM,,,,,,,,
941,2,6/20/2025,7:00 AM,,,,,,,,
967,3,6/16/2025,8:30 PM,,,,,,,,
988,4,6/17/2025,6:30 PM,,,,,,,,
994,3,6/16/2025,7:00 AM,,,,,,,,
1085,2,6/16/2025,6:30 PM,,,,,,,,
1213,4,6/18/2025,6:30 PM,,,,,,,,
1390,3,6/10/2025,7:45 PM,,,,,,,,
1513,1,6/14/2025,8:00 AM,,,,,,,,
1536,1,6/14/2025,7:30 PM,,,,,,,,
1712,2,6/11/2025,7:00 AM,,,,,,,,
1960,2,6/10/2025,7:00 AM,,,,,,,,
2081,1,6/17/2025,7:30 PM,,,,,,,,
2387,2,6/18/2025,7:00 AM,,,,,,,,
2391,1,6/16/2025,8:00 AM,,,,,,,,
2627,1,6/10/2025,6:30 PM,,,,,,,,
2740,2,6/11/2025,6:30 PM,,,,,,,,
2796,2,6/14/2025,7:00 AM,,,,,,,,
3161,1,6/10/2025,6:30 PM,,,,,,,,
3197,2,6/11/2025,7:00 AM,,,,,,,,
3372,1,6/21/2025,6:30 PM,,,,,,,,
3414,1,6/14/2025,7:00 AM,,,,,,,,
3415,2,6/19/2025,7:00 AM,,,,,,,,
3418,3,6/13/2025,6:30 PM,,,,,,,,
3463,1,6/16/2025,6:30 PM,,,,,,,,
4141,2,6/12/2025,7:00 AM,,,,,,,,
4681,1,6/21/2025,7:00 AM,,,,,,,,
4690,2,6/10/2025,7:00 AM,,,,,,,,
5036,3,6/17/2025,8:00 AM,,,,,,,,
5218,1,6/14/2025,6:30 PM,,,,,,,,
5220,1,6/18/2025,7:00 AM,,,,,,,,
5221,1,6/18/2025,8:00 AM,,,,,,,,
5266,2,6/16/2025,7:00 AM,,,,,,,,
5300,1,6/17/2025,7:00 AM,,,,,,,,
5622,1,6/16/2025,8:30 PM,,,,,,,,
5654,1,6/10/2025,8:00 PM,,,,,,,,
5670,1,6/17/2025,6:30 PM,,,,,,,,
5760,2,6/13/2025,7:00 AM,,,,,,,,
5826,1,6/16/2025,7:30 PM,,,,,,,,
5876,1,6/17/2025,8:30 PM,,,,,,,,
5964,1,6/10/2025,9:00 PM,,,,,,,,
6548,1,6/17/2025,7:00 AM,,,,,,,,
1291,3,7/8/2025,6:30 PM,,,,,,,,
2922,2,7/7/2025,7:45 PM,,,,,,,,
3143,1,7/9/2025,8:00 PM,,,,,,,,
3884,2,7/9/2025,7:00 AM,,,,,,,,
5031,1,7/7/2025,6:30 PM,,,,,,,,
5626,1,7/9/2025,6:30 PM,,,,,,,,
5725,2,7/8/2025,7:00 AM,,,,,,,,
5799,1,7/9/2025,9:00 PM,,,,,,,,
472,4,6/24/2025,6:30 PM,,,,,,,,
576,1,6/25/2025,7:00 AM,,,,,,,,
894,1,6/25/2025,8:15 AM,,,,,,,,
992,2,6/23/2025,8:30 PM,,,,,,,,
1597,2,6/23/2025,6:30 PM,,,,,,,,
3340,1,6/24/2025,7:00 AM,,,,,,,,
6170,1,6/24/2025,8:00 AM,,,,,,,,
1631,2,6/26/2025,8:00 PM,,,,,,,,
1682,1,6/24/2025,8:15 AM,,,,,,,,
1688,2,6/26/2025,7:00 AM,,,,,,,,
1773,1,6/28/2025,7:00 AM,,,,,,,,
1811,1,6/25/2025,7:00 AM,,,,,,,,
1841,2,6/24/2025,8:00 PM,,,,,,,,
2529,1,6/27/2025,7:00 AM,,,,,,,,
3156,1,6/26/2025,6:30 PM,,,,,,,,
3214,1,6/24/2025,7:00 AM,,,,,,,,
3216,2,6/25/2025,8:00 PM,,,,,,,,
3265,4,6/27/2025,6:30 PM,,,,,,,,
4064,1,6/27/2025,8:15 AM,,,,,,,,
5253,1,6/24/2025,6:30 PM,,,,,,,,
5488,1,6/25/2025,8:15 AM,,,,,,,,
5922,1,6/25/2025,6:30 PM,,,,,,,,
1825,2,7/2/2025,8:00 PM,,,,,,,,
1833,2,6/20/2025,8:30 PM,,,,,,,,
1852,1,7/8/2025,6:30 PM,,,,,,,,
1904,1,7/7/2025,6:30 PM,,,,,,,,
2015,2,7/1/2025,8:30 PM,,,,,,,,
2038,3,6/13/2025,6:30 PM,,,,,,,,
2233,1,6/10/2025,7:45 AM,,,,,,,,
2357,1,7/1/2025,7:30 AM,,,,,,,,
2520,2,6/20/2025,6:30 PM,,,,,,,,
2756,1,6/10/2025,6:30 PM,,,,,,,,
3035,1,6/12/2025,8:15 AM,,,,,,,,
3077,1,7/8/2025,8:30 PM,,,,,,,,
3573,1,7/2/2025,6:30 PM,,,,,,,,
3588,2,6/21/2025,7:00 AM,,,,,,,,
3639,3,6/12/2025,6:30 PM,,,,,,,,
5343,2,6/20/2025,7:00 AM,,,,,,,,
5753,3,6/11/2025,6:30 PM,,,,,,,,
5880,2,7/1/2025,6:30 PM,,,,,,,,
5968,1,6/12/2025,7:00 AM,,,,,,,,
5969,1,7/7/2025,8:30 PM,,,,,,,,
592,1,6/17/2025,6:30 PM,,,,,,,,
1099,2,6/17/2025,8:00 PM,,,,,,,,
1221,1,6/18/2025,9:00 PM,,,,,,,,
1507,1,6/18/2025,7:00 AM,,,,,,,,
3283,1,6/18/2025,7:45 PM,,,,,,,,
3492,1,6/18/2025,8:15 AM,,,,,,,,
4321,1,6/18/2025,6:30 PM,,,,,,,,
1096,1,6/18/2025,7:00 AM,,,,,,,,
1322,1,6/19/2025,7:00 AM,,,,,,,,
1849,2,6/17/2025,6:30 PM,,,,,,,,
2472,2,6/17/2025,8:30 PM,,,,,,,,
2793,1,6/20/2025,8:15 AM,,,,,,,,
3503,1,6/16/2025,6:30 PM,,,,,,,,
6789,1,6/20/2025,7:00 AM,,,,,,,,
1568,1,7/3/2025,7:00 AM,,,,,,,,
2063,1,6/23/2025,8:30 PM,,,,,,,,
2197,2,6/23/2025,7:00 AM,,,,,,,,
2211,1,6/23/2025,6:30 PM,,,,,,,,
2674,1,7/2/2025,7:00 AM,,,,,,,,
3860,2,6/23/2025,7:00 AM,,,,,,,,
