Store Number,Vehicle Count,Install Date,Install Time,,,,,,,,
3584,1,6/11/2025,7:30 PM,,,,,,,,
3640,2,6/10/2025,7:00 AM,,,,,,,,
3827,1,6/11/2025,7:00 AM,,,,,,,,
4298,1,6/10/2025,6:30 PM,,,,,,,,
4416,1,6/24/2025,7:00 AM,,,,,,,,
4465,1,6/11/2025,8:30 PM,,,,,,,,
4466,1,6/17/2025,6:30 PM,,,,,,,,
4468,1,6/12/2025,8:30 PM,,,,,,,,
4512,2,6/16/2025,7:00 AM,,,,,,,,
4538,1,6/13/2025,9:00 PM,,,,,,,,
4618,1,6/13/2025,7:00 AM,,,,,,,,
5045,1,6/18/2025,6:30 PM,,,,,,,,
5091,1,6/30/2025,7:00 AM,,,,,,,,
5094,1,6/11/2025,6:30 PM,,,,,,,,
5116,1,6/14/2025,6:30 PM,,,,,,,,
5287,1,6/12/2025,8:30 PM,,,,,,,,
5353,1,6/12/2025,6:30 PM,,,,,,,,
5388,1,6/14/2025,9:00 PM,,,,,,,,
5449,1,6/14/2025,7:30 PM,,,,,,,,
5612,1,6/27/2025,7:00 AM,,,,,,,,
5959,1,6/23/2025,7:00 AM,,,,,,,,
6930,1,6/11/2025,7:30 PM,,,,,,,,
7357,1,6/11/2025,6:30 PM,,,,,,,,
7361,1,6/16/2025,6:30 PM,,,,,,,,
828,1,6/12/2025,7:45 PM,,,,,,,,
923,1,6/11/2025,9:00 PM,,,,,,,,
1459,1,6/12/2025,6:30 PM,,,,,,,,
1557,1,6/11/2025,7:45 PM,,,,,,,,
1601,1,6/13/2025,6:30 PM,,,,,,,,
1728,1,6/13/2025,9:00 PM,,,,,,,,
2786,2,6/11/2025,7:00 AM,,,,,,,,
2787,1,6/11/2025,6:30 PM,,,,,,,,
2788,1,6/13/2025,7:00 AM,,,,,,,,
3435,1,6/10/2025,7:45 PM,,,,,,,,
4053,1,6/12/2025,9:15 PM,,,,,,,,
5408,1,6/10/2025,6:30 PM,,,,,,,,
5443,2,6/10/2025,7:00 AM,,,,,,,,
5483,1,6/10/2025,9:00 PM,,,,,,,,
5767,2,6/12/2025,7:00 AM,,,,,,,,
1082,2,6/12/2025,6:30 PM,,,,,,,,
1083,2,6/12/2025,7:00 AM,,,,,,,,
1090,1,6/13/2025,7:00 AM,,,,,,,,
1172,1,6/12/2025,9:00 PM,,,,,,,,
1173,1,6/10/2025,9:00 PM,,,,,,,,
1219,1,6/14/2025,7:00 AM,,,,,,,,
1225,2,6/11/2025,6:30 PM,,,,,,,,
1444,1,6/13/2025,9:00 PM,,,,,,,,
2920,2,6/11/2025,8:30 PM,,,,,,,,
3308,3,6/14/2025,6:30 PM,,,,,,,,
3309,2,6/11/2025,7:00 AM,,,,,,,,
4444,1,6/10/2025,6:30 PM,,,,,,,,
4561,1,6/10/2025,7:30 PM,,,,,,,,
5005,1,6/13/2025,8:00 AM,,,,,,,,
5054,2,6/10/2025,7:00 AM,,,,,,,,
6978,2,6/13/2025,6:30 PM,,,,,,,,
1298,1,6/30/2025,9:15 PM,,,,,,,,
3864,1,6/30/2025,8:00 PM,,,,,,,,
7009,1,6/30/2025,6:30 PM,,,,,,,,
7179,1,7/1/2025,7:00 AM,,,,,,,,
184,2,6/21/2025,7:00 AM,,,,,,,,
234,3,6/21/2025,6:30 PM,,,,,,,,
319,2,6/20/2025,7:00 AM,,,,,,,,
573,2,6/20/2025,8:00 PM,,,,,,,,
577,2,6/17/2025,7:00 AM,,,,,,,,
998,2,6/19/2025,8:00 PM,,,,,,,,
1014,1,6/24/2025,6:30 PM,,,,,,,,
1094,1,6/24/2025,8:00 PM,,,,,,,,
1120,2,6/23/2025,7:00 AM,,,,,,,,
1151,1,6/25/2025,7:00 AM,,,,,,,,
1599,1,6/17/2025,6:30 PM,,,,,,,,
2442,1,6/23/2025,6:30 PM,,,,,,,,
2855,1,6/18/2025,7:45 PM,,,,,,,,
2857,2,6/23/2025,8:00 PM,,,,,,,,
2955,1,6/19/2025,8:15 AM,,,,,,,,
3273,2,6/17/2025,8:00 PM,,,,,,,,
4475,2,6/18/2025,7:00 AM,,,,,,,,
4553,1,6/24/2025,8:15 AM,,,,,,,,
4590,1,6/20/2025,6:30 PM,,,,,,,,
4611,1,6/18/2025,9:00 PM,,,,,,,,
5207,1,6/19/2025,7:00 AM,,,,,,,,
5308,1,6/18/2025,6:30 PM,,,,,,,,
6172,1,6/19/2025,6:30 PM,,,,,,,,
6500,1,6/24/2025,7:00 AM,,,,,,,,
741,2,6/26/2025,7:00 AM,,,,,,,,
1194,1,6/28/2025,8:15 AM,,,,,,,,
1319,1,6/27/2025,8:00 PM,,,,,,,,
1320,2,6/27/2025,7:00 AM,,,,,,,,
1466,1,6/28/2025,7:00 AM,,,,,,,,
2310,1,6/27/2025,6:30 PM,,,,,,,,
2932,1,6/26/2025,6:30 PM,,,,,,,,
4223,1,6/26/2025,7:45 PM,,,,,,,,
4635,1,6/27/2025,9:15 PM,,,,,,,,
580,1,6/14/2025,9:00 PM,,,,,,,,
725,2,6/26/2025,7:00 AM,,,,,,,,
779,1,6/14/2025,7:45 PM,,,,,,,,
859,1,6/28/2025,7:00 AM,,,,,,,,
968,2,6/25/2025,7:00 AM,,,,,,,,
1245,1,6/14/2025,6:30 PM,,,,,,,,
5035,1,6/18/2025,6:30 PM,,,,,,,,
1560,1,6/21/2025,6:30 PM,,,,,,,,
1584,1,6/21/2025,7:00 AM,,,,,,,,
2050,1,6/16/2025,6:30 PM,,,,,,,,
2483,2,6/20/2025,7:00 AM,,,,,,,,
2592,1,6/17/2025,7:30 PM,,,,,,,,
2593,1,6/19/2025,8:00 AM,,,,,,,,
2838,1,6/16/2025,7:45 PM,,,,,,,,
2884,2,6/17/2025,7:00 AM,,,,,,,,
3350,1,6/18/2025,8:15 AM,,,,,,,,
3351,1,6/18/2025,6:30 PM,,,,,,,,
3354,2,6/16/2025,7:00 AM,,,,,,,,
3355,1,6/18/2025,7:00 AM,,,,,,,,
3356,1,6/19/2025,7:00 AM,,,,,,,,
3473,1,6/19/2025,8:00 PM,,,,,,,,
3655,1,6/21/2025,8:15 AM,,,,,,,,
3728,1,6/17/2025,6:30 PM,,,,,,,,
3788,1,6/19/2025,9:00 PM,,,,,,,,
4356,1,6/20/2025,6:30 PM,,,,,,,,
4557,1,6/16/2025,9:00 PM,,,,,,,,
5070,3,6/20/2025,7:30 PM,,,,,,,,
5258,1,6/18/2025,7:45 PM,,,,,,,,
5259,1,6/18/2025,9:00 PM,,,,,,,,
5269,3,6/21/2025,7:30 PM,,,,,,,,
5306,2,6/17/2025,8:30 PM,,,,,,,,
5423,1,6/19/2025,6:30 PM,,,,,,,,
1563,3,6/26/2025,6:30 PM,,,,,,,,
1660,1,7/9/2025,8:00 PM,,,,,,,,
1941,1,6/23/2025,8:00 PM,,,,,,,,
2082,1,6/27/2025,6:30 PM,,,,,,,,
2110,3,6/25/2025,6:30 PM,,,,,,,,
2218,1,6/28/2025,7:00 AM,,,,,,,,
2226,1,6/24/2025,8:30 PM,,,,,,,,
2242,1,6/26/2025,7:00 AM,,,,,,,,
2251,1,6/25/2025,6:30 PM,,,,,,,,
2292,1,6/23/2025,6:30 PM,,,,,,,,
2517,2,6/25/2025,7:00 AM,,,,,,,,
2609,1,6/24/2025,8:00 AM,,,,,,,,
2886,1,7/3/2025,7:00 AM,,,,,,,,
2948,2,6/12/2025,7:00 AM,,,,,,,,
2950,1,7/9/2025,6:30 PM,,,,,,,,
2951,1,6/27/2025,8:30 PM,,,,,,,,
3101,1,6/26/2025,6:30 PM,,,,,,,,
3132,1,6/24/2025,6:30 PM,,,,,,,,
3180,1,6/24/2025,6:30 PM,,,,,,,,
3248,1,6/27/2025,8:00 PM,,,,,,,,
3477,1,6/24/2025,7:00 AM,,,,,,,,
3522,2,6/13/2025,7:00 AM,,,,,,,,
3523,1,6/28/2025,7:00 AM,,,,,,,,
4132,1,6/27/2025,8:00 AM,,,,,,,,
4134,1,6/26/2025,7:45 PM,,,,,,,,
4171,1,6/26/2025,8:45 PM,,,,,,,,
4762,1,7/3/2025,8:00 PM,,,,,,,,
5154,3,6/12/2025,6:30 PM,,,,,,,,
5162,1,6/28/2025,8:00 AM,,,,,,,,
5600,1,6/28/2025,8:00 AM,,,,,,,,
5601,1,7/9/2025,7:00 AM,,,,,,,,
5602,1,6/13/2025,8:00 PM,,,,,,,,
5603,1,6/27/2025,7:00 AM,,,,,,,,
5604,1,6/13/2025,6:30 PM,,,,,,,,
5605,1,6/21/2025,7:00 AM,,,,,,,,
5641,1,6/27/2025,9:00 PM,,,,,,,,
5644,4,6/24/2025,6:30 PM,,,,,,,,
5686,5,6/11/2025,7AM & 6:30PM,,,,,,,,
5807,1,7/8/2025,7:00 AM,,,,,,,,
5930,1,6/26/2025,8:00 AM,,,,,,,,
526,1,6/19/2025,7:45 PM,,,,,,,,
589,1,6/18/2025,8:15 AM,,,,,,,,
1170,1,6/17/2025,6:30 PM,,,,,,,,
1476,1,6/20/2025,7:00 AM,,,,,,,,
2691,1,6/20/2025,8:15 AM,,,,,,,,
3294,1,6/19/2025,7:00 AM,,,,,,,,
4450,1,6/19/2025,6:30 PM,,,,,,,,
4524,1,6/17/2025,7:45 PM,,,,,,,,
5183,1,6/19/2025,8:15 AM,,,,,,,,
5297,1,6/18/2025,6:30 PM,,,,,,,,
5417,1,6/17/2025,9:00 PM,,,,,,,,
5418,2,6/18/2025,8:00 PM,,,,,,,,
6931,1,6/18/2025,7:00 AM,,,,,,,,
7290,1,6/19/2025,9:00 PM,,,,,,,,
848,1,6/30/2025,7:30 PM,,,,,,,,
950,2,7/2/2025,7:00 AM,,,,,,,,
1248,1,7/1/2025,8:00 AM,,,,,,,,
1561,1,7/2/2025,7:30 PM,,,,,,,,
2322,2,7/1/2025,6:30 PM,,,,,,,,
2846,2,6/30/2025,8:45 PM,,,,,,,,
3599,1,7/2/2025,6:30 PM,,,,,,,,
5043,1,7/1/2025,7:00 AM,,,,,,,,
6807,1,7/1/2025,8:30 PM,,,,,,,,
6964,1,6/30/2025,6:30 PM,,,,,,,,
1349,1,6/25/2025,6:30 PM,,,,,,,,
1387,1,6/12/2025,8:00 PM,,,,,,,,
1398,1,6/23/2025,7:30 PM,,,,,,,,
1436,1,6/18/2025,7:30 PM,,,,,,,,
1511,1,6/23/2025,7:00 AM,,,,,,,,
1517,1,6/30/2025,9:00 PM,,,,,,,,
1541,1,6/24/2025,8:30 PM,,,,,,,,
1589,1,6/20/2025,9:00 PM,,,,,,,,
1590,2,6/10/2025,6:30 PM,,,,,,,,
1845,1,6/17/2025,6:30 PM,,,,,,,,
1851,1,6/25/2025,7:30 PM,,,,,,,,
1916,2,6/17/2025,7:00 AM,,,,,,,,
2091,1,6/19/2025,7:00 AM,,,,,,,,
2176,2,7/1/2025,6:30 PM,,,,,,,,
2406,1,6/18/2025,9:00 PM,,,,,,,,
2591,1,6/30/2025,8:00 AM,,,,,,,,
2727,1,6/12/2025,8:15 AM,,,,,,,,
2789,3,6/16/2025,6:30 PM,,,,,,,,
2814,1,6/10/2025,7:00 AM,,,,,,,,
2930,1,6/25/2025,8:30 PM,,,,,,,,
2946,2,6/17/2025,8:00 PM,,,,,,,,
2962,1,6/26/2025,7:30 PM,,,,,,,,
2963,1,6/20/2025,6:30 PM,,,,,,,,
2987,1,6/19/2025,8:00 PM,,,,,,,,
3011,1,6/19/2025,9:00 PM,,,,,,,,
3104,1,6/20/2025,7:30 PM,,,,,,,,
3163,1,6/13/2025,6:30 PM,,,,,,,,
3235,2,6/28/2025,7:00 AM,,,,,,,,
3348,1,7/1/2025,8:30 PM,,,,,,,,
3397,1,6/13/2025,7:00 AM,,,,,,,,
3625,2,6/21/2025,7:00 AM,,,,,,,,
3858,2,6/16/2025,7:00 AM,,,,,,,,
3935,1,6/18/2025,7:00 AM,,,,,,,,
4140,2,6/11/2025,9:00 PM,,,,,,,,
4303,2,6/11/2025,6:30 PM,,,,,,,,
4380,1,6/12/2025,6:30 PM,,,,,,,,
4441,1,6/30/2025,6:30 PM,,,,,,,,
4446,1,7/1/2025,9:00 PM,,,,,,,,
4498,1,6/12/2025,9:00 PM,,,,,,,,
4560,1,6/24/2025,7:30 PM,,,,,,,,
4563,1,6/19/2025,6:30 PM,,,,,,,,
4617,1,6/26/2025,6:30 PM,,,,,,,,
4826,1,6/13/2025,8:00 PM,,,,,,,,
5301,1,6/24/2025,6:30 PM,,,,,,,,
5325,1,6/26/2025,8:30 PM,,,,,,,,
5615,1,6/10/2025,8:00 AM,,,,,,,,
5671,1,6/12/2025,7:00 AM,,,,,,,,
5719,1,6/14/2025,7:00 AM,,,,,,,,
5758,1,6/18/2025,6:30 PM,,,,,,,,
5759,1,6/23/2025,8:30 PM,,,,,,,,
5882,1,6/30/2025,7:30 PM,,,,,,,,
5911,1,6/23/2025,6:30 PM,,,,,,,,
5912,2,6/11/2025,7:00 AM,,,,,,,,
5932,1,6/30/2025,7:00 AM,,,,,,,,
5945,1,6/10/2025,9:00 PM,,,,,,,,
1515,2,6/23/2025,8:00 PM,,,,,,,,
1551,2,6/21/2025,8:00 PM,,,,,,,,
1571,1,6/24/2025,8:15 AM,,,,,,,,
1650,1,6/23/2025,8:15 AM,,,,,,,,
1678,1,6/24/2025,6:30 PM,,,,,,,,
2452,1,6/23/2025,7:00 AM,,,,,,,,
2658,1,6/23/2025,6:30 PM,,,,,,,,
5463,1,6/24/2025,7:00 AM,,,,,,,,
5669,1,6/21/2025,6:30 PM,,,,,,,,
1472,1,6/19/2025,9:15 PM,,,,,,,,
1577,1,6/17/2025,7:00 AM,,,,,,,,
1855,2,6/16/2025,7:00 AM,,,,,,,,
1861,1,6/19/2025,7:00 AM,,,,,,,,
1999,2,6/16/2025,8:00 PM,,,,,,,,
2087,1,6/18/2025,9:15 PM,,,,,,,,
2274,1,6/18/2025,6:30 PM,,,,,,,,
2352,1,6/18/2025,8:00 AM,,,,,,,,
2448,1,6/19/2025,8:00 PM,,,,,,,,
2642,1,6/20/2025,7:00 AM,,,,,,,,
2643,1,6/19/2025,6:30 PM,,,,,,,,
2882,1,6/16/2025,6:30 PM,,,,,,,,
3102,1,6/17/2025,8:00 PM,,,,,,,,
3209,1,6/17/2025,6:30 PM,,,,,,,,
3364,1,6/20/2025,6:30 PM,,,,,,,,
3498,1,6/18/2025,8:00 PM,,,,,,,,
3513,1,6/20/2025,8:15 PM,,,,,,,,
3624,1,6/17/2025,8:15 AM,,,,,,,,
5432,1,6/19/2025,8:15 AM,,,,,,,,
5992,1,6/20/2025,8:15 AM,,,,,,,,
272,1,7/7/2025,8:00 AM,,,,,,,,
406,1,7/8/2025,6:30 PM,,,,,,,,
659,1,7/9/2025,7:45 PM,,,,,,,,
682,1,7/7/2025,9:00 PM,,,,,,,,
688,1,7/10/2025,8:00 AM,,,,,,,,
695,1,7/9/2025,8:15 AM,,,,,,,,
710,1,7/9/2025,7:00 AM,,,,,,,,
2757,1,7/7/2025,7:45 PM,,,,,,,,
3717,1,7/9/2025,9:00 PM,,,,,,,,
4435,1,7/9/2025,6:30 PM,,,,,,,,
4482,1,7/8/2025,9:15 PM,,,,,,,,
5057,1,7/7/2025,6:30 PM,,,,,,,,
5058,1,7/8/2025,7:45 PM,,,,,,,,
5119,1,7/10/2025,7:00 AM,,,,,,,,
5616,3,7/10/2025,6:30 PM,,,,,,,,
7020,2,7/8/2025,7:00 AM,,,,,,,,
2284,2,6/25/2025,7:00 AM,,,,,,,,
2371,1,6/25/2025,7:45 PM,,,,,,,,
5439,1,6/25/2025,6:30 PM,,,,,,,,
541,3,6/28/2025,7:00 AM,,,,,,,,
553,3,6/25/2025,6:30 PM,,,,,,,,
909,1,6/27/2025,6:30 PM,,,,,,,,
911,1,6/26/2025,8:30 PM,,,,,,,,
989,1,6/28/2025,6:30 PM,,,,,,,,
1163,1,6/26/2025,6:30 PM,,,,,,,,
1342,1,6/28/2025,7:30 PM,,,,,,,,
1353,2,6/27/2025,7:00 AM,,,,,,,,
2706,1,6/26/2025,7:30 PM,,,,,,,,
3167,2,6/26/2025,7:00 AM,,,,,,,,
3703,1,6/28/2025,8:30 PM,,,,,,,,
5022,1,6/27/2025,7:45 PM,,,,,,,,
5102,1,6/27/2025,9:00 PM,,,,,,,,
1810,3,6/24/2025,6:30 PM,,,,,,,,
1959,1,6/23/2025,8:00 PM,,,,,,,,
1977,3,6/18/2025,6:30 PM,,,,,,,,
2003,1,6/11/2025,7:00 AM,,,,,,,,
2104,2,6/24/2025,7:00 AM,,,,,,,,
2195,1,6/19/2025,6:30 PM,,,,,,,,
2294,2,6/16/2025,8:30 PM,,,,,,,,
2637,1,6/23/2025,6:30 PM,,,,,,,,
2651,2,6/16/2025,6:30 PM,,,,,,,,
3078,1,6/13/2025,7:00 AM,,,,,,,,
3159,1,6/11/2025,9:00 PM,,,,,,,,
3236,1,6/17/2025,6:30 PM,,,,,,,,
3520,2,6/12/2025,8:30 PM,,,,,,,,
3795,2,6/12/2025,6:30 PM,,,,,,,,
3912,1,6/15/2025,7:00 AM,,,,,,,,
4153,2,6/12/2025,7:00 AM,,,,,,,,
5142,2,6/17/2025,8:00 PM,,,,,,,,
5201,1,6/17/2025,7:00 AM,,,,,,,,
5295,3,6/10/2025,9:15 PM,,,,,,,,
5414,1,6/19/2025,8:00 PM,,,,,,,,
5447,2,6/15/2025,6:30 PM,,,,,,,,
5752,3,6/13/2025,6:30 PM,,,,,,,,
5867,2,6/11/2025,6:30 PM,,,,,,,,
8331,1,6/10/2025,6:30 PM,,,,,,,,
528,2,6/19/2025,7:30 PM,,,,,,,,
769,2,6/13/2025,6:30 PM,,,,,,,,
1004,3,6/20/2025,7:45 PM,,,,,,,,
1171,1,6/11/2025,6:30 PM,,,,,,,,
2392,2,6/11/2025,8:30 PM,,,,,,,,
2459,2,6/12/2025,8:00 PM,,,,,,,,
3066,1,6/11/2025,7:30 PM,,,,,,,,
3370,2,6/13/2025,7:00 AM,,,,,,,,
3387,3,6/13/2025,8:00 PM,,,,,,,,
3474,1,6/20/2025,6:30 PM,,,,,,,,
5264,1,6/12/2025,6:30 PM,,,,,,,,
5727,1,6/19/2025,9:00 PM,,,,,,,,
7307,1,6/19/2025,6:30 PM,,,,,,,,
212,2,6/12/2025,8:00 PM,,,,,,,,
277,4,6/11/2025,6:30 PM,,,,,,,,
389,1,6/16/2025,8:15 AM,,,,,,,,
544,2,6/12/2025,7:00 AM,,,,,,,,
564,2,6/11/2025,7:00 AM,,,,,,,,
622,3,6/14/2025,6:30 PM,,,,,,,,
743,1,6/16/2025,7:45 PM,,,,,,,,
1626,2,6/10/2025,7:00 AM,,,,,,,,
2734,3,6/10/2025,6:30 PM,,,,,,,,
2803,2,6/14/2025,7:00 AM,,,,,,,,
2804,1,6/13/2025,7:00 AM,,,,,,,,
2875,1,6/13/2025,8:00 AM,,,,,,,,
3430,1,6/16/2025,7:00 AM,,,,,,,,
3615,3,6/13/2025,6:30 PM,,,,,,,,
5286,1,6/17/2025,7:00 AM,,,,,,,,
5314,1,6/16/2025,9:00 PM,,,,,,,,
7294,1,6/12/2025,6:30 PM,,,,,,,,
7326,1,6/16/2025,6:30 PM,,,,,,,,
1637,1,6/11/2025,7:45 PM,,,,,,,,
1671,2,6/12/2025,7:00 AM,,,,,,,,
1965,1,6/12/2025,6:30 PM,,,,,,,,
2847,1,6/12/2025,9:00 PM,,,,,,,,
3150,1,6/11/2025,9:00 PM,,,,,,,,
3172,1,6/12/2025,7:45 PM,,,,,,,,
3173,1,6/10/2025,7:30 PM,,,,,,,,
3267,2,6/10/2025,7:00 AM,,,,,,,,
4358,2,6/11/2025,7:00 AM,,,,,,,,
4600,1,6/10/2025,9:00 PM,,,,,,,,
5141,1,6/11/2025,6:30 PM,,,,,,,,
5361,1,6/10/2025,6:30 PM,,,,,,,,
705,1,6/27/2025,8:00 AM,,,,,,,,
800,1,6/27/2025,7:00 AM,,,,,,,,
817,1,6/30/2025,6:30 PM,,,,,,,,
857,4,6/18/2025,6:30 PM,,,,,,,,
890,3,7/1/2025,8:30 PM,,,,,,,,
908,1,7/1/2025,9:30 PM,,,,,,,,
942,4,6/27/2025,8:00 PM,,,,,,,,
943,4,6/17/2025,6:30 PM,,,,,,,,
955,1,6/18/2025,8:00 AM,,,,,,,,
1220,2,7/2/2025,8:30 PM,,,,,,,,
2881,2,6/30/2025,8:45 PM,,,,,,,,
3162,1,7/1/2025,8:30 PM,,,,,,,,
3207,2,6/19/2025,7:00 AM,,,,,,,,
3782,1,7/1/2025,7:30 PM,,,,,,,,
4142,2,6/20/2025,7:00 AM,,,,,,,,
4197,2,7/2/2025,8:45 PM,,,,,,,,
4211,1,7/2/2025,6:30 PM,,,,,,,,
4332,2,6/19/2025,8:30 PM,,,,,,,,
4425,2,6/27/2025,6:30 PM,,,,,,,,
4588,1,7/2/2025,7:30 PM,,,,,,,,
5132,1,7/2/2025,7:30 PM,,,,,,,,
5179,1,7/1/2025,6:30 PM,,,,,,,,
5420,2,6/30/2025,7:30 PM,,,,,,,,
5871,2,6/19/2025,6:30 PM,,,,,,,,
5894,1,7/2/2025,6:30 PM,,,,,,,,
5988,3,7/1/2025,6:30 PM,,,,,,,,
6894,1,6/18/2025,7:00 AM,,,,,,,,
174,2,7/1/2025,7:00 AM,,,,,,,,
649,1,6/30/2025,9:30 PM,,,,,,,,
3538,1,6/30/2025,8:30 PM,,,,,,,,
5455,1,6/30/2025,7:30 PM,,,,,,,,
1742,1,6/11/2025,6:30 PM,,,,,,,,
1807,1,6/11/2025,9:00 PM,,,,,,,,
1860,2,6/14/2025,8:00 PM,,,,,,,,
2068,1,6/10/2025,7:00 AM,,,,,,,,
2096,1,6/17/2025,9:00 PM,,,,,,,,
2141,2,6/11/2025,7:00 AM,,,,,,,,
2263,1,6/20/2025,6:30 PM,,,,,,,,
2445,1,6/17/2025,6:30 PM,,,,,,,,
2446,1,6/18/2025,7:45 PM,,,,,,,,
2650,1,6/10/2025,8:15 AM,,,,,,,,
2945,1,6/12/2025,8:00 PM,,,,,,,,
3541,1,6/13/2025,7:00 AM,,,,,,,,
3564,2,6/19/2025,6:30 PM,,,,,,,,
3774,1,6/11/2025,7:45 PM,,,,,,,,
3802,1,6/14/2025,7:30 AM,,,,,,,,
3810,1,6/18/2025,6:30 PM,,,,,,,,
4687,1,6/12/2025,6:30 PM,,,,,,,,
5450,1,6/14/2025,6:30 PM,,,,,,,,
5476,1,6/12/2025,8:15 AM,,,,,,,,
5649,1,6/17/2025,7:45 PM,,,,,,,,
5795,1,6/13/2025,8:15 AM,,,,,,,,
5944,1,6/12/2025,7:00 AM,,,,,,,,
1381,2,6/18/2025,7:00 AM,,,,,,,,
1512,1,6/30/2025,7:00 AM,,,,,,,,
1532,1,6/27/2025,7:45 PM,,,,,,,,
1533,2,6/28/2025,6:30 PM,,,,,,,,
1549,2,6/23/2025,8:45 PM,,,,,,,,
1598,1,6/21/2025,6:30 PM,,,,,,,,
1646,1,6/23/2025,8:15 AM,,,,,,,,
1746,2,6/30/2025,7:45 PM,,,,,,,,
2112,1,7/1/2025,7:00 AM,,,,,,,,
2482,2,6/20/2025,7:00 AM,,,,,,,,
2512,1,6/21/2025,7:45 PM,,,,,,,,
2515,2,6/24/2025,7:00 AM,,,,,,,,
2554,1,7/2/2025,7:00 AM,,,,,,,,
2632,1,6/25/2025,6:30 PM,,,,,,,,
2671,1,6/27/2025,8:15 AM,,,,,,,,
2766,1,7/1/2025,8:15 AM,,,,,,,,
2767,1,6/19/2025,7:45 PM,,,,,,,,
2768,1,6/21/2025,8:15 AM,,,,,,,,
2777,1,7/1/2025,6:30 PM,,,,,,,,
3241,1,6/25/2025,8:15 AM,,,,,,,,
3314,1,7/2/2025,7:45 PM,,,,,,,,
3315,1,6/27/2025,9:00 PM,,,,,,,,
3360,1,6/28/2025,8:15 AM,,,,,,,,
3465,1,7/2/2025,6:30 PM,,,,,,,,
3751,3,6/10/2025,6:30 PM,,,,,,,,
3771,2,6/24/2025,7:45 PM,,,,,,,,
3799,2,6/19/2025,7:00 AM,,,,,,,,
3833,3,6/18/2025,7:45 PM,,,,,,,,
3844,1,6/26/2025,7:30 PM,,,,,,,,
3845,1,6/26/2025,8:30 PM,,,,,,,,
3861,1,6/25/2025,7:00 AM,,,,,,,,
3896,2,6/28/2025,8:30 PM,,,,,,,,
4232,3,6/20/2025,6:30 PM,,,,,,,,
4275,1,6/27/2025,6:30 PM,,,,,,,,
4324,1,6/27/2025,7:00 AM,,,,,,,,
4336,1,7/2/2025,9:00 PM,,,,,,,,
4451,2,6/10/2025,7:00 AM,,,,,,,,
5124,1,6/26/2025,6:30 PM,,,,,,,,
5186,1,6/28/2025,7:00 AM,,,,,,,,
5189,1,6/23/2025,7:30 PM,,,,,,,,
5190,1,6/21/2025,9:00 PM,,,,,,,,
5257,1,6/19/2025,9:00 PM,,,,,,,,
5304,1,6/21/2025,7:00 AM,,,,,,,,
5330,1,6/23/2025,6:30 PM,,,,,,,,
5331,1,6/24/2025,6:30 PM,,,,,,,,
5332,1,6/19/2025,6:30 PM,,,,,,,,
5349,1,6/23/2025,7:00 AM,,,,,,,,
5369,1,7/2/2025,8:15 AM,,,,,,,,
5428,1,6/18/2025,6:30 PM,,,,,,,,
5429,2,7/1/2025,7:45 PM,,,,,,,,
5768,1,6/30/2025,6:30 PM,,,,,,,,
6477,1,6/25/2025,7:45 PM,,,,,,,,
6480,1,6/30/2025,8:15 AM,,,,,,,,
1739,2,6/16/2025,7:00 AM,,,,,,,,
1770,3,6/19/2025,6:30 PM,,,,,,,,
1883,2,6/25/2025,7:00 AM,,,,,,,,
1885,2,6/26/2025,7:00 AM,,,,,,,,
2059,2,7/7/2025,7:00 AM,,,,,,,,
2281,5,6/17/2025,6:30 PM,,,,,,,,
2300,4,6/16/2025,6:30 PM,,,,,,,,
2420,3,6/18/2025,6:30 PM,,,,,,,,
2588,2,6/19/2025,7:00 AM,,,,,,,,
3228,1,7/1/2025,7:00 AM,,,,,,,,
3838,2,6/18/2025,7:00 AM,,,,,,,,
4643,1,6/30/2025,7:00 AM,,,,,,,,
4644,2,6/24/2025,7:00 AM,,,,,,,,
5241,2,6/23/2025,7:00 AM,,,,,,,,
1087,2,6/27/2025,8:30 PM,,,,,,,,
4260,2,6/27/2025,6:30 PM,,,,,,,,
2550,2,6/17/2025,7:00 AM,,,,,,,,
2927,1,6/17/2025,6:30 PM,,,,,,,,
4176,1,6/16/2025,8:00 PM,,,,,,,,
4221,1,6/16/2025,6:30 PM,,,,,,,,
5461,1,6/17/2025,9:00 PM,,,,,,,,
5462,1,6/17/2025,8:00 PM,,,,,,,,
5929,1,6/18/2025,7:00 AM,,,,,,,,
5935,2,6/16/2025,7:00 AM,,,,,,,,
1873,2,6/30/2025,8:15 PM,,,,,,,,
1964,1,7/1/2025,8:15 AM,,,,,,,,
2157,1,6/24/2025,6:30 PM,,,,,,,,
2225,1,6/30/2025,6:30 PM,,,,,,,,
2261,1,7/1/2025,7:00 AM,,,,,,,,
2283,1,6/30/2025,9:15 PM,,,,,,,,
2366,1,6/25/2025,7:00 AM,,,,,,,,
3560,2,6/24/2025,8:00 PM,,,,,,,,
5448,1,6/23/2025,7:00 AM,,,,,,,,
1321,1,6/12/2025,7:00 AM,,,,,,,,
1953,1,6/13/2025,7:00 AM,,,,,,,,
2058,2,6/10/2025,7:00 AM,,,,,,,,
3889,1,6/11/2025,9:00 PM,,,,,,,,
4458,1,6/11/2025,8:00 PM,,,,,,,,
4499,1,6/10/2025,6:30 PM,,,,,,,,
5046,2,6/11/2025,7:00 AM,,,,,,,,
5118,1,6/12/2025,9:00 PM,,,,,,,,
5254,1,6/10/2025,8:15 PM,,,,,,,,
