DC,Item #,Desc.,Sector,Banner,Date,Chamber,Pick Type,CPT,IB,OB,Loads
7084,9369715,BONE IN HAMS,HAM,WM,3/14/2025,MP,CASE,840,147.412,147.412,0.18
7084,9369715,BONE IN HAMS,HAM,WM,3/15/2025,MP,CASE,840,176.7507143,176.7507143,0.21
7084,9369715,BONE IN HAMS,HAM,WM,3/16/2025,MP,CASE,840,176.7507143,176.7507143,0.21
7084,9369715,BONE IN HAMS,HAM,WM,3/17/2025,MP,CASE,840,176.7507143,176.7507143,0.21
7084,9369715,BONE IN HAMS,HAM,WM,3/18/2025,MP,CASE,840,176.7507143,176.7507143,0.21
7084,9369715,BONE IN HAMS,HAM,WM,3/19/2025,MP,CASE,840,176.7507143,176.7507143,0.21
7084,9369715,BONE IN HAMS,HAM,WM,3/20/2025,MP,CASE,840,176.7507143,176.7507143,0.21
7084,9369715,BONE IN HAMS,HAM,WM,3/21/2025,MP,CASE,840,176.7507143,176.7507143,0.21
7084,9369715,BONE IN HAMS,HAM,WM,3/22/2025,MP,CASE,840,228.5742857,228.5742857,0.27
7084,9369715,BONE IN HAMS,HAM,WM,3/23/2025,MP,CASE,840,228.5742857,228.5742857,0.27
7084,9369715,BONE IN HAMS,HAM,WM,3/24/2025,MP,CASE,840,228.5742857,228.5742857,0.27
7084,9369715,BONE IN HAMS,HAM,WM,3/25/2025,MP,CASE,840,228.5742857,228.5742857,0.27
7084,9369715,BONE IN HAMS,HAM,WM,3/26/2025,MP,CASE,840,228.5742857,228.5742857,0.27
7084,9369715,BONE IN HAMS,HAM,WM,3/27/2025,MP,CASE,840,228.5742857,228.5742857,0.27
7084,9369715,BONE IN HAMS,HAM,WM,3/28/2025,MP,CASE,840,228.5742857,228.5742857,0.27
7084,9369715,BONE IN HAMS,HAM,WM,3/29/2025,MP,CASE,840,282.3714286,282.3714286,0.34
7084,9369715,BONE IN HAMS,HAM,WM,3/30/2025,MP,CASE,840,282.3714286,282.3714286,0.34
7084,9369715,BONE IN HAMS,HAM,WM,3/31/2025,MP,CASE,840,282.3714286,282.3714286,0.34
7084,9369715,BONE IN HAMS,HAM,WM,4/1/2025,MP,CASE,840,282.3714286,282.3714286,0.34
7084,9369715,BONE IN HAMS,HAM,WM,4/2/2025,MP,CASE,840,282.3714286,282.3714286,0.34
7084,9369715,BONE IN HAMS,HAM,WM,4/3/2025,MP,CASE,840,282.3714286,282.3714286,0.34
7084,9369715,BONE IN HAMS,HAM,WM,4/4/2025,MP,CASE,840,282.3714286,282.3714286,0.34
7084,9369715,BONE IN HAMS,HAM,WM,4/5/2025,MP,CASE,840,176.7507143,176.7507143,0.21
7084,9369715,BONE IN HAMS,HAM,WM,4/6/2025,MP,CASE,840,176.7507143,176.7507143,0.21
7084,9369715,BONE IN HAMS,HAM,WM,4/7/2025,MP,CASE,840,176.7507143,176.7507143,0.21
7084,9369715,BONE IN HAMS,HAM,WM,4/8/2025,MP,CASE,840,176.7507143,176.7507143,0.21
7084,9369715,BONE IN HAMS,HAM,WM,4/9/2025,MP,CASE,840,176.7507143,176.7507143,0.21
7084,9369715,BONE IN HAMS,HAM,WM,4/10/2025,MP,CASE,840,176.7507143,176.7507143,0.21
7084,9369715,BONE IN HAMS,HAM,WM,4/11/2025,MP,CASE,840,176.7507143,176.7507143,0.21
7084,9369715,BONE IN HAMS,HAM,WM,4/12/2025,MP,CASE,840,88.46857143,88.46857143,0.11
7084,9369715,BONE IN HAMS,HAM,WM,4/13/2025,MP,CASE,840,88.46857143,88.46857143,0.11
7084,9369715,BONE IN HAMS,HAM,WM,4/14/2025,MP,CASE,840,88.46857143,88.46857143,0.11
7084,9369715,BONE IN HAMS,HAM,WM,4/15/2025,MP,CASE,840,88.46857143,88.46857143,0.11
7084,9369715,BONE IN HAMS,HAM,WM,4/16/2025,MP,CASE,840,88.46857143,88.46857143,0.11
7084,9369715,BONE IN HAMS,HAM,WM,4/17/2025,MP,CASE,840,88.46857143,88.46857143,0.11
7084,9369715,BONE IN HAMS,HAM,WM,4/18/2025,MP,CASE,840,88.46857143,88.46857143,0.11
7084,9399680,BONELESS HAMS,HAM,WM,3/1/2025,MP,CASE,840,99.60357143,99.60357143,0.12
7084,9399680,BONELESS HAMS,HAM,WM,3/2/2025,MP,CASE,840,99.60357143,99.60357143,0.12
7084,9399680,BONELESS HAMS,HAM,WM,3/3/2025,MP,CASE,840,99.60357143,99.60357143,0.12
7084,9399680,BONELESS HAMS,HAM,WM,3/4/2025,MP,CASE,840,99.60357143,99.60357143,0.12
7084,9399680,BONELESS HAMS,HAM,WM,3/5/2025,MP,CASE,840,99.60357143,99.60357143,0.12
7084,9399680,BONELESS HAMS,HAM,WM,3/6/2025,MP,CASE,840,99.60357143,99.60357143,0.12
7084,9399680,BONELESS HAMS,HAM,WM,3/7/2025,MP,CASE,840,99.60357143,99.60357143,0.12
7084,9399680,BONELESS HAMS,HAM,WM,3/8/2025,MP,CASE,840,110.8985714,110.8985714,0.13
7084,9399680,BONELESS HAMS,HAM,WM,3/9/2025,MP,CASE,840,110.8985714,110.8985714,0.13
7084,9399680,BONELESS HAMS,HAM,WM,3/10/2025,MP,CASE,840,110.8985714,110.8985714,0.13
7084,9399680,BONELESS HAMS,HAM,WM,3/11/2025,MP,CASE,840,110.8985714,110.8985714,0.13
7084,9399680,BONELESS HAMS,HAM,WM,3/12/2025,MP,CASE,840,110.8985714,110.8985714,0.13
7084,9399680,BONELESS HAMS,HAM,WM,3/13/2025,MP,CASE,840,110.8985714,110.8985714,0.13
7084,9399680,BONELESS HAMS,HAM,WM,3/14/2025,MP,CASE,840,110.8985714,110.8985714,0.13
7084,9399680,BONELESS HAMS,HAM,WM,3/15/2025,MP,CASE,840,130.0446429,130.0446429,0.15
7084,9399680,BONELESS HAMS,HAM,WM,3/16/2025,MP,CASE,840,130.0446429,130.0446429,0.15
7084,9399680,BONELESS HAMS,HAM,WM,3/17/2025,MP,CASE,840,130.0446429,130.0446429,0.15
7084,9399680,BONELESS HAMS,HAM,WM,3/18/2025,MP,CASE,840,130.0446429,130.0446429,0.15
7084,9399680,BONELESS HAMS,HAM,WM,3/19/2025,MP,CASE,840,130.0446429,130.0446429,0.15
7084,9399680,BONELESS HAMS,HAM,WM,3/20/2025,MP,CASE,840,130.0446429,130.0446429,0.15
7084,9399680,BONELESS HAMS,HAM,WM,3/21/2025,MP,CASE,840,130.0446429,130.0446429,0.15
7084,9399680,BONELESS HAMS,HAM,WM,3/22/2025,MP,CASE,840,165.6828571,165.6828571,0.20
7084,9399680,BONELESS HAMS,HAM,WM,3/23/2025,MP,CASE,840,165.6828571,165.6828571,0.20
7084,9399680,BONELESS HAMS,HAM,WM,3/24/2025,MP,CASE,840,165.6828571,165.6828571,0.20
7084,9399680,BONELESS HAMS,HAM,WM,3/25/2025,MP,CASE,840,165.6828571,165.6828571,0.20
7084,9399680,BONELESS HAMS,HAM,WM,3/26/2025,MP,CASE,840,165.6828571,165.6828571,0.20
7084,9399680,BONELESS HAMS,HAM,WM,3/27/2025,MP,CASE,840,165.6828571,165.6828571,0.20
7084,9399680,BONELESS HAMS,HAM,WM,3/28/2025,MP,CASE,840,165.6828571,165.6828571,0.20
7084,9399680,BONELESS HAMS,HAM,WM,3/29/2025,MP,CASE,840,203.575,203.575,0.24
7084,9399680,BONELESS HAMS,HAM,WM,3/30/2025,MP,CASE,840,203.575,203.575,0.24
7084,9399680,BONELESS HAMS,HAM,WM,3/31/2025,MP,CASE,840,203.575,203.575,0.24
7084,9399680,BONELESS HAMS,HAM,WM,4/1/2025,MP,CASE,840,203.575,203.575,0.24
7084,9399680,BONELESS HAMS,HAM,WM,4/2/2025,MP,CASE,840,203.575,203.575,0.24
7084,9399680,BONELESS HAMS,HAM,WM,4/3/2025,MP,CASE,840,203.575,203.575,0.24
7084,9399680,BONELESS HAMS,HAM,WM,4/4/2025,MP,CASE,840,203.575,203.575,0.24
7084,9399680,BONELESS HAMS,HAM,WM,4/5/2025,MP,CASE,840,130.0446429,130.0446429,0.15
7084,9399680,BONELESS HAMS,HAM,WM,4/6/2025,MP,CASE,840,130.0446429,130.0446429,0.15
7084,9399680,BONELESS HAMS,HAM,WM,4/7/2025,MP,CASE,840,130.0446429,130.0446429,0.15
7084,9399680,BONELESS HAMS,HAM,WM,4/8/2025,MP,CASE,840,130.0446429,130.0446429,0.15
7084,9399680,BONELESS HAMS,HAM,WM,4/9/2025,MP,CASE,840,130.0446429,130.0446429,0.15
7084,9399680,BONELESS HAMS,HAM,WM,4/10/2025,MP,CASE,840,130.0446429,130.0446429,0.15
7084,9399680,BONELESS HAMS,HAM,WM,4/11/2025,MP,CASE,840,130.0446429,130.0446429,0.15
7084,9399680,BONELESS HAMS,HAM,WM,4/12/2025,MP,CASE,840,80,80,0.10
7084,9399680,BONELESS HAMS,HAM,WM,4/13/2025,MP,CASE,840,80,80,0.10
7084,9399680,BONELESS HAMS,HAM,WM,4/14/2025,MP,CASE,840,80,80,0.10
7084,9399680,BONELESS HAMS,HAM,WM,4/15/2025,MP,CASE,840,80,80,0.10
7084,9399680,BONELESS HAMS,HAM,WM,4/16/2025,MP,CASE,840,80,80,0.10
7084,9399680,BONELESS HAMS,HAM,WM,4/17/2025,MP,CASE,840,80,80,0.10
7084,9399680,BONELESS HAMS,HAM,WM,4/18/2025,MP,CASE,840,80,80,0.10
7084,550937165,BONELESS HAMS,HAM,WM,3/1/2025,MP,CASE,840,76.03071429,76.03071429,0.09
7084,550937165,BONELESS HAMS,HAM,WM,3/2/2025,MP,CASE,840,76.03071429,76.03071429,0.09
7084,550937165,BONELESS HAMS,HAM,WM,3/3/2025,MP,CASE,840,76.03071429,76.03071429,0.09
7084,550937165,BONELESS HAMS,HAM,WM,3/4/2025,MP,CASE,840,76.03071429,76.03071429,0.09
7084,550937165,BONELESS HAMS,HAM,WM,3/5/2025,MP,CASE,840,76.03071429,76.03071429,0.09
7084,550937165,BONELESS HAMS,HAM,WM,3/6/2025,MP,CASE,840,76.03071429,76.03071429,0.09
7084,550937165,BONELESS HAMS,HAM,WM,3/7/2025,MP,CASE,840,76.03071429,76.03071429,0.09
7084,550937165,BONELESS HAMS,HAM,WM,3/8/2025,MP,CASE,840,81.15657143,81.15657143,0.10
7084,550937165,BONELESS HAMS,HAM,WM,3/9/2025,MP,CASE,840,81.15657143,81.15657143,0.10
7084,550937165,BONELESS HAMS,HAM,WM,3/10/2025,MP,CASE,840,81.15657143,81.15657143,0.10
7084,550937165,BONELESS HAMS,HAM,WM,3/11/2025,MP,CASE,840,81.15657143,81.15657143,0.10
7084,550937165,BONELESS HAMS,HAM,WM,3/12/2025,MP,CASE,840,81.15657143,81.15657143,0.10
7084,550937165,BONELESS HAMS,HAM,WM,3/13/2025,MP,CASE,840,81.15657143,81.15657143,0.10
7084,550937165,BONELESS HAMS,HAM,WM,3/14/2025,MP,CASE,840,81.15657143,81.15657143,0.10
7084,550937165,BONELESS HAMS,HAM,WM,3/15/2025,MP,CASE,840,90.31678571,90.31678571,0.11
7084,550937165,BONELESS HAMS,HAM,WM,3/16/2025,MP,CASE,840,90.31678571,90.31678571,0.11
7084,550937165,BONELESS HAMS,HAM,WM,3/17/2025,MP,CASE,840,90.31678571,90.31678571,0.11
7084,550937165,BONELESS HAMS,HAM,WM,3/18/2025,MP,CASE,840,90.31678571,90.31678571,0.11
7084,550937165,BONELESS HAMS,HAM,WM,3/19/2025,MP,CASE,840,90.31678571,90.31678571,0.11
7084,550937165,BONELESS HAMS,HAM,WM,3/20/2025,MP,CASE,840,90.31678571,90.31678571,0.11
7084,550937165,BONELESS HAMS,HAM,WM,3/21/2025,MP,CASE,840,90.31678571,90.31678571,0.11
7084,550937165,BONELESS HAMS,HAM,WM,3/22/2025,MP,CASE,840,107.7271429,107.7271429,0.13
7084,550937165,BONELESS HAMS,HAM,WM,3/23/2025,MP,CASE,840,107.7271429,107.7271429,0.13
7084,550937165,BONELESS HAMS,HAM,WM,3/24/2025,MP,CASE,840,107.7271429,107.7271429,0.13
7084,550937165,BONELESS HAMS,HAM,WM,3/25/2025,MP,CASE,840,107.7271429,107.7271429,0.13
7084,550937165,BONELESS HAMS,HAM,WM,3/26/2025,MP,CASE,840,107.7271429,107.7271429,0.13
7084,550937165,BONELESS HAMS,HAM,WM,3/27/2025,MP,CASE,840,107.7271429,107.7271429,0.13
7084,550937165,BONELESS HAMS,HAM,WM,3/28/2025,MP,CASE,840,107.7271429,107.7271429,0.13
7084,550937165,BONELESS HAMS,HAM,WM,3/29/2025,MP,CASE,840,127.0178571,127.0178571,0.15
7084,550937165,BONELESS HAMS,HAM,WM,3/30/2025,MP,CASE,840,127.0178571,127.0178571,0.15
7084,550937165,BONELESS HAMS,HAM,WM,3/31/2025,MP,CASE,840,127.0178571,127.0178571,0.15
7084,550937165,BONELESS HAMS,HAM,WM,4/1/2025,MP,CASE,840,127.0178571,127.0178571,0.15
7084,550937165,BONELESS HAMS,HAM,WM,4/2/2025,MP,CASE,840,127.0178571,127.0178571,0.15
7084,550937165,BONELESS HAMS,HAM,WM,4/3/2025,MP,CASE,840,127.0178571,127.0178571,0.15
7084,550937165,BONELESS HAMS,HAM,WM,4/4/2025,MP,CASE,840,127.0178571,127.0178571,0.15
7084,550937165,BONELESS HAMS,HAM,WM,4/5/2025,MP,CASE,840,90.31678571,90.31678571,0.11
7084,550937165,BONELESS HAMS,HAM,WM,4/6/2025,MP,CASE,840,90.31678571,90.31678571,0.11
7084,550937165,BONELESS HAMS,HAM,WM,4/7/2025,MP,CASE,840,90.31678571,90.31678571,0.11
7084,550937165,BONELESS HAMS,HAM,WM,4/8/2025,MP,CASE,840,90.31678571,90.31678571,0.11
7084,550937165,BONELESS HAMS,HAM,WM,4/9/2025,MP,CASE,840,90.31678571,90.31678571,0.11
7084,550937165,BONELESS HAMS,HAM,WM,4/10/2025,MP,CASE,840,90.31678571,90.31678571,0.11
7084,550937165,BONELESS HAMS,HAM,WM,4/11/2025,MP,CASE,840,90.31678571,90.31678571,0.11
7084,550937165,BONELESS HAMS,HAM,WM,4/12/2025,MP,CASE,840,64.88142857,64.88142857,0.08
7084,550937165,BONELESS HAMS,HAM,WM,4/13/2025,MP,CASE,840,64.88142857,64.88142857,0.08
7084,550937165,BONELESS HAMS,HAM,WM,4/14/2025,MP,CASE,840,64.88142857,64.88142857,0.08
7084,550937165,BONELESS HAMS,HAM,WM,4/15/2025,MP,CASE,840,64.88142857,64.88142857,0.08
7084,550937165,BONELESS HAMS,HAM,WM,4/16/2025,MP,CASE,840,64.88142857,64.88142857,0.08
7084,550937165,BONELESS HAMS,HAM,WM,4/17/2025,MP,CASE,840,64.88142857,64.88142857,0.08
7084,550937165,BONELESS HAMS,HAM,WM,4/18/2025,MP,CASE,840,64.88142857,64.88142857,0.08
7084,663226690,BONE IN HAMS,HAM,WM,3/1/2025,MP,CASE,840,140.4714286,140.4714286,0.17
7084,663226690,BONE IN HAMS,HAM,WM,3/2/2025,MP,CASE,840,140.4714286,140.4714286,0.17
7084,663226690,BONE IN HAMS,HAM,WM,3/3/2025,MP,CASE,840,140.4714286,140.4714286,0.17
7084,663226690,BONE IN HAMS,HAM,WM,3/4/2025,MP,CASE,840,140.4714286,140.4714286,0.17
7084,663226690,BONE IN HAMS,HAM,WM,3/5/2025,MP,CASE,840,140.4714286,140.4714286,0.17
7084,663226690,BONE IN HAMS,HAM,WM,3/6/2025,MP,CASE,840,140.4714286,140.4714286,0.17
7084,663226690,BONE IN HAMS,HAM,WM,3/7/2025,MP,CASE,840,140.4714286,140.4714286,0.17
7084,663226690,BONE IN HAMS,HAM,WM,3/8/2025,MP,CASE,840,164.6914286,164.6914286,0.20
7084,663226690,BONE IN HAMS,HAM,WM,3/9/2025,MP,CASE,840,164.6914286,164.6914286,0.20
7084,663226690,BONE IN HAMS,HAM,WM,3/10/2025,MP,CASE,840,164.6914286,164.6914286,0.20
7084,663226690,BONE IN HAMS,HAM,WM,3/11/2025,MP,CASE,840,164.6914286,164.6914286,0.20
7084,663226690,BONE IN HAMS,HAM,WM,3/12/2025,MP,CASE,840,164.6914286,164.6914286,0.20
7084,663226690,BONE IN HAMS,HAM,WM,3/13/2025,MP,CASE,840,164.6914286,164.6914286,0.20
7084,663226690,BONE IN HAMS,HAM,WM,3/14/2025,MP,CASE,840,164.6914286,164.6914286,0.20
7084,663226690,BONE IN HAMS,HAM,WM,3/15/2025,MP,CASE,840,202.1928571,202.1928571,0.24
7084,663226690,BONE IN HAMS,HAM,WM,3/16/2025,MP,CASE,840,202.1928571,202.1928571,0.24
7084,663226690,BONE IN HAMS,HAM,WM,3/17/2025,MP,CASE,840,202.1928571,202.1928571,0.24
7084,663226690,BONE IN HAMS,HAM,WM,3/18/2025,MP,CASE,840,202.1928571,202.1928571,0.24
7084,663226690,BONE IN HAMS,HAM,WM,3/19/2025,MP,CASE,840,202.1928571,202.1928571,0.24
7084,663226690,BONE IN HAMS,HAM,WM,3/20/2025,MP,CASE,840,202.1928571,202.1928571,0.24
7084,663226690,BONE IN HAMS,HAM,WM,3/21/2025,MP,CASE,840,202.1928571,202.1928571,0.24
7084,663226690,BONE IN HAMS,HAM,WM,3/22/2025,MP,CASE,840,265.6571429,265.6571429,0.32
7084,663226690,BONE IN HAMS,HAM,WM,3/23/2025,MP,CASE,840,265.6571429,265.6571429,0.32
7084,663226690,BONE IN HAMS,HAM,WM,3/24/2025,MP,CASE,840,265.6571429,265.6571429,0.32
7084,663226690,BONE IN HAMS,HAM,WM,3/25/2025,MP,CASE,840,265.6571429,265.6571429,0.32
7084,663226690,BONE IN HAMS,HAM,WM,3/26/2025,MP,CASE,840,265.6571429,265.6571429,0.32
7084,663226690,BONE IN HAMS,HAM,WM,3/27/2025,MP,CASE,840,265.6571429,265.6571429,0.32
7084,663226690,BONE IN HAMS,HAM,WM,3/28/2025,MP,CASE,840,265.6571429,265.6571429,0.32
7084,663226690,BONE IN HAMS,HAM,WM,3/29/2025,MP,CASE,840,329.5357143,329.5357143,0.39
7084,663226690,BONE IN HAMS,HAM,WM,3/30/2025,MP,CASE,840,329.5357143,329.5357143,0.39
7084,663226690,BONE IN HAMS,HAM,WM,3/31/2025,MP,CASE,840,329.5357143,329.5357143,0.39
7084,663226690,BONE IN HAMS,HAM,WM,4/1/2025,MP,CASE,840,329.5357143,329.5357143,0.39
7084,663226690,BONE IN HAMS,HAM,WM,4/2/2025,MP,CASE,840,329.5357143,329.5357143,0.39
7084,663226690,BONE IN HAMS,HAM,WM,4/3/2025,MP,CASE,840,329.5357143,329.5357143,0.39
7084,663226690,BONE IN HAMS,HAM,WM,4/4/2025,MP,CASE,840,329.5357143,329.5357143,0.39
7084,663226690,BONE IN HAMS,HAM,WM,4/5/2025,MP,CASE,840,202.1928571,202.1928571,0.24
7084,663226690,BONE IN HAMS,HAM,WM,4/6/2025,MP,CASE,840,202.1928571,202.1928571,0.24
7084,663226690,BONE IN HAMS,HAM,WM,4/7/2025,MP,CASE,840,202.1928571,202.1928571,0.24
7084,663226690,BONE IN HAMS,HAM,WM,4/8/2025,MP,CASE,840,202.1928571,202.1928571,0.24
7084,663226690,BONE IN HAMS,HAM,WM,4/9/2025,MP,CASE,840,202.1928571,202.1928571,0.24
7084,663226690,BONE IN HAMS,HAM,WM,4/10/2025,MP,CASE,840,202.1928571,202.1928571,0.24
7084,663226690,BONE IN HAMS,HAM,WM,4/11/2025,MP,CASE,840,202.1928571,202.1928571,0.24
7084,663226690,BONE IN HAMS,HAM,WM,4/12/2025,MP,CASE,840,75.42285714,75.42285714,0.09
7084,663226690,BONE IN HAMS,HAM,WM,4/13/2025,MP,CASE,840,75.42285714,75.42285714,0.09
7084,663226690,BONE IN HAMS,HAM,WM,4/14/2025,MP,CASE,840,75.42285714,75.42285714,0.09
7084,663226690,BONE IN HAMS,HAM,WM,4/15/2025,MP,CASE,840,75.42285714,75.42285714,0.09
7084,663226690,BONE IN HAMS,HAM,WM,4/16/2025,MP,CASE,840,75.42285714,75.42285714,0.09
7084,663226690,BONE IN HAMS,HAM,WM,4/17/2025,MP,CASE,840,75.42285714,75.42285714,0.09
7084,663226690,BONE IN HAMS,HAM,WM,4/18/2025,MP,CASE,840,75.42285714,75.42285714,0.09
7084,674237192,BONE IN HAMS,HAM,WM,3/1/2025,MP,CASE,840,76.1,76.1,0.09
7084,674237192,BONE IN HAMS,HAM,WM,3/2/2025,MP,CASE,840,76.1,76.1,0.09
7084,674237192,BONE IN HAMS,HAM,WM,3/3/2025,MP,CASE,840,76.1,76.1,0.09
7084,674237192,BONE IN HAMS,HAM,WM,3/4/2025,MP,CASE,840,76.1,76.1,0.09
7084,674237192,BONE IN HAMS,HAM,WM,3/5/2025,MP,CASE,840,76.1,76.1,0.09
7084,674237192,BONE IN HAMS,HAM,WM,3/6/2025,MP,CASE,840,76.1,76.1,0.09
7084,674237192,BONE IN HAMS,HAM,WM,3/7/2025,MP,CASE,840,76.1,76.1,0.09
7084,674237192,BONE IN HAMS,HAM,WM,3/8/2025,MP,CASE,840,78.89142857,78.89142857,0.09
7084,674237192,BONE IN HAMS,HAM,WM,3/9/2025,MP,CASE,840,78.89142857,78.89142857,0.09
7084,674237192,BONE IN HAMS,HAM,WM,3/10/2025,MP,CASE,840,78.89142857,78.89142857,0.09
7084,674237192,BONE IN HAMS,HAM,WM,3/11/2025,MP,CASE,840,78.89142857,78.89142857,0.09
7084,674237192,BONE IN HAMS,HAM,WM,3/12/2025,MP,CASE,840,78.89142857,78.89142857,0.09
7084,674237192,BONE IN HAMS,HAM,WM,3/13/2025,MP,CASE,840,78.89142857,78.89142857,0.09
7084,674237192,BONE IN HAMS,HAM,WM,3/14/2025,MP,CASE,840,78.89142857,78.89142857,0.09
7084,674237192,BONE IN HAMS,HAM,WM,3/15/2025,MP,CASE,840,84.13571429,84.13571429,0.10
7084,674237192,BONE IN HAMS,HAM,WM,3/16/2025,MP,CASE,840,84.13571429,84.13571429,0.10
7084,674237192,BONE IN HAMS,HAM,WM,3/17/2025,MP,CASE,840,84.13571429,84.13571429,0.10
7084,674237192,BONE IN HAMS,HAM,WM,3/18/2025,MP,CASE,840,84.13571429,84.13571429,0.10
7084,674237192,BONE IN HAMS,HAM,WM,3/19/2025,MP,CASE,840,84.13571429,84.13571429,0.10
7084,674237192,BONE IN HAMS,HAM,WM,3/20/2025,MP,CASE,840,84.13571429,84.13571429,0.10
7084,674237192,BONE IN HAMS,HAM,WM,3/21/2025,MP,CASE,840,84.13571429,84.13571429,0.10
7084,674237192,BONE IN HAMS,HAM,WM,3/22/2025,MP,CASE,840,96.62857143,96.62857143,0.12
7084,674237192,BONE IN HAMS,HAM,WM,3/23/2025,MP,CASE,840,96.62857143,96.62857143,0.12
7084,674237192,BONE IN HAMS,HAM,WM,3/24/2025,MP,CASE,840,96.62857143,96.62857143,0.12
7084,674237192,BONE IN HAMS,HAM,WM,3/25/2025,MP,CASE,840,96.62857143,96.62857143,0.12
7084,674237192,BONE IN HAMS,HAM,WM,3/26/2025,MP,CASE,840,96.62857143,96.62857143,0.12
7084,674237192,BONE IN HAMS,HAM,WM,3/27/2025,MP,CASE,840,96.62857143,96.62857143,0.12
7084,674237192,BONE IN HAMS,HAM,WM,3/28/2025,MP,CASE,840,96.62857143,96.62857143,0.12
7084,674237192,BONE IN HAMS,HAM,WM,3/29/2025,MP,CASE,840,110.3571429,110.3571429,0.13
7084,674237192,BONE IN HAMS,HAM,WM,3/30/2025,MP,CASE,840,110.3571429,110.3571429,0.13
7084,674237192,BONE IN HAMS,HAM,WM,3/31/2025,MP,CASE,840,110.3571429,110.3571429,0.13
7084,674237192,BONE IN HAMS,HAM,WM,4/1/2025,MP,CASE,840,110.3571429,110.3571429,0.13
7084,674237192,BONE IN HAMS,HAM,WM,4/2/2025,MP,CASE,840,110.3571429,110.3571429,0.13
7084,674237192,BONE IN HAMS,HAM,WM,4/3/2025,MP,CASE,840,110.3571429,110.3571429,0.13
7084,674237192,BONE IN HAMS,HAM,WM,4/4/2025,MP,CASE,840,110.3571429,110.3571429,0.13
7084,674237192,BONE IN HAMS,HAM,WM,4/5/2025,MP,CASE,840,84.13571429,84.13571429,0.10
7084,674237192,BONE IN HAMS,HAM,WM,4/6/2025,MP,CASE,840,84.13571429,84.13571429,0.10
7084,674237192,BONE IN HAMS,HAM,WM,4/7/2025,MP,CASE,840,84.13571429,84.13571429,0.10
7084,674237192,BONE IN HAMS,HAM,WM,4/8/2025,MP,CASE,840,84.13571429,84.13571429,0.10
7084,674237192,BONE IN HAMS,HAM,WM,4/9/2025,MP,CASE,840,84.13571429,84.13571429,0.10
7084,674237192,BONE IN HAMS,HAM,WM,4/10/2025,MP,CASE,840,84.13571429,84.13571429,0.10
7084,674237192,BONE IN HAMS,HAM,WM,4/11/2025,MP,CASE,840,84.13571429,84.13571429,0.10
7084,674237192,BONE IN HAMS,HAM,WM,4/12/2025,MP,CASE,840,72,72,0.09
7084,674237192,BONE IN HAMS,HAM,WM,4/13/2025,MP,CASE,840,72,72,0.09
7084,674237192,BONE IN HAMS,HAM,WM,4/14/2025,MP,CASE,840,72,72,0.09
7084,674237192,BONE IN HAMS,HAM,WM,4/15/2025,MP,CASE,840,72,72,0.09
7084,674237192,BONE IN HAMS,HAM,WM,4/16/2025,MP,CASE,840,72,72,0.09
7084,674237192,BONE IN HAMS,HAM,WM,4/17/2025,MP,CASE,840,72,72,0.09
7084,674237192,BONE IN HAMS,HAM,WM,4/18/2025,MP,CASE,840,72,72,0.09
8348,9352551,BONE IN HAMS,HAM,WM,3/1/2025,MP,CASE,840,71.14785714,71.14785714,0.08
8348,9352551,BONE IN HAMS,HAM,WM,3/2/2025,MP,CASE,840,71.14785714,71.14785714,0.08
8348,9352551,BONE IN HAMS,HAM,WM,3/3/2025,MP,CASE,840,71.14785714,71.14785714,0.08
8348,9352551,BONE IN HAMS,HAM,WM,3/4/2025,MP,CASE,840,71.14785714,71.14785714,0.08
8348,9352551,BONE IN HAMS,HAM,WM,3/5/2025,MP,CASE,840,71.14785714,71.14785714,0.08
8348,9352551,BONE IN HAMS,HAM,WM,3/6/2025,MP,CASE,840,71.14785714,71.14785714,0.08
8348,9352551,BONE IN HAMS,HAM,WM,3/7/2025,MP,CASE,840,71.14785714,71.14785714,0.08
8348,9352551,BONE IN HAMS,HAM,WM,3/8/2025,MP,CASE,840,75.114,75.114,0.09
8348,9352551,BONE IN HAMS,HAM,WM,3/9/2025,MP,CASE,840,75.114,75.114,0.09
8348,9352551,BONE IN HAMS,HAM,WM,3/10/2025,MP,CASE,840,75.114,75.114,0.09
8348,9352551,BONE IN HAMS,HAM,WM,3/11/2025,MP,CASE,840,75.114,75.114,0.09
8348,9352551,BONE IN HAMS,HAM,WM,3/12/2025,MP,CASE,840,75.114,75.114,0.09
8348,9352551,BONE IN HAMS,HAM,WM,3/13/2025,MP,CASE,840,75.114,75.114,0.09
8348,9352551,BONE IN HAMS,HAM,WM,3/14/2025,MP,CASE,840,75.114,75.114,0.09
8348,9352551,BONE IN HAMS,HAM,WM,3/15/2025,MP,CASE,840,82.57321429,82.57321429,0.10
8348,9352551,BONE IN HAMS,HAM,WM,3/16/2025,MP,CASE,840,82.57321429,82.57321429,0.10
8348,9352551,BONE IN HAMS,HAM,WM,3/17/2025,MP,CASE,840,82.57321429,82.57321429,0.10
8348,9352551,BONE IN HAMS,HAM,WM,3/18/2025,MP,CASE,840,82.57321429,82.57321429,0.10
8348,9352551,BONE IN HAMS,HAM,WM,3/19/2025,MP,CASE,840,82.57321429,82.57321429,0.10
8348,9352551,BONE IN HAMS,HAM,WM,3/20/2025,MP,CASE,840,82.57321429,82.57321429,0.10
