Store,User ID,Store Rank
2902,r0f06f8,2
2330,MWECTAW,2
5076,l0b0h1m,2
1940,ejferna,2
1984,j0p0jru,2
2903,t0t04rn,2
2158,m0s076m,2
2057,mlhowes,2
2681,c0t0dt1,2
2424,r0d05o0,2
1866,i0g03lp,2
3535,ATS0057,2
2180,cjpiers,2
2143,jcr00cc,2
1797,EDC002H,2
2639,j0l0h9x,2
1946,jdm00k5,2
2504,dlsaywa,2
1806,JKH005E,2
2370,dms00hd,2
2953,TMBOTEL,2
2095,j0q0133,2
3583,s0j04gp,2
3329,SJWOODR,2
1907,SIFISHE,2
2130,M0L0354,2
2844,dmlamer,2
2224,D0C02GN,2
2634,CAB00PS,2
2128,rmhelmu,2
2157,wltracy,2
2683,bfc0009,2
3269,TTTHEBE,2
2118,e0a04fs,2
2444,a0v00f1,2
2178,m0e04mq,2
2146,can004q,2
2055,j0b0y8r,2
2640,t0c015p,2
2365,nmm008o,2
2284,r0q00ls,2
1884,ilk0004,2
1873,jjm00i6,2
2024,MKUFFA,2
2283,JDROSEJ,2
2144,DLF007X,2
2120,BLTEFFT,2
1976,D0H03TL,2
2633,j0p0iu8,2
2965,T0M019W,2
2371,BJTATRO,2
2897,CRSANTI,2
5732,NYHILDE,2
4153,j0s0967,2
5281,CAR00HH,2
2135,RLMCCAN,2
2480,mcrinkl,2
2170,KMMAZZE,2
2543,lgf000u,2
1964,JGBELIS,2
2022,EKSIENA,2
2261,dmo003c,2
3221,LAA0077,2
2547,L0J01YS,2
2497,A0R05I0,2
1798,bmbilic,2
1593,M0S03ER,2
4243,MFNUGEN,2
1986,k0k0bp5,2
1618,CSC006W,2
1479,DAS00FO,2
1429,I0S014H,2
4631,m0b01tw,2
1432,J0B0B4F,2
2544,ALJ005X,2
1913,g0l05tz,2
5159,AEEYMER,2
2869,T0R018O,2
1987,RAR00C8,2
1611,N0C00W8,2
1448,TLS00QN,2
1445,rdherre,2
2818,svmccra,2
2644,bmeliza,2
3632,k0b0ft5,2
1540,J0B08NG,2
1422,n0c091f,2
4479,d0b0o6c,2
2558,JRS00N2,2
1733,s0w09f0,2
1539,j0r13ag,2
5309,WCKOBYL,2
3809,tlm00nb,2
2619,GAMESEC,2
2873,RMPRATT,2
5160,d0h0b9l,2
1487,AWSTONE,2
2618,doudees,2
5065,jld003h,2
5471,SDW006S,2
2102,JDM00JX,2
5048,DMKAIRU,2
1836,j0n00m7,2
1752,RWHAWLE,2
2613,CARUMER,2
2276,nadowns,2
1622,E0G03D2,2
2014,MECHRIS,2
5097,d0c08me,2
1628,BAH00AY,2
1423,CMDELIN,2
5411,jla00dd,2
2912,flj000v,2
2693,elrosin,2
1576,jnm004l,2
1771,j0s0ln9,2
4660,c0g01qc,2
2867,e0m03bf,2
2238,RNREFFI,2
5472,cpm003l,2
5029,s0n042z,2
4439,cjbruni,2
1428,AEZ000J,2
5376,zjschwi,2
2620,DAC00CL,2
2061,apwirga,2
3791,DRHYDE,2
1719,YYP0006,2
5386,s0v02e2,2
3726,jmgrade,2
1791,BJGIRAR,2
1592,SCWEISS,2
2817,NNSPRAG,2
5893,HMZIMME,2
5064,z0l0287,2
4285,s1b0rnm,2
1885,t0m09aj,2
1233,GWSALYE,2
1770,sjbrook,2
1707,SLM00EO,2
3223,a0c0dhk,2
1505,MLS00P1,2
2823,SBVINCE,2
1782,krradcl,2
2610,jls00im,2
2244,cdw0096,2
2078,MKYOUNG,2
2089,REMOONE,2
4277,cwcochr,2
4278,BMH009X,2
2287,NMDEFRA,2
2073,r0p09x7,2
1450,d0s0tgr,2
2193,JLJ00J9,2
2548,BSCISCO,2
3270,FMKENT,2
696,b0s070o,2
5296,NVCHRIS,2
2540,JME005Q,2
4255,krg003p,2
1113,AHENSON,2
2914,TMW00HG,2
3722,mks006y,2
2063,erchris,2
2266,c0m0kdo,2
1820,e0o015z,2
5066,kmavila,2
2849,SMCLELA,2
3262,LASECRE,2
3838,jmcnei3,2
2810,K0S075Z,2
1247,j0e08n1,2
2910,maw00n1,2
1259,h0n00n9,2
2603,C0L06WE,2
5387,KAP0077,2
739,MAT00FG,2
5285,K0M08FL,2
1812,BLH00CJ,2
2361,SDW00DA,2
4643,RLB00IS,2
2576,mwr000f,2
2316,MCMALCO,2
1499,jec00fo,2
1302,V0G0115,2
3860,zsp0000,2
2019,s0w0ks5,2
2149,bsdurbi,2
1857,j0s0j9o,2
5379,macapan,2
4501,kabarry,2
2420,adj0071,2
2792,JLL00IG,2
1336,RMV002S,2
1189,M0B07XS,2
2211,mayost,2
1895,S0S09J2,2
2008,M0H07BC,2
2506,a0k09cy,2
3480,ACNUNLE,2
154,rahasti,2
1023,MJY001E,2
552,DSCOMBS,2
1883,cjb00ax,2
5082,f0k00ef,2
1743,CLPRUIT,2
5319,D0J00ID,2
3608,MJOSHAB,2
545,AJC00OU,2
3581,cmd00dn,2
2197,jeb003n,2
5446,s0t0115,2
2588,SEO000K,2
1724,JALONG,2
1351,MFPHILL,2
5410,tms00e1,2
2684,BEH001E,2
1763,MBEMMER,2
2933,c0g08mu,2
1739,SLFLANA,2
2359,l0l08no,2
1139,K0C06I1,2
702,DLHOGGE,2
2400,mrc006s,2
1426,TWH002M,2
4230,mousley,2
3792,PSMUNCI,2
1570,m0k07we,2
1594,tnhelms,2
2638,SMRATCL,2
5374,c0k05gp,2
2471,V0L00KQ,2
2429,JLM014C,2
1804,SLCROWE,2
3580,K0L03SE,2
3641,RRW0026,2
1329,CJA007H,2
1388,a0p0hyg,2
3894,a0c02lw,2
2819,SABUTCH,2
1510,a0n081p,2
1962,WSMCGIN,2
1504,r0m02yv,2
1750,h0g05zq,2
1294,k0s026d,2
2542,drhermi,2
2725,crh00c4,2
1478,RDH008Z,2
1978,d0h0dq8,2
1665,BSARMOU,2
3747,KJCAUDI,2
1410,GDS004B,2
1480,A0W061X,2
3840,p0r01kv,2
693,tlt00b1,2
5499,A0B04QU,2
1289,BLROWE,2
1264,KTERZO,2
5355,lnj001l,2
1330,GSPRATT,2
5025,LGRIEGS,2
1709,AETATRO,2
1519,llmace,2
3342,KST003F,2
2020,d0m0fob,2
2309,TMDOAN,2
1503,kdleona,2
1331,t0h0gsp,2
2275,WEH000R,2
3282,MSSHUTT,2
5184,MOTEDRI,2
1368,BDD003U,2
2967,mrunder,2
1718,S0J03M0,2
1639,DLM00MH,2
1564,h0c04h9,2
591,t0a06h4,2
2774,SKIRTLA,2
4461,t0c08k7,2
1547,BLBARNH,2
1140,trw003x,2
1647,ALPARK,2
3300,n0m08if,2
3749,ksowens,2
2726,LLR006G,2
1595,J0C05LN,2
1407,CML003Y,2
1667,a0a0t9u,2
1425,m0a08f0,2
2124,T0P00DX,2
1433,ARH00EE,2
1729,NMB004O,2
1745,m0s03fl,2
3783,edg002b,2
5203,j0w1148,2
3571,jbf000h,2
2605,m0c0km9,2
3784,DRFLAND,2
3851,DGS001L,2
1427,E0D01M8,2
1521,jkh001h,2
3812,mlr007v,2
1304,M0H0956,2
2388,KAHAMPS,2
1463,b0f03te,2
3502,jar00hj,2
1537,CABOWER,2
2255,s0t085o,2
3633,amkaas,2
4348,jsfarab,2
1794,n0b04zq,2
5881,a0r0yem,2
2528,LRHUDSO,2
3212,mamaulo,2
2841,l0b08hu,2
2340,s0l0exl,2
1844,DFF000A,2
1769,J0S0B1T,2
1529,j0o05xf,2
2129,a0h0l8g,2
2481,mlf006w,2
2830,j0p06wp,2
2049,k0m0jyq,2
5358,DCGUDGE,2
5470,m0c0dfd,2
3634,ljpickr,2
3774,r0r00jq,2
1890,jrs00eg,2
2574,b0j01ep,2
5103,A0S037D,2
5450,kmk0064,2
1684,SRHIQUE,2
3266,J0C03UV,2
2945,j0m07tg,2
2169,JLSUTCL,2
2791,d0h0257,2
1591,b0b01a6,2
2185,a0d0hks,2
2109,kdg008t,2
2263,d0f0a1w,2
5047,JHILCON,2
2514,CMD00E1,2
3541,m0c03aq,2
2108,sbterry,2
5384,p0w04dy,2
3830,j0m0s0k,2
5944,d0m0sit,2
1887,ASBENNE,2
5469,MSROSWA,2
3412,wsbeitz,2
5414,CALESNI,2
1921,DIALEXA,2
2254,JPC006L,2
5229,I0C00W0,2
1607,A0M01YA,2
3236,yoangel,2
2230,ackiser,2
1886,M0A01Z5,2
1850,MJDEFEN,2
3475,tjm003s,2
1531,jrleret,2
1256,BJS00BQ,2
1454,t0e01tb,2
3004,d0s05s6,2
609,t0m0g35,2
1681,SGHADIM,2
1421,jsjason,2
5485,cmmiste,2
1933,K0J02WS,2
5060,c0v00l6,2
200,e0s02of,2
1307,dta001m,2
5399,SASWOPE,2
1413,WDCOLLA,2
343,WRLAMB,2
1548,MAG00RD,2
796,HRP0010,2
3434,k0s053u,2
852,k0s0i6f,2
2728,k0t0251,2
1377,DAGALLO,2
891,M0P04VE,2
3597,rlvelas,2
1602,tadowso,2
1386,kadanse,2
4286,ceroman,2
1003,m0r0qba,2
3255,a0m11vz,2
1211,M0P04VD,2
5157,K0J03BU,2
1898,jmschif,2
3893,zsuwann,2
197,TLM00KJ,2
1228,t0h07he,2
550,AJWINKL,2
2815,EARANGO,2
254,MLEISTN,2
844,AAD003G,2
1489,m0t03xa,2
480,SPHUGHE,2
199,achalve,2
481,srj002l,2
4323,ALAVALO,2
4641,emromer,2
422,a0w0gfs,2
4699,rlb007o,2
3602,b0n016i,2
1713,j0m08vk,2
5617,M0T03HF,2
786,SAB00MS,2
3400,MHOLTZ,2
636,SLJ00AO,2
334,NAM008G,2
1897,j0r02ui,2
4511,wag000v,2
957,i0h02h2,2
1451,tkwyatt,2
2816,jmmock,2
2956,anh005o,2
2934,AEBOUSL,2
3459,GRFAIRF,2
1596,epbrigh,2
5743,RSLANE,2
5747,bkb0052,2
1133,CPSIMER,2
7179,BPL000M,2
1355,f0c03x7,2
2908,LVMARCU,2
4410,b0w05uz,2
1300,aadunla,2
1552,c0j08xv,2
1131,RPMCLEN,2
4224,ajatwoo,2
2704,l0m0d3w,2
1558,CDD003A,2
2472,s0d04gb,2
1953,r0m0krn,2
1816,M0C08BL,2
3305,somedin,2
3825,CLNEWLO,2
3371,l0h0ebe,2
1039,H0B01VP,2
6789,aaw004p,2
1337,RGCREED,2
3612,baw0067,2
5085,TFRATCH,2
1527,CBT002A,2
2449,f0s0439,2
2423,I0D0049,2
2067,JELUGO,2
2346,j0e03gb,2
2085,j0a01sq,2
2240,JMO0096,2
3716,V0G01A0,2
2302,JJBRACE,2
5803,v0v004c,2
2721,a0v08o7,2
1854,S0P07YR,2
5802,BYL0005,2
5793,M0B0EIP,2
2026,jaa00re,2
2072,C0M0F2R,2
2501,BVMATEO,2
3693,g0d02dp,2
1822,M0D08HN,2
4381,GLS005S,2
573,AJRUTH,2
61,TSLEFMA,2
201,m0e02hd,2
4695,cchowes,2
234,m0r0ijm,2
96,TWB0036,2
4259,l0t04h3,2
801,s0w0iom,2
213,KMW00GW,2
1014,gjh0021,2
805,CJBAUGH,2
19,ams00kl,2
173,mrcopel,2
122,EMDOWNI,2
313,r0d0a75,2
1071,ALB0086,2
4590,HHBECKJ,2
357,TSHARRI,2
29,a0s0c82,2
