Club,Zero Depack,Zero Depack Training Date,Zero Depack Launch Date,Additional Information,"Link to Zero Depack Toolkit
(see below for what text should say)",This is the link that Column F should lead to if there is text
6415,Zero Depack,COMPLETED,6/10/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8134,Zero Depack,COMPLETED,6/10/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8209,Zero Depack,COMPLETED,6/10/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8296,Zero Depack,COMPLETED,6/10/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4750,Zero Depack,12/16/2024,12/16/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4846,Zero Depack,12/16/2024,12/16/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4724,Bone Barrel,NA,NA,,,
6302,Zero Depack,12/16/2024,12/16/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4736,Zero Depack,8/26/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4738,Zero Depack,8/26/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4739,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4740,Bone Barrel,NA,NA,,,
6305,Zero Depack,12/16/2024,12/16/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4755,Compactor,NA,NA,Please bag meat before throwing into compactor,,
4768,Bone Barrel,NA,NA,,,
6314,Zero Depack,12/16/2024,12/16/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6317,Zero Depack,12/16/2024,12/16/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4776,Bone Barrel,NA,NA,,,
4778,Zero Depack,8/20/2024 During PM,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4780,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4784,Zero Depack,11/11/2024,11/11/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4787,Zero Depack,8/26/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4789,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4790,Bone Barrel,NA,NA,,,
6322,Zero Depack,10/2/2024,10/7/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4802,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4804,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4805,Bone Barrel,NA,NA,,,
4817,Bone Barrel,NA,NA,,,
4836,Bone Barrel,NA,NA,,,
4840,Zero Depack,8/15/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6327,Zero Depack,10/2/2024,10/7/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6404,Zero Depack,12/16/2024,12/16/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4866,Compactor,NA,NA,,,
4871,Bone Barrel,NA,NA,,,
 6/30/2025,Bone Barrel,NA, 6/30/2025,PLEASE DO NOT START ZERO DEPACK UNTIL YOUR LAUNCH DATE,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4933,Bone Barrel,NA,NA,,,
6249,Zero Depack,4/28/2025,4/28/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4962,Zero Depack,12/16/2024,12/16/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6256,Zero Depack,11/6/2024,11/4/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4989,Bone Barrel,NA,NA,,,
4990,Bone Barrel,NA,NA,,,
 6/30/2025,Bone Barrel,NA, 6/30/2025,PLEASE DO NOT START ZERO DEPACK UNTIL YOUR LAUNCH DATE,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6225,Compactor,NA,NA,,,
6260,Zero Depack,11/5/2024,11/4/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6246,Zero Depack,11/11/2024,11/11/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6329,Bone Barrel,NA,NA,,,
6501,Zero Depack,4/28/2025,4/28/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6254,Zero Depack,8/26/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6507,Zero Depack,11/5/2024,11/4/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6512,Zero Depack,4/28/2025,4/28/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6270,Compactor,NA,NA,,,
8107,Bone Barrel,NA,NA,,,
6309,Zero Depack,8/26/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6310,Zero Depack,8/26/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6311,Zero Depack,8/26/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6312,Zero Depack,8/26/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6320,Zero Depack,8/26/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6321,Bone Barrel,NA,NA,,,
6324,Zero Depack,8/15/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8196,Bone Barrel,NA,NA,,,
8257,Zero Depack,4/28/2025,4/28/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6331,Zero Depack,8/15/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6360,Bone Barrel,NA,NA,,,
6361,Bone Barrel,NA,NA,,,
6366,Bone Barrel,NA,NA,,,
6406,Zero Depack,9/24/2024 AM,9/30/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6431,Bone Barrel,NA,NA,,,
6440,Zero Depack,5/5/2025,5/5/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6456,Zero Depack,5/5/2025,5/5/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8292,Zero Depack,11/5/2024,11/4/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8294,Zero Depack,4/28/2025,4/28/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6379,Bone Barrel,NA,NA,,,
6385,Bone Barrel,NA,NA,,,
6539,Zero Depack,Virtual,1/27/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6405,Bone Barrel,NA,NA,,,
6673,Zero Depack,9/24/2024 AM,9/30/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4947,Zero Depack,4/28/2025,4/28/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6409,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6410,Compactor,NA,NA,,,
6412,Zero Depack,8/21/2024 During the AM,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6425,Bone Barrel,NA,NA,,,
6427,Zero Depack,8/26/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6430,Bone Barrel,NA,NA,,,
6435,Bone Barrel,NA,NA,,,
6436,Zero Depack,8/26/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6454,Zero Depack,8/21/2024 During AM,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4963,Zero Depack,6/16/2025,6/16/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6242,Zero Depack,4/28/2025,4/28/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6502,Zero Depack,11/11/2024,11/11/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6503,Bone Barrel,NA,NA,,,
6509,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6510,Zero Depack,8/26/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6307,Zero Depack,4/28/2025,4/28/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6308,Zero Depack,4/28/2025,4/28/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6522,Bone Barrel,NA,NA,,,
6535,Bone Barrel,NA,NA,,,
6543,Compactor,NA,NA,,,
6326,Zero Depack,4/28/2025,4/28/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6565,Bone Barrel,NA,NA,,,
6643,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6644,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6646,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6657,Zero Depack,8/22/2024 During AM,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6659,Zero Depack,8/21/2024 During PM ,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6662,Zero Depack,8/21/2024 During PM ,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6664,Zero Depack,8/20/2024 During PM,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6666,Zero Depack,8/22/2024 During AM,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
6667,Zero Depack,8/22/2024 During PM,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
4041,Bone Barrel,NA,NA,,,
6680,Compactor,NA,NA,,,
6689,Compactor,NA,NA,,,
6690,Compactor,NA,NA,,,
6867,Zero Depack,Completed,12/11/2023,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
7191,Bone Barrel,NA,NA,,,
8102,Bone Barrel,NA,NA,,,
8106,Bone Barrel,NA,NA,,,
6407,Zero Depack,4/28/2025,4/28/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8119,Bone Barrel,NA,NA,,,
8120,Zero Depack,Completed,5/12/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8139,Zero Depack,8/20/2024 During PM,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8149,Bone Barrel,NA,NA,,,
8151,Bone Barrel,NA,NA,,,
8153,Zero Depack,11/11/2024,11/11/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8158,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8164,Zero Depack,8/14/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8165,Bone Barrel,NA,NA,,,
8166,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8167,Zero Depack,8/13/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8172,Bone Barrel,NA,NA,,,
8183,Zero Depack,8/26/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8185,Zero Depack,8/26/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8192,Bone Barrel,NA,NA,,,
8194,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8203,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8211,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8213,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8225,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8236,Bone Barrel,NA,NA,,,
8247,Bone Barrel,NA,NA,,,
8271,Bone Barrel,NA,NA,,,
8280,Zero Depack,11/11/2024,11/11/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8287,Zero Depack,Completed,5/19/2025,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8297,Zero Depack,8/16/2024,8/26/2024,,Link to Zero Depack Toolkit,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
