Store,Dept,Inventory Dollars,Format
15,80,"$15,405.20",WM Supercenter
15,93,"$72,204.24",WM Supercenter
15,94,"$26,722.48",WM Supercenter
15,98,"$23,180.41",WM Supercenter
16,80,"$8,945.53",WM Supercenter
16,93,"$62,679.97",WM Supercenter
16,94,"$33,046.30",WM Supercenter
16,98,"$24,264.92",WM Supercenter
17,80,"$24,015.47",WM Supercenter
17,93,"$75,254.51",WM Supercenter
17,94,"$34,312.19",WM Supercenter
17,98,"$27,588.55",WM Supercenter
18,80,"$10,573.44",WM Supercenter
18,93,"$56,171.54",WM Supercenter
18,94,"$26,554.92",WM Supercenter
18,98,"$15,095.80",WM Supercenter
19,80,"$17,051.81",WM Supercenter
19,93,"$89,848.39",WM Supercenter
19,94,"$35,678.38",WM Supercenter
19,98,"$26,251.37",WM Supercenter
20,80,"$14,232.15",WM Supercenter
20,93,"$67,213.69",WM Supercenter
20,94,"$26,307.05",WM Supercenter
20,98,"$18,716.70",WM Supercenter
21,80,"$12,834.85",WM Supercenter
21,93,"$101,557.86",WM Supercenter
21,94,"$45,763.28",WM Supercenter
21,98,"$26,294.99",WM Supercenter
22,80,"$15,060.34",WM Supercenter
22,93,"$76,887.99",WM Supercenter
22,94,"$28,075.81",WM Supercenter
22,98,"$19,950.04",WM Supercenter
23,80,"$9,681.51",WM Supercenter
23,93,"$67,358.59",WM Supercenter
23,94,"$31,772.14",WM Supercenter
23,98,"$19,942.84",WM Supercenter
24,80,"$20,314.24",WM Supercenter
24,93,"$88,220.86",WM Supercenter
24,94,"$29,476.34",WM Supercenter
24,98,"$19,613.30",WM Supercenter
25,80,"$11,136.90",WM Supercenter
25,93,"$51,696.68",WM Supercenter
25,94,"$16,215.51",WM Supercenter
25,98,"$17,759.90",WM Supercenter
26,80,"$18,409.72",WM Supercenter
26,93,"$59,289.31",WM Supercenter
26,94,"$21,565.71",WM Supercenter
26,98,"$20,289.65",WM Supercenter
27,80,"$10,186.84",WM Supercenter
27,93,"$41,648.68",WM Supercenter
27,94,"$21,893.38",WM Supercenter
27,98,"$5,291.31",WM Supercenter
28,80,"$22,055.72",WM Supercenter
28,93,"$68,174.16",WM Supercenter
28,94,"$29,113.62",WM Supercenter
28,98,"$22,658.69",WM Supercenter
29,80,"$14,389.79",WM Supercenter
29,93,"$63,016.79",WM Supercenter
29,94,"$35,248.47",WM Supercenter
29,98,"$27,940.21",WM Supercenter
30,80,"$13,777.39",WM Supercenter
30,93,"$73,581.03",WM Supercenter
30,94,"$29,501.12",WM Supercenter
30,98,"$18,605.48",WM Supercenter
31,80,"$16,437.60",WM Supercenter
31,93,"$89,470.21",WM Supercenter
31,94,"$34,901.93",WM Supercenter
31,98,"$17,589.08",WM Supercenter
33,80,"$11,438.74",WM Supercenter
33,93,"$54,695.48",WM Supercenter
33,94,"$21,089.64",WM Supercenter
33,98,"$6,188.43",WM Supercenter
34,80,"$20,266.03",WM Supercenter
34,93,"$54,285.76",WM Supercenter
34,94,"$26,420.85",WM Supercenter
34,98,"$18,451.69",WM Supercenter
35,80,"$16,135.44",WM Supercenter
35,93,"$71,056.37",WM Supercenter
35,94,"$33,715.12",WM Supercenter
35,98,"$29,643.08",WM Supercenter
36,80,"$15,113.41",WM Supercenter
36,93,"$76,141.70",WM Supercenter
36,94,"$35,985.86",WM Supercenter
36,98,"$19,888.25",WM Supercenter
37,80,"$17,561.17",WM Supercenter
37,93,"$71,832.11",WM Supercenter
37,94,"$32,839.99",WM Supercenter
37,98,"$24,076.13",WM Supercenter
38,80,"$12,452.53",WM Supercenter
38,93,"$56,139.24",WM Supercenter
38,94,"$22,861.39",WM Supercenter
38,98,"$5,457.66",WM Supercenter
39,80,"$15,171.78",WM Supercenter
39,93,"$47,885.75",WM Supercenter
39,94,"$27,790.26",WM Supercenter
39,98,"$20,433.28",WM Supercenter
40,80,"$14,941.64",WM Supercenter
40,93,"$68,055.31",WM Supercenter
40,94,"$29,083.49",WM Supercenter
40,98,"$17,774.98",WM Supercenter
41,80,"$20,952.39",WM Supercenter
41,93,"$108,446.52",WM Supercenter
41,94,"$44,150.69",WM Supercenter
41,98,"$25,240.79",WM Supercenter
42,80,"$11,655.92",WM Supercenter
42,93,"$57,154.61",WM Supercenter
42,94,"$28,257.41",WM Supercenter
42,98,"$14,900.54",WM Supercenter
43,80,"$19,587.25",WM Supercenter
43,93,"$74,155.30",WM Supercenter
43,94,"$29,600.96",WM Supercenter
43,98,"$22,363.15",WM Supercenter
45,80,"$12,955.74",WM Supercenter
45,93,"$71,990.11",WM Supercenter
45,94,"$27,954.18",WM Supercenter
45,98,"$24,267.03",WM Supercenter
46,80,"$26,935.69",WM Supercenter
46,93,"$88,102.30",WM Supercenter
46,94,"$36,560.41",WM Supercenter
46,98,"$22,966.63",WM Supercenter
47,80,"$15,074.37",WM Supercenter
47,93,"$60,089.68",WM Supercenter
47,94,"$23,053.80",WM Supercenter
47,98,"$23,809.55",WM Supercenter
48,80,"$15,387.88",WM Supercenter
48,93,"$80,007.25",WM Supercenter
48,94,"$40,241.80",WM Supercenter
48,98,"$24,217.15",WM Supercenter
49,80,"$8,976.50",WM Supercenter
49,93,"$59,316.76",WM Supercenter
49,94,"$22,537.30",WM Supercenter
49,98,"$4,887.18",WM Supercenter
50,80,"$11,997.19",WM Supercenter
50,93,"$43,186.19",WM Supercenter
50,94,"$21,771.36",WM Supercenter
50,98,"$7,148.21",WM Supercenter
51,80,"$9,124.29",WM Supercenter
51,93,"$39,507.87",WM Supercenter
51,94,"$25,203.00",WM Supercenter
51,98,"$7,072.89",WM Supercenter
52,80,"$9,709.95",WM Supercenter
52,93,"$71,052.07",WM Supercenter
52,94,"$29,275.33",WM Supercenter
52,98,"$18,996.64",WM Supercenter
54,80,"$18,692.24",WM Supercenter
54,93,"$129,989.17",WM Supercenter
54,94,"$50,158.98",WM Supercenter
54,98,"$26,482.20",WM Supercenter
55,80,"$10,962.18",WM Supercenter
55,93,"$43,955.39",WM Supercenter
55,94,"$22,247.51",WM Supercenter
55,98,"$22,505.03",WM Supercenter
56,80,"$15,758.29",WM Supercenter
56,93,"$40,801.90",WM Supercenter
56,94,"$24,436.55",WM Supercenter
56,98,"$7,719.28",WM Supercenter
58,80,"$18,971.22",WM Supercenter
58,93,"$93,287.31",WM Supercenter
58,94,"$34,751.32",WM Supercenter
58,98,"$21,903.67",WM Supercenter
59,80,"$16,628.13",WM Supercenter
59,93,"$72,677.56",WM Supercenter
59,94,"$31,996.37",WM Supercenter
59,98,"$24,696.74",WM Supercenter
60,80,"$13,969.79",WM Supercenter
60,93,"$66,619.60",WM Supercenter
60,94,"$31,489.29",WM Supercenter
60,98,"$23,210.54",WM Supercenter
61,80,"$16,216.26",WM Supercenter
61,93,"$79,671.06",WM Supercenter
61,94,"$39,978.15",WM Supercenter
61,98,"$20,309.05",WM Supercenter
62,80,"$14,499.37",WM Supercenter
62,93,"$75,112.59",WM Supercenter
62,94,"$20,951.74",WM Supercenter
62,98,"$17,476.53",WM Supercenter
63,80,"$9,466.45",WM Supercenter
63,93,"$54,843.06",WM Supercenter
63,94,"$28,909.12",WM Supercenter
63,98,"$13,215.94",WM Supercenter
64,80,"$11,089.35",WM Supercenter
64,93,"$56,956.46",WM Supercenter
64,94,"$22,449.76",WM Supercenter
64,98,"$14,484.50",WM Supercenter
65,80,"$18,699.77",WM Supercenter
65,93,"$77,978.31",WM Supercenter
65,94,"$35,608.49",WM Supercenter
65,98,"$18,088.09",WM Supercenter
66,80,"$17,677.95",WM Supercenter
66,93,"$67,826.55",WM Supercenter
66,94,"$30,607.62",WM Supercenter
66,98,"$19,734.46",WM Supercenter
67,80,"$18,680.72",WM Supercenter
67,93,"$63,895.00",WM Supercenter
67,94,"$32,317.36",WM Supercenter
67,98,"$18,866.69",WM Supercenter
68,80,"$10,395.46",WM Supercenter
68,93,"$44,266.47",WM Supercenter
68,94,"$15,284.10",WM Supercenter
68,98,"$7,285.57",WM Supercenter
69,80,"$32,017.09",WM Supercenter
69,93,"$115,344.50",WM Supercenter
69,94,"$56,927.19",WM Supercenter
69,98,"$32,173.97",WM Supercenter
70,80,"$16,872.51",WM Supercenter
70,93,"$81,095.41",WM Supercenter
70,94,"$28,168.05",WM Supercenter
70,98,"$20,061.71",WM Supercenter
71,80,"$9,859.02",WM Supercenter
71,93,"$59,796.05",WM Supercenter
71,94,"$24,119.15",WM Supercenter
71,98,"$10,468.49",WM Supercenter
72,80,"$19,014.60",WM Supercenter
72,93,"$56,488.77",WM Supercenter
72,94,"$30,455.97",WM Supercenter
72,98,"$22,688.29",WM Supercenter
73,80,"$15,670.83",WM Supercenter
73,93,"$70,935.07",WM Supercenter
73,94,"$28,765.79",WM Supercenter
73,98,"$21,107.78",WM Supercenter
74,80,"$3,270.48",WM Supercenter
74,93,"$36,848.50",WM Supercenter
74,94,"$20,599.21",WM Supercenter
74,98,"$13,706.26",WM Supercenter
75,80,"$19,800.90",WM Supercenter
75,93,"$88,408.26",WM Supercenter
75,94,"$29,761.20",WM Supercenter
75,98,"$21,457.90",WM Supercenter
76,80,"$11,440.61",WM Supercenter
76,93,"$61,135.46",WM Supercenter
76,94,"$33,481.38",WM Supercenter
76,98,"$17,036.66",WM Supercenter
77,80,"$16,014.78",WM Supercenter
77,93,"$44,219.59",WM Supercenter
77,94,"$20,847.34",WM Supercenter
77,98,"$17,876.31",WM Supercenter
78,80,"$11,923.06",WM Supercenter
78,93,"$63,135.83",WM Supercenter
78,94,"$39,604.13",WM Supercenter
78,98,"$19,097.03",WM Supercenter
79,80,"$15,217.25",WM Supercenter
79,93,"$78,777.90",WM Supercenter
79,94,"$31,901.45",WM Supercenter
79,98,"$29,122.69",WM Supercenter
80,80,"$15,135.28",WM Supercenter
80,93,"$64,412.41",WM Supercenter
80,94,"$36,704.75",WM Supercenter
80,98,"$18,809.18",WM Supercenter
81,80,"$11,152.76",WM Supercenter
81,93,"$52,859.69",WM Supercenter
81,94,"$21,295.24",WM Supercenter
81,98,"$11,352.71",WM Supercenter
82,80,"$10,723.52",WM Supercenter
82,93,"$41,677.76",WM Supercenter
82,94,"$20,888.15",WM Supercenter
82,98,"$8,191.41",WM Supercenter
83,80,"$6,897.79",WM Supercenter
83,93,"$59,515.45",WM Supercenter
83,94,"$24,762.62",WM Supercenter
83,98,"$15,682.02",WM Supercenter
85,80,"$14,890.97",WM Supercenter
85,93,"$79,294.61",WM Supercenter
85,94,"$31,633.85",WM Supercenter
85,98,"$22,429.60",WM Supercenter
86,80,"$14,103.97",WM Supercenter
86,93,"$65,194.13",WM Supercenter
86,94,"$25,055.99",WM Supercenter
86,98,"$23,211.55",WM Supercenter
87,80,"$16,570.62",WM Supercenter
87,93,"$103,167.25",WM Supercenter
87,94,"$29,885.52",WM Supercenter
87,98,"$20,285.22",WM Supercenter
88,80,"$19,258.33",WM Supercenter
88,93,"$52,248.88",WM Supercenter
88,94,"$25,977.93",WM Supercenter
88,98,"$7,909.03",WM Supercenter
89,80,"$22,079.62",WM Supercenter
89,93,"$69,305.11",WM Supercenter
89,94,"$43,590.77",WM Supercenter
89,98,"$24,884.08",WM Supercenter
90,80,"$19,903.09",WM Supercenter
90,93,"$88,402.79",WM Supercenter
90,94,"$43,455.56",WM Supercenter
90,98,"$27,163.27",WM Supercenter
91,80,"$21,264.24",WM Supercenter
91,93,"$55,596.37",WM Supercenter
91,94,"$13,998.35",WM Supercenter
91,98,"$47,252.81",WM Supercenter
92,80,"$17,565.40",WM Supercenter
92,93,"$71,749.97",WM Supercenter
92,94,"$31,577.77",WM Supercenter
92,98,"$21,108.63",WM Supercenter
93,80,"$14,865.02",WM Supercenter
93,93,"$76,839.85",WM Supercenter
93,94,"$33,162.06",WM Supercenter
93,98,"$18,828.80",WM Supercenter
94,80,"$15,528.62",WM Supercenter
94,93,"$84,745.37",WM Supercenter
94,94,"$35,437.65",WM Supercenter
94,98,"$22,740.83",WM Supercenter
95,80,"$17,372.65",WM Supercenter
95,93,"$93,740.80",WM Supercenter
95,94,"$35,222.39",WM Supercenter
95,98,"$24,840.29",WM Supercenter
96,80,"$13,526.26",WM Supercenter
96,93,"$62,860.53",WM Supercenter
96,94,"$31,389.52",WM Supercenter
96,98,"$19,335.95",WM Supercenter
97,80,$188.58,WM Supercenter
97,93,"$47,836.71",WM Supercenter
97,94,"$14,519.51",WM Supercenter
97,98,"$7,216.22",WM Supercenter
98,80,"$7,767.81",WM Supercenter
98,93,"$65,856.09",WM Supercenter
98,94,"$22,289.41",WM Supercenter
98,98,"$13,775.53",WM Supercenter
99,80,"$12,224.10",WM Supercenter
99,93,"$45,360.57",WM Supercenter
99,94,"$23,319.96",WM Supercenter
99,98,"$11,909.65",WM Supercenter
100,80,"$41,806.90",WM Supercenter
100,93,"$89,588.02",WM Supercenter
100,94,"$60,841.49",WM Supercenter
100,98,"$26,844.54",WM Supercenter
101,80,"$15,303.78",WM Supercenter
101,93,"$69,679.97",WM Supercenter
101,94,"$38,866.97",WM Supercenter
101,98,"$18,957.41",WM Supercenter
102,80,"$9,595.88",WM Supercenter
102,93,"$60,268.26",WM Supercenter
102,94,"$21,268.52",WM Supercenter
102,98,"$3,738.75",WM Supercenter
103,80,"$22,188.75",WM Supercenter
103,93,"$91,415.87",WM Supercenter
103,94,"$38,121.43",WM Supercenter
103,98,"$32,196.16",WM Supercenter
104,80,"$15,901.01",WM Supercenter
104,93,"$53,086.16",WM Supercenter
104,94,"$27,521.71",WM Supercenter
104,98,"$16,522.90",WM Supercenter
105,80,"$15,764.80",WM Supercenter
105,93,"$85,289.68",WM Supercenter
105,94,"$32,000.50",WM Supercenter
105,98,"$21,790.69",WM Supercenter
106,80,"$19,363.60",WM Supercenter
106,93,"$45,751.03",WM Supercenter
106,94,"$17,173.48",WM Supercenter
106,98,"$4,596.85",WM Supercenter
107,80,"$12,722.70",WM Supercenter
107,93,"$38,583.47",WM Supercenter
107,94,"$14,822.67",WM Supercenter
107,98,"$18,212.82",WM Supercenter
108,80,"$9,835.25",WM Supercenter
108,93,"$59,837.11",WM Supercenter
108,94,"$29,059.57",WM Supercenter
108,98,"$22,252.80",WM Supercenter
109,80,"$15,242.95",WM Supercenter
109,93,"$48,359.92",WM Supercenter
109,94,"$28,803.86",WM Supercenter
109,98,"$4,761.74",WM Supercenter
110,80,"$14,680.46",WM Supercenter
110,93,"$104,149.77",WM Supercenter
110,94,"$63,594.36",WM Supercenter
110,98,"$25,546.88",WM Supercenter
111,80,"$13,002.02",WM Supercenter
111,93,"$63,159.71",WM Supercenter
111,94,"$32,555.94",WM Supercenter
111,98,"$19,796.17",WM Supercenter
112,80,"$15,654.98",WM Supercenter
112,93,"$64,133.14",WM Supercenter
112,94,"$26,775.42",WM Supercenter
112,98,"$20,140.77",WM Supercenter
113,80,"$23,616.62",WM Supercenter
113,93,"$85,966.58",WM Supercenter
113,94,"$42,053.98",WM Supercenter
113,98,"$30,516.45",WM Supercenter
114,80,"$14,236.29",WM Supercenter
114,93,"$50,074.31",WM Supercenter
114,94,"$26,158.32",WM Supercenter
114,98,"$18,392.25",WM Supercenter
115,80,"$13,215.01",WM Supercenter
115,93,"$54,804.29",WM Supercenter
115,94,"$24,569.49",WM Supercenter
115,98,"$12,816.17",WM Supercenter
118,80,"$13,348.40",WM Supercenter
118,93,"$57,042.63",WM Supercenter
118,94,"$24,014.37",WM Supercenter
118,98,"$19,477.04",WM Supercenter
119,80,"$12,669.48",WM Supercenter
119,93,"$78,963.39",WM Supercenter
119,94,"$33,995.80",WM Supercenter
119,98,"$19,357.20",WM Supercenter
120,80,"$8,663.89",WM Supercenter
120,93,"$56,630.06",WM Supercenter
120,94,"$19,759.89",WM Supercenter
120,98,"$14,075.06",WM Supercenter
121,80,"$18,507.28",WM Supercenter
121,93,"$73,878.42",WM Supercenter
121,94,"$29,797.12",WM Supercenter
121,98,"$24,645.62",WM Supercenter
122,80,"$2,808.36",WM Supercenter
122,93,"$56,765.52",WM Supercenter
122,94,"$24,216.99",WM Supercenter
122,98,"$10,981.68",WM Supercenter
123,80,"$11,088.46",WM Supercenter
123,93,"$59,448.39",WM Supercenter
123,94,"$29,111.79",WM Supercenter
123,98,"$4,767.51",WM Supercenter
124,80,"$18,069.12",WM Supercenter
124,93,"$89,687.73",WM Supercenter
124,94,"$28,573.01",WM Supercenter
124,98,"$18,681.55",WM Supercenter
125,80,"$15,325.35",WM Supercenter
125,93,"$119,107.48",WM Supercenter
125,94,"$48,196.91",WM Supercenter
125,98,"$23,762.78",WM Supercenter
126,80,"$13,674.96",WM Supercenter
126,93,"$67,910.80",WM Supercenter
126,94,"$33,362.38",WM Supercenter
126,98,"$15,940.98",WM Supercenter
127,80,"$20,215.51",WM Supercenter
127,93,"$57,892.41",WM Supercenter
127,94,"$26,389.73",WM Supercenter
127,98,"$17,989.77",WM Supercenter
128,80,"$11,068.35",WM Supercenter
128,93,"$76,105.21",WM Supercenter
128,94,"$36,555.26",WM Supercenter
128,98,"$17,341.57",WM Supercenter
129,80,"$29,353.73",WM Supercenter
129,93,"$105,716.70",WM Supercenter
129,94,"$41,621.66",WM Supercenter
129,98,"$26,949.53",WM Supercenter
130,80,"$24,375.23",WM Supercenter
130,93,"$137,667.45",WM Supercenter
130,94,"$54,847.88",WM Supercenter
130,98,"$23,717.74",WM Supercenter
131,80,"$13,916.10",WM Supercenter
131,93,"$59,728.34",WM Supercenter
131,94,"$29,376.66",WM Supercenter
131,98,"$18,953.72",WM Supercenter
132,80,"$11,958.53",WM Supercenter
132,93,"$46,580.05",WM Supercenter
132,94,"$21,747.91",WM Supercenter
132,98,"$12,943.53",WM Supercenter
133,80,"$9,650.01",WM Supercenter
133,93,"$43,539.32",WM Supercenter
133,94,"$18,257.08",WM Supercenter
133,98,"$7,949.43",WM Supercenter
134,80,"$14,657.11",WM Supercenter
134,93,"$76,926.42",WM Supercenter
134,94,"$27,744.38",WM Supercenter
134,98,"$18,190.74",WM Supercenter
135,80,"$11,509.70",WM Supercenter
135,93,"$60,448.08",WM Supercenter
135,94,"$31,157.73",WM Supercenter
135,98,"$14,925.80",WM Supercenter
137,80,"$16,351.86",WM Supercenter
137,93,"$79,623.21",WM Supercenter
137,94,"$41,344.87",WM Supercenter
137,98,"$21,605.09",WM Supercenter
138,80,"$17,583.96",WM Supercenter
138,93,"$80,941.01",WM Supercenter
138,94,"$26,700.63",WM Supercenter
138,98,"$21,884.89",WM Supercenter
139,80,"$13,406.38",WM Supercenter
139,93,"$48,218.11",WM Supercenter
139,94,"$25,525.18",WM Supercenter
139,98,"$18,122.94",WM Supercenter
140,80,"$11,813.41",WM Supercenter
140,93,"$129,716.08",WM Supercenter
140,94,"$54,951.96",WM Supercenter
140,98,"$22,700.97",WM Supercenter
141,80,"$14,754.42",WM Supercenter
141,93,"$96,598.09",WM Supercenter
141,94,"$57,868.20",WM Supercenter
141,98,"$19,768.59",WM Supercenter
143,80,"$20,099.79",WM Supercenter
143,93,"$78,084.81",WM Supercenter
143,94,"$37,704.89",WM Supercenter
143,98,"$22,616.29",WM Supercenter
144,80,"$18,475.80",WM Supercenter
144,93,"$100,555.10",WM Supercenter
144,94,"$47,785.90",WM Supercenter
144,98,"$24,063.50",WM Supercenter
145,80,"$6,042.60",WM Supercenter
145,93,"$42,480.23",WM Supercenter
145,94,"$22,559.85",WM Supercenter
145,98,"$12,302.46",WM Supercenter
146,80,"$11,093.23",WM Supercenter
146,93,"$61,060.13",WM Supercenter
146,94,"$29,496.24",WM Supercenter
146,98,"$7,283.39",WM Supercenter
147,80,"$16,391.16",WM Supercenter
147,93,"$75,742.44",WM Supercenter
147,94,"$31,761.15",WM Supercenter
147,98,"$26,947.70",WM Supercenter
148,80,"$9,738.60",WM Supercenter
148,93,"$78,941.94",WM Supercenter
148,94,"$30,314.18",WM Supercenter
148,98,"$27,545.70",WM Supercenter
149,80,"$10,244.23",WM Supercenter
149,93,"$55,098.14",WM Supercenter
149,94,"$23,249.53",WM Supercenter
149,98,"$7,018.67",WM Supercenter
150,80,"$14,455.17",WM Supercenter
150,93,"$65,890.07",WM Supercenter
150,94,"$31,164.82",WM Supercenter
150,98,"$23,143.19",WM Supercenter
151,80,"$18,575.85",WM Supercenter
151,93,"$120,778.29",WM Supercenter
151,94,"$55,277.11",WM Supercenter
151,98,"$31,918.97",WM Supercenter
152,80,"$14,329.25",WM Supercenter
152,93,"$65,101.33",WM Supercenter
152,94,"$30,059.96",WM Supercenter
152,98,"$20,860.52",WM Supercenter
153,80,"$9,583.15",WM Supercenter
153,93,"$55,207.45",WM Supercenter
153,94,"$25,128.64",WM Supercenter
153,98,"$8,285.54",WM Supercenter
154,80,"$18,247.24",WM Supercenter
154,93,"$66,307.82",WM Supercenter
154,94,"$36,272.96",WM Supercenter
154,98,"$21,445.42",WM Supercenter
155,80,"$20,955.00",WM Supercenter
155,93,"$71,799.29",WM Supercenter
155,94,"$29,001.94",WM Supercenter
155,98,"$16,657.81",WM Supercenter
157,80,"$16,642.65",WM Supercenter
157,93,"$93,478.35",WM Supercenter
157,94,"$39,698.90",WM Supercenter
157,98,"$23,808.91",WM Supercenter
158,80,"$14,882.38",WM Supercenter
158,93,"$51,336.83",WM Supercenter
158,94,"$25,519.86",WM Supercenter
158,98,"$10,307.85",WM Supercenter
159,80,"$14,280.04",WM Supercenter
159,93,"$89,123.37",WM Supercenter
159,94,"$58,154.90",WM Supercenter
159,98,"$22,012.35",WM Supercenter
160,80,"$2,469.96",WM Supercenter
160,93,"$73,106.22",WM Supercenter
160,94,"$27,540.29",WM Supercenter
160,98,"$8,867.47",WM Supercenter
161,80,"$11,085.34",WM Supercenter
161,93,"$41,852.62",WM Supercenter
161,94,"$30,859.60",WM Supercenter
161,98,"$6,132.28",WM Supercenter
162,80,"$11,675.82",WM Supercenter
162,93,"$47,437.50",WM Supercenter
162,94,"$20,492.49",WM Supercenter
162,98,"$6,487.98",WM Supercenter
163,80,"$21,218.83",WM Supercenter
163,93,"$98,797.27",WM Supercenter
163,94,"$52,940.59",WM Supercenter
163,98,"$25,872.48",WM Supercenter
164,80,"$15,879.36",WM Supercenter
164,93,"$51,779.18",WM Supercenter
164,94,"$30,486.36",WM Supercenter
164,98,"$16,943.51",WM Supercenter
165,80,"$13,101.20",WM Supercenter
165,93,"$85,679.23",WM Supercenter
165,94,"$42,385.32",WM Supercenter
165,98,"$21,869.45",WM Supercenter
166,80,"$12,789.08",WM Supercenter
166,93,"$31,749.43",WM Supercenter
166,94,"$14,570.46",WM Supercenter
166,98,"$7,613.37",WM Supercenter
167,80,"$12,458.31",WM Supercenter
167,93,"$63,638.60",WM Supercenter
167,94,"$25,503.84",WM Supercenter
167,98,"$20,237.95",WM Supercenter
168,80,"$12,135.21",WM Supercenter
168,93,"$105,354.54",WM Supercenter
168,94,"$36,232.03",WM Supercenter
168,98,"$24,031.38",WM Supercenter
169,80,"$9,244.54",WM Supercenter
169,93,"$61,694.39",WM Supercenter
169,94,"$27,395.99",WM Supercenter
169,98,"$10,465.12",WM Supercenter
170,80,"$7,957.76",WM Supercenter
170,93,"$91,401.46",WM Supercenter
170,94,"$37,830.32",WM Supercenter
170,98,"$20,141.34",WM Supercenter
171,80,"$18,019.19",WM Supercenter
171,93,"$63,703.10",WM Supercenter
171,94,"$25,181.21",WM Supercenter
171,98,"$18,045.12",WM Supercenter
172,80,"$25,537.36",WM Supercenter
172,93,"$70,506.28",WM Supercenter
172,94,"$32,737.05",WM Supercenter
172,98,"$26,172.04",WM Supercenter
173,80,"$14,665.49",WM Supercenter
173,93,"$44,777.56",WM Supercenter
173,94,"$19,932.79",WM Supercenter
173,98,"$6,458.71",WM Supercenter
174,80,"$22,149.38",WM Supercenter
174,93,"$73,745.52",WM Supercenter
174,94,"$55,743.35",WM Supercenter
174,98,"$18,716.13",WM Supercenter
175,80,"$15,994.63",WM Supercenter
175,93,"$67,609.90",WM Supercenter
175,94,"$34,703.59",WM Supercenter
175,98,"$19,492.86",WM Supercenter
177,80,"$12,246.94",WM Supercenter
177,93,"$86,117.59",WM Supercenter
177,94,"$48,706.32",WM Supercenter
177,98,"$23,094.00",WM Supercenter
178,80,"$9,240.00",WM Supercenter
178,93,"$35,481.51",WM Supercenter
178,94,"$19,905.93",WM Supercenter
178,98,"$2,605.97",WM Supercenter
179,80,"$17,486.76",WM Supercenter
179,93,"$64,454.40",WM Supercenter
179,94,"$34,351.64",WM Supercenter
179,98,"$20,675.50",WM Supercenter
180,80,"$15,926.19",WM Supercenter
180,93,"$63,276.22",WM Supercenter
180,94,"$32,437.40",WM Supercenter
180,98,"$21,717.59",WM Supercenter
181,80,"$13,088.22",WM Supercenter
181,93,"$56,057.20",WM Supercenter
181,94,"$32,112.68",WM Supercenter
181,98,"$14,533.01",WM Supercenter
182,80,"$15,786.06",WM Supercenter
182,93,"$112,723.29",WM Supercenter
182,94,"$42,267.49",WM Supercenter
182,98,"$19,766.98",WM Supercenter
183,80,"$6,661.80",WM Supercenter
183,93,"$43,304.96",WM Supercenter
183,94,"$23,968.56",WM Supercenter
183,98,"$8,899.07",WM Supercenter
184,80,"$13,766.91",WM Supercenter
184,93,"$67,738.22",WM Supercenter
184,94,"$37,198.71",WM Supercenter
184,98,"$21,364.67",WM Supercenter
185,80,"$17,316.51",WM Supercenter
185,93,"$65,796.41",WM Supercenter
185,94,"$40,342.72",WM Supercenter
185,98,"$18,830.52",WM Supercenter
186,80,"$14,078.01",WM Supercenter
186,93,"$64,848.70",WM Supercenter
186,94,"$30,664.00",WM Supercenter
186,98,"$20,051.22",WM Supercenter
188,80,"$14,686.75",WM Supercenter
188,93,"$85,837.60",WM Supercenter
