Store,Scales,Install Vendor,Install Scheduled Date
2483,3,Telaid,
2484,3,Watcher,6/11/2023
2485,3,Telaid,
2486,3,Telaid,
2487,2,Telaid,
2488,3,Watcher,9/10/2023
2491,3,Watcher,7/23/2023
2492,3,Telaid,
2493,3,Telaid,
2494,3,Telaid,
2496,3,Watcher,6/20/2023
2497,4,Telaid,
2499,2,Watcher,6/20/2023
2502,4,Telaid,
2503,3,Telaid,
2504,3,Telaid,
2505,3,Telaid,
2506,3,Telaid,
2508,4,Telaid,
2509,3,Telaid,
2510,3,Telaid,6/27/2023
2511,3,Telaid,
2512,3,Telaid,
2513,3,Watcher,9/10/2023
2514,3,Telaid,
2515,3,Telaid,
2516,3,Telaid,6/15/2023
2517,3,Telaid,
2519,3,Telaid,
2520,3,Watcher,6/20/2023
2522,3,Telaid,
2526,3,Telaid,
2528,3,Telaid,6/21/2023
2529,4,Watcher,9/7/2023
2532,4,Telaid,
2533,3,Watcher,9/7/2023
2535,3,Telaid,6/12/2023
2537,4,Telaid,
2539,4,Telaid,
2541,3,Telaid,
2542,3,Telaid,6/19/2023
2543,3,Telaid,
2544,3,Watcher,7/30/2023
2545,3,Telaid,
2547,3,Telaid,
2548,3,Watcher,8/27/2023
2549,4,Telaid,
2550,3,Telaid,
2559,3,Telaid,
2560,4,Telaid,
2561,4,Telaid,
2562,3,Telaid,8/15/2023
2563,3,Watcher,7/31/2023
2564,3,Watcher,7/19/2023
2565,3,Watcher,6/13/2023
2566,3,Watcher,7/26/2023
2567,3,Telaid,
2572,3,Telaid,
2574,3,Telaid,
2575,3,Watcher,7/17/2023
2576,3,Watcher,9/11/2023
2577,4,Telaid,
2579,3,Telaid,
2580,3,Watcher,7/30/2023
2581,3,Telaid,
2584,3,Watcher,7/11/2023
2586,3,Telaid,
2587,3,Watcher,8/15/2023
2588,3,Telaid,
2590,2,Telaid,
2591,3,Watcher,6/26/2023
2592,4,Telaid,
2593,4,Telaid,
2595,3,Telaid,
2596,4,Telaid,
2597,3,Telaid,
2599,3,Telaid,
2600,3,Telaid,
2605,3,Telaid,
2607,3,Telaid,
2608,3,Telaid,
2609,3,Telaid,6/27/2023
2610,3,Watcher,8/24/2023
2611,3,Telaid,
2612,4,Telaid,
2613,3,Telaid,
2614,3,Telaid,
2615,3,Watcher,8/15/2023
2616,4,Telaid,
2617,3,Telaid,
2618,3,Telaid,
2619,3,Telaid,6/19/2023
2620,3,Telaid,
2626,3,Watcher,8/13/2023
2627,3,Watcher,8/6/2023
2628,3,Watcher,7/20/2023
2629,3,Telaid,
2630,3,Watcher,7/16/2023
2631,3,Telaid,
2632,2,Telaid,6/13/2023
2634,3,Telaid,
2637,3,Telaid,
2638,3,Watcher,8/31/2023
2639,3,Telaid,
2641,4,Telaid,
2642,3,Telaid,
2643,3,Telaid,
2644,3,Telaid,6/20/2023
2645,3,Watcher,7/18/2023
2646,3,Watcher,9/7/2023
2647,3,Watcher,7/20/2023
2650,4,Telaid,
2651,4,Telaid,
2652,3,Telaid,9/11/2023
2653,3,Telaid,7/10/2023
2654,3,Watcher,8/16/2023
2656,3,Telaid,9/12/2023
2658,3,Telaid,
2662,3,Watcher,6/29/2023
2663,3,Telaid,
2664,3,Telaid,
2665,4,Watcher,8/9/2023
2667,3,Telaid,
2668,3,Telaid,
2671,3,Telaid,
2672,3,Telaid,
2674,3,Telaid,
2678,3,Watcher,8/7/2023
2679,3,Watcher,8/9/2023
2682,3,Telaid,
2684,3,Watcher,9/19/2023
2687,3,Watcher,8/23/2023
2689,2,Telaid,7/20/2023
2690,3,Watcher,7/6/2023
2691,3,Watcher,8/24/2023
2692,3,Telaid,
2694,3,Telaid,
2695,4,Watcher,6/26/2023
2696,3,Watcher,8/1/2023
2697,3,Telaid,
2699,2,Watcher,6/15/2023
2700,3,Telaid,
2702,3,Telaid,
2703,3,Watcher,9/5/2023
2704,3,Watcher,6/7/2023
2705,3,Watcher,8/23/2023
2706,3,Watcher,8/23/2023
2708,3,Telaid,7/6/2023
2712,4,Watcher,9/11/2023
2713,3,Watcher,6/6/2023
2714,3,Telaid,
2715,4,Watcher,7/19/2023
2716,3,Telaid,6/19/2023
2717,3,Watcher,6/26/2023
2720,3,Watcher,6/20/2023
2721,3,Telaid,
2722,3,Telaid,
2723,3,Watcher,8/21/2023
2724,3,Telaid,
2725,3,Telaid,
2726,4,Telaid,
2728,3,Watcher,7/16/2023
2729,3,Telaid,6/20/2023
2731,2,Watcher,6/19/2023
2732,3,Watcher,7/10/2023
2733,3,Watcher,7/30/2023
2734,3,Telaid,
2739,3,Watcher,8/13/2023
2740,4,Watcher,8/10/2023
2741,2,Watcher,6/7/2023
2742,2,Watcher,6/4/2023
2743,2,Watcher,7/23/2023
2744,2,Watcher,6/6/2023
2745,2,Watcher,6/22/2023
2748,4,Watcher,8/20/2023
2749,3,Watcher,6/8/2023
2752,3,Telaid,
2753,3,Watcher,9/14/2023
2754,3,Watcher,9/20/2023
2755,3,Watcher,6/21/2023
2756,4,Telaid,
2758,3,Telaid,
2760,3,Watcher,8/7/2023
2761,3,Watcher,8/31/2023
2762,3,Watcher,9/11/2023
2763,3,Telaid,
2764,3,Telaid,
2765,3,Telaid,
2766,4,Telaid,
2767,4,Telaid,
2768,3,Telaid,
2769,3,Telaid,
2771,3,Watcher,8/21/2023
2772,3,Watcher,9/17/2023
2773,2,Watcher,6/25/2023
2774,3,Telaid,
2777,4,Telaid,
2780,4,Telaid,
2781,4,Telaid,
2783,3,Watcher,7/24/2023
2784,3,Telaid,
2785,3,Telaid,
2787,3,Watcher,8/31/2023
2788,3,Watcher,8/23/2023
2789,4,Watcher,7/25/2023
2790,3,Telaid,
2791,3,Telaid,
2792,3,Watcher,8/30/2023
2794,3,Telaid,
2795,3,Watcher,8/3/2023
2796,3,Watcher,6/28/2023
2801,2,Watcher,8/23/2023
2803,4,Telaid,
2804,4,Telaid,
2805,3,Watcher,7/20/2023
2806,3,Watcher,9/12/2023
2807,3,Watcher,7/16/2023
2808,4,Watcher,7/16/2023
2809,3,Watcher,8/10/2023
2810,3,Watcher,9/12/2023
2811,3,Watcher,7/30/2023
2812,3,Telaid,
2813,3,Telaid,6/19/2023
2814,4,Watcher,9/10/2023
2817,3,Watcher,7/13/2023
2818,4,Watcher,7/12/2023
2819,3,Watcher,9/7/2023
2820,3,Telaid,
2821,3,Watcher,7/27/2023
2822,3,Watcher,7/26/2023
2823,3,Watcher,9/18/2023
2826,2,Telaid,
2827,4,Telaid,
2828,3,Telaid,
2831,3,Telaid,
2832,3,Watcher,7/31/2023
2833,3,Watcher,8/7/2023
2834,3,Telaid,
2835,2,Telaid,
2836,3,Watcher,8/2/2023
2838,3,Telaid,
2839,2,Telaid,
2840,2,Watcher,7/13/2023
2842,3,Telaid,
2843,3,Watcher,9/5/2023
2844,4,Telaid,
2845,3,Watcher,6/8/2023
2846,3,Watcher,6/13/2023
2847,4,Telaid,
2849,3,Watcher,9/14/2023
2850,3,Telaid,
2852,3,Watcher,9/20/2023
2854,4,Telaid,
2855,3,Telaid,6/13/2023
2856,3,Telaid,6/12/2023
2857,4,Telaid,7/25/2023
2858,2,Watcher,7/20/2023
2859,3,Telaid,
2860,4,Watcher,7/27/2023
2861,3,Telaid,
2862,4,Telaid,
2864,3,Telaid,8/2/2023
2869,3,Telaid,
2870,4,Watcher,9/13/2023
2871,3,Telaid,
2872,3,Telaid,
2873,3,Telaid,
2874,3,Telaid,
2875,2,Telaid,
2876,3,Telaid,
2877,3,Telaid,
2878,3,Telaid,
2880,2,Telaid,
2881,3,Watcher,6/14/2023
2882,4,Telaid,
2884,4,Telaid,
2886,3,Telaid,
2887,2,Watcher,9/6/2023
2888,3,Telaid,
2889,3,Telaid,
2890,3,Watcher,7/26/2023
2891,3,Telaid,
2892,3,Telaid,
2893,3,Telaid,
2894,3,Telaid,
2907,2,Watcher,8/30/2023
2908,3,Watcher,6/12/2023
2909,3,Telaid,
2910,3,Telaid,
2911,3,Telaid,
2912,3,Telaid,
2913,3,Watcher,9/6/2023
2914,3,Telaid,
2919,2,Watcher,8/16/2023
2920,3,Watcher,6/27/2023
2921,4,Telaid,
2922,3,Telaid,
2923,3,Telaid,
2924,4,Telaid,6/25/2023
2925,3,Telaid,
2926,3,Telaid,
2927,3,Telaid,
2928,4,Watcher,8/15/2023
2929,3,Watcher,6/27/2023
2930,2,Watcher,7/11/2023
2932,3,Watcher,7/24/2023
2933,3,Watcher,9/6/2023
2934,3,Watcher,7/23/2023
2935,3,Telaid,
2937,3,Telaid,
2938,3,Watcher,6/14/2023
2939,3,Watcher,6/20/2023
2940,2,Watcher,8/22/2023
2941,3,Watcher,6/7/2023
2944,2,Watcher,6/12/2023
2945,3,Telaid,
2946,4,Watcher,8/20/2023
2948,3,Telaid,8/14/2023
2950,3,Telaid,8/7/2023
2951,3,Telaid,
2953,3,Telaid,
2955,3,Telaid,10/9/2023
2956,4,Watcher,7/27/2023
2957,3,Telaid,
2958,4,Telaid,
2962,4,Watcher,8/14/2023
2963,3,Watcher,7/13/2023
2964,3,Telaid,
2966,3,Telaid,
2967,3,Watcher,8/3/2023
2968,3,Watcher,8/8/2023
2975,2,Telaid,
2977,3,Telaid,
2979,2,Telaid,6/12/2023
2980,4,Telaid,
2981,3,Telaid,
2984,2,Telaid,
2985,3,Telaid,
2986,3,Telaid,
2987,3,Watcher,6/29/2023
2988,3,Watcher,6/25/2023
2990,3,Telaid,
2991,3,Telaid,
2992,3,Telaid,
2993,4,Telaid,
2994,3,Telaid,8/2/2023
2995,3,Telaid,10/3/2023
2996,3,Telaid,
2998,2,Telaid,
3004,3,Watcher,6/28/2023
3008,3,Watcher,8/15/2023
3011,3,Watcher,7/24/2023
3013,3,Watcher,7/20/2023
3014,3,Telaid,10/4/2023
3015,2,Telaid,
3017,4,Watcher,7/18/2023
3018,3,Telaid,
3019,2,Telaid,
3022,2,Telaid,
3023,2,Telaid,
3026,2,Telaid,
3035,3,Telaid,
3042,2,Watcher,8/3/2023
3043,2,Telaid,6/13/2023
3044,3,Telaid,10/5/2023
3046,2,Telaid,
3049,3,Telaid,
3050,2,Telaid,
3053,3,Telaid,
3055,3,Telaid,
3056,3,Telaid,
3057,3,Telaid,
3058,3,Telaid,
3059,3,Watcher,6/19/2023
3060,3,Watcher,6/18/2023
3061,3,Telaid,
3062,2,Telaid,
3066,2,Watcher,9/6/2023
3067,3,Watcher,7/12/2023
3069,2,Watcher,8/22/2023
3070,2,Watcher,7/16/2023
3071,2,Watcher,7/13/2023
3072,2,Watcher,7/20/2023
3074,3,Watcher,6/28/2023
3075,3,Watcher,1/10/2024
3077,3,Watcher,6/7/2023
3078,3,Telaid,
3081,3,Telaid,
3082,3,Telaid,
3083,3,Telaid,
3084,3,Telaid,
3088,3,Telaid,
3090,2,Telaid,
3093,3,Telaid,
3094,3,Telaid,
3098,3,Telaid,
3099,3,Telaid,
3101,2,Telaid,
3102,3,Telaid,
3103,3,Telaid,7/11/2023
3104,3,Watcher,8/9/2023
3106,3,Telaid,9/26/2023
3107,3,Telaid,
3110,2,Watcher,7/6/2023
3111,2,Telaid,
3112,3,Telaid,
3114,3,Telaid,6/26/2023
3118,3,Watcher,9/5/2023
3119,3,Watcher,9/17/2023
3123,3,Telaid,
3126,3,Telaid,
3127,3,Telaid,
3128,3,Telaid,
3131,3,Telaid,
3132,2,Telaid,
3135,2,Telaid,6/14/2023
3136,4,Telaid,
3137,3,Watcher,9/6/2023
3138,2,Telaid,
3139,2,Telaid,
3141,2,Telaid,8/6/2023
3143,2,Telaid,
3144,2,Telaid,
3145,2,Telaid,
3146,3,Telaid,
3147,2,Telaid,
3150,3,Telaid,6/25/2023
3151,3,Telaid,6/28/2023
3152,2,Telaid,
3153,2,Telaid,
3154,2,Telaid,
3155,2,Telaid,
3156,2,Watcher,8/20/2023
3157,2,Watcher,8/16/2023
3159,3,Telaid,6/11/2023
3161,2,Watcher,7/17/2023
3162,3,Watcher,8/15/2023
3163,4,Watcher,8/22/2023
3166,2,Watcher,6/26/2023
3167,3,Watcher,8/17/2023
3168,2,Watcher,7/16/2023
3169,3,Telaid,
3170,3,Telaid,
3172,2,Telaid,
3173,2,Telaid,
3175,3,Telaid,
3176,3,Telaid,
3177,3,Telaid,6/21/2023
3178,2,Telaid,
3179,3,Telaid,8/8/2023
3180,3,Telaid,
3182,3,Watcher,8/14/2023
3183,3,Watcher,9/25/2023
3184,3,Watcher,8/3/2023
3185,2,Watcher,6/29/2023
3188,3,Watcher,7/10/2023
3191,3,Watcher,8/10/2023
3192,3,Watcher,8/14/2023
3197,3,Watcher,8/7/2023
3199,2,Telaid,
3201,3,Watcher,8/8/2023
3202,2,Telaid,
3204,2,Telaid,
3205,3,Watcher,1/9/2024
3206,3,Telaid,6/18/2023
3207,4,Watcher,7/27/2023
3208,3,Telaid,
3209,3,Telaid,
3210,3,Watcher,7/13/2023
3212,4,Telaid,
3213,4,Telaid,
3214,3,Watcher,8/21/2023
3215,3,Watcher,8/3/2023
3216,4,Watcher,9/10/2023
3217,3,Telaid,
3218,3,Telaid,
3219,4,Watcher,8/13/2023
3220,4,Telaid,
3221,3,Telaid,
3222,3,Watcher,8/9/2023
3223,3,Telaid,
3224,4,Telaid,
3225,4,Telaid,
3226,3,Telaid,
3227,3,Telaid,
3229,3,Telaid,
3230,3,Watcher,7/31/2023
3231,3,Watcher,6/11/2023
3232,4,Telaid,
3233,4,Telaid,
3234,3,Watcher,6/26/2023
3235,4,Watcher,8/24/2023
3236,3,Telaid,
3237,3,Telaid,
3238,2,Telaid,
3239,3,Telaid,
3241,4,Telaid,
3243,3,Watcher,6/22/2023
3245,3,Telaid,
3247,4,Telaid,
3248,3,Telaid,
3250,3,Telaid,
3251,3,Telaid,
3253,3,Telaid,
3254,3,Telaid,
3255,3,Watcher,1/10/2024
3258,3,Telaid,
3259,4,Telaid,
3260,3,Telaid,
3261,4,Telaid,
3262,3,Telaid,
3265,3,Watcher,8/15/2023
3267,3,Telaid,6/29/2023
3268,3,Telaid,6/22/2023
3269,3,Telaid,
3273,3,Telaid,7/12/2023
3274,4,Telaid,
3275,3,Telaid,
3277,4,Telaid,
3278,3,Telaid,
3279,3,Telaid,
3280,3,Telaid,
3281,3,Telaid,
3282,3,Telaid,
3283,3,Telaid,
3287,3,Telaid,
3288,3,Watcher,6/29/2023
3289,3,Watcher,6/21/2023
3293,3,Telaid,
3294,3,Watcher,7/6/2023
3295,3,Telaid,6/12/2023
3296,3,Telaid,
3297,3,Telaid,
3298,3,Telaid,
3299,2,Watcher,9/5/2023
3300,3,Telaid,6/12/2023
3302,3,Telaid,
3303,3,Watcher,8/30/2023
3304,3,Watcher,9/6/2023
3305,3,Watcher,9/5/2023
3307,3,Watcher,9/27/2023
3308,3,Watcher,6/25/2023
3309,3,Watcher,6/15/2023
3310,3,Watcher,7/31/2023
3311,3,Watcher,1/18/2024
3313,3,Telaid,
3314,3,Telaid,6/11/2023
3315,3,Telaid,6/26/2023
3317,3,Telaid,7/25/2023
3319,3,Telaid,
3320,3,Telaid,
3324,3,Telaid,
3327,2,Telaid,
3328,3,Telaid,
3329,3,Telaid,
3330,2,Watcher,8/31/2023
3331,4,Watcher,8/6/2023
3332,3,Telaid,
3334,3,Telaid,
3336,3,Telaid,
3337,3,Telaid,
3338,2,Watcher,9/17/2023
3339,3,Telaid,
3340,3,Telaid,
3341,3,Telaid,6/15/2023
3342,3,Telaid,
3344,4,Watcher,7/31/2023
3347,3,Watcher,7/19/2023
3348,4,Watcher,7/11/2023
3349,3,Watcher,9/20/2023
3350,4,Telaid,
3351,3,Telaid,
3352,4,Telaid,
3354,3,Telaid,
3355,3,Telaid,
3356,3,Telaid,
3357,3,Telaid,
3359,2,Watcher,1/14/2024
3360,3,Telaid,
3362,3,Watcher,8/24/2023
3363,3,Watcher,9/10/2023
3364,3,Telaid,
3367,3,Watcher,8/21/2023
3370,3,Watcher,8/23/2023
3371,3,Watcher,7/25/2023
3372,3,Watcher,7/10/2023
3377,3,Telaid,
3379,3,Telaid,
3380,4,Telaid,
3381,3,Telaid,
3382,3,Telaid,
3383,3,Telaid,
3384,3,Telaid,
3385,3,Telaid,7/26/2023
3386,3,Watcher,6/7/2023
3387,4,Watcher,9/17/2023
3388,3,Watcher,6/29/2023
3389,3,Watcher,7/19/2023
3390,3,Telaid,
3391,3,Telaid,
3392,3,Telaid,6/18/2023
3394,3,Telaid,
3395,3,Telaid,
3397,3,Watcher,8/27/2023
3400,3,Watcher,8/1/2023
3401,3,Watcher,7/19/2023
3402,3,Watcher,8/9/2023
3403,3,Watcher,6/8/2023
3404,3,Telaid,
3406,4,Telaid,
3407,3,Telaid,
3408,3,Telaid,
3409,3,Telaid,
3411,2,Watcher,6/21/2023
3412,3,Telaid,6/11/2023
3414,2,Watcher,6/27/2023
3415,3,Watcher,6/25/2023
3417,4,Watcher,6/25/2023
3418,4,Watcher,8/9/2023
3419,3,Telaid,6/19/2023
3422,3,Telaid,
3423,3,Telaid,8/17/2023
3424,2,Watcher,8/8/2023
3425,3,Telaid,6/13/2023
3427,3,Telaid,7/5/2023
3428,3,Telaid,8/8/2023
3429,3,Telaid,
3430,3,Telaid,
3431,4,Telaid,
3433,3,Telaid,
3434,3,Watcher,8/31/2023
3435,3,Watcher,8/13/2023
3436,3,Watcher,8/6/2023
3442,2,Watcher,8/31/2023
3447,3,Telaid,
3449,2,Telaid,
3450,2,Telaid,
3453,3,Telaid,
3454,3,Telaid,
3456,2,Watcher,6/28/2023
3457,3,Telaid,
3458,3,Telaid,
3459,3,Watcher,6/19/2023
3460,4,Watcher,6/14/2023
3461,4,Watcher,7/17/2023
3462,3,Watcher,6/25/2023
3463,4,Watcher,8/13/2023
3464,3,Telaid,
3465,4,Telaid,
3469,3,Telaid,
3471,3,Watcher,6/13/2023
3472,3,Telaid,
3473,4,Telaid,
3474,3,Watcher,8/24/2023
3475,3,Telaid,
3476,4,Telaid,
3477,3,Telaid,
3479,3,Watcher,6/11/2023
3480,3,Watcher,8/27/2023
3483,3,Watcher,9/11/2023
3484,3,Watcher,8/22/2023
3485,3,Watcher,9/7/2023
3486,3,Telaid,
3487,3,Telaid,
3488,3,Telaid,
3489,3,Telaid,
3492,3,Telaid,
3495,3,Watcher,8/31/2023
3497,3,Telaid,
3498,4,Telaid,
3499,3,Telaid,
3500,3,Telaid,
3501,3,Telaid,
3502,3,Telaid,
3503,3,Watcher,7/6/2023
3504,2,Watcher,9/5/2023
3505,3,Telaid,
3508,3,Telaid,
3509,3,Telaid,
3510,3,Telaid,
3511,3,Telaid,
3512,2,Telaid,7/27/2023
3513,4,Telaid,
3514,3,Telaid,
3515,3,Telaid,
3516,4,Telaid,
3517,2,Telaid,8/20/2023
3518,3,Telaid,
3520,3,Telaid,6/12/2023
3521,2,Telaid,
3522,3,Telaid,
3523,4,Telaid,
3525,3,Telaid,6/12/2023
3526,3,Watcher,6/15/2023
3527,4,Watcher,6/28/2023
3528,3,Watcher,7/6/2023
3529,3,Watcher,9/11/2023
3530,3,Telaid,
3531,4,Telaid,
3534,4,Telaid,
3535,3,Telaid,6/28/2023
3537,4,Telaid,
3538,3,Watcher,6/20/2023
3541,3,Telaid,
3542,3,Telaid,
3564,3,Telaid,
3566,3,Telaid,
3567,3,Telaid,
3568,4,Telaid,
3569,3,Telaid,
3570,3,Watcher,8/6/2023
3571,3,Telaid,
3572,4,Telaid,
3573,3,Watcher,6/29/2023
3574,3,Telaid,
3579,3,Telaid,
3580,3,Telaid,
3581,3,Telaid,
3582,3,Telaid,
3583,3,Telaid,
3584,4,Telaid,
3585,3,Telaid,
3587,3,Telaid,
3588,3,Watcher,6/27/2023
3589,3,Telaid,
3590,4,Telaid,
3591,4,Telaid,
3593,3,Watcher,6/7/2023
3594,3,Telaid,6/20/2023
3595,3,Watcher,6/25/2023
3596,3,Telaid,8/30/2023
3597,3,Watcher,9/12/2023
3599,3,Watcher,6/25/2023
3600,2,Watcher,6/26/2023
3601,3,Watcher,7/19/2023
3602,3,Watcher,6/8/2023
3603,2,Watcher,6/15/2023
3604,3,Telaid,6/21/2023
3605,2,Watcher,6/20/2023
3606,2,Watcher,6/11/2023
3607,3,Telaid,
3608,3,Telaid,
3609,3,Watcher,8/10/2023
3611,3,Watcher,6/11/2023
3612,3,Watcher,8/20/2023
3614,2,Watcher,6/25/2023
3615,3,Telaid,
3616,3,Watcher,7/30/2023
3619,2,Watcher,8/13/2023
3620,3,Telaid,
3621,3,Watcher,8/31/2023
3622,2,Watcher,6/27/2023
3623,3,Telaid,
3624,3,Telaid,
3625,3,Watcher,8/17/2023
3626,3,Watcher,8/15/2023
3627,3,Watcher,6/20/2023
3628,2,Watcher,8/30/2023
3629,2,Watcher,6/13/2023
3630,3,Telaid,6/20/2023
3632,3,Telaid,
3633,3,Telaid,
3634,3,Telaid,6/11/2023
3635,2,Watcher,8/23/2023
3637,2,Telaid,
3638,2,Watcher,9/6/2023
3640,3,Telaid,
3641,3,Telaid,
3643,3,Telaid,6/28/2023
3644,3,Watcher,1/17/2024
3645,3,Telaid,6/15/2023
3646,2,Watcher,8/17/2023
3648,3,Telaid,
3652,4,Telaid,
3653,2,Telaid,
3654,2,Watcher,6/8/2023
3655,3,Telaid,
3658,3,Watcher,8/23/2023
3659,3,Watcher,8/20/2023
3660,3,Watcher,8/21/2023
3661,3,Telaid,
3693,3,Telaid,6/21/2023
3701,3,Watcher,7/27/2023
3702,3,Watcher,6/7/2023
3703,3,Watcher,1/8/2024
3708,3,Telaid,
3709,3,Watcher,9/7/2023
3710,3,Watcher,9/6/2023
3712,3,Telaid,
3713,2,Watcher,8/10/2023
3716,3,Telaid,6/14/2023
3720,4,Telaid,
3722,3,Telaid,
3723,2,Telaid,
3724,2,Watcher,8/22/2023
3725,3,Watcher,6/19/2023
3726,3,Telaid,
3727,2,Watcher,9/6/2023
3728,3,Telaid,
3729,3,Telaid,
3730,3,Telaid,
3731,4,Telaid,8/15/2023
3732,4,Telaid,8/21/2023
3733,3,Watcher,7/30/2023
3734,3,Telaid,
3736,2,Watcher,8/31/2023
3738,3,Telaid,6/25/2023
3739,4,Telaid,
3740,2,Telaid,
3741,3,Watcher,7/12/2023
3742,3,Telaid,
3743,2,Watcher,8/21/2023
3745,2,Watcher,8/20/2023
3746,2,Watcher,7/30/2023
3748,3,Watcher,6/14/2023
3750,3,Watcher,8/3/2023
3751,3,Telaid,
3752,2,Watcher,7/19/2023
3754,3,Telaid,
3757,3,Telaid,
3758,3,Telaid,
3760,3,Telaid,
3761,3,Telaid,
3762,3,Telaid,
3763,3,Telaid,
3764,3,Telaid,
3765,3,Telaid,
3768,3,Watcher,6/19/2023
3770,3,Watcher,9/19/2023
3771,3,Telaid,
3772,3,Watcher,8/22/2023
3773,3,Telaid,
3774,3,Telaid,
3775,3,Watcher,8/16/2023
3778,4,Telaid,
3780,3,Telaid,
3781,3,Watcher,8/27/2023
3782,3,Watcher,7/31/2023
3783,3,Telaid,
3784,3,Telaid,
3785,3,Watcher,8/23/2023
3786,3,Watcher,6/21/2023
3788,3,Telaid,
3789,3,Telaid,
3790,3,Watcher,7/24/2023
3791,3,Telaid,
3792,3,Telaid,
3794,3,Telaid,
3795,3,Telaid,6/13/2023
3796,3,Telaid,
3799,3,Telaid,
3801,3,Telaid,
3802,4,Telaid,
3804,3,Telaid,
3805,3,Telaid,
3806,3,Telaid,
3807,3,Telaid,
3809,3,Telaid,
3810,3,Telaid,
3812,3,Telaid,
3817,3,Watcher,8/3/2023
3823,3,Telaid,
3824,3,Telaid,
3825,3,Watcher,6/13/2023
3826,3,Telaid,
3827,3,Telaid,
3828,3,Telaid,
3829,3,Watcher,6/12/2023
3830,4,Telaid,
3831,3,Watcher,8/27/2023
3833,4,Telaid,
3835,3,Watcher,8/7/2023
3837,3,Watcher,9/6/2023
3838,3,Telaid,6/26/2023
3840,3,Telaid,6/20/2023
3842,3,Telaid,
3843,3,Telaid,
3844,2,Telaid,6/12/2023
3845,3,Telaid,6/28/2023
3846,3,Telaid,6/15/2023
3847,3,Telaid,
3848,3,Telaid,
3850,3,Telaid,
3851,3,Watcher,8/23/2023
3852,3,Watcher,6/11/2023
3853,3,Telaid,
3857,3,Telaid,
3858,3,Watcher,7/19/2023
3860,3,Telaid,
3862,3,Watcher,6/14/2023
3864,3,Watcher,6/19/2023
3867,3,Telaid,
3868,3,Watcher,7/25/2023
3870,3,Telaid,6/21/2023
3872,3,Telaid,
3874,3,Watcher,6/14/2023
3875,3,Telaid,
3876,3,Telaid,
3877,3,Watcher,9/14/2023
3880,2,Watcher,8/2/2023
3884,3,Telaid,
3885,2,Watcher,7/31/2023
3886,3,Telaid,
3887,3,Watcher,7/17/2023
3888,3,Telaid,
3889,3,Watcher,8/6/2023
3891,3,Watcher,6/8/2023
3893,3,Watcher,6/14/2023
3894,3,Watcher,7/25/2023
3896,3,Telaid,
3897,3,Telaid,
3899,2,Watcher,8/16/2023
3912,3,Telaid,
3935,2,Watcher,9/24/2023
3947,3,Telaid,
3959,2,Watcher,7/10/2023
3988,2,Telaid,
3990,2,Watcher,6/27/2023
4046,2,Telaid,9/17/2023
4048,2,Watcher,7/25/2023
4049,3,Watcher,7/16/2023
4053,2,Watcher,8/30/2023
4054,2,Watcher,8/16/2023
4055,3,Telaid,
4056,2,Telaid,
4057,2,Telaid,
4064,3,Watcher,9/14/2023
4065,4,Watcher,9/21/2023
4068,3,Telaid,
4100,2,Telaid,
4101,3,Telaid,
4102,3,Telaid,
4103,3,Telaid,
4104,2,Telaid,
4105,2,Telaid,
4111,3,Telaid,
4112,3,Telaid,
4114,2,Telaid,
4115,4,Telaid,
4118,3,Watcher,6/29/2023
4127,2,Telaid,
4128,2,Watcher,6/18/2023
4129,3,Watcher,7/31/2023
4130,3,Telaid,
4131,3,Telaid,8/3/2023
4132,3,Telaid,
4138,2,Telaid,
4139,2,Telaid,
4140,2,Watcher,9/13/2023
4141,2,Watcher,7/12/2023
4142,2,Watcher,8/1/2023
4144,3,Watcher,8/14/2023
4145,2,Watcher,8/22/2023
4147,3,Watcher,8/10/2023
4148,2,Watcher,6/15/2023
4153,3,Telaid,
4156,3,Telaid,
4157,2,Watcher,8/9/2023
4159,2,Watcher,7/27/2023
4160,2,Watcher,8/16/2023
4161,3,Watcher,9/12/2023
4162,3,Telaid,
4163,3,Telaid,
4166,3,Watcher,8/1/2023
4168,3,Watcher,8/16/2023
4169,2,Telaid,
4171,3,Telaid,
4174,2,Telaid,
4176,3,Telaid,
4178,3,Telaid,
4180,2,Telaid,
4183,3,Telaid,
4185,3,Telaid,
4187,3,Watcher,8/31/2023
4188,3,Watcher,9/5/2023
4189,3,Watcher,8/15/2023
4191,3,Watcher,7/30/2023
4194,3,Telaid,9/24/2023
4196,3,Telaid,
4197,2,Watcher,8/20/2023
4198,2,Telaid,6/13/2023
4200,3,Watcher,7/6/2023
4201,3,Telaid,9/10/2023
4202,3,Telaid,
4203,3,Telaid,
4206,2,Watcher,8/7/2023
4208,3,Telaid,
4209,3,Telaid,
4210,2,Watcher,8/8/2023
4211,3,Watcher,8/21/2023
4218,3,Telaid,6/22/2023
4219,3,Telaid,
4220,2,Watcher,9/11/2023
4221,3,Telaid,
4223,3,Watcher,7/30/2023
4224,3,Watcher,8/27/2023
4226,3,Watcher,7/27/2023
4230,3,Watcher,9/17/2023
4231,3,Watcher,9/11/2023
4233,2,Telaid,6/25/2023
4235,3,Watcher,7/24/2023
4237,4,Watcher,7/27/2023
4238,3,Telaid,
4239,3,Telaid,
4240,4,Telaid,
4241,3,Telaid,
4243,3,Telaid,
4244,3,Telaid,
4246,3,Telaid,
4247,3,Telaid,
4249,3,Telaid,
4250,3,Watcher,8/13/2023
