Store,DC,Commodity,23-Dec,24-Dec,25-Dec,26-Dec,27-Dec,28-Dec,29-Dec
656,6062,FDD,1,1,1,1,1,1,1
657,6062,FDD,1,0,1,1,1,1,1
658,6095,FDD,1,1,1,1,1,1,1
659,6062,FDD,1,1,1,1,1,1,1
660,6072,FDD,1,1,1,1,1,1,1
661,6062,FDD,1,0,1,1,1,1,1
662,6062,FDD,1,0,1,1,1,1,1
663,6097,FDD,1,0,1,1,1,1,1
664,7018,FDD,1,0,1,1,1,1,1
665,6097,FDD,1,0,1,1,1,1,1
666,6071,FDD,1,0,1,1,1,1,1
667,6062,FDD,1,1,1,1,1,1,1
668,6062,FDD,1,1,1,1,1,1,1
669,6055,FDD,1,1,1,1,1,1,1
670,6062,FDD,1,0,1,1,1,1,1
671,6062,FDD,1,1,1,1,1,1,1
672,6097,FDD,1,0,1,1,1,1,1
673,6062,FDD,1,0,1,1,1,1,1
674,6062,FDD,1,1,1,1,1,1,1
675,6072,FDD,1,0,1,1,1,1,1
676,6097,FDD,1,0,1,1,1,1,1
677,6072,FDD,1,0,1,1,1,1,1
678,6097,FDD,1,0,1,1,1,1,1
680,6097,FDD,1,0,1,1,1,1,1
681,6062,FDD,1,0,1,1,1,1,1
682,6062,FDD,1,1,1,1,1,1,1
683,6062,FDD,1,0,1,1,1,1,1
684,6072,FDD,1,0,1,1,1,1,1
685,6097,FDD,1,0,1,1,1,1,1
686,6099,FDD,0,1,1,1,0,1,1
687,6062,FDD,1,0,1,1,1,1,1
688,6062,FDD,1,1,1,1,1,1,1
689,6097,FDD,1,1,1,1,1,1,1
690,6097,FDD,1,0,1,1,1,1,1
691,6062,FDD,1,0,1,1,1,1,1
692,6097,FDD,1,0,1,1,1,1,1
694,6059,FDD,1,0,1,1,1,1,1
695,6062,FDD,1,0,1,1,1,1,1
697,6099,FDD,1,0,1,1,1,1,1
698,6062,FDD,1,1,1,1,1,1,1
699,6072,FDD,1,1,1,1,1,1,1
700,7019,FDD,1,1,1,1,1,1,1
701,6059,FDD,1,0,1,1,1,1,1
702,6097,FDD,1,0,1,1,1,1,1
703,7010,FDD,1,1,1,1,1,1,1
705,6071,FDD,1,0,1,1,1,1,1
706,6071,FDD,1,0,1,1,1,1,1
707,6072,FDD,1,0,1,1,1,1,1
708,6072,FDD,1,0,1,1,1,1,1
709,6097,FDD,1,1,1,1,1,1,1
710,6062,FDD,1,1,1,1,1,1,1
711,6097,FDD,1,0,1,1,1,1,1
712,6062,FDD,1,0,1,1,1,1,1
714,6072,FDD,1,0,1,1,1,1,1
715,6072,FDD,1,1,1,1,1,1,1
716,6072,FDD,1,0,1,1,1,1,1
718,6071,FDD,1,1,1,1,1,1,1
719,6097,FDD,1,0,1,1,1,1,1
720,6097,FDD,1,0,1,1,1,1,1
722,6095,FDD,1,1,1,1,1,1,1
723,7019,FDD,1,1,1,1,1,1,1
724,6097,FDD,1,0,1,1,1,1,1
725,6071,FDD,1,1,1,1,1,1,1
726,6095,FDD,1,1,1,1,1,1,1
727,6095,FDD,1,1,1,1,1,1,1
728,6099,FDD,1,1,1,0,1,1,1
729,6097,FDD,1,0,1,1,1,1,1
730,6095,FDD,1,1,1,1,1,1,1
731,7019,FDD,1,1,1,1,1,1,1
733,6095,FDD,1,1,1,1,1,1,1
734,7019,FDD,1,1,1,1,1,1,1
735,6062,FDD,1,1,1,1,1,1,1
736,6062,FDD,1,0,1,1,1,1,1
737,6062,FDD,1,1,1,1,1,1,1
738,6062,FDD,1,0,1,1,1,1,1
739,6097,FDD,1,0,1,1,1,1,1
740,7019,FDD,1,1,1,1,1,1,1
741,6097,FDD,1,0,1,1,1,1,1
742,6097,FDD,1,0,1,1,1,1,1
743,6042,FDD,1,1,1,1,1,1,1
744,7010,FDD,1,1,1,1,1,1,1
745,6095,FDD,1,0,1,1,1,1,1
746,6083,FDD,1,1,1,1,1,1,1
748,6077,FDD,1,1,1,1,1,1,1
749,7079,FDD,1,0,1,1,1,1,1
750,7024,FDD,1,0,1,1,1,1,1
751,6077,FDD,0,1,1,1,0,1,1
752,7010,FDD,1,1,1,1,1,1,1
753,7024,FDD,1,0,1,1,1,1,1
754,6055,FDD,1,0,1,1,1,1,1
755,6084,FDD,1,0,1,1,1,1,1
756,6055,FDD,1,1,1,1,1,1,1
757,6083,FDD,1,0,1,0,1,1,0
758,6095,FDD,1,1,1,1,1,1,1
761,6057,FDD,1,0,1,1,1,1,1
762,6095,FDD,1,1,1,1,1,1,1
764,7019,FDD,1,1,1,1,1,1,1
765,6083,FDD,1,0,1,1,1,1,1
766,6072,FDD,1,1,1,1,1,1,1
767,6099,FDD,1,1,1,1,1,1,1
768,7010,FDD,1,1,1,1,1,1,1
770,7018,FDD,1,0,1,1,1,1,1
771,6071,FDD,0,1,1,0,0,0,0
772,7010,FDD,1,1,1,1,1,1,1
773,7010,FDD,1,0,1,1,1,1,1
774,7018,FDD,1,0,1,1,1,1,1
775,7024,FDD,1,1,1,1,1,1,1
776,7018,FDD,1,0,1,1,1,1,1
777,7010,FDD,1,0,1,1,1,1,1
779,6071,FDD,1,1,1,1,1,1,1
780,6055,FDD,1,1,1,1,1,1,1
781,6083,FDD,1,0,1,1,1,1,1
782,6083,FDD,1,0,0,1,1,1,0
783,6077,FDD,0,1,1,0,1,1,1
784,6077,FDD,1,1,1,1,1,1,1
785,7019,FDD,1,0,1,1,1,1,1
786,7024,FDD,1,1,1,1,1,1,1
787,6095,FDD,1,1,1,1,1,1,1
788,6082,FDD,1,1,1,1,1,1,1
789,6056,FDD,1,1,1,1,1,1,1
790,7018,FDD,1,1,1,1,1,1,1
791,6083,FDD,1,0,1,1,1,1,1
792,7024,FDD,1,1,0,1,1,0,1
793,6084,FDD,1,0,1,1,1,1,1
794,7015,FDD,1,0,1,1,1,1,1
795,6073,FDD,1,0,1,1,1,1,1
796,7024,FDD,1,0,1,1,1,1,1
797,6077,FDD,1,1,1,1,1,1,1
798,6059,FDD,1,1,1,1,1,0,1
799,7018,FDD,1,0,1,1,1,1,1
800,6099,FDD,1,0,1,1,1,1,1
801,6065,FDD,1,0,1,1,1,1,1
802,7024,FDD,1,1,1,1,1,1,1
803,6057,FDD,1,1,1,0,1,1,1
804,6064,FDD,1,0,1,1,1,1,1
805,6077,FDD,1,0,1,1,1,1,1
806,6084,FDD,1,0,1,1,1,1,1
807,6064,FDD,1,0,1,1,1,1,1
808,7010,FDD,1,0,1,1,1,1,1
809,6095,FDD,1,1,1,1,1,1,1
810,7079,FDD,1,0,1,1,1,1,1
812,6084,FDD,1,0,1,1,1,1,1
813,6083,FDD,1,1,1,1,1,1,1
815,6077,FDD,1,1,1,1,1,1,1
816,6057,FDD,1,1,1,1,1,1,1
817,6071,FDD,1,1,1,1,1,1,1
818,7019,FDD,1,1,1,1,1,1,1
820,6077,FDD,1,1,1,1,1,1,1
821,6084,FDD,1,0,1,1,1,1,1
822,6084,FDD,1,0,1,1,1,1,1
823,7015,FDD,1,0,1,1,1,1,1
824,6084,FDD,1,1,1,1,1,1,1
825,6097,FDD,1,1,1,1,1,1,1
826,6084,FDD,1,1,1,1,1,1,1
827,6056,FDD,1,0,1,1,1,1,1
828,7055,FDD,1,0,1,1,1,1,1
829,6084,FDD,1,1,1,1,1,1,1
833,6059,FDD,1,1,1,1,1,1,1
834,6077,FDD,1,0,1,1,0,1,1
835,6084,FDD,1,1,1,1,1,1,1
836,6099,FDD,1,1,1,1,1,1,1
837,6082,FDD,1,0,0,1,0,1,0
838,7015,FDD,1,1,1,1,1,1,1
839,6057,FDD,1,1,1,1,1,1,1
840,6095,FDD,1,0,1,1,1,1,1
841,7024,FDD,1,1,1,1,0,1,0
842,7077,FDD,1,1,1,1,1,1,1
843,7019,FDD,1,0,1,1,1,1,1
844,7024,FDD,1,1,1,1,1,1,1
845,6065,FDD,1,0,1,0,1,0,1
846,6083,FDD,1,0,1,1,1,0,1
847,6085,FDD,1,1,1,1,1,1,1
848,6072,FDD,1,1,1,1,1,1,1
849,7010,FDD,1,1,1,1,1,1,1
850,6084,FDD,1,1,1,1,1,1,1
851,6084,FDD,1,0,1,1,1,1,1
852,7024,FDD,1,1,1,1,1,1,1
853,7019,FDD,1,0,1,1,1,1,1
854,7055,FDD,1,0,1,1,1,1,1
855,6095,FDD,1,1,1,1,1,1,1
856,6095,FDD,1,1,1,1,1,1,1
857,8851,FDD,1,0,1,1,1,1,1
858,6099,FDD,1,0,1,1,1,1,1
859,6071,FDD,1,0,1,1,1,1,1
860,8851,FDD,1,0,1,1,1,1,1
861,6084,FDD,1,1,1,1,1,1,1
862,6099,FDD,1,0,1,1,1,1,1
863,6095,FDD,1,1,0,1,1,1,0
864,6099,FDD,1,1,1,1,1,1,1
865,6083,FDD,1,0,1,1,1,1,1
866,7019,FDD,1,0,1,1,1,1,1
867,7018,FDD,1,0,1,1,1,1,1
868,6084,FDD,1,0,1,1,1,1,1
869,6084,FDD,1,1,1,1,1,1,1
870,6059,FDD,1,1,1,1,1,1,1
871,6077,FDD,0,0,0,1,0,0,1
872,7010,FDD,1,1,1,1,1,1,1
873,6084,FDD,1,1,1,1,1,1,1
874,6057,FDD,1,1,1,1,1,1,1
875,6072,FDD,1,0,1,1,1,1,1
876,7010,FDD,1,1,1,1,1,1,1
877,6073,FDD,1,1,1,1,1,1,1
878,6055,FDD,1,0,1,1,1,1,1
879,6062,FDD,1,0,1,1,1,1,1
880,6064,FDD,1,0,1,1,1,1,1
881,6073,FDD,1,0,1,1,1,1,1
882,6085,FDD,1,1,1,1,1,1,1
884,7055,FDD,1,0,1,1,1,1,1
885,7018,FDD,1,0,1,1,1,1,1
886,7079,FDD,1,0,1,1,1,1,1
887,6057,FDD,1,1,1,1,1,1,1
888,6065,FDD,1,1,1,1,1,1,1
889,6099,FDD,1,0,1,1,1,1,1
890,8851,FDD,1,1,1,1,1,1,1
891,7024,FDD,1,0,1,1,1,1,1
892,7079,FDD,1,0,1,1,1,1,1
894,7015,FDD,1,1,1,1,1,1,1
896,6064,FDD,1,1,1,1,1,1,1
897,6083,FDD,1,1,1,1,1,1,1
898,6083,FDD,0,1,1,0,1,1,1
899,6099,FDD,1,0,1,1,1,1,1
900,6042,FDD,0,1,1,1,0,1,1
901,6083,FDD,1,0,1,1,1,1,1
902,7055,FDD,1,0,1,1,1,1,1
903,6072,FDD,1,0,1,1,1,1,1
904,7019,FDD,1,0,1,1,1,1,1
905,7018,FDD,1,0,1,1,1,1,1
906,6084,FDD,1,1,1,1,1,1,1
907,6095,FDD,1,0,1,1,1,1,1
908,6071,FDD,1,0,1,1,1,1,1
909,6057,FDD,1,0,1,1,1,1,1
910,7024,FDD,1,1,1,1,1,1,1
911,6057,FDD,1,0,1,1,1,1,1
912,6057,FDD,1,0,1,1,1,1,1
913,6085,FDD,1,1,1,1,1,1,1
914,6082,FDD,1,0,1,1,1,1,1
915,7010,FDD,1,1,1,1,1,1,1
916,6057,FDD,1,1,1,1,1,1,1
917,6083,FDD,1,1,1,0,1,1,1
918,6056,FDD,1,0,1,1,1,1,1
919,7019,FDD,1,1,1,1,1,1,1
920,6095,FDD,1,0,1,1,1,1,1
921,7077,FDD,1,1,1,1,1,1,1
922,6059,FDD,1,0,1,1,1,1,1
923,7055,FDD,1,1,1,1,1,1,1
924,7018,FDD,1,0,1,1,1,1,1
925,6071,FDD,1,0,1,1,1,1,1
927,6084,FDD,1,1,1,1,1,1,1
928,6099,FDD,1,1,1,1,1,1,1
929,8851,FDD,1,1,1,1,1,1,1
930,7019,FDD,1,1,1,1,1,1,1
931,8851,FDD,1,0,1,1,1,1,1
932,6095,FDD,1,1,1,1,1,1,1
933,7024,FDD,1,0,1,1,1,1,1
934,7019,FDD,1,0,1,1,1,1,1
935,6057,FDD,1,1,1,1,1,1,1
936,6059,FDD,1,1,1,1,1,1,1
937,6095,FDD,1,1,1,1,1,1,1
938,7019,FDD,1,1,1,1,1,1,1
939,6083,FDD,1,1,1,1,1,1,1
940,6064,FDD,1,0,1,1,1,1,1
941,6071,FDD,1,0,1,1,1,1,1
942,6071,FDD,1,0,1,1,1,1,1
943,8851,FDD,1,1,1,1,1,1,1
944,7019,FDD,1,1,1,1,1,1,1
945,6084,FDD,1,1,1,1,1,1,1
947,6042,FDD,1,0,1,1,1,1,1
948,6858,FDD,1,1,1,1,1,1,1
950,6072,FDD,1,1,1,1,1,1,1
952,6099,FDD,1,0,1,1,1,1,1
953,7077,FDD,1,0,1,1,1,1,1
954,6057,FDD,1,1,1,1,0,1,1
955,6071,FDD,1,0,1,1,1,1,1
956,8851,FDD,1,0,1,1,1,1,1
957,7024,FDD,1,0,1,1,1,0,1
958,6085,FDD,1,1,1,1,1,1,1
959,6099,FDD,1,0,1,1,1,1,1
960,6099,FDD,1,0,1,1,1,1,1
961,6057,FDD,1,1,1,1,1,1,1
962,6084,FDD,1,1,1,1,1,1,1
963,6064,FDD,1,1,1,1,1,1,1
964,6084,FDD,1,0,1,1,1,1,1
965,6085,FDD,1,1,1,1,1,1,1
966,6084,FDD,1,1,1,1,1,1,1
967,6071,FDD,1,0,1,1,1,1,1
968,6071,FDD,1,1,1,1,1,1,1
969,6057,FDD,1,0,1,1,1,1,1
970,6057,FDD,1,0,1,1,1,1,1
971,6085,FDD,1,1,1,1,1,1,1
972,6064,FDD,1,1,1,1,1,1,1
973,8851,FDD,1,1,1,1,1,1,1
974,8851,FDD,1,0,1,1,1,1,1
975,6042,FDD,1,0,1,1,1,1,1
976,6057,FDD,1,1,1,1,1,1,1
977,6099,FDD,1,1,1,1,1,1,0
978,7015,FDD,1,0,1,1,1,0,1
979,6085,FDD,1,1,1,1,1,1,1
980,7077,FDD,1,0,1,1,1,1,1
981,6072,FDD,1,0,1,1,1,1,1
982,7079,FDD,1,1,1,1,1,1,1
984,7077,FDD,1,1,1,1,1,1,1
985,6077,FDD,1,1,1,1,1,1,1
986,7077,FDD,1,1,1,1,1,1,1
988,6071,FDD,1,0,1,1,1,1,1
989,6057,FDD,1,0,1,1,1,1,1
990,7019,FDD,1,0,1,1,1,1,1
991,7019,FDD,1,0,1,1,1,1,1
992,7015,FDD,1,1,1,1,1,1,1
993,7018,FDD,1,1,1,1,1,1,1
994,6071,FDD,1,0,1,1,1,1,1
995,7055,FDD,1,0,1,1,1,1,1
996,6059,FDD,1,1,1,1,0,1,1
998,6065,FDD,1,1,1,1,1,1,1
999,6083,FDD,1,0,1,1,1,1,1
1000,6083,FDD,1,1,0,1,1,0,1
1001,7077,FDD,1,1,1,1,1,1,1
1002,6059,FDD,1,1,1,1,1,1,1
1003,7024,FDD,1,1,1,1,1,1,1
1005,7079,FDD,1,0,1,1,1,1,1
1006,6099,FDD,1,1,1,1,1,1,1
1007,6085,FDD,1,1,1,1,1,1,1
1008,7077,FDD,1,1,1,1,1,1,1
1009,6065,FDD,1,0,1,1,1,1,1
1010,6858,FDD,1,0,1,1,0,1,1
1011,6099,FDD,1,1,1,1,1,1,1
1012,6085,FDD,1,1,1,1,1,1,1
1013,6059,FDD,1,1,0,1,0,1,0
1014,6065,FDD,1,1,1,1,1,1,1
1015,6084,FDD,1,0,1,1,1,1,1
1016,6057,FDD,1,0,1,1,1,1,1
1017,6073,FDD,1,0,1,1,1,1,1
1018,6099,FDD,1,1,1,1,0,1,1
1019,7077,FDD,1,1,1,1,1,1,1
1020,7079,FDD,1,1,1,1,1,1,1
1021,6077,FDD,1,1,1,1,1,1,1
1022,6056,FDD,1,0,1,1,1,1,1
1023,6858,FDD,1,1,1,1,1,1,1
1024,6099,FDD,1,1,1,1,1,1,1
1025,6057,FDD,1,1,1,1,1,1,1
1026,6059,FDD,1,1,1,1,1,1,1
1027,6858,FDD,1,0,1,1,1,1,1
1028,7024,FDD,1,1,1,1,1,1,1
1029,6071,FDD,1,0,1,1,1,1,1
1030,6073,FDD,1,1,1,1,1,1,1
1032,6099,FDD,1,1,1,1,1,1,1
1033,7055,FDD,1,0,1,1,1,1,1
1034,6073,FDD,1,1,1,1,1,1,1
1035,6055,FDD,1,0,1,0,0,0,0
1036,6073,FDD,1,0,1,1,1,1,1
1037,6073,FDD,1,1,1,1,1,1,1
1038,7079,FDD,1,1,1,1,1,1,1
1039,6858,FDD,1,1,1,1,1,1,1
1040,7010,FDD,1,1,1,1,1,1,1
1041,6083,FDD,0,1,1,1,0,1,1
1042,6083,FDD,1,1,1,1,1,1,1
1043,6042,FDD,1,1,1,1,1,1,1
1044,7010,FDD,1,0,1,1,1,1,1
1045,7018,FDD,0,0,1,1,0,1,1
1047,6095,FDD,1,0,1,1,1,1,1
1048,6097,FDD,1,1,1,1,1,1,1
1051,6084,FDD,1,0,1,1,1,0,1
1052,6072,FDD,1,1,1,1,0,1,1
1053,6097,FDD,1,1,1,1,1,1,1
1054,6065,FDD,1,1,1,1,1,1,1
1055,6056,FDD,1,1,1,1,1,1,1
1056,6042,FDD,1,1,1,1,1,1,1
1057,7019,FDD,1,1,1,1,1,1,1
1059,6072,FDD,1,0,1,1,1,1,1
1060,6858,FDD,1,1,1,1,1,1,1
1061,6099,FDD,1,0,1,1,1,1,1
1062,7010,FDD,1,0,1,1,1,1,1
1064,6858,FDD,1,1,1,1,1,1,1
1065,6082,FDD,1,0,1,1,1,1,1
1066,7019,FDD,1,0,1,1,1,1,1
1067,6083,FDD,0,0,0,1,1,1,1
1068,8851,FDD,1,0,1,1,1,1,1
1069,6072,FDD,1,0,1,1,1,0,1
1070,6055,FDD,1,1,1,1,1,1,1
1071,6059,FDD,1,0,1,1,1,1,1
1072,6099,FDD,1,1,1,1,1,1,1
1073,6083,FDD,0,0,1,0,1,1,1
1074,6072,FDD,1,1,1,1,1,1,1
1075,6062,FDD,1,0,1,1,1,1,1
1076,6095,FDD,1,0,1,1,1,1,1
1077,6099,FDD,1,0,1,1,1,1,1
1078,6083,FDD,0,1,1,0,1,1,1
1079,8851,FDD,1,1,1,1,1,1,1
1080,6097,FDD,1,0,1,1,1,1,1
1081,6099,FDD,1,1,1,1,1,1,1
1082,6099,FDD,1,1,1,1,1,1,1
1083,6099,FDD,1,1,1,1,1,1,1
1084,8851,FDD,0,1,1,1,0,1,1
1085,6071,FDD,1,0,1,1,1,1,1
1086,6071,FDD,1,1,1,1,1,1,1
1087,8851,FDD,1,1,1,1,1,1,1
1088,7019,FDD,1,0,1,1,1,1,1
1089,6062,FDD,1,1,1,1,1,1,1
1090,6099,FDD,1,1,1,1,1,1,1
1091,7019,FDD,1,1,1,1,1,1,1
1093,6059,FDD,1,0,1,1,1,1,1
1094,6065,FDD,1,1,1,1,1,1,1
1095,7077,FDD,1,1,1,1,1,1,1
1096,6858,FDD,1,0,1,1,1,1,1
1097,6858,FDD,1,0,1,1,1,1,1
1098,7010,FDD,1,0,0,1,1,1,0
1099,7015,FDD,1,0,1,1,1,1,1
1100,6072,FDD,1,1,1,1,1,1,1
1101,7019,FDD,1,1,1,1,1,1,1
1102,6057,FDD,1,0,1,1,1,1,1
1103,7010,FDD,1,1,1,1,1,1,1
1104,6071,FDD,1,0,1,1,1,1,1
1105,6082,FDD,1,0,1,1,1,1,1
1106,6057,FDD,1,1,1,1,1,1,1
1107,7010,FDD,1,0,1,1,1,0,1
1108,6072,FDD,1,0,0,1,1,1,0
1109,6082,FDD,1,1,0,1,1,1,1
1110,6082,FDD,1,1,0,1,1,1,1
1111,6055,FDD,1,1,1,1,1,1,1
1112,6095,FDD,1,1,1,1,1,1,1
1113,6097,FDD,1,1,1,1,1,1,1
1114,6082,FDD,1,0,1,1,0,1,1
1115,6062,FDD,1,0,1,1,1,1,1
1116,6042,FDD,1,1,1,1,1,1,1
1117,6056,FDD,1,0,1,1,1,1,1
1118,6064,FDD,1,1,1,1,1,1,1
1120,6065,FDD,1,1,1,1,1,1,1
1121,6055,FDD,1,0,1,1,1,1,1
1122,6055,FDD,1,0,1,1,1,1,1
1123,6055,FDD,1,1,1,1,1,1,1
1124,6062,FDD,1,0,1,1,1,1,1
1125,7024,FDD,1,0,1,1,1,1,1
1126,6083,FDD,0,0,1,1,0,1,1
1128,6057,FDD,1,1,1,1,1,1,1
1129,6083,FDD,1,1,1,1,1,1,1
1130,6055,FDD,1,0,1,0,0,0,0
1131,6858,FDD,1,1,1,1,1,1,1
1132,6858,FDD,1,1,1,1,1,1,1
1133,6858,FDD,1,0,1,1,1,1,1
1134,7019,FDD,1,1,1,1,1,1,1
1135,6073,FDD,1,1,1,1,1,1,1
1136,6057,FDD,1,0,1,1,1,0,1
1137,7010,FDD,1,1,1,1,1,1,1
1138,6085,FDD,0,0,1,0,1,1,1
1139,6097,FDD,1,0,1,1,1,1,1
1140,6097,FDD,1,0,1,1,1,1,1
1141,7055,FDD,1,0,1,1,1,1,1
1142,7055,FDD,1,0,1,1,1,1,1
1143,6095,FDD,1,0,1,1,1,1,1
1144,6073,FDD,1,1,1,1,1,1,1
1146,6073,FDD,1,1,1,1,1,1,1
1147,6082,FDD,1,0,1,1,1,1,1
1148,6042,FDD,1,1,1,1,1,1,1
1149,7013,FDD,1,0,1,1,1,1,1
1150,6083,FDD,1,0,1,1,1,1,1
1151,6065,FDD,1,1,1,1,1,1,1
1152,7079,FDD,1,0,1,1,1,1,1
1153,6095,FDD,1,0,1,1,1,1,1
1154,6083,FDD,1,0,0,1,1,1,0
1155,6091,FDD,1,0,1,1,1,1,1
1156,6858,FDD,1,0,1,1,1,1,1
1157,7055,FDD,1,0,1,1,1,1,1
1158,6095,FDD,1,1,1,1,1,1,1
1159,6097,FDD,0,0,1,1,1,0,1
1160,7055,FDD,1,0,1,1,1,1,1
1161,6077,FDD,1,0,1,1,1,1,1
1162,6059,FDD,1,1,1,1,1,1,1
1163,6057,FDD,1,0,1,1,1,1,1
1164,6073,FDD,1,1,1,1,1,1,1
1165,6097,FDD,1,1,1,1,1,1,1
1167,7024,FDD,1,0,1,1,1,1,1
1168,6057,FDD,1,1,1,1,1,1,1
1169,6082,FDD,1,1,1,1,1,0,1
1170,6097,FDD,1,1,1,1,1,1,1
1172,6099,FDD,1,1,1,1,1,1,1
1173,6099,FDD,1,1,1,1,1,1,1
1174,7019,FDD,1,0,1,1,1,1,1
1175,7013,FDD,1,1,1,1,1,1,1
1176,6085,FDD,1,1,1,1,1,1,1
1177,6077,FDD,1,0,1,1,1,1,1
1178,6064,FDD,1,0,1,1,1,1,1
1179,6097,FDD,1,0,1,1,1,1,1
1180,7055,FDD,1,0,1,1,1,1,1
1181,6095,FDD,1,0,1,1,1,1,1
1182,6099,FDD,1,0,1,1,1,1,1
1183,6073,FDD,1,1,1,1,1,1,1
1184,6095,FDD,1,0,1,1,1,1,1
1185,6083,FDD,1,1,1,1,1,1,1
1186,7010,FDD,1,1,1,1,1,1,1
1187,7015,FDD,1,0,1,1,1,1,1
1188,6077,FDD,1,0,1,1,1,1,1
1189,6097,FDD,1,1,1,1,0,1,1
1190,6097,FDD,1,1,1,1,1,1,1
1191,6858,FDD,1,1,1,1,1,1,1
1192,6057,FDD,1,1,1,1,1,1,1
1193,6082,FDD,1,1,1,1,1,1,1
1194,6097,FDD,1,0,1,1,1,1,1
1195,6057,FDD,1,0,1,1,1,1,1
1196,6057,FDD,1,0,1,0,1,1,1
1197,6091,FDD,1,1,1,1,1,1,1
1198,6083,FDD,1,0,1,1,1,0,1
1199,7077,FDD,1,1,1,1,1,1,1
1200,7077,FDD,1,1,1,1,1,1,1
1201,6095,FDD,1,1,1,1,1,1,1
1202,6085,FDD,1,1,1,1,1,1,1
1203,6071,FDD,1,0,1,1,1,1,1
1204,7010,FDD,1,0,1,1,1,1,1
1205,6099,FDD,1,1,1,1,1,1,1
1206,6057,FDD,1,0,1,1,1,1,1
1207,6099,FDD,1,1,1,1,1,1,1
1209,6858,FDD,1,0,1,1,1,1,1
1210,6097,FDD,1,0,1,1,1,1,1
1211,7024,FDD,0,1,1,0,1,1,1
1212,7019,FDD,1,0,1,1,1,1,1
1213,6071,FDD,1,0,1,1,1,1,1
1214,7018,FDD,1,0,1,1,1,1,1
1215,6055,FDD,1,1,1,1,1,1,1
1216,6064,FDD,1,1,1,1,1,1,1
1217,6055,FDD,1,0,1,1,1,1,1
1218,7013,FDD,1,1,1,1,1,1,1
1219,6099,FDD,1,1,1,1,1,1,1
1220,6071,FDD,1,0,1,1,1,1,1
1221,7015,FDD,1,0,1,1,1,1,1
1222,7019,FDD,1,0,1,1,1,1,1
1223,6099,FDD,1,0,1,1,1,1,1
1224,7019,FDD,1,0,1,1,1,1,1
1225,6099,FDD,1,1,1,1,1,1,1
1226,6062,FDD,1,0,1,1,1,1,1
1227,6055,FDD,1,0,1,1,1,1,1
1228,7024,FDD,1,1,1,1,1,1,1
1229,7019,FDD,1,1,1,1,1,1,1
1230,7013,FDD,1,1,1,1,1,1,1
1231,7077,FDD,1,0,1,1,1,1,1
1232,6083,FDD,1,1,1,1,1,1,1
1233,6097,FDD,1,0,1,1,1,1,1
1234,6097,FDD,1,0,1,1,1,1,1
1235,6083,FDD,0,0,1,0,1,1,1
1236,6091,FDD,1,1,1,1,1,1,1
1237,6091,FDD,1,1,1,1,1,1,1
1238,6091,FDD,1,0,1,1,1,1,1
1239,7012,FDD,1,0,1,1,1,1,1
1240,7013,FDD,1,0,1,1,1,1,1
1241,7024,FDD,1,0,1,1,1,1,1
1242,6073,FDD,1,0,1,1,1,1,1
1243,6858,FDD,1,1,1,1,1,1,1
1244,6055,FDD,1,1,1,1,1,1,1
1245,6071,FDD,1,1,1,1,1,1,1
1247,6097,FDD,1,0,1,1,1,1,1
1248,6072,FDD,1,1,1,1,1,1,1
1249,6083,FDD,1,1,1,1,1,1,1
1252,7077,FDD,1,1,1,1,1,1,1
1253,6083,FDD,1,1,1,1,1,1,1
1254,6083,FDD,1,0,1,1,1,1,1
1255,6073,FDD,1,1,0,1,1,0,1
1256,7024,FDD,1,0,1,1,1,1,1
1257,6083,FDD,0,1,1,1,0,1,1
1259,6097,FDD,1,1,1,1,1,1,1
1260,7019,FDD,1,0,1,1,1,1,1
1261,6091,FDD,1,0,1,1,1,1,1
1263,6059,FDD,1,1,1,1,1,1,1
1264,7055,FDD,1,0,1,1,1,1,1
1265,6077,FDD,1,0,1,1,1,1,1
1266,6057,FDD,1,1,1,1,1,1,1
1267,6085,FDD,1,1,1,1,1,1,1
1268,6091,FDD,1,0,1,1,1,1,1
1270,6055,FDD,1,0,1,1,1,1,1
1271,6072,FDD,1,0,1,1,1,1,1
1272,6083,FDD,1,0,1,1,1,0,1
1273,7077,FDD,1,1,1,1,1,1,1
1274,6085,FDD,1,0,1,1,1,1,1
1275,7055,FDD,1,0,1,1,1,1,1
1276,6085,FDD,1,0,1,1,1,1,1
1277,6085,FDD,1,1,1,0,1,1,1
1279,7010,FDD,1,1,1,1,1,1,1
1281,6073,FDD,1,0,1,1,1,1,1
1282,7018,FDD,1,0,1,1,1,0,1
1283,6099,FDD,1,1,1,0,1,1,1
1284,6095,FDD,1,1,1,1,1,1,1
1285,6077,FDD,1,1,1,1,1,1,1
1286,6073,FDD,1,1,1,1,1,1,1
1287,6858,FDD,1,1,1,1,1,1,1
1288,6858,FDD,1,1,1,1,1,1,1
1289,7012,FDD,1,0,1,1,0,1,1
1290,6858,FDD,1,1,1,1,1,1,1
1291,7013,FDD,1,0,1,1,1,1,1
1292,6858,FDD,1,1,1,1,1,1,1
1293,6055,FDD,1,0,1,1,1,1,1
1294,7055,FDD,1,1,1,1,1,1,1
1295,6042,FDD,1,0,1,1,1,1,1
1296,6083,FDD,1,1,0,1,1,1,1
1297,6099,FDD,1,0,1,1,1,1,1
1298,6091,FDD,1,0,1,1,1,1,1
1299,7013,FDD,1,1,1,1,1,1,1
1300,6091,FDD,1,0,1,1,1,1,1
1301,6858,FDD,1,1,1,1,1,1,1
