Market ID,Region,Store #,,Fulfilment Type,Weeks on DPI, Status, Trend,Directional Focus  ,Max WM WK ID,OTD* %,OTP* % ,Dwell Time* ,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
383,47,2147,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,96.87%,78.59%,7.17,97.37%,96.30%,95.71%,98.44%
383,47,2455,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,98.95%,68.51%,12.53,100.00%,98.61%,99.12%,97.92%
383,47,7199,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202246,92.96%,79.85%,9.69,92.43%,94.74%,94.78%,86.86%
411,47,26,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,98.06%,75.30%,9.92,97.50%,97.33%,98.78%,98.61%
411,47,26,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,84.63%,75.19%,14.54,85.52%,87.90%,79.41%,84.85%
411,47,484,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202246,88.99%,74.22%,9.95,88.47%,87.96%,90.14%,89.39%
411,47,2131,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,98.86%,75.48%,10.18,100.00%,97.75%,98.94%,98.75%
427,47,1534,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,74.80%,75.13%,12.02,82.91%,90.85%,86.52%,47.78%
427,47,1567,,Scheduled Delivery Express,10,Executive Review,Recovering,Store Focus,202246,95.44%,69.02%,15.7,92.86%,95.61%,96.06%,95.56%
427,47,1567,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,80.38%,65.65%,14.56,57.02%,82.11%,80.27%,89.52%
427,47,1581,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202246,75.39%,66.67%,12.89,92.31%,81.08%,69.66%,64.81%
427,47,1627,,Scheduled Delivery Express,7,Executive Review,Recovering,Store Focus,202246,96.80%,74.62%,10.42,95.92%,95.52%,100.00%,96.10%
427,47,1695,,Scheduled Delivery Express,5,At Risk,Degrading,Store Focus,202246,96.30%,66.67%,5.72,66.67%,100.00%,100.00%,100.00%
427,47,4352,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202246,86.85%,94.95%,10.05,100.00%,90.15%,88.56%,74.64%
429,47,598,,Scheduled Delivery Express,7,Executive Review,Recovering,Store Focus,202246,94.26%,80.56%,12.8,91.67%,97.50%,100.00%,76.92%
429,47,598,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,68.46%,64.45%,14.44,62.50%,67.42%,71.35%,70.45%
429,47,867,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,72.89%,54.57%,14.3,40.76%,66.83%,86.62%,77.36%
429,47,1326,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,75.48%,59.47%,16.29,61.85%,71.60%,81.30%,89.51%
429,47,1585,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202246,88.89%,70.72%,14.33,87.42%,88.10%,89.42%,90.60%
429,47,3395,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,95.12%,52.60%,12.56,97.56%,92.19%,93.33%,100.00%
429,47,3395,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,76.66%,62.01%,14.45,76.79%,67.78%,74.58%,87.70%
430,47,1535,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,98.46%,83.97%,11.93,96.10%,97.53%,100.00%,100.00%
430,47,4865,,Scheduled Delivery Express,7,Executive Review,Recovering,Store Focus,202246,98.01%,73.72%,9.8,97.96%,97.14%,100.00%,97.06%
432,47,776,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202246,91.04%,78.38%,9.67,95.24%,90.81%,96.15%,79.36%
432,47,3151,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,98.25%,62.87%,12.7,99.35%,99.28%,96.00%,96.77%
432,47,4358,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,74.64%,77.81%,14.13,80.49%,76.21%,70.51%,70.77%
432,47,5141,,Scheduled Delivery Standard,1,Active Monitoring,Recovering,Store Focus,202246,85.02%,75.23%,13.61,94.13%,88.07%,73.34%,87.01%
432,47,5361,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202246,71.17%,67.78%,14.71,73.84%,87.55%,65.10%,54.57%
433,47,645,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,94.20%,80.00%,7.02,92.59%,93.33%,100.00%,100.00%
433,47,774,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202246,75.91%,66.43%,15.66,75.00%,76.92%,77.05%,74.42%
433,47,1943,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,98.77%,67.21%,16.97,100.00%,98.51%,98.48%,96.92%
433,47,1943,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202246,82.61%,71.22%,14.43,89.19%,83.61%,82.95%,74.86%
433,47,2432,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202246,84.35%,88.34%,12.83,95.62%,85.96%,84.67%,65.81%
154,16,2174,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,96.58%,68.31%,16.34,96.35%,96.45%,97.96%,95.16%
156,16,1918,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,100.00%,80.65%,12.9,100.00%,100.00%,100.00%,100.00%
156,16,1918,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,74.79%,88.54%,13.77,83.08%,78.95%,71.67%,60.67%
156,16,2012,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202246,85.38%,79.90%,13.89,80.39%,87.06%,90.22%,83.71%
156,16,2118,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,77.07%,71.92%,12.76,75.29%,77.40%,78.98%,76.81%
156,16,2158,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202246,82.28%,78.40%,11.69,81.22%,83.78%,85.53%,78.00%
156,16,2267,,Scheduled Delivery Express,4,At Risk,Degrading,Store Focus,202246,92.59%,85.19%,5.09,87.50%,100.00%,100.00%,83.33%
156,16,2267,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202246,85.71%,86.56%,7.66,86.61%,80.91%,91.07%,83.54%
156,16,2629,,Scheduled Delivery Express,9,Executive Review,Degrading,Store Focus,202246,93.65%,61.46%,12.67,88.46%,100.00%,100.00%,50.00%
156,16,2629,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202246,75.59%,69.75%,14.28,71.38%,73.85%,88.70%,60.21%
156,16,2964,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,89.00%,79.73%,16.57,92.96%,83.67%,90.74%,85.71%
156,16,2964,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,81.48%,89.24%,15.55,73.93%,77.85%,84.98%,88.38%
156,16,4387,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202246,60.70%,51.90%,18.3,53.98%,51.75%,71.64%,63.89%
157,16,1762,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202246,73.74%,76.47%,8.8,77.96%,73.55%,78.70%,63.98%
157,16,2139,,Scheduled Delivery Express,4,At Risk,Degrading,Store Focus,202246,80.60%,68.75%,18.67,81.25%,62.50%,80.95%,100.00%
157,16,2139,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,48.13%,67.80%,19.58,51.20%,49.72%,42.71%,48.81%
157,16,2180,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202246,69.31%,72.53%,14.8,70.99%,84.15%,50.39%,66.67%
157,16,2222,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,63.88%,69.87%,18.29,64.27%,63.30%,56.33%,69.39%
157,16,2640,,Scheduled Delivery Express,5,At Risk,Degrading,Store Focus,202246,39.62%,81.82%,9.27,16.67%,80.00%,15.38%,38.46%
157,16,2640,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202246,69.23%,68.45%,8.58,72.73%,73.68%,64.10%,63.16%
157,16,2660,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,75.26%,87.99%,7.66,77.91%,80.60%,74.36%,66.67%
157,16,2903,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202246,77.73%,82.21%,10.28,78.21%,83.05%,70.59%,78.05%
157,16,3114,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,57.78%,73.73%,20.25,81.96%,60.86%,40.00%,51.40%
157,16,3535,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,72.62%,73.48%,15.53,82.31%,72.85%,70.66%,64.18%
159,16,1970,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,28.56%,39.09%,42.12,18.61%,14.78%,30.84%,50.36%
159,16,2103,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,74.74%,62.46%,17.21,67.05%,79.85%,73.77%,79.37%
159,16,2122,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202246,74.54%,68.78%,15.99,83.04%,74.78%,71.33%,68.26%
159,16,2128,,Scheduled Delivery Express,7,Executive Review,Recovering,Store Focus,202246,94.52%,90.35%,14.3,100.00%,95.65%,87.50%,90.00%
159,16,2128,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202246,58.63%,73.65%,24.57,85.29%,63.49%,30.24%,32.89%
159,16,2227,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202246,51.84%,57.08%,15.75,53.72%,54.43%,52.58%,47.27%
159,16,2336,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202246,59.96%,46.24%,21.45,54.21%,57.68%,62.93%,64.42%
159,16,2341,,Scheduled Delivery Express,11,Executive Review,Degrading,Store Focus,202246,86.67%,75.97%,12.11,75.61%,87.13%,91.73%,89.83%
159,16,2341,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202246,51.85%,95.30%,13.31,50.62%,51.34%,54.62%,51.13%
159,16,2902,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,77.78%,42.11%,15.69,100.00%,66.67%,0.00%,80.00%
159,16,2902,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,46.27%,65.40%,17.18,61.90%,45.05%,31.17%,38.64%
159,16,3200,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202246,70.68%,62.65%,15,83.16%,63.43%,68.71%,64.12%
160,16,2021,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202246,77.39%,65.74%,17.36,80.08%,71.66%,79.79%,78.01%
160,16,2157,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202246,75.51%,82.68%,19.52,77.14%,66.61%,87.44%,67.61%
160,16,2184,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202246,72.60%,60.26%,12.64,78.92%,85.48%,55.38%,65.54%
160,16,2366,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,74.49%,74.28%,15.37,74.48%,73.59%,74.30%,75.74%
160,16,2953,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,93.18%,81.37%,11.09,90.00%,94.12%,96.77%,90.00%
160,16,3560,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,98.58%,82.09%,13.39,100.00%,97.78%,98.04%,98.65%
160,16,3561,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202246,68.66%,86.33%,17.22,52.94%,72.73%,72.73%,76.47%
161,16,1873,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202246,77.70%,70.28%,15.38,79.22%,80.83%,73.62%,77.65%
161,16,2225,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202246,67.51%,75.56%,19.53,83.78%,67.91%,68.38%,44.50%
161,16,2261,,Scheduled Delivery Express,3,Active Monitoring,Recovering,Store Focus,202246,93.57%,90.41%,10.72,100.00%,90.24%,92.86%,87.50%
161,16,2283,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202246,50.68%,46.68%,20.78,60.69%,45.21%,50.97%,40.48%
161,16,2747,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,99.18%,84.38%,7.36,100.00%,97.37%,100.00%,100.00%
161,16,2885,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,96.97%,75.76%,10.14,100.00%,83.33%,100.00%,100.00%
161,16,3301,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,82.58%,75.75%,12.82,84.13%,84.49%,75.97%,85.88%
179,16,1797,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,100.00%,71.64%,11.98,100.00%,100.00%,100.00%,100.00%
179,16,1797,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202246,92.18%,83.25%,10.12,95.07%,96.03%,92.96%,81.36%
179,16,5076,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,98.56%,82.35%,8.15,98.95%,98.80%,97.44%,98.91%
180,16,1868,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,97.04%,78.15%,13.94,96.27%,97.74%,97.85%,94.74%
180,16,2046,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,98.62%,77.99%,12.02,100.00%,97.56%,100.00%,96.67%
180,16,2202,,Scheduled Delivery Express,5,At Risk,Degrading,Store Focus,202246,91.89%,92.22%,10.32,86.96%,95.65%,85.71%,100.00%
181,16,1975,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,97.96%,69.23%,11.3,95.00%,100.00%,100.00%,100.00%
181,16,1975,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202246,84.91%,76.78%,10.46,82.46%,91.45%,77.86%,88.06%
181,16,2138,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,56.67%,87.36%,5.46,57.78%,67.44%,50.00%,46.43%
181,16,2224,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,63.48%,68.87%,11.94,72.41%,69.05%,58.49%,47.92%
181,16,2332,,Scheduled Delivery Express,5,At Risk,Degrading,Store Focus,202246,89.71%,60.24%,7.84,89.19%,100.00%,91.67%,50.00%
181,16,2332,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202246,43.85%,65.55%,7.83,85.71%,37.50%,42.55%,42.31%
181,16,2682,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,98.99%,76.79%,8.52,100.00%,100.00%,95.00%,100.00%
181,16,2682,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,68.90%,62.71%,11.99,76.61%,63.03%,67.08%,68.46%
183,16,1788,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,91.28%,78.45%,14.8,91.43%,85.37%,91.49%,100.00%
183,16,1788,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202246,77.30%,73.49%,14.75,68.99%,81.16%,80.47%,76.26%
183,16,2055,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202246,64.35%,51.57%,18.84,61.09%,53.78%,67.16%,79.22%
183,16,2130,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,77.99%,67.96%,11.44,77.13%,79.85%,72.00%,83.48%
183,16,2153,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202246,80.84%,76.83%,11.67,74.12%,88.46%,83.13%,76.99%
183,16,2659,,Scheduled Delivery Express,10,Executive Review,Recovering,Store Focus,202246,91.43%,77.78%,9.47,92.31%,100.00%,75.00%,100.00%
183,16,2659,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,59.16%,86.44%,11.74,50.86%,69.88%,56.90%,64.18%
184,16,1785,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202246,66.74%,72.22%,14.77,75.18%,73.10%,40.85%,63.75%
184,16,1796,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,69.23%,69.57%,17.62,70.92%,87.11%,61.47%,53.51%
184,16,1907,,Scheduled Delivery Express,9,Executive Review,Recovering,Store Focus,202246,100.00%,81.67%,11.1,100.00%,100.00%,100.00%,100.00%
184,16,1907,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202246,58.31%,77.09%,13.96,75.22%,65.71%,38.64%,38.78%
184,16,1930,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,49.37%,62.89%,13.96,45.92%,48.51%,45.65%,57.53%
184,16,2142,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202246,68.35%,94.64%,20.89,59.90%,71.64%,70.82%,72.58%
184,16,2399,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,78.93%,70.58%,17.85,67.86%,80.86%,77.80%,89.64%
296,26,1191,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202246,80.81%,84.11%,13.48,84.86%,85.90%,70.79%,78.40%
296,26,1287,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,86.98%,74.11%,16.22,92.31%,92.65%,88.89%,62.50%
296,26,1287,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202246,60.57%,81.15%,21.71,76.71%,75.82%,42.71%,37.50%
296,26,1288,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202246,86.71%,84.78%,12.92,89.24%,91.20%,85.93%,77.63%
296,26,1579,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,100.00%,79.25%,11.84,100.00%,100.00%,100.00%,100.00%
296,26,1579,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,80.46%,73.14%,10.62,85.56%,80.36%,80.52%,75.00%
296,26,2256,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202246,61.94%,73.21%,21.34,66.19%,69.71%,55.56%,54.64%
296,26,3182,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202246,66.67%,77.40%,11.83,80.34%,83.98%,51.63%,57.34%
297,26,1614,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202246,74.77%,79.76%,18.39,74.65%,77.34%,78.65%,66.96%
297,26,1816,,Scheduled Delivery Express,8,Executive Review,Degrading,Store Focus,202246,90.32%,87.50%,10.05,85.71%,100.00%,90.91%,83.33%
297,26,1816,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202246,80.70%,81.48%,9.93,93.75%,78.95%,72.06%,81.82%
297,26,1953,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202246,56.80%,66.25%,15.53,76.81%,57.58%,28.85%,57.89%
297,26,2058,,Scheduled Delivery Standard,26,Executive Review,Recovering,Store Focus,202246,67.33%,72.45%,19.8,91.89%,73.23%,59.65%,41.45%
297,26,4250,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202246,75.15%,82.84%,17.04,83.04%,83.00%,71.74%,66.09%
297,26,4484,,Scheduled Delivery Express,3,Active Monitoring,Recovering,Store Focus,202246,98.08%,83.56%,12.49,98.36%,100.00%,100.00%,86.36%
297,26,4484,,Scheduled Delivery Standard,1,Active Monitoring,Recovering,Store Focus,202246,87.44%,92.57%,12.11,90.71%,89.47%,86.19%,82.40%
297,26,5118,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202246,60.46%,63.09%,19.72,58.96%,70.40%,52.36%,68.46%
297,26,5254,,Scheduled Delivery Standard,26,Executive Review,Recovering,Store Focus,202246,84.81%,87.83%,14.2,95.19%,90.03%,80.66%,60.59%
297,26,5292,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,95.74%,76.16%,14.68,98.25%,94.02%,96.88%,94.53%
298,26,1498,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,95.57%,71.37%,9.78,100.00%,93.88%,92.73%,95.35%
298,26,1498,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202246,75.93%,78.21%,17.25,94.16%,80.28%,70.48%,56.35%
298,26,1558,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,97.81%,69.86%,15.31,100.00%,90.63%,100.00%,100.00%
298,26,1558,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202246,80.70%,79.31%,12.96,92.95%,73.21%,85.38%,69.30%
298,26,1842,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202246,76.89%,83.13%,18.66,88.17%,89.14%,66.53%,48.23%
298,26,3304,,Scheduled Delivery Standard,25,Executive Review,Recovering,Store Focus,202246,72.32%,75.92%,14.22,90.80%,87.27%,52.11%,59.02%
298,26,3658,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202246,75.72%,72.75%,20.55,78.84%,87.37%,69.84%,65.29%
298,26,5320,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202246,79.48%,84.50%,16.64,91.97%,86.97%,69.74%,71.67%
299,26,1237,,Scheduled Delivery Standard,32,Executive Review,Degrading,Store Focus,202246,70.07%,68.87%,23.34,71.26%,78.39%,50.57%,70.51%
299,26,1321,,Scheduled Delivery Express,10,Executive Review,Recovering,Store Focus,202246,97.40%,75.00%,16.34,97.92%,96.08%,100.00%,94.74%
299,26,1372,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,97.70%,60.05%,14.77,99.16%,98.20%,93.75%,98.15%
299,26,1372,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202246,81.56%,80.21%,14.2,88.43%,87.32%,80.55%,70.95%
299,26,1664,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202246,78.84%,59.46%,19.34,92.36%,83.83%,70.92%,67.17%
299,26,2247,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,97.79%,68.42%,14.66,98.11%,100.00%,98.23%,95.00%
299,26,2836,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202246,77.38%,68.99%,14.23,88.78%,85.57%,74.16%,63.84%
299,26,3889,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,98.08%,83.56%,9.45,97.87%,97.96%,98.61%,97.50%
299,26,3889,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202246,89.12%,94.49%,10.03,90.00%,93.21%,92.45%,79.26%
299,26,4499,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202246,81.59%,76.95%,14.51,91.40%,85.81%,72.35%,77.00%
299,26,4564,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,98.20%,77.59%,12.11,98.11%,96.97%,97.96%,100.00%
299,26,5046,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202246,60.02%,52.94%,25.24,80.04%,55.33%,56.10%,47.78%
299,26,5743,,Scheduled Delivery Standard,46,Executive Review,Recovering,Store Focus,202246,81.39%,89.24%,18.43,94.14%,78.22%,73.24%,80.63%
300,26,1268,,Scheduled Delivery Standard,29,Executive Review,Recovering,Store Focus,202246,83.00%,85.75%,13.14,93.75%,96.59%,80.87%,67.52%
300,26,1392,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,56.06%,61.75%,20.69,68.69%,49.20%,68.67%,37.97%
300,26,2772,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202246,84.51%,85.92%,8.78,90.86%,91.95%,84.32%,69.46%
300,26,4065,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,97.40%,73.72%,14.71,95.16%,97.06%,98.51%,98.61%
300,26,4273,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202246,80.62%,68.90%,14.36,91.27%,84.25%,73.72%,71.34%
301,26,1197,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,95.95%,64.55%,15.65,99.02%,93.94%,97.10%,93.42%
301,26,1197,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202246,77.03%,63.86%,18.02,74.12%,71.36%,74.71%,86.26%
301,26,1354,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,93.22%,76.47%,16.41,100.00%,100.00%,85.00%,87.50%
301,26,1354,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202246,76.27%,89.40%,14.02,86.44%,89.39%,58.09%,71.96%
301,26,1379,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202246,90.24%,81.56%,12.22,92.99%,93.67%,89.53%,82.26%
301,26,2730,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202246,85.91%,93.42%,11.9,94.12%,89.54%,83.70%,71.28%
301,26,5851,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,97.31%,80.77%,11.04,93.75%,100.00%,96.30%,100.00%
302,26,1236,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,96.72%,71.64%,14.73,98.21%,96.08%,96.77%,95.56%
302,26,1236,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,75.09%,64.71%,18.2,86.74%,74.76%,66.79%,74.76%
302,26,1661,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,94.74%,70.23%,14.05,100.00%,100.00%,92.00%,84.00%
302,26,1661,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,72.92%,70.51%,15.1,86.99%,84.31%,69.55%,40.87%
308,26,1322,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202246,77.45%,65.86%,17.63,87.03%,87.72%,65.79%,65.04%
308,26,1552,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202246,61.11%,69.46%,28.59,82.72%,55.41%,47.62%,45.76%
308,26,1849,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202246,81.52%,76.70%,12.57,89.50%,87.26%,75.19%,74.86%
308,26,2472,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,96.15%,71.94%,10.08,98.77%,94.12%,96.92%,66.67%
308,26,2472,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,64.91%,71.66%,19.21,86.09%,86.73%,52.46%,32.48%
308,26,2793,,Scheduled Delivery Standard,44,Executive Review,Degrading,Store Focus,202246,89.37%,85.50%,11.46,89.24%,91.80%,86.49%,89.41%
308,26,4477,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,71.08%,70.68%,18.44,82.23%,69.81%,60.61%,71.81%
308,26,6789,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202246,73.96%,67.41%,17.5,87.67%,76.27%,60.75%,70.53%
309,26,877,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202246,75.37%,74.71%,19.13,89.09%,88.66%,57.33%,62.08%
309,26,1010,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,71.99%,68.42%,22.5,89.61%,90.49%,5.83%,48.11%
309,26,1097,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,85.23%,76.38%,24,100.00%,50.00%,76.92%,68.42%
309,26,1097,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202246,55.98%,68.05%,34.06,87.00%,82.35%,55.63%,8.47%
309,26,1255,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202246,81.70%,79.53%,17.05,92.28%,84.88%,74.74%,67.48%
309,26,3700,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202246,70.78%,71.78%,25.46,87.86%,76.55%,59.66%,53.93%
