Store,Market,Store Type,Launch Date
1419,248,SUP,2/23/2023
1422,204,SUP,2/23/2023
1423,203,SUP,2/23/2023
1425,248,SUP,2/23/2023
1428,204,SUP,2/23/2023
1432,204,SUP,2/23/2023
1436,107,SUP,2/23/2023
1444,98,SUP,2/23/2023
1458,120,SUP,2/23/2023
1459,249,SUP,2/23/2023
1476,243,SUP,2/23/2023
1480,239,SUP,2/23/2023
1482,112,W/M,2/23/2023
1488,22,SUP,2/23/2023
1501,112,W/M,2/23/2023
1511,553,SUP,2/23/2023
1513,111,SUP,2/23/2023
1517,108,SUP,2/23/2023
1518,482,SUP,2/23/2023
1536,111,SUP,2/23/2023
1540,201,SUP,2/23/2023
1541,107,SUP,2/23/2023
1542,196,SUP,2/23/2023
1547,246,SUP,2/23/2023
1557,482,SUP,2/23/2023
1566,247,SUP,2/23/2023
1570,248,SUP,2/23/2023
1578,23,SUP,2/23/2023
1580,249,SUP,2/23/2023
1586,26,SUP,2/23/2023
1589,108,SUP,2/23/2023
1590,553,SUP,2/23/2023
1592,205,SUP,2/23/2023
1593,202,SUP,2/23/2023
1601,482,SUP,2/23/2023
1611,205,SUP,2/23/2023
1629,251,W/M,2/23/2023
1639,247,SUP,2/23/2023
1642,202,SUP,2/23/2023
1647,248,SUP,2/23/2023
1655,482,SUP,2/23/2023
1658,30,SUP,2/23/2023
1665,239,SUP,2/23/2023
1667,247,SUP,2/23/2023
1680,110,SUP,2/23/2023
1701,21,W/M,2/23/2023
1702,92,SUP,2/23/2023
1709,248,SUP,2/23/2023
1712,111,SUP,2/23/2023
1719,204,SUP,2/23/2023
1720,25,SUP,2/23/2023
1728,239,SUP,2/23/2023
1729,239,SUP,2/23/2023
1733,203,SUP,2/23/2023
1745,239,SUP,2/23/2023
1752,204,SUP,2/23/2023
1754,203,SUP,2/23/2023
1758,239,SUP,2/23/2023
1766,23,SUP,2/23/2023
1771,202,SUP,2/23/2023
1790,197,SUP,2/23/2023
1791,200,SUP,2/23/2023
1798,205,SUP,2/23/2023
1804,248,SUP,2/23/2023
1809,202,SUP,2/23/2023
1836,202,SUP,2/23/2023
1845,109,SUP,2/23/2023
1847,93,SUP,2/23/2023
1851,109,SUP,2/23/2023
1874,118,SUP,2/23/2023
1916,108,SUP,2/23/2023
1923,200,SUP,2/23/2023
1928,205,SUP,2/23/2023
1936,196,SUP,2/23/2023
1942,200,SUP,2/23/2023
1957,105,SUP,2/23/2023
1960,112,SUP,2/23/2023
1962,247,SUP,2/23/2023
1978,247,SUP,2/23/2023
1987,205,SUP,2/23/2023
1991,251,SUP,2/23/2023
1996,553,SUP,2/23/2023
2010,201,SUP,2/23/2023
2014,204,SUP,2/23/2023
2061,201,SUP,2/23/2023
2062,201,SUP,2/23/2023
2079,196,SUP,2/23/2023
2080,202,SUP,2/23/2023
2081,111,SUP,2/23/2023
2091,110,SUP,2/23/2023
2100,196,SUP,2/23/2023
2102,200,SUP,2/23/2023
2151,109,SUP,2/23/2023
2154,24,SUP,2/23/2023
2176,107,SUP,2/23/2023
2192,436,SUP,2/23/2023
2237,118,SUP,2/23/2023
2238,200,SUP,2/23/2023
2258,283,W/M,2/23/2023
2273,205,SUP,2/23/2023
2311,248,SUP,2/23/2023
2338,196,SUP,2/23/2023
2339,246,SUP,2/23/2023
2354,205,SUP,2/23/2023
2358,196,SUP,2/23/2023
2360,23,SUP,2/23/2023
2387,114,SUP,2/23/2023
2388,239,SUP,2/23/2023
2391,548,WNM,2/23/2023
2392,102,WNM,2/23/2023
2396,488,WNM,2/23/2023
2406,488,WNM,2/23/2023
2417,196,SUP,2/23/2023
2459,115,SUP,2/23/2023
2465,554,WNM,2/23/2023
2475,20,SUP,2/23/2023
2484,118,SUP,2/23/2023
2493,200,SUP,2/23/2023
2513,18,SUP,2/23/2023
2522,196,SUP,2/23/2023
2558,206,W/M,2/23/2023
2559,206,SUP,2/23/2023
2563,580,SUP,2/23/2023
2567,200,SUP,2/23/2023
2584,20,SUP,2/23/2023
2591,109,SUP,2/23/2023
2615,27,SUP,2/23/2023
2618,203,SUP,2/23/2023
2619,204,SUP,2/23/2023
2620,202,SUP,2/23/2023
2626,101,SUP,2/23/2023
2627,112,SUP,2/23/2023
2630,28,SUP,2/23/2023
2631,197,SUP,2/23/2023
2644,204,SUP,2/23/2023
2678,201,SUP,2/23/2023
2679,247,SUP,2/23/2023
2680,201,SUP,2/23/2023
2691,243,SUP,2/23/2023
2692,206,SUP,2/23/2023
2693,205,SUP,2/23/2023
2695,89,SUP,2/23/2023
2699,554,WNM,2/23/2023
2700,203,SUP,2/23/2023
2727,110,SUP,2/23/2023
2731,554,WNM,2/23/2023
2732,22,SUP,2/23/2023
2733,32,SUP,2/23/2023
2740,112,SUP,2/23/2023
2753,18,SUP,2/23/2023
2754,30,SUP,2/23/2023
2771,246,SUP,2/23/2023
2773,546,WNM,2/23/2023
2786,482,SUP,2/23/2023
2787,249,SUP,2/23/2023
2788,482,SUP,2/23/2023
2789,108,SUP,2/23/2023
2796,111,SUP,2/23/2023
2801,546,WNM,2/23/2023
2811,21,SUP,2/23/2023
2814,110,SUP,2/23/2023
2819,248,SUP,2/23/2023
2840,546,WNM,2/23/2023
2843,89,SUP,2/23/2023
2858,546,WNM,2/23/2023
2860,29,SUP,2/23/2023
2866,203,W/M,2/23/2023
2867,203,W/M,2/23/2023
2869,203,SUP,2/23/2023
2872,197,SUP,2/23/2023
2873,206,SUP,2/23/2023
2881,90,SUP,2/23/2023
2890,32,SUP,2/23/2023
2907,103,WNM,2/23/2023
2912,197,SUP,2/23/2023
2920,101,SUP,2/23/2023
2930,103,WNM,2/23/2023
2941,24,SUP,2/23/2023
2944,549,WNM,2/23/2023
2946,109,SUP,2/23/2023
2959,206,SUP,2/23/2023
2962,108,SUP,2/23/2023
2963,108,SUP,2/23/2023
2987,109,SUP,2/23/2023
2988,120,SUP,2/23/2023
3008,23,SUP,2/23/2023
3011,488,WNM,2/23/2023
3013,548,WNM,2/23/2023
3066,102,WNM,2/23/2023
3067,20,SUP,2/23/2023
3069,554,WNM,2/23/2023
3070,554,WNM,2/23/2023
3071,554,WNM,2/23/2023
3072,554,WNM,2/23/2023
3074,554,WNM,2/23/2023
3104,488,WNM,2/23/2023
3118,20,SUP,2/23/2023
3161,548,WNM,2/23/2023
3162,96,WNM,2/23/2023
3163,553,SUP,2/23/2023
3183,103,WNM,2/23/2023
3188,20,SUP,2/23/2023
3197,112,SUP,2/23/2023
3201,19,SUP,2/23/2023
3205,22,SUP,2/23/2023
3207,94,SUP,2/23/2023
3235,553,SUP,2/23/2023
3307,97,SUP,2/23/2023
3308,101,SUP,2/23/2023
3309,98,SUP,2/23/2023
3310,94,SUP,2/23/2023
3311,553,SUP,2/23/2023
3328,200,SUP,2/23/2023
3336,197,SUP,2/23/2023
3347,116,SUP,2/23/2023
3348,107,SUP,2/23/2023
3349,118,SUP,2/23/2023
3370,115,SUP,2/23/2023
3372,111,SUP,2/23/2023
3387,118,SUP,2/23/2023
3388,25,SUP,2/23/2023
3389,25,SUP,2/23/2023
3397,553,SUP,2/23/2023
3401,19,SUP,2/23/2023
3402,19,SUP,2/23/2023
3403,26,SUP,2/23/2023
3415,104,SUP,2/23/2023
3417,105,SUP,2/23/2023
3418,112,SUP,2/23/2023
3435,249,SUP,2/23/2023
3436,201,SUP,2/23/2023
3453,200,SUP,2/23/2023
3458,200,SUP,2/23/2023
3461,16,SUP,2/23/2023
3462,24,SUP,2/23/2023
3463,114,SUP,2/23/2023
3471,26,SUP,2/23/2023
3474,115,SUP,2/23/2023
3476,197,SUP,2/23/2023
3485,18,SUP,2/23/2023
3487,206,SUP,2/23/2023
3526,104,SUP,2/23/2023
3527,107,SUP,2/23/2023
3529,249,SUP,2/23/2023
3538,92,SUP,2/23/2023
3570,30,SUP,2/23/2023
3609,19,SUP,2/23/2023
3611,26,SUP,2/23/2023
3617,559,WNM,2/23/2023
3621,23,SUP,2/23/2023
3625,109,SUP,2/23/2023
3627,21,SUP,2/23/2023
3632,205,SUP,2/23/2023
3635,498,WNM,2/23/2023
3702,98,SUP,2/23/2023
3709,19,SUP,2/23/2023
3710,20,SUP,2/23/2023
3726,205,SUP,2/23/2023
3741,19,SUP,2/23/2023
3747,239,SUP,2/23/2023
3748,26,SUP,2/23/2023
3750,32,SUP,2/23/2023
3775,23,SUP,2/23/2023
3781,482,SUP,2/23/2023
3782,91,SUP,2/23/2023
3786,25,SUP,2/23/2023
3791,202,SUP,2/23/2023
3817,559,WNM,2/23/2023
3851,246,SUP,2/23/2023
3858,108,SUP,2/23/2023
3874,18,SUP,2/23/2023
3876,200,SUP,2/23/2023
3877,93,SUP,2/23/2023
3887,115,SUP,2/23/2023
4053,494,WNM,2/23/2023
4054,494,WNM,2/23/2023
4063,105,SUP,2/23/2023
4140,103,WNM,2/23/2023
4141,548,WNM,2/23/2023
4142,96,WNM,2/23/2023
4144,30,SUP,2/23/2023
4159,559,WNM,2/23/2023
4160,96,WNM,2/23/2023
4161,110,SUP,2/23/2023
4185,24,SUP,2/23/2023
4200,16,SUP,2/23/2023
4206,554,WNM,2/23/2023
4211,96,WNM,2/23/2023
4216,580,SUP,2/23/2023
4230,248,SUP,2/23/2023
4231,248,SUP,2/23/2023
4235,251,SUP,2/23/2023
4243,205,SUP,2/23/2023
4260,107,SUP,2/23/2023
4262,89,SUP,2/23/2023
4283,16,SUP,2/23/2023
4303,553,SUP,2/23/2023
4332,90,SUP,2/23/2023
4354,102,WNM,2/23/2023
4365,90,SUP,2/23/2023
4368,93,SUP,2/23/2023
4380,488,WNM,2/23/2023
4383,197,SUP,2/23/2023
4399,247,SUP,2/23/2023
4409,22,SUP,2/23/2023
4417,251,SUP,2/23/2023
4424,206,SUP,2/23/2023
4425,96,WNM,2/23/2023
4427,97,SUP,2/23/2023
4436,24,SUP,2/23/2023
4439,201,SUP,2/23/2023
4441,488,WNM,2/23/2023
4444,98,SUP,2/23/2023
4446,107,SUP,2/23/2023
4472,20,SUP,2/23/2023
4498,103,WNM,2/23/2023
4517,546,WNM,2/23/2023
4519,546,WNM,2/23/2023
4520,97,SUP,2/23/2023
4525,546,WNM,2/23/2023
4528,498,WNM,2/23/2023
4530,546,WNM,2/23/2023
4540,203,SUP,2/23/2023
4546,488,WNM,2/23/2023
4556,29,SUP,2/23/2023
4558,25,SUP,2/23/2023
4560,488,WNM,2/23/2023
4563,103,WNM,2/23/2023
4588,91,SUP,2/23/2023
4595,103,WNM,2/23/2023
4616,18,SUP,2/23/2023
4617,103,WNM,2/23/2023
4660,206,SUP,2/23/2023
4667,548,WNM,2/23/2023
4669,548,WNM,2/23/2023
4681,112,SUP,2/23/2023
4690,111,SUP,2/23/2023
5005,549,WNM,2/23/2023
5025,248,SUP,2/23/2023
5034,105,SUP,2/23/2023
5035,116,SUP,2/23/2023
5036,112,SUP,2/23/2023
5037,98,SUP,2/23/2023
5048,203,SUP,2/23/2023
5054,98,SUP,2/23/2023
5055,105,SUP,2/23/2023
5064,201,SUP,2/23/2023
5065,201,SUP,2/23/2023
5097,204,SUP,2/23/2023
5106,96,WNM,2/23/2023
5132,96,WNM,2/23/2023
5151,120,SUP,2/23/2023
5159,204,SUP,2/23/2023
5160,202,SUP,2/23/2023
5172,97,SUP,2/23/2023
5173,120,SUP,2/23/2023
5179,96,WNM,2/23/2023
5214,90,SUP,2/23/2023
5218,111,SUP,2/23/2023
5220,112,SUP,2/23/2023
5221,548,WNM,2/23/2023
5250,90,SUP,2/23/2023
5252,25,SUP,2/23/2023
5255,559,WNM,2/23/2023
5264,115,SUP,2/23/2023
5266,104,SUP,2/23/2023
5267,554,WNM,2/23/2023
5275,26,SUP,2/23/2023
5280,201,SUP,2/23/2023
5299,89,SUP,2/23/2023
5300,116,SUP,2/23/2023
5301,107,SUP,2/23/2023
5321,102,WNM,2/23/2023
5325,109,SUP,2/23/2023
5326,93,SUP,2/23/2023
5347,105,SUP,2/23/2023
5363,16,SUP,2/23/2023
5365,96,WNM,2/23/2023
5366,96,WNM,2/23/2023
5376,204,SUP,2/23/2023
5386,200,SUP,2/23/2023
5390,23,SUP,2/23/2023
5391,105,SUP,2/23/2023
5392,28,SUP,2/23/2023
5408,494,WNM,2/23/2023
5411,202,SUP,2/23/2023
5420,90,SUP,2/23/2023
5422,97,SUP,2/23/2023
5443,249,SUP,2/23/2023
5451,102,WNM,2/23/2023
5453,102,WNM,2/23/2023
5455,92,SUP,2/23/2023
5472,202,SUP,2/23/2023
5482,21,SUP,2/23/2023
5483,249,SUP,2/23/2023
5622,102,WNM,2/23/2023
5654,548,WNM,2/23/2023
5670,548,WNM,2/23/2023
5671,110,SUP,2/23/2023
5704,488,WNM,2/23/2023
5709,19,SUP,2/23/2023
5719,103,WNM,2/23/2023
5727,115,SUP,2/23/2023
5735,30,SUP,2/23/2023
5741,559,WNM,2/23/2023
5758,488,WNM,2/23/2023
5759,488,WNM,2/23/2023
5760,559,WNM,2/23/2023
5761,197,SUP,2/23/2023
5767,494,WNM,2/23/2023
5772,104,SUP,2/23/2023
5786,18,SUP,2/23/2023
5797,27,SUP,2/23/2023
5804,494,WNM,2/23/2023
5812,18,SUP,2/23/2023
5813,554,WNM,2/23/2023
5814,26,SUP,2/23/2023
5815,554,WNM,2/23/2023
5816,549,WNM,2/23/2023
5817,549,WNM,2/23/2023
5818,549,WNM,2/23/2023
5819,549,WNM,2/23/2023
5820,549,WNM,2/23/2023
5826,102,WNM,2/23/2023
5831,548,WNM,2/23/2023
5842,197,SUP,2/23/2023
5844,206,SUP,2/23/2023
5846,559,WNM,2/23/2023
5854,110,SUP,2/23/2023
5871,91,SUP,2/23/2023
5875,559,WNM,2/23/2023
5882,108,SUP,2/23/2023
5893,203,SUP,2/23/2023
5894,91,SUP,2/23/2023
5911,108,SUP,2/23/2023
5912,110,SUP,2/23/2023
5932,109,SUP,2/23/2023
5945,103,WNM,2/23/2023
5964,112,SUP,2/23/2023
5988,559,WNM,2/23/2023
6149,559,WNM,2/23/2023
6190,118,SUP,2/23/2023
6207,548,WNM,2/23/2023
6390,494,WNM,2/23/2023
6397,110,SUP,2/23/2023
6470,494,WNM,2/23/2023
6476,482,SUP,2/23/2023
6548,559,WNM,2/23/2023
6937,102,WNM,2/23/2023
6967,488,WNM,2/23/2023
6968,102,WNM,2/23/2023
6978,101,SUP,2/23/2023
6998,19,SUP,2/23/2023
7087,243,SUP,2/23/2023
7185,24,SUP,2/23/2023
7194,27,SUP,2/23/2023
7221,102,WNM,2/23/2023
7245,27,SUP,2/23/2023
7246,32,SUP,2/23/2023
7298,102,WNM,2/23/2023
7299,488,WNM,2/23/2023
7307,102,WNM,2/23/2023
7339,554,WNM,2/23/2023
105,4,SUP,2/21/2023
106,146,SUP,2/21/2023
112,138,SUP,2/21/2023
114,4,SUP,2/21/2023
115,138,SUP,2/21/2023
118,4,SUP,2/21/2023
143,253,SUP,2/21/2023
153,4,SUP,2/21/2023
155,136,SUP,2/21/2023
164,4,SUP,2/21/2023
176,4,W/M,2/21/2023
182,136,SUP,2/21/2023
183,138,SUP,2/21/2023
204,253,SUP,2/21/2023
205,138,SUP,2/21/2023
239,138,SUP,2/21/2023
257,254,SUP,2/21/2023
258,4,SUP,2/21/2023
273,4,SUP,2/21/2023
274,4,W/M,2/21/2023
282,253,SUP,2/21/2023
287,11,SUP,2/21/2023
294,253,SUP,2/21/2023
298,5,SUP,2/21/2023
299,254,SUP,2/21/2023
300,3,SUP,2/21/2023
301,3,SUP,2/21/2023
303,4,SUP,2/21/2023
305,138,SUP,2/21/2023
306,5,SUP,2/21/2023
315,3,SUP,2/21/2023
316,3,SUP,2/21/2023
329,10,SUP,2/21/2023
332,5,SUP,2/21/2023
333,254,SUP,2/21/2023
347,136,SUP,2/21/2023
355,10,SUP,2/21/2023
356,10,SUP,2/21/2023
362,11,SUP,2/21/2023
365,140,SUP,2/21/2023
375,5,SUP,2/21/2023
391,4,SUP,2/21/2023
394,137,SUP,2/21/2023
403,137,SUP,2/21/2023
409,137,SUP,2/21/2023
410,146,SUP,2/21/2023
411,138,W/M,2/21/2023
423,13,SUP,2/21/2023
424,8,SUP,2/21/2023
425,11,SUP,2/21/2023
430,253,SUP,2/21/2023
431,253,SUP,2/21/2023
432,10,SUP,2/21/2023
433,5,SUP,2/21/2023
434,5,SUP,2/21/2023
445,256,SUP,2/21/2023
483,8,SUP,2/21/2023
491,253,SUP,2/21/2023
495,138,SUP,2/21/2023
501,141,SUP,2/21/2023
559,418,SUP,2/21/2023
562,2,SUP,2/21/2023
569,257,SUP,2/21/2023
581,414,SUP,2/21/2023
604,7,SUP,2/21/2023
646,415,SUP,2/21/2023
647,414,SUP,2/21/2023
653,253,SUP,2/21/2023
655,253,SUP,2/21/2023
660,137,SUP,2/21/2023
661,137,SUP,2/21/2023
662,137,SUP,2/21/2023
670,2,SUP,2/21/2023
681,3,SUP,2/21/2023
691,3,SUP,2/21/2023
694,254,SUP,2/21/2023
699,136,SUP,2/21/2023
700,8,SUP,2/21/2023
701,254,SUP,2/21/2023
707,136,SUP,2/21/2023
708,140,SUP,2/21/2023
711,257,SUP,2/21/2023
712,5,SUP,2/21/2023
715,11,SUP,2/21/2023
716,136,SUP,2/21/2023
723,7,SUP,2/21/2023
726,10,SUP,2/21/2023
730,10,SUP,2/21/2023
731,11,SUP,2/21/2023
733,10,SUP,2/21/2023
734,7,SUP,2/21/2023
736,253,SUP,2/21/2023
740,7,SUP,2/21/2023
748,414,SUP,2/21/2023
749,414,SUP,2/21/2023
750,415,SUP,2/21/2023
751,413,SUP,2/21/2023
753,415,SUP,2/21/2023
760,256,W/M,2/21/2023
762,2,SUP,2/21/2023
764,11,SUP,2/21/2023
766,137,SUP,2/21/2023
784,418,SUP,2/21/2023
785,141,SUP,2/21/2023
797,418,SUP,2/21/2023
802,263,SUP,2/21/2023
809,10,SUP,2/21/2023
810,426,SUP,2/21/2023
816,141,SUP,2/21/2023
818,15,SUP,2/21/2023
841,415,W/M,2/21/2023
847,441,SUP,2/21/2023
848,144,SUP,2/21/2023
853,1,SUP,2/21/2023
863,10,SUP,2/21/2023
866,1,SUP,2/21/2023
874,141,SUP,2/21/2023
875,140,SUP,2/21/2023
882,425,SUP,2/21/2023
886,426,SUP,2/21/2023
887,141,SUP,2/21/2023
892,414,SUP,2/21/2023
903,140,SUP,2/21/2023
904,1,SUP,2/21/2023
910,442,SUP,2/21/2023
913,425,SUP,2/21/2023
916,141,SUP,2/21/2023
919,15,SUP,2/21/2023
930,8,SUP,2/21/2023
934,1,SUP,2/21/2023
938,8,SUP,2/21/2023
944,15,SUP,2/21/2023
954,141,SUP,2/21/2023
958,263,SUP,2/21/2023
965,438,SUP,2/21/2023
969,143,SUP,2/21/2023
970,143,SUP,2/21/2023
971,438,SUP,2/21/2023
979,438,SUP,2/21/2023
981,138,SUP,2/21/2023
982,425,SUP,2/21/2023
985,418,SUP,2/21/2023
990,14,SUP,2/21/2023
991,1,SUP,2/21/2023
1005,426,SUP,2/21/2023
1007,438,SUP,2/21/2023
1012,444,SUP,2/21/2023
1020,425,SUP,2/21/2023
1025,141,SUP,2/21/2023
1032,15,SUP,2/21/2023
1038,425,SUP,2/21/2023
1052,11,SUP,2/21/2023
1057,10,SUP,2/21/2023
1059,138,SUP,2/21/2023
1063,7,W/M,2/21/2023
1066,143,SUP,2/21/2023
1069,138,SUP,2/21/2023
1074,136,SUP,2/21/2023
1088,143,SUP,2/21/2023
1091,7,SUP,2/21/2023
1100,137,SUP,2/21/2023
1101,8,SUP,2/21/2023
1124,137,SUP,2/21/2023
1134,7,SUP,2/21/2023
1138,441,W/M,2/21/2023
1152,426,SUP,2/21/2023
1158,2,SUP,2/21/2023
1167,435,SUP,2/21/2023
1168,141,SUP,2/21/2023
1174,14,SUP,2/21/2023
1176,441,SUP,2/21/2023
1192,141,SUP,2/21/2023
1195,143,SUP,2/21/2023
1201,3,SUP,2/21/2023
1202,438,SUP,2/21/2023
1207,15,SUP,2/21/2023
1212,1,SUP,2/21/2023
1222,14,SUP,2/21/2023
1224,14,SUP,2/21/2023
1229,13,SUP,2/21/2023
1241,418,SUP,2/21/2023
1260,143,SUP,2/21/2023
1267,441,SUP,2/21/2023
1271,138,SUP,2/21/2023
1274,441,SUP,2/21/2023
1276,444,SUP,2/21/2023
1277,438,SUP,2/21/2023
1285,418,SUP,2/21/2023
1305,441,SUP,2/21/2023
1316,439,SUP,2/21/2023
1346,143,SUP,2/21/2023
1361,426,SUP,2/21/2023
1362,15,SUP,2/21/2023
1365,436,W/M,2/21/2023
1366,440,SUP,2/21/2023
1389,414,SUP,2/21/2023
1393,413,SUP,2/21/2023
1394,435,SUP,2/21/2023
1396,441,SUP,2/21/2023
1415,421,SUP,2/21/2023
1430,439,SUP,2/21/2023
1431,418,SUP,2/21/2023
1435,413,SUP,2/21/2023
1446,436,SUP,2/21/2023
1447,419,SUP,2/21/2023
1449,439,SUP,2/21/2023
1453,440,SUP,2/21/2023
1462,7,SUP,2/21/2023
1468,136,SUP,2/21/2023
1470,421,SUP,2/21/2023
1471,439,W/M,2/21/2023
1472,423,SUP,2/21/2023
1473,421,SUP,2/21/2023
1475,418,SUP,2/21/2023
1481,13,SUP,2/21/2023
1491,413,SUP,2/21/2023
1493,14,SUP,2/21/2023
1496,415,SUP,2/21/2023
1506,415,SUP,2/21/2023
1509,415,SUP,2/21/2023
1515,442,SUP,2/21/2023
1526,426,SUP,2/21/2023
1528,415,SUP,2/21/2023
1530,136,SUP,2/21/2023
1546,426,W/M,2/21/2023
1551,435,SUP,2/21/2023
1562,424,W/M,2/21/2023
1571,442,SUP,2/21/2023
1577,424,SUP,2/21/2023
1605,14,SUP,2/21/2023
1609,419,SUP,2/21/2023
1620,14,SUP,2/21/2023
1621,418,SUP,2/21/2023
1625,426,SUP,2/21/2023
1627,427,SUP,2/21/2023
1632,412,SUP,2/21/2023
1633,424,SUP,2/21/2023
1634,419,SUP,2/21/2023
1635,442,SUP,2/21/2023
1638,7,SUP,2/21/2023
1643,439,SUP,2/21/2023
1650,444,SUP,2/21/2023
1654,419,SUP,2/21/2023
1657,425,SUP,2/21/2023
1669,438,SUP,2/21/2023
1672,436,SUP,2/21/2023
1678,442,SUP,2/21/2023
1679,438,SUP,2/21/2023
1683,413,SUP,2/21/2023
1696,412,SUP,2/21/2023
1710,140,SUP,2/21/2023
1711,2,SUP,2/21/2023
1721,418,SUP,2/21/2023
1722,421,SUP,2/21/2023
1723,413,SUP,2/21/2023
1727,439,SUP,2/21/2023
1732,414,SUP,2/21/2023
1738,421,SUP,2/21/2023
1757,419,SUP,2/21/2023
1764,413,SUP,2/21/2023
1776,442,SUP,2/21/2023
1786,423,W/M,2/21/2023
1787,414,SUP,2/21/2023
1799,441,SUP,2/21/2023
1819,436,SUP,2/21/2023
1828,439,SUP,2/21/2023
1855,423,SUP,2/21/2023
1858,421,SUP,2/21/2023
1861,422,SUP,2/21/2023
1864,422,SUP,2/21/2023
1865,421,SUP,2/21/2023
1908,440,SUP,2/21/2023
1929,419,SUP,2/21/2023
1931,440,SUP,2/21/2023
1952,422,SUP,2/21/2023
1965,432,SUP,2/21/2023
1971,425,SUP,2/21/2023
1982,439,SUP,2/21/2023
1999,424,SUP,2/21/2023
2004,415,SUP,2/21/2023
2087,422,SUP,2/21/2023
2111,13,SUP,2/21/2023
2114,7,SUP,2/21/2023
2127,440,SUP,2/21/2023
2198,423,SUP,2/21/2023
2271,440,SUP,2/21/2023
2274,424,SUP,2/21/2023
2306,11,SUP,2/21/2023
2335,441,SUP,2/21/2023
2352,424,SUP,2/21/2023
2367,419,SUP,2/21/2023
2421,436,SUP,2/21/2023
2448,423,SUP,2/21/2023
2452,444,SUP,2/21/2023
2488,566,WNM,2/21/2023
2509,439,SUP,2/21/2023
2510,440,SUP,2/21/2023
2532,263,SUP,2/21/2023
2533,14,SUP,2/21/2023
2534,7,SUP,2/21/2023
2545,196,SUP,2/21/2023
2642,423,SUP,2/21/2023
2643,422,SUP,2/21/2023
2654,257,SUP,2/21/2023
2658,444,SUP,2/21/2023
2668,435,SUP,2/21/2023
2690,137,SUP,2/21/2023
2713,3,SUP,2/21/2023
2714,426,SUP,2/21/2023
2715,143,SUP,2/21/2023
2716,415,SUP,2/21/2023
2717,141,SUP,2/21/2023
2720,140,SUP,2/21/2023
2723,2,SUP,2/21/2023
2739,14,SUP,2/21/2023
2748,1,SUP,2/21/2023
2755,140,SUP,2/21/2023
2760,14,SUP,2/21/2023
2764,414,SUP,2/21/2023
2812,425,SUP,2/21/2023
2813,440,SUP,2/21/2023
2820,421,SUP,2/21/2023
2827,418,SUP,2/21/2023
2828,435,SUP,2/21/2023
2846,144,SUP,2/21/2023
2882,422,SUP,2/21/2023
2889,415,SUP,2/21/2023
2935,413,SUP,2/21/2023
2936,442,SUP,2/21/2023
2937,419,SUP,2/21/2023
2939,140,SUP,2/21/2023
2957,412,SUP,2/21/2023
2958,439,SUP,2/21/2023
2986,439,SUP,2/21/2023
3059,140,SUP,2/21/2023
3060,140,SUP,2/21/2023
3075,15,SUP,2/21/2023
3088,424,SUP,2/21/2023
3102,424,SUP,2/21/2023
3119,15,SUP,2/21/2023
3150,432,SUP,2/21/2023
3184,544,WNM,2/21/2023
3185,566,WNM,2/21/2023
3209,424,SUP,2/21/2023
3233,419,SUP,2/21/2023
3245,436,SUP,2/21/2023
3247,442,SUP,2/21/2023
3268,440,SUP,2/21/2023
3271,13,SUP,2/21/2023
3322,442,W/M,2/21/2023
3324,444,SUP,2/21/2023
3362,253,SUP,2/21/2023
3363,254,SUP,2/21/2023
3364,423,SUP,2/21/2023
3386,3,SUP,2/21/2023
3394,413,SUP,2/21/2023
3404,422,SUP,2/21/2023
3439,15,SUP,2/21/2023
3484,14,SUP,2/21/2023
3488,435,SUP,2/21/2023
3497,444,SUP,2/21/2023
3498,422,SUP,2/21/2023
3499,442,SUP,2/21/2023
3505,441,SUP,2/21/2023
3513,423,SUP,2/21/2023
3528,143,SUP,2/21/2023
3534,425,SUP,2/21/2023
3590,426,SUP,2/21/2023
3593,492,WNM,2/21/2023
3624,424,SUP,2/21/2023
3630,415,SUP,2/21/2023
3643,440,SUP,2/21/2023
3758,412,SUP,2/21/2023
3760,421,SUP,2/21/2023
3761,412,SUP,2/21/2023
3762,413,SUP,2/21/2023
3785,14,SUP,2/21/2023
3806,421,SUP,2/21/2023
3857,441,SUP,2/21/2023
4187,137,SUP,2/21/2023
4188,566,WNM,2/21/2023
4210,545,WNM,2/21/2023
4244,412,SUP,2/21/2023
4246,412,SUP,2/21/2023
4253,412,SUP,2/21/2023
4256,414,SUP,2/21/2023
4257,425,SUP,2/21/2023
4281,436,SUP,2/21/2023
4318,8,SUP,2/21/2023
4330,13,SUP,2/21/2023
4333,1,SUP,2/21/2023
4357,545,WNM,2/21/2023
4374,421,SUP,2/21/2023
4407,8,SUP,2/21/2023
4497,13,SUP,2/21/2023
4504,544,WNM,2/21/2023
4581,1,SUP,2/21/2023
4582,545,WNM,2/21/2023
4586,543,WNM,2/21/2023
4606,413,SUP,2/21/2023
4648,545,WNM,2/21/2023
4657,545,WNM,2/21/2023
4672,544,WNM,2/21/2023
4677,435,SUP,2/21/2023
4691,544,WNM,2/21/2023
4849,419,SUP,2/21/2023
5059,566,WNM,2/21/2023
5062,544,WNM,2/21/2023
5079,143,SUP,2/21/2023
5089,423,W/M,2/21/2023
5090,440,SUP,2/21/2023
5098,545,WNM,2/21/2023
5100,544,WNM,2/21/2023
5113,2,SUP,2/21/2023
5115,418,SUP,2/21/2023
5126,3,SUP,2/21/2023
5127,438,SUP,2/21/2023
5174,1,SUP,2/21/2023
5197,5,SUP,2/21/2023
