Store,Market,Store Type,Launch Date
4350,287,SUP,2/16/2023
4375,534,WNM,2/16/2023
4378,285,SUP,2/16/2023
4387,156,SUP,2/16/2023
4388,502,WNM,2/16/2023
4389,181,SUP,2/16/2023
4403,187,SUP,2/16/2023
4421,546,WNM,2/16/2023
4426,546,WNM,2/16/2023
4434,548,WNM,2/16/2023
4456,558,SUP,2/16/2023
4470,538,WNM,2/16/2023
4476,290,SUP,2/16/2023
4478,538,WNM,2/16/2023
4479,207,SUP,2/16/2023
4514,286,SUP,2/16/2023
4527,546,WNM,2/16/2023
4561,549,WNM,2/16/2023
4565,559,WNM,2/16/2023
4570,164,SUP,2/16/2023
4579,537,WNM,2/16/2023
4580,544,WNM,2/16/2023
4597,195,SUP,2/16/2023
4609,225,SUP,2/16/2023
4619,492,WNM,2/16/2023
4623,288,SUP,2/16/2023
4636,314,SUP,2/16/2023
4638,291,SUP,2/16/2023
4654,492,WNM,2/16/2023
4673,544,WNM,2/16/2023
4682,315,SUP,2/16/2023
4697,315,SUP,2/16/2023
4756,544,WNM,2/16/2023
4826,103,WNM,2/16/2023
5012,170,SUP,2/16/2023
5027,194,SUP,2/16/2023
5028,207,SUP,2/16/2023
5029,207,SUP,2/16/2023
5030,207,SUP,2/16/2023
5039,284,SUP,2/16/2023
5047,558,W/M,2/16/2023
5066,214,SUP,2/16/2023
5076,179,SUP,2/16/2023
5077,577,W/M,2/16/2023
5082,214,SUP,2/16/2023
5095,163,SUP,2/16/2023
5104,221,SUP,2/16/2023
5105,286,SUP,2/16/2023
5111,176,W/M,2/16/2023
5117,315,SUP,2/16/2023
5142,178,SUP,2/16/2023
5178,176,W/M,2/16/2023
5184,219,SUP,2/16/2023
5185,217,SUP,2/16/2023
5198,546,WNM,2/16/2023
5201,175,W/M,2/16/2023
5202,171,W/M,2/16/2023
5203,217,SUP,2/16/2023
5227,292,W/M,2/16/2023
5240,190,SUP,2/16/2023
5242,191,SUP,2/16/2023
5248,544,WNM,2/16/2023
5253,289,SUP,2/16/2023
5256,544,WNM,2/16/2023
5265,559,WNM,2/16/2023
5278,154,SUP,2/16/2023
5281,175,W/M,2/16/2023
5282,192,SUP,2/16/2023
5285,215,SUP,2/16/2023
5293,172,SUP,2/16/2023
5294,173,W/M,2/16/2023
5295,172,SUP,2/16/2023
5309,213,SUP,2/16/2023
5340,558,W/M,2/16/2023
5343,291,SUP,2/16/2023
5355,222,SUP,2/16/2023
5374,239,SUP,2/16/2023
5384,284,W/M,2/16/2023
5385,207,SUP,2/16/2023
5387,209,SUP,2/16/2023
5409,223,SUP,2/16/2023
5410,215,SUP,2/16/2023
5414,178,SUP,2/16/2023
5436,284,W/M,2/16/2023
5439,163,SUP,2/16/2023
5448,160,SUP,2/16/2023
5459,544,WNM,2/16/2023
5466,219,SUP,2/16/2023
5471,213,SUP,2/16/2023
5476,165,SUP,2/16/2023
5488,288,SUP,2/16/2023
5497,187,SUP,2/16/2023
5498,187,SUP,2/16/2023
5499,221,SUP,2/16/2023
5615,103,WNM,2/16/2023
5623,545,WNM,2/16/2023
5653,545,WNM,2/16/2023
5731,291,SUP,2/16/2023
5732,190,SUP,2/16/2023
5740,545,WNM,2/16/2023
5744,545,WNM,2/16/2023
5752,577,SUP,2/16/2023
5753,283,SUP,2/16/2023
5754,502,WNM,2/16/2023
5755,502,WNM,2/16/2023
5769,545,WNM,2/16/2023
5771,545,WNM,2/16/2023
5777,162,SUP,2/16/2023
5779,291,SUP,2/16/2023
5780,492,WNM,2/16/2023
5789,537,WNM,2/16/2023
5790,537,WNM,2/16/2023
5791,538,WNM,2/16/2023
5829,509,WNM,2/16/2023
5837,534,WNM,2/16/2023
5847,290,SUP,2/16/2023
5857,219,SUP,2/16/2023
5867,176,SUP,2/16/2023
5876,548,WNM,2/16/2023
5880,292,SUP,2/16/2023
5903,546,WNM,2/16/2023
5907,546,WNM,2/16/2023
5922,289,SUP,2/16/2023
5941,283,SUP,2/16/2023
5944,558,SUP,2/16/2023
5968,283,SUP,2/16/2023
5969,292,SUP,2/16/2023
6226,502,WNM,2/16/2023
6398,549,WNM,2/16/2023
6531,545,WNM,2/16/2023
6732,546,WNM,2/16/2023
6798,502,WNM,2/16/2023
6894,96,WNM,2/16/2023
6936,502,WNM,2/16/2023
6941,102,WNM,2/16/2023
6943,492,WNM,2/16/2023
6952,286,SUP,2/16/2023
6975,492,WNM,2/16/2023
7032,287,SUP,2/16/2023
7174,502,WNM,2/16/2023
7177,502,WNM,2/16/2023
8331,171,SUP,2/16/2023
3,21,SUP,2/23/2023
110,89,SUP,2/23/2023
174,92,SUP,2/23/2023
459,25,SUP,2/23/2023
488,97,SUP,2/23/2023
492,273,SUP,2/23/2023
494,16,SUP,2/23/2023
510,21,SUP,2/23/2023
518,26,SUP,2/23/2023
520,25,SUP,2/23/2023
525,549,WNM,2/23/2023
528,115,SUP,2/23/2023
538,93,SUP,2/23/2023
547,114,SUP,2/23/2023
548,25,SUP,2/23/2023
551,93,SUP,2/23/2023
555,32,SUP,2/23/2023
556,28,SUP,2/23/2023
563,94,SUP,2/23/2023
575,24,SUP,2/23/2023
579,94,SUP,2/23/2023
580,116,SUP,2/23/2023
582,94,SUP,2/23/2023
588,27,SUP,2/23/2023
593,28,SUP,2/23/2023
594,22,SUP,2/23/2023
605,29,SUP,2/23/2023
606,29,W/M,2/23/2023
613,94,SUP,2/23/2023
614,16,SUP,2/23/2023
615,26,SUP,2/23/2023
617,580,W/M,2/23/2023
618,26,SUP,2/23/2023
623,118,SUP,2/23/2023
635,29,SUP,2/23/2023
639,28,SUP,2/23/2023
649,92,SUP,2/23/2023
658,120,SUP,2/23/2023
666,115,SUP,2/23/2023
669,120,SUP,2/23/2023
686,28,SUP,2/23/2023
697,93,SUP,2/23/2023
705,89,SUP,2/23/2023
706,114,SUP,2/23/2023
713,114,W/M,2/23/2023
718,114,SUP,2/23/2023
721,118,SUP,2/23/2023
722,22,SUP,2/23/2023
725,114,SUP,2/23/2023
727,22,SUP,2/23/2023
745,19,SUP,2/23/2023
754,30,SUP,2/23/2023
756,120,SUP,2/23/2023
758,32,SUP,2/23/2023
759,116,SUP,2/23/2023
767,101,SUP,2/23/2023
769,115,SUP,2/23/2023
771,92,SUP,2/23/2023
778,118,SUP,2/23/2023
779,114,SUP,2/23/2023
780,25,SUP,2/23/2023
787,22,SUP,2/23/2023
800,89,SUP,2/23/2023
811,118,SUP,2/23/2023
814,107,SUP,2/23/2023
817,90,SUP,2/23/2023
819,105,SUP,2/23/2023
828,251,SUP,2/23/2023
836,28,SUP,2/23/2023
840,554,WNM,2/23/2023
843,27,SUP,2/23/2023
854,246,SUP,2/23/2023
855,22,SUP,2/23/2023
856,22,SUP,2/23/2023
857,94,SUP,2/23/2023
858,97,SUP,2/23/2023
859,116,SUP,2/23/2023
860,94,SUP,2/23/2023
862,28,SUP,2/23/2023
864,28,SUP,2/23/2023
870,580,SUP,2/23/2023
878,24,SUP,2/23/2023
884,249,SUP,2/23/2023
889,27,SUP,2/23/2023
890,91,SUP,2/23/2023
899,27,SUP,2/23/2023
902,251,SUP,2/23/2023
907,32,SUP,2/23/2023
908,90,SUP,2/23/2023
920,554,WNM,2/23/2023
922,243,SUP,2/23/2023
923,482,SUP,2/23/2023
925,114,W/M,2/23/2023
928,98,SUP,2/23/2023
929,107,SUP,2/23/2023
931,92,SUP,2/23/2023
932,16,SUP,2/23/2023
937,26,SUP,2/23/2023
941,116,SUP,2/23/2023
942,89,SUP,2/23/2023
943,91,SUP,2/23/2023
952,27,SUP,2/23/2023
955,91,SUP,2/23/2023
956,92,W/M,2/23/2023
959,89,SUP,2/23/2023
960,93,SUP,2/23/2023
967,104,SUP,2/23/2023
968,116,SUP,2/23/2023
973,92,SUP,2/23/2023
974,92,SUP,2/23/2023
977,98,W/M,2/23/2023
987,105,SUP,2/23/2023
988,104,SUP,2/23/2023
994,104,SUP,2/23/2023
995,251,SUP,2/23/2023
996,251,W/M,2/23/2023
1002,580,SUP,2/23/2023
1004,115,SUP,2/23/2023
1006,27,SUP,2/23/2023
1011,29,SUP,2/23/2023
1013,251,W/M,2/23/2023
1018,28,SUP,2/23/2023
1024,30,SUP,2/23/2023
1026,580,SUP,2/23/2023
1029,104,SUP,2/23/2023
1033,243,SUP,2/23/2023
1047,22,SUP,2/23/2023
1061,28,SUP,2/23/2023
1068,92,SUP,2/23/2023
1070,18,SUP,2/23/2023
1072,27,SUP,2/23/2023
1076,32,SUP,2/23/2023
1077,97,SUP,2/23/2023
1079,94,SUP,2/23/2023
1081,93,SUP,2/23/2023
1082,98,SUP,2/23/2023
1083,101,SUP,2/23/2023
1084,91,W/M,2/23/2023
1085,104,SUP,2/23/2023
1086,90,SUP,2/23/2023
1087,107,SUP,2/23/2023
1090,101,SUP,2/23/2023
1104,104,SUP,2/23/2023
1111,21,SUP,2/23/2023
1112,16,SUP,2/23/2023
1119,105,W/M,2/23/2023
1121,21,SUP,2/23/2023
1122,18,SUP,2/23/2023
1141,249,SUP,2/23/2023
1142,243,SUP,2/23/2023
1143,30,SUP,2/23/2023
1153,32,SUP,2/23/2023
1157,243,SUP,2/23/2023
1160,243,SUP,2/23/2023
1162,580,SUP,2/23/2023
1171,115,SUP,2/23/2023
1172,98,SUP,2/23/2023
1173,98,SUP,2/23/2023
1180,243,SUP,2/23/2023
1181,23,SUP,2/23/2023
1182,94,SUP,2/23/2023
1184,20,SUP,2/23/2023
1203,116,SUP,2/23/2023
1205,101,SUP,2/23/2023
1213,104,SUP,2/23/2023
1215,120,SUP,2/23/2023
1219,101,SUP,2/23/2023
1220,90,SUP,2/23/2023
1223,97,SUP,2/23/2023
1225,101,SUP,2/23/2023
1227,30,SUP,2/23/2023
1245,114,SUP,2/23/2023
1275,482,SUP,2/23/2023
1283,93,SUP,2/23/2023
1284,16,SUP,2/23/2023
1293,30,SUP,2/23/2023
1294,247,SUP,2/23/2023
1297,93,SUP,2/23/2023
1304,247,SUP,2/23/2023
1310,251,SUP,2/23/2023
1311,16,SUP,2/23/2023
1314,24,SUP,2/23/2023
1327,243,SUP,2/23/2023
1329,247,SUP,2/23/2023
1338,16,SUP,2/23/2023
1340,20,SUP,2/23/2023
1349,109,SUP,2/23/2023
1356,251,SUP,2/23/2023
1363,21,SUP,2/23/2023
1367,32,SUP,2/23/2023
1371,580,SUP,2/23/2023
1373,24,SUP,2/23/2023
1374,91,W/M,2/23/2023
1375,97,SUP,2/23/2023
1378,247,SUP,2/23/2023
1387,108,SUP,2/23/2023
1388,248,SUP,2/23/2023
1390,111,SUP,2/23/2023
1391,94,SUP,2/23/2023
1398,108,SUP,2/23/2023
1400,21,SUP,2/23/2023
1403,18,SUP,2/23/2023
1408,97,SUP,2/23/2023
